,ROL
2009-08-04,1866771560
2009-08-05,1821607732
2009-08-06,1821607732
2009-08-07,1836662341
2009-08-10,1841680545
2009-08-11,1821607732
2009-08-12,1846698748
2009-08-13,1831644138
2009-08-14,1801534920
2009-08-17,1766407498
2009-08-18,1771425701
2009-08-19,1791498513
2009-08-20,1796516716
2009-08-21,1836662341
2009-08-24,1836662341
2009-08-25,1826625935
2009-08-26,1816589529
2009-08-27,1806553123
2009-08-28,1771425701
2009-08-31,1771425701
2009-09-01,1766407498
2009-09-02,1771425701
2009-09-03,1786480310
2009-09-04,1786480310
2009-09-08,1791498513
2009-09-09,1801534920
2009-09-10,1801534920
2009-09-11,1811571326
2009-09-14,1851716951
2009-09-15,1846698748
2009-09-16,1866771560
2009-09-17,1881826170
2009-09-18,1876807966
2009-09-21,1876807966
2009-09-22,1856735154
2009-09-23,1846698748
2009-09-24,1851716951
2009-09-25,1826625935
2009-09-28,1866771560
2009-09-29,1851716951
2009-09-30,1863714420
2009-10-01,1833654510
2009-10-02,1863714420
2009-10-05,1868724405
2009-10-06,1908804285
2009-10-07,1888764345
2009-10-08,1893774330
2009-10-09,1903794300
2009-10-12,1878744375
2009-10-13,1873734390
2009-10-14,1898784315
2009-10-15,1903794300
2009-10-16,1888764345
2009-10-19,1908804285
2009-10-20,1873734390
2009-10-21,1868724405
2009-10-22,1898784315
2009-10-23,1893774330
2009-10-26,1898784315
2009-10-27,1888764345
2009-10-28,1813614570
2009-10-29,1803594600
2009-10-30,1788564645
2009-11-02,1808604585
2009-11-03,1813614570
2009-11-04,1798584615
2009-11-05,1848684465
2009-11-06,1843674480
2009-11-09,1853694450
2009-11-10,1823634540
2009-11-11,1823634540
2009-11-12,1798584615
2009-11-13,1813614570
2009-11-16,1863714420
2009-11-17,1863714420
2009-11-18,1848684465
2009-11-19,1798584615
2009-11-20,1803594600
2009-11-23,1838664495
2009-11-24,1838664495
2009-11-25,1828644525
2009-11-27,1793574630
2009-11-30,1758504735
2009-12-01,1803594600
2009-12-02,1823634540
2009-12-03,1823634540
2009-12-04,1893774330
2009-12-07,1908804285
2009-12-08,1888764345
2009-12-09,1883754360
2009-12-10,1883754360
2009-12-11,1898784315
2009-12-14,1943874180
2009-12-15,1913814270
2009-12-16,1903794300
2009-12-17,1868724405
2009-12-18,1853694450
2009-12-21,1873734390
2009-12-22,1903794300
2009-12-23,1923834240
2009-12-24,1933854210
2009-12-28,1928844225
2009-12-29,1933854210
2009-12-30,1943874180
2009-12-31,1913497728
2010-01-04,1943631551
2010-01-05,1933586943
2010-01-06,1938609247
2010-01-07,1953676158
2010-01-08,1948653855
2010-01-11,1943631551
2010-01-12,1933586943
2010-01-13,1958698462
2010-01-14,1963720766
2010-01-15,1918520032
2010-01-19,1938609247
2010-01-20,1898430817
2010-01-21,1878341602
2010-01-22,1853230083
2010-01-25,1843185476
2010-01-26,1823096261
2010-01-27,1978787677
2010-01-28,1923542336
2010-01-29,1953676158
2010-02-01,1948653855
2010-02-02,1933586943
2010-02-03,1938609247
2010-02-04,1913497728
2010-02-05,1928564640
2010-02-08,1893408513
2010-02-09,1913497728
2010-02-10,1903453121
2010-02-11,1938609247
2010-02-12,1993854588
2010-02-16,2008921500
2010-02-17,2039055322
2010-02-18,2074211448
2010-02-19,2099322967
2010-02-22,2124434486
2010-02-23,2109367575
2010-02-24,2119412182
2010-02-25,2124434486
2010-02-26,2109367575
2010-03-01,2139501397
2010-03-02,2159590612
2010-03-03,2164612916
2010-03-04,2159590612
2010-03-05,2219858257
2010-03-08,2214835953
2010-03-09,2239947472
2010-03-10,2249992080
2010-03-11,2239947472
2010-03-12,2229902865
2010-03-15,2204791346
2010-03-16,2199769042
2010-03-17,2214835953
2010-03-18,2219858257
2010-03-19,2209813650
2010-03-22,2229902865
2010-03-23,2255014383
2010-03-24,2219858257
2010-03-25,2164612916
2010-03-26,2149546005
2010-03-29,2169635220
2010-03-30,2169635220
2010-03-31,2146035870
2010-04-01,2141021767
2010-04-05,2166092280
2010-04-06,2191162792
2010-04-07,2191162792
2010-04-08,2171106382
2010-04-09,2151049972
2010-04-12,2151049972
2010-04-13,2176120485
2010-04-14,2206205100
2010-04-15,2211219202
2010-04-16,2196176895
2010-04-19,2191162792
2010-04-20,2216233305
2010-04-21,2241303817
2010-04-22,2246317920
2010-04-23,2231275612
2010-04-26,2226261510
2010-04-27,2196176895
2010-04-28,2216233305
2010-04-29,2196176895
2010-04-30,2156064075
2010-05-03,2196176895
2010-05-04,2171106382
2010-05-05,2171106382
2010-05-06,2105923050
2010-05-07,2055782024
2010-05-10,2186148690
2010-05-11,2206205100
2010-05-12,2271388432
2010-05-13,2221247407
2010-05-14,2201190997
2010-05-17,2226261510
2010-05-18,2161078177
2010-05-19,2171106382
2010-05-20,2055782024
2010-05-21,2060796127
2010-05-24,2055782024
2010-05-25,2065810230
2010-05-26,2070824332
2010-05-27,2125979460
2010-05-28,2105923050
2010-06-01,2070824332
2010-06-02,2125979460
2010-06-03,2125979460
2010-06-04,2050767922
2010-06-07,2045753820
2010-06-08,2070824332
2010-06-09,2070824332
2010-06-10,2105923050
2010-06-11,2125979460
2010-06-14,2095894844
2010-06-15,2141021767
2010-06-16,2125979460
2010-06-17,2125979460
2010-06-18,2120965357
2010-06-21,2115951254
2010-06-22,2100908947
2010-06-23,2085866640
2010-06-24,2065810230
2010-06-25,2095894844
2010-06-28,2120965357
2010-06-29,2065810230
2010-06-30,2037185032
2010-07-01,2007299677
2010-07-02,2002318784
2010-07-06,2002318784
2010-07-07,2047146817
2010-07-08,2101936634
2010-07-09,2111898420
2010-07-12,2116879312
2010-07-13,2161707345
2010-07-14,2136802882
2010-07-15,2111898420
2010-07-16,2052127710
2010-07-19,2077032172
2010-07-20,2106917527
2010-07-21,2067070387
2010-07-22,2111898420
2010-07-23,2151745560
2010-07-26,2176650022
2010-07-27,2166688237
2010-07-28,2176650022
2010-07-29,2156726452
2010-07-30,2146764667
2010-08-02,2166688237
2010-08-03,2151745560
2010-08-04,2181630915
2010-08-05,2151745560
2010-08-06,2121860205
2010-08-09,2156726452
2010-08-10,2121860205
2010-08-11,2057108602
2010-08-12,2052127710
2010-08-13,2032204140
2010-08-16,2052127710
2010-08-17,2086993957
2010-08-18,2082013064
2010-08-19,2022242354
2010-08-20,2027223247
2010-08-23,2012280570
2010-08-24,1987376107
2010-08-25,2012280570
2010-08-26,1997337892
2010-08-27,2072051280
2010-08-30,2047146817
2010-08-31,2017261462
2010-09-01,2077032172
2010-09-02,2082013064
2010-09-03,2121860205
2010-09-07,2106917527
2010-09-08,2096955742
2010-09-09,2106917527
2010-09-10,2116879312
2010-09-13,2171669130
2010-09-14,2156726452
2010-09-15,2171669130
2010-09-16,2136802882
2010-09-17,2196573592
2010-09-20,2271286980
2010-09-21,2211516270
2010-09-22,2221478055
2010-09-23,2151745560
2010-09-24,2236420732
2010-09-27,2221478055
2010-09-28,2266306087
2010-09-29,2271286980
2010-09-30,2294826187
2010-10-01,2274957562
2010-10-04,2245154625
2010-10-05,2324629125
2010-10-06,2364366375
2010-10-07,2359399218
2010-10-08,2394169312
2010-10-11,2389202156
2010-10-12,2359399218
2010-10-13,2423972250
2010-10-14,2404103625
2010-10-15,2399136468
2010-10-18,2448808031
2010-10-19,2409070781
2010-10-20,2458742343
2010-10-21,2428939406
2010-10-22,2448808031
2010-10-25,2468676656
2010-10-26,2453775187
2010-10-27,2558085468
2010-10-28,2568019781
2010-10-29,2558085468
2010-11-01,2563052625
2010-11-02,2592855562
2010-11-03,2597822718
2010-11-04,2642527125
2010-11-05,2642527125
2010-11-08,2637559968
2010-11-09,2622658500
2010-11-10,2647494281
2010-11-11,2612724187
2010-11-12,2592855562
2010-11-15,2607757031
2010-11-16,2563052625
2010-11-17,2568019781
2010-11-18,2612724187
2010-11-19,2612724187
2010-11-22,2612724187
2010-11-23,2597822718
2010-11-24,2697165843
2010-11-26,2682264375
2010-11-29,2677297218
2010-11-30,2652461437
2010-12-01,2741870250
2010-12-02,2736903093
2010-12-03,2756771718
2010-12-06,2741870250
2010-12-07,2796508968
2010-12-08,2816377593
2010-12-09,2826311906
2010-12-10,2836246218
2010-12-13,2851147687
2010-12-14,2826311906
2010-12-15,2861082000
2010-12-16,2895852093
2010-12-17,2905786406
2010-12-20,2915720718
2010-12-21,2920687875
2010-12-22,2900819250
2010-12-23,2945523656
2010-12-27,2955457968
2010-12-28,2955457968
2010-12-29,2945523656
2010-12-30,2920687875
2010-12-31,2911670043
2011-01-03,2946510540
2011-01-04,2846966265
2011-01-05,2896738402
2011-01-06,2832034623
2011-01-07,2797194127
2011-01-10,2817102982
2011-01-11,2832034623
2011-01-12,2846966265
2011-01-13,2832034623
2011-01-14,2822080196
2011-01-18,2851943478
2011-01-19,2817102982
2011-01-20,2812125768
2011-01-21,2807148555
2011-01-24,2846966265
2011-01-25,2846966265
2011-01-26,2901715616
2011-01-27,2886783975
2011-01-28,2787239700
2011-01-31,2802171341
2011-02-01,2861897906
2011-02-02,2861897906
2011-02-03,2856920692
2011-02-04,2837011837
2011-02-07,2866875120
2011-02-08,2871852333
2011-02-09,2861897906
2011-02-10,2861897906
2011-02-11,2921624471
2011-02-14,2906692830
2011-02-15,2881806761
2011-02-16,2881806761
2011-02-17,2896738402
2011-02-18,2926601685
2011-02-22,2871852333
2011-02-23,2812125768
2011-02-24,2817102982
2011-02-25,2881806761
2011-02-28,2891761188
2011-03-01,2841989051
2011-03-02,2871852333
2011-03-03,2926601685
2011-03-04,2891761188
2011-03-07,2866875120
2011-03-08,2916647257
2011-03-09,2916647257
2011-03-10,2822080196
2011-03-11,2837011837
2011-03-14,2822080196
2011-03-15,2797194127
2011-03-16,2777285272
2011-03-17,2772308058
2011-03-18,2797194127
2011-03-21,2866875120
2011-03-22,2881806761
2011-03-23,2896738402
2011-03-24,2896738402
2011-03-25,2916647257
2011-03-28,2896738402
2011-03-29,2911670043
2011-03-30,2966419395
2011-03-31,2986680768
2011-04-01,3031406437
2011-04-04,3056254031
2011-04-05,3066193068
2011-04-06,3091040662
2011-04-07,3036375956
2011-04-08,2991650287
2011-04-11,2956863656
2011-04-12,2907168468
2011-04-13,2912137987
2011-04-14,2936985581
2011-04-15,2961833175
2011-04-18,2882320875
2011-04-19,2882320875
2011-04-20,2936985581
2011-04-21,2951894137
2011-04-25,2951894137
2011-04-26,3051284512
2011-04-27,3066193068
2011-04-28,3056254031
2011-04-29,3086071143
2011-05-02,3036375956
2011-05-03,3011528362
2011-05-04,2971772212
2011-05-05,2941955100
2011-05-06,2956863656
2011-05-09,2986680768
2011-05-10,3031406437
2011-05-11,2966802693
2011-05-12,3031406437
2011-05-13,3001589325
2011-05-16,2941955100
2011-05-17,2907168468
2011-05-18,2941955100
2011-05-19,2966802693
2011-05-20,2936985581
2011-05-23,2867412318
2011-05-24,2847534243
2011-05-25,2877351356
2011-05-26,2897229431
2011-05-27,2892259912
2011-05-31,2961833175
2011-06-01,2867412318
2011-06-02,2867412318
2011-06-03,2827656168
2011-06-06,2802808575
2011-06-07,2822686650
2011-06-08,2817717131
2011-06-09,2822686650
2011-06-10,2792869537
2011-06-13,2802808575
2011-06-14,2832625687
2011-06-15,2787900018
2011-06-16,2807778093
2011-06-17,2832625687
2011-06-20,2877351356
2011-06-21,2946924618
2011-06-22,2907168468
2011-06-23,2897229431
2011-06-24,2902198950
2011-06-27,2927046543
2011-06-28,2976741731
2011-06-29,2986680768
2011-06-30,2987401365
2011-07-01,3036861652
2011-07-05,3051699738
2011-07-06,3096213997
2011-07-07,3135782227
2011-07-08,3115998112
2011-07-11,3071483853
2011-07-12,3081375911
2011-07-13,3071483853
2011-07-14,3022023566
2011-07-15,3046753710
2011-07-18,2987401365
2011-07-19,3051699738
2011-07-20,3041807681
2011-07-21,3101160026
2011-07-22,3051699738
2011-07-25,3012131508
2011-07-26,2947833135
2011-07-27,2824182416
2011-07-28,2784614186
2011-07-29,2799452272
2011-08-01,2764830071
2011-08-02,2725261841
2011-08-03,2754938013
2011-08-04,2695585668
2011-08-05,2680747582
2011-08-08,2448284231
2011-08-09,2646125381
2011-08-10,2487852461
2011-08-11,2631287295
2011-08-12,2646125381
2011-08-15,2695585668
2011-08-16,2656017438
2011-08-17,2670855525
2011-08-18,2517528633
2011-08-19,2492798490
2011-08-22,2527420691
2011-08-23,2695585668
2011-08-24,2799452272
2011-08-25,2715369783
2011-08-26,2794506243
2011-08-29,3026969595
2011-08-30,3061591796
2011-08-31,3066537825
2011-09-01,2992347393
2011-09-02,2893426818
2011-09-06,2863750646
2011-09-07,2987401365
2011-09-08,2957725192
2011-09-09,2853858588
2011-09-12,2863750646
2011-09-13,2918156962
2011-09-14,2957725192
2011-09-15,2962671221
2011-09-16,2957725192
2011-09-19,2908264905
2011-09-20,2863750646
2011-09-21,2759884042
2011-09-22,2695585668
2011-09-23,2715369783
2011-09-26,2814290358
2011-09-27,2883534761
2011-09-28,2730207870
2011-09-29,2794506243
2011-09-30,2734883325
2011-10-03,2562101887
2011-10-04,2734883325
2011-10-05,2803995900
2011-10-06,2823742350
2011-10-07,2779312837
2011-10-10,2892854925
2011-10-11,2902728150
2011-10-12,2966904112
2011-10-13,2942221050
2011-10-14,3011333625
2011-10-17,2942221050
2011-10-18,3006397012
2011-10-19,2971840725
2011-10-20,2966904112
2011-10-21,3040953300
2011-10-24,3100192650
2011-10-25,3001460400
2011-10-26,3149558775
2011-10-27,3426009075
2011-10-28,3277910700
2011-10-31,3184115062
2011-11-01,3036016687
2011-11-02,3134748937
2011-11-03,3272974087
2011-11-04,3203861512
2011-11-07,3203861512
2011-11-08,3263100862
2011-11-09,3075509587
2011-11-10,3105129262
2011-11-11,3159432000
2011-11-14,3085382812
2011-11-15,3139685550
2011-11-16,3080446200
2011-11-17,3065636362
2011-11-18,3080446200
2011-11-21,2966904112
2011-11-22,2947157662
2011-11-23,2878045087
2011-11-25,2848425412
2011-11-28,3016270237
2011-11-29,3006397012
2011-11-30,3248291025
2011-12-01,3203861512
2011-12-02,3233481187
2011-12-05,3253227637
2011-12-06,3248291025
2011-12-07,3189051675
2011-12-08,3095256037
2011-12-09,3189051675
2011-12-12,3208798125
2011-12-13,3154495387
2011-12-14,3144622162
2011-12-15,3193988287
2011-12-16,3139685550
2011-12-19,3105129262
2011-12-20,3233481187
2011-12-21,3263100862
2011-12-22,3258164250
2011-12-23,3263100862
2011-12-27,3277910700
2011-12-28,3203861512
2011-12-29,3282847312
2011-12-30,3248291025
2012-01-03,3272626698
2012-01-04,3242920556
2012-01-05,3237969532
2012-01-06,3218165437
2012-01-09,3203312366
2012-01-10,3228067485
2012-01-11,3223116461
2012-01-12,3228067485
2012-01-13,3228067485
2012-01-17,3242920556
2012-01-18,3267675675
2012-01-19,3287479770
2012-01-20,3317185912
2012-01-23,3292430793
2012-01-24,3336990007
2012-01-25,3346892055
2012-01-26,3188459295
2012-01-27,3193410318
2012-01-30,3148851105
2012-01-31,3138949057
2012-02-01,3193410318
2012-02-02,3153802128
2012-02-03,3247871580
2012-02-06,3198361342
2012-02-07,3168655200
2012-02-08,3133998033
2012-02-09,3124095986
2012-02-10,3059732677
2012-02-13,3133998033
2012-02-14,3084487796
2012-02-15,3039928582
2012-02-16,3064683701
2012-02-17,3034977558
2012-02-21,2970614250
2012-02-22,3015173463
2012-02-23,3094389843
2012-02-24,3074585748
2012-02-27,3049830630
2012-02-28,3010222440
2012-02-29,2970614250
2012-03-01,2950810155
2012-03-02,2856740703
2012-03-05,2921104012
2012-03-06,2955761178
2012-03-07,2965663226
2012-03-08,3015173463
2012-03-09,3074585748
2012-03-12,3084487796
2012-03-13,3129047010
2012-03-14,3054781653
2012-03-15,3089438820
2012-03-16,3069634725
2012-03-19,3084487796
2012-03-20,3054781653
2012-03-21,3059732677
2012-03-22,3030026535
2012-03-23,3069634725
2012-03-26,3133998033
2012-03-27,3109242915
2012-03-28,3104291891
2012-03-29,3109242915
2012-03-30,3124095986
2012-04-02,3093425167
2012-04-03,3068717298
2012-04-04,3024243135
2012-04-05,3029184708
2012-04-09,2964944250
2012-04-10,2964944250
2012-04-11,3024243135
2012-04-12,3039067856
2012-04-13,2994593692
2012-04-16,3039067856
2012-04-17,3029184708
2012-04-18,3039067856
2012-04-19,2999535266
2012-04-20,3048951003
2012-04-23,2964944250
2012-04-24,3053892577
2012-04-25,3108249888
2012-04-26,3128016183
2012-04-27,3157665626
2012-04-30,3113191462
2012-05-01,3103308315
2012-05-02,3142840905
2012-05-03,3113191462
2012-05-04,3088483593
2012-05-07,3088483593
2012-05-08,3128016183
2012-05-09,3113191462
2012-05-10,3118133036
2012-05-11,3108249888
2012-05-14,3073658872
2012-05-15,3108249888
2012-05-16,3123074610
2012-05-17,3093425167
2012-05-18,3048951003
2012-05-21,3083542020
2012-05-22,3083542020
2012-05-23,3123074610
2012-05-24,3142840905
2012-05-25,3103308315
2012-05-29,3137899331
2012-05-30,3093425167
2012-05-31,3108249888
2012-06-01,3029184708
2012-06-04,3068717298
2012-06-05,3088483593
2012-06-06,3147782478
2012-06-07,3093425167
2012-06-08,3128016183
2012-06-11,3118133036
2012-06-12,3157665626
2012-06-13,3137899331
2012-06-14,3177431921
2012-06-15,3187315068
2012-06-18,3216964511
2012-06-19,3256497101
2012-06-20,3212022937
2012-06-21,3098366741
2012-06-22,3118133036
2012-06-25,3118133036
2012-06-26,3113191462
2012-06-27,3167548773
2012-06-28,3197198216
2012-06-29,3276263396
2012-07-02,3278111681
2012-07-03,3297829646
2012-07-05,3292900155
2012-07-06,3278111681
2012-07-09,3307688628
2012-07-10,3268252698
2012-07-11,3278111681
2012-07-12,3297829646
2012-07-13,3356983541
2012-07-16,3347124558
2012-07-17,3366842523
2012-07-18,3416137436
2012-07-19,3391489980
2012-07-20,3356983541
2012-07-23,3352054050
2012-07-24,3307688628
2012-07-25,3396419471
2012-07-26,3435855401
2012-07-27,3470361840
2012-07-30,3455573366
2012-07-31,3445714383
2012-08-01,3416137436
2012-08-02,3430925910
2012-08-03,3490079805
2012-08-06,3485150313
2012-08-07,3495009296
2012-08-08,3455573366
2012-08-09,3450643875
2012-08-10,3475291331
2012-08-13,3455573366
2012-08-14,3460502857
2012-08-15,3460502857
2012-08-16,3465432348
2012-08-17,3499938787
2012-08-20,3475291331
2012-08-21,3450643875
2012-08-22,3421066927
2012-08-23,3421066927
2012-08-24,3416137436
2012-08-27,3406278453
2012-08-28,3425996418
2012-08-29,3416137436
2012-08-30,3386560488
2012-08-31,3401348962
2012-09-04,3435855401
2012-09-05,3465432348
2012-09-06,3544304208
2012-09-07,3549233700
2012-09-10,3529515735
2012-09-11,3509797770
2012-09-12,3499938787
2012-09-13,3509797770
2012-09-14,3524586243
2012-09-17,3465432348
2012-09-18,3485150313
2012-09-19,3485150313
2012-09-20,3465432348
2012-09-21,3455573366
2012-09-24,3470361840
2012-09-25,3430925910
2012-09-26,3396419471
2012-09-27,3411207945
2012-09-28,3416137436
2012-10-01,3346414155
2012-10-02,3395698605
2012-10-03,3415412385
2012-10-04,3410483940
2012-10-05,3400627050
2012-10-08,3390770160
2012-10-09,3361199490
2012-10-10,3356271045
2012-10-11,3336557265
2012-10-12,3331628820
2012-10-15,3356271045
2012-10-16,3346414155
2012-10-17,3341485710
2012-10-18,3316843485
2012-10-19,3306986595
2012-10-22,3242916810
2012-10-23,3277415925
2012-10-24,3267559035
2012-10-25,3306986595
2012-10-26,3282344370
2012-10-31,3311915040
2012-11-01,3400627050
2012-11-02,3415412385
2012-11-05,3395698605
2012-11-06,3415412385
2012-11-07,3341485710
2012-11-08,3306986595
2012-11-09,3282344370
2012-11-12,3297129705
2012-11-13,3233059920
2012-11-14,3183775470
2012-11-15,3159133245
2012-11-16,3164061690
2012-11-19,3198560805
2012-11-20,3242916810
2012-11-21,3242916810
2012-11-23,3267559035
2012-11-26,3277415925
2012-11-27,3282344370
2012-11-28,3292201260
2012-11-29,3316843485
2012-11-30,3326700375
2012-12-03,3267559035
2012-12-04,3267559035
2012-12-05,3287272815
2012-12-06,3297129705
2012-12-07,3272487480
2012-12-10,3306986595
2012-12-11,3297129705
2012-12-12,3277415925
2012-12-13,3267559035
2012-12-14,3237988365
2012-12-17,3252773700
2012-12-18,3311915040
2012-12-19,3282344370
2012-12-20,3292201260
2012-12-21,3228131475
2012-12-24,3267559035
2012-12-26,3223203030
2012-12-27,3208417695
2012-12-28,3159133245
2012-12-31,3222902722
2013-01-02,3326548905
2013-01-03,3351226567
2013-01-04,3370968697
2013-01-07,3380839762
2013-01-08,3385775295
2013-01-09,3430195087
2013-01-10,3445001685
2013-01-11,3445001685
2013-01-14,3474614880
2013-01-15,3445001685
2013-01-16,3440066152
2013-01-17,3499292542
2013-01-18,3494357010
2013-01-22,3553583400
2013-01-23,3563454465
2013-01-24,3612809790
2013-01-25,3637487452
2013-01-28,3607874257
2013-01-29,3617745322
2013-01-30,3583196595
2013-01-31,3612809790
2013-02-01,3632551920
2013-02-04,3632551920
2013-02-05,3662165115
2013-02-06,3657229582
2013-02-07,3672036180
2013-02-08,3652294050
2013-02-11,3642422985
2013-02-12,3652294050
2013-02-13,3667100647
2013-02-14,3681907245
2013-02-15,3691778310
2013-02-19,3736198102
2013-02-20,3622680855
2013-02-21,3588132127
2013-02-22,3622680855
2013-02-25,3548647867
2013-02-26,3588132127
2013-02-27,3593067660
2013-02-28,3583196595
2013-03-01,3548647867
2013-03-04,3523970205
2013-03-05,3568389997
2013-03-06,3553583400
2013-03-07,3558518932
2013-03-08,3588132127
2013-03-11,3548647867
2013-03-12,3558518932
2013-03-13,3588132127
2013-03-14,3588132127
2013-03-15,3558518932
2013-03-18,3528905737
2013-03-19,3543712335
2013-03-20,3563454465
2013-03-21,3538776802
2013-03-22,3538776802
2013-03-25,3563454465
2013-03-26,3578261062
2013-03-27,3558518932
2013-03-28,3588132127
2013-04-01,3572641350
2013-04-02,3567706762
2013-04-03,3424603725
2013-04-04,3434472900
2013-04-05,3380192437
2013-04-08,3404865375
2013-04-09,3390061612
2013-04-10,3409799962
2013-04-11,3449276662
2013-04-12,3444342075
2013-04-15,3320977387
2013-04-16,3350584912
2013-04-17,3301239037
2013-04-18,3296304450
2013-04-19,3365388675
2013-04-22,3385127025
2013-04-23,3434472900
2013-04-24,3424603725
2013-04-25,3483818775
2013-04-26,3454211250
2013-04-29,3528230062
2013-04-30,3557837587
2013-05-01,3518360887
2013-05-02,3528230062
2013-05-03,3572641350
2013-05-06,3518360887
2013-05-07,3577575937
2013-05-08,3582510525
2013-05-09,3538099237
2013-05-10,3557837587
2013-05-13,3518360887
2013-05-14,3577575937
2013-05-15,3626921812
2013-05-16,3572641350
2013-05-17,3572641350
2013-05-20,3562772175
2013-05-21,3557837587
2013-05-22,3533164650
2013-05-23,3597314287
2013-05-24,3543033825
2013-05-28,3572641350
2013-05-29,3557837587
2013-05-30,3651594750
2013-05-31,3691071450
2013-06-03,3666398512
2013-06-04,3636790987
2013-06-05,3621987225
2013-06-06,3607183462
2013-06-07,3626921812
2013-06-10,3641725575
2013-06-11,3636790987
2013-06-12,3621987225
2013-06-13,3666398512
2013-06-14,3636790987
2013-06-17,3646660162
2013-06-18,3656529337
2013-06-19,3621987225
2013-06-20,3602248875
2013-06-21,3617052637
2013-06-24,3626921812
2013-06-25,3676267687
2013-06-26,3691071450
2013-06-27,3755221087
2013-06-28,3784828612
2013-07-01,3912622582
2013-07-02,3966827681
2013-07-03,3937261263
2013-07-05,3966827681
2013-07-08,3947116736
2013-07-09,3937261263
2013-07-10,3927405791
2013-07-11,3956972208
2013-07-12,3966827681
2013-07-15,3971755417
2013-07-16,3971755417
2013-07-17,4016105043
2013-07-18,4040743724
2013-07-19,4030888252
2013-07-22,4025960516
2013-07-23,4045671461
2013-07-24,3853489747
2013-07-25,3809140121
2013-07-26,3759862758
2013-07-29,3735224077
2013-07-30,3710585396
2013-07-31,3725368605
2013-08-01,3750007286
2013-08-02,3700729923
2013-08-05,3710585396
2013-08-06,3695802187
2013-08-07,3676091242
2013-08-08,3685946715
2013-08-09,3671163506
2013-08-12,3710585396
2013-08-13,3700729923
2013-08-14,3671163506
2013-08-15,3607102935
2013-08-16,3602175198
2013-08-19,3646524825
2013-08-20,3681018978
2013-08-21,3646524825
2013-08-22,3681018978
2013-08-23,3681018978
2013-08-26,3690874451
2013-08-27,3681018978
2013-08-28,3671163506
2013-08-29,3685946715
2013-08-30,3612030671
2013-09-03,3547970100
2013-09-04,3612030671
2013-09-05,3621886143
2013-09-06,3621886143
2013-09-09,3656380297
2013-09-10,3705657660
2013-09-11,3690874451
2013-09-12,3705657660
2013-09-13,3710585396
2013-09-16,3750007286
2013-09-17,3764790495
2013-09-18,3804212385
2013-09-19,3809140121
2013-09-20,3784501440
2013-09-23,3764790495
2013-09-24,3799284648
2013-09-25,3794356912
2013-09-26,3868272956
2013-09-27,3878128428
2013-09-30,3864696300
2013-10-01,3909004920
2013-10-02,3864696300
2013-10-03,3859773120
2013-10-04,3874542660
2013-10-07,3825310860
2013-10-08,3820387680
2013-10-09,3825310860
2013-10-10,3909004920
2013-10-11,3953313539
2013-10-14,3968083080
2013-10-15,3943467180
2013-10-16,3982852620
2013-10-17,4032084419
2013-10-18,4037007599
2013-10-21,4061623500
2013-10-22,4091162580
2013-10-23,4120701659
2013-10-24,4101008940
2013-10-25,4125624840
2013-10-28,4115778479
2013-10-29,4101008940
2013-10-30,4051777140
2013-10-31,4032084419
2013-11-01,4012391700
2013-11-04,4002545340
2013-11-05,3953313539
2013-11-06,3997622159
2013-11-07,3899158560
2013-11-08,3938544000
2013-11-11,3982852620
2013-11-12,3973006260
2013-11-13,3992698979
2013-11-14,4017314880
2013-11-15,4056700320
2013-11-18,4066546680
2013-11-19,4061623500
2013-11-20,4061623500
2013-11-21,4101008940
2013-11-22,4125624840
2013-11-25,4110855300
2013-11-26,4120701659
2013-11-27,4120701659
2013-11-29,4101008940
2013-12-02,4150240740
2013-12-03,4155163919
2013-12-04,4160087099
2013-12-05,4194549360
2013-12-06,4204395719
2013-12-09,4243781159
2013-12-10,4229011620
2013-12-11,4233934800
2013-12-12,4248704340
2013-12-13,4243781159
2013-12-16,4297936140
2013-12-17,4283166599
2013-12-18,4312705680
2013-12-19,4258550700
2013-12-20,4322552040
2013-12-23,4371783840
2013-12-24,4401322920
2013-12-26,4411169280
2013-12-27,4416092460
2013-12-30,4430862000
2013-12-31,4419695036
2014-01-02,4311296718
2014-01-03,4355641485
2014-01-06,4350714288
2014-01-07,4350714288
2014-01-08,4355641485
2014-01-09,4331005503
2014-01-10,4321151111
2014-01-13,4257097560
2014-01-14,4296515130
2014-01-15,4291587933
2014-01-16,4286660737
2014-01-17,4271879148
2014-01-21,4291587933
2014-01-22,4286660737
2014-01-23,4291587933
2014-01-24,4247243167
2014-01-27,4237388775
2014-01-28,4197971205
2014-01-29,4237388775
2014-01-30,4281733541
2014-01-31,4207825597
2014-02-03,3961465784
2014-02-04,4040300924
2014-02-05,4010737747
2014-02-06,4064936906
2014-02-07,4143772046
2014-02-10,4133917653
2014-02-11,4183189616
2014-02-12,4237388775
2014-02-13,4276806345
2014-02-14,4316223915
2014-02-18,4375350270
2014-02-19,4350714288
2014-02-20,4316223915
2014-02-21,4321151111
2014-02-24,4311296718
2014-02-25,4291587933
2014-02-26,4321151111
2014-02-27,4301442326
2014-02-28,4360568681
2014-03-03,4326078307
2014-03-04,4414767840
2014-03-05,4385204662
2014-03-06,4380277466
2014-03-07,4429549428
2014-03-10,4395059055
2014-03-11,4345787092
2014-03-12,4326078307
2014-03-13,4296515130
2014-03-14,4360568681
2014-03-17,4399986251
2014-03-18,4439403821
2014-03-19,4395059055
2014-03-20,4404913447
2014-03-21,4464039802
