,TTWO
2009-08-14,783527700
2009-08-17,750945360
2009-08-18,757927290
2009-08-19,774994230
2009-08-20,787406550
2009-08-21,798267329
2009-08-24,804473489
2009-08-25,803697720
2009-08-26,822316200
2009-08-27,843261989
2009-08-28,809128110
2009-08-31,814558500
2009-09-01,788182320
2009-09-02,849468150
2009-09-03,827746590
2009-09-04,831625440
2009-09-08,843261989
2009-09-09,830073900
2009-09-10,864983550
2009-09-11,898341660
2009-09-14,891359730
2009-09-15,890583960
2009-09-16,940233239
2009-09-17,902996280
2009-09-18,909978210
2009-09-21,864983550
2009-09-22,909202440
2009-09-23,910753980
2009-09-24,886705110
2009-09-25,872741250
2009-09-28,893687040
2009-09-29,885929340
2009-09-30,869638170
2009-10-01,840158910
2009-10-02,843261989
2009-10-05,852571230
2009-10-06,864983550
2009-10-07,868862400
2009-10-08,893687040
2009-10-09,900668970
2009-10-12,890583960
2009-10-13,904547820
2009-10-14,916184370
2009-10-15,893687040
2009-10-16,867310860
2009-10-19,869638170
2009-10-20,844037760
2009-10-21,847916610
2009-10-22,863432010
2009-10-23,920063220
2009-10-26,930148230
2009-10-27,944112090
2009-10-28,886705110
2009-10-29,899117430
2009-10-30,851019690
2009-11-02,851715100
2009-11-03,858747610
2009-11-04,866561510
2009-11-05,892347380
2009-11-06,891565990
2009-11-09,916570470
2009-11-10,903286840
2009-11-11,918133250
2009-11-12,903286840
2009-11-13,931416880
2009-11-16,928291320
2009-11-17,935323830
2009-11-18,911882130
2009-11-19,881407920
2009-11-20,875156800
2009-11-23,892347380
2009-11-24,904068230
2009-11-25,912663520
2009-11-27,878282360
2009-11-30,879063750
2009-12-01,890784600
2009-12-02,883752090
2009-12-03,853277880
2009-12-04,604795860
2009-12-07,618079490
2009-12-08,617298100
2009-12-09,613391150
2009-12-10,607921420
2009-12-11,609484200
2009-12-14,618860880
2009-12-15,629800340
2009-12-16,632925900
2009-12-17,644646750
2009-12-18,704032390
2009-12-21,736850770
2009-12-22,742320500
2009-12-23,773576100
2009-12-24,786859730
2009-12-28,770450540
2009-12-29,785296950
2009-12-30,796236410
2009-12-31,785296950
2010-01-04,812645600
2010-01-05,818115330
2010-01-06,815771160
2010-01-07,811864210
2010-01-08,814208380
2010-01-11,834524520
2010-01-12,796236410
2010-01-13,809520040
2010-01-14,793110850
2010-01-15,787641120
2010-01-19,777483050
2010-01-20,760292470
2010-01-21,732162429
2010-01-22,725911309
2010-01-25,712627679
2010-01-26,718878800
2010-01-27,729036870
2010-01-28,725129920
2010-01-29,725129920
2010-02-01,736038700
2010-02-02,736038700
2010-02-03,756528000
2010-02-04,729143262
2010-02-05,732098449
2010-02-08,744707250
2010-02-09,750223600
2010-02-10,765196550
2010-02-11,777017300
2010-02-12,760468250
2010-02-16,768348750
2010-02-17,761256300
2010-02-18,759680200
2010-02-19,748647500
2010-02-22,728158200
2010-02-23,734462600
2010-02-24,726582100
2010-02-25,731310400
2010-02-26,758104099
2010-03-01,743919200
2010-03-02,731310400
2010-03-03,711609150
2010-03-04,789626100
2010-03-05,787261950
2010-03-08,802234900
2010-03-09,818783950
2010-03-10,827452500
2010-03-11,805387100
2010-03-12,798294650
2010-03-15,797506599
2010-03-16,784897800
2010-03-17,774653150
2010-03-18,788050000
2010-03-19,789626100
2010-03-22,809327350
2010-03-23,827452500
2010-03-24,817995900
2010-03-25,802234900
2010-03-26,804599050
2010-03-29,796718550
2010-03-30,795142450
2010-03-31,777608337
2010-04-01,791202199
2010-04-05,816419800
2010-04-06,821148100
2010-04-07,813267600
2010-04-08,817995900
2010-04-09,828240550
2010-04-12,856610349
2010-04-13,855822300
2010-04-14,855822300
2010-04-15,850305949
2010-04-16,839273250
2010-04-19,817995900
2010-04-20,825876400
2010-04-21,841637400
2010-04-22,854246200
2010-04-23,883404050
2010-04-26,873947450
2010-04-27,851094000
2010-04-28,839273250
2010-04-29,866855000
2010-04-30,861056000
2010-05-03,886451200
2010-05-04,840422400
2010-05-05,816614399
2010-05-06,780108800
2010-05-07,780108800
2010-05-10,836454399
2010-05-11,846771200
2010-05-12,875340800
2010-05-13,892006400
2010-05-14,878515200
2010-05-17,892800000
2010-05-18,886848000
2010-05-19,872960000
2010-05-20,848358400
2010-05-21,853913600
2010-05-24,858675200
2010-05-25,845184000
2010-05-26,826137600
2010-05-27,851532800
2010-05-28,918195200
2010-06-01,887641600
2010-06-02,904704000
2010-06-03,915020800
2010-06-04,875340800
2010-06-07,844390400
2010-06-08,834867200
2010-06-09,770585600
2010-06-10,808281600
2010-06-11,828518400
2010-06-14,795980800
2010-06-15,818003199
2010-06-16,814233600
2010-06-17,817408000
2010-06-18,799155200
2010-06-21,792012800
2010-06-22,771379200
2010-06-23,759475200
2010-06-24,754713600
2010-06-25,780902400
2010-06-28,773760000
2010-06-29,734080000
2010-06-30,714240000
2010-07-01,702336000
2010-07-02,715033600
2010-07-06,707097600
2010-07-07,773760000
2010-07-08,745190400
2010-07-09,753126400
2010-07-12,757888000
2010-07-13,804710400
2010-07-14,787251200
2010-07-15,780108800
2010-07-16,774553600
2010-07-19,796774399
2010-07-20,782489600
2010-07-21,769792000
2010-07-22,808678400
2010-07-23,830105600
2010-07-26,853120000
2010-07-27,840422400
2010-07-28,816614399
2010-07-29,823756800
2010-07-30,813440000
2010-08-02,842149490
2010-08-03,834882620
2010-08-04,860720380
2010-08-05,846186640
2010-08-06,822771170
2010-08-09,826808320
2010-08-10,781592240
2010-08-11,742028170
2010-08-12,687122930
2010-08-13,669359469
2010-08-16,669763185
2010-08-17,677433770
2010-08-18,689545219
2010-08-19,679048630
2010-08-20,681470920
2010-08-23,666937180
2010-08-24,664514890
2010-08-25,667744610
2010-08-26,664514890
2010-08-27,681470920
2010-08-30,660881455
2010-08-31,670166900
2010-09-01,691160080
2010-09-02,714575550
2010-09-03,767058500
2010-09-07,755754480
2010-09-08,746065320
2010-09-09,754139620
2010-09-10,772710510
2010-09-13,772306795
2010-09-14,769480790
2010-09-15,796731552
2010-09-16,787244250
2010-09-17,793703690
2010-09-20,801777990
2010-09-21,806622570
2010-09-22,803392850
2010-09-23,786436820
2010-09-24,806622570
2010-09-27,799355700
2010-09-28,815504300
2010-09-29,813082010
2010-09-30,818734020
2010-10-01,827615750
2010-10-04,840534630
2010-10-05,851838650
2010-10-06,844571780
2010-10-07,840534630
2010-10-08,850223790
2010-10-11,851838650
2010-10-12,859711092
2010-10-13,880098700
2010-10-14,874446690
2010-10-15,853453510
2010-10-18,851434935
2010-10-19,815504300
2010-10-20,828423180
2010-10-21,824386030
2010-10-22,820348880
2010-10-25,797740840
2010-10-26,825193460
2010-10-27,830845469
2010-10-28,822771170
2010-10-29,861527810
2010-11-01,871216969
2010-11-02,897054730
2010-11-03,903514170
2010-11-04,907551320
2010-11-05,898669590
2010-11-08,914818190
2010-11-09,911588469
2010-11-10,926324067
2010-11-11,938233659
2010-11-12,897054730
2010-11-15,894632440
2010-11-16,866372390
2010-11-17,905936460
2010-11-18,914010760
2010-11-19,893825010
2010-11-22,903514170
2010-11-23,869602110
2010-11-24,883328420
2010-11-26,896247300
2010-11-29,890595290
2010-11-30,893421295
2010-12-01,918047909
2010-12-02,926122210
2010-12-03,968108570
2010-12-06,972145719
2010-12-07,968916000
2010-12-08,974568010
2010-12-09,972953150
2010-12-10,995561190
2010-12-13,962456560
2010-12-14,973760580
2010-12-15,968916000
2010-12-16,964071420
2010-12-17,1044006990
2010-12-20,1037547550
2010-12-21,1014132080
2010-12-22,1014939510
2010-12-23,1002020630
2010-12-27,1005250350
2010-12-28,1000405770
2010-12-29,989101750
2010-12-30,991524040
2010-12-31,1007827315
2011-01-03,1016455269
2011-01-04,1017276980
2011-01-05,1019742110
2011-01-06,1009059880
2011-01-07,1031451477
2011-01-10,1050145380
2011-01-11,1052610510
2011-01-12,1047680250
2011-01-13,1080548650
2011-01-14,1070688130
2011-01-18,1064114450
2011-01-19,1047680250
2011-01-20,1022207240
2011-01-21,998377650
2011-01-24,1009059880
2011-01-25,1003718765
2011-01-26,1019331255
2011-01-27,1053432220
2011-01-28,1019742110
2011-01-31,1025083225
2011-02-01,1078083520
2011-02-02,1136219502
2011-02-03,1160870802
2011-02-04,1160254520
2011-02-07,1179564705
2011-02-08,1194766340
2011-02-09,1212843960
2011-02-10,1267076820
2011-02-11,1299945220
2011-02-14,1312270870
2011-02-15,1314736000
2011-02-16,1363216890
2011-02-17,1342674140
2011-02-18,1337743880
2011-02-22,1308162320
2011-02-23,1276115630
2011-02-24,1289262990
2011-02-25,1334457039
2011-02-28,1320487970
2011-03-01,1307340610
2011-03-02,1304875480
2011-03-03,1326239940
2011-03-04,1318844550
2011-03-07,1287619570
2011-03-08,1298096372
2011-03-09,1278580760
2011-03-10,1262968270
2011-03-11,1268720240
2011-03-14,1269541950
2011-03-15,1253107750
2011-03-16,1229278160
2011-03-17,1229278160
2011-03-18,1237495260
2011-03-21,1247355780
2011-03-22,1239960390
2011-03-23,1255162025
2011-03-24,1277759050
2011-03-25,1282689310
2011-03-28,1279402470
2011-03-29,1308984030
2011-03-30,1266255110
2011-03-31,1267689325
2011-04-01,1241700250
2011-04-04,1245825500
2011-04-05,1262326500
2011-04-06,1296978600
2011-04-07,1292028300
2011-04-08,1283777800
2011-04-11,1275527300
2011-04-12,1245825500
2011-04-13,1248300650
2011-04-14,1259851350
2011-04-15,1283777800
2011-04-18,1262326500
2011-04-19,1262326500
2011-04-20,1289553150
2011-04-21,1286252950
2011-04-25,1275527300
2011-04-26,1282127700
2011-04-27,1334105850
2011-04-28,1344006450
2011-04-29,1334930900
2011-05-02,1328330500
2011-05-03,1317604850
2011-05-04,1281302650
2011-05-05,1292853350
2011-05-06,1287078000
2011-05-09,1301103850
2011-05-10,1334930900
2011-05-11,1323380200
2011-05-12,1319254950
2011-05-13,1314304650
2011-05-16,1309354350
2011-05-17,1410835500
2011-05-18,1408360350
2011-05-19,1436412050
2011-05-20,1392684400
2011-05-23,1357207250
2011-05-24,1328330500
2011-05-25,1371233100
2011-05-26,1382783800
2011-05-27,1352256950
2011-05-31,1352256950
2011-06-01,1346481600
2011-06-02,1344006450
2011-06-03,1334105850
2011-06-06,1309354350
2011-06-07,1304404050
2011-06-08,1261501450
2011-06-09,1297803650
2011-06-10,1286252950
2011-06-13,1272227100
2011-06-14,1237575000
2011-06-15,1198797650
2011-06-16,1195497450
2011-06-17,1195497450
2011-06-20,1207048150
2011-06-21,1232624700
2011-06-22,1226024300
2011-06-23,1254901050
2011-06-24,1221074000
2011-06-27,1249125700
2011-06-28,1259026300
2011-06-29,1268926900
2011-06-30,1267323200
2011-07-01,1278934800
2011-07-05,1291375800
2011-07-06,1283911200
2011-07-07,1292205200
2011-07-08,1273958400
2011-07-11,1230829600
2011-07-12,1225023800
2011-07-13,1223365000
2011-07-14,1201800600
2011-07-15,1191847800
2011-07-18,1178577400
2011-07-19,1198483000
2011-07-20,1174430400
2011-07-21,1177748000
2011-07-22,1167795200
2011-07-25,1168624600
2011-07-26,1166551100
2011-07-27,1132960400
2011-07-28,1120519400
2011-07-29,1118860600
2011-08-01,1098955000
2011-08-02,1058314400
2011-08-03,1082367000
2011-08-04,1018503200
2011-08-05,1006891600
2011-08-08,918145800
2011-08-09,962933400
2011-08-10,895752000
2011-08-11,932245600
2011-08-12,952151200
2011-08-15,987815400
2011-08-16,964592200
2011-08-17,961274600
2011-08-18,906948900
2011-08-19,907363600
2011-08-22,913998800
2011-08-23,967080400
2011-08-24,979521400
2011-08-25,974545000
2011-08-26,1001915200
2011-08-29,1053338000
2011-08-30,1089831600
2011-08-31,1096466800
2011-09-01,1063290800
2011-09-02,1045873400
2011-09-06,1045873400
2011-09-07,1082367000
2011-09-08,1111810700
2011-09-09,1114713600
2011-09-12,1126325200
2011-09-13,1141254400
2011-09-14,1157842400
2011-09-15,1161160000
2011-09-16,1161989400
2011-09-19,1142913200
2011-09-20,1127984000
2011-09-21,1098125600
2011-09-22,1046702799
2011-09-23,1068267200
2011-09-26,1093978600
2011-09-27,1105590200
2011-09-28,1069926000
2011-09-29,1091490400
2011-09-30,1062946800
2011-10-03,1023671250
2011-10-04,1038712950
2011-10-05,1104729300
2011-10-06,1177430850
2011-10-07,1133141400
2011-10-10,1205007300
2011-10-11,1199993400
2011-10-12,1193308200
2011-10-13,1194143850
2011-10-14,1173252600
2011-10-17,1163224800
2011-10-18,1192472550
2011-10-19,1160717850
2011-10-20,1164896100
2011-10-21,1177430850
2011-10-24,1202500350
2011-10-25,1271859300
2011-10-26,1276037550
2011-10-27,1320327000
2011-10-28,1354588650
2011-10-31,1318655700
2011-11-01,1277708850
2011-11-02,1306956600
2011-11-03,1328683500
2011-11-04,1328683500
2011-11-07,1301107050
2011-11-08,1308627900
2011-11-09,1291079250
2011-11-10,1204171650
2011-11-11,1230076800
2011-11-14,1210021200
2011-11-15,1184116050
2011-11-16,1144840500
2011-11-17,1135648350
2011-11-18,1134812700
2011-11-21,1113921450
2011-11-22,1125620550
2011-11-23,1108907550
2011-11-25,1108907550
2011-11-28,1164896100
2011-11-29,1142333550
2011-11-30,1165731750
2011-12-01,1154868300
2011-12-02,1141497900
2011-12-05,1180773450
2011-12-06,1190801250
2011-12-07,1184951700
2011-12-08,1150690050
2011-12-09,1178266500
2011-12-12,1182444750
2011-12-13,1154868300
2011-12-14,1132305750
2011-12-15,1149854400
2011-12-16,1144004850
2011-12-19,1126456200
2011-12-20,1149854400
2011-12-21,1132305750
2011-12-22,1129798800
2011-12-23,1153197000
2011-12-27,1149854400
2011-12-28,1115592750
2011-12-29,1119771000
2011-12-30,1132305750
2012-01-03,1181810000
2012-01-04,1181810000
2012-01-05,1237523900
2012-01-06,1245965400
2012-01-09,1258627650
2012-01-10,1223173350
2012-01-11,1224017500
2012-01-12,1230770700
2012-01-13,1224017500
2012-01-17,1251030300
2012-01-18,1283952150
2012-01-19,1274666500
2012-01-20,1272978200
2012-01-23,1279731400
2012-01-24,1299991000
2012-01-25,1299991000
2012-01-26,1283108000
2012-01-27,1319406450
2012-01-30,1312653250
2012-01-31,1316874000
2012-02-01,1330380400
2012-02-02,1327003800
2012-02-03,1367523000
2012-02-06,1373432050
2012-02-07,1352328300
2012-02-08,1359925650
2012-02-09,1366678850
2012-02-10,1333757000
2012-02-13,1354860750
2012-02-14,1342198500
2012-02-15,1314341550
2012-02-16,1317718150
2012-02-17,1294926100
2012-02-21,1283108000
2012-02-22,1300835150
2012-02-23,1313497400
2012-02-24,1314341550
2012-02-27,1316029850
2012-02-28,1315185700
2012-02-29,1304211750
2012-03-01,1310120800
2012-03-02,1315185700
2012-03-05,1306744200
2012-03-06,1300835150
2012-03-07,1300835150
2012-03-08,1317718150
2012-03-09,1336289450
2012-03-12,1343886800
2012-03-13,1343042650
2012-03-14,1323627200
2012-03-15,1344730950
2012-03-16,1353172450
2012-03-19,1361613950
2012-03-20,1349373775
2012-03-21,1348107550
2012-03-22,1334601150
2012-03-23,1334601150
2012-03-26,1353172450
2012-03-27,1342198500
2012-03-28,1323627200
2012-03-29,1307588350
2012-03-30,1298724775
2012-04-02,1312554400
2012-04-03,1320205300
2012-04-04,1313404500
2012-04-05,1298102700
2012-04-09,1288751600
2012-04-10,1253047400
2012-04-11,1253047400
2012-04-12,1253897500
2012-04-13,1246246600
2012-04-16,1202466450
2012-04-17,1243696300
2012-04-18,1222443800
2012-04-19,1202891500
2012-04-20,1193540400
2012-04-23,1185039400
2012-04-24,1167187300
2012-04-25,1202891500
2012-04-26,1211392500
2012-04-27,1215643000
2012-04-30,1199066050
2012-05-01,1178238600
2012-05-02,1154435800
2012-05-03,1160386500
2012-05-04,1139984100
2012-05-07,1142534400
2012-05-08,1139984100
2012-05-09,1073676300
2012-05-10,1084727600
2012-05-11,1071976100
2012-05-14,1070700950
2012-05-15,1048173300
2012-05-16,1015019400
2012-05-17,987391150
2012-05-18,951261900
2012-05-21,958062700
2012-05-22,948711600
2012-05-23,1001417800
2012-05-24,978465100
2012-05-25,982715600
2012-05-29,1011619000
2012-05-30,997167300
2012-05-31,979315200
2012-06-01,940210600
2012-06-04,926609000
2012-06-05,947011400
2012-06-06,988666300
2012-06-07,947011400
2012-06-08,924058699
2012-06-11,897705600
2012-06-12,913857500
2012-06-13,872202600
2012-06-14,853500399
2012-06-15,850100000
2012-06-18,852650300
2012-06-19,874752899
2012-06-20,869652300
2012-06-21,837348500
2012-06-22,839048699
2012-06-25,817371150
2012-06-26,799944100
2012-06-27,799094000
2012-06-28,785492400
2012-06-29,804194600
2012-07-02,802722400
2012-07-03,835172880
2012-07-05,811262000
2012-07-06,804430320
2012-07-09,790766960
2012-07-10,778811519
2012-07-11,782227360
2012-07-12,777103600
2012-07-13,759170440
2012-07-16,770271920
2012-07-17,769417960
2012-07-18,785643199
2012-07-19,840296640
2012-07-20,804430320
2012-07-23,775395680
2012-07-24,764294199
2012-07-25,762586280
2012-07-26,745507080
2012-07-27,777103600
2012-07-30,779665480
2012-07-31,749776880
2012-08-01,672066520
2012-08-02,667796720
2012-08-03,689999680
2012-08-06,735259560
2012-08-07,806138240
2012-08-08,767710040
2012-08-09,753192720
2012-08-10,801014480
2012-08-13,775395680
2012-08-14,752338760
2012-08-15,801014480
2012-08-16,842858519
2012-08-17,859937720
2012-08-20,880432760
2012-08-21,870185240
2012-08-22,865915440
2012-08-23,877870880
2012-08-24,865915440
2012-08-27,853106040
2012-08-28,883848600
2012-08-29,878724839
2012-08-30,856521880
2012-08-31,875309000
2012-09-04,854813960
2012-09-05,848836240
2012-09-06,882994640
2012-09-07,900073839
2012-09-10,909467400
2012-09-11,923984720
2012-09-12,902635720
2012-09-13,912883240
2012-09-14,933378280
2012-09-17,952165400
2012-09-18,951311440
2012-09-19,952165400
2012-09-20,939356000
2012-09-21,916299080
2012-09-24,918007000
2012-09-25,893242160
2012-09-26,896658000
2012-09-27,906051560
2012-09-28,891534240
2012-10-01,874534103
2012-10-02,877998080
2012-10-03,873710980
2012-10-04,930300700
2012-10-05,961167820
2012-10-08,944019420
2012-10-09,909722620
2012-10-10,884857440
2012-10-11,940589740
2012-10-12,958621282
2012-10-15,986033000
2012-10-16,986033000
2012-10-17,982603320
2012-10-18,981745899
2012-10-19,941447160
2012-10-22,937160060
2012-10-23,944876840
2012-10-24,963740080
2012-10-25,938017480
2012-10-26,918296820
2012-10-31,956023300
2012-11-01,961167820
2012-11-02,946591679
2012-11-05,945734260
2012-11-06,970599440
2012-11-07,932015539
2012-11-08,952593620
2012-11-09,945734260
2012-11-12,981745899
2012-11-13,986890420
2012-11-14,983460740
2012-11-15,990320100
2012-11-16,1016042700
2012-11-19,1058913700
2012-11-20,1049482080
2012-11-21,1054626600
2012-11-23,1064915640
2012-11-26,1062343380
2012-11-27,1063200800
2012-11-28,1074347260
2012-11-29,1074347260
2012-11-30,1060628539
2012-12-03,1058056280
2012-12-04,1054626600
2012-12-05,1037478200
2012-12-06,1045194980
2012-12-07,1057198860
2012-12-10,1073489840
2012-12-11,1094925340
2012-12-12,1123220200
2012-12-13,1117218260
2012-12-14,1123220200
2012-12-17,1080349200
2012-12-18,1085493720
2012-12-19,1027189160
2012-12-20,1002323980
2012-12-21,973171700
2012-12-24,960310399
2012-12-26,955165880
2012-12-27,943162000
2012-12-28,944876840
2012-12-31,1031614980
2013-01-02,1075653040
2013-01-03,1113132240
2013-01-04,1143115600
2013-01-07,1139367680
2013-01-08,1103762440
2013-01-09,1116880160
2013-01-10,1122502040
2013-01-11,1153422380
2013-01-14,1143115600
2013-01-15,1167477080
2013-01-16,1152485400
2013-01-17,1170288020
2013-01-18,1173098960
2013-01-22,1174504430
2013-01-23,1174035940
2013-01-24,1181531780
2013-01-25,1201208360
2013-01-28,1229317760
2013-01-29,1223695880
2013-01-30,1223695880
2013-01-31,1140304660
2013-02-01,1197460440
2013-02-04,1172161980
2013-02-05,1186216680
2013-02-06,1352999120
2013-02-07,1386730400
2013-02-08,1409217920
2013-02-11,1417650740
2013-02-12,1392352280
2013-02-13,1397037180
2013-02-14,1402659060
2013-02-15,1412965840
2013-02-19,1454192960
2013-02-20,1415776780
2013-02-21,1396100200
2013-02-22,1400785100
2013-02-25,1398911140
2013-02-26,1395163220
2013-02-27,1387667380
2013-02-28,1371738720
2013-03-01,1379234560
2013-03-04,1404533020
2013-03-05,1405470000
2013-03-06,1445760140
2013-03-07,1443886180
2013-03-08,1444823160
2013-03-11,1459814840
2013-03-12,1456066920
2013-03-13,1459814840
2013-03-14,1492609140
2013-03-15,1469184640
2013-03-18,1450445040
2013-03-19,1427020540
2013-03-20,1467310680
2013-03-21,1460751820
2013-03-22,1452319000
2013-03-25,1486987260
2013-03-26,1501041960
2013-03-27,1504789879
2013-03-28,1513222699
2013-04-01,1382302880
2013-04-02,1357075200
2013-04-03,1336197120
2013-04-04,1343156480
2013-04-05,1341416640
2013-04-08,1351855680
2013-04-09,1357075200
2013-04-10,1380563040
2013-04-11,1365774400
2013-04-12,1372733760
2013-04-15,1313579200
2013-04-16,1299660480
2013-04-17,1257034400
2013-04-18,1245725440
2013-04-19,1292701120
2013-04-22,1310099520
2013-04-23,1332717440
2013-04-24,1379693120
2013-04-25,1349245920
2013-04-26,1357075200
2013-04-29,1344896320
2013-04-30,1327497920
2013-05-01,1314449120
2013-05-02,1330977600
2013-05-03,1364034560
2013-05-06,1357945120
2013-05-07,1370124000
2013-05-08,1411010240
2013-05-09,1391002080
2013-05-10,1430148480
2013-05-13,1425885871
2013-05-14,1438847680
2013-05-15,1421014320
2013-05-16,1393611840
2013-05-17,1420579359
2013-05-20,1410140320
2013-05-21,1397961440
2013-05-22,1381432960
2013-05-23,1387522400
2013-05-24,1393611840
2013-05-28,1416229760
2013-05-29,1431018400
2013-05-30,1449286720
2013-05-31,1447546880
2013-06-03,1414489920
2013-06-04,1398831359
2013-06-05,1390132160
2013-06-06,1398831359
2013-06-07,1477124160
2013-06-10,1438847680
2013-06-11,1462335520
2013-06-12,1337067040
2013-06-13,1348376000
2013-06-14,1344896320
2013-06-17,1356205280
2013-06-18,1362294720
2013-06-19,1336197120
2013-06-20,1315319040
2013-06-21,1308359680
2013-06-24,1263993760
2013-06-25,1272692960
2013-06-26,1236156320
2013-06-27,1267473440
2013-06-28,1302270240
2013-07-01,1365194140
2013-07-02,1371411680
2013-07-03,1370523460
2013-07-05,1394505400
2013-07-08,1377629220
2013-07-09,1404275820
2013-07-10,1412269800
2013-07-11,1424704880
2013-07-12,1410493360
2013-07-15,1414046240
2013-07-16,1412713910
2013-07-17,1448686820
2013-07-18,1459345460
2013-07-19,1481550960
2013-07-22,1470892320
2013-07-23,1463786560
2013-07-24,1473556980
2013-07-25,1457569020
2013-07-26,1493986040
2013-07-29,1507309340
2013-07-30,1509085779
2013-07-31,1559270210
2013-08-01,1589025580
2013-08-02,1610342860
2013-08-05,1621889720
2013-08-06,1595243120
2013-08-07,1604125320
2013-08-08,1640542340
2013-08-09,1649424540
2013-08-12,1657418520
2013-08-13,1652089200
2013-08-14,1636101240
2013-08-15,1628107259
2013-08-16,1630771920
2013-08-19,1597907779
2013-08-20,1640542340
2013-08-21,1615672180
2013-08-22,1682288680
2013-08-23,1672518259
2013-08-26,1696500200
2013-08-27,1624554380
2013-08-28,1651200980
2013-08-29,1676071140
2013-08-30,1630771920
2013-09-03,1656530299
2013-09-04,1654753860
2013-09-05,1657418520
2013-09-06,1614783960
2013-09-09,1642318779
2013-09-10,1611231080
2013-09-11,1536620600
2013-09-12,1531291279
2013-09-13,1569040630
2013-09-16,1541061700
2013-09-17,1509974000
2013-09-18,1527738400
2013-09-19,1548167460
2013-09-20,1509085779
2013-09-23,1530403060
2013-09-24,1602348880
2013-09-25,1629883700
2013-09-26,1636101240
2013-09-27,1609454640
2013-09-30,1545540200
2013-10-01,1563402800
2013-10-02,1548092000
2013-10-03,1508198860
2013-10-04,1516619799
2013-10-07,1480894600
2013-10-08,1429008000
2013-10-09,1432410400
2013-10-10,1450273000
2013-10-11,1432410400
2013-10-14,1456227200
2013-10-15,1440916400
2013-10-16,1447721200
2013-10-17,1458778999
2013-10-18,1464733200
2013-10-21,1458778999
2013-10-22,1469836800
2013-10-23,1445169399
2013-10-24,1451123600
2013-10-25,1474940400
2013-10-28,1503860800
2013-10-29,1526827000
2013-10-30,1457928400
2013-10-31,1523424600
2013-11-01,1528528200
2013-11-04,1560851000
2013-11-05,1551494399
2013-11-06,1516619799
2013-11-07,1479958940
2013-11-08,1489400600
2013-11-11,1526827000
2013-11-12,1519171600
2013-11-13,1535333000
2013-11-14,1531080000
2013-11-15,1530229399
2013-11-18,1489400600
2013-11-19,1457077800
2013-11-20,1449422400
2013-11-21,1456227200
2013-11-22,1434111600
2013-11-25,1440065800
2013-11-26,1361810600
2013-11-27,1373718999
2013-11-29,1391581600
2013-12-02,1399237000
2013-12-03,1403490000
2013-12-04,1412846600
2013-12-05,1395834600
2013-12-06,1415398400
2013-12-09,1436663400
2013-12-10,1437513999
2013-12-11,1402639399
2013-12-12,1396685200
2013-12-13,1440916400
2013-12-16,1476641600
2013-12-17,1486848800
2013-12-18,1505562000
2013-12-19,1514068000
2013-12-20,1495354799
2013-12-23,1508113800
2013-12-24,1503010200
2013-12-26,1520872800
2013-12-27,1503860800
2013-12-30,1480043999
2013-12-31,1337490000
2014-01-02,1349810000
2014-01-03,1357510000
2014-01-06,1355200000
2014-01-07,1394470000
2014-01-08,1370600000
2014-01-09,1360590000
2014-01-10,1358280000
2014-01-13,1344420000
2014-01-14,1322090000
2014-01-15,1305920000
2014-01-16,1284360000
2014-01-17,1312850000
2014-01-21,1339030000
2014-01-22,1436050000
2014-01-23,1426040000
2014-01-24,1421420000
2014-01-27,1404479999
2014-01-28,1433740000
2014-01-29,1413720000
2014-01-30,1466850000
2014-01-31,1476860000
2014-02-03,1455300000
2014-02-04,1313620000
2014-02-05,1386000000
2014-02-06,1404479999
2014-02-07,1436050000
2014-02-10,1457610000
2014-02-11,1479170000
2014-02-12,1479940000
2014-02-13,1479170000
2014-02-14,1471470000
2014-02-18,1570800000
2014-02-19,1506890000
2014-02-20,1508430000
2014-02-21,1485330000
2014-02-24,1509970000
2014-02-25,1508430000
2014-02-26,1523060000
2014-02-27,1541540000
2014-02-28,1522290000
2014-03-03,1540000000
2014-03-04,1573110000
2014-03-05,1601600000
2014-03-06,1596979999
2014-03-07,1633170000
2014-03-10,1602370000
2014-03-11,1595440000
2014-03-12,1633940000
2014-03-13,1607760000
2014-03-14,1655500000
2014-03-17,1690150000
2014-03-18,1714020000
2014-03-19,1677830000
2014-03-20,1669360000
2014-03-21,1676290000
2014-03-24,1657810000
2014-03-25,1635479999
2014-03-26,1606220000
2014-03-27,1617000000
2014-03-28,1653960000
2014-03-31,1740562170
2014-04-01,1739768480
2014-04-02,1725482059
2014-04-03,1711989330
2014-04-04,1682622800
2014-04-07,1653256269
2014-04-08,1680241730
2014-04-09,1615159150
2014-04-10,1613571769
2014-04-11,1569918820
2014-04-14,1584998930
2014-04-15,1550076570
2014-04-16,1591348450
2014-04-17,1627858190
2014-04-21,1629445570
2014-04-22,1654446805
2014-04-23,1658018410
2014-04-24,1657224720
2014-04-25,1615952840
2014-04-28,1616349684
2014-04-29,1617540220
2014-04-30,1617540220
2014-05-01,1642144610
2014-05-02,1648494130
2014-05-05,1638176160
2014-05-06,1650081510
2014-05-07,1700083980
2014-05-08,1654843650
2014-05-09,1617540220
2014-05-12,1640557230
2014-05-13,1637382470
2014-05-14,1507217309
2014-05-15,1492930890
2014-05-16,1515154210
2014-05-19,1542536515
2014-05-20,1548489190
2014-05-21,1525472180
2014-05-22,1496899340
2014-05-23,1559600850
2014-05-27,1591348450
2014-05-28,1588173690
2014-05-29,1603253800
2014-05-30,1637382470
