,GD
2009-04-14,16913050000
2009-04-15,17055499999
2009-04-16,17532900000
2009-04-17,17921750000
2009-04-20,17467450000
2009-04-21,17890950000
2009-04-22,18568550000
2009-04-23,19057500000
2009-04-24,18934300000
2009-04-27,19742800000
2009-04-28,19484850000
2009-04-29,20535900000
2009-04-30,19892950000
2009-05-01,20166300000
2009-05-04,20790000000
2009-05-05,20643700000
2009-05-06,20882400000
2009-05-07,20659100000
2009-05-08,21513800000
2009-05-11,20840050000
2009-05-12,21290500000
2009-05-13,21290500000
2009-05-14,21498400000
2009-05-15,21178850000
2009-05-18,21352100000
2009-05-19,21894950000
2009-05-20,22010450000
2009-05-21,21444500000
2009-05-22,21444500000
2009-05-26,21663950000
2009-05-27,21452200000
2009-05-28,21960400000
2009-05-29,21906500000
2009-06-01,22834350000
2009-06-02,23092300000
2009-06-03,22557150000
2009-06-04,22753500000
2009-06-05,23273250000
2009-06-08,23277100000
2009-06-09,22811250000
2009-06-10,22730400000
2009-06-11,22826650000
2009-06-12,23007600000
2009-06-15,22360800000
2009-06-16,22122100000
2009-06-17,22183700000
2009-06-18,22410850000
2009-06-19,22614900000
2009-06-22,22118250000
2009-06-23,21556150000
2009-06-24,20997900000
2009-06-25,21490700000
2009-06-26,21352100000
2009-06-29,21945000000
2009-06-30,21325150000
2009-07-01,21436800000
2009-07-02,20643700000
2009-07-06,20773836000
2009-07-07,20053512000
2009-07-08,19995732000
2009-07-09,19853208000
2009-07-10,19872468000
2009-07-13,20142108000
2009-07-14,20454120000
2009-07-15,20854728000
2009-07-16,21093552000
2009-07-17,20631312000
2009-07-20,20981844000
2009-07-21,21012660000
2009-07-22,20800800000
2009-07-23,20689092000
2009-07-24,20219148000
2009-07-27,19988028000
2009-07-28,20700648000
2009-07-29,21012660000
2009-07-30,21236076000
2009-07-31,21336228000
2009-08-03,21571200000
2009-08-04,21763800000
2009-08-05,21671352000
2009-08-06,21740688000
2009-08-07,22164408000
2009-08-10,21883212000
2009-08-11,21652092000
2009-08-12,22006476000
2009-08-13,21987216000
2009-08-14,21663648000
2009-08-17,21197556000
2009-08-18,21332376000
2009-08-19,21413268000
2009-08-20,21498012000
2009-08-21,22530348000
2009-08-24,22626648000
2009-08-25,22615092000
2009-08-26,22622796000
2009-08-27,23092740000
2009-08-28,23023404000
2009-08-31,22799988000
2009-09-01,22572720000
2009-09-02,22391676000
2009-09-03,22649760000
2009-09-04,23296896000
2009-09-08,24232932000
2009-09-09,23955588000
2009-09-10,24086556000
2009-09-11,24398568000
2009-09-14,24306120000
2009-09-15,24317676000
2009-09-16,24379308000
2009-09-17,24818436000
2009-09-18,24887772000
2009-09-21,24514128000
2009-09-22,24598872000
2009-09-23,24356196000
2009-09-24,23990256000
2009-09-25,24263748000
2009-09-28,24860808000
2009-09-29,24833844000
2009-09-30,24883919999
2009-10-01,24325380000
2009-10-02,24298416000
2009-10-05,24986841060
2009-10-06,25430485760
2009-10-07,25272316780
2009-10-08,25183587840
2009-10-09,25523072480
2009-10-12,25310894580
2009-10-13,25303179020
2009-10-14,25789259299
2009-10-15,25970574959
2009-10-16,26136459500
2009-10-19,26502948600
2009-10-20,26090166140
2009-10-21,25731392600
2009-10-22,26136459500
2009-10-23,25692814799
2009-10-26,25445916879
2009-10-27,25376476840
2009-10-28,24805525400
2009-10-29,24554769700
2009-10-30,24188280600
2009-11-02,24311729560
2009-11-03,24130413900
2009-11-04,24631925300
2009-11-05,25226023420
2009-11-06,25299321240
2009-11-09,25966717180
2009-11-10,25677383680
2009-11-11,25835552660
2009-11-12,25739108160
2009-11-13,26109455040
2009-11-16,26313917379
2009-11-17,26209757320
2009-11-18,25978290520
2009-11-19,25607943640
2009-11-20,25642663660
2009-11-23,26047730560
2009-11-24,25970574959
2009-11-25,26283055140
2009-11-27,25877988240
2009-11-30,25422770200
2009-12-01,25901134920
2009-12-02,25881846020
2009-12-03,25762254840
2009-12-04,26055446120
2009-12-07,26186610640
2009-12-08,26163463959
2009-12-09,26194326200
2009-12-10,26236761780
2009-12-11,26622539780
2009-12-14,27259073480
2009-12-15,26877153260
2009-12-16,26792282100
2009-12-17,26429650780
2009-12-18,26325490719
2009-12-21,26460513020
2009-12-22,26310059600
2009-12-23,26310059600
2009-12-24,26364068520
2009-12-28,26452797459
2009-12-29,26445081900
2009-12-30,26502948600
2009-12-31,26231816000
2010-01-04,26624312000
2010-01-05,26666640000
2010-01-06,26643551999
2010-01-07,26720512000
2010-01-08,26720512000
2010-01-11,27216904000
2010-01-12,27051440000
2010-01-13,27347735999
2010-01-14,27359279999
2010-01-15,27170728000
2010-01-19,27201512000
2010-01-20,26689728000
2010-01-21,26220272000
2010-01-22,25789296000
2010-01-25,26112528000
2010-01-26,26443456000
2010-01-27,25870104000
2010-01-28,26012479999
2010-01-29,25723879999
2010-02-01,26716664000
2010-02-02,26947544000
2010-02-03,26982176000
2010-02-04,26227968000
2010-02-05,25650768000
2010-02-08,25531479999
2010-02-09,26181792000
2010-02-10,26027872000
2010-02-11,26089440000
2010-02-12,26147160000
2010-02-16,26878279999
2010-02-17,26974479999
2010-02-18,27620944000
2010-02-19,27940328000
2010-02-22,27924935999
2010-02-23,27632488000
2010-02-24,27936479999
2010-02-25,27782560000
2010-02-26,27917240000
2010-03-01,28440568000
2010-03-02,28467504000
2010-03-03,28024984000
2010-03-04,28067312000
2010-03-05,28371304000
2010-03-08,28340520000
2010-03-09,28352064000
2010-03-10,28452112000
2010-03-11,28532920000
2010-03-12,28382848000
2010-03-15,28344368000
2010-03-16,28363607999
2010-03-17,28852304000
2010-03-18,28952351999
2010-03-19,29048551999
2010-03-22,29113968000
2010-03-23,29606512000
2010-03-24,29144751999
2010-03-25,29329456000
2010-03-26,29598816000
2010-03-29,30199104000
2010-03-30,29818151999
2010-03-31,29706560000
2010-04-01,29979768000
2010-04-05,30063789000
2010-04-06,29748663000
2010-04-07,29387421000
2010-04-08,29518083000
2010-04-09,29798622000
2010-04-12,29706390000
2010-04-13,29533454999
2010-04-14,29479652999
2010-04-15,29383577999
2010-04-16,29222172000
2010-04-19,29260602000
2010-04-20,29568042000
2010-04-21,29994615000
2010-04-22,30056102999
2010-04-23,30205979999
2010-04-26,30232881000
2010-04-27,29422008000
2010-04-28,29583414000
2010-04-29,29960027999
2010-04-30,29345148000
2010-05-03,29802465000
2010-05-04,28930104000
2010-05-05,28807127999
2010-05-06,27692658000
2010-05-07,27093150000
2010-05-10,28096173000
2010-05-11,27919395000
2010-05-12,28472787000
2010-05-13,28038527999
2010-05-14,27558152999
2010-05-17,27581211000
2010-05-18,27112365000
2010-05-19,26778024000
2010-05-20,25479090000
2010-05-21,25921035000
2010-05-24,25348427999
2010-05-25,25379172000
2010-05-26,25509834000
2010-05-27,26316864000
2010-05-28,26093970000
2010-06-01,25648181999
2010-06-02,26101656000
2010-06-03,26159300999
2010-06-04,25048674000
2010-06-07,23857344000
2010-06-08,24076395000
2010-06-09,24037965000
2010-06-10,24622100999
2010-06-11,24818094000
2010-06-14,24714333000
2010-06-15,25602066000
2010-06-16,25475247000
2010-06-17,25482933000
2010-06-18,25709670000
2010-06-21,25663554000
2010-06-22,25152435000
2010-06-23,24937227000
2010-06-24,24306975000
2010-06-25,24295446000
2010-06-28,23926518000
2010-06-29,22838949000
2010-06-30,22504608000
2010-07-01,22481550000
2010-07-02,22558410000
2010-07-06,22230424000
2010-07-07,22829402000
2010-07-08,23113727000
2010-07-09,23064444000
2010-07-12,22696717000
2010-07-13,22958296000
2010-07-14,23356351000
2010-07-15,23303277000
2010-07-16,22328990000
2010-07-19,22215260000
2010-07-20,22446511000
2010-07-21,22473048000
2010-07-22,23136473000
2010-07-23,23235039000
2010-07-26,23689959000
2010-07-27,23417007000
2010-07-28,23428380000
2010-07-29,23401843000
2010-07-30,23219875000
2010-08-02,23849181000
2010-08-03,23758197000
2010-08-04,24012194000
2010-08-05,24175207000
2010-08-06,24178998000
2010-08-09,24383711999
2010-08-10,24296519000
2010-08-11,23246412000
2010-08-12,23018952000
2010-08-13,22999997000
2010-08-16,22905222000
2010-08-17,23633094000
2010-08-18,23689959000
2010-08-19,22981042000
2010-08-20,22833193000
2010-08-23,22492003000
2010-08-24,21938517000
2010-08-25,21604909000
2010-08-26,21544253000
2010-08-27,21748967000
2010-08-30,21445687000
2010-08-31,21180317000
2010-09-01,21904398000
2010-09-02,22347945000
2010-09-03,22639852000
2010-09-07,22173559000
2010-09-08,22552659000
2010-09-09,22677762000
2010-09-10,23174383000
2010-09-13,23572438000
2010-09-14,23299486000
2010-09-15,23227457000
2010-09-16,23242621000
2010-09-17,23765779000
2010-09-20,24122133000
2010-09-21,24114551000
2010-09-22,23834017000
2010-09-23,23496618000
2010-09-24,24141088000
2010-09-27,23932583000
2010-09-28,23985657000
2010-09-29,23906046000
2010-09-30,23811271000
2010-10-01,23678586000
2010-10-04,23261225000
2010-10-05,23886547000
2010-10-06,23973188000
2010-10-07,23781071000
2010-10-08,23871479000
2010-10-11,23781071000
2010-10-12,23871479000
2010-10-13,24131402000
2010-10-14,23796139000
2010-10-15,24082431000
2010-10-18,24248179000
2010-10-19,23717032000
2010-10-20,24044761000
2010-10-21,24315985000
2010-10-22,24297150000
2010-10-25,24131402000
2010-10-26,24142703000
2010-10-27,24643714000
2010-10-28,25532726000
2010-10-29,25660804000
2010-11-01,25562862000
2010-11-02,25611832999
2010-11-03,25596765000
2010-11-04,26056339000
2010-11-05,26240922000
2010-11-08,26142980000
2010-11-09,26067640000
2010-11-10,25694706999
2010-11-11,25397114000
2010-11-12,25050550000
2010-11-15,25069385000
2010-11-16,24688918000
2010-11-17,24632413000
2010-11-18,25257735000
2010-11-19,25088219999
2010-11-22,24960142000
2010-11-23,25043016000
2010-11-24,25623134000
2010-11-26,25284104000
2010-11-29,24978977000
2010-11-30,24896103000
2010-12-01,25472454000
2010-12-02,25540260000
2010-12-03,25457386000
2010-12-06,25476221000
2010-12-07,25890591000
2010-12-08,25792649000
2010-12-09,25950863000
2010-12-10,26203252000
2010-12-13,26142980000
2010-12-14,26361466000
2010-12-15,26124144999
2010-12-16,26527214000
2010-12-17,26474476000
2010-12-20,26372767000
2010-12-21,26440573000
2010-12-22,26568651000
2010-12-23,26753234000
2010-12-27,26783369999
2010-12-28,26753234000
2010-12-29,26681661000
2010-12-30,26659059000
2010-12-31,26446791999
2011-01-03,26077819000
2011-01-04,26197083000
2011-01-05,26316347000
2011-01-06,26607053000
2011-01-07,26838127000
2011-01-10,26528786000
2011-01-11,26554875000
2011-01-12,26521332000
2011-01-13,26752406000
2011-01-14,26901486000
2011-01-18,27106471000
2011-01-19,27084109000
2011-01-20,27374815000
2011-01-21,27195919000
2011-01-24,27110198000
2011-01-25,27643159000
2011-01-26,27818328000
2011-01-27,28399740000
2011-01-28,27628251000
2011-01-31,28101580000
2011-02-01,28336381000
2011-02-02,28355016000
2011-02-03,28198482000
2011-02-04,28183574000
2011-02-07,28489188000
2011-02-08,29014694999
2011-02-09,29033330000
2011-02-10,28794802000
2011-02-11,28865615000
2011-02-14,28649449000
2011-02-15,28928974000
2011-02-16,28716535000
2011-02-17,28809710000
2011-02-18,29111597000
2011-02-22,28407194000
2011-02-23,28120215000
2011-02-24,28366197000
2011-02-25,28302838000
2011-02-28,28369924000
2011-03-01,27978588999
2011-03-02,27993497000
2011-03-03,28943882000
2011-03-04,28444463999
2011-03-07,28120215000
2011-03-08,28533912000
2011-03-09,28690446000
2011-03-10,28082944999
2011-03-11,28373651000
2011-03-14,28131396000
2011-03-15,27889141000
2011-03-16,27486625000
2011-03-17,27564891999
2011-03-18,27721426000
2011-03-21,28217116999
2011-03-22,28340108000
2011-03-23,28410921000
2011-03-24,28641994999
2011-03-25,28515277000
2011-03-28,28299111000
2011-03-29,28425829000
2011-03-30,28325200000
2011-03-31,28533912000
2011-04-01,28854434000
2011-04-04,27000160000
2011-04-05,27452799999
2011-04-06,27504320000
2011-04-07,27581600000
2011-04-08,27419680000
2011-04-11,27140000000
2011-04-12,26834560000
2011-04-13,26426080000
2011-04-14,26297279999
2011-04-15,26451840000
2011-04-18,26050720000
2011-04-19,26150080000
2011-04-20,26632160000
2011-04-21,26588000000
2011-04-25,26547520000
2011-04-26,26731520000
2011-04-27,26760960000
2011-04-28,26330400000
2011-04-29,26797759999
2011-05-02,27081120000
2011-05-03,27346080000
2011-05-04,27125279999
2011-05-05,27117920000
2011-05-06,27393920000
2011-05-09,27441759999
2011-05-10,27412320000
2011-05-11,27504320000
2011-05-12,27530080000
2011-05-13,27368160000
2011-05-16,27320320000
2011-05-17,27048000000
2011-05-18,27232000000
2011-05-19,27187840000
2011-05-20,26875040000
2011-05-23,26271520000
2011-05-24,26109600000
2011-05-25,25955040000
2011-05-26,25833600000
2011-05-27,26223680000
2011-05-31,27312960000
2011-06-01,26422400000
2011-06-02,26282560000
2011-06-03,25980799999
2011-06-06,26017600000
2011-06-07,26002880000
2011-06-08,25907200000
2011-06-09,25940320000
2011-06-10,25528160000
2011-06-13,25627520000
2011-06-14,25921920000
2011-06-15,26072799999
2011-06-16,26231040000
2011-06-17,26374560000
2011-06-20,26779360000
2011-06-21,27011200000
2011-06-22,26996480000
2011-06-23,26827200000
2011-06-24,26602720000
2011-06-27,26959680000
2011-06-28,27136320000
2011-06-29,27195200000
2011-06-30,27423360000
2011-07-01,27898080000
2011-07-05,26941530000
2011-07-06,26844411000
2011-07-07,27193319999
2011-07-08,26855202000
2011-07-11,26524278000
2011-07-12,26250906000
2011-07-13,26132205000
2011-07-14,25671789000
2011-07-15,25308492000
2011-07-18,24984761999
2011-07-19,25153821000
2011-07-20,25157418000
2011-07-21,25743728999
2011-07-22,25466760000
2011-07-25,25592655000
2011-07-26,25294103999
2011-07-27,24686211000
2011-07-28,24369675000
2011-07-29,24509958000
2011-08-01,24283347000
2011-08-02,23797752000
2011-08-03,23704230000
2011-08-04,22740234000
2011-08-05,23179068000
2011-08-08,21869760000
2011-08-09,22452474000
2011-08-10,20999286000
2011-08-11,22125147000
2011-08-12,22006446000
2011-08-15,22578369000
2011-08-16,22315788000
2011-08-17,22258236000
2011-08-18,20945331000
2011-08-19,20671959000
2011-08-22,20934540000
2011-08-23,21405747000
2011-08-24,21941700000
2011-08-25,21582000000
2011-08-26,22042416000
2011-08-29,22664697000
2011-08-30,23002815000
2011-08-31,23049576000
2011-09-01,22697070000
2011-09-02,21920118000
2011-09-06,21689910000
2011-09-07,22067595000
2011-09-08,21725880000
2011-09-09,21222300000
2011-09-12,21186330000
2011-09-13,21218703000
2011-09-14,21531642000
2011-09-15,22020834000
2011-09-16,21797820000
2011-09-19,21643149000
2011-09-20,21420135000
2011-09-21,20600019000
2011-09-22,20096439000
2011-09-23,20114424000
2011-09-26,20448945000
2011-09-27,20966913000
2011-09-28,20661168000
2011-09-29,20927346000
2011-09-30,20463333000
2011-10-03,19829654000
2011-10-04,20342582000
2011-10-05,20556302000
2011-10-06,20997990000
2011-10-07,21211710000
2011-10-10,21970416000
2011-10-11,21899176000
2011-10-12,22269624000
2011-10-13,22016722000
2011-10-14,22098648000
2011-10-17,21703266000
2011-10-18,22312368000
2011-10-19,22251814000
2011-10-20,22494030000
2011-10-21,23266983999
2011-10-24,23377406000
2011-10-25,23245612000
2011-10-26,22757618000
2011-10-27,23370282000
2011-10-28,23320414000
2011-10-31,22864478000
2011-11-01,21881366000
2011-11-02,22066590000
2011-11-03,22665006000
2011-11-04,22600890000
2011-11-07,22868040000
2011-11-08,23199306000
2011-11-09,22426352000
2011-11-10,22575956000
2011-11-11,23409464000
2011-11-14,23263422000
2011-11-15,23505638000
2011-11-16,23160124000
2011-11-17,22590204000
2011-11-18,22739808000
2011-11-21,22465534000
2011-11-22,22661444000
2011-11-23,21599968000
2011-11-25,21774506000
2011-11-28,22818172000
2011-11-29,22757618000
2011-11-30,23530572000
2011-12-01,23687300000
2011-12-02,23409464000
2011-12-05,23384530000
2011-12-06,23459332000
2011-12-07,23388092000
2011-12-08,22850230000
2011-12-09,23177933999
2011-12-12,22800362000
2011-12-13,22618700000
2011-12-14,22515402000
2011-12-15,22547460000
2011-12-16,22511840000
2011-12-19,22248252000
2011-12-20,23096008000
2011-12-21,23074636000
2011-12-22,23559068000
2011-12-23,23637432000
2011-12-27,23708672000
2011-12-28,23491390000
2011-12-29,23836904000
2011-12-30,23655242000
2012-01-03,24276000000
2012-01-04,24318840000
2012-01-05,24061800000
2012-01-06,24140340000
2012-01-09,24408090000
2012-01-10,24965010000
2012-01-11,25022130000
2012-01-12,25325580000
2012-01-13,25204199999
2012-01-17,25507650000
2012-01-18,25568340000
2012-01-19,25778969999
2012-01-20,25871790000
2012-01-23,25611180000
2012-01-24,25468380000
2012-01-25,25550489999
2012-01-26,25529070000
2012-01-27,25114949999
2012-01-30,24693690000
2012-01-31,24690120000
2012-02-01,24886469999
2012-02-02,24897180000
2012-02-03,25172070000
2012-02-06,25400550000
2012-02-07,25454100000
2012-02-08,25557630000
2012-02-09,25293449999
2012-02-10,25097100000
2012-02-13,25032840000
2012-02-14,25047120000
2012-02-15,25007850000
2012-02-16,25139940000
2012-02-17,25304160000
2012-02-21,25393410000
2012-02-22,25132800000
2012-02-23,25204199999
2012-02-24,25846800000
2012-02-27,25878930000
2012-02-28,25968180000
2012-02-29,26143110000
2012-03-01,26036010000
2012-03-02,25936050000
2012-03-05,25882500000
2012-03-06,25293449999
2012-03-07,25436250000
2012-03-08,25707570000
2012-03-09,25625460000
2012-03-12,25611180000
2012-03-13,26089560000
2012-03-14,26096699999
2012-03-15,26182380000
2012-03-16,26025300000
2012-03-19,26053860000
2012-03-20,25825380000
2012-03-21,25803960000
2012-03-22,25793250000
2012-03-23,25982460000
2012-03-26,26385870000
2012-03-27,26257350000
2012-03-28,26103840000
2012-03-29,25936050000
2012-03-30,26196660000
2012-04-02,26301950000
2012-04-03,25950499999
2012-04-04,25783650000
2012-04-05,25489000000
2012-04-09,25141099999
2012-04-10,24665400000
2012-04-11,24619249999
2012-04-12,24729300000
2012-04-13,24452400000
2012-04-16,24566000000
2012-04-17,24807400000
2012-04-18,24690250000
2012-04-19,24470150000
2012-04-20,24764800000
2012-04-23,24590850000
2012-04-24,24871300000
2012-04-25,23983800000
2012-04-26,23802750000
2012-04-27,23990900000
2012-04-30,23962500000
2012-05-01,24132900000
2012-05-02,24225200000
2012-05-03,24193250000
2012-05-04,23802750000
2012-05-07,23934100000
2012-05-08,23973150000
2012-05-09,23572000000
2012-05-10,23621700000
2012-05-11,23618150000
2012-05-14,23536500000
2012-05-15,23334150000
2012-05-16,23146000000
2012-05-17,22620600000
2012-05-18,22485700000
2012-05-21,22915250000
2012-05-22,22886850000
2012-05-23,22936550000
2012-05-24,22485700000
2012-05-25,22570900000
2012-05-29,22844249999
2012-05-30,22659650000
2012-05-31,22723550000
2012-06-01,22265600000
2012-06-04,21995800000
2012-06-05,22002900000
2012-06-06,22585100000
2012-06-07,22609950000
2012-06-08,22741300000
2012-06-11,22627700000
2012-06-12,22766150000
2012-06-13,22538950000
2012-06-14,22723550000
2012-06-15,23025300000
2012-06-18,22989800000
2012-06-19,23142450000
2012-06-20,22950750000
2012-06-21,22453750000
2012-06-22,22457300000
2012-06-25,22088100000
2012-06-26,21999350000
2012-06-27,22443100000
2012-06-28,22421800000
2012-06-29,23415799999
2012-07-02,23152048200
2012-07-03,23190599900
2012-07-05,23215132800
2012-07-06,22864662800
2012-07-09,22798073500
2012-07-10,22580782100
2012-07-11,22398537700
2012-07-12,22261854400
2012-07-13,22731484200
2012-07-16,22444098800
2012-07-17,22671904300
2012-07-18,23060926000
2012-07-19,23127515300
2012-07-20,22770035900
2012-07-23,22402042400
2012-07-24,22219798000
2012-07-25,21729140000
2012-07-26,22044563000
2012-07-27,22370500100
2012-07-30,22244330900
2012-07-31,22233816800
2012-08-01,22097133500
2012-08-02,21725635300
2012-08-03,22114657000
2012-08-06,22072600600
2012-08-07,22395033000
2012-08-08,22405547100
2012-08-09,22230312100
2012-08-10,22282882600
2012-08-13,22198769800
2012-08-14,22356481300
2012-08-15,22500174000
2012-08-16,22906719200
2012-08-17,23025879000
2012-08-20,23176581100
2012-08-21,23316769100
2012-08-22,23236161000
2012-08-23,22994336700
2012-08-24,23162562300
2012-08-27,22997841400
2012-08-28,23046907200
2012-08-29,23078449499
2012-08-30,22892700399
2012-08-31,22959289700
2012-09-04,22657885500
2012-09-05,22703446600
2012-09-06,23383358400
2012-09-07,23551584000
2012-09-10,23243170399
2012-09-11,23124010600
2012-09-12,23085458900
2012-09-13,23173076400
2012-09-14,23404386600
2012-09-17,23348311400
2012-09-18,23358825500
2012-09-19,23309759700
2012-09-20,23229151600
2012-09-21,23183590500
2012-09-24,23260693900
2012-09-25,23295740900
2012-09-26,23344806700
2012-09-27,23292236199
2012-09-28,23173076400
2012-10-01,23657678000
2012-10-02,23615570000
2012-10-03,23320813999
2012-10-04,23447137999
2012-10-05,23612061000
2012-10-08,23317305000
2012-10-09,23138346000
2012-10-10,22864644000
2012-10-11,23015531000
2012-10-12,23194489999
2012-10-15,23215544000
2012-10-16,23587498000
2012-10-17,23741894000
2012-10-18,24064722000
2012-10-19,23569953000
2012-10-22,23562935000
2012-10-23,23233088999
2012-10-24,23787511000
2012-10-25,23724349000
2012-10-26,23622587999
2012-10-31,23889272000
2012-11-01,24359478000
2012-11-02,24145429000
2012-11-05,23991033000
2012-11-06,24303334000
2012-11-07,23366431000
2012-11-08,22573397000
2012-11-09,22615505000
2012-11-12,22520762000
2012-11-13,22369875000
2012-11-14,21825980000
2012-11-15,21804926000
2012-11-16,21801417000
2012-11-19,22426019000
2012-11-20,22369875000
2012-11-21,22583924000
2012-11-23,22952369000
2012-11-26,22829554000
2012-11-27,22794463999
2012-11-28,23057638999
2012-11-29,23345377000
2012-11-30,23334850000
2012-12-03,23050621000
2012-12-04,23313796000
2012-12-05,23468192000
2012-12-06,23405030000
2012-12-07,23576971000
2012-12-10,23948925000
2012-12-11,24201573000
2012-12-12,24177010000
2012-12-13,23861200000
2012-12-14,23682241000
2012-12-17,23861200000
2012-12-18,24215609000
2012-12-19,24394568000
2012-12-20,24661252000
2012-12-21,24703360000
2012-12-24,24377023000
2012-12-26,24226136000
2012-12-27,24219118000
2012-12-28,23819092000
2012-12-31,24376113000
2013-01-02,25058798999
2013-01-03,25157331000
2013-01-04,25009532999
2013-01-07,25287534000
2013-01-08,24777279000
2013-01-09,24872292000
2013-01-10,25213635000
2013-01-11,24893406000
2013-01-14,24756164999
2013-01-15,24837102000
2013-01-16,24562620000
2013-01-17,24991938000
2013-01-18,24865254000
2013-01-22,24882848999
2013-01-23,25143255000
2013-01-24,24858216000
2013-01-25,24970823999
2013-01-28,24636519000
2013-01-29,24369075000
2013-01-30,24080517000
2013-01-31,23330970000
2013-02-01,23183172000
2013-02-04,22722182999
2013-02-05,22922766000
2013-02-06,23320413000
2013-02-07,23496363000
2013-02-08,23513957999
2013-02-11,23457654000
2013-02-12,23464692000
2013-02-13,23264109000
2013-02-14,23302818000
2013-02-15,23366160000
2013-02-19,23587857000
2013-02-20,23440059000
2013-02-21,23397831000
2013-02-22,23689907999
2013-02-25,23468211000
2013-02-26,23545629000
2013-02-27,24122745000
2013-02-28,23918643000
2013-03-01,23834187000
2013-03-04,23591376000
2013-03-05,23813073000
2013-03-06,23816592000
2013-03-07,23837706000
2013-03-08,24242391000
2013-03-11,24337404000
2013-03-12,24200163000
2013-03-13,24671709000
2013-03-14,24509835000
2013-03-15,24601329000
2013-03-18,24523911000
2013-03-19,24604848000
2013-03-20,24541506000
2013-03-21,24242391000
2013-03-22,24383151000
2013-03-25,24467607000
2013-03-26,24738570000
2013-03-27,24724494000
2013-03-28,24812469000
2013-04-01,23930976000
2013-04-02,23523700000
2013-04-03,24011729000
2013-04-04,23765959000
2013-04-05,24422516000
2013-04-08,24253988000
2013-04-09,24341763000
2013-04-10,24387405999
2013-04-11,25043963000
2013-04-12,24787659999
2013-04-15,23941509000
2013-04-16,24011729000
2013-04-17,23323573000
2013-04-18,23169089000
2013-04-19,23523700000
2013-04-22,23302507000
2013-04-23,23558809999
2013-04-24,25184403000
2013-04-25,25816383000
2013-04-26,25735630000
2013-04-29,25728608000
2013-04-30,25967355999
2013-05-01,25904158000
2013-05-02,26142905999
2013-05-03,26416764000
2013-05-06,26420275000
2013-05-07,26402720000
2013-05-08,26479962000
2013-05-09,26420275000
2013-05-10,26578270000
2013-05-13,26402720000
2013-05-14,26908304000
2013-05-15,26897771000
2013-05-16,26732754000
2013-05-17,27487619000
2013-05-20,27596459999
2013-05-21,27378778000
2013-05-22,27182162000
2013-05-23,27013634000
2013-05-24,27154074000
2013-05-28,27340157000
2013-05-29,27220783000
2013-05-30,27508684999
2013-05-31,27069809999
2013-06-03,27234826999
2013-06-04,27108430999
2013-06-05,26922348000
2013-06-06,27333134999
2013-06-07,27779032000
2013-06-10,27589438000
2013-06-11,27445487000
2013-06-12,27491130000
2013-06-13,27410376999
2013-06-14,27385800000
2013-06-17,27519218000
2013-06-18,27684234999
2013-06-19,27210250000
2013-06-20,26764353000
2013-06-21,26753820000
2013-06-24,26852128000
2013-06-25,26831062000
2013-06-26,27347179000
2013-06-27,27621037000
2013-06-28,27501663000
2013-07-01,27601116370
2013-07-02,27272739589
2013-07-03,27367060580
2013-07-05,27744344540
2013-07-08,27849145640
2013-07-09,27898052820
2013-07-10,28156562199
2013-07-11,28802835650
2013-07-12,28855236199
2013-07-15,29190599720
2013-07-16,28998464370
2013-07-17,28970517410
2013-07-18,29246493640
2013-07-19,29484042800
2013-07-22,29424655510
2013-07-23,29354788110
2013-07-24,29801939470
2013-07-25,29973114600
2013-07-26,29994074820
2013-07-29,29700631740
2013-07-30,29920714050
2013-07-31,29812419580
2013-08-01,30325944970
2013-08-02,30563494130
2013-08-05,30633361530
2013-08-06,30511093580
2013-08-07,30399305740
2013-08-08,30399305740
2013-08-09,30364372040
2013-08-12,29962634490
2013-08-13,30042982000
2013-08-14,29794952730
2013-08-15,29277933970
2013-08-16,29256973750
2013-08-19,29396708550
2013-08-20,29382735070
2013-08-21,29243000269
2013-08-22,29518976500
2013-08-23,29557403570
2013-08-26,29428148880
2013-08-27,28963530670
2013-08-28,28942570449
2013-08-29,29197586460
2013-08-30,29082305250
2013-09-03,29466575949
2013-09-04,29690151630
2013-09-05,29690151630
2013-09-06,29543430089
2013-09-09,29791459360
2013-09-10,30301491380
2013-09-11,30357385300
2013-09-12,30263064310
2013-09-13,30437732810
2013-09-16,30766109589
2013-09-17,31139900180
2013-09-18,31227234430
2013-09-19,31318062050
2013-09-20,30794056550
2013-09-23,30710215670
2013-09-24,30717202410
2013-09-25,30650828380
2013-09-26,30828990250
2013-09-27,30842963730
2013-09-30,30675760000
2013-10-01,31012240000
2013-10-02,30672255000
2013-10-03,30135990000
2013-10-04,30111455000
2013-10-07,30202585000
2013-10-08,29781985000
2013-10-09,29540140000
2013-10-10,30637205000
2013-10-11,30759880000
2013-10-14,30777405000
2013-10-15,30440924999
2013-10-16,30686275000
2013-10-17,30977190000
2013-10-18,30984200000
2013-10-21,30844000000
2013-10-22,30900080000
2013-10-23,30223615000
2013-10-24,30535560000
2013-10-25,30935130000
2013-10-28,30721325000
2013-10-29,30801940000
2013-10-30,30314745000
2013-10-31,30363815000
2013-11-01,30546075000
2013-11-04,30521540000
2013-11-05,30528549999
2013-11-06,30728335000
2013-11-07,30423400000
2013-11-08,30563600000
2013-11-11,30553085000
2013-11-12,30398865000
2013-11-13,30521540000
2013-11-14,30822970000
2013-11-15,31092854999
2013-11-18,31299650000
2013-11-19,31478405000
2013-11-20,31411810000
2013-11-21,31930549999
2013-11-22,32298575000
2013-11-25,32133840000
2013-11-26,32217960000
