,EL
2009-04-14,5186308000
2009-04-15,5158784000
2009-04-16,5284608000
2009-04-17,5500868000
2009-04-20,5198104000
2009-04-21,5378976000
2009-04-22,5485140000
2009-04-23,5500868000
2009-04-24,5756448000
2009-04-27,5544120000
2009-04-28,5583440000
2009-04-29,5626692000
2009-04-30,5878340000
2009-05-01,6122124000
2009-05-04,7250608000
2009-05-05,6794496000
2009-05-06,6597896000
2009-05-07,6613624000
2009-05-08,6664740000
2009-05-11,6652944000
2009-05-12,6531052000
2009-05-13,6291200000
2009-05-14,6326588000
2009-05-15,6306928000
2009-05-18,6558576000
2009-05-19,6503528000
2009-05-20,6519255999
2009-05-21,6299064000
2009-05-22,6369840000
2009-05-26,6542848000
2009-05-27,6413091999
2009-05-28,6377704000
2009-05-29,6503528000
2009-06-01,6755176000
2009-06-02,6763040000
2009-06-03,6649012000
2009-06-04,6676536000
2009-06-05,6629352000
2009-06-08,6605760000
2009-06-09,6629352000
2009-06-10,6617555999
2009-06-11,6715855999
2009-06-12,6672604000
2009-06-15,6424888000
2009-06-16,6149648000
2009-06-17,6118192000
2009-06-18,6169308000
2009-06-19,6181104000
2009-06-22,6015960000
2009-06-23,6216492000
2009-06-24,6377704000
2009-06-25,6562508000
2009-06-26,6452412000
2009-06-29,6523188000
2009-06-30,6424221999
2009-07-01,6589450000
2009-07-02,6380948000
2009-07-06,6392750000
2009-07-07,6196050000
2009-07-08,6133106000
2009-07-09,6011152000
2009-07-10,5956076000
2009-07-13,6172446000
2009-07-14,6251126000
2009-07-15,6495034000
2009-07-16,6569780000
2009-07-17,6534374000
2009-07-20,6695668000
2009-07-21,6675998000
2009-07-22,6703536000
2009-07-23,6994652000
2009-07-24,7006453999
2009-07-27,6982850000
2009-07-28,7033992000
2009-07-29,7033992000
2009-07-30,7179550000
2009-07-31,7167748000
2009-08-03,7203153999
2009-08-04,7214956000
2009-08-05,7152012000
2009-08-06,7116606000
2009-08-07,7321174000
2009-08-10,7340844000
2009-08-11,7273965999
2009-08-12,7403788000
2009-08-13,7435259999
2009-08-14,7096936000
2009-08-17,6884500000
2009-08-18,6853028000
2009-08-19,6884500000
2009-08-20,6959246000
2009-08-21,7049728000
2009-08-24,7006453999
2009-08-25,7069398000
2009-08-26,7061530000
2009-08-27,7132342000
2009-08-28,7195286000
2009-08-31,7049728000
2009-09-01,6825490000
2009-09-02,6687800000
2009-09-03,6624856000
2009-09-04,6801886000
2009-09-08,6817621999
2009-09-09,6746809999
2009-09-10,6782215999
2009-09-11,6738942000
2009-09-14,6809753999
2009-09-15,6864830000
2009-09-16,6982850000
2009-09-17,6967114000
2009-09-18,7238559999
2009-09-21,7230692000
2009-09-22,7340844000
2009-09-23,7273965999
2009-09-24,7108738000
2009-09-25,7049728000
2009-09-28,7152012000
2009-09-29,7222824000
2009-09-30,7315884000
2009-10-01,7090962000
2009-10-02,7169882000
2009-10-05,7236964000
2009-10-06,7284316000
2009-10-07,7607888000
2009-10-08,7797296000
2009-10-09,7828864000
2009-10-12,7639456000
2009-10-13,7599996000
2009-10-14,7663132000
2009-10-15,7718375999
2009-10-16,8112975999
2009-10-19,8227410000
2009-10-20,8270816000
2009-10-21,8349736000
2009-10-22,8436548000
2009-10-23,8286600000
2009-10-26,8219517999
2009-10-27,8132706000
2009-10-28,7895946000
2009-10-29,8116922000
2009-10-30,8385250000
2009-11-02,8760120000
2009-11-03,8811418000
2009-11-04,8827202000
2009-11-05,9107368000
2009-11-06,9225748000
2009-11-09,9300722000
2009-11-10,9241532000
2009-11-11,9178396000
2009-11-12,9166558000
2009-11-13,9202072000
2009-11-16,9640078000
2009-11-17,9667700000
2009-11-18,9501968000
2009-11-19,9395426000
2009-11-20,9442778000
2009-11-23,9529590000
2009-11-24,9482238000
2009-11-25,9513806000
2009-11-27,9273100000
2009-11-30,9241532000
2009-12-01,9600618000
2009-12-02,9766350000
2009-12-03,9734782000
2009-12-04,9632186000
2009-12-07,9683484000
2009-12-08,9438832000
2009-12-09,9375696000
2009-12-10,9509860000
2009-12-11,9726890000
2009-12-14,9920244000
2009-12-15,9849216000
2009-12-16,9774242000
2009-12-17,9501968000
2009-12-18,9371750000
2009-12-21,9466454000
2009-12-22,9486184000
2009-12-23,9537482000
2009-12-24,9628240000
2009-12-28,9726890000
2009-12-29,9750566000
2009-12-30,9699268000
2009-12-31,9575280000
2010-01-04,9610920000
2010-01-05,9571320000
2010-01-06,9603000000
2010-01-07,9725760000
2010-01-08,9765360000
2010-01-11,9856440000
2010-01-12,9812880000
2010-01-13,9896040000
2010-01-14,9880200000
2010-01-15,9852480000
2010-01-19,9900000000
2010-01-20,9709920000
2010-01-21,10596960000
2010-01-22,10525680000
2010-01-25,10525680000
2010-01-26,10604880000
2010-01-27,10620720000
2010-01-28,10501920000
2010-01-29,10398960000
2010-02-01,10652400000
2010-02-02,11088000000
2010-02-03,11202840000
2010-02-04,11056320000
2010-02-05,10969200000
2010-02-08,11020680000
2010-02-09,11139480000
2010-02-10,11099880000
2010-02-11,11258280000
2010-02-12,11218680000
2010-02-16,11555280000
2010-02-17,11654280000
2010-02-18,11781000000
2010-02-19,11650320000
2010-02-22,11701800000
2010-02-23,11614680000
2010-02-24,11880000000
2010-02-25,11994840000
2010-02-26,11907720000
2010-03-01,12307680000
2010-03-02,12220560000
2010-03-03,12113640000
2010-03-04,12093840000
2010-03-05,12208680000
2010-03-08,12343320000
2010-03-09,12208680000
2010-03-10,12248280000
2010-03-11,12509640000
2010-03-12,12573000000
2010-03-15,12497760000
2010-03-16,12561120000
2010-03-17,12660120000
2010-03-18,12632400000
2010-03-19,12501720000
2010-03-22,12858120000
2010-03-23,12929400000
2010-03-24,12608640000
2010-03-25,12553200000
2010-03-26,12656160000
2010-03-29,12885840000
2010-03-30,12969000000
2010-03-31,12846240000
2010-04-01,12984840000
2010-04-05,12822480000
2010-04-06,12529440000
2010-04-07,12569040000
2010-04-08,12679920000
2010-04-09,12961079999
2010-04-12,13052160000
2010-04-13,13036320000
2010-04-14,13206600000
2010-04-15,13305600000
2010-04-16,13444200000
2010-04-19,13349160000
2010-04-20,13574880000
2010-04-21,13388760000
2010-04-22,13658040000
2010-04-23,13761000000
2010-04-26,13856040000
2010-04-27,13277880000
2010-04-28,13186799999
2010-04-29,13107600000
2010-04-30,13052160000
2010-05-03,13091760000
2010-05-04,12881880000
2010-05-05,12434400000
2010-05-06,12038400000
2010-05-07,11586960000
2010-05-10,12438360000
2010-05-11,12501720000
2010-05-12,12652200000
2010-05-13,12513600000
2010-05-14,12085920000
2010-05-17,12232440000
2010-05-18,11967120000
2010-05-19,11895840000
2010-05-20,11495880000
2010-05-21,11662200000
2010-05-24,11602800000
2010-05-25,11400840000
2010-05-26,11183040000
2010-05-27,11618640000
2010-05-28,11539440000
2010-06-01,11468160000
2010-06-02,11618640000
2010-06-03,11781000000
2010-06-04,10957320000
2010-06-07,10870200000
2010-06-08,11103840000
2010-06-09,11286000000
2010-06-10,11507760000
2010-06-11,11456280000
2010-06-14,11515680000
2010-06-15,11931480000
2010-06-16,11773080000
2010-06-17,11828520000
2010-06-18,11868120000
2010-06-21,11678040000
2010-06-22,11436480000
2010-06-23,11353320000
2010-06-24,11187000000
2010-06-25,11135520000
2010-06-28,11123640000
2010-06-29,10969200000
2010-06-30,10964058000
2010-07-01,11196164000
2010-07-02,11290580000
2010-07-06,11538422000
2010-07-07,11880680000
2010-07-08,12097050000
2010-07-09,12230806000
2010-07-12,12226872000
2010-07-13,12537658000
2010-07-14,12809104000
2010-07-15,12773698000
2010-07-16,12486516000
2010-07-19,12356694000
2010-07-20,12278014000
2010-07-21,12030172000
2010-07-22,12250476000
2010-07-23,12325222000
2010-07-26,12388166000
2010-07-27,12478648000
2010-07-28,12195400000
2010-07-29,12274080000
2010-07-30,12246542000
2010-08-02,12482582000
2010-08-03,12348826000
2010-08-04,12447176000
2010-08-05,12455044000
2010-08-06,12482582000
2010-08-09,12576998000
2010-08-10,12384232000
2010-08-11,11868878000
2010-08-12,11565960000
2010-08-13,11373194000
2010-08-16,11298448000
2010-08-17,11518752000
2010-08-18,11550224000
2010-08-19,11416468000
2010-08-20,11290580000
2010-08-23,11125352000
2010-08-24,11109616000
2010-08-25,11196164000
2010-08-26,11145022000
2010-08-27,11282712000
2010-08-30,10960124000
2010-08-31,11030936000
2010-09-01,11424336000
2010-09-02,11479412000
2010-09-03,11628904000
2010-09-07,11325986000
2010-09-08,11479412000
2010-09-09,11475478000
2010-09-10,11534488000
2010-09-13,11573828000
2010-09-14,11601366000
2010-09-15,11668244000
2010-09-16,11640706000
2010-09-17,11577762000
2010-09-20,11868878000
2010-09-21,11864944000
2010-09-22,11872812000
2010-09-23,11809868000
2010-09-24,12081314000
2010-09-27,12057710000
2010-09-28,12352760000
2010-09-29,12612404000
2010-09-30,12439308000
2010-10-01,12451110000
2010-10-04,12380298000
2010-10-05,12545526000
2010-10-06,12305552000
2010-10-07,12392100000
2010-10-08,12915322000
2010-10-11,12864180000
2010-10-12,13178900000
2010-10-13,13084484000
2010-10-14,13080550000
2010-10-15,13226107999
2010-10-18,13186768000
2010-10-19,12887784000
2010-10-20,13029407999
2010-10-21,13005804000
2010-10-22,13033342000
2010-10-25,12879916000
2010-10-26,12746160000
2010-10-27,12738292000
2010-10-28,12671414000
2010-10-29,13997172000
2010-11-01,13741462000
2010-11-02,13879152000
2010-11-03,13961766000
2010-11-04,14186004000
2010-11-05,14193872000
2010-11-08,14130928000
2010-11-09,13969634000
2010-11-10,13863416000
2010-11-11,14138796000
2010-11-12,14119126000
2010-11-15,14304024000
2010-11-16,13961766000
2010-11-17,14229278000
2010-11-18,14650216000
2010-11-19,14827246000
2010-11-22,15000342000
2010-11-23,14858718000
2010-11-24,14933464000
2010-11-26,14909860000
2010-11-29,14732830000
2010-11-30,14736764000
2010-12-01,15177372000
2010-12-02,15350468000
2010-12-03,15212778000
2010-12-06,15322930000
2010-12-07,15350468000
2010-12-08,15228514000
2010-12-09,15389807999
2010-12-10,15358336000
2010-12-13,15086890000
2010-12-14,15527498000
2010-12-15,15425214000
2010-12-16,15409478000
2010-12-17,15598310000
2010-12-20,15555036000
2010-12-21,15751736000
2010-12-22,15696660000
2010-12-23,15720264000
2010-12-27,15669122000
2010-12-28,15657319999
2010-12-29,15684857999
2010-12-30,15669122000
2010-12-31,15954390000
2011-01-03,15902988000
2011-01-04,16159997999
2011-01-05,16333974000
2011-01-06,16029516000
2011-01-07,15938574000
2011-01-10,16076963999
2011-01-11,16369560000
2011-01-12,16511904000
2011-01-13,16567260000
2011-01-14,16602846000
2011-01-18,16567260000
2011-01-19,16551444000
2011-01-20,16531674000
2011-01-21,16555397999
2011-01-24,16500041999
2011-01-25,16037424000
2011-01-26,16100688000
2011-01-27,16104641999
2011-01-28,15831816000
2011-01-31,15914850000
2011-02-01,16088826000
2011-02-02,15926712000
2011-02-03,18176538000
2011-02-04,18386100000
2011-02-07,18057918000
2011-02-08,18283296000
2011-02-09,18370284000
2011-02-10,18354468000
2011-02-11,18615432000
2011-02-14,18734052000
2011-02-15,18532398000
2011-02-16,18631248000
2011-02-17,18536352000
2011-02-18,18678696000
2011-02-22,17963022000
2011-02-23,17872080000
2011-02-24,18081642000
2011-02-25,18382146000
2011-02-28,18666834000
2011-03-01,18133044000
2011-03-02,18354468000
2011-03-03,18172584000
2011-03-04,18267480000
2011-03-07,17970930000
2011-03-08,18271434000
2011-03-09,18330744000
2011-03-10,18239802000
2011-03-11,18362376000
2011-03-14,17994654000
2011-03-15,17611116000
2011-03-16,17302704000
2011-03-17,17429232000
2011-03-18,17662518000
2011-03-21,18168630000
2011-03-22,17959068000
2011-03-23,17887896000
2011-03-24,18283296000
2011-03-25,18678696000
2011-03-28,18975246000
2011-03-29,18793362000
2011-03-30,18955476000
2011-03-31,18982920000
2011-04-01,18900180000
2011-04-04,18813500000
2011-04-05,18762280000
2011-04-06,18711060000
2011-04-07,18915940000
2011-04-08,18726820000
2011-04-11,18726820000
2011-04-12,18616500000
2011-04-13,18908060000
2011-04-14,18703180000
2011-04-15,18986860000
2011-04-18,18620440000
2011-04-19,18648020000
2011-04-20,18648020000
2011-04-21,18632260000
2011-04-25,18494360000
2011-04-26,18612560000
2011-04-27,18801680000
2011-04-28,19112940000
2011-04-29,19109000000
2011-05-02,19030200000
2011-05-03,18947460000
2011-05-04,18872600000
2011-05-05,19109000000
2011-05-06,19317820000
2011-05-09,20200380000
2011-05-10,20153100000
2011-05-11,19703940000
2011-05-12,19963980000
2011-05-13,19731520000
2011-05-16,19723640000
2011-05-17,19747280000
2011-05-18,20094000000
2011-05-19,20054600000
2011-05-20,19830020000
2011-05-23,19365100000
2011-05-24,19471480000
2011-05-25,19483300000
2011-05-26,19621200000
2011-05-27,19782740000
2011-05-31,20196440000
2011-06-01,19759100000
2011-06-02,19597560000
2011-06-03,19321760000
2011-06-06,19132640000
2011-06-07,19069600000
2011-06-08,18762280000
2011-06-09,19069600000
2011-06-10,18927760000
2011-06-13,19069600000
2011-06-14,19621200000
2011-06-15,19140520000
2011-06-16,19077480000
2011-06-17,19172040000
2011-06-20,19550280000
2011-06-21,20176740000
2011-06-22,20003380000
2011-06-23,19806380000
2011-06-24,19865480000
2011-06-27,19920640000
2011-06-28,20326460000
2011-06-29,20708640000
2011-06-30,20545560000
2011-07-01,20522124000
2011-07-05,20697894000
2011-07-06,20811168000
2011-07-07,20662740000
2011-07-08,20682270000
2011-07-11,20369790000
2011-07-12,20299482000
2011-07-13,20565090000
2011-07-14,20510406000
2011-07-15,20537748000
2011-07-18,20475252000
2011-07-19,20881476000
2011-07-20,20729142000
2011-07-21,20943972000
2011-07-22,20943972000
2011-07-25,20877570000
2011-07-26,20787732000
2011-07-27,20440098000
2011-07-28,20592432000
2011-07-29,20490876000
2011-08-01,20440098000
2011-08-02,19881540000
2011-08-03,19674522000
2011-08-04,18537876000
2011-08-05,18647244000
2011-08-08,17084844000
2011-08-09,17784018000
2011-08-10,17846514000
2011-08-11,19178460000
2011-08-12,19694052000
2011-08-15,18408978000
2011-08-16,18346482000
2011-08-17,18569124000
2011-08-18,17869950000
2011-08-19,17299674000
2011-08-22,17280144000
2011-08-23,17983224000
2011-08-24,18221490000
2011-08-25,18205866000
2011-08-26,18733176000
2011-08-29,18905040000
2011-08-30,19045656000
2011-08-31,19072998000
2011-09-01,19170648000
2011-09-02,18752706000
2011-09-06,18592560000
2011-09-07,19026126000
2011-09-08,19030032000
2011-09-09,18436320000
2011-09-12,18241020000
2011-09-13,18670680000
2011-09-14,19002690000
2011-09-15,19338606000
2011-09-16,19862010000
2011-09-19,19768266000
2011-09-20,20092464000
2011-09-21,19451880000
2011-09-22,18346482000
2011-09-23,18580842000
2011-09-26,18479286000
2011-09-27,18967536000
2011-09-28,17752770000
2011-09-29,17369982000
2011-09-30,16988256000
2011-10-03,16284280000
2011-10-04,16899292000
2011-10-05,17015332000
2011-10-06,17367320000
2011-10-07,17727044000
2011-10-10,18210544000
2011-10-11,18210544000
2011-10-12,18666968000
2011-10-13,18709516000
2011-10-14,18949332000
2011-10-17,18500644000
2011-10-18,18535456000
2011-10-19,18260828000
2011-10-20,18450360000
2011-10-21,18752064000
2011-10-24,19212356000
2011-10-25,18686308000
2011-10-26,18779140000
2011-10-27,19753876000
2011-10-28,19614628000
2011-10-31,19038296000
2011-11-01,18906784000
2011-11-02,19502456000
2011-11-03,22999128000
2011-11-04,22809596000
2011-11-07,22759312000
2011-11-08,22736104000
2011-11-09,22229396000
2011-11-10,22430532000
2011-11-11,22252604000
2011-11-14,22306756000
2011-11-15,22384116000
2011-11-16,22113356000
2011-11-17,21850332000
2011-11-18,21761368000
2011-11-21,21068996000
2011-11-22,21463532000
2011-11-23,20813708000
2011-11-25,20740216000
2011-11-28,21711084000
2011-11-29,21479004000
2011-11-30,22817332000
2011-12-01,22353172000
2011-12-02,22449872000
2011-12-05,22175244000
2011-12-06,21703348000
2011-12-07,22001184000
2011-12-08,21540892000
2011-12-09,21130884000
2011-12-12,20995504000
2011-12-13,20813708000
2011-12-14,20419172000
2011-12-15,20566156000
2011-12-16,20910408000
2011-12-19,20790500000
2011-12-20,21084468000
2011-12-21,21413248000
2011-12-22,21386172000
2011-12-23,21939296000
2011-12-27,22113356000
2011-12-28,21834860000
2011-12-29,22012788000
2011-12-30,21722688000
2012-01-03,21824604000
2012-01-04,21906126000
2012-01-05,21867306000
2012-01-06,21642150000
2012-01-09,21564510000
2012-01-10,21758610000
2012-01-11,21595566000
2012-01-12,21754728000
2012-01-13,21770256000
2012-01-17,22337028000
2012-01-18,22414668000
2012-01-19,22550538000
2012-01-20,22519482000
2012-01-23,22313736000
2012-01-24,22546656000
2012-01-25,22985322000
2012-01-26,22511718000
2012-01-27,22507836000
2012-01-30,22406904000
2012-01-31,22488426000
2012-02-01,22864980000
2012-02-02,22845570000
2012-02-03,22313736000
2012-02-06,22286562000
2012-02-07,22298208000
2012-02-08,22154574000
2012-02-09,22379730000
2012-02-10,22088580000
2012-02-13,21545100000
2012-02-14,21413112000
2012-02-15,21420876000
2012-02-16,21770256000
2012-02-17,21754728000
2012-02-21,21793548000
2012-02-22,21894480000
2012-02-23,22259388000
2012-02-24,22065288000
2012-02-27,22437960000
2012-02-28,22632060000
2012-02-29,22725228000
2012-03-01,22767930000
2012-03-02,22651470000
2012-03-05,22845570000
2012-03-06,22554420000
2012-03-07,22666998000
2012-03-08,22868862000
2012-03-09,22930974000
2012-03-12,23210478000
2012-03-13,23967468000
2012-03-14,24208152000
2012-03-15,24604116000
2012-03-16,24716694000
2012-03-19,24390606000
2012-03-20,24157686000
2012-03-21,24363432000
2012-03-22,24215916000
2012-03-23,24165450000
2012-03-26,24316848000
2012-03-27,24289674000
2012-03-28,24165450000
2012-03-29,24157686000
2012-03-30,24045108000
2012-04-02,24219798000
2012-04-03,24320730000
2012-04-04,24200388000
2012-04-05,24514830000
2012-04-09,24130512000
2012-04-10,23598678000
2012-04-11,23660790000
2012-04-12,24227562000
2012-04-13,24441072000
2012-04-16,24332376000
2012-04-17,24561414000
2012-04-18,24479892000
2012-04-19,24371196000
2012-04-20,24856446000
2012-04-23,24262500000
2012-04-24,24021816000
2012-04-25,25089366000
2012-04-26,25240764000
2012-04-27,25322286000
2012-04-30,25368869999
2012-05-01,24848682000
2012-05-02,25077719999
2012-05-03,24903030000
2012-05-04,23571504000
2012-05-07,23913120000
2012-05-08,23241534000
2012-05-09,22989204000
2012-05-10,22969794000
2012-05-11,22577712000
2012-05-14,22298208000
2012-05-15,21921654000
2012-05-16,22150692000
2012-05-17,21382056000
2012-05-18,21172428000
2012-05-21,21374292000
2012-05-22,21230658000
2012-05-23,21215130000
2012-05-24,21385938000
2012-05-25,21335472000
2012-05-29,21657678000
2012-05-30,21642150000
2012-05-31,21021030000
2012-06-01,20353326000
2012-06-04,20632830000
2012-06-05,21024912000
2012-06-06,21343236000
2012-06-07,21300534000
2012-06-08,21354882000
2012-06-11,21226776000
2012-06-12,21494634000
2012-06-13,21083142000
2012-06-14,21079260000
2012-06-15,21378174000
2012-06-18,21498516000
2012-06-19,21952710000
2012-06-20,21797430000
2012-06-21,21153018000
2012-06-22,21319944000
2012-06-25,20920098000
2012-06-26,20908452000
2012-06-27,20923980000
2012-06-28,20543544000
2012-06-29,21009384000
2012-07-02,21212660000
2012-07-03,21402682000
2012-07-05,21522900000
2012-07-06,21193270000
2012-07-09,20537888000
2012-07-10,19975578000
2012-07-11,19622680000
2012-07-12,19607168000
2012-07-13,20022114000
2012-07-16,19929042000
2012-07-17,19913530000
2012-07-18,20394402000
2012-07-19,21204904000
2012-07-20,20634838000
2012-07-23,20343988000
2012-07-24,20320720000
2012-07-25,20297452000
2012-07-26,20824860000
2012-07-27,21212660000
2012-07-30,20875274000
2012-07-31,20312964000
2012-08-01,19735142000
2012-08-02,19731264000
2012-08-03,20588302000
2012-08-06,20751178000
2012-08-07,21104076000
2012-08-08,21084686000
2012-08-09,21429828000
2012-08-10,21569436000
2012-08-13,21332878000
2012-08-14,23318414000
2012-08-15,23628654000
2012-08-16,23768262000
2012-08-17,23892358000
2012-08-20,23496802000
2012-08-21,23407608000
2012-08-22,23194318000
2012-08-23,23085734000
2012-08-24,23306780000
2012-08-27,23194318000
2012-08-28,23341682000
2012-08-29,23326170000
2012-08-30,23194318000
2012-08-31,23248610000
2012-09-04,23182684000
2012-09-05,23109002000
2012-09-06,23636410000
2012-09-07,23655800000
2012-09-10,23585996000
2012-09-11,23353316000
2012-09-12,23124514000
2012-09-13,23500680000
2012-09-14,23744994000
2012-09-17,23651922000
2012-09-18,23772140000
2012-09-19,23876846000
2012-09-20,23896236000
2012-09-21,23973796000
2012-09-24,23826432000
2012-09-25,23810920000
2012-09-26,23520070000
2012-09-27,23915626000
2012-09-28,23876846000
2012-10-01,24468184000
2012-10-02,24289980000
2012-10-03,24522420000
2012-10-04,24522420000
2012-10-05,24793600000
2012-10-08,24576656000
2012-10-09,24227996000
2012-10-10,24166012000
2012-10-11,24468184000
2012-10-12,24410074000
2012-10-15,24572782000
2012-10-16,25165503999
2012-10-17,24987300000
2012-10-18,24905946000
2012-10-19,24379082000
2012-10-22,24247366000
2012-10-23,24092406000
2012-10-24,23836722000
2012-10-25,23747620000
2012-10-26,23550046000
2012-10-31,23871588000
2012-11-01,23697258000
2012-11-02,23255622000
2012-11-05,23011560000
2012-11-06,23158772000
2012-11-07,22686144000
2012-11-08,22201894000
2012-11-09,22271626000
2012-11-12,22256130000
2012-11-13,22066304000
2012-11-14,21826116000
2012-11-15,21853234000
2012-11-16,21934588000
2012-11-19,22352980000
2012-11-20,22480822000
2012-11-21,22662900000
2012-11-23,23096788000
2012-11-26,22980568000
2012-11-27,22736506000
2012-11-28,22488570000
2012-11-29,22473074000
2012-11-30,22566050000
2012-12-03,22937954000
2012-12-04,22879844000
2012-12-05,22984442000
2012-12-06,23154898000
2012-12-07,23503558000
2012-12-10,23278866000
2012-12-11,23398960000
2012-12-12,23398960000
2012-12-13,23209134000
2012-12-14,23604282000
2012-12-17,23561668000
2012-12-18,23592660000
2012-12-19,23375716000
2012-12-20,23240126000
2012-12-21,23174268000
2012-12-24,22837230000
2012-12-26,22449830000
2012-12-27,22643530000
2012-12-28,22442082000
2012-12-31,23177792000
2013-01-02,23623072000
2013-01-03,24095456000
2013-01-04,24273568000
2013-01-07,24006400000
2013-01-08,24292928000
2013-01-09,24196128000
2013-01-10,24703360000
2013-01-11,24831136000
2013-01-14,24869856000
2013-01-15,24912448000
2013-01-16,24769184000
2013-01-17,24869856000
2013-01-18,24335520000
2013-01-22,24320032000
2013-01-23,24161280000
2013-01-24,24215488000
2013-01-25,24490400000
2013-01-28,24447808000
2013-01-29,24672384000
2013-01-30,24343264000
2013-01-31,23592096000
2013-02-01,24285184000
2013-02-04,23638560000
2013-02-05,25055711999
2013-02-06,24521376000
2013-02-07,24447808000
2013-02-08,24296800000
2013-02-11,23921216000
2013-02-12,24265824000
2013-02-13,24509760000
2013-02-14,24602688000
2013-02-15,24436192000
2013-02-19,24625920000
2013-02-20,24668512000
2013-02-21,24405216000
2013-02-22,24513632000
2013-02-25,23921216000
2013-02-26,24134176000
2013-02-27,24753696000
2013-02-28,24819519999
2013-03-01,24962784000
2013-03-04,25125408000
2013-03-05,25497119999
2013-03-06,25524224000
2013-03-07,25516480000
2013-03-08,25439040000
2013-03-11,25458400000
2013-03-12,25489376000
2013-03-13,25175744000
2013-03-14,25175744000
2013-03-15,24525248000
2013-03-18,24176768000
2013-03-19,24103200000
2013-03-20,24684000000
2013-03-21,24409088000
2013-03-22,24738208000
2013-03-25,24502016000
2013-03-26,24776928000
2013-03-27,24602688000
2013-03-28,24792416000
2013-04-01,24712812000
2013-04-02,25341696000
2013-04-03,25186416000
2013-04-04,25050546000
2013-04-05,24522594000
2013-04-08,24996198000
2013-04-09,25031136000
2013-04-10,25423217999
2013-04-11,26226792000
2013-04-12,26490767999
2013-04-15,26164680000
2013-04-16,26354898000
2013-04-17,25896821999
2013-04-18,26090921999
2013-04-19,27045894000
2013-04-22,27014838000
2013-04-23,27321516000
2013-04-24,26715923999
2013-04-25,26758626000
2013-04-26,26739216000
2013-04-29,26754744000
2013-04-30,26921669999
2013-05-01,26704278000
2013-05-02,27406919999
2013-05-03,27651486000
2013-05-06,27174000000
2013-05-07,27294342000
2013-05-08,27177882000
2013-05-09,26890614000
2013-05-10,27581610000
2013-05-13,27569964000
2013-05-14,27872760000
2013-05-15,27806766000
2013-05-16,27476796000
2013-05-17,27503969999
2013-05-20,27740771999
2013-05-21,27608784000
2013-05-22,27228348000
2013-05-23,27302106000
2013-05-24,27542790000
2013-05-28,27581610000
2013-05-29,26867321999
2013-05-30,27010956000
2013-05-31,26312196000
2013-06-03,26203500000
2013-06-04,26191854000
2013-06-05,25807536000
2013-06-06,25609554000
2013-06-07,26444184000
2013-06-10,26242319999
2013-06-11,26300550000
2013-06-12,26172444000
2013-06-13,26417010000
2013-06-14,26556762000
2013-06-17,27251640000
2013-06-18,27065304000
2013-06-19,26545116000
2013-06-20,25430982000
2013-06-21,25539678000
2013-06-24,25132067999
2013-06-25,25132067999
2013-06-26,25481448000
2013-06-27,25803654000
2013-06-28,25531914000
2013-07-01,25959332000
2013-07-02,26157110000
2013-07-03,26079550000
2013-07-05,26343254000
2013-07-08,26339376000
2013-07-09,25823602000
2013-07-10,25994234000
2013-07-11,26393668000
2013-07-12,26548787999
2013-07-15,26153232000
2013-07-16,25897284000
2013-07-17,25722774000
2013-07-18,25881771999
2013-07-19,26203645999
2013-07-22,25854626000
2013-07-23,25187610000
2013-07-24,25094537999
2013-07-25,25319462000
2013-07-26,25672360000
2013-07-29,25594800000
2013-07-30,25439679999
2013-07-31,25459070000
2013-08-01,25901162000
2013-08-02,25939942000
2013-08-05,26091184000
2013-08-06,26149354000
2013-08-07,25842992000
2013-08-08,25594800000
2013-08-09,25823602000
2013-08-12,25819724000
2013-08-13,25769310000
2013-08-14,25257414000
2013-08-15,26122208000
2013-08-16,26079550000
2013-08-19,25885650000
2013-08-20,25928308000
2013-08-21,25718895999
2013-08-22,26087306000
2013-08-23,26428570000
2013-08-26,26087306000
2013-08-27,25455192000
2013-08-28,25354364000
2013-08-29,25350486000
2013-08-30,25346608000
2013-09-03,25695628000
2013-09-04,26102818000
2013-09-05,26126086000
2013-09-06,26207524000
2013-09-09,26948221999
2013-09-10,26746566000
2013-09-11,27025782000
2013-09-12,27273974000
2013-09-13,27456240000
2013-09-16,27576458000
2013-09-17,27661774000
2013-09-18,27987526000
2013-09-19,28088354000
2013-09-20,27824650000
2013-09-23,27440728000
2013-09-24,27731578000
2013-09-25,27588092000
2013-09-26,27432971999
2013-09-27,27308876000
2013-09-30,27142170000
2013-10-01,27375150000
2013-10-02,27340203000
2013-10-03,26963552000
2013-10-04,27173234000
2013-10-07,26905307000
2013-10-08,26680092999
2013-10-09,26703391000
2013-10-10,27425629000
2013-10-11,27573183000
2013-10-14,27821695000
2013-10-15,27375150000
2013-10-16,27565416999
2013-10-17,27844992999
2013-10-18,27977015000
2013-10-21,27596480999
2013-10-22,27930419000
2013-10-23,27674141000
2013-10-24,27720737000
2013-10-25,27767333000
2013-10-28,27786748000
2013-10-29,28272123000
2013-10-30,27716854000
2013-10-31,27553767999
2013-11-01,27157702000
2013-11-04,27235362000
2013-11-05,27472225000
2013-11-06,27666375000
2013-11-07,27305255999
2013-11-08,27553767999
2013-11-11,27530470000
2013-11-12,27445044000
2013-11-13,28357549000
2013-11-14,28516752000
2013-11-15,28606061000
2013-11-18,28291538000
2013-11-19,28175048000
2013-11-20,28462390000
2013-11-21,28738083000
2013-11-22,29126383000
2013-11-25,28858455999
2013-11-26,29149680999
