,EP
2008-08-01,3145607.52
2008-08-04,3145607.52
2008-08-05,3145607.52
2008-08-06,3145607.52
2008-08-07,3145607.52
2008-08-08,4003500.48
2008-08-11,4003500.48
2008-08-12,3717536.16
2008-08-13,4003500.48
2008-08-14,4003500.48
2008-08-15,4003500.48
2008-08-18,2859643.2
2008-08-19,2859643.2
2008-08-20,2859643.2
2008-08-21,2859643.2
2008-08-22,2859643.2
2008-08-25,2859643.2
2008-08-26,2287714.56
2008-08-27,2287714.56
2008-08-28,2287714.56
2008-08-29,2287714.56
2008-09-02,2287714.56
2008-09-03,2287714.56
2008-09-04,3431571.84
2008-09-05,3717536.16
2008-09-08,3717536.16
2008-09-09,2859643.2
2008-09-10,2287714.56
2008-09-11,2287714.56
2008-09-12,2859643.2
2008-09-15,2859643.2
2008-09-16,2859643.2
2008-09-17,2859643.2
2008-09-18,3431571.84
2008-09-19,3431571.84
2008-09-22,3431571.84
2008-09-23,3431571.84
2008-09-24,3431571.84
2008-09-25,2859643.2
2008-09-26,2859643.2
2008-09-29,2287714.56
2008-09-30,2287714.56
2008-10-01,2287714.56
2008-10-02,2287714.56
2008-10-03,2287714.56
2008-10-06,2287714.56
2008-10-07,2287714.56
2008-10-08,2287714.56
2008-10-09,1715785.92
2008-10-10,1715785.92
2008-10-13,1203433.18
2008-10-14,1715785.92
2008-10-15,2287714.56
2008-10-16,2287714.56
2008-10-17,2287714.56
2008-10-20,2287714.56
2008-10-21,2287714.56
2008-10-22,2287714.56
2008-10-23,2287714.56
2008-10-24,1715785.92
2008-10-27,2287714.56
2008-10-28,2287714.56
2008-10-29,2287714.56
2008-10-30,2287714.56
2008-10-31,2406866.36
2008-11-03,2406866.36
2008-11-04,1715785.92
2008-11-05,1715785.92
2008-11-06,1715785.92
2008-11-07,1715785.92
2008-11-10,1715785.92
2008-11-11,1715785.92
2008-11-12,1715785.92
2008-11-13,1715785.92
2008-11-14,1715785.92
2008-11-17,1715785.92
2008-11-18,1429821.6
2008-11-19,1143857.28
2008-11-20,1143857.28
2008-11-21,1143857.28
2008-11-24,1143857.28
2008-11-25,1143857.28
2008-11-26,1143857.28
2008-11-28,1143857.28
2008-12-01,857892.96
2008-12-02,857892.96
2008-12-03,1143857.28
2008-12-04,1143857.28
2008-12-05,1143857.28
2008-12-08,1143857.28
2008-12-09,1143857.28
2008-12-10,915085.82
2008-12-11,1143857.28
2008-12-12,571928.64
2008-12-15,571928.64
2008-12-16,629121.5
2008-12-17,857892.96
2008-12-18,743507.23
2008-12-19,743507.23
2008-12-22,743507.23
2008-12-23,857892.96
2008-12-24,857892.96
2008-12-26,857892.96
2008-12-29,743507.23
2008-12-30,857892.96
2008-12-31,800700.1
2009-01-02,800700.1
2009-01-05,972278.69
2009-01-06,857892.96
2009-01-07,857892.96
2009-01-08,857892.96
2009-01-09,1429821.6
2009-01-12,1429821.6
2009-01-13,1429821.6
2009-01-14,1715785.92
2009-01-15,1263009.08
2009-01-16,2001750.24
2009-01-20,2001750.24
2009-01-21,2001750.24
2009-01-22,2001750.24
2009-01-23,2001750.24
2009-01-26,2001750.24
2009-01-27,2061326.14
2009-01-28,2287714.56
2009-01-29,2287714.56
2009-01-30,2287714.56
2009-02-02,2287714.56
2009-02-03,2287714.56
2009-02-04,2287714.56
2009-02-05,2287714.56
2009-02-06,2287714.56
2009-02-09,2287714.56
2009-02-10,2287714.56
2009-02-11,1429821.6
2009-02-12,1429821.6
2009-02-13,1429821.6
2009-02-17,1429821.6
2009-02-18,1429821.6
2009-02-19,1429821.6
2009-02-20,1429821.6
2009-02-23,1429821.6
2009-02-24,1429821.6
2009-02-25,2287714.56
2009-02-26,2287714.56
2009-02-27,2287714.56
2009-03-02,2287714.56
2009-03-03,3145607.52
2009-03-04,3145607.52
2009-03-05,3431571.84
2009-03-06,3717536.16
2009-03-09,2859643.2
2009-03-10,2859643.2
2009-03-11,3431571.84
2009-03-12,2633254.78
2009-03-13,2740491.4
2009-03-16,2740491.4
2009-03-17,2740491.4
2009-03-18,2740491.4
2009-03-19,2859643.2
2009-03-20,3717536.16
2009-03-23,3717536.16
2009-03-24,3717536.16
2009-03-25,3717536.16
2009-03-26,4575429.12
2009-03-27,4575429.12
2009-03-30,2859643.2
2009-03-31,2859643.2
2009-04-01,3145607.52
2009-04-02,2859643.2
2009-04-03,3145607.52
2009-04-06,3145607.52
2009-04-07,4003500.48
2009-04-08,4003500.48
2009-04-09,4003500.48
2009-04-13,3717536.16
2009-04-14,4289464.8
2009-04-15,4289464.8
2009-04-16,4289464.8
2009-04-17,4289464.8
2009-04-20,4289464.8
2009-04-21,4575429.12
2009-04-22,4575429.12
2009-04-23,4861393.44
2009-04-24,5028205.96
2009-04-27,4861393.44
2009-04-28,4861393.44
2009-04-29,3431571.84
2009-04-30,4861393.44
2009-05-01,4861393.44
2009-05-04,4861393.44
2009-05-05,4861393.44
2009-05-06,2859643.2
2009-05-07,4861393.44
2009-05-08,4003500.48
2009-05-11,4003500.48
2009-05-12,4003500.48
2009-05-13,4003500.48
2009-05-14,4003500.48
2009-05-15,4003500.48
2009-05-18,4003500.48
2009-05-19,4003500.48
2009-05-20,4003500.48
2009-05-21,4003500.48
2009-05-22,2859643.2
2009-05-26,2859643.2
2009-05-27,2859643.2
2009-05-28,2859643.2
2009-05-29,2859643.2
2009-06-01,2859643.2
2009-06-02,2859643.2
2009-06-03,2859643.2
2009-06-04,2859643.2
2009-06-05,2859643.2
2009-06-08,2859643.2
2009-06-09,2859643.2
2009-06-10,2859643.2
2009-06-11,2859643.2
2009-06-12,2859643.2
2009-06-15,2859643.2
2009-06-16,2859643.2
2009-06-17,2859643.2
2009-06-18,2859643.2
2009-06-19,2859643.2
2009-06-22,2859643.2
2009-06-23,2859643.2
2009-06-24,2859643.2
2009-06-25,2859643.2
2009-06-26,3431571.84
2009-06-29,3431571.84
2009-06-30,3431571.84
2009-07-01,3431571.84
2009-07-02,3431571.84
2009-07-06,2287714.56
2009-07-07,2287714.56
2009-07-08,2287714.56
2009-07-09,2287714.56
2009-07-10,2287714.56
2009-07-13,2287714.56
2009-07-14,2287714.56
2009-07-15,2287714.56
2009-07-16,2287714.56
2009-07-17,2287714.56
2009-07-20,2287714.56
2009-07-21,2859643.2
2009-07-22,3431571.84
2009-07-23,3431571.84
2009-07-24,3431571.84
2009-07-27,3431571.84
2009-07-28,3431571.84
2009-07-29,2859643.2
2009-07-30,2859643.2
2009-07-31,2859643.2
2009-08-03,2859643.2
2009-08-04,2859643.2
2009-08-05,2859643.2
2009-08-06,2859643.2
2009-08-07,2859643.2
2009-08-10,2859643.2
2009-08-11,2859643.2
2009-08-12,2859643.2
2009-08-13,2859643.2
2009-08-14,2859643.2
2009-08-17,2859643.2
2009-08-18,2859643.2
2009-08-19,2859643.2
2009-08-20,2859643.2
2009-08-21,2859643.2
2009-08-24,2859643.2
2009-08-25,2859643.2
2009-08-26,2859643.2
2009-08-27,2859643.2
2009-08-28,2859643.2
2009-08-31,2859643.2
2009-09-01,2859643.2
2009-09-02,2859643.2
2009-09-03,2859643.2
2009-09-04,2859643.2
2009-09-08,2859643.2
2009-09-09,2859643.2
2009-09-10,2859643.2
2009-09-11,2287714.56
2009-09-14,2287714.56
2009-09-15,2287714.56
2009-09-16,2287714.56
2009-09-17,2287714.56
2009-09-18,2287714.56
2009-09-21,2287714.56
2009-09-22,2287714.56
2009-09-23,2287714.56
2009-09-24,2287714.56
2009-09-25,2287714.56
2009-09-28,2287714.56
2009-09-29,2287714.56
2009-09-30,3082763.52
2009-10-01,3082763.52
2009-10-02,3082763.52
2009-10-05,3853454.4
2009-10-06,5394836.16
2009-10-07,5394836.16
2009-10-08,6165527.04
2009-10-09,5394836.16
2009-10-12,5394836.16
2009-10-13,5780181.6
2009-10-14,5780181.6
2009-10-15,5780181.6
2009-10-16,5394836.16
2009-10-19,5394836.16
2009-10-20,5394836.16
2009-10-21,5394836.16
2009-10-22,5394836.16
2009-10-23,5394836.16
2009-10-26,5394836.16
2009-10-27,5394836.16
2009-10-28,3853454.4
2009-10-29,4624145.28
2009-10-30,5394836.16
2009-11-02,6165527.04
2009-11-03,6165527.04
2009-11-04,6165527.04
2009-11-05,6165527.04
2009-11-06,6165527.04
2009-11-09,7321563.36
2009-11-10,7706908.8
2009-11-11,7706908.8
2009-11-12,7706908.8
2009-11-13,7706908.8
2009-11-16,6936217.92
2009-11-17,7706908.8
2009-11-18,7706908.8
2009-11-19,7706908.8
2009-11-20,7706908.8
2009-11-23,7706908.8
2009-11-24,7706908.8
2009-11-25,7706908.8
2009-11-27,7706908.8
2009-11-30,6936217.92
2009-12-01,5394836.16
2009-12-02,5394836.16
2009-12-03,5394836.16
2009-12-04,5394836.16
2009-12-07,5394836.16
2009-12-08,5394836.16
2009-12-09,5394836.16
2009-12-10,5394836.16
2009-12-11,5394836.16
2009-12-14,5394836.16
2009-12-15,5394836.16
2009-12-16,5394836.16
2009-12-17,5394836.16
2009-12-18,5394836.16
2009-12-21,5394836.16
2009-12-22,5780181.6
2009-12-23,6165527.04
2009-12-24,6165527.04
2009-12-28,7706908.8
2009-12-29,7321563.36
2009-12-30,7241283.06
2009-12-31,7241283.06
2010-01-04,6936217.92
2010-01-05,6936217.92
2010-01-06,5009490.72
2010-01-07,7321563.36
2010-01-08,7321563.36
2010-01-11,6936217.92
2010-01-12,8092254.24
2010-01-13,9248290.56
2010-01-14,9248290.56
2010-01-15,7706908.8
2010-01-19,7706908.8
2010-01-20,8477599.68
2010-01-21,10018981.0
2010-01-22,10789672.0
2010-01-25,10789672.0
2010-01-26,13872435.0
2010-01-27,13101744.0
2010-01-28,14257781.0
2010-01-29,15028472.0
2010-02-01,13872435.0
2010-02-02,16955199.0
2010-02-03,14643126.0
2010-02-04,14643126.0
2010-02-05,13872435.0
2010-02-08,11560363.0
2010-02-09,13872435.0
2010-02-10,12331054.0
2010-02-11,11560363.0
2010-02-12,11560363.0
2010-02-16,11560363.0
2010-02-17,11560363.0
2010-02-18,11560363.0
2010-02-19,11560363.0
2010-02-22,12331054.0
2010-02-23,14643126.0
2010-02-24,15413817.0
2010-02-25,16955199.0
2010-02-26,16184508.0
2010-03-01,16955199.0
2010-03-02,16955199.0
2010-03-03,18496581.0
2010-03-04,18496581.0
2010-03-05,17725890.0
2010-03-08,14643126.0
2010-03-09,14643126.0
2010-03-10,16955199.0
2010-03-11,16955199.0
2010-03-12,16955199.0
2010-03-15,18496581.0
2010-03-16,17501105.0
2010-03-17,19267272.0
2010-03-18,19267272.0
2010-03-19,19267272.0
2010-03-22,21579344.0
2010-03-23,19652617.0
2010-03-24,19267272.0
2010-03-25,18496581.0
2010-03-26,15718882.0
2010-03-29,16955199.0
2010-03-30,16955199.0
2010-03-31,17330649.0
2010-04-01,17330649.0
2010-04-05,17330649.0
2010-04-06,17330649.0
2010-04-07,15755136.0
2010-04-08,17330649.0
2010-04-09,17330649.0
2010-04-12,17330649.0
2010-04-13,16542892.0
2010-04-14,17330649.0
2010-04-15,17330649.0
2010-04-16,17330649.0
2010-04-19,17330649.0
2010-04-20,16542892.0
2010-04-21,16542892.0
2010-04-22,16542892.0
2010-04-23,14967379.0
2010-04-26,16542892.0
2010-04-27,16542892.0
2010-04-28,16542892.0
2010-04-29,16542892.0
2010-04-30,16542892.0
2010-05-03,15755136.0
2010-05-04,15755136.0
2010-05-05,15755136.0
2010-05-06,15755136.0
2010-05-07,14179622.0
2010-05-10,14967379.0
2010-05-11,15755136.0
2010-05-12,15755136.0
2010-05-13,14967379.0
2010-05-14,11816352.0
2010-05-17,10240838.0
2010-05-18,10240838.0
2010-05-19,11028595.0
2010-05-20,9453081.6
2010-05-21,9453081.6
2010-05-24,8665324.8
2010-05-25,7877568.0
2010-05-26,7877568.0
2010-05-27,7877568.0
2010-05-28,8665324.8
2010-06-01,8665324.8
2010-06-02,10240838.0
2010-06-03,10240838.0
2010-06-04,10240838.0
2010-06-07,7877568.0
2010-06-08,7877568.0
2010-06-09,12604108.0
2010-06-10,12604108.0
2010-06-11,12604108.0
2010-06-14,14179622.0
2010-06-15,14179622.0
2010-06-16,11816352.0
2010-06-17,8665324.8
2010-06-18,7877568.0
2010-06-21,11816352.0
2010-06-22,11816352.0
2010-06-23,11816352.0
2010-06-24,11816352.0
2010-06-25,11816352.0
2010-06-28,11816352.0
2010-06-29,14179622.0
2010-06-30,14927673.0
2010-07-01,14927673.0
2010-07-02,12439728.0
2010-07-06,12439728.0
2010-07-07,12439728.0
2010-07-08,14927673.0
2010-07-09,14927673.0
2010-07-12,12854385.0
2010-07-13,13269043.0
2010-07-14,14098358.0
2010-07-15,14098358.0
2010-07-16,14098358.0
2010-07-19,13269043.0
2010-07-20,13269043.0
2010-07-21,13683700.0
2010-07-22,13683700.0
2010-07-23,14098358.0
2010-07-26,13683700.0
2010-07-27,13269043.0
2010-07-28,13269043.0
2010-07-29,15756988.0
2010-07-30,14513016.0
2010-08-02,13269043.0
2010-08-03,13269043.0
2010-08-04,12854385.0
2010-08-05,13269043.0
2010-08-06,14927673.0
2010-08-09,12854385.0
2010-08-10,14927673.0
2010-08-11,12854385.0
2010-08-12,12854385.0
2010-08-13,12439728.0
2010-08-16,16586304.0
2010-08-17,20732880.0
2010-08-18,19903564.0
2010-08-19,14927673.0
2010-08-20,20732880.0
2010-08-23,20732880.0
2010-08-24,20732880.0
2010-08-25,20732880.0
2010-08-26,20732880.0
2010-08-27,16586304.0
2010-08-30,18244934.0
2010-08-31,18244934.0
2010-09-01,17415619.0
2010-09-02,16586304.0
2010-09-03,16586304.0
2010-09-07,16586304.0
2010-09-08,17415619.0
2010-09-09,21562195.0
2010-09-10,20732880.0
2010-09-13,19903564.0
2010-09-14,19903564.0
2010-09-15,16586304.0
2010-09-16,16586304.0
2010-09-17,16586304.0
2010-09-20,13269043.0
2010-09-21,12439728.0
2010-09-22,15756988.0
2010-09-23,15756988.0
2010-09-24,12439728.0
2010-09-27,12439728.0
2010-09-28,16499917.0
2010-09-29,17415619.0
2010-09-30,15790313.0
2010-10-01,15790313.0
2010-10-04,16621382.0
2010-10-05,16621382.0
2010-10-06,15790313.0
2010-10-07,16621382.0
2010-10-08,18283520.0
2010-10-11,15790313.0
2010-10-12,15790313.0
2010-10-13,14128175.0
2010-10-14,12466036.0
2010-10-15,12466036.0
2010-10-18,10803898.0
2010-10-19,11634967.0
2010-10-20,10803898.0
2010-10-21,9799690.04
2010-10-22,8968620.92
2010-10-25,8968620.92
2010-10-26,8812795.46
2010-10-27,7479622.08
2010-10-28,9141760.32
2010-10-29,9141760.32
2010-11-01,7479622.08
2010-11-02,7064087.52
2010-11-03,6406157.8
2010-11-04,6648552.96
2010-11-05,5817483.84
2010-11-08,5817483.84
2010-11-09,5817483.84
2010-11-10,4155345.6
2010-11-11,4155345.6
2010-11-12,4570880.16
2010-11-15,4155345.6
2010-11-16,4155345.6
2010-11-17,4155345.6
2010-11-18,4155345.6
2010-11-19,4155345.6
2010-11-22,4155345.6
2010-11-23,6648552.96
2010-11-24,4155345.6
2010-11-26,5401949.28
2010-11-29,5401949.28
2010-11-30,4986414.72
2010-12-01,4155345.6
2010-12-02,3324276.48
2010-12-03,4155345.6
2010-12-06,3566671.64
2010-12-07,3566671.64
2010-12-08,3566671.64
2010-12-09,3566671.64
2010-12-10,3566671.64
2010-12-13,4155345.6
2010-12-14,4155345.6
2010-12-15,3081881.32
2010-12-16,6059879.0
2010-12-17,6059879.0
2010-12-20,6059879.0
2010-12-21,6059879.0
2010-12-22,6059879.0
2010-12-23,6059879.0
2010-12-27,3081881.32
2010-12-28,3081881.32
2010-12-29,3081881.32
2010-12-30,2908741.92
2010-12-31,2493623.52
2011-01-03,2493623.52
2011-01-04,2164603.75
2011-01-05,2493623.52
2011-01-06,4571643.12
2011-01-07,4156039.2
2011-01-10,5818454.88
2011-01-11,4156039.2
2011-01-12,3411415.51
2011-01-13,3411415.51
2011-01-14,3324831.36
2011-01-18,4571643.12
2011-01-19,4571643.12
2011-01-20,4658227.27
2011-01-21,4156039.2
2011-01-24,3082395.74
2011-01-25,4156039.2
2011-01-26,3324831.36
2011-01-27,3324831.36
2011-01-28,4658227.27
2011-01-31,4658227.27
2011-02-01,4658227.27
2011-02-02,4658227.27
2011-02-03,4156039.2
2011-02-04,4156039.2
2011-02-07,4156039.2
2011-02-08,4987247.04
2011-02-09,4987247.04
2011-02-10,4156039.2
2011-02-11,4156039.2
2011-02-14,4156039.2
2011-02-15,4156039.2
2011-02-16,4242623.35
2011-02-17,4156039.2
2011-02-18,4987247.04
2011-02-22,4987247.04
2011-02-23,4571643.12
2011-02-24,5818454.88
2011-02-25,6649662.72
2011-02-28,6649662.72
2011-03-01,6649662.72
2011-03-02,8312078.4
2011-03-03,8312078.4
2011-03-04,7480870.56
2011-03-07,7480870.56
2011-03-08,7480870.56
2011-03-09,7480870.56
2011-03-10,7480870.56
2011-03-11,8312078.4
2011-03-14,10061078.0
2011-03-15,7480870.56
2011-03-16,6649662.72
2011-03-17,6649662.72
2011-03-18,6407227.1
2011-03-21,8312078.4
2011-03-22,8312078.4
2011-03-23,6476494.42
2011-03-24,6476494.42
2011-03-25,6476494.42
2011-03-28,6234058.8
2011-03-29,6649662.72
2011-03-30,7065266.64
2011-03-31,5013832.32
2011-04-01,5849471.04
2011-04-04,5431651.68
2011-04-05,5013832.32
2011-04-06,6685109.76
2011-04-07,6685109.76
2011-04-08,6685109.76
2011-04-11,6685109.76
2011-04-12,4770104.36
2011-04-13,4352285.0
2011-04-14,5344605.98
2011-04-15,6685109.76
2011-04-18,5849471.04
2011-04-19,5849471.04
2011-04-20,4596012.96
2011-04-21,5849471.04
2011-04-25,5431651.68
2011-04-26,5849471.04
2011-04-27,5013832.32
2011-04-28,5431651.68
2011-04-29,5849471.04
2011-05-02,5849471.04
2011-05-03,5849471.04
2011-05-04,5849471.04
2011-05-05,5849471.04
2011-05-06,5013832.32
2011-05-09,5257560.28
2011-05-10,5257560.28
2011-05-11,5100878.02
2011-05-12,5013832.32
2011-05-13,5013832.32
2011-05-16,4178193.6
2011-05-17,4178193.6
2011-05-18,4178193.6
2011-05-19,4178193.6
2011-05-20,4178193.6
2011-05-23,4178193.6
2011-05-24,4178193.6
2011-05-25,3847419.94
2011-05-26,3847419.94
2011-05-27,3847419.94
2011-05-31,3847419.94
2011-06-01,5013832.32
2011-06-02,5013832.32
2011-06-03,4178193.6
2011-06-06,5013832.32
2011-06-07,5013832.32
2011-06-08,5013832.32
2011-06-09,5013832.32
2011-06-10,5013832.32
2011-06-13,5013832.32
2011-06-14,5013832.32
2011-06-15,5013832.32
2011-06-16,4178193.6
2011-06-17,4178193.6
2011-06-20,4178193.6
2011-06-21,4178193.6
2011-06-22,4178193.6
2011-06-23,4178193.6
2011-06-24,4178193.6
2011-06-27,4770104.36
2011-06-28,5013832.32
2011-06-29,4178193.6
2011-06-30,4168852.8
2011-07-01,5002623.36
2011-07-05,5002623.36
2011-07-06,5002623.36
2011-07-07,5002623.36
2011-07-08,5002623.36
2011-07-11,4585738.08
2011-07-12,4585738.08
2011-07-13,4585738.08
2011-07-14,4168852.8
2011-07-15,4168852.8
2011-07-18,4168852.8
2011-07-19,4168852.8
2011-07-20,3751967.52
2011-07-21,2831345.86
2011-07-22,3335082.24
2011-07-25,3335082.24
2011-07-26,3335082.24
2011-07-27,3335082.24
2011-07-28,3335082.24
2011-07-29,2918196.96
2011-08-01,2918196.96
2011-08-02,2588162.78
2011-08-03,2588162.78
2011-08-04,2588162.78
2011-08-05,3335082.24
2011-08-08,3335082.24
2011-08-09,4168852.8
2011-08-10,4168852.8
2011-08-11,4168852.8
2011-08-12,4168852.8
2011-08-15,4168852.8
2011-08-16,4168852.8
2011-08-17,4168852.8
2011-08-18,3335082.24
2011-08-19,3335082.24
2011-08-22,3335082.24
2011-08-23,3335082.24
2011-08-24,3335082.24
2011-08-25,3335082.24
2011-08-26,4168852.8
2011-08-29,4168852.8
2011-08-30,4168852.8
2011-08-31,4168852.8
2011-09-01,4168852.8
2011-09-02,3335082.24
2011-09-06,3335082.24
2011-09-07,3335082.24
2011-09-08,3335082.24
2011-09-09,3335082.24
2011-09-12,3335082.24
2011-09-13,4168852.8
2011-09-14,4168852.8
2011-09-15,4168852.8
2011-09-16,4168852.8
2011-09-19,4168852.8
2011-09-20,4168852.8
2011-09-21,3335082.24
2011-09-22,3335082.24
2011-09-23,3335082.24
2011-09-26,3335082.24
2011-09-27,3335082.24
2011-09-28,3335082.24
2011-09-29,3335082.24
2011-09-30,3422555.52
2011-10-03,3422555.52
2011-10-04,2994736.08
2011-10-05,2994736.08
2011-10-06,2994736.08
2011-10-07,4028633.06
2011-10-10,2994736.08
2011-10-11,2994736.08
2011-10-12,1800406.81
2011-10-13,2388658.54
2011-10-14,2139097.2
2011-10-17,2139097.2
2011-10-18,3422555.52
2011-10-19,3422555.52
2011-10-20,3422555.52
2011-10-21,3422555.52
2011-10-24,3422555.52
2011-10-25,3422555.52
2011-10-26,4189065.35
2011-10-27,4189065.35
2011-10-28,4189065.35
2011-10-31,4189065.35
2011-11-01,4189065.35
2011-11-02,4189065.35
2011-11-03,3422555.52
2011-11-04,3422555.52
2011-11-07,3422555.52
2011-11-08,3422555.52
2011-11-09,3422555.52
2011-11-10,3422555.52
2011-11-11,3422555.52
2011-11-14,3422555.52
2011-11-15,3422555.52
2011-11-16,3422555.52
2011-11-17,4189065.35
2011-11-18,4189065.35
2011-11-21,4189065.35
2011-11-22,4189065.35
2011-11-23,4189065.35
2011-11-25,4189065.35
2011-11-28,4189065.35
2011-11-29,2994736.08
2011-11-30,2566916.64
2011-12-01,2566916.64
2011-12-02,2566916.64
2011-12-05,2566916.64
2011-12-06,2566916.64
2011-12-07,2566916.64
2011-12-08,2566916.64
2011-12-09,1711277.76
2011-12-12,2139097.2
2011-12-13,2139097.2
2011-12-14,2139097.2
2011-12-15,1711277.76
2011-12-16,1540149.98
2011-12-19,1540149.98
2011-12-20,1711277.76
2011-12-21,1711277.76
2011-12-22,2139097.2
2011-12-23,2139097.2
2011-12-27,1960839.1
2011-12-28,2139097.2
2011-12-29,2049968.15
2011-12-30,2049968.15
2012-01-03,2049968.15
2012-01-04,2049968.15
2012-01-05,2049968.15
2012-01-06,2139097.2
2012-01-09,2139097.2
2012-01-10,2139097.2
2012-01-11,1889535.86
2012-01-12,1889535.86
2012-01-13,1889535.86
2012-01-17,2049968.15
2012-01-18,2049968.15
2012-01-19,1889535.86
2012-01-20,1889535.86
2012-01-23,1889535.86
2012-01-24,1889535.86
2012-01-25,1889535.86
2012-01-26,2049968.15
2012-01-27,2566916.64
2012-01-30,1889535.86
2012-01-31,1800406.81
2012-02-01,1800406.81
2012-02-02,1800406.81
2012-02-03,1800406.81
2012-02-06,1800406.81
2012-02-07,1800406.81
2012-02-08,1540149.98
2012-02-09,1540149.98
2012-02-10,2139097.2
2012-02-13,2139097.2
2012-02-14,2139097.2
2012-02-15,2139097.2
2012-02-16,2139097.2
2012-02-17,2139097.2
2012-02-21,2139097.2
2012-02-22,2049968.15
2012-02-23,2049968.15
2012-02-24,2049968.15
2012-02-27,2049968.15
2012-02-28,2049968.15
2012-02-29,2049968.15
2012-03-01,1711277.76
2012-03-02,1711277.76
2012-03-05,2566916.64
2012-03-06,2994736.08
2012-03-07,2994736.08
2012-03-08,2994736.08
2012-03-09,2994736.08
2012-03-12,2994736.08
2012-03-13,2994736.08
2012-03-14,2994736.08
2012-03-15,2994736.08
2012-03-16,2994736.08
2012-03-19,2994736.08
2012-03-20,2994736.08
2012-03-21,2994736.08
2012-03-22,2566916.64
2012-03-23,2994736.08
2012-03-26,2994736.08
2012-03-27,2566916.64
2012-03-28,2994736.08
2012-03-29,2905607.03
2012-03-30,2905607.03
2012-04-02,2566916.64
2012-04-03,2566916.64
2012-04-04,2994736.08
2012-04-05,2994736.08
2012-04-09,2994736.08
2012-04-10,2994736.08
2012-04-11,2994736.08
2012-04-12,2994736.08
2012-04-13,2994736.08
2012-04-16,1889535.86
2012-04-17,1889535.86
2012-04-18,1889535.86
2012-04-19,1889535.86
2012-04-20,1889535.86
2012-04-23,1889535.86
2012-04-24,1889535.86
2012-04-25,1889535.86
2012-04-26,1889535.86
2012-04-27,1960839.1
2012-04-30,1960839.1
2012-05-01,1960839.1
2012-05-02,1960839.1
2012-05-03,1540149.98
2012-05-04,1540149.98
2012-05-07,1540149.98
2012-05-08,1540149.98
2012-05-09,2816477.98
2012-05-10,2816477.98
2012-05-11,2816477.98
2012-05-14,2816477.98
2012-05-15,2994736.08
2012-05-16,1711277.76
2012-05-17,1711277.76
2012-05-18,1711277.76
2012-05-21,1711277.76
2012-05-22,1711277.76
2012-05-23,1711277.76
2012-05-24,1711277.76
2012-05-25,2566916.64
2012-05-29,2566916.64
2012-05-30,2566916.64
2012-05-31,2566916.64
2012-06-01,2566916.64
2012-06-04,2566916.64
2012-06-05,2566916.64
2012-06-06,2566916.64
2012-06-07,2566916.64
2012-06-08,2566916.64
2012-06-11,2566916.64
2012-06-12,2566916.64
2012-06-13,2139097.2
2012-06-14,2139097.2
2012-06-15,2139097.2
2012-06-18,2139097.2
2012-06-19,2139097.2
2012-06-20,2139097.2
2012-06-21,2139097.2
2012-06-22,2139097.2
2012-06-25,2139097.2
2012-06-26,2994736.08
2012-06-27,2905607.03
2012-06-28,2905607.03
2012-06-29,2994736.08
2012-07-02,2994736.08
2012-07-03,2994736.08
2012-07-05,2994736.08
2012-07-06,2994736.08
2012-07-09,2994736.08
2012-07-10,2139097.2
2012-07-11,2139097.2
2012-07-12,2139097.2
2012-07-13,1800406.81
2012-07-16,2139097.2
2012-07-17,2139097.2
2012-07-18,2139097.2
2012-07-19,2139097.2
2012-07-20,2139097.2
2012-07-23,2139097.2
2012-07-24,2139097.2
2012-07-25,1800406.81
2012-07-26,1800406.81
2012-07-27,1800406.81
2012-07-30,1800406.81
2012-07-31,1800406.81
2012-08-01,1800406.81
2012-08-02,1800406.81
2012-08-03,1800406.81
2012-08-06,1800406.81
2012-08-07,1800406.81
2012-08-08,1800406.81
2012-08-09,1800406.81
2012-08-10,1800406.81
2012-08-13,1800406.81
2012-08-14,1800406.81
2012-08-15,1800406.81
2012-08-16,1711277.76
2012-08-17,1711277.76
2012-08-20,1711277.76
2012-08-21,1711277.76
2012-08-22,1711277.76
2012-08-23,1711277.76
2012-08-24,1711277.76
2012-08-27,1711277.76
2012-08-28,1711277.76
2012-08-29,1711277.76
2012-08-30,1711277.76
2012-08-31,1711277.76
2012-09-04,1711277.76
2012-09-05,1800406.81
2012-09-06,1960839.1
2012-09-07,1960839.1
2012-09-10,1711277.76
2012-09-11,1711277.76
2012-09-12,1711277.76
2012-09-13,1960839.1
2012-09-14,1960839.1
2012-09-17,1960839.1
2012-09-18,1960839.1
2012-09-19,1960839.1
2012-09-20,1960839.1
2012-09-21,1960839.1
2012-09-24,1960839.1
2012-09-25,1960839.1
2012-09-26,1960839.1
2012-09-27,1711277.76
2012-09-28,1711277.76
2012-10-01,1831281.6
2012-10-02,1831281.6
2012-10-03,1831281.6
2012-10-04,1831281.6
2012-10-05,1831281.6
2012-10-08,1831281.6
2012-10-09,1831281.6
2012-10-10,1831281.6
2012-10-11,1831281.6
2012-10-12,1831281.6
2012-10-15,1831281.6
2012-10-16,1831281.6
2012-10-17,1831281.6
2012-10-18,1831281.6
2012-10-19,1831281.6
2012-10-22,2384481.25
2012-10-23,2384481.25
2012-10-24,2384481.25
2012-10-25,2384481.25
2012-10-26,2384481.25
2012-10-31,1831281.6
2012-11-01,1831281.6
2012-11-02,1831281.6
2012-11-05,1831281.6
2012-11-06,1831281.6
2012-11-07,1831281.6
2012-11-08,1831281.6
2012-11-09,1831281.6
