,CPRT
2023-04-25,36960528240
2023-04-26,36769813440
2023-04-27,37074957120
2023-04-28,37694780220
2023-05-01,37466301600
2023-05-02,37619225280
2023-05-03,37705244850
2023-05-04,37389839760
2023-05-05,37705244850
2023-05-08,37953745830
2023-05-09,37991976750
2023-05-10,38230920000
2023-05-11,38508094170
2023-05-12,39091115700
2023-05-15,39005096130
2023-05-16,38804383800
2023-05-17,39186693000
2023-05-18,42235608870
2023-05-19,42168704760
2023-05-22,42608360340
2023-05-23,41346739980
2023-05-24,41318066790
2023-05-25,41939319240
2023-05-26,41996665620
2023-05-30,42340743900
2023-05-31,41853299670
2023-06-01,41958434700
2023-06-02,42063569730
2023-06-05,42302512980
2023-06-06,42092242920
2023-06-07,41203374030
2023-06-08,41451875010
2023-06-09,40973988510
2023-06-12,41547452310
2023-06-13,41451875010
2023-06-14,41260720410
2023-06-15,41633471880
2023-06-16,41709933720
2023-06-20,41939319240
2023-06-21,42541456230
2023-06-22,42675264450
2023-06-23,42627475800
2023-06-26,42579687150
2023-06-27,42522340770
2023-06-28,42875976780
2023-06-29,43134035490
2023-06-30,43592806530
2023-07-03,43134035490
2023-07-05,43239170520
2023-07-06,42503225310
2023-07-07,42111358380
2023-07-10,43153150950
2023-07-11,43286959170
2023-07-12,43325190090
2023-07-13,43392094200
2023-07-14,44749291860
2023-07-17,44797080510
2023-07-18,44691945480
2023-07-19,44061135300
2023-07-20,43592806530
2023-07-21,43554575610
2023-07-24,42847303590
2023-07-25,43086246840
2023-07-26,42809072670
2023-07-27,42245166600
2023-07-28,42350301630
2023-07-31,42349213400
2023-08-01,42560001340
2023-08-02,42368375940
2023-08-03,42780370550
2023-08-04,42320469590
2023-08-07,42866601980
2023-08-08,42090519110
2023-08-09,41860568630
2023-08-10,41688105770
2023-08-11,42080937840
2023-08-14,42454607370
2023-08-15,42195913080
2023-08-16,41889312440
2023-08-17,41189879730
2023-08-18,41601874340
2023-08-21,41668943230
2023-08-22,41956381330
2023-08-23,43192365160
2023-08-24,41237786080
2023-08-25,41965962600
2023-08-28,42061775300
2023-08-29,42636651500
2023-08-30,43182783890
2023-08-31,42952833410
2023-09-01,43096552460
2023-09-05,43307340400
2023-09-06,43566034690
2023-09-07,42732464200
2023-09-08,42818695630
2023-09-11,43115715000
2023-09-12,42368375940
2023-09-13,42454607370
2023-09-14,42971995950
2023-09-15,42042612760
2023-09-18,42569582610
2023-09-19,42703720390
2023-09-20,42176750540
2023-09-21,41333598780
2023-09-22,41352761320
2023-09-25,41553967990
2023-09-26,40940766710
2023-09-27,41247367350
2023-09-28,41611455610
2023-09-29,41285692430
2023-10-02,41793499740
2023-10-03,40835372740
2023-10-04,41898893710
2023-10-05,42195913080
2023-10-06,42952833410
2023-10-09,43316921670
2023-10-10,43700172470
2023-10-11,44217561050
2023-10-12,44006773110
2023-10-13,43834310250
2023-10-16,44687043280
2023-10-17,44706205820
2023-10-18,43336084210
2023-10-19,42473769910
2023-10-20,41860568630
2023-10-23,42301307050
2023-10-24,42665395310
2023-10-25,41803081010
2023-10-26,41343180050
2023-10-27,40940766710
2023-10-30,41314436240
2023-10-31,41802048000
2023-11-01,42090205500
2023-11-02,43463756250
2023-11-03,44116913250
2023-11-06,44097702750
2023-11-07,44693228250
2023-11-08,44779675500
2023-11-09,44846912250
2023-11-10,46806383250
2023-11-13,46431778500
2023-11-14,47728487250
2023-11-15,47277040500
2023-11-16,47363487750
2023-11-17,48237565500
2023-11-20,48842696250
2023-11-21,48650591250
2023-11-22,48881117250
2023-11-24,48804275250
2023-11-27,49178880000
2023-11-28,48727433250
2023-11-29,48237565500
2023-11-30,48237565500
2023-12-01,48151118250
2023-12-04,47152172250
2023-12-05,46864014750
2023-12-06,45817042500
2023-12-07,45797832000
2023-12-08,45519279750
2023-12-11,47075330250
2023-12-12,47421119250
2023-12-13,47901381750
2023-12-14,47219409000
2023-12-15,46979277750
2023-12-18,46806383250
2023-12-19,46643094000
2023-12-20,46018752750
2023-12-21,46499015250
2023-12-22,46883225250
2023-12-26,47065725000
2023-12-27,46950462000
2023-12-28,46979277750
2023-12-29,47065725000
2024-01-02,45634542750
2024-01-03,44981385750
2024-01-04,44798886000
2024-01-05,44712438750
2024-01-08,45471253500
2024-01-09,45413622000
2024-01-10,46037963250
2024-01-11,45932305500
2024-01-12,45692174250
2024-01-16,46009147500
2024-01-17,45865068750
2024-01-18,46268489250
2024-01-19,46777567500
2024-01-22,47536382250
2024-01-23,47574803250
2024-01-24,46729541250
2024-01-25,47056119750
2024-01-26,46162831500
2024-01-29,46739146500
2024-01-30,47017698750
2024-01-31,46143621000
2024-02-01,47257830000
2024-02-02,48055065750
2024-02-05,48016644750
2024-02-06,48487302000
2024-02-07,48842696250
2024-02-08,48948354000
2024-02-09,48900327750
2024-02-12,48487302000
2024-02-13,47286645750
2024-02-14,47277040500
2024-02-15,47766908250
2024-02-16,47027304000
2024-02-20,46604673000
2024-02-21,46960067250
2024-02-22,47459540250
2024-02-23,49351774500
2024-02-26,50427562500
2024-02-27,50830983000
2024-02-28,50984667000
2024-02-29,51051903750
2024-03-01,51464929500
2024-03-04,51964402500
2024-03-05,51733876500
2024-03-06,52463875500
2024-03-07,53030585250
2024-03-08,52790454000
2024-03-11,52377428250
2024-03-12,53011374750
2024-03-13,54029531250
2024-03-14,54192820500
2024-03-15,53914268250
2024-03-18,53875847250
2024-03-19,54048741750
2024-03-20,54653872500
2024-03-21,54951635250
2024-03-22,55143740250
2024-03-25,54922819500
2024-03-26,54961240500
2024-03-27,54980451000
2024-03-28,55633608000
2024-04-01,55777686750
2024-04-02,54990056250
2024-04-03,55105319250
2024-04-04,53539663500
2024-04-05,54317688750
2024-04-08,54058347000
2024-04-09,54452162250
2024-04-10,53818215750
2024-04-11,53789400000
2024-04-12,53193874500
2024-04-15,52588743750
2024-04-16,52233349500
2024-04-17,51887560500
2024-04-18,51099930000
2024-04-19,50792562000
2024-04-22,51195982500
2024-04-23,52166112750
2024-04-24,52761638250
2024-04-25,53040190500
2024-04-26,53530058250
2024-04-29,53510847750
2024-04-30,52166112750
2024-05-01,52290981000
2024-05-02,52252560000
2024-05-03,53020980000
2024-05-06,53539663500
2024-05-07,53722163250
2024-05-08,52982559000
2024-05-09,53078611500
2024-05-10,52579138500
2024-05-13,52505371670
2024-05-14,52322627200
2024-05-15,53197877030
2024-05-16,52495753540
2024-05-17,52418808500
2024-05-20,52822769960
2024-05-21,52832388090
2024-05-22,51889811350
2024-05-23,51476231760
2024-05-24,51957138260
2024-05-28,50716399490
2024-05-29,50148929820
2024-05-30,50524036890
2024-05-31,51033797780
2024-06-03,50639454450
2024-06-04,50966470870
2024-06-05,51937902000
2024-06-06,51428141110
2024-06-07,51707066880
2024-06-10,51543558670
2024-06-11,51235778510
2024-06-12,51822484440
2024-06-13,51033797780
2024-06-14,51178069730
2024-06-17,52274536550
2024-06-18,52765061180
2024-06-20,51947520130
2024-06-21,52168737120
2024-06-24,52803533700
2024-06-25,53159404510
2024-06-26,52543844190
2024-06-27,52668879880
2024-06-28,52091792080
2024-07-01,51312723550
2024-07-02,52601552970
2024-07-03,51832102570
2024-07-05,52149500860
2024-07-08,52697734270
2024-07-09,52361099720
2024-07-10,52062937690
2024-07-11,52745824920
2024-07-12,53419094020
2024-07-15,52630407360
2024-07-16,51937902000
2024-07-17,50966470870
2024-07-18,49677641450
2024-07-19,49735350230
2024-07-22,50524036890
2024-07-23,50322056160
2024-07-24,49206353080
2024-07-25,48504229590
2024-07-26,49100553650
2024-07-29,49100553650
2024-07-30,49744968360
2024-07-31,50331674290
2024-08-01,50235492990
2024-08-02,49754586490
2024-08-05,48985136090
2024-08-06,47763633580
2024-08-07,47311581470
2024-08-08,48177213170
2024-08-09,49042844870
