,PRGO
2009-07-17,2570788920
2009-07-20,2604845200
2009-07-21,2603924760
2009-07-22,2570788920
2009-07-23,2602083880
2009-07-24,2605765640
2009-07-27,2603924760
2009-07-28,2561584520
2009-07-29,2551459680
2009-07-30,2518323840
2009-07-31,2498074160
2009-08-03,2579993320
2009-08-04,2577232000
2009-08-05,2522005600
2009-08-06,2475063160
2009-08-07,2464017880
2009-08-10,2462177000
2009-08-11,2439166000
2009-08-12,2441927320
2009-08-13,2464017880
2009-08-14,2439166000
2009-08-17,2439166000
2009-08-18,2566186720
2009-08-19,2590118160
2009-08-20,2638901480
2009-08-21,2669276000
2009-08-24,2708854920
2009-08-25,2766842640
2009-08-26,2724502400
2009-08-27,2724502400
2009-08-28,2739229440
2009-08-31,2717138880
2009-09-01,2695968760
2009-09-02,2695048320
2009-09-03,2681241720
2009-09-04,2735547680
2009-09-08,2794455840
2009-09-09,2835875640
2009-09-10,2854284440
2009-09-11,2871772800
2009-09-14,2853364000
2009-09-15,2870852360
2009-09-16,2961055480
2009-09-17,2964737240
2009-09-18,2934362720
2009-09-21,2989589119
2009-09-22,2996032199
2009-09-23,2963816800
2009-09-24,2943567120
2009-09-25,2904908640
2009-09-28,2974862080
2009-09-29,3086235320
2009-09-30,3128575560
2009-10-01,3107308939
2009-10-02,3087149460
2009-10-05,3115556000
2009-10-06,3196193920
2009-10-07,3216353400
2009-10-08,3291493280
2009-10-09,3302489360
2009-10-12,3316234460
2009-10-13,3398705060
2009-10-14,3456434480
2009-10-15,3468346900
2009-10-16,3428027939
2009-10-19,3535239720
2009-10-20,3484841020
2009-10-21,3395039699
2009-10-22,3333644920
2009-10-23,3369382180
2009-10-26,3362051460
2009-10-27,3381294600
2009-10-28,3332728580
2009-10-29,3375796560
2009-10-30,3407868460
2009-11-02,3491255400
2009-11-03,3506833180
2009-11-04,3464681540
2009-11-05,3549901160
2009-11-06,3590220120
2009-11-09,3630539080
2009-11-10,3616793980
2009-11-11,3658945620
2009-11-12,3637869800
2009-11-13,3682770460
2009-11-16,3665360000
2009-11-17,3641535160
2009-11-18,3603048880
2009-11-19,3589303780
2009-11-20,3602132540
2009-11-23,3642451500
2009-11-24,3658945620
2009-11-25,3717591380
2009-11-27,3727671120
2009-11-30,3678188760
2009-12-01,3742332560
2009-12-02,3649782220
2009-12-03,3610379600
2009-12-04,3618626660
2009-12-07,3634204439
2009-12-08,3627790060
2009-12-09,3619543000
2009-12-10,3690101180
2009-12-11,3628706400
2009-12-14,3657112939
2009-12-15,3593885480
2009-12-16,3563646260
2009-12-17,3515996580
2009-12-18,3493088080
2009-12-21,3552650180
2009-12-22,3597550840
2009-12-23,3577391360
2009-12-24,3617710319
2009-12-28,3618626660
2009-12-29,3598467180
2009-12-30,3636953460
2009-12-31,3649782220
2010-01-04,3679072650
2010-01-05,3536833410
2010-01-06,3492155699
2010-01-07,3463890210
2010-01-08,3444742620
2010-01-11,3596099760
2010-01-12,3748368690
2010-01-13,3821311889
2010-01-14,3841371270
2010-01-15,3843194850
2010-01-19,3921608790
2010-01-20,3900637620
2010-01-21,3879666449
2010-01-22,3880578240
2010-01-25,3791222820
2010-01-26,3875107500
2010-01-27,3925255949
2010-01-28,3969021870
2010-01-29,4037406120
2010-02-01,4030111800
2010-02-02,4186939680
2010-02-03,4218852330
2010-02-04,4174174620
2010-02-05,4129496910
2010-02-08,4170527460
2010-02-09,4223411280
2010-02-10,4176909990
2010-02-11,4290883740
2010-02-12,4426740450
2010-02-16,4419446130
2010-02-17,4387533480
2010-02-18,4486006800
2010-02-19,4548008520
2010-02-22,4486006800
2010-02-23,4465035630
2010-02-24,4441329090
2010-02-25,4527037350
2010-02-26,4519743030
2010-03-01,4664717640
2010-03-02,4803309720
2010-03-03,4763190960
2010-03-04,4675659120
2010-03-05,4625510670
2010-03-08,4571715060
2010-03-09,4497860070
2010-03-10,4568067900
2010-03-11,4629157830
2010-03-12,4620951720
2010-03-15,4644658260
2010-03-16,4697542080
2010-03-17,4564420740
2010-03-18,4576274010
2010-03-19,4593598020
2010-03-22,4661982270
2010-03-23,5215438800
2010-03-24,5270146200
2010-03-25,5154348870
2010-03-26,5178055410
2010-03-29,5308441380
2010-03-30,5350383720
2010-03-31,5354030880
2010-04-01,5386855320
2010-04-05,5562830790
2010-04-06,5533653510
2010-04-07,5432444820
2010-04-08,5379561000
2010-04-09,5379561000
2010-04-12,5462533890
2010-04-13,5540947830
2010-04-14,5561007210
2010-04-15,5651274420
2010-04-16,5502652650
2010-04-19,5422415130
2010-04-20,5470740000
2010-04-21,5385943530
2010-04-22,5458886730
2010-04-23,5523623820
2010-04-26,5492622960
2010-04-27,5416944390
2010-04-28,5383208160
2010-04-29,5787131130
2010-04-30,5574684060
2010-05-03,5732423730
2010-05-04,5649450840
2010-05-05,5623008930
2010-05-06,5409650070
2010-05-07,5249175030
2010-05-10,5651274420
2010-05-11,5783483970
2010-05-12,5867368649
2010-05-13,5694128550
2010-05-14,5517241290
2010-05-17,5468004630
2010-05-18,5334883290
2010-05-19,5315735700
2010-05-20,5110582950
2010-05-21,5342177610
2010-05-24,5200850160
2010-05-25,5115141900
2010-05-26,5297499900
2010-05-27,5492622960
2010-05-28,5416944390
2010-06-01,5153437080
2010-06-02,5241880710
2010-06-03,5370443100
2010-06-04,5195379420
2010-06-07,5089611780
2010-06-08,5258292930
2010-06-09,5319382860
2010-06-10,5433356610
2010-06-11,5461622100
2010-06-14,5448857040
2010-06-15,5487152220
2010-06-16,5400532170
2010-06-17,5417856180
2010-06-18,5358589830
2010-06-21,5468004630
2010-06-22,5393237850
2010-06-23,5338530450
2010-06-24,5268322620
2010-06-25,5396885010
2010-06-28,5406914700
2010-06-29,5398708590
2010-06-30,5385943530
2010-07-01,5278961760
2010-07-02,5256924000
2010-07-06,5239477440
2010-07-07,5182546560
2010-07-08,5279880000
2010-07-09,5330383200
2010-07-12,5222949120
2010-07-13,5265188160
2010-07-14,5244068640
2010-07-15,5399251200
2010-07-16,5260596960
2010-07-19,5076030720
2010-07-20,5103577920
2010-07-21,5061338880
2010-07-22,5143062240
2010-07-23,5158672320
2010-07-26,5339565600
2010-07-27,5301917760
2010-07-28,5156835840
2010-07-29,5073276000
2010-07-30,5143062240
2010-08-02,5208257280
2010-08-03,5289980640
2010-08-04,5345993280
2010-08-05,5315691360
2010-08-06,5332219680
2010-08-09,5412106560
2010-08-10,5415779520
2010-08-11,5229376800
2010-08-12,5436899040
2010-08-13,5412106560
2010-08-16,5394660000
2010-08-17,5417616000
2010-08-18,5399251200
2010-08-19,5401087680
2010-08-20,5344156800
2010-08-23,5326710240
2010-08-24,5279880000
2010-08-25,5278043520
2010-08-26,5271615840
2010-08-27,5337729120
2010-08-30,5290898880
2010-08-31,5234886240
2010-09-01,5324873760
2010-09-02,5316609600
2010-09-03,5349666240
2010-09-07,5326710240
2010-09-08,5408433600
2010-09-09,5407515360
2010-09-10,5408433600
2010-09-13,5544333120
2010-09-14,5707779840
2010-09-15,5916220320
2010-09-16,5806949760
2010-09-17,5688496800
2010-09-20,5795930880
2010-09-21,5834496960
2010-09-22,5924484480
2010-09-23,5897855520
2010-09-24,6119151360
2010-09-27,6046610399
2010-09-28,6010799039
2010-09-29,5923566240
2010-09-30,5896937280
2010-10-01,5946197040
2010-10-04,5919449760
2010-10-05,6061487040
2010-10-06,6064254000
2010-10-07,6069787920
2010-10-08,6126971760
2010-10-11,6047652239
2010-10-12,6149107440
2010-10-13,6138961920
2010-10-14,6055953120
2010-10-15,5997846960
2010-10-18,5964643440
2010-10-19,5873333760
2010-10-20,5945274719
2010-10-21,5965565760
2010-10-22,5995080000
2010-10-25,6105758400
2010-10-26,6122360160
2010-10-27,6136194960
2010-10-28,6138961920
2010-10-29,6076244160
2010-11-01,6176777040
2010-11-02,6116826239
2010-11-03,5879790000
2010-11-04,5930517600
2010-11-05,5894547120
2010-11-08,5905614960
2010-11-09,5509939680
2010-11-10,5564356560
2010-11-11,5564356560
2010-11-12,5448144240
2010-11-15,5541298560
2010-11-16,5486881680
2010-11-17,5504405760
2010-11-18,5616928800
2010-11-19,5609550240
2010-11-22,5806004400
2010-11-23,5720228640
2010-11-24,5820761520
2010-11-26,5757121440
2010-11-29,5627074320
2010-11-30,5556055680
2010-12-01,5638142160
2010-12-02,5796781200
2010-12-03,5913915840
2010-12-06,5931439920
2010-12-07,5952653280
2010-12-08,6071632560
2010-12-09,6148185120
2010-12-10,6092845920
2010-12-13,6126049440
2010-12-14,6076244160
2010-12-15,6114059280
2010-12-16,6271776000
2010-12-17,6182310960
2010-12-20,6130661040
2010-12-21,6077166480
2010-12-22,6043040640
2010-12-23,6077166480
2010-12-27,6031972800
2010-12-28,5984012160
2010-12-29,6002458560
2010-12-30,5843819520
2010-12-31,5841052560
2011-01-03,5890562890
2011-01-04,5849880930
2011-01-05,5840635030
2011-01-06,6105992360
2011-01-07,6093048100
2011-01-10,6126333340
2011-01-11,6179034970
2011-01-12,6116162850
2011-01-13,6117087440
2011-01-14,6200300540
2011-01-18,6176261200
2011-01-19,6125408750
2011-01-20,6581231620
2011-01-21,6490621800
2011-01-24,6544248020
2011-01-25,6792038139
2011-01-26,6812379120
2011-01-27,6848438129
2011-01-28,6730090610
2011-01-31,6723618480
2011-02-01,6841966000
2011-02-02,6727316840
2011-02-03,6618215220
2011-02-04,6626536530
2011-02-07,6603421780
2011-02-08,6645952920
2011-02-09,6657048000
2011-02-10,6651500460
2011-02-11,6792038139
2011-02-14,6902988940
2011-02-15,6800359450
2011-02-16,6870628290
2011-02-17,7037979080
2011-02-18,6999146300
2011-02-22,6862306980
2011-02-23,6765225030
2011-02-24,6694031600
2011-02-25,7018562690
2011-02-28,7066641370
2011-03-01,7032431540
2011-03-02,7048149570
2011-03-03,7160949550
2011-03-04,7174818399
2011-03-07,7026884000
2011-03-08,7136910210
2011-03-09,7076811860
2011-03-10,7136910210
2011-03-11,7130438080
2011-03-14,7007467610
2011-03-15,6976031550
2011-03-16,6845664360
2011-03-17,6930726639
2011-03-18,6951067620
2011-03-21,7016713510
2011-03-22,7008392200
2011-03-23,6917782379
2011-03-24,6926103690
2011-03-25,7019487280
2011-03-28,7041677440
2011-03-29,7118418410
2011-03-30,7261729860
2011-03-31,7352339680
2011-04-01,7387474100
2011-04-04,7383775740
2011-04-05,7449421629
2011-04-06,7466064250
2011-04-07,7492877360
2011-04-08,7515992110
2011-04-11,7795218290
2011-04-12,7895998600
2011-04-13,8090162500
2011-04-14,8153959210
2011-04-15,8189093629
2011-04-18,8043008410
2011-04-19,8081841190
2011-04-20,8154883800
2011-04-21,8239021490
2011-04-25,8161355930
2011-04-26,8283401810
2011-04-27,8483113250
2011-04-28,8361067370
2011-04-29,8354595240
2011-05-02,8319460820
2011-05-03,8185395270
2011-05-04,8041159230
2011-05-05,7951474000
2011-05-06,7996778910
2011-05-09,8087388730
2011-05-10,8083690370
2011-05-11,8055952670
2011-05-12,8092936270
2011-05-13,8006949399
2011-05-16,7919113350
2011-05-17,7868260899
2011-05-18,7961644490
2011-05-19,8034687100
2011-05-20,7905244500
2011-05-23,7684267490
2011-05-24,7671323230
2011-05-25,7683342899
2011-05-26,7832201889
2011-05-27,7859015000
2011-05-31,7910792040
2011-06-01,7795218290
2011-06-02,7930208430
2011-06-03,7794293700
2011-06-06,7641736350
2011-06-07,7868260899
2011-06-08,7763782230
2011-06-09,7830352710
2011-06-10,7716628139
2011-06-13,7684267490
2011-06-14,7827578940
2011-06-15,7746215020
2011-06-16,7754536330
2011-06-17,7741592070
2011-06-20,7873808440
2011-06-21,8097559220
2011-06-22,8076293649
2011-06-23,8007873990
2011-06-24,7938529740
2011-06-27,7914490399
2011-06-28,8005100220
2011-06-29,8039310050
2011-06-30,8124372330
2011-07-01,8295041000
2011-07-05,8360071000
2011-07-06,8436249000
2011-07-07,8455758000
2011-07-08,8467835000
2011-07-11,8353568000
2011-07-12,8404663000
2011-07-13,8558877000
2011-07-14,8605327000
2011-07-15,8528220000
2011-07-18,8420456000
2011-07-19,8651777000
2011-07-20,8591392000
2011-07-21,8762328000
2011-07-22,8702872000
2011-07-25,8661996000
2011-07-26,8702872000
2011-07-27,8474338000
2011-07-28,8449255000
2011-07-29,8389799000
2011-08-01,8306189000
2011-08-02,7970820000
2011-08-03,8173342000
2011-08-04,7784091000
2011-08-05,7620587000
2011-08-08,7170951000
2011-08-09,7938305000
2011-08-10,7770156000
2011-08-11,8213289000
2011-08-12,8176129000
2011-08-15,8210502000
2011-08-16,8320124000
2011-08-17,8315479000
2011-08-18,7897429000
2011-08-19,7911364000
2011-08-22,8038637000
2011-08-23,8421385000
2011-08-24,8701943000
2011-08-25,8448326000
2011-08-26,8517072000
2011-08-29,8696369000
2011-08-30,8930477000
2011-08-31,8801346000
2011-09-01,8679647000
2011-09-02,8348923000
2011-09-06,8431604000
2011-09-07,8657351000
2011-09-08,8706588000
2011-09-09,8443681000
2011-09-12,8410237000
2011-09-13,8311763000
2011-09-14,8638771000
2011-09-15,8786482000
2011-09-16,8950915000
2011-09-19,8959276000
2011-09-20,9038241000
2011-09-21,8908181000
2011-09-22,8722381000
2011-09-23,8824571000
2011-09-26,8823642000
2011-09-27,9084691000
2011-09-28,8985288000
2011-09-29,9153437000
2011-09-30,9021519000
2011-10-03,8491500890
2011-10-04,8653705430
2011-10-05,8810316710
2011-10-06,9071335510
2011-10-07,8884893510
2011-10-10,9166420930
2011-10-11,9156166620
2011-10-12,9060148990
2011-10-13,9106759490
2011-10-14,9125403690
2011-10-17,9093708550
2011-10-18,9140319050
2011-10-19,8961334730
2011-10-20,8978114510
2011-10-21,9057352360
2011-10-24,9416253210
2011-10-25,9153369990
2011-10-26,9213031430
2011-10-27,8430907240
2011-10-28,8384296740
2011-10-31,8415991880
2011-11-01,8217431150
2011-11-02,8376839060
2011-11-03,8335821820
2011-11-04,8281753640
2011-11-07,8331160770
2011-11-08,8562348849
2011-11-09,8325567510
2011-11-10,8416924090
2011-11-11,8550230120
2011-11-14,8561416640
2011-11-15,8759977370
2011-11-16,8553958960
2011-11-17,8414127460
2011-11-18,8525060450
2011-11-21,8386161159
2011-11-22,8389890000
2011-11-23,8387093370
2011-11-25,8349804969
2011-11-28,8869045940
2011-11-29,9111420540
2011-11-30,9126335900
2011-12-01,9057352360
2011-12-02,9225150160
2011-12-05,9462863710
2011-12-06,9399473430
2011-12-07,9278286130
2011-12-08,9078793190
2011-12-09,9287608230
2011-12-12,9171081980
2011-12-13,9062945620
2011-12-14,8933368430
2011-12-15,9039640370
2011-12-16,9152437780
2011-12-19,9138454630
2011-12-20,9396676800
2011-12-21,9552355870
2011-12-22,9394812380
2011-12-23,9411592160
2011-12-27,9385490280
2011-12-28,9219556900
2011-12-29,9232607840
2011-12-30,9070403300
2012-01-03,9197671500
2012-01-04,8874749700
2012-01-05,8973679500
2012-01-06,8965279800
2012-01-09,9011944800
2012-01-10,9293801400
2012-01-11,9092208600
2012-01-12,9098741700
2012-01-13,9054876600
2012-01-17,9136073700
2012-01-18,9319000500
2012-01-19,9279801900
2012-01-20,9191138400
2012-01-23,9301267800
2012-01-24,9103408200
2012-01-25,9218204100
2012-01-26,8971812900
2012-01-27,8969013000
2012-01-30,8886882600
2012-01-31,8922348000
2012-02-01,8865416700
2012-02-02,8691822900
2012-02-03,8741287800
2012-02-06,8773953300
2012-02-07,8890615800
2012-02-08,8768353500
2012-02-09,8777686500
2012-02-10,8708622300
2012-02-13,8863550100
2012-02-14,8841150900
2012-02-15,8726355000
2012-02-16,8821551600
2012-02-17,8857017000
2012-02-21,8805685500
2012-02-22,8843950800
2012-02-23,8959680000
2012-02-24,8982079200
2012-02-27,9147273300
2012-02-28,9370332000
2012-02-29,9618589800
2012-03-01,9997509600
2012-03-02,9874314000
2012-03-05,9846315000
2012-03-06,9639122400
2012-03-07,9803383200
2012-03-08,9850981500
2012-03-09,9808049700
2012-03-12,9757651500
2012-03-13,9729652500
2012-03-14,9676454400
2012-03-15,9575658000
2012-03-16,9453395700
2012-03-19,9537392700
2012-03-20,9528059700
2012-03-21,9584057700
2012-03-22,9663388200
2012-03-23,9573791400
2012-03-26,9637255800
2012-03-27,9590590800
2012-03-28,9582191100
2012-03-29,9611123400
2012-03-30,9641922300
2012-04-02,9812716200
2012-04-03,9820182600
2012-04-04,9746451900
2012-04-05,9861247800
2012-04-09,9734319000
2012-04-10,9627922800
2012-04-11,9640055700
2012-04-12,9700720200
2012-04-13,9719386200
2012-04-16,9755784900
2012-04-17,9943378200
2012-04-18,10032041700
2012-04-19,9875247300
2012-04-20,9863114400
2012-04-23,9780984000
2012-04-24,9732452400
2012-04-25,9766984500
2012-04-26,9858447900
2012-04-27,9909779400
2012-04-30,9790317000
2012-05-01,9784717200
2012-05-02,9738985500
2012-05-03,9723119400
2012-05-04,9579391200
2012-05-07,9685787400
2012-05-08,9333000000
2012-05-09,9247136400
2012-05-10,9409530600
2012-05-11,9483261300
2012-05-14,9324600300
2012-05-15,9509393700
2012-05-16,9524326500
2012-05-17,9336733200
2012-05-18,9269535600
2012-05-21,9390864600
2012-05-22,9466461900
2012-05-23,9446862600
2012-05-24,9605523600
2012-05-25,9612990000
2012-05-29,9731519100
2012-05-30,9765117900
2012-05-31,9696053700
2012-06-01,9467395200
2012-06-04,9649388700
2012-06-05,9773517600
2012-06-06,9840715200
2012-06-07,9765117900
2012-06-08,9911646000
2012-06-11,9978843600
2012-06-12,10234567800
2012-06-13,10251367200
2012-06-14,10304565300
2012-06-15,10417494600
2012-06-18,10691884800
2012-06-19,10708684200
2012-06-20,10779615000
2012-06-21,10678818600
2012-06-22,10745082900
2012-06-25,10770282000
2012-06-26,10759082400
2012-06-27,10897210800
2012-06-28,10697484600
2012-06-29,11006406900
2012-07-02,11099088000
2012-07-03,11114064000
2012-07-05,11074752000
2012-07-06,11052288000
2012-07-09,11041992000
2012-07-10,10740600000
2012-07-11,10734984000
2012-07-12,10666656000
2012-07-13,10740600000
2012-07-16,10654488000
2012-07-17,10786464000
2012-07-18,10738728000
2012-07-19,10741536000
2012-07-20,10565568000
2012-07-23,10463544000
2012-07-24,10363392000
2012-07-25,10489752000
2012-07-26,10682568000
2012-07-27,10858536000
2012-07-30,10771488000
2012-07-31,10672272000
2012-08-01,10668528000
2012-08-02,10690056000
2012-08-03,10842624000
2012-08-06,10835136000
2012-08-07,10765872000
2012-08-08,10803312000
2012-08-09,10774296000
2012-08-10,10810800000
2012-08-13,10769616000
2012-08-14,10912824000
2012-08-15,10913760000
2012-08-16,10195848000
2012-08-17,10008648000
2012-08-20,10168704000
2012-08-21,10078848000
2012-08-22,10099440000
2012-08-23,10166832000
2012-08-24,10341864000
2012-08-27,10357776000
2012-08-28,10397088000
2012-08-29,10299744000
2012-08-30,10270728000
2012-08-31,10293192000
2012-09-04,10355904000
2012-09-05,10326888000
2012-09-06,10479456000
2012-09-07,10468224000
2012-09-10,10426104000
2012-09-11,10343736000
2012-09-12,10289448000
2012-09-13,10381176000
2012-09-14,10525320000
2012-09-17,10556208000
2012-09-18,10746216000
2012-09-19,10734984000
2012-09-20,10769616000
2012-09-21,10972728000
2012-09-24,10976472000
2012-09-25,10932480000
2012-09-26,10881000000
2012-09-27,10912824000
2012-09-28,10873512000
2012-10-01,11012592000
2012-10-02,11094285000
2012-10-03,11191002000
2012-10-04,11265183000
2012-10-05,11253915000
2012-10-08,11229501000
2012-10-09,11073627000
2012-10-10,10999446000
2012-10-11,11056725000
2012-10-12,11074566000
2012-10-15,11089590000
2012-10-16,11202270000
2012-10-17,11194758000
2012-10-18,11192880000
2012-10-19,11058603000
2012-10-22,11101797000
2012-10-23,10998507000
2012-10-24,11000385000
2012-10-25,11021043000
2012-10-26,10959069000
2012-10-31,10790988000
2012-11-01,10756245000
2012-11-02,10798500000
2012-11-05,10897095000
2012-11-06,10833243000
2012-11-07,10296135000
2012-11-08,9876402000
2012-11-09,9913023000
2012-11-12,9870768000
2012-11-13,9712077000
2012-11-14,9468876000
2012-11-15,9442584000
2012-11-16,9568410000
2012-11-19,9570288000
2012-11-20,9604092000
2012-11-21,9590946000
2012-11-23,9707382000
2012-11-26,9640713000
2012-11-27,9596580000
2012-11-28,9697053000
2012-11-29,9689541000
2012-11-30,9718650000
2012-12-03,9628506000
2012-12-04,9859500000
2012-12-05,9841659000
2012-12-06,9644469000
2012-12-07,9609726000
2012-12-10,9847293000
2012-12-11,9898938000
2012-12-12,9841659000
2012-12-13,9778746000
2012-12-14,9784380000
2012-12-17,9640713000
2012-12-18,9741186000
2012-12-19,9664188000
2012-12-20,9731796000
2012-12-21,9651042000
2012-12-24,9724284000
2012-12-26,9661371000
2012-12-27,9707382000
2012-12-28,9604092000
2012-12-31,9768417000
2013-01-02,10030740000
2013-01-03,10153880000
2013-01-04,10197120000
2013-01-07,10248820000
2013-01-08,10232840000
2013-01-09,10306160000
2013-01-10,10361620000
2013-01-11,9761900000
2013-01-14,9820180000
2013-01-15,9879400000
2013-01-16,9840860000
2013-01-17,9749680000
2013-01-18,9776000000
2013-01-22,9795740000
2013-01-23,9735580000
2013-01-24,9551340000
2013-01-25,9693280000
2013-01-28,9526900000
2013-01-29,9329500000
2013-01-30,9337960000
2013-01-31,9447940000
2013-02-01,9896320000
2013-02-04,9940500000
2013-02-05,10052360000
2013-02-06,10016640000
2013-02-07,10043900000
2013-02-08,10180200000
2013-02-11,10471600000
2013-02-12,10485700000
2013-02-13,10501680000
2013-02-14,10637040000
2013-02-15,10676520000
2013-02-19,10784620000
2013-02-20,10728220000
2013-02-21,10676520000
2013-02-22,10651140000
2013-02-25,10772400000
2013-02-26,10684980000
2013-02-27,10729160000
2013-02-28,10637980000
2013-03-01,10626700000
2013-03-04,10772400000
2013-03-05,10809060000
2013-03-06,10968860000
2013-03-07,10851360000
2013-03-08,10874860000
2013-03-11,10941600000
2013-03-12,11054400000
2013-03-13,10999880000
2013-03-14,10969800000
2013-03-15,10924680000
2013-03-18,11016800000
2013-03-19,11026200000
2013-03-20,11059100000
2013-03-21,11117380000
2013-03-22,11115500000
2013-03-25,11099520000
2013-03-26,11048760000
2013-03-27,11013980000
2013-03-28,11161560000
2013-04-01,11172472430
2013-04-02,11254242860
2013-04-03,11137696500
2013-04-04,11138636390
2013-04-05,11095401450
2013-04-08,11156494300
2013-04-09,11127357710
2013-04-10,11248603520
2013-04-11,11254242860
2013-04-12,11271160880
2013-04-15,11024909700
2013-04-16,11129237490
2013-04-17,11076603650
2013-04-18,11062505300
2013-04-19,11228865830
2013-04-22,11256122640
2013-04-23,11276800220
2013-04-24,11071904200
2013-04-25,11186570780
2013-04-26,11166833090
2013-04-29,11286199120
2013-04-30,11223226490
2013-05-01,11140516170
2013-05-02,11148035290
2013-05-03,11206308470
2013-05-06,11169652760
2013-05-07,10929980810
2013-05-08,11117018920
2013-05-09,10999532670
2013-05-10,11244843960
2013-05-13,11223226490
2013-05-14,11314395820
2013-05-15,11377368450
2013-05-16,11260822090
2013-05-17,11229805720
2013-05-20,11187510670
2013-05-21,11151794850
2013-05-22,11097281230
2013-05-23,11077543540
2013-05-24,11177171880
2013-05-28,11216647260
2013-05-29,10999532670
2013-05-30,11015510800
2013-05-31,10887685760
2013-06-03,10898024550
2013-06-04,10773019180
2013-06-05,10633915460
2013-06-06,11045587280
2013-06-07,10978855090
2013-06-10,11033368710
2013-06-11,11010811350
2013-06-12,10946898830
2013-06-13,11097281230
2013-06-14,11147095400
2013-06-17,11232625390
2013-06-18,11387707240
2013-06-19,11287139010
2013-06-20,11132997050
2013-06-21,11242024290
2013-06-24,11137696500
2013-06-25,11164953310
2013-06-26,11241084400
2013-06-27,11361390320
2013-06-28,11372669000
2013-07-01,11486748000
2013-07-02,11493342000
2013-07-03,11504646000
2013-07-05,11659134000
2013-07-08,11710944000
2013-07-09,11908764000
2013-07-10,12042528000
2013-07-11,12077382000
2013-07-12,12103758000
2013-07-15,12088686000
2013-07-16,12052890000
2013-07-17,12043470000
2013-07-18,12150858000
2013-07-19,12186654000
2013-07-22,12263898000
2013-07-23,12178176000
2013-07-24,12246942000
2013-07-25,12469254000
2013-07-26,12644465999
2013-07-29,11791014000
2013-07-30,11888982000
2013-07-31,11717538000
2013-08-01,11813622000
2013-08-02,12094337999
2013-08-05,11983182000
2013-08-06,12047238000
2013-08-07,12103758000
2013-08-08,12145206000
2013-08-09,12092454000
2013-08-12,12085860000
2013-08-13,12023688000
2013-08-14,11908764000
2013-08-15,11521602000
2013-08-16,11304000000
2013-08-19,11185308000
2013-08-20,11211684000
2013-08-21,11162700000
2013-08-22,11283276000
2013-08-23,11245596000
2013-08-26,11230524000
2013-08-27,11005386000
2013-08-28,11140092000
2013-08-29,11401968000
2013-08-30,11450010000
2013-09-03,11492400000
2013-09-04,11655366000
2013-09-05,11622396000
2013-09-06,11675148000
2013-09-09,11608266000
2013-09-10,11656308000
2013-09-11,11641236000
2013-09-12,11579064000
2013-09-13,11628048000
2013-09-16,11672322000
2013-09-17,11741088000
2013-09-18,11775000000
2013-09-19,11806086000
2013-09-20,11773116000
2013-09-23,11722248000
2013-09-24,11714712000
2013-09-25,11599788000
2013-09-26,11573412000
2013-09-27,11652540000
2013-09-30,12177606000
2013-10-01,12357240000
2013-10-02,12348357000
2013-10-03,12358227000
2013-10-04,12737235000
2013-10-07,12752039999
2013-10-08,12651366000
2013-10-09,12676041000
2013-10-10,12815208000
2013-10-11,12790533000
2013-10-14,12924764999
2013-10-15,12893181000
2013-10-16,13022478000
2013-10-17,13047153000
2013-10-18,13092555000
2013-10-21,12954375000
2013-10-22,12931674000
2013-10-23,12766845000
2013-10-24,12752039999
2013-10-25,12891207000
2013-10-28,12910947000
2013-10-29,12890220000
2013-10-30,12694794000
2013-10-31,13609742999
2013-11-01,14052906000
2013-11-04,14186150999
2013-11-05,14064750000
2013-11-06,14339136000
2013-11-07,14330253000
2013-11-08,14681625000
2013-11-11,14766507000
2013-11-12,14807961000
2013-11-13,14875077000
2013-11-14,15052737000
2013-11-15,15113931000
2013-11-18,15031023000
2013-11-19,15023127000
2013-11-20,15082347000
2013-11-21,15298500000
2013-11-22,15326136000
2013-11-25,15440628000
2013-11-26,15441614999
2013-11-27,15377460000
2013-11-29,15386342999
2013-12-02,15484056000
2013-12-03,15321200999
2013-12-04,15287642999
2013-12-05,15359694000
2013-12-06,15360681000
2013-12-09,15250137000
2013-12-10,15239280000
2013-12-11,14914557000
2013-12-12,15168216000
2013-12-13,14984634000
2013-12-16,14907648000
2013-12-17,15125775000
2013-12-18,15364628999
2013-12-19,14917517999
2013-12-20,15028062000
2013-12-23,14982660000
2013-12-24,14962920000
2013-12-26,15019178999
2013-12-27,15014244000
2013-12-30,20470807000
2013-12-31,20517602000
2014-01-02,20469470000
2014-01-03,20620551000
2014-01-06,20446741000
2014-01-07,20667346000
2014-01-08,21128611000
2014-01-09,21251615000
2014-01-10,21619290000
2014-01-13,21509656000
2014-01-14,21125937000
2014-01-15,21084490000
2014-01-16,21012292000
2014-01-17,20861211000
2014-01-21,20751577000
2014-01-22,21000259000
2014-01-23,20744892000
2014-01-24,20428023000
2014-01-27,20498884000
2014-01-28,20997585000
2014-01-29,20547016000
2014-01-30,20843830000
2014-01-31,20811742000
2014-02-03,20331759000
2014-02-04,20829123000
2014-02-05,20493536000
2014-02-06,19585713000
2014-02-07,19485438000
2014-02-10,19696684000
2014-02-11,19764871000
2014-02-12,19903919000
2014-02-13,20156612000
2014-02-14,19958736000
2014-02-18,20875918000
2014-02-19,20686064000
2014-02-20,21529711000
2014-02-21,21266322000
2014-02-24,21460187000
2014-02-25,21545755000
2014-02-26,21787752000
2014-02-27,22236984000
2014-02-28,21985628000
2014-03-03,22053815000
2014-03-04,22408120000
2014-03-05,22321215000
