,KR
2009-04-14,13426560000
2009-04-15,13361760000
2009-04-16,13608000000
2009-04-17,13426560000
2009-04-20,13491360000
2009-04-21,13530240000
2009-04-22,13815360000
2009-04-23,13867200000
2009-04-24,13880160000
2009-04-27,13906080000
2009-04-28,14048640000
2009-04-29,14359680000
2009-04-30,14009760000
2009-05-01,14243040000
2009-05-04,14502240000
2009-05-05,14476320000
2009-05-06,14191200000
2009-05-07,14022720000
2009-05-08,14087519999
2009-05-11,14061600000
2009-05-12,13996800000
2009-05-13,13906080000
2009-05-14,14398560000
2009-05-15,14126400000
2009-05-18,14191200000
2009-05-19,14022720000
2009-05-20,14087519999
2009-05-21,14463360000
2009-05-22,14476320000
2009-05-26,14661664000
2009-05-27,14299007999
2009-05-28,14596904000
2009-05-29,14765280000
2009-06-01,15153840000
2009-06-02,14933656000
2009-06-03,14726423999
2009-06-04,14894800000
2009-06-05,14868896000
2009-06-08,14532144000
2009-06-09,14467384000
2009-06-10,14208344000
2009-06-11,14156536000
2009-06-12,14065872000
2009-06-15,13793880000
2009-06-16,13832736000
2009-06-17,13755023999
2009-06-18,13871592000
2009-06-19,13897496000
2009-06-22,14104728000
2009-06-23,14091776000
2009-06-24,14156536000
2009-06-25,14467384000
2009-06-26,14493288000
2009-06-29,14402623999
2009-06-30,14286056000
2009-07-01,14402623999
2009-07-02,13767976000
2009-07-06,13988160000
2009-07-07,13806832000
2009-07-08,14143584000
2009-07-09,13884544000
2009-07-10,14027016000
2009-07-13,14014064000
2009-07-14,14039968000
2009-07-15,14182440000
2009-07-16,14234248000
2009-07-17,14027016000
2009-07-20,13936352000
2009-07-21,13936352000
2009-07-22,13858640000
2009-07-23,13586648000
2009-07-24,13832736000
2009-07-27,13742072000
2009-07-28,13651407999
2009-07-29,13638456000
2009-07-30,13793880000
2009-07-31,13845688000
2009-08-03,13975207999
2009-08-04,13949304000
2009-08-05,13936352000
2009-08-06,13806832000
2009-08-07,13534840000
2009-08-10,13560744000
2009-08-11,13573696000
2009-08-12,13780928000
2009-08-13,13793880000
2009-08-14,13625504000
2009-08-17,13671408000
2009-08-18,13528320000
2009-08-19,13619376000
2009-08-20,13762464000
2009-08-21,13905552000
2009-08-24,13853520000
2009-08-25,13853520000
2009-08-26,14243760000
2009-08-27,14308800000
2009-08-28,14165712000
2009-08-31,14048640000
2009-09-01,13944576000
2009-09-02,14022624000
2009-09-03,14126688000
2009-09-04,14308800000
2009-09-08,14282784000
2009-09-09,14360831999
2009-09-10,14308800000
2009-09-11,14165712000
2009-09-14,14386848000
2009-09-15,13307184000
2009-09-16,13788480000
2009-09-17,13489295999
2009-09-18,13476288000
2009-09-21,13203120000
2009-09-22,13333200000
2009-09-23,13372224000
2009-09-24,13359216000
2009-09-25,13385231999
2009-09-28,13385231999
2009-09-29,13450272000
2009-09-30,13424256000
2009-10-01,13606368000
2009-10-02,13645392000
2009-10-05,13736448000
2009-10-06,13866528000
2009-10-07,14022624000
2009-10-08,14100672000
2009-10-09,14516928000
2009-10-12,14790095999
2009-10-13,14699040000
2009-10-14,14855136000
2009-10-15,15557568000
2009-10-16,16051872000
2009-10-19,15804720000
2009-10-20,15713664000
2009-10-21,15297408000
2009-10-22,15570576000
2009-10-23,15414480000
2009-10-26,15453504000
2009-10-27,15284400000
2009-10-28,15323424000
2009-10-29,15297408000
2009-10-30,15050256000
2009-11-02,15063264000
2009-11-03,15024240000
2009-11-04,15024240000
2009-11-05,15167328000
2009-11-06,15141312000
2009-11-09,15333900000
2009-11-10,15333900000
2009-11-11,15282140000
2009-11-12,15010400000
2009-11-13,15075100000
2009-11-16,15152740000
2009-11-17,14932759999
2009-11-18,14712779999
2009-11-19,14764540000
2009-11-20,14790420000
2009-11-23,14842180000
2009-11-24,14932759999
2009-11-25,14906880000
2009-11-27,14803360000
2009-11-30,14712779999
2009-12-01,14816300000
2009-12-02,14686900000
2009-12-03,14389279999
2009-12-04,14557500000
2009-12-07,14790420000
2009-12-08,13030580000
2009-12-09,12965880000
2009-12-10,12978820000
2009-12-11,12965880000
2009-12-14,12888240000
2009-12-15,13043520000
2009-12-16,13276440000
2009-12-17,13172920000
2009-12-18,13030580000
2009-12-21,13263500000
2009-12-22,13328200000
2009-12-23,13367020000
2009-12-24,13367020000
2009-12-28,13418779999
2009-12-29,13224680000
2009-12-30,13263500000
2009-12-31,13289380000
2010-01-04,13250560000
2010-01-05,13095279999
2010-01-06,13108220000
2010-01-07,13237620000
2010-01-08,13108220000
2010-01-11,13159980000
2010-01-12,13405840000
2010-01-13,13354080000
2010-01-14,13354080000
2010-01-15,13405840000
2010-01-19,13651700000
2010-01-20,13975200000
2010-01-21,13923440000
2010-01-22,14091660000
2010-01-25,14117540000
2010-01-26,13975200000
2010-01-27,13936380000
2010-01-28,13806980000
2010-01-29,13871680000
2010-02-01,13787950000
2010-02-02,13877732000
2010-02-03,13800776000
2010-02-04,13569908000
2010-02-05,13582734000
2010-02-08,13557082000
2010-02-09,13710994000
2010-02-10,13621211999
2010-02-11,13749472000
2010-02-12,13698168000
2010-02-16,13839253999
2010-02-17,13941861999
2010-02-18,14108600000
2010-02-19,14172730000
2010-02-22,14172730000
2010-02-23,13916210000
2010-02-24,14044470000
2010-02-25,14313816000
2010-02-26,14172730000
2010-03-01,14377946000
2010-03-02,14544684000
2010-03-03,14454902000
2010-03-04,14557510000
2010-03-05,14583161999
2010-03-08,14685770000
2010-03-09,14339468000
2010-03-10,14211208000
2010-03-11,13967514000
2010-03-12,14288164000
2010-03-15,14300990000
2010-03-16,14300990000
2010-03-17,14390772000
2010-03-18,14262511999
2010-03-19,13877732000
2010-03-22,13685342000
2010-03-23,13723820000
2010-03-24,13634038000
2010-03-25,13621211999
2010-03-26,13608386000
2010-03-29,13685342000
2010-03-30,13749472000
2010-03-31,13890558000
2010-04-01,14031644000
2010-04-05,14134252000
2010-04-06,14070122000
2010-04-07,14275338000
2010-04-08,14352294000
2010-04-09,14454902000
2010-04-12,14454902000
2010-04-13,14544684000
2010-04-14,14839682000
2010-04-15,15006420000
2010-04-16,15160332000
2010-04-19,15070550000
2010-04-20,15019246000
2010-04-21,15070550000
2010-04-22,15185984000
2010-04-23,15198810000
2010-04-26,15134680000
2010-04-27,14698596000
2010-04-28,14814030000
2010-04-29,14429250000
2010-04-30,14262511999
2010-05-03,14583161999
2010-05-04,14493380000
2010-05-05,14467728000
2010-05-06,14121426000
2010-05-07,13826428000
2010-05-10,14249686000
2010-05-11,14211208000
2010-05-12,14185556000
2010-05-13,14454902000
2010-05-14,14262511999
2010-05-17,14159903999
2010-05-18,14365120000
2010-05-19,14416424000
2010-05-20,13800776000
2010-05-21,13634038000
2010-05-24,13175228000
2010-05-25,12882162000
2010-05-26,12627322000
2010-05-27,12652806000
2010-05-28,12831194000
2010-06-01,12665548000
2010-06-02,12780226000
2010-06-03,12729258000
2010-06-04,12308772000
2010-06-07,12206836000
2010-06-08,12512644000
2010-06-09,12436192000
2010-06-10,12601838000
2010-06-11,12729258000
2010-06-14,12563612000
2010-06-15,12984098000
2010-06-16,12792967999
2010-06-17,13226196000
2010-06-18,12780226000
2010-06-21,12691032000
2010-06-22,12856678000
2010-06-23,12907646000
2010-06-24,12843936000
2010-06-25,12894903999
2010-06-28,12920388000
2010-06-29,12614580000
2010-06-30,12550870000
2010-07-01,12754742000
2010-07-02,12652806000
2010-07-06,12754742000
2010-07-07,13035066000
2010-07-08,13073292000
2010-07-09,13035066000
2010-07-12,13047808000
2010-07-13,13238938000
2010-07-14,13213453999
2010-07-15,13251680000
2010-07-16,12984098000
2010-07-19,12805710000
2010-07-20,13060550000
2010-07-21,13137002000
2010-07-22,13022324000
2010-07-23,13251680000
2010-07-26,13468294000
2010-07-27,13557488000
2010-07-28,13391842000
2010-07-29,13481036000
2010-07-30,13493778000
2010-08-02,13621198000
2010-08-03,13748617999
2010-08-04,13876038000
2010-08-05,14016200000
2010-08-06,14143620000
2010-08-09,14143620000
2010-08-10,14296524000
2010-08-11,14028942000
2010-08-12,13977974000
2010-08-13,14016200000
2010-08-16,13877552000
2010-08-17,13953524000
2010-08-18,13548340000
2010-08-19,13358410000
2010-08-20,13383734000
2010-08-23,13244452000
2010-08-24,13003874000
2010-08-25,13105170000
2010-08-26,12889916000
2010-08-27,12864592000
2010-08-30,12611352000
2010-08-31,12497393999
2010-09-01,12699986000
2010-09-02,12902578000
2010-09-03,13105170000
2010-09-07,13105170000
2010-09-08,13105170000
2010-09-09,13307762000
2010-09-10,13459706000
2010-09-13,13320424000
2010-09-14,13459706000
2010-09-15,13611650000
2010-09-16,13852228000
2010-09-17,13801580000
2010-09-20,13852228000
2010-09-21,13674960000
2010-09-22,13687622000
2010-09-23,13852228000
2010-09-24,13991510000
2010-09-27,13877552000
2010-09-28,13852228000
2010-09-29,13700284000
2010-09-30,13712946000
2010-10-01,13750932000
2010-10-04,13523016000
2010-10-05,13535678000
2010-10-06,13434382000
2010-10-07,13497692000
2010-10-08,13485030000
2010-10-11,13674960000
2010-10-12,13738270000
2010-10-13,13940862000
2010-10-14,14029496000
2010-10-15,13940862000
2010-10-18,14054820000
2010-10-19,13561002000
2010-10-20,13776256000
2010-10-21,13776256000
2010-10-22,13801580000
2010-10-25,13776256000
2010-10-26,13978847999
2010-10-27,14054820000
2010-10-28,14042158000
2010-10-29,13928200000
2010-11-01,13940862000
2010-11-02,14270074000
2010-11-03,14409356000
2010-11-04,14700582000
2010-11-05,14637272000
2010-11-08,14222720000
2010-11-09,14222720000
2010-11-10,14185160000
2010-11-11,14185160000
2010-11-12,14398000000
2010-11-15,14310360000
2010-11-16,14047440000
2010-11-17,14285320000
2010-11-18,14247760000
2010-11-19,14297840000
2010-11-22,14485640000
2010-11-23,14410520000
2010-11-24,14410520000
2010-11-26,14448079999
2010-11-29,14448079999
2010-11-30,14748560000
2010-12-01,14936360000
2010-12-02,13546640000
2010-12-03,13221120000
2010-12-06,12920640000
2010-12-07,12945680000
2010-12-08,12995760000
2010-12-09,12995760000
2010-12-10,12933160000
2010-12-13,13221120000
2010-12-14,13146000000
2010-12-15,13383880000
2010-12-16,13521600000
2010-12-17,13584200000
2010-12-20,13621760000
2010-12-21,13596720000
2010-12-22,13634280000
2010-12-23,13596720000
2010-12-27,13734440000
2010-12-28,13609239999
2010-12-29,13759480000
2010-12-30,13884680000
2010-12-31,13997360000
2011-01-03,13784520000
2011-01-04,13584200000
2011-01-05,13684360000
2011-01-06,13534120000
2011-01-07,13521600000
2011-01-10,13484040000
2011-01-11,13433960000
2011-01-12,13621760000
2011-01-13,13471520000
2011-01-14,13421440000
2011-01-18,13421440000
2011-01-19,13471520000
2011-01-20,13521600000
2011-01-21,13496560000
2011-01-24,13584200000
2011-01-25,13559160000
2011-01-26,13534120000
2011-01-27,13471520000
2011-01-28,13333800000
2011-01-31,13013340000
2011-02-01,13195770000
2011-02-02,13159284000
2011-02-03,13353876000
2011-02-04,13584954000
2011-02-07,13584954000
2011-02-08,13548468000
2011-02-09,13767384000
2011-02-10,13694412000
2011-02-11,13743060000
2011-02-14,13645764000
2011-02-15,13755222000
2011-02-16,14120082000
2011-02-17,14047110000
2011-02-18,14047110000
2011-02-22,14107920000
2011-02-23,14059272000
2011-02-24,13974138000
2011-02-25,13901166000
2011-02-28,13925490000
2011-03-01,13828194000
2011-03-02,13694412000
2011-03-03,13998462000
2011-03-04,14351160000
2011-03-07,14375484000
2011-03-08,14424132000
2011-03-09,14436294000
2011-03-10,14557914000
2011-03-11,14545752000
2011-03-14,14509266000
2011-03-15,14594400000
2011-03-16,14302512000
2011-03-17,14436294000
2011-03-18,14509266000
2011-03-21,14375484000
2011-03-22,14387646000
2011-03-23,14290350000
2011-03-24,14521428000
2011-03-25,14411970000
2011-03-28,14399808000
2011-03-29,14716020000
2011-03-30,14776830000
2011-03-31,14582238000
2011-04-01,14448456000
2011-04-04,14521428000
2011-04-05,14472780000
2011-04-06,14582238000
2011-04-07,14667372000
2011-04-08,14594400000
2011-04-11,14740344000
2011-04-12,14667372000
2011-04-13,14716020000
2011-04-14,15020070000
2011-04-15,14922774000
2011-04-18,14947097999
2011-04-19,14971422000
2011-04-20,14740344000
2011-04-21,14910612000
2011-04-25,14764668000
2011-04-26,14776830000
2011-04-27,14959260000
2011-04-28,14643047999
2011-04-29,14788992000
2011-05-02,14655210000
2011-05-03,14655210000
2011-05-04,14691696000
2011-05-05,14776830000
2011-05-06,14740344000
2011-05-09,14776830000
2011-05-10,14959260000
2011-05-11,14947097999
2011-05-12,15226824000
2011-05-13,15226824000
2011-05-16,15190338000
2011-05-17,15397092000
2011-05-18,15421416000
2011-05-19,15494388000
2011-05-20,15190338000
2011-05-23,14659511999
2011-05-24,14599872000
2011-05-25,14444808000
2011-05-26,14516376000
2011-05-27,14743008000
2011-05-31,14802648000
2011-06-01,14253960000
2011-06-02,14170464000
2011-06-03,14063111999
2011-06-06,13812624000
2011-06-07,13896120000
2011-06-08,14086968000
2011-06-09,14194320000
2011-06-10,13884192000
2011-06-13,13967688000
2011-06-14,13848408000
2011-06-15,13693344000
2011-06-16,14313600000
2011-06-17,14313600000
2011-06-20,14337456000
2011-06-21,14683368000
2011-06-22,14611800000
2011-06-23,14754936000
2011-06-24,14611800000
2011-06-27,14480592000
2011-06-28,14564088000
2011-06-29,14671440000
2011-06-30,14790720000
2011-07-01,14957711999
2011-07-05,14933856000
2011-07-06,14993496000
2011-07-07,15184344000
2011-07-08,15100848000
2011-07-11,14898072000
2011-07-12,14993496000
2011-07-13,15065064000
2011-07-14,15124704000
2011-07-15,15196272000
2011-07-18,15160488000
2011-07-19,15410976000
2011-07-20,15363264000
2011-07-21,15005424000
2011-07-22,15100848000
2011-07-25,14802648000
2011-07-26,14874216000
2011-07-27,14898072000
2011-07-28,14814576000
2011-07-29,14838432000
2011-08-01,14731080000
2011-08-02,14325528000
2011-08-03,14480592000
2011-08-04,14146608000
2011-08-05,14051184000
2011-08-08,13311648000
2011-08-09,13454784000
2011-08-10,13085016000
2011-08-11,13490568000
2011-08-12,13562136000
2011-08-15,13332176000
2011-08-16,13448715999
2011-08-17,13623526000
2011-08-18,13367138000
2011-08-19,13238944000
2011-08-22,13238944000
2011-08-23,13320522000
2011-08-24,13110750000
2011-08-25,13110750000
2011-08-26,13215636000
2011-08-29,13611872000
2011-08-30,13437062000
2011-08-31,13728412000
2011-09-01,13588564000
2011-09-02,13448715999
2011-09-06,13262252000
2011-09-07,13693450000
2011-09-08,13611872000
2011-09-09,12831054000
2011-09-12,12714514000
2011-09-13,12807746000
2011-09-14,12877670000
2011-09-15,13180674000
2011-09-16,13052480000
2011-09-19,13040826000
2011-09-20,13064134000
2011-09-21,12679552000
2011-09-22,12667898000
2011-09-23,12691206000
2011-09-26,12842708000
2011-09-27,12784438000
2011-09-28,12796092000
2011-09-29,12947594000
2011-09-30,12796092000
2011-10-03,12667898000
2011-10-04,12831054000
2011-10-05,12900978000
2011-10-06,13273906000
2011-10-07,13134058000
2011-10-10,13343830000
2011-10-11,13273906000
2011-10-12,13227290000
2011-10-13,13134058000
2011-10-14,13180674000
2011-10-17,13029172000
2011-10-18,13250598000
2011-10-19,13227290000
2011-10-20,13238944000
2011-10-21,13460370000
2011-10-24,13553602000
2011-10-25,13355484000
2011-10-26,13413754000
2011-10-27,13693450000
2011-10-28,13670142000
2011-10-31,13506986000
2011-11-01,13110750000
2011-11-02,13192328000
2011-11-03,13192328000
2011-11-04,13297214000
2011-11-07,13040199999
2011-11-08,13141900000
2011-11-09,12859400000
2011-11-10,12949800000
2011-11-11,13243600000
2011-11-14,13074100000
2011-11-15,13062800000
2011-11-16,12701200000
2011-11-17,12497800000
2011-11-18,12622100000
2011-11-21,12497800000
2011-11-22,12362200000
2011-11-23,12328300000
2011-11-25,12520400000
2011-11-28,12814200000
2011-11-29,12633400000
2011-11-30,13096700000
2011-12-01,13209700000
2011-12-02,13198400000
2011-12-05,13379200000
2011-12-06,13401800000
2011-12-07,13390500000
2011-12-08,13288800000
2011-12-09,13526100000
2011-12-12,13514800000
2011-12-13,13458300000
2011-12-14,13311400000
2011-12-15,13458300000
2011-12-16,13401800000
2011-12-19,13277500000
2011-12-20,13548700000
2011-12-21,13831200000
2011-12-22,13650400000
2011-12-23,13831200000
2011-12-27,13831200000
2011-12-28,13752100000
2011-12-29,13819900000
2011-12-30,13684300000
2012-01-03,13853800000
2012-01-04,13718200000
2012-01-05,13729500000
2012-01-06,13673000000
2012-01-09,13706900000
2012-01-10,13740800000
2012-01-11,13616500000
2012-01-12,13548700000
2012-01-13,13639100000
2012-01-17,13740800000
2012-01-18,13627800000
2012-01-19,13593900000
2012-01-20,13514800000
2012-01-23,13639100000
2012-01-24,13752100000
2012-01-25,13932900000
2012-01-26,13887699999
2012-01-27,13729500000
2012-01-30,13394780000
2012-01-31,13205808000
2012-02-01,13250272000
2012-02-02,13328084000
2012-02-03,13294736000
2012-02-06,13372548000
2012-02-07,13172460000
2012-02-08,13139112000
2012-02-09,13105764000
2012-02-10,13139112000
2012-02-13,13083532000
2012-02-14,13272504000
2012-02-15,13205808000
2012-02-16,13272504000
2012-02-17,13294736000
2012-02-21,13239156000
2012-02-22,13139112000
2012-02-23,12772284000
2012-02-24,13083532000
2012-02-27,13272504000
2012-02-28,13216924000
2012-02-29,13228040000
2012-03-01,13583752000
2012-03-02,13383664000
2012-03-05,13450360000
2012-03-06,13372548000
2012-03-07,13383664000
2012-03-08,13528172000
2012-03-09,13517056000
2012-03-12,13550404000
2012-03-13,13461476000
2012-03-14,13528172000
2012-03-15,13572636000
2012-03-16,13550404000
2012-03-19,13417012000
2012-03-20,13394780000
2012-03-21,13494824000
2012-03-22,13339200000
2012-03-23,13583752000
2012-03-26,13461476000
2012-03-27,13505940000
2012-03-28,13450360000
2012-03-29,13461476000
2012-03-30,13472592000
2012-04-02,13561520000
2012-04-03,13194692000
2012-04-04,13083532000
2012-04-05,13250272000
2012-04-09,13061300000
2012-04-10,12939024000
2012-04-11,13039068000
2012-04-12,13127996000
2012-04-13,13072416000
2012-04-16,13105764000
2012-04-17,13172460000
2012-04-18,13061300000
2012-04-19,12905676000
2012-04-20,12927908000
2012-04-23,12927908000
2012-04-24,12961256000
2012-04-25,12894560000
2012-04-26,12950140000
2012-04-27,12983488000
2012-04-30,12939024000
2012-05-01,13016836000
2012-05-02,12972372000
2012-05-03,12927908000
2012-05-04,12850096000
2012-05-07,12794516000
2012-05-08,12738936000
2012-05-09,12672240000
2012-05-10,12827864000
2012-05-11,12772284000
2012-05-14,12516616000
2012-05-15,12316528000
2012-05-16,12349876000
2012-05-17,12194252000
2012-05-18,12127556000
2012-05-21,11894220000
2012-05-22,12012624000
2012-05-23,11926512000
2012-05-24,11926512000
2012-05-25,12066444000
2012-05-29,12141792000
2012-05-30,12034152000
2012-05-31,11851164000
2012-06-01,11646648000
2012-06-04,11797344000
2012-06-05,11765052000
2012-06-06,11818872000
2012-06-07,11700468000
2012-06-08,11614356000
2012-06-11,11495952000
2012-06-12,11571300000
2012-06-13,11463660000
2012-06-14,12152556000
2012-06-15,12281724000
2012-06-18,12281724000
2012-06-19,12227904000
2012-06-20,12400128000
2012-06-21,12400128000
2012-06-22,12324780000
2012-06-25,12217140000
2012-06-26,12131028000
2012-06-27,12270960000
2012-06-28,12335544000
2012-06-29,12486240000
2012-07-02,12281724000
2012-07-03,12335544000
2012-07-05,12174084000
2012-07-06,12270960000
2012-07-09,12087972000
2012-07-10,12152556000
2012-07-11,12281724000
2012-07-12,11818872000
2012-07-13,11904984000
2012-07-16,11797344000
2012-07-17,11818872000
2012-07-18,11829636000
2012-07-19,11625120000
2012-07-20,11560536000
2012-07-23,11452896000
2012-07-24,11366784000
2012-07-25,11442132000
2012-07-26,11592828000
2012-07-27,11775816000
2012-07-30,11808108000
2012-07-31,11937276000
2012-08-01,11948040000
2012-08-02,11775816000
2012-08-03,11948040000
2012-08-06,12087972000
2012-08-07,12098736000
2012-08-08,12227904000
2012-08-09,12120264000
2012-08-10,12109500000
2012-08-13,11628408000
2012-08-14,11586952000
2012-08-15,11452220000
2012-08-16,11472948000
2012-08-17,11421128000
2012-08-20,11472948000
2012-08-21,11410764000
2012-08-22,11379672000
2012-08-23,11244940000
2012-08-24,11307124000
2012-08-27,11400400000
2012-08-28,11504040000
2012-08-29,11483312000
2012-08-30,11504040000
2012-08-31,11545496000
2012-09-04,11576588000
2012-09-05,11690592000
2012-09-06,11970420000
2012-09-07,11783868000
2012-09-10,11949692000
2012-09-11,12125880000
2012-09-12,12395344000
2012-09-13,12374616000
2012-09-14,12333160000
2012-09-17,12343524000
2012-09-18,12250248000
2012-09-19,12436800000
2012-09-20,12384980000
2012-09-21,12270976000
2012-09-24,12270976000
2012-09-25,12167336000
2012-09-26,12188064000
2012-09-27,12219156000
2012-09-28,12198428000
2012-10-01,12322796000
2012-10-02,12281340000
2012-10-03,12333160000
2012-10-04,12281340000
2012-10-05,12322796000
2012-10-08,12343524000
2012-10-09,12198428000
2012-10-10,12074060000
2012-10-11,12084424000
2012-10-12,12084424000
2012-10-15,12146608000
2012-10-16,12664808000
2012-10-17,12965364000
2012-10-18,13058640000
2012-10-19,13027548000
2012-10-22,13141552000
2012-10-23,13017184000
2012-10-24,12965364000
2012-10-25,13141552000
2012-10-26,13048276000
2012-10-31,13069004000
2012-11-01,12955000000
2012-11-02,12923908000
2012-11-05,12814172000
2012-11-06,12906656000
2012-11-07,12660032000
2012-11-08,12608652000
2012-11-09,12690860000
2012-11-12,12803896000
2012-11-13,12731964000
2012-11-14,12577824000
2012-11-15,12526444000
2012-11-16,12598376000
2012-11-19,12660032000
2012-11-20,12608652000
2012-11-21,12670308000
2012-11-23,12834724000
2012-11-26,12649756000
2012-11-27,12773068000
2012-11-28,12875828000
2012-11-29,13492388000
2012-11-30,13482112000
2012-12-03,13759564000
2012-12-04,13810944000
2012-12-05,13728736000
2012-12-06,13821220000
2012-12-07,13780116000
2012-12-10,13697908000
2012-12-11,13667080000
2012-12-12,13667080000
2012-12-13,13543768000
2012-12-14,13512940000
2012-12-17,13656804000
2012-12-18,13749288000
2012-12-19,13615700000
2012-12-20,13687632000
2012-12-21,13512940000
2012-12-24,13533492000
2012-12-26,13410180000
2012-12-27,13338248000
2012-12-28,13194384000
2012-12-31,13369076000
2013-01-02,13554044000
2013-01-03,13564320000
2013-01-04,13595148000
2013-01-07,13266316000
2013-01-08,12988864000
2013-01-09,13132728000
2013-01-10,13132728000
2013-01-11,13204660000
2013-01-14,13286868000
2013-01-15,13420456000
2013-01-16,13512940000
2013-01-17,13718460000
2013-01-18,13913704000
2013-01-22,14098672000
2013-01-23,14211708000
2013-01-24,14263088000
2013-01-25,14304192000
2013-01-28,14283640000
2013-01-29,14242536000
2013-01-30,14263088000
2013-01-31,14232260000
2013-02-01,14335020000
2013-02-04,14227520000
2013-02-05,14340600000
2013-02-06,14320040000
2013-02-07,14402280000
2013-02-08,14494800000
2013-02-11,14597600000
2013-02-12,14669560000
2013-02-13,14628440000
2013-02-14,14515360000
2013-02-15,14340600000
2013-02-19,14505080000
2013-02-20,14227520000
2013-02-21,14782640000
2013-02-22,14803200000
2013-02-25,14577040000
2013-02-26,14762080000
2013-02-27,14957400000
2013-02-28,15019080000
2013-03-01,15183560000
2013-03-04,15152720000
2013-03-05,15214400000
2013-03-06,15091040000
2013-03-07,15553640000
2013-03-08,16026520000
2013-03-11,15913440000
2013-03-12,15841480000
2013-03-13,16098480000
2013-03-14,16191000000
2013-03-15,16252680000
2013-03-18,16273240000
2013-03-19,16314360000
2013-03-20,16386320000
2013-03-21,16448000000
2013-03-22,16653600000
2013-03-25,16776960000
2013-03-26,16859199999
2013-03-27,17013400000
2013-03-28,17033960000
2013-04-01,16725560000
2013-04-02,16859199999
2013-04-03,16468560000
2013-04-04,16612480000
2013-04-05,16468560000
2013-04-08,16386320000
2013-04-09,16478840000
2013-04-10,16787239999
2013-04-11,17044239999
2013-04-12,17023679999
2013-04-15,16818080000
2013-04-16,17116199999
2013-04-17,17188160000
2013-04-18,17352640000
2013-04-19,17332080000
2013-04-22,17589080000
2013-04-23,17815240000
2013-04-24,17784400000
2013-04-25,17650760000
2013-04-26,17619920000
2013-04-29,17712440000
2013-04-30,17671320000
2013-05-01,17578800000
2013-05-02,17794680000
2013-05-03,17846080000
2013-05-06,17733000000
2013-05-07,17990000000
2013-05-08,17846080000
2013-05-09,17712440000
2013-05-10,17733000000
2013-05-13,17455440000
2013-05-14,17887200000
2013-05-15,18103080000
2013-05-16,18031120000
2013-05-17,18205880000
2013-05-20,17846080000
2013-05-21,17907760000
2013-05-22,17537680000
2013-05-23,17568520000
2013-05-24,17589080000
2013-05-28,17788100000
2013-05-29,17726300000
2013-05-30,17716000000
2013-05-31,17334900000
2013-06-03,17427600000
2013-06-04,17489400000
2013-06-05,17005300000
2013-06-06,17056799999
2013-06-07,17798400000
2013-06-10,17880800000
2013-06-11,17808700000
2013-06-12,17664500000
2013-06-13,18055900000
2013-06-14,17922000000
2013-06-17,18117700000
2013-06-18,18292800000
2013-06-19,18097100000
2013-06-20,16984699999
2013-06-21,17396700000
2013-06-24,17510000000
2013-06-25,17767500000
2013-06-26,17757200000
2013-06-27,17880800000
2013-06-28,17788100000
2013-07-01,17849900000
2013-07-02,18498800000
2013-07-03,18334000000
2013-07-05,18581200000
2013-07-08,18632700000
2013-07-09,19137400000
2013-07-10,19230100000
2013-07-11,19467000000
2013-07-12,19384600000
2013-07-15,19446400000
2013-07-16,19642100000
2013-07-17,19796600000
2013-07-18,19827500000
2013-07-19,19992300000
2013-07-22,20105600000
2013-07-23,20054100000
2013-07-24,20157100000
2013-07-25,20435200000
2013-07-26,20424900000
2013-07-29,20517600000
2013-07-30,20394000000
2013-07-31,20229200000
2013-08-01,20424900000
2013-08-02,20177700000
2013-08-05,20167400000
2013-08-06,20239500000
2013-08-07,20085000000
2013-08-08,20394000000
2013-08-09,20023200000
2013-08-12,20064400000
2013-08-13,20157100000
2013-08-14,19992300000
2013-08-15,19570000000
2013-08-16,19703900000
2013-08-19,19539100000
2013-08-20,19456700000
2013-08-21,19302200000
2013-08-22,19168300000
2013-08-23,19322800000
2013-08-26,18982900000
2013-08-27,18746000000
2013-08-28,18746000000
2013-08-29,18941700000
2013-08-30,18849000000
2013-09-03,18962300000
2013-09-04,19230100000
2013-09-05,19230100000
2013-09-06,19261000000
2013-09-09,19405200000
2013-09-10,19333100000
2013-09-11,19394900000
2013-09-12,19889300000
2013-09-13,20095300000
2013-09-16,20435200000
2013-09-17,20878100000
2013-09-18,20888400000
2013-09-19,21115000000
2013-09-20,20991400000
2013-09-23,20847200000
2013-09-24,21032600000
2013-09-25,20939900000
2013-09-26,21094400000
2013-09-27,20950200000
2013-09-30,20775100000
2013-10-01,20939900000
2013-10-02,20898700000
2013-10-03,20651500000
2013-10-04,20888400000
2013-10-07,20548500000
2013-10-08,20476400000
2013-10-09,20682400000
2013-10-10,20950200000
2013-10-11,21485800000
2013-10-14,21434300000
2013-10-15,21115000000
2013-10-16,21557900000
2013-10-17,21743300000
2013-10-18,21825700000
2013-10-21,21763900000
2013-10-22,22000800000
2013-10-23,22103800000
2013-10-24,22145000000
2013-10-25,22361300000
2013-10-28,22227400000
2013-10-29,22299500000
2013-10-30,22093500000
2013-10-31,22062600000
2013-11-01,21990500000
2013-11-04,21887500000
2013-11-05,21969900000
2013-11-06,22021400000
2013-11-07,21454900000
2013-11-08,21609400000
2013-11-11,21216720000
2013-11-12,21421120000
2013-11-13,21533540000
2013-11-14,21809480000
2013-11-15,21768600000
2013-11-18,21134960000
2013-11-19,21380240000
2013-11-20,21288260000
2013-11-21,21462000000
2013-11-22,21666400000
2013-11-25,21748160000
2013-11-26,21441560000
