,CR
2009-04-24,1307143240
2009-04-27,1286098000
2009-04-28,1294866850
2009-04-29,1325850120
2009-04-30,1349818310
2009-05-01,1350402900
2009-05-04,1417630750
2009-05-05,1384893710
2009-05-06,1399508460
2009-05-07,1367940600
2009-05-08,1454459920
2009-05-11,1372617320
2009-05-12,1359756340
2009-05-13,1299543570
2009-05-14,1305974060
2009-05-15,1315327500
2009-05-18,1365017650
2009-05-19,1376709450
2009-05-20,1379047810
2009-05-21,1315327500
2009-05-22,1318250450
2009-05-26,1420553700
2009-05-27,1358587160
2009-05-28,1339880280
2009-05-29,1378463220
2009-06-01,1462059590
2009-06-02,1454459920
2009-06-03,1432830090
2009-06-04,1469659260
2009-06-05,1471997620
2009-06-08,1455629100
2009-06-09,1466736310
2009-06-10,1448029430
2009-06-11,1442183530
2009-06-12,1406523540
2009-06-15,1365017650
2009-06-16,1342218640
2009-06-17,1315327500
2009-06-18,1311819960
2009-06-19,1282590460
2009-06-22,1228223590
2009-06-23,1222377690
2009-06-24,1239330800
2009-06-25,1255699320
2009-06-26,1286098000
2009-06-29,1302466520
2009-06-30,1304510320
2009-07-01,1317958880
2009-07-02,1295154800
2009-07-06,1253054960
2009-07-07,1212124560
2009-07-08,1197506560
2009-07-09,1227327280
2009-07-10,1215632880
2009-07-13,1243114720
2009-07-14,1252470240
2009-07-15,1289892320
2009-07-16,1340762960
2009-07-17,1323221360
2009-07-20,1344856000
2009-07-21,1329653280
2009-07-22,1345440720
2009-07-23,1391633600
2009-07-24,1391048880
2009-07-27,1378185040
2009-07-28,1248377200
2009-07-29,1212709280
2009-07-30,1236682800
2009-07-31,1240775840
2009-08-03,1305679760
2009-08-04,1308018640
2009-08-05,1269427120
2009-08-06,1255978560
2009-08-07,1286384000
2009-08-10,1289307600
2009-08-11,1289892320
2009-08-12,1320882480
2009-08-13,1327314400
2009-08-14,1337254640
2009-08-17,1286384000
2009-08-18,1306849200
2009-08-19,1319128320
2009-08-20,1327314400
2009-08-21,1371168400
2009-08-24,1360058720
2009-08-25,1372922560
2009-08-26,1337254640
2009-08-27,1359474000
2009-08-28,1370583680
2009-08-31,1372337840
2009-09-01,1379939200
2009-09-02,1353626800
2009-09-03,1354796240
2009-09-04,1382862800
2009-09-08,1363567040
2009-09-09,1389294720
2009-09-10,1413852960
2009-09-11,1498637360
2009-09-14,1494544320
2009-09-15,1515009520
2009-09-16,1556524640
2009-09-17,1541906640
2009-09-18,1530212240
2009-09-21,1502730400
2009-09-22,1537228880
2009-09-23,1539567760
2009-09-24,1530212240
2009-09-25,1474663840
2009-09-28,1495129040
2009-09-29,1520856720
2009-09-30,1510039860
2009-10-01,1474936260
2009-10-02,1443928080
2009-10-05,1473766140
2009-10-06,1535782500
2009-10-07,1525836480
2009-10-08,1572641280
2009-10-09,1577321760
2009-10-12,1595458620
2009-10-13,1570301040
2009-10-14,1617105840
2009-10-15,1612425360
2009-10-16,1591948260
2009-10-19,1612425360
2009-10-20,1583172360
2009-10-21,1574396460
2009-10-22,1613010420
2009-10-23,1590778140
2009-10-26,1549238880
2009-10-27,1789698540
2009-10-28,1742308680
2009-10-29,1707790140
2009-10-30,1629392100
2009-11-02,1635242700
2009-11-03,1644018600
2009-11-04,1659815220
2009-11-05,1729437360
2009-11-06,1707205080
2009-11-09,1745233980
2009-11-10,1749914460
2009-11-11,1731777600
2009-11-12,1686142920
2009-11-13,1697844120
2009-11-16,1737628200
2009-11-17,1752254700
2009-11-18,1726512060
2009-11-19,1684972800
2009-11-20,1663325580
2009-11-23,1680292320
2009-11-24,1694918820
2009-11-25,1693748700
2009-11-27,1646358840
2009-11-30,1635242700
2009-12-01,1657474980
2009-12-02,1668006060
2009-12-03,1645773780
2009-12-04,1695503880
2009-12-07,1713055680
2009-12-08,1707205080
2009-12-09,1704864840
2009-12-10,1708375200
2009-12-11,1754009880
2009-12-14,1777997340
2009-12-15,1799059500
2009-12-16,1807835400
2009-12-17,1787358300
2009-12-18,1779752520
2009-12-21,1801984800
2009-12-22,1826557320
2009-12-23,1843524060
2009-12-24,1884478260
2009-12-28,1865171280
2009-12-29,1845279240
2009-12-30,1821876840
2009-12-31,1795863000
2010-01-04,1834572000
2010-01-05,1892049000
2010-01-06,1936623000
2010-01-07,1936036500
2010-01-08,1978851000
2010-01-11,1995859500
2010-01-12,1925479500
2010-01-13,1940728500
2010-01-14,1954218000
2010-01-15,1919028000
2010-01-19,1955391000
2010-01-20,1950112500
2010-01-21,1903192500
2010-01-22,1852167000
2010-01-25,1873281000
2010-01-26,1785892500
2010-01-27,1804074000
2010-01-28,1748943000
2010-01-29,1789998000
2010-02-01,1828120500
2010-02-02,1913162999
2010-02-03,1876213500
2010-02-04,1824015000
2010-02-05,1796449500
2010-02-08,1784719500
2010-02-09,1809352500
2010-02-10,1789411500
2010-02-11,1828707000
2010-02-12,1825188000
2010-02-16,1855099500
2010-02-17,1943661000
2010-02-18,1946593499
2010-02-19,1924306500
2010-02-22,1914922500
2010-02-23,1875627000
2010-02-24,1875040500
2010-02-25,1849234500
2010-02-26,1857445500
2010-03-01,1907884500
2010-03-02,1924306500
2010-03-03,1934863500
2010-03-04,1948939499
2010-03-05,1955391000
2010-03-08,1946593499
2010-03-09,1957150499
2010-03-10,1977678000
2010-03-11,1973572500
2010-03-12,1979437500
2010-03-15,1987648500
2010-03-16,2008762500
2010-03-17,2033395500
2010-03-18,2016973500
2010-03-19,2003483999
2010-03-22,2033395500
2010-03-23,2060374500
2010-03-24,2026357499
2010-03-25,2021665500
2010-03-26,2037501000
2010-03-29,2071518000
2010-03-30,2091458999
2010-03-31,2091269500
2010-04-01,2123080360
2010-04-05,2156658490
2010-04-06,2130149439
2010-04-07,2108942199
2010-04-08,2130738530
2010-04-09,2162549390
2010-04-12,2186702080
2010-04-13,2185523900
2010-04-14,2210854770
2010-04-15,2199072970
2010-04-16,2146643959
2010-04-19,2136040340
2010-04-20,2233829280
2010-04-21,2239131090
2010-04-22,2237952910
2010-04-23,2273298310
2010-04-26,2238542000
2010-04-27,2128382170
2010-04-28,2155480310
2010-04-29,2196127520
2010-04-30,2117189459
2010-05-03,2192003890
2010-05-04,2107174930
2010-05-05,2109531290
2010-05-06,1993480560
2010-05-07,1909240689
2010-05-10,2031182319
2010-05-11,2050033199
2010-05-12,2095982220
2010-05-13,2084200420
2010-05-14,1995247829
2010-05-17,1995836920
2010-05-18,1978164220
2010-05-19,1937517010
2010-05-20,1806739030
2010-05-21,1827946270
2010-05-24,1806149940
2010-05-25,1797313590
2010-05-26,1834426260
2010-05-27,1923967939
2010-05-28,1916309770
2010-06-01,1876251650
2010-06-02,1950476990
2010-06-03,1964026060
2010-06-04,1850920780
2010-06-07,1795546320
2010-06-08,1774928170
2010-06-09,1770804540
2010-06-10,1975218770
2010-06-11,1960491520
2010-06-14,1951655170
2010-06-15,2032949590
2010-06-16,1991713290
2010-06-17,2006440540
2010-06-18,1991713290
2010-06-21,1998782370
2010-06-22,1916309770
2010-06-23,1926324300
2010-06-24,1870360750
2010-06-25,1888033449
2010-06-28,1887444360
2010-06-29,1804971760
2010-06-30,1770547680
2010-07-01,1716042240
2010-07-02,1711939680
2010-07-06,1697873760
2010-07-07,1799265600
2010-07-08,1812745440
2010-07-09,1827397440
2010-07-12,1784027520
2010-07-13,1846738080
2010-07-14,1843221600
2010-07-15,1826811360
2010-07-16,1759998240
2010-07-19,1803954240
2010-07-20,1835602560
2010-07-21,1858459680
2010-07-22,1921756320
2010-07-23,2008496160
2010-07-26,2043074880
2010-07-27,2096994240
2010-07-28,2090547360
2010-07-29,2069448480
2010-07-30,2082928320
2010-08-02,2121023519
2010-08-03,2121609600
2010-08-04,2146224959
2010-08-05,2135089440
2010-08-06,2139192000
2010-08-09,2145638880
2010-08-10,2160876960
2010-08-11,2084100480
2010-08-12,2066518080
2010-08-13,2051280000
2010-08-16,2065345920
2010-08-17,2111646240
2010-08-18,2123953920
2010-08-19,2071792800
2010-08-20,2073551040
2010-08-23,2018459519
2010-08-24,1959851519
2010-08-25,1970987040
2010-08-26,1971573120
2010-08-27,2015529120
2010-08-30,1995016320
2010-08-31,1986811200
2010-09-01,2079411839
2010-09-02,2127470399
2010-09-03,2173184640
2010-09-07,2113990560
2010-09-08,2172012480
2010-09-09,2178459360
2010-09-10,2216554560
2010-09-13,2241169920
2010-09-14,2230620480
2010-09-15,2210107680
2010-09-16,2194869600
2010-09-17,2194283520
2010-09-20,2237653440
2010-09-21,2231792640
2010-09-22,2196627840
2010-09-23,2150327520
2010-09-24,2219484960
2010-09-27,2218312800
2010-09-28,2211865920
2010-09-29,2241169920
2010-09-30,2210915560
2010-10-01,2247628180
2010-10-04,2234807900
2010-10-05,2270355040
2010-10-06,2228980500
2010-10-07,2235973380
2010-10-08,2267441340
2010-10-11,2257534760
2010-10-12,2258700240
2010-10-13,2318722460
2010-10-14,2305319440
2010-10-15,2308815880
2010-10-18,2309981360
2010-10-19,2254038320
2010-10-20,2289585460
2010-10-21,2300657520
2010-10-22,2314643280
2010-10-25,2357183300
2010-10-26,2217325700
2010-10-27,2247045440
2010-10-28,2227232280
2010-10-29,2229563240
2010-11-01,2227232280
2010-11-02,2238887080
2010-11-03,2245297220
2010-11-04,2297161080
2010-11-05,2333873700
2010-11-08,2329211780
2010-11-09,2301240260
2010-11-10,2316391500
2010-11-11,2312312320
2010-11-12,2280261620
2010-11-15,2280261620
2010-11-16,2217325700
2010-11-17,2214994740
2010-11-18,2212081040
2010-11-19,2243549000
2010-11-22,2244714480
2010-11-23,2205670900
2010-11-24,2261031200
2010-11-26,2222570360
2010-11-29,2203339940
2010-11-30,2184109520
2010-12-01,2254621060
2010-12-02,2302988480
2010-12-03,2311146840
2010-12-06,2318722460
2010-12-07,2318139720
2010-12-08,2307650400
2010-12-09,2319305200
2010-12-10,2326880820
2010-12-13,2318722460
2010-12-14,2345528500
2010-12-15,2325132600
2010-12-16,2366507140
2010-12-17,2352521380
2010-12-20,2325132600
2010-12-21,2345528500
2010-12-22,2378161940
2010-12-23,2386320300
2010-12-27,2393313180
2010-12-28,2393313180
2010-12-29,2406133460
2010-12-30,2406716200
2010-12-31,2395613100
2011-01-03,2430027800
2011-01-04,2378697400
2011-01-05,2397946300
2011-01-06,2389196800
2011-01-07,2429444500
2011-01-10,2438777300
2011-01-11,2450443300
2011-01-12,2484858000
2011-01-13,2467942300
2011-01-14,2509939900
2011-01-18,2532688600
2011-01-19,2517522800
2011-01-20,2471442100
2011-01-21,2529772100
2011-01-24,2550187600
2011-01-25,2621350200
2011-01-26,2631266300
2011-01-27,2624266700
2011-01-28,2568269900
2011-01-31,2590435300
2011-02-01,2630099700
2011-02-02,2642349000
2011-02-03,2651098500
2011-02-04,2654598300
2011-02-07,2724011000
2011-02-08,2752592700
2011-02-09,2730427300
2011-02-10,2734510400
2011-02-11,2761342200
2011-02-14,2791090500
2011-02-15,2767758500
2011-02-16,2820838800
2011-02-17,2823755300
2011-02-18,2846504000
2011-02-22,2749676200
2011-02-23,2666264300
2011-02-24,2658098100
2011-02-25,2724011000
2011-02-28,2755509200
2011-03-01,2726927500
2011-03-02,2741510000
2011-03-03,2813255900
2011-03-04,2785257500
2011-03-07,2739760100
2011-03-08,2767758500
2011-03-09,2763092100
2011-03-10,2708845200
2011-03-11,2738010200
2011-03-14,2743259900
2011-03-15,2733927100
2011-03-16,2681430100
2011-03-17,2682596700
2011-03-18,2713511600
2011-03-21,2777091300
2011-03-22,2769508400
2011-03-23,2753176000
2011-03-24,2791090500
2011-03-25,2807422900
2011-03-28,2792840400
2011-03-29,2838337800
2011-03-30,2837754500
2011-03-31,2817318390
2011-04-01,2831861640
2011-04-04,2838260670
2011-04-05,2841751050
2011-04-06,2844659700
2011-04-07,2827207800
2011-04-08,2790558810
2011-04-11,2753328090
2011-04-12,2720169480
2011-04-13,2728895430
2011-04-14,2717260830
2011-04-15,2749255980
2011-04-18,2738784840
2011-04-19,2838260670
2011-04-20,2885962530
2011-04-21,2901087510
2011-04-25,2868510630
2011-04-26,2900505780
2011-04-27,2905741350
2011-04-28,2887707720
2011-04-29,2903414430
2011-05-02,2899342320
2011-05-03,2840005860
2011-05-04,2774852100
2011-05-05,2758563660
2011-05-06,2773106910
2011-05-09,2794049190
2011-05-10,2818481850
2011-05-11,2788813620
2011-05-12,2816154930
2011-05-13,2778342480
2011-05-16,2741111760
2011-05-17,2699808930
2011-05-18,2774852100
2011-05-19,2779505940
2011-05-20,2776015560
2011-05-23,2706207960
2011-05-24,2716097370
2011-05-25,2765544420
2011-05-26,2785904970
2011-05-27,2826044340
2011-05-31,2861529870
2011-06-01,2771361720
2011-06-02,2780669400
2011-06-03,2746347330
2011-06-06,2722496400
2011-06-07,2744020410
2011-06-08,2713770450
2011-06-09,2744020410
2011-06-10,2692246440
2011-06-13,2683520490
2011-06-14,2754491550
2011-06-15,2700972390
2011-06-16,2685265680
2011-06-17,2737039650
2011-06-20,2769034800
2011-06-21,2828952990
2011-06-22,2813828010
2011-06-23,2787068430
2011-06-24,2727731970
2011-06-27,2732385810
2011-06-28,2814991470
2011-06-29,2855130840
2011-06-30,2868151680
2011-07-01,2936067840
2011-07-05,2922716800
2011-07-06,2938389760
2011-07-07,2963930880
2011-07-08,2956384640
2011-07-11,2876858880
2011-07-12,2848415360
2011-07-13,2839127680
2011-07-14,2786304000
2011-07-15,2797913600
2011-07-18,2745089920
2011-07-19,2818810880
2011-07-20,2825776640
2011-07-21,2839127680
2011-07-22,2876278400
2011-07-25,2922716800
2011-07-26,2868732160
2011-07-27,2763665280
2011-07-28,2685880960
2011-07-29,2688783360
2011-08-01,2694007680
2011-08-02,2582555520
2011-08-03,2573848320
2011-08-04,2386933760
2011-08-05,2339334400
2011-08-08,2091469440
2011-08-09,2236589440
2011-08-10,2142551679
2011-08-11,2266193920
2011-08-12,2286510720
2011-08-15,2345719680
2011-08-16,2328305280
2011-08-17,2306827520
2011-08-18,2181443840
2011-08-19,2128039679
2011-08-22,2146615039
2011-08-23,2275481600
2011-08-24,2334110080
2011-08-25,2271998720
2011-08-26,2355587840
2011-08-29,2443240320
2011-08-30,2447884160
2011-08-31,2452528000
2011-09-01,2393899520
2011-09-02,2299861760
2011-09-06,2273159680
2011-09-07,2360231680
2011-09-08,2313212800
2011-09-09,2231945600
2011-09-12,2211048320
2011-09-13,2276642560
2011-09-14,2346880640
2011-09-15,2389836160
2011-09-16,2367197440
2011-09-19,2323080960
2011-09-20,2271998720
2011-09-21,2158805120
2011-09-22,2084503679
2011-09-23,2093210880
2011-09-26,2140229759
2011-09-27,2177960960
2011-09-28,2082762240
2011-09-29,2148936960
2011-09-30,2065523059
2011-10-03,1969452220
2011-10-04,2095038800
2011-10-05,2192845860
2011-10-06,2260558440
2011-10-07,2198054520
2011-10-10,2256507260
2011-10-11,2272133240
2011-10-12,2345054480
2011-10-13,2348526920
2011-10-14,2380936360
2011-10-17,2304542680
2011-10-18,2394247380
2011-10-19,2372255260
2011-10-20,2402928480
2011-10-21,2458487520
2011-10-24,2532566240
2011-10-25,2530251280
2011-10-26,2564396940
2011-10-27,2635003220
2011-10-28,2603751260
2011-10-31,2552822140
2011-11-01,2477585940
2011-11-02,2552243400
2011-11-03,2645420540
2011-11-04,2658731560
2011-11-07,2658152820
2011-11-08,2691719740
2011-11-09,2557452060
2011-11-10,2595648900
2011-11-11,2676672500
2011-11-14,2657574080
2011-11-15,2716605560
2011-11-16,2694613440
2011-11-17,2629794560
2011-11-18,2640211880
2011-11-21,2591018980
2011-11-22,2591597720
2011-11-23,2518676480
2011-11-25,2512310340
2011-11-28,2617641020
2011-11-29,2665097700
2011-11-30,2777373260
2011-12-01,2732810280
2011-12-02,2742070120
2011-12-05,2766377200
2011-12-06,2764640980
2011-12-07,2752487440
2011-12-08,2666833920
2011-12-09,2753644920
2011-12-12,2703873280
2011-12-13,2643684320
2011-12-14,2589861500
2011-12-15,2583495360
2011-12-16,2625164640
2011-12-19,2564975680
2011-12-20,2663361480
2011-12-21,2667412660
2011-12-22,2659889040
2011-12-23,2681302420
2011-12-27,2711396900
2011-12-28,2655259120
2011-12-29,2716605560
2011-12-30,2703294540
2012-01-03,2741623040
2012-01-04,2777514220
2012-01-05,2789670910
2012-01-06,2770567540
2012-01-09,2812247620
2012-01-10,2855085480
2012-01-11,2866084390
2012-01-12,2846981020
2012-01-13,2846402130
2012-01-17,2852191030
2012-01-18,2905448910
2012-01-19,2956391230
2012-01-20,2917605600
2012-01-23,2896186670
2012-01-24,2744517490
2012-01-25,2790828690
2012-01-26,2783882010
2012-01-27,2789092020
2012-01-30,2800669820
2012-01-31,2778672000
2012-02-01,2857401040
2012-02-02,2825562090
2012-02-03,2874188850
2012-02-06,2863189940
2012-02-07,2877662190
2012-02-08,2868978840
2012-02-09,2862611050
2012-02-10,2818036520
2012-02-13,2869557730
2012-02-14,2867242170
2012-02-15,2840034340
2012-02-16,2877083300
2012-02-17,2890976660
2012-02-21,2899081120
2012-02-22,2890976660
2012-02-23,2877083300
2012-02-24,2860295490
2012-02-27,2846402130
2012-02-28,2810510950
2012-02-29,2811668730
2012-03-01,2822088750
2012-03-02,2774619770
2012-03-05,2783882010
2012-03-06,2673892910
2012-03-07,2705152970
2012-03-08,2743938600
2012-03-09,2779250890
2012-03-12,2753200840
2012-03-13,2804143160
2012-03-14,2790249800
2012-03-15,2820352080
2012-03-16,2775198660
2012-03-19,2789670910
2012-03-20,2741044150
2012-03-21,2752621950
2012-03-22,2713836320
2012-03-23,2703416300
2012-03-26,2761884190
2012-03-27,2776935330
2012-03-28,2766515310
2012-03-29,2760726410
2012-03-30,2807616500
2012-04-02,2827449900
2012-04-03,2832648480
2012-04-04,2789326980
2012-04-05,2773153620
2012-04-09,2711925900
2012-04-10,2639145780
2012-04-11,2679579180
2012-04-12,2746583100
2012-04-13,2714814000
2012-04-16,2718857340
2012-04-17,2734453080
2012-04-18,2737918800
2012-04-19,2704416840
2012-04-20,2754092160
2012-04-23,2714236380
2012-04-24,2523621780
2012-04-25,2554235640
2012-04-26,2570986620
2012-04-27,2590048080
2012-04-30,2549037060
2012-05-01,2543838480
2012-05-02,2519578440
2012-05-03,2484343620
2012-05-04,2404054440
2012-05-07,2434668300
2012-05-08,2458350720
2012-05-09,2383837740
2012-05-10,2367664380
2012-05-11,2341093860
2012-05-14,2310480000
2012-05-15,2294884260
2012-05-16,2265425640
2012-05-17,2183403600
2012-05-18,2176472160
2012-05-21,2219793660
2012-05-22,2228457960
2012-05-23,2235389400
2012-05-24,2241165600
2012-05-25,2223837000
2012-05-29,2259071820
2012-05-30,2211706980
2012-05-31,2188602180
2012-06-01,2131995419
2012-06-04,2123331120
2012-06-05,2156255460
2012-06-06,2194378380
2012-06-07,2202465060
2012-06-08,2209974120
2012-06-11,2148168780
2012-06-12,2172428820
2012-06-13,2126796840
2012-06-14,2121020640
2012-06-15,2107157759
2012-06-18,2116399680
2012-06-19,2167230240
2012-06-20,2179937880
2012-06-21,2115244439
2012-06-22,2117554919
2012-06-25,2063836259
2012-06-26,2063836259
2012-06-27,2070767700
2012-06-28,2077699140
2012-06-29,2101381560
2012-07-02,2046145860
2012-07-03,2112408539
2012-07-05,2105553780
2012-07-06,2061569070
2012-07-09,2051858160
2012-07-10,2034150030
2012-07-11,2029580190
2012-07-12,2032436340
2012-07-13,2079848429
2012-07-16,2060997840
2012-07-17,2082704580
2012-07-18,2136971429
2012-07-19,2181527370
2012-07-20,2163248010
2012-07-23,2134115280
2012-07-24,2211231330
2012-07-25,2227225770
2012-07-26,2243791440
2012-07-27,2272352940
2012-07-30,2250646200
2012-07-31,2227797000
2012-08-01,2226654540
2012-08-02,2231795610
2012-08-03,2269496790
2012-08-06,2260928340
2012-08-07,2307197970
2012-08-08,2316337650
2012-08-09,2303199360
2012-08-10,2316908880
2012-08-13,2291203530
2012-08-14,2300343210
2012-08-15,2307769200
2012-08-16,2330618400
2012-08-17,2329475940
2012-08-20,2315766420
2012-08-21,2316337650
2012-08-22,2287776150
2012-08-23,2280921390
2012-08-24,2248932510
2012-08-27,2243791440
2012-08-28,2227225770
2012-08-29,2211231330
2012-08-30,2159249400
2012-08-31,2170102770
2012-09-04,2171245230
2012-09-05,2166675390
2012-09-06,2224369620
2012-09-07,2268354330
2012-09-10,2267783100
2012-09-11,2271210480
2012-09-12,2281492620
2012-09-13,2300914440
2012-09-14,2360893590
2012-09-17,2347184070
2012-09-18,2387741400
2012-09-19,2417445360
2012-09-20,2419730280
2012-09-21,2406020760
2012-09-24,2359179900
2012-09-25,2310054120
2012-09-26,2293488450
2012-09-27,2292917220
2012-09-28,2280921390
2012-10-01,2317375200
2012-10-02,2326496480
2012-10-03,2325356320
2012-10-04,2366972160
2012-10-05,2355000480
2012-10-08,2351580000
2012-10-09,2315094880
2012-10-10,2295142080
2012-10-11,2302553120
2012-10-12,2293431840
2012-10-15,2317375200
2012-10-16,2361841440
2012-10-17,2391485600
2012-10-18,2430821120
2012-10-19,2396046240
2012-10-22,2361271360
2012-10-23,2412578560
2012-10-24,2411438400
2012-10-25,2404027360
2012-10-26,2385784800
2012-10-31,2393195840
2012-11-01,2465596000
2012-11-02,2413148640
2012-11-05,2461605440
2012-11-06,2494100000
2012-11-07,2396616320
2012-11-08,2357280800
2012-11-09,2373813120
2012-11-12,2362411520
2012-11-13,2358420960
2012-11-14,2302553120
2012-11-15,2310534240
2012-11-16,2321365760
2012-11-19,2358420960
2012-11-20,2356710720
2012-11-21,2360701280
2012-11-23,2393195840
2012-11-26,2409728160
2012-11-27,2398896640
2012-11-28,2396046240
2012-11-29,2410298240
2012-11-30,2419419520
2012-12-03,2412008480
2012-12-04,2389205280
2012-12-05,2422840000
2012-12-06,2425690400
2012-12-07,2437662080
2012-12-10,2483838560
2012-12-11,2494100000
2012-12-12,2508922080
2012-12-13,2495810240
2012-12-14,2514052800
2012-12-17,2530585120
2012-12-18,2552818240
2012-12-19,2547687520
2012-12-20,2563079680
2012-12-21,2636620000
2012-12-24,2613246720
2012-12-26,2605835680
2012-12-27,2624648320
2012-12-28,2592153760
2012-12-31,2660128120
2013-01-02,2715882750
2013-01-03,2709560060
2013-01-04,2718756700
2013-01-07,2724504600
2013-01-08,2698064260
2013-01-09,2710709640
2013-01-10,2717607120
2013-01-11,2747496200
2013-01-14,2750944940
2013-01-15,2750370150
2013-01-16,2731402080
2013-01-17,2783133180
2013-01-18,2772212170
2013-01-22,2804975200
2013-01-23,2791180240
2013-01-24,2817620580
2013-01-25,2804975200
2013-01-28,2792904610
2013-01-29,2887170170
2013-01-30,2897516390
2013-01-31,2890044120
2013-02-01,2925681100
2013-02-04,2911886140
2013-02-05,2961318080
2013-02-06,2982585310
2013-02-07,3000403800
2013-02-08,3027993720
2013-02-11,3006151700
2013-02-12,3072252550
2013-02-13,3098692890
2013-02-14,3111338270
2013-02-15,3104440790
2013-02-19,3117086170
2013-02-20,3057308010
2013-02-21,3054434060
2013-02-22,3087771880
2013-02-25,3007876070
2013-02-26,3022820610
2013-02-27,3067654230
2013-02-28,3091220620
2013-03-01,3055008850
2013-03-04,3048686160
2013-03-05,3108464320
2013-03-06,3105590370
2013-03-07,3115936590
2013-03-08,3159620630
2013-03-11,3170541640
2013-03-12,3178588700
2013-03-13,3184336600
2013-03-14,3216524840
2013-03-15,3224571900
2013-03-18,3237217280
2013-03-19,3252161820
2013-03-20,3263082830
2013-03-21,3238941650
2013-03-22,3239516440
2013-03-25,3196407190
2013-03-26,3192958450
2013-03-27,3184336600
2013-03-28,3210776940
2013-04-01,3209840440
2013-04-02,3171621160
2013-04-03,3111975920
2013-04-04,3128190160
2013-04-05,3116608560
2013-04-08,3135139120
2013-04-09,3139771760
2013-04-10,3200575160
2013-04-11,3214473080
2013-04-12,3148457960
2013-04-15,3041907240
2013-04-16,3100973400
2013-04-17,3046539880
2013-04-18,3022218520
2013-04-19,3071440320
2013-04-22,3030904720
2013-04-23,3084180080
2013-04-24,3091708120
2013-04-25,3107343280
2013-04-26,3086496400
2013-04-29,3106764200
2013-04-30,3117187640
2013-05-01,3100394320
2013-05-02,3150774280
2013-05-03,3219684800
2013-05-06,3230108240
2013-05-07,3294965200
2013-05-08,3359243080
2013-05-09,3355189520
2013-05-10,3374299160
2013-05-13,3385301680
2013-05-14,3457686680
2013-05-15,3475059080
2013-05-16,3468110120
2013-05-17,3495326880
2013-05-20,3488377920
2013-05-21,3484903440
2013-05-22,3457107600
2013-05-23,3449000480
2013-05-24,3437997960
2013-05-28,3458844840
2013-05-29,3426995440
2013-05-30,3450737720
2013-05-31,3460003000
2013-06-03,3447842320
2013-06-04,3424679120
2013-06-05,3329130920
2013-06-06,3366771120
2013-06-07,3426416360
2013-06-10,3409043960
2013-06-11,3367350200
2013-06-12,3330289080
2013-06-13,3435681640
2013-06-14,3429890840
2013-06-17,3441472440
2013-06-18,3480849880
2013-06-19,3433944400
2013-06-20,3320444720
2013-06-21,3312337600
2013-06-24,3293227960
2013-06-25,3331447240
2013-06-26,3351715040
2013-06-27,3400357760
2013-06-28,3469847360
2013-07-01,3525664170
2013-07-02,3550063230
2013-07-03,3568652990
2013-07-05,3631393430
2013-07-08,3636040870
2013-07-09,3656954350
2013-07-10,3701685960
2013-07-11,3709818980
2013-07-12,3705171540
2013-07-15,3712142700
2013-07-16,3686581780
2013-07-17,3680772480
2013-07-18,3710980840
2013-07-19,3716790140
2013-07-22,3720856650
2013-07-23,3674963180
2013-07-24,3630812500
2013-07-25,3617451110
2013-07-26,3600604140
2013-07-29,3549482300
2013-07-30,3531473470
2013-07-31,3537863700
2013-08-01,3606994370
2013-08-02,3594213910
2013-08-05,3596537630
2013-08-06,3533797190
2013-08-07,3548320440
2013-08-08,3559939040
2013-08-09,3544253930
2013-08-12,3555291600
2013-08-13,3536701840
2013-08-14,3548320440
2013-08-15,3415868400
2013-08-16,3455371640
2013-08-19,3437943740
2013-08-20,3465247450
2013-08-21,3462342800
2013-08-22,3524502310
2013-08-23,3493713020
2013-08-26,3486741860
2013-08-27,3391469340
2013-08-28,3396116780
2013-08-29,3396116780
2013-08-30,3335119130
2013-09-03,3333376340
2013-09-04,3375784230
2013-09-05,3410059100
2013-09-06,3451886060
2013-09-09,3504750690
2013-09-10,3532054400
2013-09-11,3499522320
2013-09-12,3482675350
2013-09-13,3496036740
2013-09-16,3522178590
2013-09-17,3507074410
2013-09-18,3545996720
2013-09-19,3583757170
2013-09-20,3611060880
2013-09-23,3601766000
2013-09-24,3606994370
2013-09-25,3607575300
2013-09-26,3622098550
2013-09-27,3581433450
2013-09-30,3586788870
2013-10-01,3621685470
2013-10-02,3572830230
2013-10-03,3517577280
2013-10-04,3542004900
2013-10-07,3485007120
2013-10-08,3431499000
2013-10-09,3440223150
2013-10-10,3509434740
2013-10-11,3516414060
2013-10-14,3530372700
2013-10-15,3489078390
2013-10-16,3489660000
2013-10-17,3490823220
2013-10-18,3553055490
2013-10-21,3572248620
2013-10-22,3628083180
2013-10-23,3625175130
2013-10-24,3620522250
2013-10-25,3629828010
2013-10-28,3646694700
2013-10-29,3694968330
2013-10-30,3690897060
2013-10-31,3693223500
2013-11-01,3692060280
2013-11-04,3725212050
2013-11-05,3692641890
2013-11-06,3701947650
2013-11-07,3618777420
2013-11-08,3681009690
2013-11-11,3663561390
2013-11-12,3662979780
2013-11-13,3697876380
2013-11-14,3708345360
2013-11-15,3714743070
2013-11-18,3685662570
2013-11-19,3657163680
2013-11-20,3594349800
2013-11-21,3619359030
2013-11-22,3632736060
2013-11-25,3632154450
2013-11-26,3642623430
2013-11-27,3640878600
2013-11-29,3624011910
2013-12-02,3597839460
2013-12-03,3636807330
2013-12-04,3679264860
2013-12-05,3686825790
2013-12-06,3768251190
2013-12-09,3797913300
