,CRL
2009-10-22,2617563015
2009-10-23,2545741630
2009-10-26,2481755305
2009-10-27,2448456300
2009-10-28,2399487174
2009-10-29,2435397866
2009-10-30,2384469975
2009-11-02,2400140095
2009-11-03,2422339432
2009-11-04,2224504163
2009-11-05,2254538561
2009-11-06,2245397657
2009-11-09,2199693139
2009-11-10,2161170760
2009-11-11,2145500640
2009-11-12,2125912990
2009-11-13,2131136363
2009-11-16,2110895791
2009-11-17,2115466243
2009-11-18,2110895791
2009-11-19,2107631183
2009-11-20,2118077929
2009-11-23,2127871755
2009-11-24,2115466243
2009-11-25,2144194797
2009-11-27,2127871755
2009-11-30,2099143201
2009-12-01,2140277267
2009-12-02,2176187959
2009-12-03,2158559074
2009-12-04,2146806483
2009-12-07,2128524676
2009-12-08,2086737689
2009-12-09,2066497117
2009-12-10,2078249707
2009-12-11,2037115641
2009-12-14,2117425008
2009-12-15,2122648381
2009-12-16,2090655219
2009-12-17,2048215310
2009-12-18,2054744526
2009-12-21,2089349376
2009-12-22,2119383773
2009-12-23,2137665580
2009-12-24,2152029857
2009-12-28,2168644218
2009-12-29,2194693998
2009-12-30,2203160177
2009-12-31,2194042754
2010-01-04,2186227820
2010-01-05,2198601465
2010-01-06,2169295462
2010-01-07,2254608493
2010-01-08,2239629869
2010-01-11,2262423427
2010-01-12,2344480236
2010-01-13,2488405272
2010-01-14,2438259445
2010-01-15,2435654467
2010-01-19,2472124159
2010-01-20,2430444511
2010-01-21,2420675843
2010-01-22,2374437483
2010-01-25,2381601173
2010-01-26,2397882285
2010-01-27,2433700733
2010-01-28,2375739972
2010-01-29,2366622549
2010-02-01,2368576282
2010-02-02,2417419621
2010-02-03,2399184774
2010-02-04,2308661787
2010-02-05,2321686678
2010-02-08,2324291656
2010-02-09,2354900148
2010-02-10,2332757834
2010-02-11,2352946414
2010-02-12,2375088727
2010-02-16,2406999708
2010-02-17,2427839533
2010-02-18,2448679357
2010-02-19,2437608200
2010-02-22,2416768376
2010-02-23,2395928552
2010-02-24,2457145536
2010-02-25,2461704247
2010-02-26,2469519181
2010-03-01,2484497805
2010-03-02,2506640118
2010-03-03,2556785946
2010-03-04,2530084921
2010-03-05,2542458567
2010-03-08,2525526209
2010-03-09,2472124159
2010-03-10,2447376868
2010-03-11,2537899855
2010-03-12,2531387410
2010-03-15,2497522695
2010-03-16,2489707761
2010-03-17,2486451539
2010-03-18,2484497805
2010-03-19,2498173940
2010-03-22,2526177454
2010-03-23,2554180968
2010-03-24,2567857102
2010-03-25,2573067059
2010-03-26,2552878479
2010-03-29,2576981182
2010-03-30,2583510144
2010-03-31,2566534844
2010-04-01,2614196264
2010-04-05,2627254188
2010-04-06,2618766537
2010-04-07,2591997794
2010-04-08,2578286975
2010-04-09,2713436482
2010-04-12,2621378122
2010-04-13,2620072330
2010-04-14,2645535280
2010-04-15,2673609816
2010-04-16,2645535280
2010-04-19,2614849160
2010-04-20,2642270799
2010-04-21,2640312111
2010-04-22,2599179652
2010-04-23,2596568068
2010-04-26,2190466650
2010-04-27,2202871677
2010-04-28,2232252005
2010-04-29,2238128070
2010-04-30,2185896377
2010-05-03,2165003699
2010-05-04,2110813317
2010-05-05,2102325667
2010-05-06,2024631023
2010-05-07,1987415941
2010-05-10,2024631023
2010-05-11,2050746869
2010-05-12,2131705995
2010-05-13,2148028399
2010-05-14,2082738782
2010-05-17,2121912552
2010-05-18,2114730694
2010-05-19,2117995175
2010-05-20,2088614847
2010-05-21,2108854629
2010-05-24,2068375066
2010-05-25,2064457689
2010-05-26,2085350366
2010-05-27,2175450038
2010-05-28,2189813754
2010-06-01,2178061623
2010-06-02,2218541185
2010-06-03,2251185994
2010-06-04,2151945776
2010-06-07,2117995175
2010-06-08,2200260092
2010-06-09,2288401075
2010-06-10,2291665556
2010-06-11,2349773315
2010-06-14,2338021184
2010-06-15,2393517359
2010-06-16,2321045884
2010-06-17,2374583370
2010-06-18,2405922386
2010-06-21,2386335501
2010-06-22,2318434299
2010-06-23,2285136595
2010-06-24,2260326540
2010-06-25,2313864026
2010-06-28,2252073950
2010-06-29,2185798630
2010-06-30,2201241423
2010-07-01,2170999287
2010-07-02,2151052347
2010-07-06,2157486844
2010-07-07,2208962820
2010-07-08,2232770459
2010-07-09,2240491855
2010-07-12,2219901465
2010-07-13,2290680932
2010-07-14,2254004299
2010-07-15,2248856701
2010-07-16,2195450376
2010-07-19,2192876577
2010-07-20,2201884873
2010-07-21,2175503435
2010-07-22,2202528323
2010-07-23,2219901465
2010-07-26,2275238139
2010-07-27,2215397317
2010-07-28,2181294483
2010-07-29,2055821791
2010-07-30,1999841667
2010-08-02,1921984253
2010-08-03,1934209798
2010-08-04,1992120271
2010-08-05,1979251277
2010-08-06,1982468525
2010-08-09,2001128567
2010-08-10,1960591235
2010-08-11,1923914603
2010-08-12,1934853247
2010-08-13,1920697354
2010-08-16,1943218094
2010-08-17,1963165034
2010-08-18,1955443638
2010-08-19,1931635999
2010-08-20,1927131851
2010-08-23,1915549756
2010-08-24,1878873124
2010-08-25,1884020721
2010-08-26,1859569633
2010-08-27,1873082076
2010-08-30,1846057189
2010-08-31,1817745402
2010-09-01,1848630988
2010-09-02,1912975958
2010-09-03,1947078792
2010-09-07,1897533165
2010-09-08,1897533165
2010-09-09,1889811768
2010-09-10,1885951070
2010-09-13,1917480106
2010-09-14,1907828360
2010-09-15,1981825076
2010-09-16,1997267868
2010-09-17,2041665898
2010-09-20,2059682489
2010-09-21,2064830087
2010-09-22,2050030744
2010-09-23,2042952797
2010-09-24,2082203229
2010-09-27,1835025000
2010-09-28,1822507000
2010-09-29,1882252000
2010-09-30,1886235000
2010-10-01,1905011999
2010-10-04,1857785000
2010-10-05,1883959000
2010-10-06,1841284000
2010-10-07,1842422000
2010-10-08,1852664000
2010-10-11,1848681000
2010-10-12,1852664000
2010-10-13,1857216000
2010-10-14,1864613000
2010-10-15,1880544999
2010-10-18,1870872000
2010-10-19,1839008000
2010-10-20,1843560000
2010-10-21,1850957000
2010-10-22,1845267000
2010-10-25,1865751000
2010-10-26,1864044000
2010-10-27,1862906000
2010-10-28,1866319999
2010-10-29,1864613000
2010-11-01,1856077999
2010-11-02,1873717000
2010-11-03,1873148000
2010-11-04,1815679000
2010-11-05,1790074000
2010-11-08,1786091000
2010-11-09,1798609000
2010-11-10,1800885000
2010-11-11,1826490000
2010-11-12,1811696000
2010-11-15,1853233000
2010-11-16,1864613000
2010-11-17,1864044000
2010-11-18,1902167000
2010-11-19,1894201000
2010-11-22,1893632000
2010-11-23,1871441000
2010-11-24,1884527999
2010-11-26,1867458000
2010-11-29,1868027000
2010-11-30,1857785000
2010-12-01,1888510999
2010-12-02,1911271000
2010-12-03,1915823000
2010-12-06,1926634000
2010-12-07,1944273000
2010-12-08,1929478999
2010-12-09,1981258000
2010-12-10,1992638000
2010-12-13,1976136999
2010-12-14,1969309000
2010-12-15,1985810000
2010-12-16,2002310999
2010-12-17,1998327999
2010-12-20,2007432000
2010-12-21,2001742000
2010-12-22,2025640000
2010-12-23,2031330000
2010-12-27,1941226748
2010-12-28,1918033430
2010-12-29,1931517917
2010-12-30,1926663502
2010-12-31,1916954671
2011-01-03,1933136056
2011-01-04,1952553717
2011-01-05,1976825794
2011-01-06,1960105030
2011-01-07,1973050137
2011-01-10,1974668276
2011-01-11,2003794768
2011-01-12,2049102644
2011-01-13,2030763742
2011-01-14,2022133670
2011-01-18,2055035818
2011-01-19,1997861593
2011-01-20,2022133670
2011-01-21,2007570424
2011-01-24,2032381880
2011-01-25,2034539398
2011-01-26,2025369947
2011-01-27,2076610998
2011-01-28,2066362787
2011-01-31,2068520305
2011-02-01,2039393813
2011-02-02,1993007178
2011-02-03,1989231522
2011-02-04,1995164696
2011-02-07,1978983312
2011-02-08,1982219589
2011-02-09,2037775675
2011-02-10,2002716009
2011-02-11,2012964219
2011-02-14,2012964219
2011-02-15,2017818634
2011-02-16,2037775675
2011-02-17,2034000019
2011-02-18,2039933193
2011-02-22,1959565650
2011-02-23,1936911712
2011-02-24,1941766128
2011-02-25,1997322214
2011-02-28,1965498825
2011-03-01,1955250615
2011-03-02,1991928419
2011-03-03,2059890234
2011-03-04,2083622931
2011-03-07,2028066844
2011-03-08,2069599064
2011-03-09,2099264936
2011-03-10,2059350854
2011-03-11,2072295962
2011-03-14,2055575198
2011-03-15,2029684983
2011-03-16,2035078778
2011-03-17,2069059685
2011-03-18,2124615771
2011-03-21,2101422454
2011-03-22,2107355628
2011-03-23,2078768515
2011-03-24,2082004792
2011-03-25,2088477346
2011-03-28,1972360155
2011-03-29,1972360155
2011-03-30,1964711395
2011-03-31,1957062635
2011-04-01,2020292382
2011-04-04,2042218826
2011-04-05,2063125436
2011-04-06,2135023776
2011-04-07,2109527911
2011-04-08,2092190722
2011-04-11,2119726257
2011-04-12,2102389069
2011-04-13,2114117167
2011-04-14,2140122950
2011-04-15,2154910552
2011-04-18,2137573363
2011-04-19,2107998159
2011-04-20,2121765926
2011-04-21,2136043611
2011-04-25,2124315513
2011-04-26,2135533694
2011-04-27,2156950221
2011-04-28,2153890717
2011-04-29,2151341130
2011-05-02,2165618815
2011-05-03,2117176671
2011-05-04,2061085767
2011-05-05,2066184940
2011-05-06,2061085767
2011-05-09,2066184940
2011-05-10,2069754361
2011-05-11,2053437007
2011-05-12,2040179157
2011-05-13,2014173374
2011-05-16,2010094036
2011-05-17,1985108087
2011-05-18,1992756847
2011-05-19,1977459328
2011-05-20,1974909741
2011-05-23,1942784951
2011-05-24,1926977514
2011-05-25,1935646108
2011-05-26,1960122139
2011-05-27,1963181643
2011-05-31,1972360155
2011-06-01,1938195695
2011-06-02,1934116356
2011-06-03,1906070904
2011-06-06,1924937845
2011-06-07,1986637839
2011-06-08,1980008914
2011-06-09,1991737012
2011-06-10,1983578335
2011-06-13,1978479162
2011-06-14,2007034532
2011-06-15,1999895689
2011-06-16,1995306434
2011-06-17,1995306434
2011-06-20,1993776682
2011-06-21,2024881638
2011-06-22,2031510563
2011-06-23,2023861803
2011-06-24,2003465110
2011-06-27,1971840544
2011-06-28,2018920303
2011-06-29,2027935576
2011-06-30,2035949152
2011-07-01,2067502608
2011-07-05,2062994971
2011-07-06,2092545033
2011-07-07,2103062851
2011-07-08,2087536548
2011-07-11,2030940667
2011-07-12,2042460183
2011-07-13,2035949152
2011-07-14,2082027214
2011-07-15,2066000062
2011-07-18,2050473759
2011-07-19,2061492425
2011-07-20,2060490729
2011-07-21,2091042487
2011-07-22,2106067942
2011-07-25,2089039093
2011-07-26,2055482244
2011-07-27,1970337999
2011-07-28,1980354969
2011-07-29,1980855817
2011-08-01,1930270119
2011-08-02,1883190360
2011-08-03,1792035933
2011-08-04,1705889991
2011-08-05,1642282231
2011-08-08,1443445377
2011-08-09,1552129501
2011-08-10,1495032772
2011-08-11,1551127804
2011-08-12,1544616774
2011-08-15,1637273746
2011-08-16,1683852656
2011-08-17,1681348414
2011-08-18,1585185502
2011-08-19,1579676169
2011-08-22,1554633744
2011-08-23,1651798352
2011-08-24,1649794959
2011-08-25,1619243200
2011-08-26,1665822111
2011-08-29,1688861142
2011-08-30,1689361990
2011-08-31,1658810231
2011-09-01,1653801747
2011-09-02,1590694836
2011-09-06,1578674472
2011-09-07,1595202472
2011-09-08,1607723685
2011-09-09,1517070106
2011-09-12,1498037863
2011-09-13,1559642229
2011-09-14,1578674472
2011-09-15,1585185502
2011-09-16,1576170229
2011-09-19,1525584531
2011-09-20,1525584531
2011-09-21,1502545500
2011-09-22,1429421619
2011-09-23,1484014105
2011-09-26,1403253946
2011-09-27,1423038475
2011-09-28,1375266075
2011-09-29,1410492188
2011-09-30,1381056669
2011-10-03,1352586248
2011-10-04,1340039961
2011-10-05,1396980802
2011-10-06,1401806297
2011-10-07,1347760753
2011-10-10,1399876099
2011-10-11,1391190208
2011-10-12,1416282782
2011-10-13,1408561990
2011-10-14,1425933772
2011-10-17,1366580184
2011-10-18,1399393550
2011-10-19,1385399614
2011-10-20,1402771396
2011-10-21,1430276718
2011-10-24,1519548375
2011-10-25,1513275232
2011-10-26,1485287361
2011-10-27,1584210008
2011-10-28,1619918671
2011-10-31,1557669786
2011-11-01,1497351098
2011-11-02,1443788104
2011-11-03,1422073376
2011-11-04,1398911000
2011-11-07,1429794168
2011-11-08,1461642435
2011-11-09,1402288847
2011-11-10,1411457287
2011-11-11,1440892807
2011-11-14,1424968673
2011-11-15,1400841198
2011-11-16,1400358649
2011-11-17,1395533154
2011-11-18,1366097634
2011-11-21,1352586248
2011-11-22,1352103699
2011-11-23,1338109763
2011-11-25,1304331298
2011-11-28,1339557412
2011-11-29,1317360135
2011-11-30,1368027832
2011-12-01,1373335877
2011-12-02,1352586248
2011-12-05,1361272139
2011-12-06,1393120406
2011-12-07,1364167436
2011-12-08,1332319169
2011-12-09,1336662115
2011-12-12,1312052090
2011-12-13,1278273625
2011-12-14,1252215952
2011-12-15,1277308526
2011-12-16,1272965581
2011-12-19,1264279690
2011-12-20,1300953452
2011-12-21,1304813848
2011-12-22,1325563476
2011-12-23,1314947387
2011-12-27,1327011125
2011-12-28,1296610506
2011-12-29,1310121892
2011-12-30,1318807783
2012-01-03,1339074862
2012-01-04,1321703080
2012-01-05,1323633278
2012-01-06,1342452709
2012-01-09,1335697016
2012-01-10,1566838226
2012-01-11,1512310133
2012-01-12,1496385999
2012-01-13,1546571147
2012-01-17,1568285875
2012-01-18,1582762359
2012-01-19,1587587855
2012-01-20,1592895899
2012-01-23,1594826097
2012-01-24,1608337483
2012-01-25,1616540825
2012-01-26,1603994538
2012-01-27,1622331418
2012-01-30,1613645528
2012-01-31,1629569661
2012-02-01,1662865577
2012-02-02,1663348126
2012-02-03,1686510502
2012-02-06,1694713843
2012-02-07,1676376963
2012-02-08,1673481666
2012-02-09,1679754809
2012-02-10,1629569661
2012-02-13,1635842805
2012-02-14,1700021888
2012-02-15,1718841318
2012-02-16,1749241937
2012-02-17,1725114462
2012-02-21,1712085625
2012-02-22,1687958150
2012-02-23,1724631913
2012-02-24,1749241937
2012-02-27,1738143299
2012-02-28,1726079561
2012-02-29,1695196393
2012-03-01,1712085625
2012-03-02,1690853448
2012-03-05,1720771516
2012-03-06,1694713843
2012-03-07,1719323868
2012-03-08,1739108398
2012-03-09,1782055303
2012-03-12,1760823125
2012-03-13,1784950600
2012-03-14,1769991566
2012-03-15,1786398249
2012-03-16,1781572754
2012-03-19,1758410378
2012-03-20,1716911121
2012-03-21,1701469537
2012-03-22,1699056789
2012-03-23,1707260131
2012-03-26,1752619784
2012-03-27,1749241937
2012-03-28,1731387606
2012-03-29,1729939957
2012-03-30,1741521145
2012-04-02,1765093092
2012-04-03,1762691604
2012-04-04,1725228404
2012-04-05,1725708701
2012-04-09,1715622455
2012-04-10,1681041040
2012-04-11,1682962229
2012-04-12,1714181563
2012-04-13,1677678957
2012-04-16,1676718363
2012-04-17,1712740671
2012-04-18,1697371152
2012-04-19,1697851450
2012-04-20,1729070784
2012-04-23,1700252937
2012-04-24,1687765204
2012-04-25,1703134722
2012-04-26,1707457399
2012-04-27,1700733235
2012-04-30,1706496804
2012-05-01,1700733235
2012-05-02,1697851450
2012-05-03,1691127286
2012-05-04,1657026168
2012-05-07,1653183788
2012-05-08,1647900516
2012-05-09,1629649213
2012-05-10,1649821706
2012-05-11,1674797173
2012-05-14,1643577839
2012-05-15,1642617244
2012-05-16,1635412783
2012-05-17,1620523562
2012-05-18,1581139172
2012-05-21,1625806834
2012-05-22,1582580064
2012-05-23,1591225418
2012-05-24,1601791962
2012-05-25,1611878208
2012-05-29,1631570403
2012-05-30,1607075234
2012-05-31,1603232854
2012-06-01,1556163705
2012-06-04,1547038054
2012-06-05,1569612033
2012-06-06,1576336198
2012-06-07,1575375603
2012-06-08,1572013521
2012-06-11,1533589725
2012-06-12,1560486382
2012-06-13,1535030618
2012-06-14,1528306454
2012-06-15,1539353295
2012-06-18,1563848464
2012-06-19,1610437316
2012-06-20,1622444752
2012-06-21,1586902741
2012-06-22,1580658875
2012-06-25,1529747346
2012-06-26,1531668536
2012-06-27,1547998649
2012-06-28,1537432105
2012-06-29,1573454413
2012-07-02,1595940759
2012-07-03,1635470178
2012-07-05,1633088887
2012-07-06,1581653017
2012-07-09,1556887598
2012-07-10,1536884759
2012-07-11,1553077533
2012-07-12,1567365275
2012-07-13,1562126436
2012-07-16,1570699081
2012-07-17,1611657275
2012-07-18,1639756500
2012-07-19,1647376629
2012-07-20,1610228500
2012-07-23,1595464501
2012-07-24,1564031469
2012-07-25,1579271726
2012-07-26,1607847210
2012-07-27,1607370952
2012-07-30,1615467339
2012-07-31,1620706178
2012-08-01,1622611210
2012-08-02,1623087468
2012-08-03,1674523338
2012-08-06,1707861403
2012-08-07,1695478693
2012-08-08,1746438306
2012-08-09,1740723209
2012-08-10,1765964886
2012-08-13,1749295854
2012-08-14,1738818177
2012-08-15,1742151983
2012-08-16,1745009531
2012-08-17,1746438306
2012-08-20,1744533273
2012-08-21,1750248370
2012-08-22,1737389402
2012-08-23,1714052757
2012-08-24,1715005274
2012-08-27,1714052757
2012-08-28,1729293015
2012-08-29,1731198048
2012-08-30,1726911725
2012-08-31,1729769273
2012-09-04,1775490047
2012-09-05,1776918821
2012-09-06,1805494305
2012-09-07,1796921660
2012-09-10,1792635337
2012-09-11,1809780628
2012-09-12,1821210821
2012-09-13,1832164756
2012-09-14,1835974821
2012-09-17,1833117272
2012-09-18,1823115853
2012-09-19,1807875595
2012-09-20,1824544627
2012-09-21,1835974821
2012-09-24,1820734563
2012-09-25,1815971982
2012-09-26,1791206563
2012-09-27,1853596369
2012-09-28,1885981917
2012-10-01,1898699550
2012-10-02,1904407064
2012-10-03,1933420259
2012-10-04,1938176520
2012-10-05,1909163325
2012-10-08,1898223924
2012-10-09,1853039441
2012-10-10,1825928751
2012-10-11,1827355629
2012-10-12,1830209386
2012-10-15,1901553307
2012-10-16,1961482201
2012-10-17,1901553307
2012-10-18,1874442617
2012-10-19,1872540113
2012-10-22,1864930094
2012-10-23,1867308225
2012-10-24,1879674505
2012-10-25,1892040784
2012-10-26,1873966991
2012-10-31,1775036754
2012-11-01,1874442617
2012-11-02,1875869496
2012-11-05,1911065830
2012-11-06,1950067174
2012-11-07,1911541456
2012-11-08,1869210730
2012-11-09,1883479514
2012-11-12,1893467663
2012-11-13,1883003888
2012-11-14,1861600711
2012-11-15,1815464976
2012-11-16,1860173833
2012-11-19,1898699550
2012-11-20,1880150131
2012-11-21,1883955140
2012-11-23,1899175177
2012-11-26,1890613906
2012-11-27,1876345122
2012-11-28,1841624414
2012-11-29,1854941946
2012-11-30,1824977499
2012-12-03,1853515067
2012-12-04,1867783851
2012-12-05,1838770657
2012-12-06,1829733760
2012-12-07,1836868152
2012-12-10,1847807553
2012-12-11,1869210730
2012-12-12,1695607189
2012-12-13,1755060456
2012-12-14,1742694176
2012-12-17,1769329240
2012-12-18,1809757462
2012-12-19,1778841763
2012-12-20,1798342435
2012-12-21,1798342435
2012-12-24,1771707371
2012-12-26,1748877316
2012-12-27,1760292344
2012-12-28,1754109204
2012-12-31,1785782542
2013-01-02,1812948169
2013-01-03,1832011767
2013-01-04,1860607164
2013-01-07,1853934905
2013-01-08,1850598775
2013-01-09,1902070490
2013-01-10,1928282937
2013-01-11,1920657498
2013-01-14,1969746263
2013-01-15,1970222853
2013-01-16,1974988752
2013-01-17,2010732999
2013-01-18,2020264798
2013-01-22,2051243144
2013-01-23,2027890237
2013-01-24,2043141115
2013-01-25,2056485634
2013-01-28,2015022308
2013-01-29,1995958710
2013-01-30,1974035572
2013-01-31,1969269673
2013-02-01,1991669401
2013-02-04,1983567371
2013-02-05,1983567371
2013-02-06,1984997141
2013-02-07,1974988752
2013-02-08,1982137602
2013-02-11,1984520551
2013-02-12,1948299715
2013-02-13,1965456953
2013-02-14,1964980363
2013-02-15,1928282937
2013-02-19,1986903501
2013-02-20,1964027183
2013-02-21,1923040448
2013-02-22,1925423398
2013-02-25,1894921641
2013-02-26,1887772791
2013-02-27,1924946808
2013-02-28,1941627456
2013-03-01,1934955197
2013-03-04,1929712707
2013-03-05,1969269673
2013-03-06,1996911890
2013-03-07,1987380091
2013-03-08,2050766554
2013-03-11,2060774943
2013-03-12,2122255047
2013-03-13,2182305381
2013-03-14,2177062891
2013-03-15,2127974126
2013-03-18,2105574399
2013-03-19,2109387118
2013-03-20,2133216616
2013-03-21,2125591177
2013-03-22,2137029335
2013-03-25,2102238269
2013-03-26,2137029335
2013-03-27,2103191449
2013-03-28,2109863708
2013-04-01,2099230531
2013-04-02,2132061183
2013-04-03,2036948852
2013-04-04,2021016330
2013-04-05,1997841751
2013-04-08,2007015022
2013-04-09,2021981937
2013-04-10,2064951467
2013-04-11,2105989783
2013-04-12,2103092960
2013-04-15,2020533526
2013-04-16,2052881374
2013-04-17,2035017637
2013-04-18,2011843059
2013-04-19,2037914459
2013-04-22,2042259693
2013-04-23,2054329786
2013-04-24,2049984552
2013-04-25,2066399878
2013-04-26,2049501748
2013-04-29,2060606234
2013-04-30,2099713334
2013-05-01,2077987167
2013-05-02,2018602311
2013-05-03,2047570534
2013-05-06,2046122122
2013-05-07,2067365486
2013-05-08,2094885297
2013-05-09,2110817820
2013-05-10,2139303239
2013-05-13,2151373331
2013-05-14,2189514824
2013-05-15,2197239684
2013-05-16,2178893143
2013-05-17,2173099498
2013-05-20,2168271461
2013-05-21,2172133891
2013-05-22,2125301931
2013-05-23,2141234453
2013-05-24,2143165668
2013-05-28,2156201368
2013-05-29,2129164361
2013-05-30,2125301931
2013-05-31,2091022868
2013-06-03,2045156515
2013-06-04,2027775582
2013-06-05,2001221377
2013-06-06,2006532218
2013-06-07,2033086422
2013-06-10,2051432963
2013-06-11,2040811282
2013-06-12,2034534833
2013-06-13,2052881374
2013-06-14,2061571841
2013-06-17,2086194830
2013-06-18,2054812589
2013-06-19,2034534833
2013-06-20,2007980629
2013-06-21,2009911844
2013-06-24,1972735959
2013-06-25,1990116892
2013-06-26,1983357640
2013-06-27,1996393340
2013-06-28,1980943622
2013-07-01,2003144234
2013-07-02,2010330832
2013-07-03,2004581554
2013-07-05,2043389179
2013-07-08,2060157907
2013-07-09,2074051995
2013-07-10,2086508763
2013-07-11,2107589449
2013-07-12,2107589449
2013-07-15,2126274602
2013-07-16,2099444639
2013-07-17,2091299828
2013-07-18,2126753709
2013-07-19,2129149241
2013-07-22,2138252264
2013-07-23,2119088005
2013-07-24,2135856732
2013-07-25,2135856732
2013-07-26,2140168690
2013-07-29,2141606010
2013-07-30,2144480649
2013-07-31,2181850955
2013-08-01,2216825729
2013-08-02,2205327173
2013-08-05,2283900637
2013-08-06,2263299058
2013-08-07,2280067785
2013-08-08,2273360295
2013-08-09,2281025998
2013-08-12,2286296170
2013-08-13,2287733489
2013-08-14,2284858850
2013-08-15,2235031775
2013-08-16,2249884077
2013-08-19,2253237822
2013-08-20,2273360295
2013-08-21,2259466206
2013-08-22,2293482767
2013-08-23,2285337957
2013-08-26,2287733489
2013-08-27,2239343734
2013-08-28,2242218373
2013-08-29,2241739266
2013-08-30,2206285386
2013-09-03,2197661469
2013-09-04,2221137687
2013-09-05,2220658581
2013-09-06,2221137687
2013-09-09,2279588679
2013-09-10,2291087235
2013-09-11,2306897749
2013-09-12,2270964762
2013-09-13,2264257271
2013-09-16,2269527443
2013-09-17,2269527443
2013-09-18,2255633354
2013-09-19,2234552669
2013-09-20,2208201812
2013-09-23,2178018103
2013-09-24,2203889854
2013-09-25,2212513770
2013-09-26,2229761604
2013-09-27,2215867516
2013-09-30,2181190826
2013-10-01,2198165074
2013-10-02,2208066719
2013-10-03,2201937129
2013-10-04,2222211925
2013-10-07,2185434388
2013-10-08,2126967535
2013-10-09,2106221232
2013-10-10,2152900414
2013-10-11,2158558496
2013-10-14,2182605347
2013-10-15,2165159592
2013-10-16,2206180691
2013-10-17,2250502338
2013-10-18,2244372748
2013-10-21,2254274393
2013-10-22,2254745900
2013-10-23,2279735764
2013-10-24,2320756863
2013-10-25,2330658507
2013-10-28,2316041794
2013-10-29,2309912205
2013-10-30,2289165902
2013-10-31,2320285356
2013-11-01,2339145631
2013-11-04,2349047276
2013-11-05,2402799060
2013-11-06,2364135496
2013-11-07,2325943439
2013-11-08,2351404810
2013-11-11,2356591386
2013-11-12,2403742074
2013-11-13,2406099608
2013-11-14,2435333035
2013-11-15,2439105090
2013-11-18,2409400156
2013-11-19,2416001253
2013-11-20,2428731938
2013-11-21,2431089473
2013-11-22,2457022351
2013-11-25,2473053585
2013-11-26,2465037968
2013-11-27,2453721803
2013-11-29,2459851392
2013-12-02,2455136324
2013-12-03,2435333035
2013-12-04,2440991117
2013-12-05,2454664817
2013-12-06,2495214408
2013-12-09,2493328381
2013-12-10,2481069202
2013-12-11,2458908379
2013-12-12,2468810023
2013-12-13,2477297147
2013-12-16,2489556326
2013-12-17,2459851392
2013-12-18,2488613312
2013-12-19,2465509475
2013-12-20,2487198792
2013-12-23,2496628929
2013-12-24,2507945094
2013-12-26,2510774136
2013-12-27,2514546191
2013-12-30,2512775760
2013-12-31,2497706640
2014-01-02,2490172080
2014-01-03,2517484860
2014-01-06,2494881180
2014-01-07,2651223300
2014-01-08,2638037820
2014-01-09,2657816040
2014-01-10,2677594260
2014-01-13,2730807090
2014-01-14,2758119870
2014-01-15,2768008980
2014-01-16,2787316290
2014-01-17,2764241700
2014-01-21,2764241700
2014-01-22,2744463480
2014-01-23,2729865270
2014-01-24,2683716090
2014-01-27,2685128820
2014-01-28,2676181530
2014-01-29,2656874220
2014-01-30,2710557960
2014-01-31,2662054230
2014-02-03,2589534090
2014-02-04,2607428670
2014-02-05,2682774270
2014-02-06,2722330710
2014-02-07,2736458010
2014-02-10,2754352590
2014-02-11,2730807090
2014-02-12,2711499780
2014-02-13,2749172580
2014-02-14,2744463480
2014-02-18,2737399830
2014-02-19,2735516190
2014-02-20,2777898090
2014-02-21,2785432650
2014-02-24,2768008980
2014-02-25,2768008980
2014-02-26,2801443590
2014-02-27,2849005500
2014-02-28,2797676310
2014-03-03,2740696200
2014-03-04,2778839910
2014-03-05,2745876210
2014-03-06,2738812560
2014-03-07,2710087050
2014-03-10,2728923450
2014-03-11,2733632550
2014-03-12,2841000030
2014-03-13,2800972680
2014-03-14,2859836430
2014-03-17,2876789190
2014-03-18,2912578350
2014-03-19,2919642000
2014-03-20,2920112910
2014-03-21,2864545530
2014-03-24,2850418230
2014-03-25,2853714600
2014-03-26,2825460000
2014-03-27,2803798140
2014-03-28,2796734490
2014-03-31,2832480280
2014-04-01,2875197500
2014-04-02,2882238800
2014-04-03,2885524740
2014-04-04,2713247600
2014-04-07,2669591540
2014-04-08,2734371500
2014-04-09,2770047420
2014-04-10,2695409640
2014-04-11,2645651120
2014-04-14,2656447780
2014-04-15,2666305600
2014-04-16,2704798040
2014-04-17,2679918780
2014-04-21,2721227740
2014-04-22,2730616140
2014-04-23,2690246020
2014-04-24,2700103840
2014-04-25,2659264300
2014-04-28,2517968880
2014-04-29,2584626520
2014-04-30,2521724240
2014-05-01,2415165900
2014-05-02,2381837080
2014-05-05,2401552720
2014-05-06,2392164320
2014-05-07,2454597180
2014-05-08,2455536020
2014-05-09,2506233380
2014-05-12,2531582060
2014-05-13,2532051480
2014-05-14,2526887860
2014-05-15,2519846560
2014-05-16,2499192080
2014-05-19,2535806840
2014-05-20,2495436720
2014-05-21,2506233380
2014-05-22,2511397000
2014-05-23,2522193660
2014-05-27,2536276260
2014-05-28,2516091200
2014-05-29,2516560620
2014-05-30,2515152360
2014-06-02,2510458160
2014-06-03,2541439880
2014-06-04,2558339000
2014-06-05,2582279420
2014-06-06,2572891020
2014-06-09,2580871160
2014-06-10,2568196820
2014-06-11,2556461320
