,FICO
2023-06-12,19971692620
2023-06-13,20006635220
2023-06-14,19848644750
2023-06-15,20019863490
2023-06-16,19966201640
2023-06-20,19855882860
2023-06-21,19730089500
2023-06-22,19638989150
2023-06-23,19369431950
2023-06-26,19180492320
2023-06-27,19356702860
2023-06-28,19663698560
2023-06-29,19880841860
2023-06-30,20089447460
2023-07-03,19736670000
2023-07-05,19661447220
2023-07-06,19423862400
2023-07-07,19706630540
2023-07-10,19919885880
2023-07-11,20069586660
2023-07-12,20133141220
2023-07-13,20128920800
2023-07-14,20467795700
2023-07-17,20785320240
2023-07-18,20944951420
2023-07-19,20974246100
2023-07-20,21155724160
2023-07-21,20965557000
2023-07-24,20724248280
2023-07-25,21163916740
2023-07-26,20723503500
2023-07-27,20365264320
2023-07-28,20480705220
2023-07-31,20803443220
2023-08-01,20597883940
2023-08-02,20411688940
2023-08-03,21230698680
2023-08-04,20879162520
2023-08-07,21381889020
2023-08-08,21255028160
2023-08-09,21220520020
2023-08-10,21327768340
2023-08-11,21353090860
2023-08-14,21739135160
2023-08-15,21625680340
2023-08-16,21072308800
2023-08-17,20940234480
2023-08-18,21006023380
2023-08-21,20987900400
2023-08-22,20940979260
2023-08-23,21348125660
2023-08-24,21025387660
2023-08-25,21149021140
2023-08-28,21474490000
2023-08-29,22053928840
2023-08-30,22310877940
2023-08-31,22457351340
2023-09-01,22257998560
2023-09-05,22162418460
2023-09-06,22539028880
2023-09-07,22448165720
2023-09-08,22336448720
2023-09-11,22465792180
2023-09-12,22103829100
2023-09-13,22280341960
2023-09-14,22505265520
2023-09-15,22129896400
2023-09-18,22420857120
2023-09-19,22590915220
2023-09-20,22439476620
2023-09-21,22091167840
2023-09-22,22082975260
2023-09-25,22094643480
2023-09-26,21628907720
2023-09-27,21986153860
2023-09-28,22016689840
2023-09-29,21562125780
2023-10-02,21385942760
2023-10-03,20716076560
2023-10-04,21318089400
2023-10-05,21359692920
2023-10-06,21631849280
2023-10-09,22024853960
2023-10-10,22018910600
2023-10-11,22403495520
2023-10-12,22097907760
2023-10-13,22172199760
2023-10-16,21955762400
2023-10-17,22740533560
2023-10-18,22651630800
2023-10-19,22764554640
2023-10-20,22584768000
2023-10-23,22960933160
2023-10-24,21349539680
2023-10-25,20432776400
2023-10-26,20547186080
2023-10-27,21002348400
2023-10-30,21081345560
2023-10-31,20947124680
2023-11-01,21569196360
2023-11-02,22304687160
2023-11-03,23040673240
2023-11-06,22975048640
2023-11-07,23238537600
2023-11-08,23288808520
2023-11-09,23840302800
2023-11-10,24682278800
2023-11-13,25067854280
2023-11-14,25436342600
2023-11-15,25283053440
2023-11-16,25607461840
2023-11-17,25810774280
2023-11-20,26038107800
2023-11-21,26123543600
2023-11-22,26377869880
2023-11-24,26486088560
2023-11-27,26793657440
2023-11-28,26579448840
2023-11-29,26623776399
2023-11-30,26933326399
2023-12-01,27926610440
2023-12-04,27795856520
2023-12-05,28009074560
2023-12-06,27527910039
2023-12-07,27687637840
2023-12-08,28092033960
2023-12-11,28375086480
2023-12-12,28706924080
2023-12-13,28894139920
2023-12-14,27973166759
2023-12-15,27977871920
2023-12-18,28448140280
2023-12-19,28540757640
2023-12-20,28606134600
2023-12-21,28861451440
2023-12-22,28946144320
2023-12-26,28840649679
2023-12-27,28988986039
2023-12-28,28957535759
2023-12-29,28825543640
2024-01-02,28074260040
2024-01-03,27856101029
2024-01-04,27734239740
2024-01-05,27684601740
2024-01-08,28602160170
2024-01-09,28781601540
2024-01-10,29788508370
2024-01-11,30151113959
2024-01-12,30551940810
2024-01-16,30388135410
2024-01-17,30531341040
2024-01-18,31034173980
2024-01-19,31277151990
2024-01-22,31974814080
2024-01-23,31805796690
2024-01-24,31657875450
2024-01-25,31874297130
2024-01-26,29692458839
2024-01-29,30338249220
2024-01-30,29709832140
2024-01-31,29753761770
2024-02-01,30854236230
2024-02-02,31155290700
2024-02-05,31175890470
2024-02-06,31267224390
2024-02-07,31779488550
2024-02-08,32796819360
2024-02-09,32855640390
2024-02-12,32223748649
2024-02-13,31507224120
2024-02-14,32111814959
2024-02-15,32331711300
2024-02-16,31819447140
2024-02-20,31252084800
2024-02-21,30938372640
2024-02-22,31973324940
2024-02-23,31826148270
2024-02-26,31973076750
2024-02-27,31669788570
2024-02-28,31635041970
2024-02-29,31517896290
2024-03-01,32145568800
2024-03-04,32295723750
2024-03-05,31362529350
2024-03-06,31969602089
2024-03-07,33133116810
2024-03-08,32275868550
2024-03-11,31834834920
2024-03-12,32974275209
2024-03-13,30920006580
2024-03-14,29832438000
2024-03-15,30075912390
2024-03-18,30347184060
2024-03-19,30667100970
2024-03-20,30909582600
2024-03-21,31768816380
2024-03-22,31687410060
2024-03-25,31435993589
2024-03-26,31829622930
2024-03-27,31234959690
2024-03-28,31014070589
2024-04-01,31132209029
2024-04-02,30956490510
2024-04-03,30987762450
2024-04-04,30275457149
2024-04-05,30568321350
2024-04-08,30747762720
2024-04-09,30256346520
2024-04-10,29316947370
2024-04-11,29576305920
2024-04-12,29177464589
2024-04-15,28554755880
2024-04-16,28608861300
2024-04-17,28623256320
2024-04-18,28845882750
2024-04-19,28046959140
2024-04-22,28558230540
2024-04-23,29489687610
2024-04-24,29609811570
2024-04-25,29625447540
2024-04-26,27570186149
2024-04-29,28369606140
2024-04-30,28128117270
2024-05-01,28311777870
2024-05-02,28922821649
2024-05-03,29609315190
2024-05-06,30840833970
2024-05-07,30790947779
2024-05-08,31059489360
2024-05-09,31936592820
2024-05-10,32974771589
2024-05-13,33072062070
2024-05-14,33603188670
2024-05-15,33956363040
2024-05-16,34856548170
2024-05-17,35028295650
2024-05-20,35895223320
2024-05-21,34121161200
2024-05-22,33918638160
2024-05-23,33584574420
2024-05-24,34365380160
2024-05-28,34377541470
2024-05-29,33662009700
2024-05-30,32330718540
2024-05-31,32014772670
2024-06-03,32111318580
2024-06-04,32332704060
2024-06-05,33532206330
2024-06-06,33006291720
2024-06-07,32520832080
2024-06-10,32516612850
2024-06-11,32645175270
2024-06-12,34209516839
2024-06-13,34225649190
2024-06-14,34513053210
2024-06-17,34993797240
2024-06-18,35287654200
2024-06-20,35063290440
2024-06-21,35642814090
2024-06-24,35776588500
2024-06-25,36168480510
2024-06-26,36483930000
2024-06-27,36670320690
2024-06-28,36947052540
2024-07-01,37141881690
2024-07-02,37957682220
2024-07-03,37974559140
2024-07-05,38507919450
2024-07-08,37974559140
2024-07-09,38917681140
2024-07-10,38074579710
2024-07-11,38904278880
2024-07-12,39425477880
2024-07-15,39462954570
2024-07-16,40076976630
2024-07-17,39779893200
2024-07-18,39332158440
2024-07-19,39481817010
2024-07-22,40508827230
2024-07-23,40408310280
2024-07-24,38698777560
2024-07-25,39137825670
2024-07-26,39857824860
2024-07-29,39155593120
2024-07-30,39150171000
2024-07-31,39433600000
2024-08-01,38914801700
2024-08-02,39442965480
2024-08-05,38985535720
2024-08-06,40788883540
2024-08-07,41125054980
2024-08-08,42320139520
2024-08-09,43185953500
