,HFC
2023-08-17,10522773440
2023-08-18,10684120160
2023-08-21,10541319040
2023-08-22,10487536800
2023-08-23,10266844160
2023-08-24,10391099680
2023-08-25,10589537600
2023-08-28,10470845760
2023-08-29,10439318240
2023-08-30,10342881120
2023-08-31,10216771040
2023-09-01,10548737280
2023-09-05,10611792320
2023-09-06,10617356000
2023-09-07,10828775840
2023-09-08,11310961440
2023-09-11,11351761760
2023-09-12,11370307360
2023-09-13,11307252320
2023-09-14,11164451200
2023-09-15,10990122560
2023-09-18,11192269600
2023-09-19,10956740480
2023-09-20,10852885120
2023-09-21,10990122560
2023-09-22,10678556480
2023-09-25,10736047840
2023-09-26,10537609920
2023-09-27,10667429120
2023-09-28,10873285280
2023-09-29,10558010080
2023-10-02,10548774000
2023-10-03,10127945250
2023-10-04,9772578750
2023-10-05,9828689250
2023-10-06,9738912450
2023-10-09,9910984650
2023-10-10,10148519100
2023-10-11,10116723150
2023-10-12,9997020750
2023-10-13,10023205650
2023-10-16,10285054650
2023-10-17,10427201250
2023-10-18,10713364800
2023-10-19,10603014150
2023-10-20,10503885600
2023-10-23,10389794250
2023-10-24,10213981350
2023-10-25,10064353350
2023-10-26,10122334200
2023-10-27,9983928300
2023-10-30,9978317250
2023-10-31,10357998300
2023-11-01,10430941950
2023-11-02,10801271250
2023-11-03,10526329800
2023-11-06,10436553000
2023-11-07,10135426650
2023-11-08,9959613750
2023-11-09,9819337500
2023-11-10,10062483000
2023-11-13,10139167350
2023-11-14,10260740100
2023-11-15,10210240650
2023-11-16,9873577650
2023-11-17,10040038800
2023-11-20,10146648750
2023-11-21,10099890000
2023-11-22,10199018550
2023-11-24,10129815600
2023-11-27,10167222600
2023-11-28,10114852800
2023-11-29,9862355550
2023-11-30,9815596800
2023-12-01,10163481900
2023-12-04,10169092950
2023-12-05,10165352250
2023-12-06,9856744500
2023-12-07,9791282250
2023-12-08,9851133450
2023-12-11,9722079300
2023-12-12,9578062350
2023-12-13,9933428850
2023-12-14,10386053550
2023-12-15,10468348950
2023-12-18,10559996100
2023-12-19,10791919500
2023-12-20,10818104400
2023-12-21,10625458350
2023-12-22,10636680450
2023-12-26,10659124650
2023-12-27,10563736800
2023-12-28,10399146000
2023-12-29,10393534950
2024-01-02,10500144900
2024-01-03,10475830350
2024-01-04,10174704000
2024-01-05,10025076000
2024-01-08,9940910250
2024-01-09,9886670100
2024-01-10,9808115400
2024-01-11,9954002700
2024-01-12,10258869750
2024-01-16,9957743400
2024-01-17,9787541550
2024-01-18,9798763650
2024-01-19,9821207850
2024-01-22,9851133450
2024-01-23,9826818900
2024-01-24,9948391650
2024-01-25,10047520200
2024-01-26,10335554100
2024-01-29,10410368100
2024-01-30,10653513600
2024-01-31,10565607150
2024-02-01,10765734600
2024-02-02,10571218200
2024-02-05,10814363700
2024-02-06,10567477500
2024-02-07,10689050250
2024-02-08,10952769600
2024-02-09,11132323200
2024-02-12,11094916200
2024-02-13,10990176600
2024-02-14,11132323200
2024-02-15,11394172200
2024-02-16,11242673850
2024-02-20,11102397600
2024-02-21,10947158550
2024-02-22,10919103300
2024-02-23,10816234050
2024-02-26,10900399800
2024-02-27,10971473100
2024-02-28,10215851700
2024-02-29,10380442500
2024-03-01,10438423350
2024-03-04,10425330900
2024-03-05,10440293700
2024-03-06,10397275650
2024-03-07,10698402000
2024-03-08,10541292600
2024-03-11,10563736800
2024-03-12,10535681550
2024-03-13,11079953400
2024-03-14,10894788750
2024-03-15,11098656900
2024-03-18,11096786550
2024-03-19,11158508100
2024-03-20,11500782150
2024-03-21,11523226350
2024-03-22,11519485650
2024-03-25,11448412350
2024-03-26,11164119150
2024-03-27,11145415650
2024-03-28,11291302950
2024-04-01,11330580300
2024-04-02,11442801300
2024-04-03,11811260250
2024-04-04,11764501500
2024-04-05,11915999850
2024-04-08,11674724700
2024-04-09,11422227450
2024-04-10,11373598350
2024-04-11,11399783250
2024-04-12,11222100000
2024-04-15,11025713250
2024-04-16,10763864250
2024-04-17,10670346750
2024-04-18,10526329800
2024-04-19,10632939750
2024-04-22,10692790950
2024-04-23,10747031100
2024-04-24,10741420050
2024-04-25,10784438100
2024-04-26,10718975850
2024-04-29,10821845100
2024-04-30,10146648750
2024-05-01,10030687050
2024-05-02,10144778400
2024-05-03,10178444700
2024-05-06,10968792000
2024-05-07,10899243500
2024-05-08,11316534500
2024-05-09,11471528300
2024-05-10,11260895700
2024-05-13,11169489100
2024-05-14,11306599000
2024-05-15,11314547400
2024-05-16,11324482900
2024-05-17,11606651100
2024-05-20,11374160400
2024-05-21,11306599000
2024-05-22,11231089200
2024-05-23,11199295600
2024-05-24,11149618100
2024-05-28,11107889000
2024-05-29,10656817300
2024-05-30,10535604200
2024-05-31,10974753300
2024-06-03,10710469000
2024-06-04,10686623800
2024-06-05,10672714100
2024-06-06,10728352900
2024-06-07,10581307500
2024-06-10,10617075300
2024-06-11,10621049500
2024-06-12,10344842600
2024-06-13,10438236300
2024-06-14,10378623300
2024-06-17,10406442700
2024-06-18,10360739400
2024-06-20,10585281700
2024-06-21,10601178500
2024-06-24,10692585100
2024-06-25,10738288400
2024-06-26,10611114000
2024-06-27,10477978300
2024-06-28,10599191400
2024-07-01,10609126900
2024-07-02,10650856000
2024-07-03,10529642900
2024-07-05,10066648600
2024-07-08,9933512900
2024-07-09,9732815800
2024-07-10,9444686300
2024-07-11,9553976800
2024-07-12,9571860700
2024-07-15,9659293100
2024-07-16,9780506200
2024-07-17,9768583600
2024-07-18,9557951000
2024-07-19,9619551100
2024-07-22,9601667200
2024-07-23,9526157400
2024-07-24,9643396300
2024-07-25,9895758000
2024-07-26,10060687300
2024-07-29,9521877200
2024-07-30,9864680100
2024-07-31,9857019700
2024-08-01,9586990600
2024-08-02,8955007600
2024-08-05,8824780800
2024-08-06,8834356300
2024-08-07,8736686200
2024-08-08,8932026400
2024-08-09,8876488500
