,FL
2009-04-20,1584060000
2009-04-21,1744019000
2009-04-22,1806139000
2009-04-23,1784397000
2009-04-24,1848070000
2009-04-27,1770420000
2009-04-28,1801480000
2009-04-29,1767314000
2009-04-30,1846517000
2009-05-01,1893107000
2009-05-04,1959663000
2009-05-05,1909775000
2009-05-06,1834943000
2009-05-07,1805322000
2009-05-08,1809999000
2009-05-11,1739844000
2009-05-12,1686838000
2009-05-13,1562118000
2009-05-14,1677484000
2009-05-15,1644745000
2009-05-18,1727372000
2009-05-19,1696192000
2009-05-20,1668130000
2009-05-21,1629155000
2009-05-22,1613565000
2009-05-26,1755434000
2009-05-27,1722695000
2009-05-28,1683720000
2009-05-29,1732049000
2009-06-01,1783496000
2009-06-02,1811557999
2009-06-03,1785055000
2009-06-04,1794409000
2009-06-05,1752316000
2009-06-08,1752316000
2009-06-09,1741403000
2009-06-10,1713341000
2009-06-11,1622919000
2009-06-12,1672807000
2009-06-15,1669689000
2009-06-16,1602652000
2009-06-17,1643185999
2009-06-18,1668130000
2009-06-19,1686838000
2009-06-22,1657217000
2009-06-23,1593298000
2009-06-24,1627596000
2009-06-25,1629155000
2009-06-26,1686838000
2009-06-29,1661894000
2009-06-30,1632273000
2009-07-01,1615124000
2009-07-02,1562118000
2009-07-06,1576149000
2009-07-07,1509112000
2009-07-08,1537174000
2009-07-09,1518466000
2009-07-10,1510671000
2009-07-13,1618242000
2009-07-14,1657217000
2009-07-15,1655657999
2009-07-16,1652540000
2009-07-17,1640068000
2009-07-20,1691515000
2009-07-21,1646304000
2009-07-22,1671248000
2009-07-23,1752316000
2009-07-24,1766347000
2009-07-27,1747639000
2009-07-28,1727372000
2009-07-29,1727372000
2009-07-30,1744521000
2009-07-31,1727372000
2009-08-03,1725604000
2009-08-04,1711600000
2009-08-05,1710044000
2009-08-06,1753612000
2009-08-07,1828300000
2009-08-10,1772284000
2009-08-11,1752056000
2009-08-12,1786288000
2009-08-13,1815852000
2009-08-14,1766060000
2009-08-17,1720936000
2009-08-18,1736496000
2009-08-19,1738052000
2009-08-20,1758280000
2009-08-21,1608904000
2009-08-24,1545108000
2009-08-25,1571560000
2009-08-26,1593344000
2009-08-27,1674256000
2009-08-28,1728716000
2009-08-31,1658696000
2009-09-01,1641580000
2009-09-02,1624464000
2009-09-03,1650916000
2009-09-04,1666476000
2009-09-08,1672700000
2009-09-09,1699152000
2009-09-10,1696040000
2009-09-11,1660252000
2009-09-14,1711600000
2009-09-15,1753612000
2009-09-16,1792512000
2009-09-17,1764504000
2009-09-18,1764504000
2009-09-21,1767616000
2009-09-22,1817408000
2009-09-23,1825188000
2009-09-24,1772284000
2009-09-25,1845416000
2009-09-28,1845416000
2009-09-29,1879648000
2009-09-30,1859420000
2009-10-01,1794068000
2009-10-02,1766060000
2009-10-05,1783176000
2009-10-06,1850084000
2009-10-07,1832968000
2009-10-08,1879648000
2009-10-09,1876536000
2009-10-12,1832968000
2009-10-13,1817408000
2009-10-14,1846971999
2009-10-15,1832968000
2009-10-16,1865644000
2009-10-19,1878092000
2009-10-20,1860976000
2009-10-21,1800292000
2009-10-22,1845416000
2009-10-23,1823632000
2009-10-26,1795623999
2009-10-27,1700708000
2009-10-28,1626020000
2009-10-29,1664920000
2009-10-30,1630688000
2009-11-02,1591134000
2009-11-03,1619268000
2009-11-04,1627083000
2009-11-05,1627083000
2009-11-06,1666158000
2009-11-09,1705233000
2009-11-10,1714611000
2009-11-11,1719300000
2009-11-12,1688040000
2009-11-13,1694292000
2009-11-16,1742745000
2009-11-17,1709922000
2009-11-18,1734930000
2009-11-19,1655217000
2009-11-20,1620830999
2009-11-23,1586445000
2009-11-24,1527051000
2009-11-25,1588008000
2009-11-27,1553622000
2009-11-30,1483287000
2009-12-01,1539555000
2009-12-02,1548933000
2009-12-03,1522362000
2009-12-04,1536429000
2009-12-07,1542680999
2009-12-08,1511421000
2009-12-09,1487976000
2009-12-10,1516110000
2009-12-11,1517673000
2009-12-14,1519236000
2009-12-15,1522362000
2009-12-16,1583319000
2009-12-17,1575504000
2009-12-18,1586445000
2009-12-21,1631772000
2009-12-22,1664595000
2009-12-23,1716174000
2009-12-24,1727115000
2009-12-28,1730241000
2009-12-29,1747434000
2009-12-30,1772442000
2009-12-31,1741182000
2010-01-04,1744308000
2010-01-05,1792761000
2010-01-06,1861533000
2010-01-07,1847466000
2010-01-08,1914675000
2010-01-11,1930305000
2010-01-12,1936557000
2010-01-13,1939683000
2010-01-14,1942809000
2010-01-15,1903734000
2010-01-19,1866222000
2010-01-20,1844340000
2010-01-21,1859970000
2010-01-22,1836525000
2010-01-25,1847466000
2010-01-26,1833399000
2010-01-27,1834962000
2010-01-28,1795887000
2010-01-29,1764626999
2010-02-01,1829485000
2010-02-02,1868610000
2010-02-03,1871740000
2010-02-04,1823225000
2010-02-05,1816965000
2010-02-08,1821660000
2010-02-09,1826355000
2010-02-10,1816965000
2010-02-11,1849830000
2010-02-12,1837310000
2010-02-16,1887390000
2010-02-17,1959380000
2010-02-18,1992245000
2010-02-19,2006330000
2010-02-22,2040759999
2010-02-23,2042325000
2010-02-24,2015720000
2010-02-25,1998505000
2010-02-26,2029805000
2010-03-01,2104925000
2010-03-02,2067365000
2010-03-03,2036065000
2010-03-04,2140920000
2010-03-05,2228560000
2010-03-08,2183175000
2010-03-09,2119009999
2010-03-10,2111185000
2010-03-11,2183175000
2010-03-12,2277075000
2010-03-15,2261425000
2010-03-16,2300550000
2010-03-17,2295855000
2010-03-18,2283335000
2010-03-19,2283335000
2010-03-22,2345935000
2010-03-23,2363150000
2010-03-24,2327155000
2010-03-25,2302115000
2010-03-26,2356890000
2010-03-29,2369410000
2010-03-30,2353760000
2010-03-31,2353760000
2010-04-01,2411665000
2010-04-05,2425750000
2010-04-06,2435140000
2010-04-07,2394450000
2010-04-08,2388190000
2010-04-09,2394450000
2010-04-12,2386625000
2010-04-13,2414795000
2010-04-14,2452355000
2010-04-15,2499305000
2010-04-16,2469570000
2010-04-19,2432010000
2010-04-20,2461745000
2010-04-21,2493045000
2010-04-22,2582250000
2010-04-23,2579120000
2010-04-26,2621375000
2010-04-27,2491480000
2010-04-28,2493045000
2010-04-29,2554080000
2010-04-30,2402275000
2010-05-03,2439843000
2010-05-04,2319646000
2010-05-05,2321207000
2010-05-06,2211937000
2010-05-07,2176034000
2010-05-10,2310280000
2010-05-11,2325890000
2010-05-12,2377403000
2010-05-13,2241596000
2010-05-14,2208815000
2010-05-17,2246279000
2010-05-18,2182278000
2010-05-19,2132326000
2010-05-20,2097984000
2010-05-21,2182278000
2010-05-24,2160424000
2010-05-25,2191644000
2010-05-26,2205693000
2010-05-27,2344622000
2010-05-28,2327451000
2010-06-01,2255645000
2010-06-02,2296231000
2010-06-03,2297792000
2010-06-04,2166668000
2010-06-07,2066764000
2010-06-08,2094862000
2010-06-09,2079252000
2010-06-10,2188522000
2010-06-11,2233791000
2010-06-14,2275938000
2010-06-15,2332134000
2010-06-16,2289987000
2010-06-17,2255645000
2010-06-18,2241596000
2010-06-21,2169790000
2010-06-22,2133887000
2010-06-23,2166668000
2010-06-24,2104228000
2010-06-25,2079252000
2010-06-28,2069886000
2010-06-29,2005885000
2010-06-30,1969981999
2010-07-01,2010568000
2010-07-02,1969981999
2010-07-06,1940323000
2010-07-07,2021495000
2010-07-08,2024617000
2010-07-09,2074568999
2010-07-12,2073008000
2010-07-13,2116716000
2010-07-14,2099545000
2010-07-15,2105789000
2010-07-16,2004324000
2010-07-19,2048031999
2010-07-20,2122960000
2010-07-21,2063642000
2010-07-22,2130765000
2010-07-23,2204132000
2010-07-26,2236913000
2010-07-27,2211937000
2010-07-28,2207254000
2010-07-29,2110472000
2010-07-30,2121399000
2010-08-02,2192694000
2010-08-03,2101008000
2010-08-04,2102562000
2010-08-05,2080806000
2010-08-06,2059050000
2010-08-09,2111886000
2010-08-10,1979796000
2010-08-11,1947162000
2010-08-12,1945608000
2010-08-13,1944054000
2010-08-16,1954932000
2010-08-17,2009322000
2010-08-18,2041956000
2010-08-19,2018646000
2010-08-20,1925406000
2010-08-23,1878786000
2010-08-24,1833720000
2010-08-25,1869462000
2010-08-26,1878786000
2010-08-27,1898988000
2010-08-30,1846152000
2010-08-31,1824396000
2010-09-01,1916082000
2010-09-02,1933176000
2010-09-03,2038847999
2010-09-07,2012430000
2010-09-08,2029524000
2010-09-09,2023308000
2010-09-10,2023308000
2010-09-13,2101008000
2010-09-14,2188032000
2010-09-15,2188032000
2010-09-16,2198910000
2010-09-17,2194248000
2010-09-20,2253300000
2010-09-21,2219112000
2010-09-22,2200464000
2010-09-23,2245530000
2010-09-24,2296812000
2010-09-27,2290596000
2010-09-28,2321676000
2010-09-29,2293704000
2010-09-30,2257962000
2010-10-01,2301474000
2010-10-04,2309244000
2010-10-05,2312352000
2010-10-06,2338770000
2010-10-07,2334108000
2010-10-08,2368296000
2010-10-11,2413362000
2010-10-12,2428902000
2010-10-13,2432010000
2010-10-14,2464644000
2010-10-15,2478630000
2010-10-18,2470860000
2010-10-19,2433564000
2010-10-20,2444442000
2010-10-21,2433564000
2010-10-22,2433564000
2010-10-25,2436672000
2010-10-26,2461536000
2010-10-27,2461536000
2010-10-28,2494170000
2010-10-29,2475522000
2010-11-01,2436552000
2010-11-02,2510856000
2010-11-03,2496924000
2010-11-04,2535624000
2010-11-05,2571228000
2010-11-08,2546460000
2010-11-09,2486088000
2010-11-10,2518596000
2010-11-11,2549556000
2010-11-12,2503116000
2010-11-15,2503116000
2010-11-16,2486088000
2010-11-17,2592900000
2010-11-18,2544912000
2010-11-19,2840580000
2010-11-22,2843676000
2010-11-23,2842128000
2010-11-24,2924172000
2010-11-26,2887020000
2010-11-29,2948940000
2010-11-30,2921076000
2010-12-01,2972160000
2010-12-02,2986092000
2010-12-03,3040272000
2010-12-06,2992283999
2010-12-07,2969064000
2010-12-08,2981448000
2010-12-09,2973708000
2010-12-10,2989188000
2010-12-13,2930364000
2010-12-14,2976804000
2010-12-15,2948940000
2010-12-16,3027888000
2010-12-17,3052656000
2010-12-20,3044916000
2010-12-21,3066588000
2010-12-22,3024792000
2010-12-23,3032532000
2010-12-27,3000024000
2010-12-28,3006216000
2010-12-29,3058848000
2010-12-30,3060396000
2010-12-31,3037176000
2011-01-03,3057300000
2011-01-04,2978351999
2011-01-05,2956680000
2011-01-06,2911788000
2011-01-07,2953583999
2011-01-10,2987640000
2011-01-11,2927268000
2011-01-12,2893212000
2011-01-13,2866896000
2011-01-14,2868444000
2011-01-18,2866896000
2011-01-19,2839032000
2011-01-20,2832840000
2011-01-21,2808072000
2011-01-24,2852964000
2011-01-25,2820456000
2011-01-26,2698164000
2011-01-27,2809620000
2011-01-28,2750796000
2011-01-31,2757584000
2011-02-01,2780744000
2011-02-02,2700455999
2011-02-03,2742144000
2011-02-04,2831696000
2011-02-07,2845592000
2011-02-08,2874928000
2011-02-09,2856400000
2011-02-10,2867208000
2011-02-11,2870296000
2011-02-14,2844048000
2011-02-15,2840960000
2011-02-16,2910440000
2011-02-17,2981464000
2011-02-18,2987640000
2011-02-22,2941320000
2011-02-23,2922792000
2011-02-24,2938232000
2011-02-25,2978376000
2011-02-28,3067928000
2011-03-01,2967568000
2011-03-02,2998448000
2011-03-03,3024696000
2011-03-04,3111160000
2011-03-07,3049400000
2011-03-08,3097264000
2011-03-09,3092632000
2011-03-10,3086455999
2011-03-11,3106528000
2011-03-14,3055576000
2011-03-15,3013888000
2011-03-16,2979920000
2011-03-17,2967568000
2011-03-18,2882648000
2011-03-21,2899632000
2011-03-22,2887280000
2011-03-23,2908896000
2011-03-24,2969112000
2011-03-25,3066384000
2011-03-28,3029328000
2011-03-29,3010800000
2011-03-30,3044768000
2011-03-31,3044768000
2011-04-01,3057120000
2011-04-04,3060208000
2011-04-05,3149760000
2011-04-06,3166744000
2011-04-07,3185272000
2011-04-08,3206888000
2011-04-11,3157480000
2011-04-12,3177551999
2011-04-13,3163655999
2011-04-14,3160568000
2011-04-15,3319600000
2011-04-18,3253208000
2011-04-19,3211520000
2011-04-20,3253208000
2011-04-21,3264016000
2011-04-25,3285632000
2011-04-26,3342760000
2011-04-27,3395255999
2011-04-28,3372096000
2011-04-29,3322688000
2011-05-02,3293791000
2011-05-03,3278420999
2011-05-04,3275347000
2011-05-05,3346049000
2011-05-06,3333753000
2011-05-09,3427510000
2011-05-10,3459787000
2011-05-11,3449028000
2011-05-12,3519730000
2011-05-13,3521267000
2011-05-16,3438269000
2011-05-17,3358345000
2011-05-18,3458250000
2011-05-19,3421362000
2011-05-20,3859407000
2011-05-23,3773335000
2011-05-24,3820982000
2011-05-25,3777945999
2011-05-26,3804075000
2011-05-27,3830204000
2011-05-31,3833278000
2011-06-01,3737984000
2011-06-02,3668819000
2011-06-03,3631931000
2011-06-06,3512045000
2011-06-07,3488990000
2011-06-08,3384474000
2011-06-09,3444417000
2011-06-10,3353734000
2011-06-13,3442880000
2011-06-14,3527415000
2011-06-15,3499749000
2011-06-16,3450565000
2011-06-17,3507434000
2011-06-20,3598117000
2011-06-21,3707244000
2011-06-22,3661134000
2011-06-23,3733373000
2011-06-24,3725687999
2011-06-27,3673430000
2011-06-28,3727225000
2011-06-29,3688800000
2011-06-30,3651912000
2011-07-01,3704170000
2011-07-05,3659597000
2011-07-06,3584284000
2011-07-07,3681115000
2011-07-08,3687262999
2011-07-11,3610412999
2011-07-12,3571987999
2011-07-13,3615024000
2011-07-14,3567377000
2011-07-15,3575062000
2011-07-18,3552007000
2011-07-19,3651912000
2011-07-20,3565840000
2011-07-21,3476694000
2011-07-22,3512045000
2011-07-25,3478231000
2011-07-26,3512045000
2011-07-27,3367567000
2011-07-28,3341437999
2011-07-29,3339901000
2011-08-01,3292726000
2011-08-02,3157179000
2011-08-03,3158702000
2011-08-04,2950051000
2011-08-05,2817550000
2011-08-08,2554071000
2011-08-09,2776429000
2011-08-10,2640882000
2011-08-11,2832780000
2011-08-12,2872378000
2011-08-15,2939390000
2011-08-16,2931775000
2011-08-17,2844964000
2011-08-18,2674388000
2011-08-19,2709417000
2011-08-22,2790136000
2011-08-23,2986603000
2011-08-24,3046000000
2011-08-25,2989649000
2011-08-26,3093213000
2011-08-29,3161748000
2011-08-30,3204392000
2011-08-31,3178501000
2011-09-01,3087121000
2011-09-02,2982033999
2011-09-06,2959189000
2011-09-07,3173932000
2011-09-08,3042954000
2011-09-09,3001833000
2011-09-12,2986603000
2011-09-13,3125196000
2011-09-14,3237898000
2011-09-15,3320140000
2011-09-16,3332324000
2011-09-19,3327755000
2011-09-20,3213530000
2011-09-21,3108443000
2011-09-22,3050569000
2011-09-23,3233329000
2011-09-26,3342985000
2011-09-27,3390198000
2011-09-28,3268358000
2011-09-29,3263789000
2011-09-30,3059707000
2011-10-03,2945482000
2011-10-04,3000310000
2011-10-05,3119104000
2011-10-06,3266835000
2011-10-07,3213530000
2011-10-10,3303387000
2011-10-11,3262266000
2011-10-12,3247036000
2011-10-13,3234852000
2011-10-14,3294249000
2011-10-17,3186116000
2011-10-18,3257697000
2011-10-19,3329278000
2011-10-20,3359738000
2011-10-21,3374968000
2011-10-24,3425227000
2011-10-25,3384106000
2011-10-26,3356692000
2011-10-27,3470917000
2011-10-28,3429796000
2011-10-31,3318348000
2011-11-01,3171102000
2011-11-02,3333528000
2011-11-03,3415500000
2011-11-04,3380586000
2011-11-07,3365406000
2011-11-08,3345672000
2011-11-09,3201462000
2011-11-10,3366924000
2011-11-11,3524796000
2011-11-14,3470148000
2011-11-15,3426126000
2011-11-16,3335046000
2011-11-17,3312276000
2011-11-18,3397284000
2011-11-21,3386658000
2011-11-22,3324420000
2011-11-23,3240930000
2011-11-25,3206016000
2011-11-28,3502026000
2011-11-29,3470148000
2011-11-30,3580962000
2011-12-01,3624984000
2011-12-02,3732762000
2011-12-05,3807143999
2011-12-06,3779820000
2011-12-07,3795000000
2011-12-08,3766158000
2011-12-09,3823842000
2011-12-12,3807143999
2011-12-13,3681150000
2011-12-14,3585516000
2011-12-15,3620430000
2011-12-16,3638646000
2011-12-19,3485328000
2011-12-20,3543012000
2011-12-21,3539976000
2011-12-22,3561228000
2011-12-23,3597660000
2011-12-27,3608286000
2011-12-28,3585516000
2011-12-29,3643200000
2011-12-30,3618912000
2012-01-03,3641682000
2012-01-04,3661416000
2012-01-05,3755532000
2012-01-06,3788928000
2012-01-09,3799554000
2012-01-10,3793482000
2012-01-11,3741870000
2012-01-12,3761604000
2012-01-13,3750978000
2012-01-17,3747942000
2012-01-18,3819288000
2012-01-19,3905814000
2012-01-20,3945282000
2012-01-23,3951354000
2012-01-24,3958943999
2012-01-25,4048506000
2012-01-26,3989304000
2012-01-27,4013592000
2012-01-30,4006002000
2012-01-31,3983232000
2012-02-01,4045470000
2012-02-02,4027254000
2012-02-03,4098600000
2012-02-06,4113780000
2012-02-07,4063686000
2012-02-08,4053060000
2012-02-09,4050024000
2012-02-10,4087974000
2012-02-13,4109226000
2012-02-14,4201824000
2012-02-15,4221558000
2012-02-16,4276206000
2012-02-17,4280760000
2012-02-21,4257990000
2012-02-22,4305048000
2012-02-23,4359696000
2012-02-24,4329336000
2012-02-27,4385502000
2012-02-28,4403718000
2012-02-29,4428006000
2012-03-01,4481136000
2012-03-02,4397646000
2012-03-05,4464438000
2012-03-06,4496316000
2012-03-07,4543374000
2012-03-08,4572216000
2012-03-09,4593468000
2012-03-12,4540338000
2012-03-13,4598022000
2012-03-14,4594986000
2012-03-15,4607130000
2012-03-16,4513014000
2012-03-19,4564626000
2012-03-20,4616238000
2012-03-21,4693656000
2012-03-22,4734642000
2012-03-23,4702764000
2012-03-26,4874298000
2012-03-27,4798398000
2012-03-28,4786254000
2012-03-29,4790808000
2012-03-30,4713390000
2012-04-02,4724016000
2012-04-03,4809024000
2012-04-04,4733124000
2012-04-05,4766520000
2012-04-09,4739196000
2012-04-10,4575252000
2012-04-11,4555518000
2012-04-12,4632936000
2012-04-13,4645080000
2012-04-16,4661778000
2012-04-17,4737678000
2012-04-18,4789290000
2012-04-19,4704282000
2012-04-20,4705800000
2012-04-23,4608648000
2012-04-24,4540338000
2012-04-25,4634454000
2012-04-26,4689102000
2012-04-27,4692138000
2012-04-30,4631326000
2012-05-01,4669176000
2012-05-02,4817548000
2012-05-03,4781212000
2012-05-04,4646466000
2012-05-07,4538972000
2012-05-08,4410282000
2012-05-09,4384544000
2012-05-10,4442076000
2012-05-11,4413310000
2012-05-14,4381516000
2012-05-15,4363348000
2012-05-16,4380002000
2012-05-17,4240714000
2012-05-18,4591962000
2012-05-21,4605588000
2012-05-22,4697942000
2012-05-23,4776670000
2012-05-24,4891734000
2012-05-25,4908388000
2012-05-29,4961378000
2012-05-30,4850856000
2012-05-31,4805436000
2012-06-01,4598018000
2012-06-04,4537458000
2012-06-05,4601046000
2012-06-06,4717624000
2012-06-07,4626784000
2012-06-08,4722166000
2012-06-11,4613158000
2012-06-12,4679774000
2012-06-13,4504150000
2012-06-14,4504150000
2012-06-15,4516262000
2012-06-18,4520804000
2012-06-19,4502636000
2012-06-20,4516262000
2012-06-21,4449646000
2012-06-22,4416338000
2012-06-25,4325498000
2012-06-26,4428450000
2012-06-27,4434506000
2012-06-28,4370918000
2012-06-29,4629812000
2012-07-02,4654036000
2012-07-03,4693400000
2012-07-05,4799380000
2012-07-06,4740334000
2012-07-09,4729736000
2012-07-10,4785754000
2012-07-11,4816034000
2012-07-12,4878108000
2012-07-13,5003770000
2012-07-16,4970462000
2012-07-17,4988630000
2012-07-18,5064330000
2012-07-19,5111264000
2012-07-20,4990144000
2012-07-23,4940182000
2012-07-24,4949266000
2012-07-25,4897790000
2012-07-26,4987116000
2012-07-27,5093096000
2012-07-30,5064540000
2012-07-31,4986020000
2012-08-01,4951290000
2012-08-02,4970920000
2012-08-03,5121920000
2012-08-06,5094740000
2012-08-07,5204970000
2012-08-08,5227620000
2012-08-09,5215540000
2012-08-10,5152120000
2012-08-13,5182320000
2012-08-14,5174770000
2012-08-15,5212520000
2012-08-16,5207990000
2012-08-17,5298590000
2012-08-20,5174770000
2012-08-21,5192890000
2012-08-22,5212520000
2012-08-23,5140040000
2012-08-24,5137020000
2012-08-27,5165710000
2012-08-28,5191380000
2012-08-29,5203460000
2012-08-30,5207990000
2012-08-31,5220070000
2012-09-04,5354460000
2012-09-05,5331810000
2012-09-06,5485830000
2012-09-07,5503950000
2012-09-10,5561330000
2012-09-11,5511500000
2012-09-12,5574920000
2012-09-13,5602100000
2012-09-14,5567370000
2012-09-17,5550760000
2012-09-18,5443550000
2012-09-19,5532640000
2012-09-20,5627770000
2012-09-21,5516030000
2012-09-24,5475260000
2012-09-25,5404290000
2012-09-26,5402780000
2012-09-27,5442040000
2012-09-28,5360500000
2012-10-01,5321240000
2012-10-02,5291040000
2012-10-03,5286510000
2012-10-04,5316710000
2012-10-05,5383150000
2012-10-08,5363520000
2012-10-09,5321240000
2012-10-10,5268390000
2012-10-11,5232150000
2012-10-12,5254800000
2012-10-15,5315200000
2012-10-16,5443550000
2012-10-17,5457140000
2012-10-18,5470730000
2012-10-19,5429960000
2012-10-22,5330300000
2012-10-23,5269900000
2012-10-24,5186850000
2012-10-25,5129470000
2012-10-26,5056990000
2012-10-31,5027345000
2012-11-01,5156405200
2012-11-02,5097877900
2012-11-05,5165409400
2012-11-06,5168410800
2012-11-07,5096377200
2012-11-08,4821749100
2012-11-09,4890781300
2012-11-12,4854764500
2012-11-13,4895283400
2012-11-14,4766223200
2012-11-15,4779729500
2012-11-16,4992828900
2012-11-19,5036349200
2012-11-20,5063361800
2012-11-21,5112884900
2012-11-23,5225437400
2012-11-26,5234441600
2012-11-27,5171412200
2012-11-28,5325984300
2012-11-29,5360500400
2012-11-30,5378508800
2012-12-03,5327485000
2012-12-04,5342492000
2012-12-05,5249448600
2012-12-06,5279462600
2012-12-07,5291468200
2012-12-10,5258452800
2012-12-11,5196924100
2012-12-12,5010837300
2012-12-13,4892282000
2012-12-14,4878775700
2012-12-17,4998831700
2012-12-18,5018340800
2012-12-19,4974820500
2012-12-20,4973319800
2012-12-21,5051356199
2012-12-24,4971819100
2012-12-26,4814245600
2012-12-27,4794736500
2012-12-28,4772226000
2012-12-31,4820248400
2013-01-02,4742212000
2013-01-03,4877275000
2013-01-04,4971819100
2013-01-07,4920795300
2013-01-08,4976321199
2013-01-09,4953810700
2013-01-10,5025844300
2013-01-11,5037849900
2013-01-14,4991328200
2013-01-15,5109883500
2013-01-16,5075367400
2013-01-17,5061861100
2013-01-18,5033347800
2013-01-22,5060360400
2013-01-23,5019841500
2013-01-24,5072366000
2013-01-25,5151903100
2013-01-28,5150402400
2013-01-29,5177415000
2013-01-30,5163908699
2013-01-31,5154904500
2013-02-01,5186419200
2013-02-04,5098560000
2013-02-05,5136160000
2013-02-06,5203840000
2013-02-07,5199328000
2013-02-08,5241440000
2013-02-11,5239936000
2013-02-12,5221888000
2013-02-13,5029376000
2013-02-14,5006816000
2013-02-15,5039904000
2013-02-19,5124128000
2013-02-20,5166240000
2013-02-21,5157216000
2013-02-22,5107584000
2013-02-25,4982752000
2013-02-26,4969216000
2013-02-27,5095552000
2013-02-28,5142176000
2013-03-01,5196320000
2013-03-04,5187296000
2013-03-05,5315136000
2013-03-06,5289568000
2013-03-07,5310624000
2013-03-08,4931616000
2013-03-11,4886496000
2013-03-12,4927104000
2013-03-13,4954176000
2013-03-14,4963200000
2013-03-15,4866944000
2013-03-18,4835360000
2013-03-19,4805280000
2013-03-20,4844384000
2013-03-21,4854912000
2013-03-22,5009824000
2013-03-25,4969216000
2013-03-26,5082016000
2013-03-27,5131648000
2013-03-28,5149696000
2013-04-01,5086528000
2013-04-02,5076000000
2013-04-03,4994784000
2013-04-04,4985760000
2013-04-05,5017344000
2013-04-08,5000800000
2013-04-09,4957184000
2013-04-10,5077504000
2013-04-11,5122624000
2013-04-12,5190304000
2013-04-15,5033888000
2013-04-16,5009824000
2013-04-17,4883488000
2013-04-18,4781216000
2013-04-19,4800768000
2013-04-22,4928608000
2013-04-23,4891008000
2013-04-24,4863936000
2013-04-25,5023360000
2013-04-26,5066976000
2013-04-29,5101568000
2013-04-30,5244448000
2013-05-01,5212863999
2013-05-02,5250463999
2013-05-03,5306112000
2013-05-06,5241470000
2013-05-07,5335655000
2013-05-08,5361070000
2013-05-09,5377515000
2013-05-10,5407415000
2013-05-13,5426850000
2013-05-14,5434325000
2013-05-15,5464225000
2013-05-16,5441800000
2013-05-17,5519540000
2013-05-20,5470205000
2013-05-21,5426850000
2013-05-22,5356585000
2013-05-23,5334160000
2013-05-24,5068050000
2013-05-28,5097950000
2013-05-29,5085990000
2013-05-30,5084495000
2013-05-31,5130840000
2013-06-03,5123365000
2013-06-04,5204095000
2013-06-05,5091970000
2013-06-06,5156255000
2013-06-07,5222035000
2013-06-10,5265390000
2013-06-11,5169710000
2013-06-12,5106919999
2013-06-13,5151770000
2013-06-14,5198115000
2013-06-17,5181669999
2013-06-18,5293794999
2013-06-19,5307250000
2013-06-20,5225025000
2013-06-21,5229510000
2013-06-24,5136820000
2013-06-25,5168215000
2013-06-26,5068050000
2013-06-27,5120375000
2013-06-28,5251935000
2013-07-01,5286320000
2013-07-02,5335655000
2013-07-03,5298280000
2013-07-05,5346120000
2013-07-08,5480669999
2013-07-09,5471700000
2013-07-10,5494125000
2013-07-11,5498610000
2013-07-12,5538975000
2013-07-15,5547945000
2013-07-16,5443294999
2013-07-17,5416385000
2013-07-18,5468710000
2013-07-19,5455255000
2013-07-22,5470205000
2013-07-23,5432830000
2013-07-24,5329675000
2013-07-25,5392465000
2013-07-26,5422365000
2013-07-29,5431335000
2013-07-30,5452265000
2013-07-31,5401435000
2013-08-01,5570370000
2013-08-02,5577845000
2013-08-05,5554997000
2013-08-06,5262551000
2013-08-07,5293568000
2013-08-08,5268459000
2013-08-09,5098604000
2013-08-12,5165069000
2013-08-13,5160638000
2013-08-14,5148822000
2013-08-15,5111897000
2013-08-16,5117805000
2013-08-19,5023277000
2013-08-20,5184270000
2013-08-21,5030662000
2013-08-22,5023277000
2013-08-23,4875577000
2013-08-26,4877054000
2013-08-27,4750031999
2013-08-28,4810589000
2013-08-29,4806158000
2013-08-30,4755940000
2013-09-03,4738216000
2013-09-04,4853422000
2013-09-05,4850468000
2013-09-06,4822405000
2013-09-09,4894778000
2013-09-10,4919887000
2013-09-11,4947950000
2013-09-12,4862284000
2013-09-13,4847514000
2013-09-16,4844560000
2013-09-17,4927272000
2013-09-18,4973059000
2013-09-19,4928749000
2013-09-20,4869669000
2013-09-23,4826836000
2013-09-24,4885916000
2013-09-25,4806158000
2013-09-26,4838652000
2013-09-27,5036570000
2013-09-30,5012938000
2013-10-01,5023277000
2013-10-02,5005553000
2013-10-03,4946473000
2013-10-04,4949427000
2013-10-07,4848991000
2013-10-08,4779572000
2013-10-09,4807635000
2013-10-10,4878531000
2013-10-11,4854899000
2013-10-14,4860806999
2013-10-15,4848991000
2013-10-16,4912502000
2013-10-17,4896255000
2013-10-18,4992260000
2013-10-21,4952381000
2013-10-22,4990783000
2013-10-23,5014415000
2013-10-24,5049863000
2013-10-25,5051340000
2013-10-28,5107466000
2013-10-29,5184270000
2013-10-30,5132575000
2013-10-31,5125190000
2013-11-01,5168023000
2013-11-04,5039045550
2013-11-05,5065222410
2013-11-06,5169929850
2013-11-07,5127756020
2013-11-08,5231009190
2013-11-11,5276091560
2013-11-12,5225192110
2013-11-13,5342987980
2013-11-14,5399704510
2013-11-15,5401158780
2013-11-18,5404067319
2013-11-19,5380799000
2013-11-20,5316811120
2013-11-21,5345896520
2013-11-22,5565491290
2013-11-25,5600393770
2013-11-26,5607665120
2013-11-27,5667290190
2013-11-29,5655656030
2013-12-02,5667290190
2013-12-03,5689104240
