,OI
2009-04-30,4091763960
2009-05-01,4160547200
2009-05-04,4487687000
2009-05-05,4464200040
2009-05-06,4524595080
2009-05-07,4204165840
2009-05-08,4345087600
2009-05-11,4356831080
2009-05-12,4527950360
2009-05-13,4179001240
2009-05-14,4326633560
2009-05-15,4247784480
2009-05-18,4480976440
2009-05-19,4546404400
2009-05-20,4538016200
2009-05-21,4345087600
2009-05-22,4408837920
2009-05-26,4631964040
2009-05-27,4477621160
2009-05-28,4643707520
2009-05-29,4803083320
2009-06-01,4922195760
2009-06-02,5113446720
2009-06-03,4944005080
2009-06-04,5068150440
2009-06-05,4970847320
2009-06-08,4913807560
2009-06-09,4949038000
2009-06-10,4886965320
2009-06-11,5061439880
2009-06-12,5059762240
2009-06-15,4845024320
2009-06-16,4759464680
2009-06-17,4645385160
2009-06-18,4539693840
2009-06-19,4717523680
2009-06-22,4465877680
2009-06-23,4620220560
2009-06-24,4717523680
2009-06-25,4829925560
2009-06-26,4808116240
2009-06-29,4846701960
2009-06-30,4702234770
2009-07-01,4861717920
2009-07-02,4685447070
2009-07-06,4487352210
2009-07-07,4426916490
2009-07-08,4416843870
2009-07-09,4405092480
2009-07-10,4408450020
2009-07-13,4552824240
2009-07-14,4546109160
2009-07-15,4781136960
2009-07-16,4858360380
2009-07-17,4925511180
2009-07-20,5012807220
2009-07-21,5046382620
2009-07-22,5170611600
2009-07-23,5205865770
2009-07-24,5256228870
2009-07-27,5246156250
2009-07-28,5175647910
2009-07-29,5034631230
2009-07-30,5471111430
2009-07-31,5697745380
2009-08-03,5776647569
2009-08-04,5803507890
2009-08-05,5805186660
2009-08-06,5691030300
2009-08-07,5706139230
2009-08-10,5607091800
2009-08-11,5709496770
2009-08-12,5748108480
2009-08-13,5860586069
2009-08-14,5748108480
2009-08-17,5521474530
2009-08-18,5734678319
2009-08-19,5736357090
2009-08-20,5753144790
2009-08-21,5867301150
2009-08-24,5874016230
2009-08-25,5944524569
2009-08-26,5780005110
2009-08-27,5904234090
2009-08-28,5832046980
2009-08-31,5697745380
2009-09-01,5403960630
2009-09-02,5546656080
2009-09-03,5682636450
2009-09-04,5885767620
2009-09-08,6028463069
2009-09-09,5991530130
2009-09-10,6062038470
2009-09-11,5909270400
2009-09-14,6167800980
2009-09-15,6409543860
2009-09-16,6523700220
2009-09-17,6409543860
2009-09-18,6265169640
2009-09-21,6307138890
2009-09-22,6372610920
2009-09-23,6345750599
2009-09-24,6191303760
2009-09-25,6112401569
2009-09-28,6223200390
2009-09-29,6251739480
2009-09-30,6176358900
2009-10-01,5997261230
2009-10-02,5960437410
2009-10-05,6099363640
2009-10-06,6204813670
2009-10-07,6268418450
2009-10-08,6502751850
2009-10-09,6494382800
2009-10-12,6440820879
2009-10-13,6454211360
2009-10-14,6472623270
2009-10-15,6470949459
2009-10-16,6360478000
2009-10-19,6445842310
2009-10-20,6432451830
2009-10-21,6266744640
2009-10-22,6285156550
2009-10-23,6126144600
2009-10-26,6049149340
2009-10-27,5893485010
2009-10-28,5608937310
2009-10-29,5526920620
2009-10-30,5336106280
2009-11-02,5228982440
2009-11-03,5476706320
2009-11-04,5441556310
2009-11-05,5511856330
2009-11-06,5605589690
2009-11-09,5799751650
2009-11-10,5816489750
2009-11-11,5700996860
2009-11-12,5679237330
2009-11-13,5603915879
2009-11-16,5659151610
2009-11-17,5520225379
2009-11-18,5518551570
2009-11-19,5371256290
2009-11-20,5408080110
2009-11-23,5520225379
2009-11-24,5419796780
2009-11-25,5446577740
2009-11-27,5334432470
2009-11-30,5234003870
2009-12-01,5163703850
2009-12-02,4997996660
2009-12-03,5105120500
2009-12-04,5157008610
2009-12-07,5366234860
2009-12-08,5361213430
2009-12-09,5436534879
2009-12-10,5490096800
2009-12-11,5458294410
2009-12-14,5526920620
2009-12-15,5424818209
2009-12-16,5429839640
2009-12-17,5310999130
2009-12-18,5393015820
2009-12-21,5480053940
2009-12-22,5541984910
2009-12-23,5618980170
2009-12-24,5682584950
2009-12-28,5639065890
2009-12-29,5607263500
2009-12-30,5570439680
2009-12-31,5501813470
2010-01-04,5764601640
2010-01-05,5754558780
2010-01-06,5772970690
2010-01-07,5774644500
2010-01-08,5771296879
2010-01-11,5463315840
2010-01-12,5485075370
2010-01-13,5490096800
2010-01-14,5389668200
2010-01-15,5321041990
2010-01-19,5406406300
2010-01-20,5357865810
2010-01-21,5039841910
2010-01-22,4937739500
2010-01-25,4961172840
2010-01-26,4962846650
2010-01-27,4770358500
2010-01-28,4629758460
2010-01-29,4556110820
2010-02-01,4594608450
2010-02-02,4706753720
2010-02-03,4517613190
2010-02-04,4335167900
2010-02-05,4492506040
2010-02-08,4398772680
2010-02-09,4450660790
2010-02-10,4380360770
2010-02-11,4467398890
2010-02-12,4479115560
2010-02-16,4604651310
2010-02-17,4544394150
2010-02-18,4654865610
2010-02-19,4740229920
2010-02-22,4735208490
2010-02-23,4693363240
2010-02-24,4797139460
2010-02-25,4870787100
2010-02-26,4961172840
2010-03-01,5033146670
2010-03-02,4989627610
2010-03-03,4981258560
2010-03-04,5046537150
2010-03-05,5193832430
2010-03-08,5143618130
2010-03-09,5262458640
2010-03-10,5490096800
2010-03-11,5501813470
2010-03-12,5602242070
2010-03-15,5603915879
2010-03-16,5712713530
2010-03-17,5856661190
2010-03-18,5634044459
2010-03-19,5695975430
2010-03-22,5714387340
2010-03-23,5839923090
2010-03-24,5858335000
2010-03-25,5886789770
2010-03-26,5866704050
2010-03-29,5905201680
2010-03-30,5901854060
2010-03-31,5810825540
2010-04-01,5974326540
2010-04-05,6016836800
2010-04-06,6136192530
2010-04-07,6033186900
2010-04-08,6146002590
2010-04-09,6152542630
2010-04-12,6062617080
2010-04-13,6060982070
2010-04-14,6093682270
2010-04-15,6026646860
2010-04-16,5879495960
2010-04-19,5819000590
2010-04-20,5861510850
2010-04-21,5899116080
2010-04-22,5980866580
2010-04-23,6064252090
2010-04-26,6029916880
2010-04-27,5822270610
2010-04-28,5920371210
2010-04-29,5922006220
2010-04-30,5794475440
2010-05-03,5544318909
2010-05-04,5483823540
2010-05-05,5379182900
2010-05-06,5112676270
2010-05-07,4978605450
2010-05-10,5361197790
2010-05-11,5168266610
2010-05-12,5148646490
2010-05-13,5012940660
2010-05-14,4854344690
2010-05-17,5034195790
2010-05-18,4998225570
2010-05-19,4944270240
2010-05-20,4617268240
2010-05-21,4741529000
2010-05-24,4757879100
2010-05-25,4697383730
2010-05-26,4694113710
2010-05-27,4981875470
2010-05-28,4958985330
2010-06-01,4715368840
2010-06-02,4968795390
2010-06-03,4968795390
2010-06-04,4739893990
2010-06-07,4592743090
2010-06-08,4664683530
2010-06-09,4555137860
2010-06-10,4782404250
2010-06-11,4880504850
2010-06-14,4862519740
2010-06-15,5066895990
2010-06-16,4978605450
2010-06-17,4970430400
2010-06-18,4941000220
2010-06-21,4970430400
2010-06-22,4767689160
2010-06-23,4784039260
2010-06-24,4546962810
2010-06-25,4623808280
2010-06-28,4604188160
2010-06-29,4350761610
2010-06-30,4313439550
2010-07-01,4346055350
2010-07-02,4406394580
2010-07-06,4533596200
2010-07-07,4660797820
2010-07-08,4766799170
2010-07-09,4802676550
2010-07-12,4820615240
2010-07-13,4975540290
2010-07-14,4942924490
2010-07-15,4908677900
2010-07-16,4675474930
2010-07-19,4724398630
2010-07-20,4812461290
2010-07-21,4732552580
2010-07-22,4833661560
2010-07-23,4980432660
2010-07-26,4954340020
2010-07-27,4856492620
2010-07-28,4866277360
2010-07-29,4362363250
2010-07-30,4509134350
2010-08-02,4562950420
2010-08-03,4533596200
2010-08-04,4514026720
2010-08-05,4469995390
2010-08-06,4460210650
2010-08-09,4421071690
2010-08-10,4360732460
2010-08-11,4197653459
2010-08-12,4199284250
2010-08-13,4122637120
2010-08-16,4093282900
2010-08-17,4293870069
2010-08-18,4372147990
2010-08-19,4349316930
2010-08-20,4375409570
2010-08-23,4324855080
2010-08-24,4204176620
2010-08-25,4179714770
2010-08-26,4137314230
2010-08-27,4269408220
2010-08-30,4156883709
2010-08-31,4086759740
2010-09-01,4321593500
2010-09-02,4440641170
2010-09-03,4633074390
2010-09-07,4528703830
2010-09-08,4574365950
2010-09-09,4556427260
2010-09-10,4636335970
2010-09-13,4802676550
2010-09-14,4807568920
2010-09-15,4773322330
2010-09-16,4721137050
2010-09-17,4688521250
2010-09-20,4792891810
2010-09-21,4499349610
2010-09-22,4443902750
2010-09-23,4354209300
2010-09-24,4483041710
2010-09-27,4474887760
2010-09-28,4549904100
2010-09-29,4553165680
2010-09-30,4578550200
2010-10-01,4707454500
2010-10-04,4586708700
2010-10-05,4710717900
2010-10-06,4772722500
2010-10-07,4558969800
2010-10-08,4372956000
2010-10-11,4319109900
2010-10-12,4268527200
2010-10-13,4443119100
2010-10-14,4483911600
2010-10-15,4568760000
2010-10-18,4784144400
2010-10-19,4669925400
2010-10-20,4712349600
2010-10-21,4720508100
2010-10-22,4725403200
2010-10-25,4833095400
2010-10-26,4552443000
2010-10-27,4576918500
2010-10-28,4487175000
2010-10-29,4573655100
2010-11-01,4452909300
2010-11-02,4492070100
2010-11-03,4554074700
2010-11-04,4650345000
2010-11-05,4645449900
2010-11-08,4744983600
2010-11-09,4699296000
2010-11-10,4544284500
2010-11-11,4643818200
2010-11-12,4557338100
2010-11-15,4508387100
2010-11-16,4439855700
2010-11-17,4410485100
2010-11-18,4433328900
2010-11-19,4467594600
2010-11-22,4514913900
2010-11-23,4439855700
2010-11-24,4470858000
2010-11-26,4431697200
2010-11-29,4418643600
2010-11-30,4386009600
2010-12-01,4539389400
2010-12-02,4572023400
2010-12-03,4717244700
2010-12-06,4713981300
2010-12-07,4723771500
2010-12-08,4669925400
2010-12-09,4798829700
2010-12-10,4875519600
2010-12-13,4930997400
2010-12-14,4935892500
2010-12-15,4917943800
2010-12-16,4934260800
2010-12-17,4890204900
2010-12-20,4867361100
2010-12-21,4971789900
2010-12-22,4981580100
2010-12-23,4978316700
2010-12-27,5033794500
2010-12-28,5019109200
2010-12-29,5028899400
2010-12-30,5040321300
2010-12-31,5014998500
2011-01-03,5062371450
2011-01-04,5176719950
2011-01-05,5194689000
2011-01-06,5139148300
2011-01-07,5113011500
2011-01-10,5152216700
2011-01-11,5181620600
2011-01-12,5264931649
2011-01-13,5228993550
2011-01-14,5168552200
2011-01-18,5181620600
2011-01-19,5135881200
2011-01-20,5147316050
2011-01-21,5196322550
2011-01-24,5194689000
2011-01-25,5286167800
2011-01-26,5242061950
2011-01-27,5026433350
2011-01-28,4825506700
2011-01-31,4817338950
2011-02-01,4867979000
2011-02-02,4823873150
2011-02-03,4872879650
2011-02-04,4863078350
2011-02-07,4881047400
2011-02-08,4957824250
2011-02-09,4944755850
2011-02-10,4936588100
2011-02-11,5036234650
2011-02-14,5001930100
2011-02-15,4965992000
2011-02-16,5083607600
2011-02-17,5119545700
2011-02-18,5170185750
2011-02-22,4918619050
2011-02-23,4900650000
2011-02-24,4905550650
2011-02-25,4977426850
2011-02-28,4980693950
2011-03-01,4843475750
2011-03-02,4827140250
2011-03-03,4944755850
2011-03-04,4925153250
2011-03-07,4882680950
2011-03-08,4993762350
2011-03-09,5041135300
2011-03-10,4962724900
2011-03-11,5016632050
2011-03-14,4804270550
2011-03-15,4822239600
2011-03-16,4751996950
2011-03-17,4765065350
2011-03-18,4828773800
2011-03-21,4923519700
2011-03-22,4910451300
2011-03-23,4983961050
2011-03-24,4979060400
2011-03-25,4959457800
2011-03-28,4894115800
2011-03-29,4944755850
2011-03-30,4934954550
2011-03-31,4940080270
2011-04-01,4987533840
2011-04-04,4954807240
2011-04-05,4938443940
2011-04-06,4953170910
2011-04-07,4908990000
2011-04-08,4822264510
2011-04-11,4786265250
2011-04-12,4846809460
2011-04-13,4818991850
2011-04-14,4894263030
2011-04-15,4908990000
2011-04-18,4836991480
2011-04-19,4871354410
2011-04-20,4899172020
2011-04-21,4925353300
2011-04-25,4922080640
2011-04-26,4995715490
2011-04-27,5023533100
2011-04-28,4877899730
2011-04-29,4854991110
2011-05-02,5039896400
2011-05-03,5183893440
2011-05-04,5160984820
2011-05-05,5111894920
2011-05-06,5201893070
2011-05-09,5272255260
2011-05-10,5363889740
2011-05-11,5347526440
2011-05-12,5401525330
2011-05-13,5399889000
2011-05-16,5321345160
2011-05-17,5151166840
2011-05-18,5290254890
2011-05-19,5347526440
2011-05-20,5208438390
2011-05-23,5088986300
2011-05-24,5085713640
2011-05-25,5103713270
2011-05-26,5095531620
2011-05-27,5175711790
2011-05-31,5255891960
2011-06-01,5070986670
2011-06-02,5092258960
2011-06-03,4994079160
2011-06-06,4936807610
2011-06-07,4961352560
2011-06-08,4872990740
2011-06-09,4954807240
2011-06-10,4828809830
2011-06-13,4774810940
2011-06-14,4833718820
2011-06-15,4179186820
2011-06-16,4102279310
2011-06-17,4185732139
2011-06-20,4108824630
2011-06-21,4198822780
2011-06-22,4221731400
2011-06-23,4180823150
2011-06-24,4182459480
2011-06-27,4121915270
2011-06-28,4105551970
2011-06-29,4108824630
2011-06-30,4227987720
2011-07-01,4288598160
2011-07-05,4309893720
2011-07-06,4378694760
2011-07-07,4383609120
2011-07-08,4329551160
2011-07-11,4219797120
2011-07-12,4209968400
2011-07-13,4241092680
2011-07-14,4165739160
2011-07-15,4201777800
2011-07-18,3980631600
2011-07-19,4126424280
2011-07-20,4209968400
2011-07-21,4373780400
2011-07-22,4391799720
2011-07-25,4393437840
2011-07-26,4395075960
2011-07-27,4236178320
2011-07-28,3856134480
2011-07-29,3795524040
2011-08-01,3777504720
2011-08-02,3590759040
2011-08-03,3605502120
2011-08-04,3374527200
2011-08-05,3330297959
2011-08-08,2950254120
2011-08-09,3096046800
2011-08-10,2807737680
2011-08-11,2912577360
2011-08-12,2960082840
2011-08-15,3022331400
2011-08-16,3038712600
2011-08-17,2981378400
2011-08-18,2799547080
2011-08-19,2701259879
2011-08-22,2640649440
2011-08-23,2758594080
2011-08-24,2855243160
2011-08-25,2799547080
2011-08-26,2845414440
2011-08-29,3015778920
2011-08-30,3084579959
2011-08-31,3102599280
2011-09-01,3012502680
2011-09-02,2896196160
2011-09-06,2835585720
2011-09-07,2960082840
2011-09-08,2840500080
2011-09-09,2725831680
2011-09-12,2756955959
2011-09-13,2901110520
2011-09-14,2981378400
2011-09-15,3045265080
2011-09-16,2987930879
2011-09-19,2935511040
2011-09-20,2883091200
2011-09-21,2752041600
2011-09-22,2604610800
2011-09-23,2604610800
2011-09-26,2657030640
2011-09-27,2804461440
2011-09-28,2620992000
2011-09-29,2639011320
2011-09-30,2479029840
2011-10-03,2301956280
2011-10-04,2405249190
2011-10-05,2580683180
2011-10-06,2664301250
2011-10-07,2610195440
2011-10-10,2613474580
2011-10-11,2613474580
2011-10-12,2728244480
2011-10-13,2959423850
2011-10-14,2990575679
2011-10-17,2862689220
2011-10-18,3021727510
2011-10-19,2995494390
2011-10-20,3084031170
2011-10-21,3157811820
2011-10-24,3267663010
2011-10-25,3139776550
2011-10-26,3190603220
2011-10-27,3359478929
2011-10-28,3482446679
2011-10-31,3292256559
2011-11-01,3185684510
2011-11-02,3284058710
2011-11-03,3366037210
2011-11-04,3434899150
2011-11-07,3402107750
2011-11-08,3475888400
2011-11-09,3195521929
2011-11-10,3241429890
2011-11-11,3364397640
2011-11-14,3405386890
2011-11-15,3361118500
2011-11-16,3287337850
2011-11-17,3170928380
2011-11-18,3138136980
2011-11-21,3061077190
2011-11-22,2982377830
2011-11-23,2831537390
2011-11-25,2857770510
2011-11-28,2979098690
2011-11-29,2967621700
2011-11-30,3202080210
2011-12-01,3198801070
2011-12-02,3223394620
2011-12-05,3323408390
2011-12-06,3352920650
2011-12-07,3388991190
2011-12-08,3257825590
2011-12-09,3313570970
2011-12-12,3152893110
2011-12-13,3029925360
2011-12-14,2984017400
2011-12-15,3003692240
2011-12-16,2998773530
2011-12-19,2893841050
2011-12-20,3013529660
2011-12-21,3026646220
2011-12-22,3123380850
2011-12-23,3129939130
2011-12-27,3057798050
2011-12-28,2959423850
2011-12-29,3103706010
2011-12-30,3177486660
2012-01-03,3324237839
2012-01-04,3401431110
2012-01-05,3396503880
2012-01-06,3498333300
2012-01-09,3483551610
2012-01-10,3555817650
2012-01-11,3552532830
2012-01-12,3667501529
2012-01-13,3611659589
2012-01-17,3577168980
2012-01-18,3749622029
2012-01-19,3838312170
2012-01-20,3833384940
2012-01-23,3818603250
2012-01-24,3800536740
2012-01-25,3813676020
2012-01-26,4009122810
2012-01-27,4051825470
2012-01-30,4012407630
2012-01-31,3949996050
2012-02-01,3989413890
2012-02-02,3984486660
2012-02-03,4046898240
2012-02-06,4061679930
2012-02-07,4058395110
2012-02-08,4060037520
2012-02-09,4078104029
2012-02-10,3987771480
2012-02-13,3989413890
2012-02-14,3943426410
2012-02-15,3917147850
2012-02-16,3961492920
2012-02-17,3949996050
2012-02-21,4038686190
2012-02-22,3984486660
2012-02-23,3979559430
2012-02-24,4023904500
2012-02-27,4027189320
2012-02-28,3968062560
2012-02-29,3925359900
2012-03-01,3984486660
2012-03-02,3899081339
2012-03-05,3871160370
2012-03-06,3746337210
2012-03-07,3726628290
2012-03-08,3889226880
2012-03-09,3958208100
2012-03-12,3908935800
2012-03-13,4033758960
2012-03-14,3974632200
2012-03-15,4015692450
2012-03-16,3976274610
2012-03-19,4032116550
2012-03-20,3954923279
2012-03-21,3959850510
2012-03-22,3844881810
2012-03-23,3835027350
2012-03-26,3917147850
2012-03-27,3935214360
2012-03-28,3869517960
2012-03-29,3854736270
2012-03-30,3833384940
2012-04-02,3851352630
2012-04-03,3820040820
2012-04-04,3792024990
2012-04-05,3719513430
2012-04-09,3696441570
2012-04-10,3627225990
2012-04-11,3876072480
2012-04-12,3922216200
2012-04-13,3905736300
2012-04-16,3989783790
2012-04-17,4035927509
2012-04-18,3998023740
2012-04-19,3938696100
2012-04-20,3953528009
2012-04-23,3925512180
2012-04-24,3928808160
2012-04-25,4037575500
2012-04-26,3917272230
2012-04-27,3864536550
2012-04-30,3831576750
2012-05-01,3857944590
2012-05-02,3798616950
2012-05-03,3739289310
2012-05-04,3633817950
2012-05-07,3625578000
2012-05-08,3638761919
2012-05-09,3647001870
2012-05-10,3599210160
2012-05-11,3581082270
2012-05-14,3506922720
2012-05-15,3417931259
2012-05-16,3322347840
2012-05-17,3230060400
2012-05-18,3202044570
2012-05-21,3274556130
2012-05-22,3238300350
2012-05-23,3221820450
2012-05-24,3256428240
2012-05-25,3231708390
2012-05-29,3332235780
2012-05-30,3208636530
2012-05-31,3220172460
2012-06-01,3048781500
2012-06-04,2992749840
2012-06-05,3045485520
2012-06-06,3154252860
2012-06-07,3206988540
2012-06-08,3193804620
2012-06-11,3052077480
2012-06-12,3113053110
2012-06-13,3057021450
2012-06-14,3089981250
2012-06-15,3146012910
2012-06-18,3119645070
2012-06-19,3170732759
2012-06-20,3187212660
2012-06-21,3093277230
2012-06-22,3081741300
2012-06-25,3010877730
2012-06-26,3004285770
2012-06-27,3035597580
2012-06-28,3033949590
2012-06-29,3159196830
2012-07-02,3154272000
2012-07-03,3246560000
2012-07-05,3266336000
2012-07-06,3155920000
2012-07-09,3132848000
2012-07-10,3124608000
2012-07-11,3103183999
2012-07-12,3070224000
2012-07-13,3167456000
2012-07-16,3091648000
2012-07-17,3152624000
2012-07-18,3142736000
2012-07-19,3304240000
2012-07-20,3236672000
2012-07-23,3167456000
2012-07-24,3088351999
2012-07-25,3068576000
2012-07-26,2897183999
2012-07-27,2961456000
2012-07-30,3001008000
2012-07-31,3040560000
2012-08-01,2958160000
2012-08-02,2895536000
2012-08-03,2984528000
2012-08-06,3022432000
2012-08-07,3002656000
2012-08-08,3005951999
2012-08-09,3061983999
2012-08-10,3042208000
2012-08-13,3024080000
2012-08-14,3012544000
2012-08-15,3024080000
2012-08-16,3090000000
2012-08-17,3094944000
2012-08-20,3108128000
2012-08-21,3068576000
2012-08-22,3060336000
2012-08-23,3025728000
2012-08-24,2989472000
2012-08-27,2963104000
2012-08-28,2931792000
2012-08-29,2918608000
2012-08-30,2900480000
2012-08-31,2880704000
2012-09-04,2813136000
2012-09-05,2842800000
2012-09-06,3094944000
2012-09-07,3239968000
2012-09-10,3233376000
2012-09-11,3256448000
2012-09-12,3185583999
2012-09-13,3253151999
2012-09-14,3291056000
2012-09-17,3182288000
2012-09-18,3197120000
2012-09-19,3205360000
2012-09-20,3177344000
2012-09-21,3142736000
2012-09-24,3144383999
2012-09-25,3104832000
2012-09-26,3111424000
2012-09-27,3119664000
2012-09-28,3091648000
2012-10-01,3124927582
2012-10-02,3111873054
2012-10-03,3093923079
2012-10-04,3159195717
2012-10-05,3297900075
2012-10-08,3262000124
2012-10-09,3276686467
2012-10-10,3199991117
2012-10-11,3224468356
2012-10-12,3214677460
2012-10-15,3289740995
2012-10-16,3363172714
2012-10-17,3364804530
2012-10-18,3361540898
2012-10-19,3281581915
2012-10-22,3248945596
2012-10-23,3224468356
2012-10-24,3167354797
2012-10-25,3252209228
2012-10-26,3191832037
2012-10-31,3180409325
2012-11-01,3260368308
2012-11-02,3208150197
2012-11-05,3191832037
2012-11-06,3208150197
2012-11-07,3147773006
2012-11-08,3147773006
2012-11-09,3131454846
2012-11-12,3105345790
2012-11-13,3102082158
2012-11-14,3030282256
2012-11-15,3048232231
2012-11-16,3066182207
2012-11-19,3162459349
2012-11-20,3128191214
2012-11-21,3182041141
2012-11-23,3229363804
2012-11-26,3201622933
2012-11-27,3151036638
2012-11-28,3226100172
2012-11-29,3262000124
2012-11-30,3268527387
2012-12-03,3155932085
2012-12-04,3142877558
2012-12-05,3139613926
2012-12-06,3131454846
2012-12-07,3232627436
2012-12-10,3266895571
2012-12-11,3301163707
2012-12-12,3253841044
2012-12-13,3217941092
2012-12-14,3276686467
2012-12-17,3345222738
2012-12-18,3389281769
2012-12-19,3421918089
2012-12-20,3487190727
2012-12-21,3413759009
2012-12-24,3433340800
2012-12-26,3431708984
2012-12-27,3425181721
2012-12-28,3389281769
2012-12-31,3489747630
2013-01-02,3579985580
2013-01-03,3650535250
2013-01-04,3698115260
2013-01-07,3670223530
2013-01-08,3622643519
2013-01-09,3619362140
2013-01-10,3647253870
2013-01-11,3625924900
2013-01-14,3648894559
2013-01-15,3668582840
2013-01-16,3639050420
2013-01-17,3722725610
2013-01-18,3752258030
2013-01-22,3750617340
2013-01-23,3742413890
2013-01-24,3757180100
2013-01-25,3767024240
2013-01-28,3768664930
2013-01-29,3722725610
2013-01-30,3734210440
2013-01-31,3904842200
2013-02-01,4014768430
2013-02-04,3960625660
2013-02-05,4014768430
2013-02-06,4013127740
2013-02-07,4086958790
2013-02-08,4098443620
2013-02-11,4070551890
2013-02-12,4142742250
2013-02-13,4239542960
2013-02-14,4282200900
2013-02-15,4300248490
2013-02-19,4351109880
2013-02-20,4223136059
2013-02-21,4180478120
2013-02-22,4247746410
2013-02-25,4098443620
2013-02-26,4083677410
2013-02-27,4167352600
2013-02-28,4183759500
2013-03-01,4152586390
2013-03-04,4139460870
2013-03-05,4142742250
2013-03-06,4206729160
2013-03-07,4277278830
2013-03-08,4346187810
2013-03-11,4439707140
2013-03-12,4372438850
2013-03-13,4383923680
2013-03-14,4461036110
2013-03-15,4420018860
2013-03-18,4429863000
2013-03-19,4441347830
2013-03-20,4538148540
2013-03-21,4410174720
2013-03-22,4357672640
2013-03-25,4367516780
2013-03-26,4319936770
2013-03-27,4351109880
2013-03-28,4372438850
2013-04-01,4317973630
2013-04-02,4306467800
2013-04-03,4153604630
2013-04-04,4127305590
2013-04-05,4066489059
2013-04-08,4204559019
2013-04-09,4212777470
2013-04-10,4316329940
2013-04-11,4354134810
2013-04-12,4313042560
2013-04-15,4059914300
2013-04-16,4181547360
2013-04-17,4035258950
2013-04-18,3987591940
2013-04-19,4089500720
2013-04-22,4143742490
2013-04-23,4242363890
2013-04-24,4158535700
2013-04-25,4184834740
2013-04-26,4166754150
2013-04-29,4263731860
2013-04-30,4319617320
2013-05-01,4321261010
2013-05-02,4408376580
2013-05-03,4511929050
2013-05-06,4562883440
2013-05-07,4608906760
2013-05-08,4682872810
2013-05-09,4645067940
2013-05-10,4641780560
2013-05-13,4661504840
2013-05-14,4719033990
2013-05-15,4696022330
2013-05-16,4682872810
2013-05-17,4725608750
2013-05-20,4748620410
2013-05-21,4746976720
2013-05-22,4723965060
2013-05-23,4623699970
2013-05-24,4528365950
2013-05-28,4607263070
2013-05-29,4579320340
2013-05-30,4571101890
2013-05-31,4511929050
2013-06-03,4531653330
2013-06-04,4523434880
2013-06-05,4441250380
2013-06-06,4457687280
2013-06-07,4561239750
2013-06-10,4531653330
2013-06-11,4429744550
2013-06-12,4372215400
2013-06-13,4630274730
2013-06-14,4564527130
2013-06-17,4592469860
2013-06-18,4607263070
2013-06-19,4531653330
2013-06-20,4423169790
2013-06-21,4497135840
2013-06-24,4447825140
2013-06-25,4421526100
2013-06-26,4406732890
2013-06-27,4628631040
2013-06-28,4567814510
2013-07-01,4564506040
2013-07-02,4635260820
2013-07-03,4571087880
2013-07-05,4661588180
2013-07-08,4673106400
2013-07-09,4725761120
2013-07-10,4758670320
2013-07-11,4852461540
2013-07-12,4826134180
2013-07-15,4752088480
2013-07-16,4763606700
2013-07-17,4747152100
2013-07-18,4773479460
2013-07-19,4822843260
2013-07-22,4882079820
2013-07-23,4872207060
2013-07-24,4812970500
2013-07-25,4738924800
2013-07-26,4763606700
2013-07-29,4814615960
2013-07-30,4854107000
2013-07-31,4895243500
2013-08-01,5017007540
2013-08-02,5002198400
2013-08-05,4985743800
2013-08-06,4883725280
2013-08-07,4891952580
2013-08-08,4992325640
2013-08-09,5030171220
2013-08-12,5049916740
2013-08-13,5028525760
2013-08-14,5041689440
2013-08-15,4957770980
2013-08-16,4980807420
2013-08-19,4900179880
2013-08-20,4918279940
2013-08-21,4836006940
2013-08-22,4859043380
2013-08-23,4900179880
2013-08-26,4987389260
2013-08-27,4770188540
2013-08-28,4730697500
2013-08-29,4748797560
2013-08-30,4671460940
2013-09-03,4757024860
2013-09-04,4832716020
2013-09-05,4839297860
2013-09-06,4895243500
2013-09-09,4998907480
2013-09-10,5068016800
2013-09-11,4985743800
2013-09-12,4883725280
2013-09-13,4934734540
2013-09-16,5053207660
2013-09-17,5031816680
2013-09-18,5145353420
2013-09-19,5123962440
2013-09-20,5020298460
2013-09-23,4982452880
2013-09-24,5063080420
2013-09-25,5058144040
2013-09-26,5058144040
2013-09-27,4989034720
2013-09-30,4944564180
2013-10-01,4961035080
2013-10-02,5000565240
2013-10-03,4877033490
2013-10-04,4909975290
2013-10-07,4834209150
2013-10-08,4746913380
2013-10-09,4758443010
2013-10-10,4919857830
2013-10-11,4919857830
2013-10-14,4941270000
2013-10-15,4847385870
2013-10-16,4893504390
2013-10-17,4977505980
2013-10-18,5028565770
2013-10-21,5030212860
2013-10-22,5086213920
2013-10-23,4957740900
2013-10-24,4977505980
2013-10-25,4998918150
2013-10-28,4980800160
2013-10-29,5046683760
2013-10-30,5035154130
2013-10-31,5236099110
2013-11-01,5232804930
2013-11-04,5245981650
2013-11-05,5221275300
2013-11-06,5227863660
2013-11-07,5135626620
2013-11-08,5257511280
2013-11-11,5311865250
2013-11-12,5326689060
2013-11-13,5497986420
2013-11-14,5529281130
2013-11-15,5502927689
2013-11-18,5484809700
2013-11-19,5430455730
2013-11-20,5349748319
2013-11-21,5379395939
2013-11-22,5433749910
2013-11-25,5440338270
2013-11-26,5409043560
2013-11-27,5453514990
2013-11-29,5435397000
2013-12-02,5522692770
2013-12-03,5448573720
2013-12-04,5524339860
2013-12-05,5463397530
2013-12-06,5537516580
2013-12-09,5596811819
2013-12-10,5552340390
2013-12-11,5448573720
2013-12-12,5489750970
2013-12-13,5591870550
