,MTW
2009-09-24,1266369461
2009-09-25,1240312476
2009-09-28,1284609350
2009-09-29,1262460913
2009-09-30,1234819664
2009-10-01,1138329004
2009-10-02,1061397261
2009-10-05,1204829324
2009-10-06,1250466798
2009-10-07,1256986437
2009-10-08,1331310324
2009-10-09,1337829963
2009-10-12,1326094613
2009-10-13,1306535695
2009-10-14,1408242067
2009-10-15,1419977417
2009-10-16,1389987077
2009-10-19,1504732727
2009-10-20,1482565954
2009-10-21,1465614892
2009-10-22,1503428799
2009-10-23,1516468077
2009-10-26,1470830603
2009-10-27,1386075293
2009-10-28,1233515736
2009-10-29,1362604592
2009-10-30,1191790045
2009-11-02,1272633571
2009-11-03,1322182829
2009-11-04,1315663190
2009-11-05,1401722428
2009-11-06,1379555654
2009-11-09,1443448118
2009-11-10,1463007036
2009-11-11,1492997376
2009-11-12,1406938139
2009-11-13,1401722428
2009-11-16,1495605232
2009-11-17,1476046314
2009-11-18,1446055974
2009-11-19,1422585273
2009-11-20,1376947799
2009-11-23,1359996737
2009-11-24,1326094613
2009-11-25,1344349603
2009-11-27,1290888561
2009-11-30,1280457138
2009-12-01,1297408200
2009-12-02,1286976778
2009-12-03,1232211808
2009-12-04,1258290365
2009-12-07,1242643231
2009-12-08,1210045035
2009-12-09,1204829324
2009-12-10,1191790045
2009-12-11,1191790045
2009-12-14,1221780386
2009-12-15,1230907880
2009-12-16,1243947159
2009-12-17,1254378582
2009-12-18,1305231767
2009-12-21,1331310324
2009-12-22,1348261386
2009-12-23,1359996737
2009-12-24,1352173170
2009-12-28,1320878901
2009-12-29,1313055334
2009-12-30,1309143551
2009-12-31,1301155507
2010-01-04,1361188760
2010-01-05,1461679206
2010-01-06,1524322600
2010-01-07,1635253612
2010-01-08,1735744057
2010-01-11,1713557855
2010-01-12,1669185450
2010-01-13,1748794764
2010-01-14,1703117289
2010-01-15,1787946886
2010-01-19,1739659269
2010-01-20,1707032501
2010-01-21,1590881207
2010-01-22,1506051610
2010-01-25,1528237813
2010-01-26,1496916115
2010-01-27,1493000903
2010-01-28,1457763994
2010-01-29,1422527084
2010-02-01,1493000903
2010-02-02,1554339227
2010-02-03,1502136398
2010-02-04,1470814701
2010-02-05,1416001731
2010-02-08,1405561165
2010-02-09,1439493004
2010-02-10,1414696660
2010-02-11,1481255267
2010-02-12,1534763166
2010-02-16,1620897834
2010-02-17,1640473895
2010-02-18,1609152197
2010-02-19,1598711632
2010-02-22,1580440641
2010-02-23,1495611045
2010-02-24,1511271893
2010-02-25,1504746540
2010-02-26,1521712459
2010-03-01,1560864581
2010-03-02,1598711632
2010-03-03,1603931914
2010-03-04,1624813046
2010-03-05,1658744885
2010-03-08,1619592763
2010-03-09,1631338400
2010-03-10,1650914460
2010-03-11,1628728258
2010-03-12,1654829672
2010-03-15,1636558682
2010-03-16,1701812218
2010-03-17,1722693350
2010-03-18,1704422360
2010-03-19,1666575309
2010-03-22,1686151370
2010-03-23,1729218704
2010-03-24,1733133916
2010-03-25,1717473067
2010-03-26,1713557855
2010-03-29,1733133916
2010-03-30,1722693350
2010-03-31,1697462520
2010-04-01,1747080655
2010-04-05,1799310271
2010-04-06,1822813598
2010-04-07,1794087309
2010-04-08,1775806944
2010-04-09,1871125993
2010-04-12,2022591879
2010-04-13,1969056523
2010-04-14,1975585225
2010-04-15,2026509100
2010-04-16,1996477071
2010-04-19,1935107272
2010-04-20,1988642629
2010-04-21,2017368918
2010-04-22,2029120581
2010-04-23,2040872245
2010-04-26,2083961678
2010-04-27,1975585225
2010-04-28,1783641386
2010-04-29,1876348954
2010-04-30,1829342300
2010-05-03,1949470417
2010-05-04,1834565262
2010-05-05,1804533232
2010-05-06,1715742885
2010-05-07,1617812355
2010-05-10,1781029905
2010-05-11,1765361020
2010-05-12,1838482483
2010-05-13,1787558607
2010-05-14,1668736231
2010-05-17,1654373086
2010-05-18,1598226249
2010-05-19,1535550710
2010-05-20,1445454622
2010-05-21,1512047383
2010-05-24,1493767017
2010-05-25,1496378498
2010-05-26,1512047383
2010-05-27,1607366432
2010-05-28,1557748297
2010-06-01,1471569430
2010-06-02,1534244970
2010-06-03,1560359778
2010-06-04,1445454622
2010-06-07,1325326506
2010-06-08,1297905957
2010-06-09,1282237072
2010-06-10,1338383910
2010-06-11,1355358535
2010-06-14,1412811112
2010-06-15,1492461277
2010-06-16,1484626834
2010-06-17,1436314440
2010-06-18,1432397218
2010-06-21,1442843142
2010-06-22,1385390564
2010-06-23,1347524092
2010-06-24,1291377255
2010-06-25,1286154294
2010-06-28,1309657621
2010-06-29,1216950052
2010-06-30,1193733502
2010-07-01,1149327660
2010-07-02,1128430794
2010-07-06,1153245823
2010-07-07,1230303018
2010-07-08,1235527235
2010-07-09,1259036210
2010-07-12,1232915127
2010-07-13,1298217835
2010-07-14,1272096751
2010-07-15,1244669614
2010-07-16,1174142689
2010-07-19,1198957718
2010-07-20,1236833289
2010-07-21,1225078802
2010-07-22,1328257080
2010-07-23,1372662922
2010-07-26,1423599034
2010-07-27,1375275030
2010-07-28,1347847893
2010-07-29,1341317622
2010-07-30,1353072109
2010-08-02,1400090059
2010-08-03,1473229092
2010-08-04,1470616984
2010-08-05,1430129305
2010-08-06,1406620330
2010-08-09,1415762709
2010-08-10,1355684218
2010-08-11,1269484643
2010-08-12,1264260426
2010-08-13,1248587776
2010-08-16,1260342264
2010-08-17,1313890484
2010-08-18,1312584430
2010-08-19,1272096751
2010-08-20,1266872535
2010-08-23,1219854585
2010-08-24,1175448744
2010-08-25,1172836635
2010-08-26,1124512631
2010-08-27,1195039556
2010-08-30,1174142689
2010-08-31,1196345610
2010-09-01,1240751452
2010-09-02,1283851239
2010-09-03,1358296326
2010-09-07,1294299672
2010-09-08,1325644972
2010-09-09,1317808647
2010-09-10,1315196539
2010-09-13,1372662922
2010-09-14,1350460001
2010-09-15,1359602380
2010-09-16,1375275030
2010-09-17,1407926384
2010-09-20,1436659576
2010-09-21,1417068763
2010-09-22,1371356868
2010-09-23,1317808647
2010-09-24,1341317622
2010-09-27,1312584430
2010-09-28,1356990272
2010-09-29,1392253734
2010-09-30,1579726684
2010-10-01,1549723618
2010-10-04,1501457815
2010-10-05,1539287768
2010-10-06,1556246023
2010-10-07,1574508760
2010-10-08,1620165600
2010-10-11,1579726684
2010-10-12,1567986354
2010-10-13,1509284702
2010-10-14,1483195078
2010-10-15,1467541305
2010-10-18,1459714418
2010-10-19,1421884464
2010-10-20,1475368191
2010-10-21,1442756162
2010-10-22,1434929276
2010-10-25,1437538238
2010-10-26,1461018899
2010-10-27,1446669606
2010-10-28,1424493426
2010-10-29,1453192012
2010-11-01,1481890597
2010-11-02,1470150267
2010-11-03,1487108522
2010-11-04,1560159467
2010-11-05,1548419136
2010-11-08,1551028099
2010-11-09,1518416070
2010-11-10,1521025032
2010-11-11,1511893664
2010-11-12,1458409936
2010-11-15,1470150267
2010-11-16,1391881397
2010-11-17,1446669606
2010-11-18,1468845786
2010-11-19,1485804041
2010-11-22,1491021965
2010-11-23,1436233757
2010-11-24,1477977154
2010-11-26,1485804041
2010-11-29,1449278568
2010-11-30,1432320313
2010-12-01,1483195078
2010-12-02,1548419136
2010-12-03,1556246023
2010-12-06,1650168667
2010-12-07,1661908997
2010-12-08,1678867252
2010-12-09,1671040365
2010-12-10,1687998621
2010-12-13,1742786829
2010-12-14,1707565838
2010-12-15,1621470081
2010-12-16,1637123855
2010-12-17,1684085177
2010-12-20,1680171734
2010-12-21,1723219612
2010-12-22,1741482348
2010-12-23,1715392725
2010-12-27,1707565838
2010-12-28,1689303102
2010-12-29,1680171734
2010-12-30,1680171734
2010-12-31,1710174800
2011-01-03,1759745084
2011-01-04,1734959942
2011-01-05,1737568905
2011-01-06,1746700273
2011-01-07,1793661595
2011-01-10,1774094377
2011-01-11,1797575038
2011-01-12,1804097444
2011-01-13,1785834708
2011-01-14,1813228812
2011-01-18,1808010887
2011-01-19,1742786829
2011-01-20,1686694139
2011-01-21,1706261357
2011-01-24,1733655461
2011-01-25,1736264423
2011-01-26,1791052632
2011-01-27,1808010887
2011-01-28,1745395792
2011-01-31,1751918197
2011-02-01,2231967264
2011-02-02,2376764673
2011-02-03,2406767740
2011-02-04,2434161844
2011-02-07,2470687317
2011-02-08,2471991798
2011-02-09,2474600760
2011-02-10,2469382835
2011-02-11,2503299346
2011-02-14,2580263734
2011-02-15,2577654772
2011-02-16,2693753595
2011-02-17,2683317746
2011-02-18,2624616093
2011-02-22,2499385902
2011-02-23,2490254534
2011-02-24,2478514204
2011-02-25,2608962320
2011-02-28,2584177177
2011-03-01,2473296279
2011-03-02,2471991798
2011-03-03,2599830951
2011-03-04,2533302412
2011-03-07,2522866563
2011-03-08,2538520337
2011-03-09,2521562082
2011-03-10,2363719861
2011-03-11,2425030476
2011-03-14,2464164911
2011-03-15,2451120099
2011-03-16,2456338024
2011-03-17,2584177177
2011-03-18,2608962320
2011-03-21,2730279067
2011-03-22,2698971520
2011-03-23,2772022465
2011-03-24,2787676238
2011-03-25,2757673172
2011-03-28,2715929775
2011-03-29,2803330012
2011-03-30,2862031665
2011-03-31,2854400385
2011-04-01,2820481550
2011-04-04,2892232931
2011-04-05,2973116306
2011-04-06,2932674618
2011-04-07,2884405508
2011-04-08,2817872409
2011-04-11,2774821581
2011-04-12,2713506764
2011-04-13,2725247899
2011-04-14,2783953575
2011-04-15,2753948452
2011-04-18,2700461059
2011-04-19,2735684464
2011-04-20,2736989034
2011-04-21,2953547747
2011-04-25,2949634036
2011-04-26,2984857441
2011-04-27,2965288882
2011-04-28,2924847195
2011-04-29,2894842072
2011-05-02,2858314096
2011-05-03,2704374770
2011-05-04,2610445690
2011-05-05,2558262868
2011-05-06,2537389739
2011-05-09,2539998880
2011-05-10,2520430321
2011-05-11,2485206916
2011-05-12,2482597775
2011-05-13,2365186425
2011-05-16,2326049308
2011-05-17,2302567038
2011-05-18,2357359001
2011-05-19,2345617866
2011-05-20,2313003602
2011-05-23,2226901945
2011-05-24,2241252222
2011-05-25,2320831026
2011-05-26,2320831026
2011-05-27,2359968143
2011-05-31,2350836149
2011-06-01,2226901945
2011-06-02,2237338510
2011-06-03,2191678540
2011-06-06,2140800288
2011-06-07,2134277436
2011-06-08,2114708877
2011-06-09,2119927160
2011-06-10,2009038662
2011-06-13,2020779797
2011-06-14,2057307773
2011-06-15,1975119827
2011-06-16,1976424398
2011-06-17,1976424398
2011-06-20,1969901545
2011-06-21,2088617466
2011-06-22,2106881454
2011-06-23,2106881454
2011-06-24,2001211239
2011-06-27,2009038662
2011-06-28,2063830625
2011-06-29,2136886577
2011-06-30,2197802343
2011-07-01,2286549706
2011-07-05,2321787630
2011-07-06,2291770139
2011-07-07,2359635770
2011-07-08,2273498623
2011-07-11,2182141044
2011-07-12,2127326496
2011-07-13,2153428662
2011-07-14,2137767362
2011-07-15,2179530827
2011-07-18,2088173248
2011-07-19,2161259311
2011-07-20,2187361477
2011-07-21,2115580521
2011-07-22,2086868139
2011-07-25,2063376190
2011-07-26,2012476967
2011-07-27,1891101897
2011-07-28,1761896178
2011-07-29,1825846483
2011-08-01,1789303451
2011-08-02,1664013057
2011-08-03,1662707948
2011-08-04,1476077464
2011-08-05,1419957808
2011-08-08,1178512776
2011-08-09,1267260139
2011-08-10,1250293732
2011-08-11,1380804560
2011-08-12,1393855643
2011-08-15,1489128547
2011-08-16,1383414776
2011-08-17,1348176853
2011-08-18,1247683515
2011-08-19,1188953643
2011-08-22,1149800394
2011-08-23,1220276241
2011-08-24,1284226547
2011-08-25,1242463082
2011-08-26,1328600229
2011-08-29,1474772356
2011-08-30,1442144649
2011-08-31,1449975299
2011-09-01,1356007502
2011-09-02,1290752088
2011-09-06,1235937541
2011-09-07,1336430878
2011-09-08,1252903948
2011-09-09,1207225159
2011-09-12,1169377018
2011-09-13,1178512776
2011-09-14,1234632432
2011-09-15,1305108280
2011-09-16,1216360916
2011-09-19,1157631044
2011-09-20,1067578573
2011-09-21,976220993
2011-09-22,892694063
2011-09-23,899219604
2011-09-26,914880904
2011-09-27,1015374241
2011-09-28,950118827
2011-09-29,973610776
2011-09-30,875894520
2011-10-03,784519532
2011-10-04,858924879
2011-10-05,932024869
2011-10-06,999903431
2011-10-07,950299866
2011-10-10,1052117709
2011-10-11,1080835562
2011-10-12,1104331988
2011-10-13,1096499846
2011-10-14,1136965912
2011-10-17,1027315927
2011-10-18,1076919492
2011-10-19,1037758783
2011-10-20,1057339137
2011-10-21,1110858772
2011-10-24,1198317689
2011-10-25,1129133770
2011-10-26,1378456949
2011-10-27,1544237283
2011-10-28,1561206924
2011-10-31,1446335511
2011-11-01,1416312301
2011-11-02,1528573000
2011-11-03,1576871207
2011-11-04,1623864058
2011-11-07,1574260493
2011-11-08,1592535491
2011-11-09,1485496220
2011-11-10,1525962286
2011-11-11,1548153354
2011-11-14,1524656929
2011-11-15,1525962286
2011-11-16,1501160504
2011-11-17,1395426590
2011-11-18,1418923015
2011-11-21,1318410529
2011-11-22,1264890894
2011-11-23,1193096261
2011-11-25,1159156980
2011-11-28,1267501608
2011-11-29,1257058752
2011-11-30,1445030154
2011-12-01,1458083724
2011-12-02,1459389081
2011-12-05,1484190863
2011-12-06,1478969435
2011-12-07,1458083724
2011-12-08,1404564088
2011-12-09,1425449800
2011-12-12,1340601597
2011-12-13,1221814114
2011-12-14,1140881983
2011-12-15,1131744484
2011-12-16,1170905193
2011-12-19,1089973061
2011-12-20,1202233760
2011-12-21,1211371258
2011-12-22,1237478398
2011-12-23,1220508757
2011-12-27,1186569476
2011-12-28,1130439127
2011-12-29,1178737334
2011-12-30,1199623046
2012-01-03,1272869130
2012-01-04,1301590279
2012-01-05,1293757238
2012-01-06,1318561868
2012-01-09,1351199538
2012-01-10,1404725316
2012-01-11,1442585014
2012-01-12,1447807041
2012-01-13,1437362986
2012-01-17,1483055724
2012-01-18,1519609915
2012-01-19,1557469612
2012-01-20,1592718296
2012-01-23,1607078870
2012-01-24,1624050459
2012-01-25,1689325799
2012-01-26,1639716540
2012-01-27,1775489248
2012-01-30,1742851578
2012-01-31,1754601139
2012-02-01,1896901380
2012-02-02,1966093240
2012-02-03,2044423648
2012-02-06,2050951182
2012-02-07,2067922771
2012-02-08,2138420138
2012-02-09,2172363315
2012-02-10,2116226522
2012-02-13,2181501862
2012-02-14,2139725645
2012-02-15,2092727400
2012-02-16,2167141288
2012-02-17,2171057808
2012-02-21,2148864192
2012-02-22,2095338414
2012-02-23,2105782468
2012-02-24,2105782468
2012-02-27,2121448550
2012-02-28,2125365070
2012-02-29,2054867703
2012-03-01,2057478716
2012-03-02,1998730910
2012-03-05,1906039928
2012-03-06,1792460836
2012-03-07,1826404013
2012-03-08,1900817900
2012-03-09,1921706009
2012-03-12,1874707764
2012-03-13,2027452060
2012-03-14,2041812635
2012-03-15,2067922771
2012-03-16,2052256689
2012-03-19,2005258444
2012-03-20,1966093240
2012-03-21,1947816145
2012-03-22,1852514149
2012-03-23,1886457326
2012-03-26,1904734421
2012-03-27,1852514149
2012-03-28,1812043438
2012-03-29,1827709520
2012-03-30,1809432424
2012-04-02,1838498309
2012-04-03,1816300531
2012-04-04,1758847459
2012-04-05,1756235955
2012-04-09,1730120923
2012-04-10,1660916086
2012-04-11,1680502360
2012-04-12,1864613341
2012-04-13,1820217786
2012-04-16,1791491250
2012-04-17,1858084583
2012-04-18,1922066414
2012-04-19,1906397394
2012-04-20,1916843407
2012-04-23,1838498309
2012-04-24,1878976609
2012-04-25,1862001838
2012-04-26,1837192557
2012-04-27,1912926152
2012-04-30,1808466021
2012-05-01,1842415564
2012-05-02,1880282361
2012-05-03,1872447851
2012-05-04,1681808112
2012-05-07,1660916086
2012-05-08,1629578046
2012-05-09,1619132033
2012-05-10,1599545759
2012-05-11,1602157262
2012-05-14,1495085627
2012-05-15,1445467065
2012-05-16,1365816215
2012-05-17,1274413600
2012-05-18,1269190594
2012-05-21,1389319744
2012-05-22,1402377261
2012-05-23,1433715300
2012-05-24,1402377261
2012-05-25,1399765758
2012-05-29,1500308634
2012-05-30,1391931248
2012-05-31,1357981705
2012-06-01,1303140136
2012-06-04,1292694123
2012-06-05,1377567980
2012-06-06,1455913078
2012-06-07,1449384320
2012-06-08,1421963535
2012-06-11,1309668894
2012-06-12,1374956476
2012-06-13,1314891901
2012-06-14,1351452947
2012-06-15,1410211771
2012-06-18,1408906019
2012-06-19,1461136085
2012-06-20,1463747588
2012-06-21,1363204712
2012-06-22,1368427718
2012-06-25,1330560921
2012-06-26,1346229940
2012-06-27,1393236999
2012-06-28,1437632555
2012-06-29,1527729418
2012-07-02,1467815937
2012-07-03,1522711991
2012-07-05,1507027404
2012-07-06,1428604469
2012-07-09,1440367909
2012-07-10,1338418094
2012-07-11,1329268751
2012-07-12,1382857757
2012-07-13,1437753812
2012-07-16,1422069224
2012-07-17,1436446763
2012-07-18,1453438399
2012-07-19,1441674958
2012-07-20,1394621197
2012-07-23,1347567436
2012-07-24,1321426458
2012-07-25,1330575800
2012-07-26,1491342817
2012-07-27,1578915095
2012-07-30,1541010676
2012-07-31,1568458704
2012-08-01,1568458704
2012-08-02,1513562649
2012-08-03,1593292633
2012-08-06,1628582954
2012-08-07,1623354758
2012-08-08,1671715568
2012-08-09,1700470644
2012-08-10,1699163596
2012-08-13,1666487373
2012-08-14,1652109834
2012-08-15,1640346394
2012-08-16,1695242449
2012-08-17,1738375063
2012-08-20,1721383427
2012-08-21,1712234085
2012-08-22,1710927036
2012-08-23,1661259177
2012-08-24,1639039345
2012-08-27,1642960492
2012-08-28,1674329666
2012-08-29,1690014253
2012-08-30,1658645079
2012-08-31,1683479008
2012-09-04,1739682112
2012-09-05,1699163596
2012-09-06,1797192265
2012-09-07,1869079955
2012-09-10,1829868488
2012-09-11,1839017830
2012-09-12,1884764542
2012-09-13,1934432401
2012-09-14,1938353548
2012-09-17,1893913885
2012-09-18,1852088319
2012-09-19,1927897157
2012-09-20,1880843395
2012-09-21,1862544711
2012-09-24,1848167172
2012-09-25,1710927036
2012-09-26,1700470644
2012-09-27,1768437188
2012-09-28,1743603259
2012-10-01,1757974281
2012-10-02,1785648539
2012-10-03,1759292103
2012-10-04,1822547549
2012-10-05,1862082203
2012-10-08,1860764381
2012-10-09,1781695073
2012-10-10,1764563390
2012-10-11,1769834677
2012-10-12,1752702994
2012-10-15,1786966360
2012-10-16,1788284182
2012-10-17,1902934679
2012-10-18,1893709926
2012-10-19,2010996066
2012-10-22,1881849530
2012-10-23,1868671312
2012-10-24,1848903985
2012-10-25,1826501014
2012-10-26,1826501014
2012-10-31,1877896065
2012-11-01,1956965373
2012-11-02,1935880224
2012-11-05,1887120817
2012-11-06,1917430719
2012-11-07,1838361411
2012-11-08,1750067350
2012-11-09,1779059430
2012-11-12,1810687153
2012-11-13,1808051509
2012-11-14,1785648539
2012-11-15,1735571310
2012-11-16,1747431706
2012-11-19,1850221807
2012-11-20,1867353490
2012-11-21,1904252501
2012-11-23,1910841610
2012-11-26,1947740620
2012-11-27,1933244580
2012-11-28,1937198046
2012-11-29,1967507947
2012-11-30,1976732700
2012-12-03,1963554482
2012-12-04,1987275274
2012-12-05,1966190125
2012-12-06,1943787155
2012-12-07,1967507947
2012-12-10,2026809928
2012-12-11,2032081215
2012-12-12,2066344582
2012-12-13,2010996066
2012-12-14,2050530720
2012-12-17,2072933691
2012-12-18,2083476265
2012-12-19,2065026760
2012-12-20,2084794087
2012-12-21,2043941611
2012-12-24,2025492106
2012-12-26,2070298047
2012-12-27,2028127750
2012-12-28,2005724779
2012-12-31,2074569557
2013-01-02,2202907087
2013-01-03,2200260953
2013-01-04,2214814693
2013-01-07,2217460828
2013-01-08,2193645616
2013-01-09,2169830404
2013-01-10,2163215068
2013-01-11,2176445741
2013-01-14,2146015193
2013-01-15,2135430654
2013-01-16,2134107587
2013-01-17,2167184270
2013-01-18,2204230155
2013-01-22,2235983770
2013-01-23,2265091251
2013-01-24,2242599107
2013-01-25,2343152223
2013-01-28,2337859954
2013-01-29,2307429406
2013-01-30,2296844867
2013-01-31,2328598483
2013-02-01,2445028407
2013-02-04,2388136512
2013-02-05,2437090003
2013-02-06,2462228282
2013-02-07,2464874417
2013-02-08,2467520551
2013-02-11,2445028407
2013-02-12,2515150975
2013-02-13,2573365937
2013-02-14,2585273543
2013-02-15,2579981274
2013-02-19,2615704091
2013-02-20,2468843619
2013-02-21,2406659455
2013-02-22,2467520551
2013-02-25,2364321300
2013-02-26,2400044118
2013-02-27,2441059205
2013-02-28,2450320676
2013-03-01,2400044118
2013-03-04,2405336387
2013-03-05,2553519927
2013-03-06,2521766311
2013-03-07,2531027783
2013-03-08,2609088755
2013-03-11,2634227034
2013-03-12,2624965562
2013-03-13,2671272919
2013-03-14,2714934140
2013-03-15,2751980025
2013-03-18,2748010823
2013-03-19,2716257207
2013-03-20,2811518055
2013-03-21,2758595362
2013-03-22,2732134015
2013-03-25,2718903342
2013-03-26,2730810948
2013-03-27,2733457083
2013-03-28,2720226409
2013-04-01,2646695622
2013-04-02,2560245765
2013-04-03,2505715855
2013-04-04,2493745875
2013-04-05,2444535956
2013-04-08,2469805914
2013-04-09,2560245765
2013-04-10,2568225751
2013-04-11,2512365844
2013-04-12,2473795908
2013-04-15,2259666262
2013-04-16,2318186165
2013-04-17,2340796128
2013-04-18,2280946227
2013-04-19,2318186165
2013-04-22,2376706068
2013-04-23,2396656035
2013-04-24,2460495930
2013-04-25,2476455903
2013-04-26,2481775894
2013-04-29,2456505936
2013-04-30,2495075872
2013-05-01,2253016273
2013-05-02,2334146139
2013-05-03,2376706068
2013-05-06,2459165932
2013-05-07,2453845941
2013-05-08,2493745875
2013-05-09,2516355837
2013-05-10,2515025839
2013-05-13,2540295798
2013-05-14,2584185725
2013-05-15,2608125685
2013-05-16,2533645809
2013-05-17,2626745655
2013-05-20,2699895534
2013-05-21,2733145479
2013-05-22,2682605562
2013-05-23,2659995600
2013-05-24,2610785681
2013-05-28,2722505496
2013-05-29,2721175498
2013-05-30,2791665382
2013-05-31,2794325377
2013-06-03,2745115459
2013-06-04,2693245545
2013-06-05,2544285791
2013-06-06,2557585769
2013-06-07,2620095666
2013-06-10,2614775674
2013-06-11,2526995820
2013-06-12,2472465910
2013-06-13,2585515723
2013-06-14,2572215745
2013-06-17,2497735868
2013-06-18,2553595776
2013-06-19,2521675828
2013-06-20,2386016053
2013-06-21,2300896194
2013-06-24,2243706288
2013-06-25,2331486143
2013-06-26,2395326037
2013-06-27,2392666042
2013-06-28,2382026059
2013-07-01,2430027141
2013-07-02,2452650614
2013-07-03,2464627747
2013-07-05,2528505788
2013-07-08,2507213107
2013-07-09,2583068281
2013-07-10,2587060658
2013-07-11,2662915832
2013-07-12,2661585040
2013-07-15,2645615529
2013-07-16,2653600284
2013-07-17,2673562172
2013-07-18,2705501193
2013-07-19,2716147533
2013-07-22,2742763383
2013-07-23,2720139910
2013-07-24,2665577417
2013-07-25,2564437186
2013-07-26,2543144505
2013-07-29,2544475298
2013-07-30,2661585040
2013-07-31,2732117043
2013-08-01,2768048441
2013-08-02,2724132288
2013-08-05,2734778628
2013-08-06,2676223757
2013-08-07,2638961567
2013-08-08,2757402101
2013-08-09,2740101798
2013-08-12,2798656669
2013-08-13,2788010329
2013-08-14,2774702404
2013-08-15,2729455458
2013-08-16,2712155155
2013-08-19,2673562172
2013-08-20,2714816740
2013-08-21,2730786251
2013-08-22,2817287764
2013-08-23,2829264897
2013-08-26,2873181050
2013-08-27,2736109421
2013-08-28,2728124666
2013-08-29,2684208512
2013-08-30,2658923454
2013-09-03,2657592662
2013-09-04,2696185645
2013-09-05,2694854853
2013-09-06,2728124666
2013-09-09,2798656669
2013-09-10,2790671914
2013-09-11,2704170400
2013-09-12,2658923454
2013-09-13,2666908210
2013-09-16,2665577417
2013-09-17,2589722243
2013-09-18,2648277114
2013-09-19,2705501193
2013-09-20,2666908210
2013-09-23,2543144505
2013-09-24,2568429563
2013-09-25,2564437186
2013-09-26,2591053036
2013-09-27,2592383828
2013-09-30,2605120756
2013-10-01,2646273167
2013-10-02,2667581859
2013-10-03,2634287028
2013-10-04,2690222344
2013-10-07,2570360953
2013-10-08,2483794392
2013-10-09,2449167768
2013-10-10,2509098464
2013-10-11,2502439497
2013-10-14,2543725088
2013-10-15,2503771291
2013-10-16,2521084603
2013-10-17,2487789772
2013-10-18,2522416396
2013-10-21,2583678885
2013-10-22,2627628062
2013-10-23,2600992197
2013-10-24,2628959855
2013-10-25,2727512555
2013-10-28,2714194623
2013-10-29,2687558758
2013-10-30,2611646543
2013-10-31,2591669645
2013-11-01,2591669645
2013-11-04,2651600340
2013-11-05,2623632682
2013-11-06,2517089223
2013-11-07,2477135426
2013-11-08,2535734328
2013-11-11,2522416396
2013-11-12,2519752810
2013-11-13,2593001438
2013-11-14,2587674265
2013-11-15,2611646543
2013-11-18,2582347092
2013-11-19,2545056881
2013-11-20,2549052261
2013-11-21,2582347092
2013-11-22,2559706607
2013-11-25,2656927513
2013-11-26,2662254686
2013-11-27,2730176142
2013-11-29,2742162281
2013-12-02,2738166901
2013-12-03,2714194623
2013-12-04,2758143800
2013-12-05,2771461732
2013-12-06,2770129939
2013-12-09,2848705740
2013-12-10,2863355466
2013-12-11,2796765804
2013-12-12,2812747322
2013-12-13,2863355466
2013-12-16,2858028293
2013-12-17,2885995951
2013-12-18,2977889684
2013-12-19,2952585613
2013-12-20,2996534790
2013-12-23,3064456245
2013-12-24,3105741835
2013-12-26,3095087489
2013-12-27,3120391561
2013-12-30,3107073628
2013-12-31,3129244757
2014-01-02,3102407324
2014-01-03,3148030961
2014-01-06,3058125558
2014-01-07,3078253633
2014-01-08,3219150160
2014-01-09,3215124545
2014-01-10,3334551124
2014-01-13,3262090054
2014-01-14,3364072301
2014-01-15,3463370806
2014-01-16,3448610217
2014-01-17,3435191500
2014-01-21,3486182624
2014-01-22,3428482142
2014-01-23,3361388558
2014-01-24,3169500908
2014-01-27,3197680213
2014-01-28,3306371819
2014-01-29,3260748182
2014-01-30,3322474279
2014-01-31,3817624929
2014-02-03,3649890969
2014-02-04,3735770757
2014-02-05,3670019044
2014-02-06,3690147120
2014-02-07,3735770757
2014-02-10,3706249580
2014-02-11,3731745142
2014-02-12,3805548084
2014-02-13,3860564823
2014-02-14,3900820973
2014-02-18,3962547071
2014-02-19,3900820973
2014-02-20,4098076110
2014-02-21,4083315522
2014-02-24,4081973650
2014-02-25,4045743115
2014-02-26,4138332261
2014-02-27,4157118464
2014-02-28,4151750977
2014-03-03,4088683008
2014-03-04,4202742101
2014-03-05,4084657393
2014-03-06,4118204185
2014-03-07,4123571672
2014-03-10,4069896805
2014-03-11,4166511566
2014-03-12,4220186433
2014-03-13,4217502690
2014-03-14,4177246539
2014-03-17,4291305632
2014-03-18,4370476061
2014-03-19,4300698734
2014-03-20,4287280017
2014-03-21,4370476061
2014-03-24,4141016004
2014-03-25,4182614026
2014-03-26,4122229800
2014-03-27,4063187447
2014-03-28,4147725362
2014-03-31,4245447451
2014-04-01,4152304088
2014-04-02,4218449375
2014-04-03,4215749567
2014-04-04,4132055531
2014-04-07,3949818518
2014-04-08,4024063227
2014-04-09,4155003896
2014-04-10,4025413131
2014-04-11,4056460919
2014-04-14,4048361496
2014-04-15,4107757263
2014-04-16,4182001972
2014-04-17,4187401587
2014-04-21,4207650144
2014-04-22,4294043987
2014-04-23,4260296392
2014-04-24,4262996200
2014-04-25,4153653992
2014-04-28,4172552645
2014-04-29,4260296392
2014-04-30,4289994276
2014-05-01,4357489466
2014-05-02,3914721020
2014-05-05,3821577657
2014-05-06,3808078619
2014-05-07,3810778427
2014-05-08,3762181890
2014-05-09,3770281313
2014-05-12,3872874002
2014-05-13,3828327176
2014-05-14,3762181890
