,GE
2009-04-14,73042965000
2009-04-15,75071936250
2009-04-16,77870060000
2009-04-17,78625951250
2009-04-20,72035110000
2009-04-21,74249738750
2009-04-22,74886278750
2009-04-23,75390206250
2009-04-24,76848943750
2009-04-27,76729592500
2009-04-28,76159358750
2009-04-29,77551790000
2009-04-30,80283607500
2009-05-01,80535571250
2009-05-04,83134776250
2009-05-05,83134776250
2009-05-06,86755097500
2009-05-07,88598411250
2009-05-08,92205471250
2009-05-11,90057148750
2009-05-12,86821403750
2009-05-13,81928002500
2009-05-14,82750200000
2009-05-15,81609732500
2009-05-18,85482017499
2009-05-19,86940755000
2009-05-20,87391637500
2009-05-21,84023280000
2009-05-22,83134776250
2009-05-26,84978090000
2009-05-27,82431930000
2009-05-28,83705010000
2009-05-29,85548323750
2009-06-01,87961871250
2009-06-02,87577295000
2009-06-03,85667675000
2009-06-04,87259025000
2009-06-05,85932900000
2009-06-08,86052251250
2009-06-09,86118557500
2009-06-10,85044396250
2009-06-11,85415711250
2009-06-12,85733981250
2009-06-15,83453046250
2009-06-16,81105805000
2009-06-17,77737447500
2009-06-18,75960440000
2009-06-19,76782637500
2009-06-22,73109271250
2009-06-23,73613198750
2009-06-24,74249738750
2009-06-25,75270855000
2009-06-26,74568008750
2009-06-29,74634315000
2009-06-30,74585677500
2009-07-01,74958007500
2009-07-02,72923490000
2009-07-06,73056465000
2009-07-07,70064527500
2009-07-08,68149687500
2009-07-09,69107107500
2009-07-10,68601802500
2009-07-13,72923490000
2009-07-14,74067075000
2009-07-15,77883457500
2009-07-16,78907365000
2009-07-17,74133562500
2009-07-20,74266537500
2009-07-21,72989977500
2009-07-22,74013885000
2009-07-23,76048402500
2009-07-24,76553707500
2009-07-27,78402060000
2009-07-28,79665322500
2009-07-29,78016432500
2009-07-30,83428515000
2009-07-31,85276867500
2009-08-03,87311385000
2009-08-04,87949665000
2009-08-05,89026762500
2009-08-06,91061280000
2009-08-07,93547912500
2009-08-10,92710170000
2009-08-11,89026762500
2009-08-12,89917695000
2009-08-13,89731530000
2009-08-14,88574647500
2009-08-17,85010917500
2009-08-18,86486940000
2009-08-19,86101312500
2009-08-20,87883177500
2009-08-21,90423000000
2009-08-24,90356512500
2009-08-25,90994792500
2009-08-26,89784720000
2009-08-27,90303322500
2009-08-28,89598555000
2009-08-31,88454970000
2009-09-01,84891240000
2009-09-02,84000307500
2009-09-03,85596007500
2009-09-04,88255507500
2009-09-08,92271352500
2009-09-09,94625010000
2009-09-10,94186192500
2009-09-11,93348450000
2009-09-14,97683434999
2009-09-15,101818957499
2009-09-16,108175162500
2009-09-17,106020967500
2009-09-18,104997059999
2009-09-21,106659247499
2009-09-22,108241650000
2009-09-23,108175162500
2009-09-24,105502365000
2009-09-25,104172615000
2009-09-28,106659247499
2009-09-29,106340107500
2009-09-30,104491755000
2009-10-01,101619495000
2009-10-02,97749922500
2009-10-05,100728562500
2009-10-06,102324262500
2009-10-07,102829567500
2009-10-08,103215195000
2009-10-09,102962542500
2009-10-12,103919962500
2009-10-13,104292292500
2009-10-14,107164552500
2009-10-15,106845412500
2009-10-16,102324262500
2009-10-19,100795050000
2009-10-20,99146160000
2009-10-21,98827019999
2009-10-22,97616947500
2009-10-23,96726015000
2009-10-26,95515942500
2009-10-27,95010637500
2009-10-28,91766047500
2009-10-29,94625010000
2009-10-30,90742140000
2009-11-02,92085187500
2009-11-03,91127767500
2009-11-04,90303322500
2009-11-05,91819237500
2009-11-06,97550460000
2009-11-09,100861537500
2009-11-10,100422720000
2009-11-11,100728562500
2009-11-12,100223257500
2009-11-13,99651465000
2009-11-16,101818957499
2009-11-17,101938635000
2009-11-18,102390750000
2009-11-19,100289745000
2009-11-20,99212647500
2009-11-23,101938635000
2009-11-24,102576915000
2009-11-25,102962542500
2009-11-27,101433330000
2009-11-30,101938635000
2009-12-01,102896055000
2009-12-02,102257775000
2009-12-03,101818957499
2009-12-04,103095517500
2009-12-07,102324262500
2009-12-08,100037092500
2009-12-09,99651465000
2009-12-10,99332325000
2009-12-11,101313652500
2009-12-14,101499817500
2009-12-15,100223257500
2009-12-16,99837630000
2009-12-17,100475910000
2009-12-18,99212647500
2009-12-21,99079672500
2009-12-22,98507880000
2009-12-23,98055765000
2009-12-24,98255227500
2009-12-28,97616947500
2009-12-29,98255227500
2009-12-30,97683434999
2009-12-31,96572550000
2010-01-04,98626717500
2010-01-05,99133589999
2010-01-06,98626717500
2010-01-07,103722120000
2010-01-08,105963030000
2010-01-11,106990113749
2010-01-12,107043468750
2010-01-13,107430292500
2010-01-14,106603290000
2010-01-15,104935946250
2010-01-19,105576206250
2010-01-20,105322769999
2010-01-21,102254857500
2010-01-22,102828423750
2010-01-25,104495767500
2010-01-26,104362380000
2010-01-27,104042250000
2010-01-28,103148553750
2010-01-29,102641681250
2010-02-01,103722120000
2010-02-02,107563680000
2010-02-03,106469902499
2010-02-04,102388245000
2010-02-05,100787595000
2010-02-08,99573768750
2010-02-09,99573768750
2010-02-10,100147335000
2010-02-11,100667546250
2010-02-12,99253638750
2010-02-16,102388245000
2010-02-17,103095198750
2010-02-18,103668765000
2010-02-19,103215247500
2010-02-22,103722120000
2010-02-23,101814678750
2010-02-24,102895117500
2010-02-25,101627936250
2010-02-26,102521632500
2010-03-01,101494548750
2010-03-02,101494548750
2010-03-03,102321551249
2010-03-04,102828423750
2010-03-05,104362380000
2010-03-08,103855507500
2010-03-09,105256076250
2010-03-10,105389463750
2010-03-11,105202721250
2010-03-12,108777506250
2010-03-15,110364817500
2010-03-16,115340171250
2010-03-17,115153428750
2010-03-18,116113818750
2010-03-19,115340171250
2010-03-22,115340171250
2010-03-23,117007515000
2010-03-24,117767823750
2010-03-25,116807433749
2010-03-26,117074208750
2010-03-29,117447693750
2010-03-30,116807433749
2010-03-31,116332937500
2010-04-01,117161025000
2010-04-05,118443225000
2010-04-06,118883981250
2010-04-07,118242881250
2010-04-08,118630212499
2010-04-09,118376443750
2010-04-12,119591862500
2010-04-13,121127831250
2010-04-14,123678875000
2010-04-15,124640524999
2010-04-16,121248037500
2010-04-19,121061050000
2010-04-20,121435025000
2010-04-21,121635368749
2010-04-22,121127831250
2010-04-23,121889137500
2010-04-26,123358325000
2010-04-27,119525081250
2010-04-28,121127831250
2010-04-29,124573743750
2010-04-30,120540156250
2010-05-03,123104556250
2010-05-04,118750418750
2010-05-05,115691837500
2010-05-06,110643175000
2010-05-07,107891787500
2010-05-10,115304506250
2010-05-11,115050737500
2010-05-12,117855550000
2010-05-13,115371287500
2010-05-14,112753462500
2010-05-17,112232568750
2010-05-18,110122281250
2010-05-19,110322625000
2010-05-20,103924981250
2010-05-21,104953412500
2010-05-24,102335587500
2010-05-25,101948256250
2010-05-26,102335587500
2010-05-27,106489381250
2010-05-28,104499300000
2010-06-01,102135243750
2010-06-02,104499300000
2010-06-03,105140400000
2010-06-04,100412287500
2010-06-07,98488987500
2010-06-08,98943100000
2010-06-09,97914668750
2010-06-10,100225300000
2010-06-11,99450637499
2010-06-14,98368781250
2010-06-15,100893112500
2010-06-16,101307156250
2010-06-17,101694487500
2010-06-18,101948256250
2010-06-21,102909906250
2010-06-22,100919825000
2010-06-23,98368781250
2010-06-24,96392056250
2010-06-25,95296843750
2010-06-28,95871162500
2010-06-29,92545456250
2010-06-30,92076592500
2010-07-01,90155272499
2010-07-02,88620885000
2010-07-06,89194612500
2010-07-07,93344129999
2010-07-08,94691722500
2010-07-09,95452245000
2010-07-12,95332162500
2010-07-13,97120057500
2010-07-14,97053345000
2010-07-15,97373565000
2010-07-16,92903827500
2010-07-19,93344129999
2010-07-20,95398875000
2010-07-21,94758435000
2010-07-22,97120057500
2010-07-23,100308915000
2010-07-26,103057470000
2010-07-27,103310977500
2010-07-28,102483742500
2010-07-29,103124182500
2010-07-30,102924045000
2010-08-02,104778652500
2010-08-03,104711940000
2010-08-04,105232297500
2010-08-05,105485805000
2010-08-06,105032160000
2010-08-09,104591857500
2010-08-10,103751280000
2010-08-11,100242202500
2010-08-12,98934637500
2010-08-13,98200800000
2010-08-16,98707815000
2010-08-17,99481680000
2010-08-18,100242202500
2010-08-19,97373565000
2010-08-20,95972602500
2010-08-23,95078655000
2010-08-24,93023910000
2010-08-25,93023910000
2010-08-26,92583607500
2010-08-27,93917857500
2010-08-30,92717032500
2010-08-31,92450182500
2010-09-01,95839177500
2010-09-02,96733125000
2010-09-03,98280855000
2010-09-07,98587732500
2010-09-08,100242202500
2010-09-09,101589795000
2010-09-10,102030097500
2010-09-13,103751280000
2010-09-14,103177552500
2010-09-15,104338350000
2010-09-16,103631197500
2010-09-17,104018129999
2010-09-20,105672600000
2010-09-21,105485805000
2010-09-22,105352379999
2010-09-23,103057470000
2010-09-24,106379752500
2010-09-27,104912077500
2010-09-28,104965447500
2010-09-29,104458432500
2010-09-30,103381920000
2010-10-01,104086555000
2010-10-04,102437975000
2010-10-05,105043795000
2010-10-06,107529960000
2010-10-07,108473905000
2010-10-08,108925935000
2010-10-11,107902220000
2010-10-12,109364670000
2010-10-13,109936355000
2010-10-14,109178540000
2010-10-15,103701000000
2010-10-18,103381920000
2010-10-19,102238550000
2010-10-20,102118895000
2010-10-21,102437975000
2010-10-22,102145485000
2010-10-25,102185370000
2010-10-26,102810235000
2010-10-27,102491155000
2010-10-28,102305025000
2010-10-29,101919470000
2010-11-01,101480735000
2010-11-02,101414260000
2010-11-03,102185370000
2010-11-04,105043795000
2010-11-05,106439770000
2010-11-08,106320115000
2010-11-09,105748430000
2010-11-10,105296400000
2010-11-11,104020080000
2010-11-12,103381920000
2010-11-15,103076135000
2010-11-16,100909050000
2010-11-17,100589970000
2010-11-18,102052420000
2010-11-19,103195790000
2010-11-22,101985944999
2010-11-23,100270890000
2010-11-24,101414260000
2010-11-26,100709625000
2010-11-29,101600390000
2010-11-30,100709625000
2010-12-01,103701000000
2010-12-02,106120689999
2010-12-03,106758850000
2010-12-06,106253640000
2010-12-07,108354250000
2010-12-08,108420725000
2010-12-09,108992410000
2010-12-10,112741600000
2010-12-13,112103439999
2010-12-14,112555470000
2010-12-15,111279150000
2010-12-16,113060680000
2010-12-17,112608650000
2010-12-20,112608650000
2010-12-21,113884970000
2010-12-22,114908685000
2010-12-23,114775735000
2010-12-27,115732975000
2010-12-28,116557265000
2010-12-29,116238185000
2010-12-30,115732975000
2010-12-31,116097603750
2011-01-03,116031285000
2011-01-04,118126957500
2011-01-05,118312650000
2011-01-06,117808627499
2011-01-07,116986275000
2011-01-10,117490297500
2011-01-11,118246331250
2011-01-12,118511606250
2011-01-13,118060638750
2011-01-14,119440068750
2011-01-18,118060638750
2011-01-19,116349615000
2011-01-20,116986275000
2011-01-21,125302646250
2011-01-24,127199362500
2011-01-25,126814713750
2011-01-26,126443328750
2011-01-27,128724693750
2011-01-28,128220671250
2011-01-31,127836022500
2011-02-01,132027367500
2011-02-02,131457026250
2011-02-03,131709037500
2011-02-04,130502036250
2011-02-07,132465071250
2011-02-08,135078030000
2011-02-09,135263722500
2011-02-10,135011711250
2011-02-11,135383096249
2011-02-14,136470723750
2011-02-15,136218712500
2011-02-16,136086075000
2011-02-17,136590097500
2011-02-18,136086075000
2011-02-22,132146741250
2011-02-23,129295035000
2011-02-24,130634673750
2011-02-25,132146741250
2011-02-28,132783401250
2011-03-01,128539001250
2011-03-02,128976705000
2011-03-03,131709037500
2011-03-04,129295035000
2011-03-07,129361353750
2011-03-08,130926476249
2011-03-09,130953003750
2011-03-10,127584011250
2011-03-11,129228716250
2011-03-14,126443328750
2011-03-15,124467030000
2011-03-16,120288948750
2011-03-17,121999972500
2011-03-18,122185665000
2011-03-21,125170008750
2011-03-22,123710996250
2011-03-23,123963007499
2011-03-24,125554657500
2011-03-25,125355701250
2011-03-28,125355701250
2011-03-29,126058680000
2011-03-30,127650330000
2011-03-31,127181725000
2011-04-01,129024170000
2011-04-04,130230375000
2011-04-05,128957895000
2011-04-06,130349670000
2011-04-07,129090445000
2011-04-08,128069810000
2011-04-11,128003534999
2011-04-12,126929880000
2011-04-13,126479210000
2011-04-14,126863604999
2011-04-15,127115450000
2011-04-18,126731055000
2011-04-19,128573500000
2011-04-20,129395310000
2011-04-21,126545485000
2011-04-25,126161090000
2011-04-26,127499845000
2011-04-27,130985909999
2011-04-28,130667790000
2011-04-29,129713430000
2011-05-02,129912255000
2011-05-03,130919635000
2011-05-04,128573500000
2011-05-05,126227365000
2011-05-06,126929880000
2011-05-09,127314275000
2011-05-10,128772325000
2011-05-11,127433570000
2011-05-12,127751690000
2011-05-13,126161090000
2011-05-16,125339280000
2011-05-17,124265625000
2011-05-18,125339280000
2011-05-19,126611760000
2011-05-20,124451195000
2011-05-23,122993145000
2011-05-24,121150700000
2011-05-25,121919490000
2011-05-26,123178715000
2011-05-27,123311265000
2011-05-31,124583745000
2011-06-01,121349525000
2011-06-02,121097680000
2011-06-03,119374530000
2011-06-06,117094670000
2011-06-07,117227220000
2011-06-08,117412790000
2011-06-09,117850205000
2011-06-10,116206585000
2011-06-13,116657255000
2011-06-14,117982755000
2011-06-15,116657255000
2011-06-16,116962120000
2011-06-17,117280240000
2011-06-20,117227220000
2011-06-21,119321510000
2011-06-22,117730909999
2011-06-23,116590979999
2011-06-24,113993000000
2011-06-27,115954740000
2011-06-28,116962120000
2011-06-29,117730909999
2011-06-30,119355625000
2011-07-01,121511300000
2011-07-05,120506200000
2011-07-06,120559100000
2011-07-07,122146100000
2011-07-08,120188800000
2011-07-11,117900875000
2011-07-12,116327099999
2011-07-13,117147050000
2011-07-14,117279300000
2011-07-15,116512250000
2011-07-18,115758425000
2011-07-19,117583475000
2011-07-20,118919200000
2011-07-21,121260025000
2011-07-22,120506200000
2011-07-25,119990425000
2011-07-26,117464449999
2011-07-27,114621075000
2011-07-28,114621075000
2011-07-29,113351474999
2011-08-01,113735000000
2011-08-02,108921100000
2011-08-03,110561000000
2011-08-04,104239449999
2011-08-05,104490725000
2011-08-08,97653400000
2011-08-09,101012550000
2011-08-10,95497724999
2011-08-11,99240400000
2011-08-12,100496775000
2011-08-15,103723675000
2011-08-16,102216025000
2011-08-17,102718575000
2011-08-18,97084725000
2011-08-19,95497724999
2011-08-22,95629975000
2011-08-23,98354325000
2011-08-24,99491675000
2011-08-25,97785650000
2011-08-26,98354325000
2011-08-29,101515100000
2011-08-30,102017650000
2011-08-31,103221125000
2011-09-01,102533425000
2011-09-02,99742950000
2011-09-06,96516050000
2011-09-07,99994225000
2011-09-08,98671725000
2011-09-09,95497724999
2011-09-12,94995175000
2011-09-13,97521150000
2011-09-14,99928100000
2011-09-15,101766375000
2011-09-16,103353375000
2011-09-19,102401175000
2011-09-20,101515100000
2011-09-21,97336000000
2011-09-22,95180325000
2011-09-23,96264775000
2011-09-26,98539475000
2011-09-27,99742950000
2011-09-28,97785650000
2011-09-29,100377750000
2011-09-30,96203430000
2011-10-03,92848725000
2011-10-04,93918532500
2011-10-05,96507202499
2011-10-06,98158139999
2011-10-07,97973235000
2011-10-10,102014730000
2011-10-11,102014730000
2011-10-12,103652460000
2011-10-13,102516615000
2011-10-14,104920380000
2011-10-17,102582652500
2011-10-18,105620377500
2011-10-19,104418495000
2011-10-20,105105285000
2011-10-21,103084537500
2011-10-24,103969440000
2011-10-25,102516615000
2011-10-26,103335480000
2011-10-27,109780740000
2011-10-28,109027912500
2011-10-31,105620377500
2011-11-01,101248695000
2011-11-02,102701520000
2011-11-03,105356227500
2011-11-04,103586422500
2011-11-07,103586422500
2011-11-08,104167552500
2011-11-09,100178887500
2011-11-10,101512845000
2011-11-11,103018500000
2011-11-14,101763787500
2011-11-15,102397747500
2011-11-16,100812847500
2011-11-17,98858137500
2011-11-18,98910967500
2011-11-21,96322297500
2011-11-22,94737397500
2011-11-23,93099667500
2011-11-25,92914762500
2011-11-28,93548722500
2011-11-29,94301550000
2011-11-30,100561905000
2011-12-01,100561905000
2011-12-02,101697750000
2011-12-05,103216612500
2011-12-06,105673207500
2011-12-07,105805282500
2011-12-08,103084537500
2011-12-09,106439242500
2011-12-12,104035477500
2011-12-13,103784535000
2011-12-14,104986417500
2011-12-15,106122262500
2011-12-16,107509050000
2011-12-19,106558110000
2011-12-20,109212817500
2011-12-21,111814695000
2011-12-22,114086385000
2011-12-23,115222230000
2011-12-27,113835442500
2011-12-28,112699597500
2011-12-29,114205252500
2011-12-30,113201482499
2012-01-03,116205832500
2012-01-04,117475552499
2012-01-05,117409421250
2012-01-06,118044281250
2012-01-09,119366906250
2012-01-10,118480747500
2012-01-11,119499168750
2012-01-12,119816598750
2012-01-13,119247870000
2012-01-17,118613010000
2012-01-18,120385327500
2012-01-19,121205355000
2012-01-20,121205355000
2012-01-23,119882730000
2012-01-24,119247870000
2012-01-25,121086318750
2012-01-26,120702757500
2012-01-27,120451458749
2012-01-30,119631431250
2012-01-31,118427842500
2012-02-01,118798177499
2012-02-02,118679141250
2012-02-03,120385327500
2012-02-06,120570495000
2012-02-07,121403748750
2012-02-08,121774083749
2012-02-09,121086318750
2012-02-10,119472716250
2012-02-13,120702757500
2012-02-14,119882730000
2012-02-15,118745272500
2012-02-16,120319196250
2012-02-17,122025382500
2012-02-21,122858636250
2012-02-22,122726373750
2012-02-23,122223776250
2012-02-24,121774083749
2012-02-27,120702757500
2012-02-28,121271486250
2012-02-29,120570495000
2012-03-01,121020187500
2012-03-02,120067897500
2012-03-05,119314001249
2012-03-06,116589393750
2012-03-07,118798177499
2012-03-08,120451458749
2012-03-09,120517590000
2012-03-12,121086318750
2012-03-13,123996093750
2012-03-14,125265813749
2012-03-15,127606860000
2012-03-16,127858158750
2012-03-19,127924290000
2012-03-20,127038131250
2012-03-21,127038131250
2012-03-22,125636148750
2012-03-23,125199682500
2012-03-26,126905868750
2012-03-27,126839737500
2012-03-28,126654570000
2012-03-29,126271008750
2012-03-30,127038131250
2012-04-02,126636867500
2012-04-03,126253560000
2012-04-04,124865722500
2012-04-05,123279622500
2012-04-09,121442390000
2012-04-10,118534540000
2012-04-11,120239597500
2012-04-12,122076830000
2012-04-13,119420112500
2012-04-16,119552287500
2012-04-17,122327962500
2012-04-18,120807950000
2012-04-19,121059082500
2012-04-20,122460137500
2012-04-23,120622905000
2012-04-24,123596842500
2012-04-25,123028490000
2012-04-26,124099107500
2012-04-27,125116855000
2012-04-30,123847975000
2012-05-01,125235812500
2012-05-02,125050767500
2012-05-03,124033020000
2012-05-04,122327962500
2012-05-07,122209004999
2012-05-08,121759610000
2012-05-09,119605157500
2012-05-10,120755080000
2012-05-11,120239597500
2012-05-14,117648967500
2012-05-15,116380087500
2012-05-16,120173510000
2012-05-17,119420112500
2012-05-18,119869507500
2012-05-21,120940125000
2012-05-22,121323432500
2012-05-23,121323432500
2012-05-24,121759610000
2012-05-25,121442390000
2012-05-29,122394050000
2012-05-30,120437860000
2012-05-31,120755080000
2012-06-01,117265660000
2012-06-04,114807205000
2012-06-05,115375557500
2012-06-06,119420112500
2012-06-07,120173510000
2012-06-08,121442390000
2012-06-11,120874037500
2012-06-12,123213535000
2012-06-13,122526225000
2012-06-14,124733547500
2012-06-15,126504692499
2012-06-18,124918592500
2012-06-19,126504692499
2012-06-20,127139132500
2012-06-21,123530754999
2012-06-22,125301900000
2012-06-25,123464667500
2012-06-26,125235812500
2012-06-27,127324177500
2012-06-28,127773572500
2012-06-29,131818127500
2012-07-02,128985672500
2012-07-03,128604213750
2012-07-05,127972833750
2012-07-06,125894541249
2012-07-09,126144462500
2012-07-10,123500558750
2012-07-11,123882017500
2012-07-12,122369336250
2012-07-13,124447628750
2012-07-16,123316406250
2012-07-17,124131938750
2012-07-18,124881702500
2012-07-19,124631781250
2012-07-20,125079008750
2012-07-23,126460152500
2012-07-24,125710388749
2012-07-25,125894541249
2012-07-26,129419746250
2012-07-27,131682191250
2012-07-30,130932427500
2012-07-31,130616737500
2012-08-01,130485200000
2012-08-02,129169825000
2012-08-03,131932112500
2012-08-06,131997881250
2012-08-07,132944951249
2012-08-08,132247802500
2012-08-09,132563492500
2012-08-10,132813413750
2012-08-13,132129418750
2012-08-14,131813728749
2012-08-15,131932112500
2012-08-16,132497723750
2012-08-17,132195187500
2012-08-20,131747960000
2012-08-21,131248117500
2012-08-22,130800890000
2012-08-23,129919588750
2012-08-24,130932427500
2012-08-27,131248117500
2012-08-28,130998196250
2012-08-29,131050811250
2012-08-30,129919588750
2012-08-31,130366816250
2012-09-04,129104056250
2012-09-05,129985357499
2012-09-06,134141942500
2012-09-07,135904544999
2012-09-10,135207396250
2012-09-11,135904544999
2012-09-12,137785531250
2012-09-13,138614217500
2012-09-14,139179828750
2012-09-17,138798370000
2012-09-18,139995361250
2012-09-19,141192352500
2012-09-20,141192352500
2012-09-21,141823732500
2012-09-24,140745125000
2012-09-25,140429435000
2012-09-26,139114060000
2012-09-27,143073338750
2012-09-28,142954955000
2012-10-01,142549315000
2012-10-02,142418727500
2012-10-03,143176135000
2012-10-04,143424251250
2012-10-05,144482010000
2012-10-08,143228370000
2012-10-09,141360968750
2012-10-10,140172622500
2012-10-11,140668855000
2012-10-12,140486032500
2012-10-15,141478497500
2012-10-16,141478497500
2012-10-17,143176135000
2012-10-18,142549315000
2012-10-19,137665342500
2012-10-22,135615118750
2012-10-23,132990310000
2012-10-24,132859722500
2012-10-25,132859722500
2012-10-26,131919492500
2012-10-31,131606082500
2012-11-01,133355955000
2012-11-02,133173132500
2012-11-05,133799952499
2012-11-06,134923004999
2012-11-07,132050080000
2012-11-08,130548323750
2012-11-09,131240437500
2012-11-12,130548323750
2012-11-13,129229389999
2012-11-14,125050590000
2012-11-15,125364000000
2012-11-16,125925526250
2012-11-19,129111861250
2012-11-20,128863745000
2012-11-21,129229389999
2012-11-23,131488553750
2012-11-26,131606082500
2012-11-27,130417736250
2012-11-28,132115373750
2012-11-29,132050080000
2012-11-30,132050080000
2012-12-03,130104326250
2012-12-04,130365501250
2012-12-05,132676900000
2012-12-06,133551836250
2012-12-07,134113362500
2012-12-10,133669365000
2012-12-11,134426772500
2012-12-12,136111351250
2012-12-13,135105827499
2012-12-14,135105827499
2012-12-17,137051581250
2012-12-18,135549825000
2012-12-19,131292672500
2012-12-20,131540788750
2012-12-21,130483030000
2012-12-24,130104326250
2012-12-26,129803975000
2012-12-27,129294683750
2012-12-28,127740692499
2012-12-31,130258537500
2013-01-02,132424110000
2013-01-03,130932847500
2013-01-04,131555287500
2013-01-07,131127360000
2013-01-08,129700935000
2013-01-09,130012155000
2013-01-10,131373742500
2013-01-11,131127360000
2013-01-14,131062522499
2013-01-15,131555287500
2013-01-16,131062522499
2013-01-17,132177727500
2013-01-18,136768222500
2013-01-22,136586677500
2013-01-23,136145782500
2013-01-24,136833060000
2013-01-25,138324322500
2013-01-28,139621072500
2013-01-29,139621072500
2013-01-30,137948265000
2013-01-31,138259485000
2013-02-01,140373187500
2013-02-04,138441030000
2013-02-05,139880422500
2013-02-06,139257982500
2013-02-07,139504365000
2013-02-08,139621072500
2013-02-11,139309852500
2013-02-12,140126805000
2013-02-13,145145227500
2013-02-14,145274902500
2013-02-15,144522787500
2013-02-19,147388605000
2013-02-20,145274902500
2013-02-21,144341242500
2013-02-22,145145227500
2013-02-25,141553230000
2013-02-26,143044492500
2013-02-27,145028520000
2013-02-28,144094860000
2013-03-01,143913315000
2013-03-04,144406080000
2013-03-05,146390107500
2013-03-06,146882872500
2013-03-07,146947710000
2013-03-08,147505312500
2013-03-11,146571652500
2013-03-12,145274902500
2013-03-13,145767667500
2013-03-14,147012547500
2013-03-15,145456447500
2013-03-18,144276405000
2013-03-19,144717300000
2013-03-20,145586122500
2013-03-21,144522787500
2013-03-22,145028520000
2013-03-25,144224535000
2013-03-26,143472420000
2013-03-27,143355712500
2013-03-28,143472420000
2013-04-01,141693543750
2013-04-02,143284308750
2013-04-03,141206051250
2013-04-04,141693543750
2013-04-05,140769873750
2013-04-08,141937290000
2013-04-09,141565256250
2013-04-10,144759615000
2013-04-11,144823758750
2013-04-12,144028376250
2013-04-15,140038635000
2013-04-16,141821831250
2013-04-17,139730745000
2013-04-18,139179108750
2013-04-19,133521630000
2013-04-22,131071338750
2013-04-23,131995008750
2013-04-24,134817333750
2013-04-25,134753190000
2013-04-26,136356783750
2013-04-29,136715988749
2013-04-30,136844276250
2013-05-01,135984750000
2013-05-02,137023878750
2013-05-03,138563328750
2013-05-06,138627472500
2013-05-07,139243252500
2013-05-08,141257366250
2013-05-09,139846203750
2013-05-10,140590271250
2013-05-13,140282381250
2013-05-14,141257366250
2013-05-15,142681357500
2013-05-16,142860960000
2013-05-17,144028376250
2013-05-20,144695471250
2013-05-21,145259936250
2013-05-22,146478667500
2013-05-23,145259936250
2013-05-24,144451725000
2013-05-28,144887902500
2013-05-29,145131648750
2013-05-30,144887902500
2013-05-31,143168850000
2013-06-03,145131648750
2013-06-04,145259936250
2013-06-05,143168850000
2013-06-06,143540883750
2013-06-07,146478667500
2013-06-10,145991175000
2013-06-11,144759615000
2013-06-12,144272122500
2013-06-13,145375395000
2013-06-14,144400410000
2013-06-17,145927031250
2013-06-18,149365136250
2013-06-19,147222735000
2013-06-20,142732672500
2013-06-21,143412596250
2013-06-24,140769873750
2013-06-25,141873146250
2013-06-26,142732672500
2013-06-27,143168850000
2013-06-28,142373467500
2013-07-01,141720648750
2013-07-02,139056011250
2013-07-03,139119455000
2013-07-05,141124277500
2013-07-08,141606450000
2013-07-09,143420941250
2013-07-10,142938768750
2013-07-11,145375008750
2013-07-12,144271087500
2013-07-15,143484385000
2013-07-16,142266265000
2013-07-17,142938768750
2013-07-18,143484385000
2013-07-19,150107912500
2013-07-22,150958058750
2013-07-23,150044468750
2013-07-24,149498852500
2013-07-25,149917581250
2013-07-26,149676495000
2013-07-29,148712150000
2013-07-30,148648706250
2013-07-31,147976202500
2013-08-01,149498852500
2013-08-02,149981025000
2013-08-05,148889792500
2013-08-06,147620917500
2013-08-07,147798560000
2013-08-08,147735116250
2013-08-09,147252943750
2013-08-12,147367142500
2013-08-13,146948413750
2013-08-14,146161711250
2013-08-15,145730293750
2013-08-16,145425763750
2013-08-19,144816703750
2013-08-20,144030001250
2013-08-21,143370186250
2013-08-22,144397975000
2013-08-23,144397975000
2013-08-26,143370186250
2013-08-27,140756303750
2013-08-28,140870502500
2013-08-29,140324886250
2013-08-30,140515217500
2013-09-03,140020356250
2013-09-04,140692860000
2013-09-05,140629416250
2013-09-06,140629416250
2013-09-09,142025178750
2013-09-10,144943591250
2013-09-11,146275910000
2013-09-12,144816703750
2013-09-13,144397975000
2013-09-16,146580440000
2013-09-17,148471063750
2013-09-18,150958058750
2013-09-19,148521818750
2013-09-20,145793737500
2013-09-23,147430586250
2013-09-24,147671672500
2013-09-25,147126056250
2013-09-26,147252943750
2013-09-27,146034823750
2013-09-30,144198712500
2013-10-01,145888787500
2013-10-02,146847337500
2013-10-03,145459962500
2013-10-04,145157262500
2013-10-07,144501412500
2013-10-08,142861787500
2013-10-09,142256387500
2013-10-10,146368062500
2013-10-11,147276162500
2013-10-14,147150037500
2013-10-15,146002300000
2013-10-16,147023912500
2013-10-17,148966237500
2013-10-18,154213037500
2013-10-21,157769762500
2013-10-22,157050850000
2013-10-23,155121137500
2013-10-24,156571575000
2013-10-25,156205812500
2013-10-28,157467062500
2013-10-29,158198587500
2013-10-30,159157137500
2013-10-31,157769762500
2013-11-01,160191362500
2013-11-04,159522900000
2013-11-05,159459837500
2013-11-06,162360712500
2013-11-07,160544512500
2013-11-08,163268812500
2013-11-11,163029175000
2013-11-12,163268812500
2013-11-13,163874212500
2013-11-14,162903050000
2013-11-15,164176912499
2013-11-18,164290425000
2013-11-19,163142687500
2013-11-20,162726475000
2013-11-21,162423775000
2013-11-22,163445387500
2013-11-25,161339100000
2013-11-26,161641800000
