,EQT
2023-05-15,12720047480
2023-05-16,12600593420
2023-05-17,12600593420
2023-05-18,13335416880
2023-05-19,13114607859
2023-05-22,13143566420
2023-05-23,12977054700
2023-05-24,13226822280
2023-05-25,13208723180
2023-05-26,13063930380
2023-05-30,12694708740
2023-05-31,12586114140
2023-06-01,12705568200
2023-06-02,13230442099
2023-06-05,13045831280
2023-06-06,13523647520
2023-06-07,14048521420
2023-06-08,14106438540
2023-06-09,13954406099
2023-06-12,13867530420
2023-06-13,14095579080
2023-06-14,13918207900
2023-06-15,14099198900
2023-06-16,14348966480
2023-06-20,14225892599
2023-06-21,14399643960
2023-06-22,14283809720
2023-06-23,14182454760
2023-06-26,14555296220
2023-06-27,14602353880
2023-06-28,14388784500
2023-06-29,14855741280
2023-06-30,15767555670
2023-07-03,15595044120
2023-07-05,15487703600
2023-07-06,15058341520
2023-07-07,15223185890
2023-07-10,15445534110
2023-07-11,15549041040
2023-07-12,15250021020
2023-07-13,15108178189
2023-07-14,14648147390
2023-07-17,14743987140
2023-07-18,15196350760
2023-07-19,15284523329
2023-07-20,15648714380
2023-07-21,15296024100
2023-07-24,15219352300
2023-07-25,15196350760
2023-07-26,15917065680
2023-07-27,15878729780
2023-07-28,16208418520
2023-07-31,16170082620
2023-08-01,15974569530
2023-08-02,15664048740
2023-08-03,15997571069
2023-08-04,16024406199
2023-08-07,16158581850
2023-08-08,16449934689
2023-08-09,16886963949
2023-08-10,16403931610
2023-08-11,16503604949
2023-08-14,16446101100
2023-08-15,16177749800
2023-08-16,16093410819
2023-08-17,16449934689
2023-08-18,16664615730
2023-08-21,17086310630
2023-08-22,16637780600
2023-08-23,16005238250
2023-08-24,15986070300
2023-08-25,16116412360
2023-08-28,16235253650
2023-08-29,16384763660
2023-08-30,16480603410
2023-08-31,16568775980
2023-09-01,16952134980
2023-09-05,16564942390
2023-09-06,16227586470
2023-09-07,16009071840
2023-09-08,16285090319
2023-09-11,16181583390
2023-09-12,16779623430
2023-09-13,16465269050
2023-09-14,16327259810
2023-09-15,15920899270
2023-09-18,15790557210
2023-09-19,15713885410
2023-09-20,15334360000
2023-09-21,14851327660
2023-09-22,14740153550
2023-09-25,14920332280
2023-09-26,14935666640
2023-09-27,15184849990
2023-09-28,15503037960
2023-09-29,15556708220
2023-10-02,16292399280
2023-10-03,16513299039
2023-10-04,16525802800
2023-10-05,17125983280
2023-10-06,17834529680
2023-10-09,18484725200
2023-10-10,18376359280
2023-10-11,18151291600
2023-10-12,18092940720
2023-10-13,18076269040
2023-10-16,18130452000
2023-10-17,18447213920
2023-10-18,18205474560
2023-10-19,17959567280
2023-10-20,17651141200
2023-10-23,17617797840
2023-10-24,17726163760
2023-10-25,17513599840
2023-10-26,17842865520
2023-10-27,17484424400
2023-10-30,17163494560
2023-10-31,17663644960
2023-11-01,17805354240
2023-11-02,18484725200
2023-11-03,18638938240
2023-11-06,17717827920
2023-11-07,16988441920
2023-11-08,16625832880
2023-11-09,16425772719
2023-11-10,16309070960
2023-11-13,16588321599
2023-11-14,16630000800
2023-11-15,17226013360
2023-11-16,16692519599
2023-11-17,16825893039
2023-11-20,16709191280
2023-11-21,16680015840
2023-11-22,16805053440
2023-11-24,17025953200
2023-11-27,16767542159
2023-11-28,16609161200
2023-11-29,16567482000
2023-11-30,16655008320
2023-12-01,16771710080
2023-12-04,16242384240
2023-12-05,15988141120
2023-12-06,15367121039
2023-12-07,15417136080
2023-12-08,15475486960
2023-12-11,15375456880
2023-12-12,15008679920
2023-12-13,15529669920
2023-12-14,16179865440
2023-12-15,16021484480
2023-12-18,16217376719
2023-12-19,16188201280
2023-12-20,15838096000
2023-12-21,16263223840
2023-12-22,16250720080
2023-12-26,16342414320
2023-12-27,16329910560
2023-12-28,16263223840
2023-12-29,16113178719
2024-01-02,17103744280
2024-01-03,17020247069
2024-01-04,16787333800
2024-01-05,17011457890
2024-01-08,16791728390
2024-01-09,16730204130
2024-01-10,16571998890
2024-01-11,16281955949
2024-01-12,16620339380
2024-01-16,15952361699
2024-01-17,15802945640
2024-01-18,15473351390
2024-01-19,15526086470
2024-01-22,15548059420
2024-01-23,15495324340
2024-01-24,15671107939
2024-01-25,15846891540
2024-01-26,15767788920
2024-01-29,15741421380
2024-01-30,15886442850
2024-01-31,15556848600
2024-02-01,15407432540
2024-02-02,15398643360
2024-02-05,15020708620
2024-02-06,15042681569
2024-02-07,15042681569
2024-02-08,15271200250
2024-02-09,15086627470
2024-02-12,15350302870
2024-02-13,14985551900
2024-02-14,14484568640
2024-02-15,15156940910
2024-02-16,15249227300
2024-02-20,14822952069
2024-02-21,16391820699
2024-02-22,16400609880
2024-02-23,16264377590
2024-02-26,16145723660
2024-02-27,16049042680
2024-02-28,16075410220
2024-02-29,16325901850
2024-03-01,16264377590
2024-03-04,16497290860
2024-03-05,16695047410
2024-03-06,16519263810
2024-03-07,16374242340
2024-03-08,16488501680
2024-03-11,15209675990
2024-03-12,15170124680
2024-03-13,14946000590
2024-03-14,14844925020
2024-03-15,14691114370
2024-03-18,14677930600
2024-03-19,14748244040
2024-03-20,14862503380
2024-03-21,15099811240
2024-03-22,15099811240
2024-03-25,15301962380
2024-03-26,15359092050
2024-03-27,15851286130
2024-03-28,16290745130
2024-04-01,16308323490
2024-04-02,16202853329
2024-04-03,16343480209
2024-04-04,16154512840
2024-04-05,16031464319
2024-04-08,16189669560
2024-04-09,16677469050
2024-04-10,16571998890
2024-04-11,16475317910
2024-04-12,16369847750
2024-04-15,16049042680
2024-04-16,15908415800
2024-04-17,15838102360
2024-04-18,15917204980
2024-04-19,16106172350
2024-04-22,16686258230
2024-04-23,16690652819
2024-04-24,17327868370
2024-04-25,17758538190
2024-04-26,17846429990
2024-04-29,18039791950
2024-04-30,17617911310
2024-05-01,16989484939
2024-05-02,17349841320
2024-05-03,17697013930
2024-05-06,18035397360
2024-05-07,17802484090
2024-05-08,17538808690
2024-05-09,17587149180
2024-05-10,17108138870
2024-05-13,17486073610
2024-05-14,17890375890
2024-05-15,17987056870
2024-05-16,17802484090
2024-05-17,18092527030
2024-05-20,18422121280
2024-05-21,18101316210
2024-05-22,18110105390
2024-05-23,17538808690
2024-05-24,17644278850
2024-05-28,18123289160
2024-05-29,17881586710
2024-05-30,18105710800
2024-05-31,18057370310
2024-06-03,18009029820
2024-06-04,17850824580
2024-06-05,17991451460
2024-06-06,17868402940
2024-06-07,17815667860
2024-06-10,18074948670
2024-06-11,18092527030
2024-06-12,17916743430
2024-06-13,17710197700
2024-06-14,17288317060
2024-06-17,16949933630
2024-06-18,16787333800
2024-06-20,16593971840
2024-06-21,16246799230
2024-06-24,16927960680
2024-06-25,16941144449
2024-06-26,16593971840
2024-06-27,16383031520
2024-06-28,16251193819
2024-07-01,16123750709
2024-07-02,16242404640
2024-07-03,16277561360
2024-07-05,15961150880
2024-07-08,15987518420
2024-07-09,16057831860
2024-07-10,16101777760
2024-07-11,16343480209
2024-07-12,16352269390
2024-07-15,16185274970
2024-07-16,15767788920
2024-07-17,15644740400
2024-07-18,15534875650
2024-07-19,15767788920
2024-07-22,15764998560
2024-07-23,15490978399
2024-07-24,15513076800
2024-07-25,15194859840
2024-07-26,15163922080
2024-07-29,15057849760
2024-07-30,15384906080
2024-07-31,15252315680
2024-08-01,14845705120
2024-08-02,13952929760
2024-08-05,13351853280
2024-08-06,13617034080
2024-08-07,13356272960
2024-08-08,13683329280
2024-08-09,13745204800
