,CI
2009-04-14,5361122160
2009-04-15,5687284500
2009-04-16,5816104920
2009-04-17,5868181260
2009-04-20,5495424300
2009-04-21,5514610320
2009-04-22,5487201720
2009-04-23,5363863020
2009-04-24,5366603880
2009-04-27,5344677000
2009-04-28,5588613540
2009-04-29,5692766220
2009-04-30,5402235060
2009-05-01,5341936140
2009-05-04,5292600660
2009-05-05,5270673780
2009-05-06,5500906020
2009-05-07,6123081240
2009-05-08,6490356480
2009-05-11,5873662980
2009-05-12,5892849000
2009-05-13,5813364060
2009-05-14,5991519960
2009-05-15,5936702760
2009-05-18,5884626420
2009-05-19,5755806000
2009-05-20,5739360840
2009-05-21,5684543640
2009-05-22,5462533980
2009-05-26,5610540420
2009-05-27,5572168380
2009-05-28,5999742540
2009-05-29,6076486620
2009-06-01,6336868320
2009-06-02,6430057560
2009-06-03,6358795200
2009-06-04,6323164020
2009-06-05,6260124240
2009-06-08,5829809220
2009-06-09,5594095260
2009-06-10,5610540420
2009-06-11,5728397400
2009-06-12,5725656540
2009-06-15,5591354400
2009-06-16,5903812440
2009-06-17,5986038240
2009-06-18,6484874760
2009-06-19,6917930640
2009-06-22,6556137120
2009-06-23,6545173680
2009-06-24,6498579060
2009-06-25,6846668280
2009-06-26,6761701620
2009-06-29,6646585500
2009-06-30,6602731740
2009-07-01,6741958860
2009-07-02,6492256680
2009-07-06,6440121060
2009-07-07,6925805520
2009-07-08,6621223740
2009-07-09,6604759860
2009-07-10,6580064040
2009-07-13,6772142640
2009-07-14,6752934780
2009-07-15,6728238960
2009-07-16,6791350500
2009-07-17,6824278260
2009-07-20,6851718060
2009-07-21,6758422740
2009-07-22,6698055180
2009-07-23,6947757360
2009-07-24,7189227600
2009-07-27,7255083120
2009-07-28,7812111060
2009-07-29,7293498840
2009-07-30,7617288480
2009-07-31,7792903200
2009-08-03,7696863900
2009-08-04,7663936140
2009-08-05,7559664900
2009-08-06,7364842320
2009-08-07,7587104700
2009-08-10,7685887980
2009-08-11,7718815740
2009-08-12,7880710560
2009-08-13,7971261900
2009-08-14,7908150360
2009-08-17,8144132640
2009-08-18,8086509060
2009-08-19,7990469760
2009-08-20,8209988160
2009-08-21,8196268260
2009-08-24,8231940000
2009-08-25,8341699200
2009-08-26,8223708060
2009-08-27,8388346860
2009-08-28,8141388660
2009-08-31,8075533140
2009-09-01,7872478620
2009-09-02,8149620600
2009-09-03,8133156720
2009-09-04,8204500200
2009-09-08,8067301200
2009-09-09,8070045180
2009-09-10,8522801880
2009-09-11,8596889340
2009-09-14,8802687840
2009-09-15,8613353220
2009-09-16,8928910920
2009-09-17,8945374800
2009-09-18,8736832320
2009-09-21,8712136500
2009-09-22,8591401380
2009-09-23,8325235320
2009-09-24,8012421600
2009-09-25,7768207380
2009-09-28,7968517920
2009-09-29,7847782800
2009-09-30,7707839820
2009-10-01,7631008380
2009-10-02,7633752360
2009-10-05,7875222600
2009-10-06,7869734640
2009-10-07,8111204880
2009-10-08,7773695340
2009-10-09,8100228960
2009-10-12,8133156720
2009-10-13,7877966580
2009-10-14,8152364580
2009-10-15,7938334140
2009-10-16,7784671260
2009-10-19,7916382300
2009-10-20,8026141500
2009-10-21,7727047680
2009-10-22,7935590160
2009-10-23,7820343000
2009-10-26,7545945000
2009-10-27,7856014740
2009-10-28,7559664900
2009-10-29,7883454540
2009-10-30,7639240320
2009-11-02,7691375940
2009-11-03,7768207380
2009-11-04,8171572440
2009-11-05,8352675120
2009-11-06,8473410240
2009-11-09,8495362080
2009-11-10,8492618100
2009-11-11,8478898200
2009-11-12,8292307560
2009-11-13,8393834820
2009-11-16,8487130140
2009-11-17,8393834820
2009-11-18,8281331640
2009-11-19,8188036320
2009-11-20,8240171940
2009-11-23,8863055400
2009-11-24,9000254400
2009-11-25,9099037680
2009-11-27,8956350720
2009-11-30,8802687840
2009-12-01,9077085840
2009-12-02,9156661260
2009-12-03,8843847540
2009-12-04,8824639680
2009-12-07,9120989520
2009-12-08,9288372300
2009-12-09,9206052900
2009-12-10,9763080840
2009-12-11,9757592880
2009-12-14,9955159440
2009-12-15,9892047900
2009-12-16,10097846400
2009-12-17,9894791880
2009-12-18,9823448400
2009-12-21,10204861620
2009-12-22,10062174660
2009-12-23,10012783020
2009-12-24,9968879340
2009-12-28,9894791880
2009-12-29,9935951580
2009-12-30,9828936360
2009-12-31,9678017460
2010-01-04,10026772560
2010-01-05,10194942240
2010-01-06,10172887200
2010-01-07,10547822880
2010-01-08,10467873360
2010-01-11,10302460560
2010-01-12,10073639520
2010-01-13,10048827600
2010-01-14,10137047760
2010-01-15,10156345920
2010-01-19,10454088960
2010-01-20,10531281600
2010-01-21,10214240400
2010-01-22,10123263360
2010-01-25,10021258800
2010-01-26,9472639680
2010-01-27,9536047920
2010-01-28,9508479120
2010-01-29,9309983760
2010-02-01,9315497520
2010-02-02,9715245120
2010-02-03,9582914880
2010-02-04,9241061760
2010-02-05,9196951680
2010-02-08,9119759040
2010-02-09,9230034240
2010-02-10,9114245280
2010-02-11,9191437920
2010-02-12,9031538880
2010-02-16,9020511360
2010-02-17,9150084720
2010-02-18,9139057200
2010-02-19,9042566400
2010-02-22,9213492960
2010-02-23,9097704000
2010-02-24,9354093840
2010-02-25,9337552560
2010-02-26,9445070880
2010-03-01,9533291040
2010-03-02,9494694720
2010-03-03,9563616720
2010-03-04,9384419520
2010-03-05,9585671760
2010-03-08,9593942400
2010-03-09,9387176400
2010-03-10,9464369040
2010-03-11,9635295600
2010-03-12,9522263520
2010-03-15,9453341520
2010-03-16,9638052480
2010-03-17,9602213040
2010-03-18,9880657920
2010-03-19,10222511040
2010-03-22,10277648640
2010-03-23,10183914720
2010-03-24,10032286320
2010-03-25,9952336800
2010-03-26,9897199200
2010-03-29,10021258800
2010-03-30,10084667040
2010-03-31,10084667040
2010-04-01,10220225050
2010-04-05,10178959000
2010-04-06,10203718630
2010-04-07,9972628750
2010-04-08,10074418340
2010-04-09,10077169410
2010-04-12,10019396940
2010-04-13,9824070970
2010-04-14,9540710760
2010-04-15,9551715040
2010-04-16,9488440430
2010-04-19,9711277100
2010-04-20,9609487510
2010-04-21,9353638000
2010-04-22,9224337710
2010-04-23,9350886930
2010-04-26,9045518160
2010-04-27,8902462520
2010-04-28,9106041700
2010-04-29,9301367670
2010-04-30,8819930420
2010-05-03,9001501040
2010-05-04,8588840540
2010-05-05,8803424000
2010-05-06,9059273510
2010-05-07,8635608730
2010-05-10,8982243550
2010-05-11,9114294910
2010-05-12,9342633720
2010-05-13,9309620880
2010-05-14,9196827010
2010-05-17,9262852690
2010-05-18,9284861250
2010-05-19,9282110180
2010-05-20,8976741410
2010-05-21,8982243550
2010-05-24,8998749970
2010-05-25,8847441120
2010-05-26,8921720010
2010-05-27,9265603760
2010-05-28,9207831290
2010-06-01,9040016020
2010-06-02,9287612320
2010-06-03,9573723600
2010-06-04,9372895490
2010-06-07,9328878370
2010-06-08,9251848410
2010-06-09,9158312030
2010-06-10,9392152980
2010-06-11,9488440430
2010-06-14,9504946850
2010-06-15,9659006770
2010-06-16,9681015330
2010-06-17,9722281380
2010-06-18,9686517470
2010-06-21,9686517470
2010-06-22,9411410470
2010-06-23,9339882650
2010-06-24,9172067380
2010-06-25,9158312030
2010-06-28,9130801330
2010-06-29,8767660090
2010-06-30,8544823420
2010-07-01,8077040420
2010-07-02,8052695690
2010-07-06,8166304430
2010-07-07,8304257900
2010-07-08,8388111970
2010-07-09,8463851130
2010-07-12,8420571610
2010-07-13,8485490890
2010-07-14,8507130650
2010-07-15,8550410170
2010-07-16,8206878980
2010-07-19,8425981550
2010-07-20,8453031250
2010-07-21,8301552930
2010-07-22,8526065440
2010-07-23,8388111970
2010-07-26,8596394660
2010-07-27,8528770410
2010-07-28,8214993890
2010-07-29,8282618140
2010-07-30,8320487720
2010-08-02,8545000230
2010-08-03,8593689690
2010-08-04,8696478550
2010-08-05,9186078120
2010-08-06,9302391830
2010-08-09,9370016080
2010-08-10,9429525420
2010-08-11,9034599800
2010-08-12,9040009740
2010-08-13,9029189860
2010-08-16,9026484890
2010-08-17,9137388660
2010-08-18,9134683690
2010-08-19,8893941360
2010-08-20,8766807770
2010-08-23,8850661840
2010-08-24,8593689690
2010-08-25,8745168010
2010-08-26,8655904000
2010-08-27,8796562440
2010-08-30,8631559270
2010-08-31,8715413340
2010-09-01,9080584290
2010-09-02,8931810940
2010-09-03,9131978720
2010-09-07,9056239560
2010-09-08,9102224050
2010-09-09,9302391830
2010-09-10,9370016080
2010-09-13,9537724220
2010-09-14,9486329790
2010-09-15,9372721050
2010-09-16,9370016080
2010-09-17,9324031590
2010-09-20,9461985060
2010-09-21,9626988230
2010-09-22,9594528590
2010-09-23,9505264580
2010-09-24,9740596970
2010-09-27,9640513080
2010-09-28,9613463380
2010-09-29,9559363980
2010-09-30,9678382660
2010-10-01,9736026600
2010-10-04,9500935200
2010-10-05,9679280400
2010-10-06,9344207600
2010-10-07,9557681400
2010-10-08,9571192400
2010-10-11,9741431000
2010-10-12,9763048600
2010-10-13,9779261800
2010-10-14,9714409000
2010-10-15,9692791400
2010-10-18,9649556200
2010-10-19,9355016400
2010-10-20,9541468200
2010-10-21,9636045200
2010-10-22,9773857400
2010-10-25,9830603600
2010-10-26,9763048600
2010-10-27,9684684800
2010-10-28,9636045200
2010-10-29,9500935200
2010-11-01,9560383600
2010-11-02,9957607000
2010-11-03,9949500400
2010-11-04,10098121400
2010-11-05,10095419200
2010-11-08,9952202600
2010-11-09,9879243200
2010-11-10,9903563000
2010-11-11,9998140000
2010-11-12,10095419200
2010-11-15,9852221200
2010-11-16,9676578200
2010-11-17,9792772800
2010-11-18,9863030000
2010-11-19,10119739000
2010-11-22,10135952200
2010-11-23,9825199200
2010-11-24,9914371800
2010-11-26,9784666200
2010-11-29,9976522400
2010-11-30,9946798200
2010-12-01,10268360000
2010-12-02,10338617200
2010-12-03,10262955600
2010-12-06,10149463200
2010-12-07,10006246600
2010-12-08,9979224600
2010-12-09,10165676400
2010-12-10,10173783000
2010-12-13,10133250000
2010-12-14,10038673000
2010-12-15,9952202600
2010-12-16,9819794800
2010-12-17,9917074000
2010-12-20,9933287200
2010-12-21,9998140000
2010-12-22,9903563000
2010-12-23,9898158600
2010-12-27,9876541000
2010-12-28,9890052000
2010-12-29,9873838800
2010-12-30,9795475000
2010-12-31,9906265200
2011-01-03,10225658140
2011-01-04,10133729960
2011-01-05,10166175200
2011-01-06,10547406770
2011-01-07,10655557570
2011-01-10,10620408560
2011-01-11,10679891500
2011-01-12,10631223640
2011-01-13,10688002810
2011-01-14,10823191310
2011-01-18,11123309780
2011-01-19,10925934570
2011-01-20,11044900450
2011-01-21,11077345690
2011-01-24,10952972270
2011-01-25,11253090740
2011-01-26,11372056620
2011-01-27,11504541350
2011-01-28,11155755020
2011-01-31,11361241540
2011-02-01,11601877070
2011-02-02,11426132020
2011-02-03,11507245120
2011-02-04,11580246910
2011-02-07,11439650870
2011-02-08,11534282820
2011-02-09,11574839370
2011-02-10,11626211000
2011-02-11,11604580840
2011-02-14,11618099690
2011-02-15,11485614960
2011-02-16,11628914770
2011-02-17,11766807040
2011-02-18,11661360010
2011-02-22,11409909400
2011-02-23,11326092530
2011-02-24,11228756810
2011-02-25,11353130230
2011-02-28,11374760390
2011-03-01,11315277450
2011-03-02,11472096110
2011-03-03,11847920140
2011-03-04,11847920140
2011-03-07,11626211000
2011-03-08,11753288190
2011-03-09,11929033240
2011-03-10,11609988380
2011-03-11,11780325890
2011-03-14,11615395920
2011-03-15,11463984800
2011-03-16,11196311570
2011-03-17,11280128440
2011-03-18,11250386970
2011-03-21,11345018920
2011-03-22,11326092530
2011-03-23,11204422880
2011-03-24,11472096110
2011-03-25,11518060200
2011-03-28,11509948890
2011-03-29,11561320520
2011-03-30,11766807040
2011-03-31,11972293560
2011-04-01,11966899920
2011-04-04,11934673080
2011-04-05,11752054320
2011-04-06,11773538880
2011-04-07,11641945950
2011-04-08,11582863410
2011-04-11,11811136860
2011-04-12,11991070050
2011-04-13,11883647250
2011-04-14,11905131810
2011-04-15,11945415360
2011-04-18,11585548980
2011-04-19,11641945950
2011-04-20,11784281160
2011-04-21,12162946530
2011-04-25,12165632100
2011-04-26,12219343500
2011-04-27,12332137440
2011-04-28,12614122290
2011-04-29,12576524310
2011-05-02,12461044800
2011-05-03,12487900500
2011-05-04,12332137440
2011-05-05,12670519260
2011-05-06,12589952160
2011-05-09,12667833690
2011-05-10,12737658510
2011-05-11,12815540040
2011-05-12,12904163850
2011-05-13,13076040330
2011-05-16,13046499060
2011-05-17,12925648410
2011-05-18,13333855050
2011-05-19,13301628210
2011-05-20,13196890980
2011-05-23,13022328930
2011-05-24,12753771930
2011-05-25,12751086360
2011-05-26,13078725900
2011-05-27,13285514790
2011-05-31,13398308730
2011-06-01,13207633260
2011-06-02,13355339610
2011-06-03,13323112770
2011-06-06,12885364860
2011-06-07,12952504110
2011-06-08,12955189680
2011-06-09,13535272800
2011-06-10,13183463130
2011-06-13,13229117820
2011-06-14,13537958370
2011-06-15,13218375540
2011-06-16,13170035280
2011-06-17,13129751730
2011-06-20,13441277850
2011-06-21,13564814070
2011-06-22,13360710750
2011-06-23,13245231240
2011-06-24,13003529940
2011-06-27,13269401370
2011-06-28,13734004980
2011-06-29,13768917390
2011-06-30,13811886510
2011-07-01,14019301800
2011-07-05,13989759210
2011-07-06,13976330760
2011-07-07,13927988340
2011-07-08,13925302650
2011-07-11,13468735350
2011-07-12,13522449150
2011-07-13,13729247280
2011-07-14,13981702140
2011-07-15,13874274540
2011-07-18,13860846090
2011-07-19,13839360570
2011-07-20,13938731100
2011-07-21,14113300950
2011-07-22,14132100780
2011-07-25,13968273690
2011-07-26,13847417640
2011-07-27,13431135690
2011-07-28,13484849490
2011-07-29,13366679130
2011-08-01,12791941470
2011-08-02,12356859690
2011-08-03,12501886950
2011-08-04,12219889500
2011-08-05,12136633110
2011-08-08,10809902250
2011-08-09,11674694430
2011-08-10,11005957620
2011-08-11,11502810270
2011-08-12,11760636510
2011-08-15,12021148440
2011-08-16,11854635660
2011-08-17,11849264280
2011-08-18,11379268530
2011-08-19,11185898850
2011-08-22,11287955070
2011-08-23,11771379270
2011-08-24,12048005340
2011-08-25,11894921010
2011-08-26,12048005340
2011-08-29,12375659520
2011-08-30,12542172300
2011-08-31,12552915060
2011-09-01,12399830730
2011-09-02,12042633960
2011-09-06,11927149290
2011-09-07,12437430390
2011-09-08,12139318800
2011-09-09,11516238720
2011-09-12,11731093920
2011-09-13,12109776210
2011-09-14,12308517270
2011-09-15,12512629710
2011-09-16,12461601600
2011-09-19,12359545380
2011-09-20,12254803470
2011-09-21,11714979780
2011-09-22,11269155240
2011-09-23,11349725940
2011-09-26,11623666320
2011-09-27,11878806870
2011-09-28,11344354560
2011-09-29,11419553880
2011-09-30,11263783860
2011-10-03,10737388620
2011-10-04,10914644160
2011-10-05,11172470400
2011-10-06,11395382670
2011-10-07,11274526620
2011-10-10,11663951670
2011-10-11,11714979780
2011-10-12,11937892050
2011-10-13,11629037700
2011-10-14,12005034300
2011-10-17,11774064960
2011-10-18,11663951670
2011-10-19,11599495110
2011-10-20,11870749800
2011-10-21,12005034300
2011-10-24,12176918460
2011-10-25,12064119480
2011-10-26,12158118630
2011-10-27,12722113530
2011-10-28,12523372470
2011-10-31,11908349460
2011-11-01,11596809420
2011-11-02,11457153540
2011-11-03,11489381820
2011-11-04,11545781310
2011-11-07,11451782160
2011-11-08,11685437190
2011-11-09,11406125430
2011-11-10,11599495110
2011-11-11,11755265130
2011-11-14,11747208060
2011-11-15,11881492560
2011-11-16,11481324750
2011-11-17,11416868190
2011-11-18,11304069210
2011-11-21,11365840080
2011-11-22,11274526620
2011-11-23,10952243820
2011-11-25,10989843480
2011-11-28,11242298340
2011-11-29,11296012140
2011-11-30,11878806870
2011-12-01,11706922710
2011-12-02,11567266830
2011-12-05,11680065810
2011-12-06,11594123730
2011-12-07,11602180800
2011-12-08,11365840080
2011-12-09,11443725090
2011-12-12,11371211460
2011-12-13,11489381820
2011-12-14,11432982330
2011-12-15,11478639060
2011-12-16,11381954220
2011-12-19,10971043650
2011-12-20,11325554730
2011-12-21,11336297490
2011-12-22,11569952520
2011-12-23,11583380970
2011-12-27,11690808570
2011-12-28,11336297490
2011-12-29,11357783010
2011-12-30,11279898000
2012-01-03,12327423570
2012-01-04,12321720390
2012-01-05,12321720390
2012-01-06,12435783990
2012-01-09,12484261020
2012-01-10,13023211530
2012-01-11,13048875840
2012-01-12,12940515420
2012-01-13,13006101990
2012-01-17,13308370530
2012-01-18,13385363460
2012-01-19,13197158520
2012-01-20,13157236260
2012-01-23,13083094920
2012-01-24,12943367010
2012-01-25,13051727430
2012-01-26,12575511900
2012-01-27,12883483620
2012-01-30,12689575500
2012-01-31,12783677970
2012-02-01,13026063120
2012-02-02,12584066670
2012-02-03,12418674450
2012-02-06,12239024280
2012-02-07,12330275160
2012-02-08,12361642650
2012-02-09,12415822860
2012-02-10,12415822860
2012-02-13,12313165620
2012-02-14,12544144410
2012-02-15,12584066670
2012-02-16,12746607300
2012-02-17,12812193870
2012-02-21,12937663830
2012-02-22,12872077260
2012-02-23,12783677970
2012-02-24,12857819310
2012-02-27,12729497760
2012-02-28,12643950060
2012-02-29,12578363490
2012-03-01,12700981860
2012-03-02,12604027800
2012-03-05,12675317550
2012-03-06,12341681520
2012-03-07,12427229220
2012-03-08,12581215080
2012-03-09,12883483620
2012-03-12,12769420020
2012-03-13,13128720360
2012-03-14,13316925300
2012-03-15,13348292790
2012-03-16,13351144380
2012-03-19,13436692080
2012-03-20,13254190320
2012-03-21,13151533080
2012-03-22,12991844040
2012-03-23,13071688560
2012-03-26,13393918230
2012-03-27,13448098439
2012-03-28,13422434130
2012-03-29,13964236230
2012-03-30,14044080750
2012-04-02,14121656700
2012-04-03,13981668600
2012-04-04,13941672000
2012-04-05,13995953100
2012-04-09,13687407899
2012-04-10,13538849100
2012-04-11,13593130200
2012-04-12,13833109800
2012-04-13,13801683900
2012-04-16,13621699200
2012-04-17,13775971800
2012-04-18,13773114900
2012-04-19,13715976900
2012-04-20,13718833800
2012-04-23,13735975200
2012-04-24,13741689000
2012-04-25,13773114900
2012-04-26,13587416400
2012-04-27,13390290300
2012-04-30,13207448700
2012-05-01,13316010900
2012-05-02,13298869500
2012-05-03,13161738300
2012-05-04,12930329400
2012-05-07,13024607100
2012-05-08,13067460600
2012-05-09,12853193100
2012-05-10,12830337899
2012-05-11,12887475900
2012-05-14,12781770600
2012-05-15,12607499700
2012-05-16,12561789300
2012-05-17,12407516700
2012-05-18,12258957899
2012-05-21,12538934100
2012-05-22,12441799500
2012-05-23,12353235600
2012-05-24,12596072100
2012-05-25,12713205000
2012-05-29,12936043200
2012-05-30,12627498000
2012-05-31,12544647899
2012-06-01,12164680200
2012-06-04,12184678500
2012-06-05,12390375300
2012-06-06,12630354900
2012-06-07,12596072100
2012-06-08,12818910300
2012-06-11,12687492899
2012-06-12,12821767200
2012-06-13,12764629200
2012-06-14,12890332800
2012-06-15,12938900100
2012-06-18,12878905200
2012-06-19,13038891600
2012-06-20,12910331100
2012-06-21,12601785900
2012-06-22,12898903500
2012-06-25,12773199900
2012-06-26,12941757000
2012-06-27,12970326000
2012-06-28,12621784200
2012-06-29,12570360000
2012-07-02,12244615180
2012-07-03,12179090250
2012-07-05,12173392430
2012-07-06,12119263140
2012-07-09,12244615180
2012-07-10,12218974990
2012-07-11,12267406460
2012-07-12,12090774040
2012-07-13,12429794330
2012-07-16,12315837930
2012-07-17,12241766270
2012-07-18,12258859730
2012-07-19,12073680580
2012-07-20,11874256880
2012-07-23,11720415740
2012-07-24,11743207020
2012-07-25,11381395450
2012-07-26,11298777059
2012-07-27,11791638490
2012-07-30,11785940670
2012-07-31,11475409480
2012-08-01,11464013840
2012-08-02,11925537260
2012-08-03,11988213280
2012-08-06,12008155650
2012-08-07,12389909590
2012-08-08,12498168170
2012-08-09,12501017080
2012-08-10,12483923620
2012-08-13,12384211770
2012-08-14,12432643240
2012-08-15,12495319260
2012-08-16,12674800590
2012-08-17,12620671300
2012-08-20,12680498410
2012-08-21,12657707130
2012-08-22,12728929880
2012-08-23,12580786559
2012-08-24,12677649500
2012-08-27,12748872250
2012-08-28,12740325520
2012-08-29,12783059170
2012-08-30,13013820880
2012-08-31,13039461070
2012-09-04,12962540500
2012-09-05,12959691590
2012-09-06,13102137090
2012-09-07,13142021830
2012-09-10,13102137090
2012-09-11,13261676050
2012-09-12,13142021830
2012-09-13,13475344300
2012-09-14,13617789800
2012-09-17,13441157380
2012-09-18,13518077950
2012-09-19,13432610650
2012-09-20,13372783540
2012-09-21,13418366100
2012-09-24,13438308470
2012-09-25,13347143350
2012-09-26,13312956430
2012-09-27,13395574820
2012-09-28,13438308470
2012-10-01,13635198150
2012-10-02,13788307050
2012-10-03,13853520100
2012-10-04,13944251300
2012-10-05,13850684750
2012-10-08,13879038250
2012-10-09,13944251300
2012-10-10,13828001950
2012-10-11,14216444900
2012-10-12,14094524850
2012-10-15,14171079300
2012-10-16,14273151900
2012-10-17,14088854150
2012-10-18,14216444900
2012-10-19,14080348099
2012-10-22,14270316550
2012-10-23,14131384400
2012-10-24,14216444900
2012-10-25,14281657950
2012-10-26,14091689500
2012-10-31,14460285000
2012-11-01,15103909450
2012-11-02,15052873150
2012-11-05,15112415500
2012-11-06,15115250850
2012-11-07,15016013600
2012-11-08,14811868400
2012-11-09,14644582750
2012-11-12,14482967800
2012-11-13,14474461750
2012-11-14,14071842050
2012-11-15,14423425450
2012-11-16,14310011450
2012-11-19,14715466500
2012-11-20,14701289750
2012-11-21,14746655350
2012-11-23,14959306600
2012-11-26,14811868400
2012-11-27,14862904700
2012-11-28,14735313950
2012-11-29,14766502800
2012-11-30,14820374450
2012-12-03,14769338150
2012-12-04,14647418099
2012-12-05,14721137200
2012-12-06,14885587500
2012-12-07,14999001500
2012-12-10,15007507550
2012-12-11,15058543850
2012-12-12,15299548600
2012-12-13,15225829500
2012-12-14,15033025700
2012-12-17,15242841600
2012-12-18,15449822150
2012-12-19,15217323450
2012-12-20,15359090950
2012-12-21,15251347650
2012-12-24,15251347650
2012-12-26,15197476000
2012-12-27,15214488099
2012-12-28,14984824750
2012-12-31,15157781100
2013-01-02,15654628639
2013-01-03,15424747400
2013-01-04,15538269000
2013-01-07,15592191760
2013-01-08,15444613680
2013-01-09,15504212520
2013-01-10,15785178480
2013-01-11,15779502400
2013-01-14,15802206720
2013-01-15,15856129480
2013-01-16,15759636120
2013-01-17,16051954240
2013-01-18,15986679320
2013-01-22,16216560560
2013-01-23,16284673520
2013-01-24,16503202600
2013-01-25,16596857920
2013-01-28,16591181840
2013-01-29,16679161080
2013-01-30,16687675200
2013-01-31,16557125360
2013-02-01,16710379520
2013-02-04,16559963400
2013-02-05,17136085520
2013-02-06,16934584680
2013-02-07,17411375400
2013-02-08,17575981720
2013-02-11,17547601320
2013-02-12,17590171920
2013-02-13,17564629560
2013-02-14,17439755800
2013-02-15,17334748320
2013-02-19,17150275720
2013-02-20,16821063080
2013-02-21,16792682680
2013-02-22,16662132840
2013-02-25,16358462560
2013-02-26,16426575520
2013-02-27,16738759920
2013-02-28,16591181840
2013-03-01,16534421040
2013-03-04,16508878680
2013-03-05,16855119560
2013-03-06,16886338000
2013-03-07,16727407760
2013-03-08,16931746639
2013-03-11,17190008280
2013-03-12,17468136200
2013-03-13,17610038200
2013-03-14,17669637040
2013-03-15,17774644520
2013-03-18,17627066440
2013-03-19,17655446840
2013-03-20,17638418600
2013-03-21,17522058960
2013-03-22,17524897000
2013-03-25,17485164440
2013-03-26,17663960960
2013-03-27,17743426080
2013-03-28,17700855480
2013-04-01,17743325130
2013-04-02,18262284250
2013-04-03,17940755230
2013-04-04,18073315440
2013-04-05,18203055220
2013-04-08,18400485320
2013-04-09,18313051990
2013-04-10,18408946610
2013-04-11,18586633700
2013-04-12,18817908960
2013-04-15,18380742310
2013-04-16,18727655200
2013-04-17,18296129410
2013-04-18,18053572430
2013-04-19,18375101450
2013-04-22,18344076720
2013-04-23,18513302520
2013-04-24,18394844460
2013-04-25,18535865960
2013-04-26,18561249830
2013-04-29,18634581009
2013-04-30,18662785310
2013-05-01,18439971340
2013-05-02,19198667009
2013-05-03,18933546590
2013-05-06,18922264870
2013-05-07,18877137990
2013-05-08,19286100340
2013-05-09,19187385290
2013-05-10,19410199259
2013-05-13,19469428290
2013-05-14,19145078840
2013-05-15,19207128300
2013-05-16,18998416480
2013-05-17,19150719700
2013-05-20,18874317560
2013-05-21,19066106800
2013-05-22,19167642280
2013-05-23,19156360560
2013-05-24,18961750890
2013-05-28,19480710009
2013-05-29,19418660550
2013-05-30,19672499250
2013-05-31,19150719700
2013-06-03,18879958420
2013-06-04,19043543360
2013-06-05,18606376710
2013-06-06,18885599280
2013-06-07,19305843350
2013-06-10,19460967000
2013-06-11,19728907850
2013-06-12,19585065920
2013-06-13,19582245490
2013-06-14,19224050880
2013-06-17,19257896040
2013-06-18,19647115380
2013-06-19,19441223990
2013-06-20,19528657320
2013-06-21,20036334720
2013-06-24,19979926120
2013-06-25,19931978810
2013-06-26,20129408910
2013-06-27,20465040080
2013-06-28,20445297070
2013-07-01,20245111740
2013-07-02,20053254480
2013-07-03,20275697680
2013-07-05,20559312760
2013-07-08,20528726820
2013-07-09,20756731100
2013-07-10,20820683520
2013-07-11,21171031560
2013-07-12,21140445620
2013-07-15,21101518060
2013-07-16,20840147300
2013-07-17,20990296460
2013-07-18,21563087700
2013-07-19,21643723360
2013-07-22,21799433600
2013-07-23,21732700640
2013-07-24,21718797940
2013-07-25,21688212000
2013-07-26,21568648780
2013-07-29,21465768800
2013-07-30,21257228300
2013-07-31,21640942820
2013-08-01,21485232580
2013-08-02,21493574200
2013-08-05,21643723360
2013-08-06,21621479040
2013-08-07,21638162280
2013-08-08,21874508180
2013-08-09,21810555760
2013-08-12,21824458460
2013-08-13,21957924380
2013-08-14,21685431460
2013-08-15,21329522340
2013-08-16,21510257440
2013-08-19,21529721220
2013-08-20,21846702780
2013-08-21,21643723360
2013-08-22,21988510320
2013-08-23,22058023820
2013-08-26,22113634620
2013-08-27,21749383880
2013-08-28,21813336300
2013-08-29,21977388160
2013-08-30,21880069260
2013-09-03,22094170840
2013-09-04,22338858360
2013-09-05,22591887500
2013-09-06,22475104820
2013-09-09,22430616180
2013-09-10,22714231260
2013-09-11,22883844200
2013-09-12,22986724180
2013-09-13,23259217100
2013-09-16,23431610580
2013-09-17,23278680880
2013-09-18,22591887500
2013-09-19,21610356880
2013-09-20,21852263860
2013-09-23,21754944960
2013-09-24,21774408740
2013-09-25,21777189280
2013-09-26,21699334160
2013-09-27,21590893100
2013-09-30,21371230440
2013-10-01,21471406850
2013-10-02,21435871740
2013-10-03,21348400700
2013-10-04,21657282810
2013-10-07,21359334580
2013-10-08,21157057800
2013-10-09,21096921460
2013-10-10,21616280760
2013-10-11,21758421200
2013-10-14,21662749750
2013-10-15,21362068050
2013-10-16,21996233090
2013-10-17,21178925560
2013-10-18,20487357650
2013-10-21,20760704650
2013-10-22,20902845090
2013-10-23,20200343300
2013-10-24,20000799990
2013-10-25,20200343300
2013-10-28,20290547810
2013-10-29,20309682100
2013-10-30,20402620080
2013-10-31,21042252060
2013-11-01,21424937860
2013-11-04,21761154670
2013-11-05,21733819970
2013-11-06,21979832270
2013-11-07,21670950160
2013-11-08,22053635960
2013-11-11,22171175170
2013-11-12,22168441700
2013-11-13,22460922990
2013-11-14,22696001410
2013-11-15,22862743080
2013-11-18,22991216170
2013-11-19,23138823550
2013-11-20,23458639540
2013-11-21,23434038310
2013-11-22,23677317140
2013-11-25,24103738460
2013-11-26,24040868650
