,EW
2009-07-16,3814918560
2009-07-17,3835222559
2009-07-20,3841381440
2009-07-21,3724701120
2009-07-22,3688560000
2009-07-23,3732552000
2009-07-24,3792922559
2009-07-27,3747238560
2009-07-28,3716241120
2009-07-29,3777153120
2009-07-30,3680709120
2009-07-31,3689169120
2009-08-03,3662638560
2009-08-04,3662097120
2009-08-05,3598884000
2009-08-06,3578038560
2009-08-07,3600576000
2009-08-10,3616954560
2009-08-11,3683484000
2009-08-12,3657562560
2009-08-13,3646869120
2009-08-14,3622572000
2009-08-17,3580272000
2009-08-18,3547041120
2009-08-19,3561118560
2009-08-20,3591574560
2009-08-21,3612420000
2009-08-24,3588732000
2009-08-25,3591574560
2009-08-26,3557734560
2009-08-27,3579189120
2009-08-28,3503590560
2009-08-31,3490054560
2009-09-01,3478752000
2009-09-02,3530662560
2009-09-03,3543657120
2009-09-04,3588732000
2009-09-08,3618646560
2009-09-09,3659796000
2009-09-10,3695328000
2009-09-11,3723009120
2009-09-14,3779928000
2009-09-15,3708864000
2009-09-16,3805917120
2009-09-17,3799690560
2009-09-18,3793464000
2009-09-21,3815460000
2009-09-22,3818844000
2009-09-23,3798540000
2009-09-24,3820535999
2009-09-25,3896134560
2009-09-28,3937893119
2009-09-29,3942969120
2009-09-30,3942969120
2009-10-01,3891058560
2009-10-02,3857760000
2009-10-05,3893292000
2009-10-06,3892750559
2009-10-07,3894442560
2009-10-08,3945744000
2009-10-09,4025809440
2009-10-12,3944661120
2009-10-13,3925440000
2009-10-14,3925440000
2009-10-15,3959279999
2009-10-16,4037112000
2009-10-19,4067026560
2009-10-20,4039954560
2009-10-21,4010040000
2009-10-22,4288678560
2009-10-23,4286445120
2009-10-26,4308441120
2009-10-27,4294837440
2009-10-28,4342822560
2009-10-29,4385122560
2009-10-30,4339438560
2009-11-02,4389657120
2009-11-03,4376662560
2009-11-04,4414428000
2009-11-05,4497336000
2009-11-06,4510330560
2009-11-09,4534560000
2009-11-10,4544712000
2009-11-11,4554322560
2009-11-12,4539636000
2009-11-13,4548096000
2009-11-16,4579702560
2009-11-17,4579161120
2009-11-18,4613542560
2009-11-19,4575777120
2009-11-20,4582545120
2009-11-23,4583086560
2009-11-24,4638922560
2009-11-25,4668228000
2009-11-27,4654150560
2009-11-30,4640614560
2009-12-01,4640614560
2009-12-02,4656384000
2009-12-03,4656384000
2009-12-04,4699834560
2009-12-07,4677838560
2009-12-08,4684606560
2009-12-09,4685757120
2009-12-10,4842504000
2009-12-11,4847038560
2009-12-14,4851573120
2009-12-15,4839729120
2009-12-16,4807581120
2009-12-17,4787818560
2009-12-18,4810356000
2009-12-21,4869576000
2009-12-22,4922637120
2009-12-23,4931638560
2009-12-24,4941249120
2009-12-28,4950792000
2009-12-29,4949709120
2009-12-30,4937256000
2009-12-31,4915710000
2010-01-04,4950824640
2010-01-05,4986482640
2010-01-06,5041362000
2010-01-07,5087208000
2010-01-08,5064590640
2010-01-11,5174960640
2010-01-12,5193095280
2010-01-13,5213471280
2010-01-14,5230994640
2010-01-15,5183994000
2010-01-19,5266652640
2010-01-20,5317592640
2010-01-21,5324384640
2010-01-22,5146094640
2010-01-25,5197034640
2010-01-26,5189088000
2010-01-27,5182296000
2010-01-28,5124564000
2010-01-29,5072537280
2010-02-01,5107040640
2010-02-02,5265498000
2010-02-03,5232149280
2010-02-04,5074778640
2010-02-05,5078174640
2010-02-08,4927052640
2010-02-09,4904435280
2010-02-10,4856891280
2010-02-11,4887455280
2010-02-12,4942878000
2010-02-16,4987026000
2010-02-17,5083268640
2010-02-18,5132510640
2010-02-19,5122322640
2010-02-22,5171564640
2010-02-23,5103101280
2010-02-24,5151188640
2010-02-25,5165316000
2010-02-26,5197578000
2010-03-01,5299458000
2010-03-02,5384358000
2010-03-03,5403036000
2010-03-04,5422868640
2010-03-05,5486238000
2010-03-08,5477748000
2010-03-09,5453432640
2010-03-10,5500433280
2010-03-11,5502131280
2010-03-12,5538332640
2010-03-15,5590970640
2010-03-16,5588117999
2010-03-17,5571138000
2010-03-18,5610803280
2010-03-19,5654339999
2010-03-22,5731361280
2010-03-23,5691696000
2010-03-24,5660588639
2010-03-25,5601158640
2010-03-26,5558708640
2010-03-29,5631722640
2010-03-30,5666769359
2010-03-31,5606496000
2010-04-01,5692090320
2010-04-05,5851440000
2010-04-06,5807826360
2010-04-07,5840145359
2010-04-08,5829939360
2010-04-09,5897979360
2010-04-12,5808370680
2010-04-13,5926896360
2010-04-14,5915533680
2010-04-15,5975068680
2010-04-16,5916622320
2010-04-19,5874097320
2010-04-20,5933700360
2010-04-21,5687055360
2010-04-22,5760742680
2010-04-23,5825380680
2010-04-26,5793061680
2010-04-27,5829327000
2010-04-28,5925739679
2010-04-29,5981872680
2010-04-30,5844636000
2010-05-03,6000039360
2010-05-04,5866204680
2010-05-05,5836131000
2010-05-06,5660383680
2010-05-07,5526549000
2010-05-10,5721619680
2010-05-11,5658138359
2010-05-12,5753938680
2010-05-13,5778909360
2010-05-14,5704609680
2010-05-17,5765301360
2010-05-18,5740875000
2010-05-19,5649565320
2010-05-20,5452317360
2010-05-21,5579279999
2010-05-24,5684197680
2010-05-25,5618947320
2010-05-26,5773194000
2010-05-27,5888317680
2010-05-28,5730124680
2010-06-01,5907028680
2010-06-02,6036304680
2010-06-03,6100942680
2010-06-04,5949009360
2010-06-07,5833341360
2010-06-08,5937646679
2010-06-09,5958058680
2010-06-10,6003441360
2010-06-11,6100942680
2010-06-14,6106590000
2010-06-15,6181434000
2010-06-16,6250630680
2010-06-17,6224571360
2010-06-18,6242670000
2010-06-21,6241513320
2010-06-22,6215454000
2010-06-23,5913764640
2010-06-24,6010245359
2010-06-25,6046510680
2010-06-28,6132717360
2010-06-29,6104344680
2010-06-30,6363894720
2010-07-01,6313933440
2010-07-02,6294576000
2010-07-06,6429805440
2010-07-07,6275286720
2010-07-08,6316182720
2010-07-09,6377526720
2010-07-12,6360486720
2010-07-13,6322998720
2010-07-14,6360486720
2010-07-15,6357078720
2010-07-16,6219600000
2010-07-19,6269629440
2010-07-20,6313933440
2010-07-21,6083280000
2010-07-22,6517254720
2010-07-23,6614928000
2010-07-26,6667206720
2010-07-27,6671773440
2010-07-28,6571782720
2010-07-29,6505872000
2010-07-30,6566125440
2010-08-02,6545677440
2010-08-03,6527478720
2010-08-04,6536544000
2010-08-05,6544518719
2010-08-06,6622902720
2010-08-09,6628560000
2010-08-10,6592230720
2010-08-11,6559309440
2010-08-12,6525229440
2010-08-13,6510438720
2010-08-16,6502463999
2010-08-17,6549085440
2010-08-18,6560400000
2010-08-19,6547926720
2010-08-20,6609270720
2010-08-23,6618336000
2010-08-24,6488832000
2010-08-25,6463885440
2010-08-26,6529728000
2010-08-27,6600205440
2010-08-30,6568374720
2010-08-31,6539952000
2010-09-01,6695629440
2010-09-02,6863712000
2010-09-03,6926214720
2010-09-07,6923965440
2010-09-08,6814909440
2010-09-09,6788736000
2010-09-10,6705853440
2010-09-13,6521821440
2010-09-14,6475200000
2010-09-15,6549085440
2010-09-16,6623993279
2010-09-17,6340038720
2010-09-20,6187837440
2010-09-21,6742182720
2010-09-22,6781919999
2010-09-23,7678224000
2010-09-24,7714621440
2010-09-27,7738477440
2010-09-28,7720278720
2010-09-29,7718029440
2010-09-30,7616880000
2010-10-01,7623696000
2010-10-04,7555536000
2010-10-05,7690765440
2010-10-06,7699830720
2010-10-07,7685040000
2010-10-08,7727094720
2010-10-11,7669158720
2010-10-12,7589616000
2010-10-13,7616880000
2010-10-14,7635078720
2010-10-15,7665750720
2010-10-18,7605565440
2010-10-19,7431757440
2010-10-20,7521456000
2010-10-21,7497600000
2010-10-22,7524863999
2010-10-25,7359030720
2010-10-26,7318066559
2010-10-27,7252224000
2010-10-28,7262448000
2010-10-29,7260198720
2010-11-01,7294278720
2010-11-02,7297686720
2010-11-03,7307910720
2010-11-04,7434006720
2010-11-05,7455613440
2010-11-08,7515798720
2010-11-09,7549878720
2010-11-10,7515798720
2010-11-11,7460112000
2010-11-12,7373821440
2010-11-15,7479469440
2010-11-16,7309069440
2010-11-17,7387453440
2010-11-18,7490784000
2010-11-19,7598749440
2010-11-22,7604406720
2010-11-23,7435165440
2010-11-24,7513549440
2010-11-26,7490784000
2010-11-29,7570326720
2010-11-30,7538496000
2010-12-01,7677133440
2010-12-02,7670317439
2010-12-03,7744066559
2010-12-06,7787280000
2010-12-07,7815702720
2010-12-08,7888429440
2010-12-09,7978128000
2010-12-10,8098566720
2010-12-13,8639280000
2010-12-14,8877840000
2010-12-15,9231181440
2010-12-16,9256128000
2010-12-17,9627600000
2010-12-20,9574230720
2010-12-21,9412896000
2010-12-22,9304998720
2010-12-23,9237997440
2010-12-27,9197101440
2010-12-28,9185718720
2010-12-29,9299341440
2010-12-30,9187968000
2010-12-31,9288561960
2011-01-03,9105870960
2011-01-04,9223068960
2011-01-05,9056440980
2011-01-06,9055269000
2011-01-07,9082845000
2011-01-10,9036930960
2011-01-11,9189702000
2011-01-12,9121933980
2011-01-13,9397693980
2011-01-14,9387352980
2011-01-18,9591897960
2011-01-19,9628642980
2011-01-20,9595344960
2011-01-21,9501103980
2011-01-24,9578109960
2011-01-25,9591897960
2011-01-26,9745840980
2011-01-27,9757353960
2011-01-28,9557427960
2011-01-31,9684966960
2011-02-01,9874551960
2011-02-02,9918190980
2011-02-03,9829740960
2011-02-04,9874551960
2011-02-07,9958383000
2011-02-08,10116945000
2011-02-09,10111222980
2011-02-10,10168650000
2011-02-11,10211185980
2011-02-14,10216908000
2011-02-15,10184781960
2011-02-16,10139970960
2011-02-17,10243380960
2011-02-18,10283572980
2011-02-22,10019325960
2011-02-23,9782586000
2011-02-24,9718264980
2011-02-25,9927360000
2011-02-28,9771141960
2011-03-01,9763075980
2011-03-02,10190503980
2011-03-03,10440963000
2011-03-04,10284744960
2011-03-07,10321489980
2011-03-08,10369747980
2011-03-09,10497286980
2011-03-10,10138798980
2011-03-11,10257168960
2011-03-14,10164099960
2011-03-15,9907849980
2011-03-16,9911296980
2011-03-17,10011259980
2011-03-18,9905574960
2011-03-21,10069858980
2011-03-22,9952660980
2011-03-23,9783757980
2011-03-24,9812505960
2011-03-25,10168650000
2011-03-28,10138798980
2011-03-29,10111222980
2011-03-30,10102053960
2011-03-31,9987600000
2011-04-01,9880836000
2011-04-04,9813126960
2011-04-05,9443448000
2011-04-06,9443448000
2011-04-07,9503166960
2011-04-08,9535333920
2011-04-11,9568602960
2011-04-12,9558270960
2011-04-13,9696030960
2011-04-14,9631765920
2011-04-15,9637482960
2011-04-18,9367680000
2011-04-19,9391788000
2011-04-20,9684528000
2011-04-21,9569773920
2011-04-25,9621433920
2011-04-26,9566329920
2011-04-27,9639756000
2011-04-28,9671922960
2011-04-29,9913002960
2011-05-02,9891168000
2011-05-03,9806238960
2011-05-04,9818844000
2011-05-05,9941725920
2011-05-06,10125360000
2011-05-09,10110481920
2011-05-10,10175917920
2011-05-11,10100149920
2011-05-12,10243626960
2011-05-13,10131145920
2011-05-16,10250514960
2011-05-17,10156356000
2011-05-18,10274622960
2011-05-19,10312506960
2011-05-20,10151809920
2011-05-23,10121916000
2011-05-24,10092090960
2011-05-25,10117369920
2011-05-26,10063368000
2011-05-27,10111584000
2011-05-31,10186249920
2011-06-01,10056480000
2011-06-02,9981882960
2011-06-03,9923334960
2011-06-06,9873948000
2011-06-07,9926778960
2011-06-08,9865957920
2011-06-09,9925608000
2011-06-10,9666205920
2011-06-13,9594984000
2011-06-14,9824629920
2011-06-15,9629424000
2011-06-16,9554826960
2011-06-17,9644370960
2011-06-20,9634038960
2011-06-21,9671922960
2011-06-22,9729300000
2011-06-23,9758022960
2011-06-24,9730470960
2011-06-27,9802794960
2011-06-28,9809682960
2011-06-29,9824629920
2011-06-30,9990828000
2011-07-01,10092867840
2011-07-05,10221174000
2011-07-06,10411432920
2011-07-07,10438936920
2011-07-08,10418308920
2011-07-11,10328920920
2011-07-12,10302585840
2011-07-13,10355256000
2011-07-14,10308292920
2011-07-15,10192569840
2011-07-18,10278519840
2011-07-19,10273912920
2011-07-20,10030983840
2011-07-21,9460275840
2011-07-22,8928486000
2011-07-25,8525139840
2011-07-26,8478108000
2011-07-27,8205405840
2011-07-28,8303938920
2011-07-29,8176732920
2011-08-01,8040381840
2011-08-02,8044919999
2011-08-03,8251200000
2011-08-04,7875357840
2011-08-05,7837539840
2011-08-08,7326378000
2011-08-09,7567038000
2011-08-10,7200340920
2011-08-11,7573914000
2011-08-12,7924590000
2011-08-15,7946386919
2011-08-16,7856998920
2011-08-17,7909737839
2011-08-18,7701119999
2011-08-19,7761903840
2011-08-22,7797384000
2011-08-23,8101096920
2011-08-24,8284411080
2011-08-25,8123994000
2011-08-26,8432313840
2011-08-29,8549205840
2011-08-30,8539992000
2011-08-31,8646570000
2011-09-01,8541160920
2011-09-02,8331442920
2011-09-06,8376136919
2011-09-07,8567496000
2011-09-08,8374968000
2011-09-09,8072424000
2011-09-12,8158374000
2011-09-13,8418561840
2011-09-14,8552643840
2011-09-15,8746272000
2011-09-16,8842536000
2011-09-19,8852850000
2011-09-20,8996145840
2011-09-21,8764630920
2011-09-22,8557182000
2011-09-23,8542261080
2011-09-26,8780652000
2011-09-27,8918172000
2011-09-28,8694702000
2011-09-29,8122893840
2011-09-30,8133048000
2011-10-03,7806767640
2011-10-04,7972167000
2011-10-05,7884332820
2011-10-06,8025839640
2011-10-07,8218623000
2011-10-10,8236901820
2011-10-11,8178710820
2011-10-12,8088549000
2011-10-13,8127365820
2011-10-14,8215200000
2011-10-17,7819295820
2011-10-18,8005301640
2011-10-19,7734816180
2011-10-20,8215200000
2011-10-21,8372658000
2011-10-24,8614595640
2011-10-25,8322476820
2011-10-26,8392100640
2011-10-27,8614595640
2011-10-28,8678468820
2011-10-31,8605422000
2011-11-01,8387513820
2011-11-02,8485617000
2011-11-03,8762880000
2011-11-04,8721804000
2011-11-07,8695583820
2011-11-08,8703593640
2011-11-09,8180969999
2011-11-10,7875227639
2011-11-11,8052059820
2011-11-14,8023512000
2011-11-15,7846679820
2011-11-16,7456457820
2011-11-17,7265933640
2011-11-18,7190627639
2011-11-21,7316114820
2011-11-22,7195146000
2011-11-23,7182617820
2011-11-25,7131272820
2011-11-28,7286471640
2011-11-29,7248818640
2011-11-30,7534023000
2011-12-01,7625348640
2011-12-02,7415381820
2011-12-05,7443929640
2011-12-06,7437083640
2011-12-07,7394843820
2011-12-08,7281884820
2011-12-09,7362873000
2011-12-12,7741730640
2011-12-13,7659578640
2011-12-14,7516908000
2011-12-15,7564830000
2011-12-16,7689221820
2011-12-19,7713182820
2011-12-20,8039531640
2011-12-21,7990445820
2011-12-22,8033781000
2011-12-23,8098818000
2011-12-27,8068011000
2011-12-28,8000714820
2011-12-29,8149067640
2011-12-30,8066915640
2012-01-03,8208000000
2012-01-04,8075782800
2012-01-05,8202322800
2012-01-06,8308342799
2012-01-09,8279820000
2012-01-10,8480505600
2012-01-11,8469082800
2012-01-12,8453145600
2012-01-13,8345962800
2012-01-17,8236522800
2012-01-18,8855542800
2012-01-19,8879482800
2012-01-20,8791725600
2012-01-23,9041385600
2012-01-24,8953560000
2012-01-25,9006022800
2012-01-26,8922780000
2012-01-27,9026542800
2012-01-30,8922780000
2012-01-31,9424425600
2012-02-01,9312660000
2012-02-02,9196380000
2012-02-03,8155537200
2012-02-06,8267302800
2012-02-07,8393842799
2012-02-08,8436045599
2012-02-09,8357317199
2012-02-10,8421202800
2012-02-13,8450820000
2012-02-14,8428042800
2012-02-15,8646922800
2012-02-16,8693640000
2012-02-17,8619562800
2012-02-21,8508960000
2012-02-22,8478180000
2012-02-23,8400682800
2012-02-24,8465662800
2012-02-27,8387002800
2012-02-28,8359642800
2012-02-29,8336865600
2012-03-01,8242200000
2012-03-02,8119079999
2012-03-05,8071200000
2012-03-06,7844317199
2012-03-07,7801020000
2012-03-08,7812442800
2012-03-09,7856834399
2012-03-12,7893359999
2012-03-13,7900200000
2012-03-14,7944660000
2012-03-15,7981185600
2012-03-16,8141925600
2012-03-19,8034742800
2012-03-20,8111145600
2012-03-21,8104305600
2012-03-22,8151022800
2012-03-23,8125920000
2012-03-26,8608140000
2012-03-27,8443980000
2012-03-28,8323185600
2012-03-29,8308342799
2012-03-30,8291242800
2012-04-02,8457834960
2012-04-03,8406129960
2012-04-04,8260183980
2012-04-05,8271696960
2012-04-09,8180902980
2012-04-10,8113134960
2012-04-11,8232539040
2012-04-12,8341740000
2012-04-13,7876395000
2012-04-16,7863778980
2012-04-17,8200413000
2012-04-18,8354424960
2012-04-19,8379657000
2012-04-20,8430258960
2012-04-23,8429086979
2012-04-24,8425639980
2012-04-25,9403416000
2012-04-26,9389628000
2012-04-27,9501103980
2012-04-30,9533298960
2012-05-01,9741222000
2012-05-02,9909021960
2012-05-03,9894061980
2012-05-04,9765351000
2012-05-07,9822846960
2012-05-08,9812505960
2012-05-09,9818227980
2012-05-10,9657390960
2012-05-11,9729777960
2012-05-14,9659665980
2012-05-15,9579213000
2012-05-16,9547086960
2012-05-17,9490762980
2012-05-18,9409206960
2012-05-21,9663112980
2012-05-22,9589554000
2012-05-23,9772245000
2012-05-24,10034217000
2012-05-25,10042282980
2012-05-29,10057242960
2012-05-30,9854973000
2012-05-31,9809058960
2012-06-01,9717093000
2012-06-04,9672282000
2012-06-05,10015878960
2012-06-06,9920466000
2012-06-07,10021600980
2012-06-08,10137627000
2012-06-11,10111222980
2012-06-12,10434069000
2012-06-13,10403046000
2012-06-14,11131534980
2012-06-15,11205093960
2012-06-18,11565856980
2012-06-19,11774951999
2012-06-20,11706012000
2012-06-21,11438317980
2012-06-22,11669266980
2012-06-25,11737034999
2012-06-26,11660097960
2012-06-27,11699118000
2012-06-28,11625627959
2012-06-29,11869192980
2012-07-02,12057143280
2012-07-03,12027015000
2012-07-05,12083731140
2012-07-06,11792167140
2012-07-09,11956484280
2012-07-10,11735451000
2012-07-11,11756277000
2012-07-12,11664850860
2012-07-13,11736631140
2012-07-16,11690328000
2012-07-17,11944891140
2012-07-18,11812923720
2012-07-19,11896297140
2012-07-20,11696159280
2012-07-23,11626669860
2012-07-24,11413828140
2012-07-25,12155442000
2012-07-26,11863878000
2012-07-27,12170506140
2012-07-30,11968007999
2012-07-31,11708863140
2012-08-01,11575785000
2012-08-02,11489010000
2012-08-03,11722747140
2012-08-06,11618617140
2012-08-07,11698450140
2012-08-08,11603553000
2012-08-09,11373356280
2012-08-10,11358292140
2012-08-13,11322402000
2012-08-14,11288872140
2012-08-15,11359472279
2012-08-16,11315460000
2012-08-17,11619797279
2012-08-20,11492481000
2012-08-21,11531842140
2012-08-22,11524900140
2012-08-23,11489010000
2012-08-24,11475126000
2012-08-27,11600082000
2012-08-28,11694979139
2012-08-29,11780574000
2012-08-30,11801400000
2012-08-31,11814173280
2012-09-04,12060544860
2012-09-05,12027015000
2012-09-06,12359050860
2012-09-07,12590497140
2012-09-10,12416947140
2012-09-11,12263043000
2012-09-12,12223751280
2012-09-13,12176268000
2012-09-14,12160023720
2012-09-17,12032846280
2012-09-18,12032846280
2012-09-19,12031666140
2012-09-20,11973769860
2012-09-21,12246798720
2012-09-24,12077969280
2012-09-25,12081440280
2012-09-26,11903239140
2012-09-27,12208687140
2012-09-28,12422709000
2012-10-01,12393573000
2012-10-02,12423450000
2012-10-03,12577596000
2012-10-04,12621273000
2012-10-05,12471750000
2012-10-08,12352173000
2012-10-09,9729000000
2012-10-10,10098150000
2012-10-11,9910746000
2012-10-12,10016523000
2012-10-15,10038396000
2012-10-16,10206273000
2012-10-17,10097046000
2012-10-18,9975123000
2012-10-19,9906123000
2012-10-22,9948696000
2012-10-23,9781923000
2012-10-24,9915300000
2012-10-25,10003896000
2012-10-26,10022250000
2012-10-31,9985473000
2012-11-01,10070550000
2012-11-02,10100496000
2012-11-05,10281000000
2012-11-06,10355796000
2012-11-07,10245396000
2012-11-08,9962496000
2012-11-09,10085523000
2012-11-12,9965946000
2012-11-13,10091250000
2012-11-14,9842850000
2012-11-15,9921096000
2012-11-16,9860100000
2012-11-19,9778473000
2012-11-20,9795723000
2012-11-21,9625500000
2012-11-23,9844023000
2012-11-26,9724446000
2012-11-27,9666900000
2012-11-28,9657723000
2012-11-29,9653100000
2012-11-30,9978573000
2012-12-03,9949800000
2012-12-04,10522500000
2012-12-05,10419000000
2012-12-06,10478823000
2012-12-07,10506423000
2012-12-10,10589223000
2012-12-11,10550100000
2012-12-12,10417896000
2012-12-13,10406373000
2012-12-14,10467300000
2012-12-17,10565073000
2012-12-18,10574250000
2012-12-19,10580046000
2012-12-20,10614546000
2012-12-21,10592673000
2012-12-24,10555896000
2012-12-26,10390296000
2012-12-27,10470750000
2012-12-28,10266096000
2012-12-31,10270408560
2013-01-02,10494768780
2013-01-03,10538028000
2013-01-04,10552857780
2013-01-07,10763550000
2013-01-08,10543768560
2013-01-09,10615525560
2013-01-10,10482262560
2013-01-11,10454926560
2013-01-14,10410505560
2013-01-15,10258995780
2013-01-16,10400254560
2013-01-17,10423011780
2013-01-18,10770384000
2013-01-22,10475428560
2013-01-23,10329591000
2013-01-24,10434424560
2013-01-25,10489096560
2013-01-28,10312506000
2013-01-29,10296582780
2013-01-30,10257834000
2013-01-31,10243072560
2013-02-01,10639444560
2013-02-04,10599534000
2013-02-05,9880870560
2013-02-06,9886542780
2013-02-07,9795445560
2013-02-08,9934380780
2013-02-11,9915040560
2013-02-12,9957138000
2013-02-13,9916134000
2013-02-14,9835287780
2013-02-15,9836449560
2013-02-19,9875130000
2013-02-20,9839866560
2013-02-21,9758952000
2013-02-22,9837543000
2013-02-25,9852372780
2013-02-26,9886542780
2013-02-27,9844377000
2013-02-28,9787449780
2013-03-01,9806790000
2013-03-04,9863785560
2013-03-05,9979963560
2013-03-06,10125732780
2013-03-07,10126894560
2013-03-08,10285170000
2013-03-11,10031218560
2013-03-12,10019805780
2013-03-13,9950304000
2013-03-14,9724782000
2013-03-15,9361486560
2013-03-18,9249819000
2013-03-19,8959374000
2013-03-20,9217972560
2013-03-21,9330733560
2013-03-22,9361486560
2013-03-25,9306814560
2013-03-26,9337567560
2013-03-27,9304491000
2013-03-28,9358069560
2013-04-01,9265854000
2013-04-02,9362735040
2013-04-03,9393137040
2013-04-04,9280514520
2013-04-05,9165662520
2013-04-08,9190457040
2013-04-09,9412256520
2013-04-10,9354830520
2013-04-11,9438132000
2013-04-12,9548525040
2013-04-15,9420161040
2013-04-16,9563118000
2013-04-17,9446036520
2013-04-18,9317672520
2013-04-19,9359357040
2013-04-22,9416783040
2013-04-23,9324428520
2013-04-24,7273982520
2013-04-25,7362959040
2013-04-26,7225542000
2013-04-29,7237973040
2013-04-30,7182776520
2013-05-01,7041981480
2013-05-02,7227839040
2013-05-03,7117446000
2013-05-06,7168116000
2013-05-07,7205273999
2013-05-08,7369715040
2013-05-09,7513820520
2013-05-10,7642184520
2013-05-13,7582529040
2013-05-14,8058827040
2013-05-15,8010386520
2013-05-16,7725486000
2013-05-17,7550978520
2013-05-20,7473284520
2013-05-21,7431600000
2013-05-22,7240202520
2013-05-23,7400117040
2013-05-24,7378700520
2013-05-28,7340394000
2013-05-29,7231217040
2013-05-30,7313369999
2013-05-31,7483418520
2013-06-03,7458623999
2013-06-04,7364040000
2013-06-05,7495782000
2013-06-06,7487945039
2013-06-07,7566719999
2013-06-10,7820069999
2013-06-11,7689476520
2013-06-12,7687247039
2013-06-13,8101592520
2013-06-14,7882022520
2013-06-17,7936070520
2013-06-18,7900061040
2013-06-19,7749132000
2013-06-20,7509294000
2013-06-21,7482269999
2013-06-24,7471055040
2013-06-25,7565639040
2013-06-26,7457543040
2013-06-27,7523954520
2013-06-28,7566719999
2013-07-01,7443682200
2013-07-02,7332660000
2013-07-03,7242750000
2013-07-05,7392600000
2013-07-08,7415910000
2013-07-09,7297162200
2013-07-10,7267192200
2013-07-11,7302690000
2013-07-12,7531394400
2013-07-15,7485840000
2013-07-16,7371554400
2013-07-17,7378214400
2013-07-18,7438154400
2013-07-19,7575750000
2013-07-22,7726732199
2013-07-23,7865460000
2013-07-24,7790002200
2013-07-25,7845480000
2013-07-26,7969822200
2013-07-29,7882110000
2013-07-30,7826632200
2013-07-31,7923202199
2013-08-01,8147444400
2013-08-02,8059732199
2013-08-05,8081910000
2013-08-06,8015310000
2013-08-07,7994264399
2013-08-08,8084174400
2013-08-09,8066325599
2013-08-12,8027564400
2013-08-13,7994264399
2013-08-14,8077514399
2013-08-15,7915410000
2013-08-16,7771154400
2013-08-19,7711214400
2013-08-20,7821104400
2013-08-21,7958700000
2013-08-22,8025300000
2013-08-23,8096362200
2013-08-26,8101889999
2013-08-27,7899825599
2013-08-28,7826632200
2013-08-29,7846612200
2013-08-30,7812180000
2013-09-03,7832160000
2013-09-04,7921004400
2013-09-05,7968690000
2013-09-06,7933192200
2013-09-09,7960964400
2013-09-10,8004254400
2013-09-11,8035290000
2013-09-12,7958700000
2013-09-13,7948710000
2013-09-16,7949842200
2013-09-17,7964294399
2013-09-18,7863262200
2013-09-19,7848810000
2013-09-20,7773352200
2013-09-23,7688970000
2013-09-24,7735590000
2013-09-25,7597994400
2013-09-26,7612380000
2013-09-27,7635690000
2013-09-30,7603596000
2013-10-01,7787052000
2013-10-02,7843857840
2013-10-03,7883169840
2013-10-04,7950852000
2013-10-07,7925757840
2013-10-08,7904988000
2013-10-09,7958517839
2013-10-10,8052407999
2013-10-11,8078616000
2013-10-14,8180172000
2013-10-15,8193276000
2013-10-16,8372407680
2013-10-17,8416044000
2013-10-18,8430261840
2013-10-21,8494668000
2013-10-22,8530704000
2013-10-23,8532931680
2013-10-24,8458632000
2013-10-25,8414930160
2013-10-28,7997829840
2013-10-29,7628755680
2013-10-30,7238846160
2013-10-31,7118748000
2013-11-01,7018305840
2013-11-04,6906921840
2013-11-05,6808641840
2013-11-06,6831573840
2013-11-07,6946233839
2013-11-08,7017192000
2013-11-11,6995373840
2013-11-12,6949509840
2013-11-13,6953899680
2013-11-14,6941844000
2013-11-15,7096929840
2013-11-18,6985545840
2013-11-19,6971328000
2013-11-20,6875275680
2013-11-21,7067445840
2013-11-22,7082712000
2013-11-25,7070721840
2013-11-26,7065283680
2013-11-27,7130803680
2013-11-29,7155897840
2013-12-02,7149345840
2013-12-03,7112196000
2013-12-04,7083825840
2013-12-05,7120975680
2013-12-06,7238846160
2013-12-09,6850116000
2013-12-10,6828297840
2013-12-11,6759436320
2013-12-12,6728904000
2013-12-13,6709248000
2013-12-16,6862171680
2013-12-17,6850116000
2013-12-18,6961500000
2013-12-19,6985545840
2013-12-20,7118748000
2013-12-23,7153735680
2013-12-24,7165725840
2013-12-26,7140631680
2013-12-27,7208313840
2013-12-30,7172277840
2013-12-31,7016592000
2014-01-02,7033621320
2014-01-03,7176642000
2014-01-06,7080612000
2014-01-07,7175617679
2014-01-08,7121200680
2014-01-09,7299368340
2014-01-10,7306858680
2014-01-13,7334579340
2014-01-14,7533041340
2014-01-15,7670684340
2014-01-16,7753846320
2014-01-17,7313196660
2014-01-21,7439123999
2014-01-22,7280162340
2014-01-23,7286564340
2014-01-24,7342005660
2014-01-27,7082788680
2014-01-28,7072097340
2014-01-29,6951547680
2014-01-30,6986758680
2014-01-31,6948346680
2014-02-03,6846939000
2014-02-04,7014479340
2014-02-05,7098793680
2014-02-06,7106220000
2014-02-07,7142519340
2014-02-10,7150009680
2014-02-11,7143607680
2014-02-12,7117999680
2014-02-13,7169215680
2014-02-14,7205451000
2014-02-18,7211853000
2014-02-19,7151034000
2014-02-20,7266270000
2014-02-21,7281250680
2014-02-24,7351672680
2014-02-25,7240662000
2014-02-26,7239637680
2014-02-27,7280162340
2014-02-28,7443413340
2014-03-03,7364476679
2014-03-04,7506345000
