,K
2009-04-14,14109720000
2009-04-15,14320370000
2009-04-16,14462080000
2009-04-17,14412290000
2009-04-20,14232279999
2009-04-21,14385480000
2009-04-22,14140360000
2009-04-23,14056100000
2009-04-24,13994820000
2009-04-27,13918220000
2009-04-28,14082910000
2009-04-29,14193980000
2009-04-30,15132330000
2009-05-01,15595760000
2009-05-04,15905990000
2009-05-05,15591930000
2009-05-06,15454050000
2009-05-07,15327660000
2009-05-08,15392770000
2009-05-11,15423410000
2009-05-12,15507670000
2009-05-13,15316170000
2009-05-14,15599589999
2009-05-15,15522990000
2009-05-18,15748959999
2009-05-19,15725980000
2009-05-20,15683850000
2009-05-21,15607250000
2009-05-22,15699170000
2009-05-26,15806410000
2009-05-27,15534480000
2009-05-28,15565120000
2009-05-29,15542140000
2009-06-01,15760450000
2009-06-02,16020890000
2009-06-03,15921310000
2009-06-04,15825560000
2009-06-05,15733640000
2009-06-08,15997910000
2009-06-09,15791089999
2009-06-10,15626399999
2009-06-11,15794920000
2009-06-12,16009399999
2009-06-15,15614910000
2009-06-16,15618740000
2009-06-17,15890670000
2009-06-18,16246860000
2009-06-19,16204730000
2009-06-22,16216220000
2009-06-23,16281330000
2009-06-24,16411550000
2009-06-25,16649010000
2009-06-26,16614540000
2009-06-29,16748589999
2009-06-30,16737100000
2009-07-01,17089459999
2009-07-02,16825190000
2009-07-06,17136520000
2009-07-07,17109780000
2009-07-08,17132700000
2009-07-09,16964619999
2009-07-10,16934060000
2009-07-13,17174720000
2009-07-14,17117420000
2009-07-15,17182360000
2009-07-16,17201460000
2009-07-17,16911140000
2009-07-20,17056300000
2009-07-21,17052480000
2009-07-22,17094500000
2009-07-23,17251120000
2009-07-24,17174720000
2009-07-27,17151800000
2009-07-28,17140339999
2009-07-29,17220560000
2009-07-30,17083040000
2009-07-31,17025740000
2009-08-03,16827099999
2009-08-04,16693400000
2009-08-05,16590260000
2009-08-06,16685760000
2009-08-07,16544420000
2009-08-10,16521500000
2009-08-11,16548240000
2009-08-12,16578800000
2009-08-13,16475660000
2009-08-14,16510040000
2009-08-17,16510040000
2009-08-18,16521500000
2009-08-19,16758339999
2009-08-20,16781260000
2009-08-21,16972260000
2009-08-24,16892040000
2009-08-25,16865300000
2009-08-26,16922599999
2009-08-27,16830920000
2009-08-28,16674300000
2009-08-31,16880580000
2009-09-01,16827099999
2009-09-02,16723960000
2009-09-03,16808000000
2009-09-04,16926420000
2009-09-08,17228200000
2009-09-09,17216740000
2009-09-10,17300780000
2009-09-11,17346620000
2009-09-14,17392460000
2009-09-15,17296960000
2009-09-16,17461220000
2009-09-17,17388640000
2009-09-18,17499420000
2009-09-21,17514700000
2009-09-22,17388640000
2009-09-23,17671320000
2009-09-24,17614020000
2009-09-25,17594920000
2009-09-28,17785920000
2009-09-29,17724800000
2009-09-30,17644580000
2009-10-01,17522340000
2009-10-02,17442120000
2009-10-05,17549080000
2009-10-06,17671320000
2009-10-07,17698060000
2009-10-08,17827940000
2009-10-09,17858500000
2009-10-12,17808840000
2009-10-13,17770640000
2009-10-14,17770640000
2009-10-15,17988380000
2009-10-16,18095340000
2009-10-19,18282520000
2009-10-20,18164100000
2009-10-21,18160280000
2009-10-22,18152640000
2009-10-23,17992200000
2009-10-26,18083880000
2009-10-27,18072420000
2009-10-28,17919620000
2009-10-29,18416220000
2009-10-30,18473520000
2009-11-02,18549920000
2009-11-03,18320720000
2009-11-04,18569020000
2009-11-05,18721820000
2009-11-06,18710360000
2009-11-09,18878440000
2009-11-10,18931920000
2009-11-11,18905180000
2009-11-12,18981580000
2009-11-13,19130560000
2009-11-16,19138200000
2009-11-17,19142020000
2009-11-18,19119100000
2009-11-19,18989220000
2009-11-20,19038880000
2009-11-23,19310100000
2009-11-24,19325380000
2009-11-25,19233700000
2009-11-27,18985400000
2009-11-30,18847880000
2009-12-01,18985400000
2009-12-02,18996860000
2009-12-03,18901360000
2009-12-04,18981580000
2009-12-07,18958660000
2009-12-08,18859340000
2009-12-09,18924280000
2009-12-10,18993040000
2009-12-11,19248980000
2009-12-14,19203140000
2009-12-15,19038880000
2009-12-16,18916640000
2009-12-17,18687440000
2009-12-18,18737100000
2009-12-21,18698900000
2009-12-22,18939560000
2009-12-23,19103820000
2009-12-24,19355940000
2009-12-28,19340660000
2009-12-29,19348300000
2009-12-30,19352120000
2009-12-31,19069440000
2010-01-04,18836600000
2010-01-05,18878400000
2010-01-06,18882200000
2010-01-07,19068400000
2010-01-08,19034200000
2010-01-11,19045600000
2010-01-12,19038000000
2010-01-13,19155800000
2010-01-14,19201400000
2010-01-15,19376200000
2010-01-19,19433200000
2010-01-20,19209000000
2010-01-21,19053200000
2010-01-22,19376200000
2010-01-25,19315400000
2010-01-26,19558600000
2010-01-27,19630800000
2010-01-28,19543400000
2010-01-29,19402800000
2010-02-01,19513000000
2010-02-02,19741000000
2010-02-03,19680200000
2010-02-04,18688400000
2010-02-05,18798600000
2010-02-08,18544000000
2010-02-09,18715000000
2010-02-10,18658000000
2010-02-11,18760600000
2010-02-12,18661800000
2010-02-16,18756800000
2010-02-17,18889800000
2010-02-18,18901200000
2010-02-19,18969600000
2010-02-22,18848000000
2010-02-23,18802400000
2010-02-24,18684600000
2010-02-25,18650400000
2010-02-26,18593400000
2010-03-01,18597200000
2010-03-02,18760600000
2010-03-03,18745400000
2010-03-04,18772000000
2010-03-05,18874600000
2010-03-08,18760600000
2010-03-09,18696000000
2010-03-10,18722600000
2010-03-11,18787200000
2010-03-12,18715000000
2010-03-15,18722600000
2010-03-16,18836600000
2010-03-17,18882200000
2010-03-18,18840400000
2010-03-19,19049400000
2010-03-22,19311600000
2010-03-23,19524400000
2010-03-24,19471200000
2010-03-25,19338200000
2010-03-26,19167200000
2010-03-29,19205200000
2010-03-30,19167200000
2010-03-31,19049400000
2010-04-01,19114000000
2010-04-05,18996660000
2010-04-06,18962370000
2010-04-07,18821400000
2010-04-08,18699480000
2010-04-09,18878550000
2010-04-12,18977610000
2010-04-13,18989040000
2010-04-14,19133820000
2010-04-15,19141440000
2010-04-16,19320510000
2010-04-19,19225260000
2010-04-20,19164300000
2010-04-21,19259550000
2010-04-22,19297650000
2010-04-23,19168110000
2010-04-26,19069050000
2010-04-27,18745200000
2010-04-28,18798540000
2010-04-29,19667220000
2010-04-30,19640550000
2010-05-03,19568160000
2010-05-04,19350990000
2010-05-05,19568160000
2010-05-06,19202400000
2010-05-07,18889980000
2010-05-10,19392900000
2010-05-11,19442430000
2010-05-12,19621500000
2010-05-13,19530060000
2010-05-14,19484340000
2010-05-17,19869150000
2010-05-18,19827240000
2010-05-19,19724370000
2010-05-20,19217640000
2010-05-21,19331940000
2010-05-24,19290030000
2010-05-25,19099530000
2010-05-26,18916650000
2010-05-27,19160490000
2010-05-28,19099530000
2010-06-01,19160490000
2010-06-02,19640550000
2010-06-03,19701510000
2010-06-04,19027140000
2010-06-07,19122390000
2010-06-08,19431000000
2010-06-09,19297650000
2010-06-10,19423380000
2010-06-11,19183350000
2010-06-14,19472910000
2010-06-15,19526250000
2010-06-16,19377660000
2010-06-17,19591020000
2010-06-18,19472910000
2010-06-21,19290030000
2010-06-22,19118580000
2010-06-23,19084290000
2010-06-24,18897600000
2010-06-25,18741390000
2010-06-28,18771870000
2010-06-29,18501360000
2010-06-30,17983200000
2010-07-01,18150840000
2010-07-02,18116550000
2010-07-06,17959950000
2010-07-07,18194940000
2010-07-08,18180020000
2010-07-09,18120340000
2010-07-12,18071850000
2010-07-13,18183750000
2010-07-14,18221050000
2010-07-15,18161370000
2010-07-16,17866700000
2010-07-19,17959950000
2010-07-20,18075580000
2010-07-21,17900270000
2010-07-22,17710040000
2010-07-23,17885350000
2010-07-26,17967410000
2010-07-27,18366520000
2010-07-28,18030820000
2010-07-29,16792460000
2010-07-30,17516080000
2010-08-02,17501160000
2010-08-03,17385530000
2010-08-04,17765990000
2010-08-05,17452670000
2010-08-06,17553380000
2010-08-09,17777180000
2010-08-10,18120340000
2010-08-11,17821940000
2010-08-12,17627980000
2010-08-13,17724960000
2010-08-16,17825670000
2010-08-17,17918920000
2010-08-18,17836860000
2010-08-19,17452670000
2010-08-20,17411640000
2010-08-23,17467590000
2010-08-24,17400450000
2010-08-25,17359420000
2010-08-26,17292280000
2010-08-27,17672740000
2010-08-30,17258710000
2010-08-31,17389260000
2010-09-01,17463860000
2010-09-02,17508620000
2010-09-03,17642900000
2010-09-07,17523540000
2010-09-08,17695120000
2010-09-09,17810750000
2010-09-10,17945030000
2010-09-13,17959950000
2010-09-14,17747340000
2010-09-15,17848050000
2010-09-16,17844320000
2010-09-17,17702580000
2010-09-20,17784640000
2010-09-21,17624250000
2010-09-22,17769720000
2010-09-23,17695120000
2010-09-24,17848050000
2010-09-27,17713770000
2010-09-28,17732420000
2010-09-29,17717500000
2010-09-30,17676470000
2010-10-01,17818210000
2010-10-04,17560200000
2010-10-05,17582400000
2010-10-06,17530600000
2010-10-07,17427000000
2010-10-08,17349300000
2010-10-11,17297500000
2010-10-12,17367800000
2010-10-13,17641600000
2010-10-14,17486200000
2010-10-15,17386300000
2010-10-18,17393700000
2010-10-19,17323400000
2010-10-20,17367800000
2010-10-21,17271600000
2010-10-22,17201300000
2010-10-25,17208700000
2010-10-26,17101400000
2010-10-27,17038499999
2010-10-28,17142100000
2010-10-29,17449200000
2010-11-01,17619400000
2010-11-02,17253100000
2010-11-03,17208700000
2010-11-04,17119900000
2010-11-05,17123600000
2010-11-08,17123600000
2010-11-09,16990400000
2010-11-10,16971900000
2010-11-11,17097700000
2010-11-12,16994100000
2010-11-15,16942300000
2010-11-16,16990400000
2010-11-17,16971900000
2010-11-18,17142100000
2010-11-19,17005200000
2010-11-22,17057000000
2010-11-23,17116200000
2010-11-24,17079199999
2010-11-26,17179100000
2010-11-29,17079199999
2010-11-30,17090300000
2010-12-01,17164300000
2010-12-02,17197600000
2010-12-03,17186500000
2010-12-06,17116200000
2010-12-07,16979300000
2010-12-08,17234600000
2010-12-09,17279000000
2010-12-10,17282700000
2010-12-13,17434400000
2010-12-14,17711900000
2010-12-15,17726700000
2010-12-16,17756300000
2010-12-17,17785900000
2010-12-20,17830300000
2010-12-21,17745200000
2010-12-22,17811800000
2010-12-23,17760000000
2010-12-27,17730400000
2010-12-28,17760000000
2010-12-29,17745200000
2010-12-30,17748900000
2010-12-31,17734100000
2011-01-03,17425100000
2011-01-04,17567450000
2011-01-05,17490800000
2011-01-06,17439700000
2011-01-07,17465250000
2011-01-10,17483500000
2011-01-11,17439700000
2011-01-12,17505400000
2011-01-13,17636800000
2011-01-14,17465250000
2011-01-18,17516350000
2011-01-19,17483500000
2011-01-20,17698850000
2011-01-21,17793750000
2011-01-24,17757250000
2011-01-25,17717100000
2011-01-26,17636800000
2011-01-27,17414150000
2011-01-28,17293700000
2011-01-31,17228000000
2011-02-01,17191500000
2011-02-02,17246250000
2011-02-03,17987200000
2011-02-04,18297450000
2011-02-07,18239050000
2011-02-08,18250000000
2011-02-09,18187950000
2011-02-10,18085750000
2011-02-11,18184300000
2011-02-14,18315700000
2011-02-15,18151450000
2011-02-16,18129550000
2011-02-17,18151450000
2011-02-18,18155100000
2011-02-22,18217150000
2011-02-23,18308400000
2011-02-24,18187950000
2011-02-25,18202550000
2011-02-28,18344900000
2011-03-01,18147800000
2011-03-02,18209850000
2011-03-03,18483600000
2011-03-04,18607700000
2011-03-07,18552950000
2011-03-08,18680700000
2011-03-09,18801150000
2011-03-10,18801150000
2011-03-11,18852250000
2011-03-14,18680700000
2011-03-15,18520100000
2011-03-16,18374100000
2011-03-17,18304750000
2011-03-18,18552950000
2011-03-21,18527400000
2011-03-22,18483600000
2011-03-23,18377750000
2011-03-24,18355850000
2011-03-25,18286500000
2011-03-28,18406950000
2011-03-29,18454400000
2011-03-30,18461700000
2011-03-31,18487250000
2011-04-01,18494550000
2011-04-04,18473070000
2011-04-05,18375060000
2011-04-06,18480330000
2011-04-07,18404100000
2011-04-08,18371430000
2011-04-11,18636420000
2011-04-12,18614640000
2011-04-13,18694500000
2011-04-14,18817920000
2011-04-15,18861480000
2011-04-18,18792510000
2011-04-19,18803400000
2011-04-20,18934080000
2011-04-21,18861480000
2011-04-25,18850590000
2011-04-26,18992160000
2011-04-27,19191810000
2011-04-28,19358790000
2011-04-29,19507620000
2011-05-02,19507620000
2011-05-03,19565700000
2011-05-04,19333380000
2011-05-05,19260780000
2011-05-06,19329750000
2011-05-09,19213590000
2011-05-10,19413240000
2011-05-11,19300710000
2011-05-12,19583850000
2011-05-13,19605630000
2011-05-16,19503990000
2011-05-17,19511250000
2011-05-18,19467690000
2011-05-19,19522140000
2011-05-20,19464060000
2011-05-23,19344270000
2011-05-24,19242630000
2011-05-25,19144620000
2011-05-26,19340640000
2011-05-27,19224480000
2011-05-31,19413240000
2011-06-01,19228110000
2011-06-02,18901410000
2011-06-03,18705390000
2011-06-06,18719910000
2011-06-07,18846960000
2011-06-08,18897780000
2011-06-09,19003050000
2011-06-10,18694500000
2011-06-13,18872370000
2011-06-14,18719910000
2011-06-15,18502110000
2011-06-16,18643680000
2011-06-17,18705390000
2011-06-20,18817920000
2011-06-21,18730800000
2011-06-22,18621900000
2011-06-23,18433140000
2011-06-24,18650940000
2011-06-27,18672720000
2011-06-28,18792510000
2011-06-29,18799770000
2011-06-30,18843330000
2011-07-01,18868740000
2011-07-05,18626400000
2011-07-06,18748800000
2011-07-07,18824400000
2011-07-08,18637200000
2011-07-11,18615600000
2011-07-12,18770400000
2011-07-13,18716400000
2011-07-14,18676800000
2011-07-15,18658800000
2011-07-18,18568800000
2011-07-19,18716400000
2011-07-20,18702000000
2011-07-21,18889200000
2011-07-22,18885600000
2011-07-25,18878400000
2011-07-26,18846000000
2011-07-27,18763200000
2011-07-28,18856800000
2011-07-29,18842400000
2011-08-01,18684000000
2011-08-02,18388800000
2011-08-03,18360000000
2011-08-04,17704800000
2011-08-05,18025200000
2011-08-08,17452800000
2011-08-09,17755200000
2011-08-10,17384400000
2011-08-11,17611200000
2011-08-12,17866800000
2011-08-15,18104400000
2011-08-16,18093600000
2011-08-17,18061200000
2011-08-18,17834400000
2011-08-19,17654400000
2011-08-22,17834400000
2011-08-23,17971200000
2011-08-24,18050400000
2011-08-25,17830800000
2011-08-26,17964000000
2011-08-29,18295200000
2011-08-30,18190800000
2011-08-31,18349200000
2011-09-01,18230400000
2011-09-02,18108000000
2011-09-06,18075600000
2011-09-07,18378000000
2011-09-08,18378000000
2011-09-09,17935200000
2011-09-12,17780400000
2011-09-13,17719200000
2011-09-14,17787600000
2011-09-15,18140400000
2011-09-16,18237600000
2011-09-19,18064800000
2011-09-20,18050400000
2011-09-21,17773200000
2011-09-22,17704800000
2011-09-23,17769600000
2011-09-26,18043200000
2011-09-27,18302400000
2011-09-28,18136800000
2011-09-29,18190800000
2011-09-30,17967600000
2011-10-03,17763960000
2011-10-04,17871360000
2011-10-05,17785440000
2011-10-06,17950120000
2011-10-07,18007400000
2011-10-10,18157760000
2011-10-11,18215040000
2011-10-12,18286640000
2011-10-13,18125540000
2011-10-14,18422680000
2011-10-17,18415520000
2011-10-18,18415520000
2011-10-19,18300960000
2011-10-20,18272320000
2011-10-21,18469220000
2011-10-24,18397620000
2011-10-25,18096900000
2011-10-26,18322440000
2011-10-27,18497860000
2011-10-28,18401200000
2011-10-31,18211460000
2011-11-01,17993080000
2011-11-02,18154180000
2011-11-03,16765140000
2011-11-04,16765140000
2011-11-07,16944140000
2011-11-08,16757980000
2011-11-09,16485899999
2011-11-10,16586140000
2011-11-11,16700700000
2011-11-14,16679220000
2011-11-15,16729339999
2011-11-16,16518120000
2011-11-17,16586140000
2011-11-18,16586140000
2011-11-21,16507380000
2011-11-22,16407140000
2011-11-23,16206660000
2011-11-25,16374920000
2011-11-28,16331960000
2011-11-29,16238880000
2011-11-30,16514540000
2011-12-01,16453680000
2011-12-02,16500220000
2011-12-05,16779460000
2011-12-06,16725760000
2011-12-07,16740080000
2011-12-08,16564660000
2011-12-09,16732920000
2011-12-12,16496640000
2011-12-13,16367760000
2011-12-14,16357020000
2011-12-15,16378500000
2011-12-16,16382080000
2011-12-19,16367760000
2011-12-20,16571820000
2011-12-21,16797360000
2011-12-22,16765140000
2011-12-23,16911920000
2011-12-27,17047960000
2011-12-28,17022899999
2011-12-29,17083760000
2011-12-30,16987100000
2012-01-03,16903950000
2012-01-04,16886099999
2012-01-05,16907520000
2012-01-06,16918230000
2012-01-09,16986060000
2012-01-10,17218110000
2012-01-11,17271660000
2012-01-12,17232390000
2012-01-13,17021760000
2012-01-17,17046750000
2012-01-18,17136000000
2012-01-19,17146710000
2012-01-20,17107440000
2012-01-23,17082450000
2012-01-24,16918230000
2012-01-25,17053890000
2012-01-26,16746869999
2012-01-27,16657619999
2012-01-30,16571940000
2012-01-31,16589790000
2012-02-01,16518390000
2012-02-02,16946790000
2012-02-03,17028900000
2012-02-06,16975349999
2012-02-07,17025330000
2012-02-08,16864680000
2012-02-09,16818270000
2012-02-10,16686180000
2012-02-13,16757580000
2012-02-14,16850400000
2012-02-15,17710770000
2012-02-16,17607240000
2012-02-17,17596530000
2012-02-21,17407320000
2012-02-22,17596530000
2012-02-23,17789310000
2012-02-24,17671500000
2012-02-27,17721480000
2012-02-28,17528700000
2012-02-29,17535840000
2012-03-01,17507280000
2012-03-02,17457300000
2012-03-05,17450160000
2012-03-06,17364480000
2012-03-07,17396610000
2012-03-08,17560830000
2012-03-09,17567970000
2012-03-12,17696490000
2012-03-13,17721480000
2012-03-14,17578680000
2012-03-15,17728620000
2012-03-16,17625090000
2012-03-19,17621520000
2012-03-20,17646510000
2012-03-21,17578680000
2012-03-22,17603670000
2012-03-23,17557260000
2012-03-26,17696490000
2012-03-27,17789310000
2012-03-28,17857140000
2012-03-29,17885700000
2012-03-30,17964240000
2012-04-02,18003510000
2012-04-03,17882130000
2012-04-04,17857140000
2012-04-05,17814300000
2012-04-09,17717910000
2012-04-10,17732190000
2012-04-11,17757180000
2012-04-12,17821440000
2012-04-13,17835720000
2012-04-16,17921400000
2012-04-17,18014220000
2012-04-18,17949960000
2012-04-19,18021360000
2012-04-20,18085620000
2012-04-23,16982490000
2012-04-24,16893240000
2012-04-25,16914660000
2012-04-26,16853970000
2012-04-27,16864680000
2012-04-30,16939650000
2012-05-01,16750440000
2012-05-02,16932510000
2012-05-03,17000340000
2012-05-04,16878960000
2012-05-07,16921800000
2012-05-08,17000340000
2012-05-09,17003910000
2012-05-10,17061030000
2012-05-11,17082450000
2012-05-14,17071740000
2012-05-15,17078880000
2012-05-16,17061030000
2012-05-17,16986060000
2012-05-18,16871820000
2012-05-21,16871820000
2012-05-22,16882530000
2012-05-23,16782570000
2012-05-24,16814700000
2012-05-25,16839690000
2012-05-29,16911090000
2012-05-30,16536240000
2012-05-31,16339890000
2012-06-01,16154250000
2012-06-04,16164960000
2012-06-05,16154250000
2012-06-06,16204230000
2012-06-07,16214940000
2012-06-08,16289910000
2012-06-11,16254210000
2012-06-12,16211369999
2012-06-13,16207800000
2012-06-14,16457700000
2012-06-15,16496970000
2012-06-18,16546950000
2012-06-19,16614780000
2012-06-20,16561230000
2012-06-21,16350599999
2012-06-22,16404150000
2012-06-25,16322040000
2012-06-26,16225650000
2012-06-27,16314900000
2012-06-28,16375590000
2012-06-29,16525530000
2012-07-02,16611200000
2012-07-03,16639839999
2012-07-05,16625520000
2012-07-06,16500220000
2012-07-09,16342700000
2012-07-10,16453680000
2012-07-11,16621940000
2012-07-12,16503800000
2012-07-13,16629100000
2012-07-16,16242460000
2012-07-17,16253200000
2012-07-18,16145800000
2012-07-19,16149380000
2012-07-20,16002600000
2012-07-23,15837920000
2012-07-24,15630279999
2012-07-25,15623120000
2012-07-26,15658920000
2012-07-27,15852240000
2012-07-30,15923839999
2012-07-31,16024080000
2012-08-01,16059880000
2012-08-02,16607620000
2012-08-03,16911920000
2012-08-06,16818839999
2012-08-07,16879700000
2012-08-08,17019320000
2012-08-09,17047960000
2012-08-10,17126720000
2012-08-13,17030060000
2012-08-14,17069440000
2012-08-15,17123140000
2012-08-16,17169680000
2012-08-17,17166100000
2012-08-20,17259180000
2012-08-21,17262760000
2012-08-22,17155360000
2012-08-23,17184000000
2012-08-24,17294980000
2012-08-27,17348680000
2012-08-28,17352260000
2012-08-29,17273500000
2012-08-30,16983520000
2012-08-31,17015740000
2012-09-04,17015740000
2012-09-05,16858220000
2012-09-06,16929820000
2012-09-07,16926240000
2012-09-10,16886860000
2012-09-11,16940560000
2012-09-12,16919080000
2012-09-13,17073020000
2012-09-14,16858220000
2012-09-17,16954880000
2012-09-18,16897600000
2012-09-19,17112399999
2012-09-20,17223380000
2012-09-21,17284240000
2012-09-24,17377320000
2012-09-25,17420280000
2012-09-26,17366580000
2012-09-27,17348680000
2012-09-28,17352260000
2012-10-01,16846654086
2012-10-02,16836282660
2012-10-03,16805168380
2012-10-04,16829368375
2012-10-05,16853568371
2012-10-08,16829368375
2012-10-09,16732568393
2012-10-10,16684168401
2012-10-11,16739482677
2012-10-12,16780968384
2012-10-15,16770596957
2012-10-16,16891596935
2012-10-17,17143968318
2012-10-18,17029882624
2012-10-19,16898511220
2012-10-22,16870854082
2012-10-23,16753311246
2012-10-24,16808625522
2012-10-25,17050625478
2012-10-26,17161254029
2012-10-31,16971111207
2012-11-01,17354853994
2012-11-02,17417082554
2012-11-05,17513882537
2012-11-06,17762796777
2012-11-07,17569196812
2012-11-08,17410168270
2012-11-09,17347939710
2012-11-12,17410168270
2012-11-13,17458568261
2012-11-14,17413625412
2012-11-15,17482768257
2012-11-16,17572653955
2012-11-19,17755882493
2012-11-20,17783539631
2012-11-21,17859596760
2012-11-23,17925282462
2012-11-26,17966768169
2012-11-27,17987511022
2012-11-28,18094682431
2012-11-29,18035911013
2012-11-30,17990968164
2012-12-03,17925282462
2012-12-04,17914911035
2012-12-05,18053196725
2012-12-06,18080853862
2012-12-07,18156910991
2012-12-10,18208768125
2012-12-11,18381625236
2012-12-12,18360882383
2012-12-13,18409282374
2012-12-14,18398910948
2012-12-17,18443853797
2012-12-18,18360882383
2012-12-19,18215682409
2012-12-20,18357425241
2012-12-21,18226053836
2012-12-24,18212225267
2012-12-26,18091225289
2012-12-27,18080853862
2012-12-28,17949482458
2012-12-31,19024830000
2013-01-02,19384200000
2013-01-03,19249890000
2013-01-04,19293450000
2013-01-07,19300710000
2013-01-08,19362420000
2013-01-09,19413240000
2013-01-10,19522140000
2013-01-11,19420500000
2013-01-14,19543920000
2013-01-15,19456800000
2013-01-16,19424130000
2013-01-17,19674600000
2013-01-18,19827060000
2013-01-22,19819800000
2013-01-23,19812540000
2013-01-24,19957740000
2013-01-25,20041230000
2013-01-28,19896030000
2013-01-29,20033970000
2013-01-30,19997670000
2013-01-31,19925070000
2013-02-01,19975890000
2013-02-04,19790760000
2013-02-05,19925070000
2013-02-06,20092050000
2013-02-07,20095680000
2013-02-08,20066640000
2013-02-11,20135610000
2013-02-12,20182800000
2013-02-13,20193690000
2013-02-14,20295330000
2013-02-15,20357040000
2013-02-19,20484090000
2013-02-20,20357040000
2013-02-21,20324370000
2013-02-22,20440530000
2013-02-25,20106570000
2013-02-26,20418750000
2013-02-27,20603880000
2013-02-28,20607510000
2013-03-01,20632920000
2013-03-04,20792640000
2013-03-05,20919690000
2013-03-06,20919690000
2013-03-07,20937840000
2013-03-08,20955990000
2013-03-11,20992290000
2013-03-12,21024960000
2013-03-13,21119340000
2013-03-14,21195570000
2013-03-15,21184680000
2013-03-18,21213720000
2013-03-19,21279060000
2013-03-20,21544050000
2013-03-21,21351660000
2013-03-22,21591240000
2013-03-25,21580350000
2013-03-26,21798150000
2013-03-27,22005060000
2013-03-28,21946980000
2013-04-01,21836360000
2013-04-02,21960120000
2013-04-03,21665280000
2013-04-04,21861840000
2013-04-05,21738080000
2013-04-08,21847280000
2013-04-09,21814520000
2013-04-10,22069320000
2013-04-11,21956480000
2013-04-12,22098440000
2013-04-15,21756280000
2013-04-16,22182160000
2013-04-17,22065680000
2013-04-18,22167600000
2013-04-19,22575280000
2013-04-22,22608040000
2013-04-23,22717240000
2013-04-24,22345960000
2013-04-25,22473360000
2013-04-26,22440600000
2013-04-29,22364160000
2013-04-30,22214920000
2013-05-01,22069320000
2013-05-02,21661640000
2013-05-03,21741720000
2013-05-06,21668920000
2013-05-07,21825440000
2013-05-08,21934640000
2013-05-09,21829080000
2013-05-10,21960120000
2013-05-13,22003800000
2013-05-14,22295000000
2013-05-15,22509760000
2013-05-16,22480640000
2013-05-17,22426040000
2013-05-20,22160320000
2013-05-21,22345960000
2013-05-22,22236760000
2013-05-23,22094800000
2013-05-24,22014720000
2013-05-28,22105720000
2013-05-29,21727160000
2013-05-30,21501480000
2013-05-31,21192080000
2013-06-03,21392280000
2013-06-04,21534240000
2013-06-05,21104720000
2013-06-06,21188440000
2013-06-07,21650720000
2013-06-10,21541520000
2013-06-11,21516040000
2013-06-12,21461440000
2013-06-13,21938280000
2013-06-14,21941920000
2013-06-17,22091160000
2013-06-18,22174880000
2013-06-19,21814520000
2013-06-20,21370440000
2013-06-21,21603400000
2013-06-24,21607040000
2013-06-25,21577920000
2013-06-26,21694400000
2013-06-27,22003800000
2013-06-28,21938280000
2013-07-01,22042180000
2013-07-02,22114580000
2013-07-03,22100100000
2013-07-05,22194220000
2013-07-08,22328160000
2013-07-09,22389700000
2013-07-10,22407800000
2013-07-11,22599660000
2013-07-12,22588800000
2013-07-15,22596040000
2013-07-16,22523640000
2013-07-17,22480200000
2013-07-18,22635860000
2013-07-19,22867540000
2013-07-22,22914600000
2013-07-23,22834960000
2013-07-24,22715500000
2013-07-25,22748080000
2013-07-26,22751700000
2013-07-29,22719120000
2013-07-30,22570700000
2013-07-31,22498300000
2013-08-01,22223180000
2013-08-02,22158020000
2013-08-05,22139920000
2013-08-06,22349880000
2013-08-07,22259380000
2013-08-08,22302820000
2013-08-09,22310060000
2013-08-12,22328160000
2013-08-13,22386080000
2013-08-14,22223180000
2013-08-15,21893760000
2013-08-16,21383340000
2013-08-19,21332660000
2013-08-20,21267500000
2013-08-21,21072020000
2013-08-22,21202340000
2013-08-23,21307320000
2013-08-26,20956180000
2013-08-27,20934460000
2013-08-28,20746220000
2013-08-29,20579700000
2013-08-30,20623140000
2013-09-03,20634000000
2013-09-04,20648480000
2013-09-05,20521780000
2013-09-06,20460240000
2013-09-09,20467480000
2013-09-10,20195980000
2013-09-11,20405940000
2013-09-12,20420420000
2013-09-13,20597800000
2013-09-16,20713640000
2013-09-17,20597800000
2013-09-18,20793280000
2013-09-19,20746220000
2013-09-20,20572460000
2013-09-23,20460240000
2013-09-24,20366120000
2013-09-25,20340780000
2013-09-26,20329920000
2013-09-27,20047560000
2013-09-30,20004930000
2013-10-01,20012190000
2013-10-02,20059380000
2013-10-03,20059380000
2013-10-04,20219100000
2013-10-07,20273550000
2013-10-08,20298960000
2013-10-09,20302590000
2013-10-10,20661960000
2013-10-11,20694630000
2013-10-14,20534910000
2013-10-15,20433270000
2013-10-16,20665590000
2013-10-17,20763600000
2013-10-18,20930580000
2013-10-21,20792640000
2013-10-22,21079410000
2013-10-23,21228240000
2013-10-24,21162900000
2013-10-25,21264540000
2013-10-28,21613020000
2013-10-29,21896160000
2013-10-30,21729180000
2013-10-31,21544050000
2013-11-01,21217350000
2013-11-04,21362550000
2013-11-05,21489600000
2013-11-06,21576720000
2013-11-07,21144750000
2013-11-08,21181050000
2013-11-11,21097560000
2013-11-12,21133860000
2013-11-13,21279060000
2013-11-14,21562200000
2013-11-15,21326250000
2013-11-18,21242760000
2013-11-19,21017700000
2013-11-20,20825310000
2013-11-21,21028590000
2013-11-22,21279060000
2013-11-25,21162900000
2013-11-26,21024960000
