,ENPH
2022-02-02,19586325226
2022-02-03,18659726799
2022-02-04,19827802392
2022-02-07,19763221289
2022-02-08,20286889794
2022-02-09,22728336254
2022-02-10,21710481922
2022-02-11,20453958298
2022-02-14,20206865384
2022-02-15,21661344127
2022-02-16,21624841765
2022-02-17,20830213417
2022-02-18,19704255935
2022-02-22,18676574044
2022-02-23,17768226798
2022-02-24,20687011842
2022-02-25,21582723654
2022-02-28,23403629956
2022-03-01,23951165390
2022-03-02,23009123656
2022-03-03,22326810270
2022-03-04,22203263813
2022-03-07,22295923655
2022-03-08,24707887438
2022-03-09,25252614998
2022-03-10,25091162242
2022-03-11,24017150430
2022-03-14,22131663025
2022-03-15,23114418932
2022-03-16,24879167754
2022-03-17,25390200825
2022-03-18,25905445708
2022-03-21,26036011850
2022-03-22,26569507914
2022-03-23,26701477993
2022-03-24,27775489805
2022-03-25,27209703190
2022-03-28,27449776419
2022-03-29,28410069334
2022-03-30,27608421301
2022-03-31,28753567673
2022-04-01,29339240996
2022-04-04,30834061716
2022-04-05,30100188818
2022-04-06,29068491772
2022-04-07,29490290564
2022-04-08,27807370382
2022-04-11,26772823344
2022-04-12,26497799132
2022-04-13,27535196162
2022-04-14,27147597271
2022-04-18,27079197467
2022-04-19,27872920195
2022-04-20,25440452159
2022-04-21,22309736123
2022-04-22,21892212318
2022-04-25,22457935699
2022-04-26,21920712237
2022-04-27,23613607390
2022-04-28,23436907896
2022-04-29,22999434148
2022-05-02,23986956321
2022-05-03,24870453791
2022-05-04,27351371688
2022-05-05,25812376094
2022-05-06,23639257316
2022-05-09,21447613591
2022-05-10,21610063126
2022-05-11,19600818879
2022-05-12,20083892496
2022-05-13,22485010621
2022-05-16,21521713379
2022-05-17,22530610491
2022-05-18,22254161282
2022-05-19,23589382459
2022-05-20,23975556354
2022-05-23,24160805823
2022-05-24,23157608695
2022-05-25,24122330933
2022-05-26,25476077057
2022-05-27,26925297908
2022-05-31,26531999034
2022-06-01,26004750544
2022-06-02,28347443836
2022-06-03,27978369893
2022-06-06,29493140556
2022-06-07,29872189470
2022-06-08,29179641453
2022-06-09,28572593191
2022-06-10,27956994954
2022-06-13,25399127278
2022-06-14,25581526755
2022-06-15,26858323100
2022-06-16,24167218305
2022-06-17,26326799622
2022-06-21,27543746137
2022-06-22,27563696080
2022-06-23,28595393126
2022-06-24,28270494056
2022-06-27,29379140882
2022-06-28,27167547214
2022-06-29,26311124666
2022-06-30,28100411347
2022-07-01,28169496563
2022-07-05,27719003387
2022-07-06,28055793812
2022-07-07,29769970718
2022-07-08,31153114301
2022-07-11,29657707243
2022-07-12,27269949488
2022-07-13,27724760489
2022-07-14,28342209601
2022-07-15,28052915262
2022-07-18,29710960430
2022-07-19,30705499676
2022-07-20,31495661827
2022-07-21,31632392982
2022-07-22,30446430119
2022-07-25,31455362118
2022-07-26,31102739665
2022-07-27,36668417327
2022-07-28,39462050723
2022-07-29,40901326043
2022-08-01,40427804463
2022-08-02,42064260502
2022-08-03,41774966163
2022-08-04,42576642516
2022-08-05,43309233654
2022-08-08,41413708057
2022-08-09,41857004856
2022-08-10,43646024079
2022-08-11,42156374122
2022-08-12,43071753226
2022-08-15,43340897711
2022-08-16,42162131224
2022-08-17,42189477455
2022-08-18,42314694408
2022-08-19,40832240828
2022-08-22,40409093884
2022-08-23,41078356908
2022-08-24,42183720353
2022-08-25,43150913368
2022-08-26,41536046459
2022-08-29,40993439664
2022-08-30,41130170819
2022-08-31,41226602266
2022-09-01,40567414169
2022-09-02,40165856355
2022-09-06,42144859920
2022-09-07,45525717646
2022-09-08,45684037932
2022-09-09,43998646532
2022-09-12,44463532460
2022-09-13,43969861026
2022-09-14,46146045309
2022-09-15,44931296939
2022-09-16,45770394451
2022-09-19,45514203444
2022-09-20,43856158275
2022-09-21,43834569145
2022-09-22,40822165901
2022-09-23,40226305918
2022-09-26,39568557097
2022-09-27,40992000388
2022-09-28,42071456878
2022-09-29,39988825490
2022-09-30,37782257490
2022-10-03,39026823870
2022-10-04,39250137750
2022-10-05,35621287200
2022-10-06,35056194150
2022-10-07,34743010050
2022-10-10,35155596060
2022-10-11,34831518600
2022-10-12,33787117710
2022-10-13,33864732900
2022-10-14,32390044290
2022-10-17,32991902430
2022-10-18,34235107140
2022-10-19,33114452730
2022-10-20,33264236430
2022-10-21,34314084000
2022-10-24,34491101100
2022-10-25,36164593530
2022-10-26,39743062290
2022-10-27,41677995360
2022-10-28,41564976750
2022-10-31,41803269000
2022-11-01,40779293160
2022-11-02,39420346500
2022-11-03,40320410370
2022-11-04,38459007480
2022-11-07,36605774610
2022-11-08,38136291690
2022-11-09,38773553250
2022-11-10,42109644750
2022-11-11,39762125670
2022-11-14,40569595980
2022-11-15,40949501910
2022-11-16,41555445060
2022-11-17,42614824320
2022-11-18,42475933980
2022-11-21,41953052700
2022-11-22,43633353480
2022-11-23,42998815260
2022-11-25,43494463140
2022-11-28,42512699070
2022-11-29,41311706130
2022-11-30,43653778530
2022-12-01,42756438000
2022-12-02,45752112000
2022-12-05,45727601940
2022-12-06,42175004910
2022-12-07,43171747350
2022-12-08,43555738290
2022-12-09,43512164850
2022-12-12,43690543620
2022-12-13,44389080330
2022-12-14,45316377600
2022-12-15,42764608020
2022-12-16,41311706130
2022-12-19,41532296670
2022-12-20,41131965690
2022-12-21,43178555700
2022-12-22,40696231290
2022-12-23,40026289650
2022-12-27,37383288180
2022-12-28,36408332460
2022-12-29,36150976830
2022-12-30,36078808320
2023-01-03,34624690590
2023-01-04,34396419960
2023-01-05,32855934930
2023-01-06,31937384850
2023-01-09,31156890660
2023-01-10,31415232870
2023-01-11,32644066980
2023-01-12,33040465080
2023-01-13,33602256870
2023-01-17,34317140340
2023-01-18,34214623590
2023-01-19,30477546330
2023-01-20,30418770060
2023-01-23,31225235160
2023-01-24,29999134830
2023-01-25,28748430480
2023-01-26,28434045780
2023-01-27,28716992010
2023-01-30,29008139580
2023-01-31,30260210820
2023-02-01,31047539460
2023-02-02,31124085300
2023-02-03,30472078770
2023-02-06,30480280110
2023-02-07,31227968940
2023-02-08,29917121430
2023-02-09,28650014400
2023-02-10,28987636230
2023-02-13,29055980730
2023-02-14,28479153150
2023-02-15,29780432430
2023-02-16,27720529200
2023-02-17,28019878110
2023-02-21,27563336850
2023-02-22,27825779730
2023-02-23,27981605190
2023-02-24,27195643440
2023-02-27,28811307420
2023-02-28,28777135170
2023-03-01,29107922550
2023-03-02,28917924840
2023-03-03,29683383240
2023-03-06,30802866150
2023-03-07,30647040690
2023-03-08,29840575590
2023-03-09,29504320650
2023-03-10,28734761580
2023-03-13,28913824170
2023-03-14,29116123890
2023-03-15,28125128640
2023-03-16,27488157900
2023-03-17,25101567960
2023-03-20,26313999390
2023-03-21,28380737070
2023-03-22,27631681350
2023-03-23,27974770740
2023-03-24,26789677110
2023-03-27,26767806870
2023-03-28,26452055280
2023-03-29,27877721550
2023-03-30,28058151030
2023-03-31,28725719960
2023-04-03,27676578200
2023-04-04,27668381780
2023-04-05,26456677690
2023-04-06,26091937000
2023-04-10,26747650600
2023-04-11,26895186160
2023-04-12,26779070210
2023-04-13,28645121830
2023-04-14,28537202300
2023-04-17,30725646440
2023-04-18,31128637090
2023-04-19,30636851890
2023-04-20,30707887530
2023-04-21,30546691270
2023-04-24,30681932200
2023-04-25,30135504200
2023-04-26,22380324810
2023-04-27,22428137260
2023-04-28,22430869400
2023-05-01,21937718130
2023-05-02,20884478160
2023-05-03,21231459940
2023-05-04,21231459940
2023-05-05,21809307550
2023-05-08,22306557030
2023-05-09,21560682810
2023-05-10,22051101940
2023-05-11,21965039530
2023-05-12,22888502850
2023-05-15,23046966970
2023-05-16,21988262720
2023-05-17,22366664110
2023-05-18,22365298040
2023-05-19,22180878590
2023-05-22,22492342550
2023-05-23,22243717810
2023-05-24,22410378350
2023-05-25,22484146130
2023-05-26,22567476400
2023-05-30,23786010840
2023-05-31,23753225160
2023-06-01,24790072290
2023-06-02,24843349020
2023-06-05,24962197110
2023-06-06,24945804270
2023-06-07,24874768630
2023-06-08,24780509800
2023-06-09,23848850060
2023-06-12,24164412230
2023-06-13,24542813620
2023-06-14,24479974400
2023-06-15,24658929570
2023-06-16,24836518670
2023-06-20,23495037930
2023-06-21,22948609930
2023-06-22,22202735710
2023-06-23,21678164830
2023-06-26,21749200470
2023-06-27,21997825210
2023-06-28,22051101940
2023-06-29,21689093390
2023-06-30,22804914200
2023-07-03,23086775750
2023-07-05,22513521100
2023-07-06,21974307700
2023-07-07,22626538050
2023-07-10,23892872550
2023-07-11,23662753700
2023-07-12,24890962000
2023-07-13,24869175600
2023-07-14,24229200100
2023-07-17,25826415550
2023-07-18,25061168250
2023-07-19,25257245850
2023-07-20,23954146800
2023-07-21,24166564200
2023-07-24,24211498650
2023-07-25,24437532550
2023-07-26,23605564400
2023-07-27,22712322000
2023-07-28,21014344450
2023-07-31,20673931950
2023-08-01,20468322800
2023-08-02,19157053850
2023-08-03,19112119400
2023-08-04,19063100000
2023-08-07,18443549250
2023-08-08,18487122050
2023-08-09,18853405900
2023-08-10,18581075900
2023-08-11,18409508000
2023-08-14,18871107350
2023-08-15,18322362400
2023-08-16,18092924375
2023-08-17,17897527600
2023-08-18,17747746100
2023-08-21,17723236400
2023-08-22,17472692800
2023-08-23,17750469400
2023-08-24,16658426100
2023-08-25,16896714850
2023-08-28,17061474500
2023-08-29,17572093250
2023-08-30,17444098150
2023-08-31,17228957450
2023-09-01,17528520450
2023-09-05,17397802050
2023-09-06,16752379950
2023-09-07,16643447950
2023-09-08,16371117950
2023-09-11,16638001350
2023-09-12,16795952750
2023-09-13,16285334000
2023-09-14,16654341150
2023-09-15,16380649500
2023-09-18,15953091400
2023-09-19,16624384850
2023-09-20,16880375050
2023-09-21,17000200250
2023-09-22,16328906800
2023-09-25,16489581500
2023-09-26,16224059750
2023-09-27,16354778150
2023-09-28,16342523300
2023-09-29,16360224750
2023-10-02,15900989280
2023-10-03,15544428240
2023-10-04,15947260560
2023-10-05,15788032920
2023-10-06,16216722720
2023-10-09,16297017000
2023-10-10,17113569000
2023-10-11,17502792120
2023-10-12,16954341360
2023-10-13,16849550520
2023-10-16,17298654120
2023-10-17,17588530080
2023-10-18,16853633280
2023-10-19,15773062800
2023-10-20,13458137880
2023-10-23,13104298680
2023-10-24,12906965280
2023-10-25,12840280200
2023-10-26,13089328560
2023-10-27,11171792280
2023-10-30,10704996720
2023-10-31,10830201360
2023-11-01,10442339160
2023-11-02,10740380640
2023-11-03,10997594520
2023-11-06,10639672560
2023-11-07,10728132360
2023-11-08,10465474800
2023-11-09,10283111520
2023-11-10,10612454160
2023-11-13,10690026600
2023-11-14,12437447880
2023-11-15,12630698520
2023-11-16,12339461640
2023-11-17,12637503120
2023-11-20,13405062000
2023-11-21,13380565440
2023-11-22,13636418400
2023-11-24,13639140240
2023-11-27,13309797600
2023-11-28,13486717200
2023-11-29,13739848320
2023-11-30,13748013840
2023-12-01,14496519840
2023-12-04,14816336040
2023-12-05,14970120000
2023-12-06,14530542840
2023-12-07,14584979640
2023-12-08,14018836920
2023-12-11,14092326600
2023-12-12,13584703440
2023-12-13,14644860120
2023-12-14,16360980240
2023-12-15,16864520640
2023-12-18,16879490760
2023-12-19,18415969440
2023-12-20,17419776000
2023-12-21,18217275120
2023-12-22,18234967080
2023-12-26,18690875280
2023-12-27,18458157960
2023-12-28,18343840680
2023-12-29,17983196880
2024-01-02,17834334840
2024-01-03,16664313330
2024-01-04,16044650370
2024-01-05,15680462490
2024-01-08,15763356000
2024-01-09,15907400460
2024-01-10,15972628140
2024-01-11,15530982390
2024-01-12,14977906020
2024-01-16,14778146250
2024-01-17,14343295050
2024-01-18,14494134060
2024-01-19,14076948690
2024-01-22,14560720650
2024-01-23,15124668300
2024-01-24,14685740370
2024-01-25,14517235530
2024-01-26,14318834670
2024-01-29,14835220470
2024-01-30,14452007850
2024-01-31,14150329830
2024-02-01,14328347040
2024-02-02,13828268160
2024-02-05,13290139800
2024-02-06,13658404410
2024-02-07,15968551410
2024-02-08,15882940080
2024-02-09,16642570770
2024-02-12,17516349900
2024-02-13,16790691960
2024-02-14,17885973420
2024-02-15,18534173490
2024-02-16,17919946170
2024-02-20,17332897050
2024-02-21,17154879840
2024-02-22,16774385040
2024-02-23,16060957290
2024-02-26,16285177440
2024-02-27,16457759010
2024-02-28,16184618100
2024-02-29,17259515910
2024-03-01,17619627060
2024-03-04,16846407270
2024-03-05,16998605190
2024-03-06,17035295760
2024-03-07,17623703790
2024-03-08,17703879480
2024-03-11,17487812790
2024-03-12,16442811000
2024-03-13,16058239470
2024-03-14,15003725310
2024-03-15,14639537430
2024-03-18,15109720290
2024-03-19,14833861560
2024-03-20,15450806700
2024-03-21,15679103580
2024-03-22,15574467510
2024-03-25,15090695550
2024-03-26,14859680850
2024-03-27,16279741800
2024-03-28,16440093180
2024-04-01,16074546390
2024-04-02,15430423050
2024-04-03,16116672600
2024-04-04,16412914980
2024-04-05,15256482570
2024-04-08,15660078840
2024-04-09,16575984180
2024-04-10,16252563600
2024-04-11,16537934700
2024-04-12,15901964820
2024-04-15,15283660770
2024-04-16,15011878770
2024-04-17,15226586550
2024-04-18,14835220470
2024-04-19,14469673680
2024-04-22,15017314410
2024-04-23,15420910680
2024-04-24,14563438470
2024-04-25,14653126530
2024-04-26,15210279630
2024-04-29,15471190350
2024-04-30,14779505160
2024-05-01,14290297560
2024-05-02,14412599460
2024-05-03,15518752200
2024-05-06,15638336280
2024-05-07,15617952630
2024-05-08,15268712760
2024-05-09,15101566830
2024-05-10,14723789850
2024-05-13,15054004980
2024-05-14,15914195010
2024-05-15,15691333770
2024-05-16,15878863350
2024-05-17,15535059120
2024-05-20,15416833950
2024-05-21,15151846500
2024-05-22,16474065930
2024-05-23,15967192500
2024-05-24,17010835380
2024-05-28,17581577580
2024-05-29,17080139790
2024-05-30,17755518060
2024-05-31,17380458900
2024-06-03,17332897050
2024-06-04,17634575070
2024-06-05,18106116840
2024-06-06,17978379300
2024-06-07,16680620250
2024-06-10,17756876970
2024-06-11,17993327310
2024-06-12,18280057320
2024-06-13,17627780520
2024-06-14,16933377510
2024-06-17,16419709530
2024-06-18,16172387910
2024-06-20,14753685870
2024-06-21,14495492970
2024-06-24,14678945820
2024-06-25,13840498350
2024-06-26,13989978450
2024-06-27,14299809930
2024-06-28,13549691610
2024-07-01,13216758660
2024-07-02,13014281070
2024-07-03,13476310470
2024-07-05,13200451740
2024-07-08,13970953710
2024-07-09,14076948690
2024-07-10,14506364250
2024-07-11,15176306880
2024-07-12,16217231940
2024-07-15,15363836460
2024-07-16,15786457470
2024-07-17,15104284650
2024-07-18,14669433450
2024-07-19,14331064860
2024-07-22,14207562040
2024-07-23,14058351440
2024-07-24,15858373860
2024-07-25,15941117920
2024-07-26,16187993640
2024-07-29,15425663120
2024-07-30,14835603020
2024-07-31,15614211060
2024-08-01,14877653280
2024-08-02,14268602740
2024-08-05,14024439940
2024-08-06,13772138380
2024-08-07,14028509320
2024-08-08,14758284800
2024-08-09,14630777560
