,MAA
2023-09-08,16083690700
2023-09-11,15943731099
2023-09-12,16143173530
2023-09-13,15923903490
2023-09-14,16091855010
2023-09-15,16095354000
2023-09-18,15822432780
2023-09-19,15906408540
2023-09-20,15943731099
2023-09-21,15416549940
2023-09-22,15186782930
2023-09-25,15218273839
2023-09-26,15219440170
2023-09-27,14937188310
2023-09-28,15038659020
2023-09-29,15004835450
2023-10-02,14849035800
2023-10-03,14709060600
2023-10-04,14916690480
2023-10-05,14972680560
2023-10-06,15201306720
2023-10-09,15575740380
2023-10-10,15446263319
2023-10-11,15632896920
2023-10-12,15364611120
2023-10-13,15329617319
2023-10-16,15478924199
2023-10-17,15613067100
2023-10-18,15391439699
2023-10-19,15268961400
2023-10-20,15004174980
2023-10-23,14857201020
2023-10-24,15138317880
2023-10-25,14858367480
2023-10-26,14208649260
2023-10-27,13714070220
2023-10-30,13707071460
2023-10-31,13781724900
2023-11-01,13715236680
2023-11-02,14088503880
2023-11-03,14494431960
2023-11-06,14202816960
2023-11-07,13949695140
2023-11-08,14108333700
2023-11-09,13971857880
2023-11-10,14314797120
2023-11-13,13949695140
2023-11-14,14481600900
2023-11-15,14366121360
2023-11-16,14207482800
2023-11-17,14163157320
2023-11-20,14294967300
2023-11-21,14179487760
2023-11-22,14264639340
2023-11-24,14308964820
2023-11-27,14256474120
2023-11-28,14462937540
2023-11-29,14447773560
2023-11-30,14520094080
2023-12-01,14789546340
2023-12-04,14794212180
2023-12-05,14749886700
2023-12-06,14829205980
2023-12-07,14835038280
2023-12-08,14829205980
2023-12-11,14747553780
2023-12-12,14887528980
2023-12-13,15585072060
2023-12-14,16149638699
2023-12-15,15691219920
2023-12-18,15797367780
2023-12-19,15720381420
2023-12-20,15412435980
2023-12-21,15400771380
2023-12-22,15527915520
2023-12-26,15637562760
2023-12-27,15666724260
2023-12-28,15928011300
2023-12-29,15684221160
2024-01-02,15845192640
2024-01-03,15420601199
2024-01-04,15415935360
2024-01-05,15371609880
2024-01-08,15571074540
2024-01-09,15442763939
2024-01-10,15464926680
2024-01-11,15623565240
2024-01-12,15634063380
2024-01-16,15802033620
2024-01-17,15513918000
2024-01-18,15334283160
2024-01-19,15775205040
2024-01-22,15853357860
2024-01-23,15818364060
2024-01-24,15637562760
2024-01-25,15394939079
2024-01-26,15261962640
2024-01-29,15268961400
2024-01-30,15160480620
2024-01-31,14741721480
2024-02-01,14921356320
2024-02-02,14930688000
2024-02-05,14562086640
2024-02-06,14648404680
2024-02-07,14601746280
2024-02-08,14520094080
2024-02-09,14524759920
2024-02-12,14635573620
2024-02-13,14388284100
2024-02-14,14591248140
2024-02-15,15106823459
2024-02-16,15067163819
2024-02-20,14769716520
2024-02-21,14892194820
2024-02-22,14766217140
2024-02-23,14734722720
2024-02-26,14429110200
2024-02-27,14567918940
2024-02-28,14677566180
2024-02-29,14660069280
2024-03-01,14887528980
2024-03-04,15082327800
2024-03-05,15036835860
2024-03-06,15158147699
2024-03-07,15477757740
2024-03-08,15736711860
2024-03-11,15743710620
2024-03-12,15439264560
2024-03-13,15391439699
2024-03-14,15195474420
2024-03-15,15203639640
2024-03-18,15139484340
2024-03-19,15210638400
2024-03-20,15314453340
2024-03-21,15506919240
2024-03-22,15263129100
2024-03-25,15163980000
2024-03-26,15027504180
2024-03-27,15257296800
2024-03-28,15348280680
2024-04-01,15012340199
2024-04-02,14866532700
2024-04-03,14983178699
2024-04-04,14794212180
2024-04-05,14825706600
2024-04-08,15481257120
2024-04-09,15791535480
2024-04-10,15508085699
2024-04-11,15396105540
2024-04-12,14945851980
2024-04-15,14770882980
2024-04-16,14439608340
2024-04-17,14557420800
2024-04-18,14536424520
2024-04-19,14706727680
2024-04-22,14868865620
2024-04-23,14871198540
2024-04-24,14977346400
2024-04-25,14837371200
2024-04-26,15074162579
2024-04-29,15295789980
2024-04-30,15163980000
2024-05-01,15236300520
2024-05-02,15359945280
2024-05-03,15513918000
2024-05-06,15959505720
2024-05-07,15886018740
2024-05-08,15512751540
2024-05-09,15903515640
2024-05-10,15805013960
2024-05-13,15875014760
2024-05-14,15962515760
2024-05-15,16066350280
2024-05-16,15967182480
2024-05-17,16069850320
2024-05-20,15967182480
2024-05-21,15925182000
2024-05-22,15866848000
2024-05-23,15507510559
2024-05-24,15540177599
2024-05-28,15203007080
2024-05-29,15024505040
2024-05-30,15150506480
2024-05-31,15599678280
2024-06-03,15598511599
2024-06-04,15921681960
2024-06-05,15954349000
2024-06-06,15994016120
2024-06-07,15943848880
2024-06-10,16158518000
2024-06-11,15980015960
2024-06-12,16023183120
2024-06-13,16124684280
2024-06-14,16254185760
2024-06-17,16258852480
2024-06-18,16479355000
2024-06-20,16355686920
2024-06-21,16445521280
2024-06-24,16720857760
2024-06-25,16464188160
2024-06-26,16233185519
2024-06-27,16396520720
2024-06-28,16638023480
2024-07-01,16471188240
2024-07-02,16451354679
2024-07-03,16267019240
2024-07-05,16193518400
2024-07-08,16233185519
2024-07-09,16229685480
2024-07-10,16335853360
2024-07-11,16445521280
2024-07-12,16408187519
2024-07-15,16327686599
2024-07-16,16640356840
2024-07-17,16832859040
2024-07-18,16892359720
2024-07-19,16765191599
2024-07-22,16920360040
2024-07-23,16766358280
2024-07-24,16731357880
2024-07-25,16347520160
2024-07-26,16625190000
2024-07-29,16702190880
2024-07-30,16502605730
2024-07-31,16322759910
2024-08-01,17098199030
2024-08-02,17519785660
2024-08-05,17111045160
2024-08-06,17545477920
2024-08-07,17623722530
2024-08-08,17875973810
2024-08-09,17875973810
