,IDXX
2009-06-29,2717564430
2009-06-30,2709907200
2009-07-01,2685858240
2009-07-02,2627202240
2009-07-06,2639520000
2009-07-07,2691137280
2009-07-08,2697002880
2009-07-09,2634827520
2009-07-10,2590835520
2009-07-13,2599047360
2009-07-14,2585556480
2009-07-15,2638933440
2009-07-16,2694656640
2009-07-17,2692896960
2009-07-20,2701108800
2009-07-21,2719292160
2009-07-22,2665328640
2009-07-23,2814901440
2009-07-24,2950396800
2009-07-27,2932213440
2009-07-28,2885288640
2009-07-29,2921068800
2009-07-30,2949810240
2009-07-31,2922241920
2009-08-03,2908164480
2009-08-04,2979138240
2009-08-05,2976792000
2009-08-06,2944531200
2009-08-07,2989696320
2009-08-10,2988523200
2009-08-11,2955089280
2009-08-12,2958608640
2009-08-13,2973859200
2009-08-14,2958022080
2009-08-17,2915789760
2009-08-18,2928694080
2009-08-19,2959195200
2009-08-20,2966820480
2009-08-21,2975618880
2009-08-24,2982657600
2009-08-25,3000840960
2009-08-26,2994975360
2009-08-27,3017264640
2009-08-28,2991456000
2009-08-31,2977378560
2009-09-01,2898192960
2009-09-02,2894673600
2009-09-03,2898779520
2009-09-04,2938079040
2009-09-08,2939838720
2009-09-09,3009639360
2009-09-10,3038380800
2009-09-11,3059496960
2009-09-14,3101142720
2009-09-15,3108768000
2009-09-16,3170356800
2009-09-17,3158625600
2009-09-18,3155692800
2009-09-21,3223147200
2009-09-22,3132816960
2009-09-23,3036621120
2009-09-24,2962128000
2009-09-25,2935146240
2009-09-28,3026649600
2009-09-29,3014918400
2009-09-30,2901650000
2009-10-01,2804154560
2009-10-02,2787905320
2009-10-05,2818662810
2009-10-06,2879597460
2009-10-07,2903390990
2009-10-08,2924282870
2009-10-09,2930086170
2009-10-12,2901650000
2009-10-13,2874954820
2009-10-14,2924863200
2009-10-15,2950978050
2009-10-16,2968387950
2009-10-19,3021778310
2009-10-20,3006109400
2009-10-21,2993922470
2009-10-22,3052535800
2009-10-23,3155834540
2009-10-26,3142486950
2009-10-27,3132041010
2009-10-28,3111729460
2009-10-29,3062981740
2009-10-30,2966646960
2009-11-02,2953879700
2009-11-03,2956781350
2009-11-04,2938791120
2009-11-05,2997404450
2009-11-06,3006109400
2009-11-09,3036866890
2009-11-10,3064722730
2009-11-11,3045571840
2009-11-12,2995083130
2009-11-13,3032224250
2009-11-16,3084453950
2009-11-17,3094319560
2009-11-18,3067044050
2009-11-19,2988699500
2009-11-20,2944014090
2009-11-23,2973610920
2009-11-24,2935309140
2009-11-25,2954460030
2009-11-27,2955040360
2009-11-30,2904551650
2009-12-01,2944594420
2009-12-02,2982896200
2009-12-03,2984637190
2009-12-04,3042089860
2009-12-07,3027001280
2009-12-08,3007850390
2009-12-09,2989860160
2009-12-10,3018876660
2009-12-11,3027001280
2009-12-14,3047893160
2009-12-15,3073427680
2009-12-16,3035706230
2009-12-17,3018876660
2009-12-18,3015975010
2009-12-21,3036286560
2009-12-22,3083873620
2009-12-23,3125657380
2009-12-24,3117532760
2009-12-28,3144227940
2009-12-29,3157575530
2009-12-30,3169182130
2009-12-31,3101863850
2010-01-04,3138424640
2010-01-05,3143647610
2010-01-06,3151191900
2010-01-07,3270739880
2010-01-08,3244625030
2010-01-11,3352566410
2010-01-12,3347343440
2010-01-13,3432651950
2010-01-14,3460507790
2010-01-15,3429750300
2010-01-19,3444258550
2010-01-20,3428009310
2010-01-21,3386805880
2010-01-22,3318907270
2010-01-25,3293372750
2010-01-26,3303238360
2010-01-27,3290471100
2010-01-28,3364173010
2010-01-29,3046152170
2010-02-01,2897587690
2010-02-02,2955040360
2010-02-03,2952719040
2010-02-04,2930086170
2010-02-05,2904551650
2010-02-08,2901069670
2010-02-09,2934148480
2010-02-10,2925443530
2010-02-11,3017135670
2010-02-12,3093739230
2010-02-16,3109408140
2010-02-17,3112309790
2010-02-18,3127398370
2010-02-19,3072847350
2010-02-22,3057758770
2010-02-23,3046732500
2010-02-24,3078650650
2010-02-25,3046732500
2010-02-26,3064142400
2010-03-01,3146549260
2010-03-02,3216188860
2010-03-03,3244044700
2010-03-04,3217349520
2010-03-05,3275962850
2010-03-08,3282926810
2010-03-09,3258552950
2010-03-10,3246946350
2010-03-11,3242303710
2010-03-12,3264936580
2010-03-15,3285828460
2010-03-16,3279444830
2010-03-17,3293372750
2010-03-18,3340959810
2010-03-19,3357209050
2010-03-22,3410019080
2010-03-23,3433232280
2010-03-24,3325871230
2010-03-25,3321228590
2010-03-26,3242884040
2010-03-29,3339799150
2010-03-30,3345602450
2010-03-31,3323339850
2010-04-01,3353368290
2010-04-05,3346438650
2010-04-06,3330269490
2010-04-07,3359142990
2010-04-08,3368959980
2010-04-09,3407073000
2010-04-12,3433059150
2010-04-13,3435946500
2010-04-14,3461355180
2010-04-15,3515059890
2010-04-16,3482721570
2010-04-19,3460200240
2010-04-20,3470017230
2010-04-21,3449805780
2010-04-22,3487918800
2010-04-23,3860964420
2010-04-26,3831513449
2010-04-27,3818231640
2010-04-28,3791668020
2010-04-29,3826316220
2010-04-30,3819386580
2010-05-03,3877711050
2010-05-04,3825738750
2010-05-05,3796287779
2010-05-06,3688878360
2010-05-07,3555482790
2010-05-10,3733921020
2010-05-11,3784738380
2010-05-12,3848837550
2010-05-13,3844795260
2010-05-14,3728146320
2010-05-17,3735075960
2010-05-18,3687145950
2010-05-19,3676174020
2010-05-20,3495425910
2010-05-21,3581468940
2010-05-24,3526609290
2010-05-25,3503510490
2010-05-26,3493116030
2010-05-27,3592440870
2010-05-28,3651920280
2010-06-01,3598215570
2010-06-02,3710244750
2010-06-03,3715441980
2010-06-04,3590708460
2010-06-07,3515059890
2010-06-08,3539313630
2010-06-09,3590708460
2010-06-10,3679638840
2010-06-11,3729878730
2010-06-14,3704470050
2010-06-15,3731033670
2010-06-16,3736230900
2010-06-17,3755287410
2010-06-18,3744892949
2010-06-21,3744892949
2010-06-22,3661737270
2010-06-23,3629976420
2010-06-24,3580314000
2010-06-25,3629398950
2010-06-28,3657694980
2010-06-29,3532383990
2010-06-30,3509058000
2010-07-01,3500991200
2010-07-02,3507905600
2010-07-06,3475062200
2010-07-07,3647057900
2010-07-08,3614502600
2010-07-09,3672122600
2010-07-12,3653684200
2010-07-13,3672698800
2010-07-14,3649074600
2010-07-15,3605859600
2010-07-16,3508481800
2010-07-19,3437033000
2010-07-20,3512515200
2010-07-21,3427237600
2010-07-22,3575321000
2010-07-23,3450861800
2010-07-26,3479095600
2010-07-27,3497534000
2010-07-28,3404189600
2010-07-29,3366736600
2010-07-30,3384598800
2010-08-02,3437609200
2010-08-03,3415137400
2010-08-04,3464690600
2010-08-05,3431847200
2010-08-06,3411541912
2010-08-09,3445099800
2010-08-10,3381717800
2010-08-11,3285492400
2010-08-12,3257834800
2010-08-13,3242853600
2010-08-16,3237091600
2010-08-17,3279730400
2010-08-18,3292983000
2010-08-19,3279154200
2010-08-20,3287221000
2010-08-23,3272816000
2010-08-24,3208857800
2010-08-25,3229024800
2010-08-26,3218077000
2010-08-27,3283763800
2010-08-30,3197910000
2010-08-31,3184657400
2010-09-01,3292406800
2010-09-02,3344264800
2010-09-03,3359246000
2010-09-07,3310269000
2010-09-08,3321216800
2010-09-09,3303930800
2010-09-10,3311997600
2010-09-13,3325826400
2010-09-14,3356941200
2010-09-15,3400156200
2010-09-16,3403037200
2010-09-17,3453166600
2010-09-20,3506753200
2010-09-21,3415137400
2010-09-22,3420323200
2010-09-23,3443371200
2010-09-24,3489467200
2010-09-27,3474486000
2010-09-28,3500991200
2010-09-29,3510210400
2010-09-30,3546122600
2010-10-01,3578871950
2010-10-04,3554740850
2010-10-05,3610472200
2010-10-06,3575424650
2010-10-07,3559337250
2010-10-08,3554166300
2010-10-11,3553591750
2010-10-12,3534631600
2010-10-13,3570253700
2010-10-14,3569679150
2010-10-15,3577722850
2010-10-18,3661607150
2010-10-19,3584617450
2010-10-20,3590937500
2010-10-21,3588639300
2010-10-22,3627708700
2010-10-25,3537504350
2010-10-26,3504755000
2010-10-27,3466834700
2010-10-28,3475452950
2010-10-29,3445001800
2010-11-01,3458216450
2010-11-02,3449023650
2010-11-03,3497285850
2010-11-04,3548420800
2010-11-05,3551293550
2010-11-08,3601279400
2010-11-09,3616217700
2010-11-10,3697229249
2010-11-11,3674821800
2010-11-12,3625410500
2010-11-15,3654138000
2010-11-16,3631730550
2010-11-17,3647817950
2010-11-18,3704698400
2010-11-19,3708720250
2010-11-22,3690909199
2010-11-23,3732276799
2010-11-24,3782262650
2010-11-26,3730553150
2010-11-29,3693781950
2010-11-30,3689185549
2010-12-01,3771920750
2010-12-02,3806393750
2010-12-03,3834546699
2010-12-06,3805819199
2010-12-07,3851208650
2010-12-08,3858677800
2010-12-09,3872467000
2010-12-10,4006911699
2010-12-13,4027595499
2010-12-14,4082752300
2010-12-15,4107457949
2010-12-16,4079305000
2010-12-17,4127567200
2010-12-20,4118948950
2010-12-21,4089646900
2010-12-22,4098839700
2010-12-23,4080454100
2010-12-27,4105734299
2010-12-28,4091945100
2010-12-29,4048279299
2010-12-30,4033341000
2010-12-31,3977173540
2011-01-03,4007625750
2011-01-04,3957638159
2011-01-05,3970278699
2011-01-06,3964533000
2011-01-07,3934655360
2011-01-10,3935804500
2011-01-11,3961085580
2011-01-12,3985217520
2011-01-13,3935804500
2011-01-14,3983493810
2011-01-18,4053591350
2011-01-19,4028310270
2011-01-20,4024862850
2011-01-21,4034055969
2011-01-24,4096684100
2011-01-25,4140351420
2011-01-26,4198382989
2011-01-27,4200106699
2011-01-28,4071403020
2011-01-31,4119666900
2011-02-01,4167930780
2011-02-02,4172527340
2011-02-03,4242050310
2011-02-04,4275949940
2011-02-07,4313296990
2011-02-08,4309275000
2011-02-09,4311573280
2011-02-10,4340876350
2011-02-11,4407526470
2011-02-14,4458088630
2011-02-15,4491413690
2011-02-16,4488540840
2011-02-17,4474751160
2011-02-18,4558063810
2011-02-22,4452917500
2011-02-23,4381096250
2011-02-24,4351793180
2011-02-25,4461536050
2011-02-28,4464408900
2011-03-01,4460961480
2011-03-02,4513821920
2011-03-03,4546572410
2011-03-04,4490839120
2011-03-07,4418443300
2011-03-08,4459812340
2011-03-09,4456939490
2011-03-10,4406377330
2011-03-11,4419017870
2011-03-14,4393736790
2011-03-15,4331108660
2011-03-16,4296634460
2011-03-17,4321340970
2011-03-18,4352942320
2011-03-21,4401206200
2011-03-22,4387991090
2011-03-23,4383394530
2011-03-24,4405802760
2011-03-25,4423039860
2011-03-28,4387991090
2011-03-29,4415570450
2011-03-30,4425912710
2011-03-31,4422852720
2011-04-01,4545423360
2011-04-04,4548287160
2011-04-05,4522512960
2011-04-06,4490438400
2011-04-07,4450345200
2011-04-08,4452636240
2011-04-11,4435453440
2011-04-12,4427434800
2011-04-13,4438317240
2011-04-14,4473255600
2011-04-15,4555733040
2011-04-18,4447481400
2011-04-19,4475546640
2011-04-20,4575206880
2011-04-21,4589525880
2011-04-25,4576352400
2011-04-26,4605563160
2011-04-27,4641074280
2011-04-28,4645083600
2011-04-29,4663984680
2011-05-02,4653102240
2011-05-03,4598690040
2011-05-04,4576352400
2011-05-05,4620454920
2011-05-06,4653102240
2011-05-09,4682313000
2011-05-10,4719542400
2011-05-11,4710951000
2011-05-12,4718969640
2011-05-13,4647374640
2011-05-16,4613009040
2011-05-17,4562606160
2011-05-18,4670857800
2011-05-19,4660548120
2011-05-20,4585516560
2011-05-23,4467528000
2011-05-24,4444617600
2011-05-25,4465236960
2011-05-26,4514494320
2011-05-27,4485283560
2011-05-31,4508766720
2011-06-01,4409106480
2011-06-02,4340948040
2011-06-03,4277944440
2011-06-06,4202912879
2011-06-07,4224105000
2011-06-08,4174274879
2011-06-09,4212649800
2011-06-10,4159955879
2011-06-13,4147927920
2011-06-14,4249879200
2011-06-15,4186875599
2011-06-16,4179429720
2011-06-17,4194321480
2011-06-20,4252170239
2011-06-21,4330065600
2011-06-22,4318610400
2011-06-23,4314028320
2011-06-24,4281953760
2011-06-27,4295127240
2011-06-28,4416552360
2011-06-29,4454354520
2011-06-30,4397574440
2011-07-01,4460510330
2011-07-05,4448036550
2011-07-06,4508704480
2011-07-07,4558599600
2011-07-08,4508137490
2011-07-11,4421388020
2011-07-12,4452005480
2011-07-13,4494529730
2011-07-14,4445201600
2011-07-15,4450304510
2011-07-18,4390203570
2011-07-19,4486024880
2011-07-20,4513240400
2011-07-21,4619834520
2011-07-22,4931112030
2011-07-25,4910700390
2011-07-26,4839259650
2011-07-27,4681636430
2011-07-28,4715655830
2011-07-29,4702615060
2011-08-01,4637411210
2011-08-02,4491127790
2011-08-03,4492828760
2011-08-04,4294382259
2011-08-05,4221240550
2011-08-08,4032999869
2011-08-09,4311958950
2011-08-10,4116347399
2011-08-11,4321597780
2011-08-12,4416285110
2011-08-15,4431593840
2011-08-16,4383399690
2011-08-17,4387935610
2011-08-18,4205364830
2011-08-19,4167376500
2011-08-22,4142995929
2011-08-23,4293248280
2011-08-24,4289846340
2011-08-25,4220106570
2011-08-26,4327267680
2011-08-29,4568238430
2011-08-30,4556898630
2011-08-31,4523446220
2011-09-01,4410615210
2011-09-02,4282475470
2011-09-06,4269434700
2011-09-07,4399275410
2011-09-08,4343710390
2011-09-09,4138460009
2011-09-12,4171912420
2011-09-13,4205931820
2011-09-14,4258094899
2011-09-15,4240518210
2011-09-16,4238817240
2011-09-19,4179850280
2011-09-20,4222941520
2011-09-21,4152634759
2011-09-22,4095368770
2011-09-23,4113512450
2011-09-26,4095368770
2011-09-27,4190623090
2011-09-28,4032999869
2011-09-29,4040937730
2011-09-30,3807695760
2011-10-03,3650905039
2011-10-04,3696727679
2011-10-05,3778435520
2011-10-06,3855174640
2011-10-07,3843028880
2011-10-10,3949028240
2011-10-11,3942403280
2011-10-12,3959517760
2011-10-13,3976632240
2011-10-14,3978288480
2011-10-17,3844685120
2011-10-18,3888299440
2011-10-19,3923632559
2011-10-20,4023006960
2011-10-21,4069381679
2011-10-24,4150537440
2011-10-25,4012517440
2011-10-26,3966142720
2011-10-27,4087600320
2011-10-28,4085944080
2011-10-31,3974423919
2011-11-01,3840820559
2011-11-02,3926392960
2011-11-03,4003684160
2011-11-04,4013069520
2011-11-07,4040673520
2011-11-08,4091464880
2011-11-09,3941299120
2011-11-10,3962278160
2011-11-11,4032944400
2011-11-14,3988225919
2011-11-15,4025767360
2011-11-16,3982705120
2011-11-17,4102506480
2011-11-18,3985465520
2011-11-21,3896028559
2011-11-22,3929705440
2011-11-23,3836403919
2011-11-25,3824258160
2011-11-28,3974976000
2011-11-29,4000923760
2011-11-30,4151089520
2011-12-01,4127902160
2011-12-02,4029079840
2011-12-05,4100298160
2011-12-06,4100298160
2011-12-07,4100298160
2011-12-08,3968351039
2011-12-09,4115204320
2011-12-12,4135631280
2011-12-13,4112443919
2011-12-14,4086496160
2011-12-15,4077110799
2011-12-16,4085944080
2011-12-19,4041777679
2011-12-20,4116308480
2011-12-21,4148881200
2011-12-22,4260953440
2011-12-23,4257088880
2011-12-27,4341557120
2011-12-28,4248807679
2011-12-29,4305671920
2011-12-30,4248807679
2012-01-03,4366400720
2012-01-04,4360327840
2012-01-05,4381858960
2012-01-06,4375786080
2012-01-09,4408910880
2012-01-10,4429889920
2012-01-11,4472400080
2012-01-12,4480681280
2012-01-13,4561284960
2012-01-17,4566805760
2012-01-18,4642992800
2012-01-19,4687159200
2012-01-20,4708138240
2012-01-23,4741815120
2012-01-24,4778804480
2012-01-25,4801439760
2012-01-26,4820210480
2012-01-27,4607659680
2012-01-30,4675565520
2012-01-31,4670044720
2012-02-01,4768314960
2012-02-02,4791502320
2012-02-03,4777700320
2012-02-06,4732981840
2012-02-07,4739606800
2012-02-08,4751200480
2012-02-09,4751200480
2012-02-10,4730221440
2012-02-13,4799783520
2012-02-14,4826283360
2012-02-15,4853335280
2012-02-16,4915168240
2012-02-17,4885355920
2012-02-21,4890876720
2012-02-22,4898053760
2012-02-23,4863824800
2012-02-24,4857751920
2012-02-27,4825179200
2012-02-28,4810825120
2012-02-29,4734086000
2012-03-01,4755065040
2012-03-02,4700409120
2012-03-05,4686055040
2012-03-06,4583368160
2012-03-07,4595513920
2012-03-08,4631951200
2012-03-09,4697648720
2012-03-12,4582264000
2012-03-13,4658451040
2012-03-14,4637472000
2012-03-15,4685502960
2012-03-16,4667284320
2012-03-19,4631399120
2012-03-20,4660107280
2012-03-21,4666732240
2012-03-22,4617045040
2012-03-23,4662315600
2012-03-26,4753408800
2012-03-27,4756721280
2012-03-28,4792606480
2012-03-29,4783773200
2012-03-30,4827939600
2012-04-02,4797931690
2012-04-03,4819412500
2012-04-04,4788017470
2012-04-05,4790220630
2012-04-09,4740649530
2012-04-10,4647015230
2012-04-11,4676757890
2012-04-12,4749462170
2012-04-13,4682816580
2012-04-16,4648116810
2012-04-17,4772595350
2012-04-18,4829877510
2012-04-19,4856866220
2012-04-20,4761028760
2012-04-23,4690527640
2012-04-24,4708703710
2012-04-25,4750563750
2012-04-26,4782509570
2012-04-27,4857967800
2012-04-30,4843096470
2012-05-01,4890464410
2012-05-02,4900929420
2012-05-03,4887710460
2012-05-04,4801236430
2012-05-07,4896523100
2012-05-08,4907538900
2012-05-09,4851909110
2012-05-10,4858518590
2012-05-11,4853561480
2012-05-14,4774247720
2012-05-15,4784712730
2012-05-16,4732938470
2012-05-17,4634347060
2012-05-18,4523087480
2012-05-21,4646464440
2012-05-22,4650870760
2012-05-23,4670699200
2012-05-24,4750012960
2012-05-25,4743403480
2012-05-29,4792974580
2012-05-30,4705949760
2012-05-31,4672902360
2012-06-01,4512071680
2012-06-04,4544568290
2012-06-05,4612315460
2012-06-06,4698238700
2012-06-07,4677859470
2012-06-08,4715863980
2012-06-11,4685019740
2012-06-12,4708703710
2012-06-13,4704297390
2012-06-14,4846401210
2012-06-15,4867882020
2012-06-18,5006681100
2012-06-19,5185687850
2012-06-20,5224793940
2012-06-21,5041931660
2012-06-22,5135015170
2012-06-25,5099764610
2012-06-26,5163656250
2012-06-27,5247927120
2012-06-28,5154292820
2012-06-29,5294744270
2012-07-02,5385022760
2012-07-03,5358652520
2012-07-05,5286134360
2012-07-06,5247128380
2012-07-09,5264159160
2012-07-10,5161425100
2012-07-11,5236690160
2012-07-12,5144394320
2012-07-13,5075172440
2012-07-16,4982876600
2012-07-17,5054845380
2012-07-18,5057592280
2012-07-19,5093301980
2012-07-20,4935629920
2012-07-23,4824105780
2012-07-24,4791142980
2012-07-25,4814766320
2012-07-26,4829599580
2012-07-27,4918599140
2012-07-30,4896623940
2012-07-31,4843883460
2012-08-01,4830148960
2012-08-02,4807075000
2012-08-03,4945518760
2012-08-06,4931784260
2012-08-07,4901018980
2012-08-08,4940574340
2012-08-09,4922994180
2012-08-10,5083962520
2012-08-13,5010345600
2012-08-14,5024080100
2012-08-15,5096598260
2012-08-16,5151536260
2012-08-17,5183949680
2012-08-20,5179554640
2012-08-21,5159227580
2012-08-22,5125715400
2012-08-23,5164172000
2012-08-24,5164172000
2012-08-27,5171313940
2012-08-28,5224603800
2012-08-29,5211968060
2012-08-30,5197134800
2012-08-31,5222406280
2012-09-04,5313053980
2012-09-05,5324590960
2012-09-06,5426226260
2012-09-07,5412491760
2012-09-10,5397658500
2012-09-11,5374584540
2012-09-12,5448201460
2012-09-13,5460287820
2012-09-14,5493800000
2012-09-17,5355356240
2012-09-18,5363596940
2012-09-19,5363047560
2012-09-20,5408646100
2012-09-21,5440510140
2012-09-24,5502040700
2012-09-25,5489954340
2012-09-26,5438312620
2012-09-27,5471275420
2012-09-28,5458090300
2012-10-01,5343662220
2012-10-02,5345850900
2012-10-03,5372115060
2012-10-04,5416983000
2012-10-05,5405492430
2012-10-08,5410964130
2012-10-09,5238058410
2012-10-10,5235322560
2012-10-11,5302077300
2012-10-12,5249548980
2012-10-15,5309737680
2012-10-16,5363907510
2012-10-17,5389077330
2012-10-18,5414794320
2012-10-19,5339832030
2012-10-22,5356247130
2012-10-23,5307001830
2012-10-24,5255567850
2012-10-25,5265964080
2012-10-26,5239699920
2012-10-31,5263775400
2012-11-01,5221643310
2012-11-02,5178416880
2012-11-05,5137926300
2012-11-06,5137379130
2012-11-07,5082662130
2012-11-08,4919605470
2012-11-09,4899907350
2012-11-12,4908662070
2012-11-13,4923982830
2012-11-14,4887322440
2012-11-15,4911397920
2012-11-16,4942039440
2012-11-19,5067888540
2012-11-20,5031228150
2012-11-21,5026850790
2012-11-23,5146133850
2012-11-26,5139567810
2012-11-27,5050379100
2012-11-28,5002228140
2012-11-29,5102907420
2012-11-30,5114397990
2012-12-03,5042718720
2012-12-04,5051473440
2012-12-05,5071171560
2012-12-06,5094152700
2012-12-07,5116586670
2012-12-10,5133548940
2012-12-11,5170756500
2012-12-12,5230398030
2012-12-13,5200303680
2012-12-14,5235322560
2012-12-17,5248454640
2012-12-18,5255020680
2012-12-19,5230398030
2012-12-20,5265964080
2012-12-21,5211247080
2012-12-24,5212341420
2012-12-26,5064605520
2012-12-27,5084303640
2012-12-28,5018096070
2012-12-31,5065766400
2013-01-02,5134001400
2013-01-03,5131272000
2013-01-04,5179309440
2013-01-07,5209878720
2013-01-08,5240993880
2013-01-09,5302678320
2013-01-10,5309228880
2013-01-11,5300494800
2013-01-14,5238264480
2013-01-15,5183130600
2013-01-16,5152561320
2013-01-17,5149286040
2013-01-18,5090331000
2013-01-22,5212608120
2013-01-23,5198961120
2013-01-24,5274838440
2013-01-25,5429322480
2013-01-28,5439694200
2013-01-29,5317962960
2013-01-30,5249182080
2013-01-31,5197323480
2013-02-01,5156382480
2013-02-04,5110528560
2013-02-05,5120354400
2013-02-06,5125813200
2013-02-07,5125813200
2013-02-08,5107799160
2013-02-11,5107253280
2013-02-12,5072862840
2013-02-13,5026463040
2013-02-14,5004627840
2013-02-15,4978425600
2013-02-19,5019912480
2013-02-20,5025917160
2013-02-21,4978971480
2013-02-22,5033013600
2013-02-25,5033013600
2013-02-26,4983884400
2013-02-27,5052119400
2013-02-28,5028646560
2013-03-01,4981155000
2013-03-04,4975696200
2013-03-05,5090331000
2013-03-06,5029192440
2013-03-07,4968599760
2013-03-08,4992618480
2013-03-11,5012816040
2013-03-12,4995347880
2013-03-13,5003536080
2013-03-14,5061399360
2013-03-15,5046660600
2013-03-18,4977879720
2013-03-19,4987159680
2013-03-20,4998623160
2013-03-21,5000260800
2013-03-22,5025917160
2013-03-25,4981700880
2013-03-26,5037380640
2013-03-27,5070679320
2013-03-28,5043385320
2013-04-01,4874846100
2013-04-02,4883970000
2013-04-03,4780386900
2013-04-04,4810442100
2013-04-05,4815809100
2013-04-08,4851231300
2013-04-09,4857671700
2013-04-10,4878066300
2013-04-11,4881823200
2013-04-12,4756772100
2013-04-15,4707932400
2013-04-16,4810978800
2013-04-17,4774483200
2013-04-18,4793804400
2013-04-19,4860355200
2013-04-22,4830300000
2013-04-23,4650505500
2013-04-24,4522770900
2013-04-25,4670900100
2013-04-26,4719203100
2013-04-29,4742281200
2013-04-30,4720813200
2013-05-01,4574830800
2013-05-02,4529748000
2013-05-03,4578587700
2013-05-06,4604886000
2013-05-07,4610253000
2013-05-08,4688611200
2013-05-09,4659629400
2013-05-10,4710079200
2013-05-13,4669290000
2013-05-14,4764285900
2013-05-15,4697735100
2013-05-16,4647822000
2013-05-17,4637088000
2013-05-20,4596835500
2013-05-21,4592005200
2013-05-22,4474467900
2013-05-23,4534041600
2013-05-24,4498082700
2013-05-28,4533504900
2013-05-29,4492179000
2013-05-30,4465880700
2013-05-31,4424554800
2013-06-03,4450853100
2013-06-04,4491642300
2013-06-05,4485738600
2013-06-06,4510963500
2013-06-07,4501839600
2013-06-10,4507206600
2013-06-11,4565170200
2013-06-12,4611863100
2013-06-13,4795951200
2013-06-14,4791657600
2013-06-17,4877529600
2013-06-18,4856598300
2013-06-19,4779313500
2013-06-20,4732620600
2013-06-21,4824933000
2013-06-24,4801854900
2013-06-25,4844254200
2013-06-26,4868405700
2013-06-27,4868942400
2013-06-28,4813662300
2013-07-01,4758788500
2013-07-02,4712632500
2013-07-03,4653888500
2013-07-05,4776097000
2013-07-08,4778195000
2013-07-09,4853723000
2013-07-10,4797601500
2013-07-11,4891487000
2013-07-12,4924530500
2013-07-15,5039396000
2013-07-16,5012122000
2013-07-17,5037822500
2013-07-18,5014220000
2013-07-19,5036249000
2013-07-22,5109679000
2013-07-23,5054606500
2013-07-24,5076635500
2013-07-25,5107056500
2013-07-26,5066670000
2013-07-29,5125938500
2013-07-30,5132232500
2013-07-31,5139575500
2013-08-01,5202515500
2013-08-02,5187829500
2013-08-05,5174192500
2013-08-06,5113350500
2013-08-07,5075586500
2013-08-08,5087650000
2013-08-09,5079258000
2013-08-12,5090272500
2013-08-13,5087650000
2013-08-14,5062998500
2013-08-15,5017367000
2013-08-16,5022612000
2013-08-19,5035200000
2013-08-20,5061949500
2013-08-21,5028381500
2013-08-22,5094993000
2013-08-23,5102860500
2013-08-26,5121218000
2013-08-27,5011073000
2013-08-28,4997436000
2013-08-29,4991666500
2013-08-30,4920859000
2013-09-03,4887815500
2013-09-04,5000583000
2013-09-05,4995862500
2013-09-06,5003730000
2013-09-09,5056704500
2013-09-10,5097615500
2013-09-11,5099713500
2013-09-12,5054082000
2013-09-13,5073908100
2013-09-16,5089748000
2013-09-17,5143771500
2013-09-18,5158352600
2013-09-19,5144296000
2013-09-20,5164227000
2013-09-23,5202515500
2013-09-24,5140624500
2013-09-25,5123840500
2013-09-26,5153737000
2013-09-27,5169996500
2013-09-30,5177913650
2013-10-01,5338473140
2013-10-02,5340551580
2013-10-03,5261570860
2013-10-04,5299502390
2013-10-07,5279237600
2013-10-08,5258972810
2013-10-09,5266247350
2013-10-10,5359777150
2013-10-11,5412777370
2013-10-14,5517218980
2013-10-15,5465257980
2013-10-16,5497473800
2013-10-17,5520336640
2013-10-18,5532287670
2013-10-21,5506307170
2013-10-22,5363934030
2013-10-23,5452787340
2013-10-24,5401345950
2013-10-25,5435120600
2013-10-28,5581131010
2013-10-29,5627376300
2013-10-30,5602954630
2013-10-31,5604513460
2013-11-01,5622180200
2013-11-04,5654915630
2013-11-05,5647121480
2013-11-06,5645043040
2013-11-07,5640886160
2013-11-08,5695445210
2013-11-11,5636729280
2013-11-12,5544238700
2013-11-13,5503709120
2013-11-14,5531248450
2013-11-15,5559827000
2013-11-18,5512542490
2013-11-19,5563464270
2013-11-20,5578013350
2013-11-21,5586327110
2013-11-22,5481365890
2013-11-25,5476169790
2013-11-26,5431483330
2013-11-27,5428885280
2013-11-29,5412257760
2013-12-02,5456944220
2013-12-03,5453826560
2013-12-04,5423689180
2013-12-05,5403944000
2013-12-06,5403944000
2013-12-09,5410179320
2013-12-10,5377963500
2013-12-11,5307816150
2013-12-12,5278717990
2013-12-13,5314051470
2013-12-16,5374326230
2013-12-17,5421610740
2013-12-18,5403944000
2013-12-19,5394071410
2013-12-20,5466816810
2013-12-23,5473571740
2013-12-24,5507866000
2013-12-26,5493316920
2013-12-27,5547875970
2013-12-30,5543719090
2013-12-31,5490500290
2014-01-02,5421333510
2014-01-03,5486370930
2014-01-06,5436302440
2014-01-07,5567409620
2014-01-08,5590637270
2014-01-09,5625220660
2014-01-10,5628833850
2014-01-13,5594250460
2014-01-14,5678386170
2014-01-15,5786781870
2014-01-16,5807428670
2014-01-17,5862658860
2014-01-21,5893629060
2014-01-22,5914275860
2014-01-23,5915308200
2014-01-24,5847173760
2014-01-27,5828075470
2014-01-28,5838398870
2014-01-29,5855948650
2014-01-30,5871743452
2014-01-31,5897758420
2014-02-03,5630898530
2014-02-04,5941116700
2014-02-05,5999443910
2014-02-06,6041769850
2014-02-07,6136745130
2014-02-10,6239462960
2014-02-11,6311726760
2014-02-12,6332373560
2014-02-13,6404121190
