,VIAV
2023-04-11,2293104000
2023-04-12,2284216000
2023-04-13,2308658000
2023-04-14,2275328000
2023-04-17,2068682000
2023-04-18,2030908000
2023-04-19,2006465999
2023-04-20,1995356000
2023-04-21,1984246000
2023-04-24,1997578000
2023-04-25,1939806000
2023-04-26,1926474000
2023-04-27,1950915999
2023-04-28,1990912000
2023-05-01,1997578000
2023-05-02,1968691999
2023-05-03,2002022000
2023-05-04,2022020000
2023-05-05,2035352000
2023-05-08,2022020000
2023-05-09,1984246000
2023-05-10,2033130000
2023-05-11,2037574000
2023-05-12,2035352000
2023-05-15,2064237999
2023-05-16,2048684000
2023-05-17,2106456000
2023-05-18,2139786000
2023-05-19,2150896000
2023-05-22,2182004000
2023-05-23,2150896000
2023-05-24,2108678000
2023-05-25,2144230000
2023-05-26,2222000000
2023-05-30,2241998000
2023-05-31,2186448000
2023-06-01,2179782000
2023-06-02,2219778000
2023-06-05,2144230000
2023-06-06,2168672000
2023-06-07,2206446000
2023-06-08,2166450000
2023-06-09,2175338000
2023-06-12,2273106000
2023-06-13,2270884000
2023-06-14,2273106000
2023-06-15,2326434000
2023-06-16,2366430000
2023-06-20,2346432000
2023-06-21,2317546000
2023-06-22,2279772000
2023-06-23,2310880000
2023-06-26,2355320000
2023-06-27,2413092000
2023-06-28,2424202000
2023-06-29,2464198000
2023-06-30,2517526000
2023-07-03,2521920000
2023-07-05,2488620000
2023-07-06,2488620000
2023-07-07,2524140000
2023-07-10,2555220000
2023-07-11,2541900000
2023-07-12,2557440000
2023-07-13,2546340000
2023-07-14,2466420000
2023-07-17,2457540000
2023-07-18,2433120000
2023-07-19,2448660000
2023-07-20,2444220000
2023-07-21,2468640000
2023-07-24,2426460000
2023-07-25,2430900000
2023-07-26,2439780000
2023-07-27,2404260000
2023-07-28,2397600000
2023-07-31,2413140000
2023-08-01,2448660000
2023-08-02,2415360000
2023-08-03,2406480000
2023-08-04,2419800000
2023-08-07,2437560000
2023-08-08,2410920000
2023-08-09,2386500000
2023-08-10,2370960000
2023-08-11,2311020000
2023-08-14,2304360000
2023-08-15,2255520000
2023-08-16,2193360000
2023-08-17,2251080000
2023-08-18,2251080000
2023-08-21,2248860000
2023-08-22,2335440000
2023-08-23,2326560000
2023-08-24,2279940000
2023-08-25,2275500000
2023-08-28,2266620000
2023-08-29,2311020000
2023-08-30,2335440000
2023-08-31,2319900000
2023-09-01,2331000000
2023-09-05,2253300000
2023-09-06,2237760000
2023-09-07,2206680000
2023-09-08,2175600000
2023-09-11,2193360000
2023-09-12,2155620000
2023-09-13,2164500000
2023-09-14,2202240000
2023-09-15,2186700000
2023-09-18,2168940000
2023-09-19,2146740000
2023-09-20,2115659999
2023-09-21,2053500000
2023-09-22,2046840000
2023-09-25,2031300000
2023-09-26,1971360000
2023-09-27,2000220000
2023-09-28,2037960000
2023-09-29,2029080000
2023-10-02,1995825000
2023-10-03,2004725000
2023-10-04,1913500000
2023-10-05,1828950000
2023-10-06,1826725000
2023-10-09,1817825000
2023-10-10,1842299999
2023-10-11,1840075000
2023-10-12,1797800000
2023-10-13,1755525000
2023-10-16,1811150000
2023-10-17,1744400000
2023-10-18,1695450000
2023-10-19,1686550000
2023-10-20,1682100000
2023-10-23,1675425000
2023-10-24,1688775000
2023-10-25,1657625000
2023-10-26,1655400000
2023-10-27,1659850000
2023-10-30,1668750000
2023-10-31,1731050000
2023-11-01,1699900000
2023-11-02,1744400000
2023-11-03,1848975000
2023-11-06,1846750000
2023-11-07,1824499999
2023-11-08,1793350000
2023-11-09,1735500000
2023-11-10,1744400000
2023-11-13,1735500000
2023-11-14,1828950000
2023-11-15,1835625000
2023-11-16,1773325000
2023-11-17,1780000000
2023-11-20,1795575000
2023-11-21,1759975000
2023-11-22,1762200000
2023-11-24,1793350000
2023-11-27,1788899999
2023-11-28,1771100000
2023-11-29,1791125000
2023-11-30,1797800000
2023-12-01,1864550000
2023-12-04,1904600000
2023-12-05,1851200000
2023-12-06,1864550000
2023-12-07,1909050000
2023-12-08,1897924999
2023-12-11,1971349999
2023-12-12,1982475000
2023-12-13,2082599999
2023-12-14,2138224999
2023-12-15,2131550000
2023-12-18,2144900000
2023-12-19,2180500000
2023-12-20,2140449999
2023-12-21,2176050000
2023-12-22,2182725000
2023-12-26,2196075000
2023-12-27,2207200000
2023-12-28,2238350000
2023-12-29,2240575000
2024-01-02,2232230000
2024-01-03,2174250000
2024-01-04,2149720000
2024-01-05,2143029999
2024-01-08,2207700000
2024-01-09,2238920000
2024-01-10,2261220000
2024-01-11,2258990000
2024-01-12,2252300000
2024-01-16,2261220000
2024-01-17,2183170000
2024-01-18,2241150000
2024-01-19,2261220000
2024-01-22,2267910000
2024-01-23,2256760000
2024-01-24,2254530000
2024-01-25,2243380000
2024-01-26,2241150000
2024-01-29,2227770000
2024-01-30,2165330000
2024-01-31,2192090000
2024-02-01,2216620000
2024-02-02,2116270000
2024-02-05,2007000000
2024-02-06,2013689999
2024-02-07,1980240000
2024-02-08,1940099999
2024-02-09,1986930000
2024-02-12,2256760000
2024-02-13,2085050000
2024-02-14,2143029999
2024-02-15,2172020000
2024-02-16,2136340000
2024-02-20,2120730000
2024-02-21,2091740000
2024-02-22,2147490000
2024-02-23,2147490000
2024-02-26,2143029999
2024-02-27,2147490000
2024-02-28,2102890000
2024-02-29,2129650000
2024-03-01,2169790000
2024-03-04,2169790000
2024-03-05,2441850000
2024-03-06,2450770000
2024-03-07,2390560000
2024-03-08,2377180000
2024-03-11,2381640000
2024-03-12,2395020000
2024-03-13,2272370000
2024-03-14,2221080000
2024-03-15,2198780000
2024-03-18,2143029999
2024-03-19,2156410000
2024-03-20,2151950000
2024-03-21,2201010000
2024-03-22,2167560000
2024-03-25,2136340000
2024-03-26,2111810000
2024-03-27,2136340000
2024-03-28,2027070000
2024-04-01,1986930000
2024-04-02,2002540000
2024-04-03,2013689999
2024-04-04,1969090000
2024-04-05,1953480000
2024-04-08,1955710000
2024-04-09,1975779999
2024-04-10,1899960000
2024-04-11,1899960000
2024-04-12,1884349999
2024-04-15,1855360000
2024-04-16,1855360000
2024-04-17,1821910000
2024-04-18,1804070000
2024-04-19,1799610000
2024-04-22,1772850000
2024-04-23,1786230000
2024-04-24,1781770000
2024-04-25,1777310000
2024-04-26,1786230000
2024-04-29,1788460000
2024-04-30,1761700000
2024-05-01,1766160000
2024-05-02,1788460000
2024-05-03,1685880000
2024-05-06,1643510000
2024-05-07,1659120000
2024-05-08,1636820000
2024-05-09,1665810000
2024-05-10,1645740000
2024-05-13,1639050000
2024-05-14,1710410000
2024-05-15,1708180000
2024-05-16,1726020000
2024-05-17,1726020000
2024-05-20,1730480000
2024-05-21,1712640000
2024-05-22,1694800000
2024-05-23,1645740000
2024-05-24,1647970000
2024-05-28,1639050000
2024-05-29,1618980000
2024-05-30,1647970000
2024-05-31,1676960000
2024-06-03,1697030000
2024-06-04,1694800000
2024-06-05,1708180000
2024-06-06,1679190000
2024-06-07,1650200000
2024-06-10,1661350000
2024-06-11,1679190000
2024-06-12,1683650000
2024-06-13,1656890000
2024-06-14,1654660000
2024-06-17,1668040000
2024-06-18,1679190000
2024-06-20,1632360000
2024-06-21,1659120000
2024-06-24,1596680000
2024-06-25,1583300000
2024-06-26,1485180000
2024-06-27,1516400000
2024-06-28,1532010000
2024-07-01,1554310000
2024-07-02,1556540000
2024-07-03,1576610000
2024-07-05,1574380000
2024-07-08,1610060000
2024-07-09,1574380000
2024-07-10,1576610000
2024-07-11,1623440000
2024-07-12,1690340000
2024-07-15,1721560000
2024-07-16,1743860000
2024-07-17,1739400000
2024-07-18,1705950000
2024-07-19,1661350000
2024-07-22,1692570000
2024-07-23,1683650000
2024-07-24,1683650000
2024-07-25,1692570000
2024-07-26,1748320000
2024-07-29,1761700000
2024-07-30,1746090000
2024-07-31,1792919999
2024-08-01,1694800000
2024-08-02,1670270000
2024-08-05,1624980000
2024-08-06,1662822000
2024-08-07,1656144000
2024-08-08,1751994000
2024-08-09,1627170000
