,WEN
2023-09-14,4222623480
2023-09-15,4199651740
2023-09-18,4270655300
2023-09-19,4262301940
2023-09-20,4339570520
2023-09-21,4256036920
2023-09-22,4274831980
2023-09-25,4306157080
2023-09-26,4299892060
2023-09-27,4249771900
2023-09-28,4264390280
2023-09-29,4262301940
2023-10-02,4126997520
2023-10-03,3995197199
2023-10-04,3978722160
2023-10-05,4032266039
2023-10-06,3914881380
2023-10-09,3964306500
2023-10-10,4009612860
2023-10-11,3935475180
2023-10-12,3774843539
2023-10-13,3828387420
2023-10-16,3873693779
2023-10-17,3875753160
2023-10-18,3935475180
2023-10-19,3966365880
2023-10-20,3943712699
2023-10-23,3904584480
2023-10-24,3970484640
2023-10-25,3933415800
2023-10-26,3937534560
2023-10-27,3919000140
2023-10-30,3962247119
2023-10-31,3916940760
2023-11-01,3910762619
2023-11-02,3851040600
2023-11-03,3964306500
2023-11-06,3927237660
2023-11-07,3873693779
2023-11-08,3859278119
2023-11-09,3832506180
2023-11-10,3894287580
2023-11-13,3840743699
2023-11-14,3890168820
2023-11-15,3914881380
2023-11-16,3883990680
2023-11-17,3974603400
2023-11-20,3914881380
2023-11-21,3875753160
2023-11-22,3976662779
2023-11-24,3995197199
2023-11-27,3970484640
2023-11-28,3896346960
2023-11-29,3869575020
2023-11-30,3861337500
2023-12-01,4024028520
2023-12-04,4085809920
2023-12-05,3980781539
2023-12-06,3970484640
2023-12-07,3941653320
2023-12-08,3939593940
2023-12-11,4009612860
2023-12-12,3982840920
2023-12-13,4108463100
2023-12-14,4207313340
2023-12-15,4104344340
2023-12-18,4135235039
2023-12-19,4147591320
2023-12-20,4087869300
2023-12-21,4063156740
2023-12-22,4075513020
2023-12-26,4091988060
2023-12-27,4030206660
2023-12-28,4021969140
2023-12-29,4011672240
2024-01-02,3973948200
2024-01-03,3920551480
2024-01-04,3881530799
2024-01-05,3900014279
2024-01-08,4010915160
2024-01-09,4039667240
2024-01-10,4008861440
2024-01-11,3992431680
2024-01-12,3998592840
2024-01-16,3908229160
2024-01-17,3920551480
2024-01-18,3955464720
2024-01-19,3941088680
2024-01-22,3895906840
2024-01-23,3918497759
2024-01-24,3897960560
2024-01-25,3922605200
2024-01-26,3939034960
2024-01-29,3984216799
2024-01-30,3947249840
2024-01-31,3918497759
2024-02-01,3961625880
2024-02-02,3916444040
2024-02-05,3863047319
2024-02-06,3897960560
2024-02-07,3885638240
2024-02-08,3918497759
2024-02-09,3967787040
2024-02-12,4008861440
2024-02-13,3926712640
2024-02-14,3959572160
2024-02-15,3900014279
2024-02-16,3785005960
2024-02-20,3690534840
2024-02-21,3669997640
2024-02-22,3690534840
2024-02-23,3756253880
2024-02-26,3737770400
2024-02-27,3719286920
2024-02-28,3789113400
2024-02-29,3719286920
2024-03-01,3700803440
2024-03-04,3756253880
2024-03-05,3787059680
2024-03-06,3828134080
2024-03-07,3770629920
2024-03-08,3782952240
2024-03-11,3789113400
2024-03-12,3776791080
2024-03-13,3803489440
2024-03-14,3748039000
2024-03-15,3764468759
2024-03-18,3739824120
2024-03-19,3776791080
2024-03-20,3811704319
2024-03-21,3914390319
2024-03-22,3813758040
2024-03-25,3750092720
2024-03-26,3737770400
2024-03-27,3881530799
2024-03-28,3869208480
2024-04-01,3817865480
2024-04-02,3801435720
2024-04-03,3764468759
2024-04-04,3729555520
2024-04-05,3787059680
2024-04-08,3813758040
2024-04-09,3819919200
2024-04-10,3871262200
2024-04-11,3840456400
2024-04-12,3819919200
2024-04-15,3852778720
2024-04-16,3865101040
2024-04-17,3906175440
2024-04-18,3902068000
2024-04-19,3953411000
2024-04-22,4047882120
2024-04-23,4099225120
2024-04-24,4070473040
2024-04-25,4070473040
2024-04-26,4136192080
2024-04-29,4121816040
2024-04-30,4105386279
2024-05-01,4029398640
2024-05-02,4091010240
2024-05-03,4095117680
2024-05-06,3936981240
2024-05-07,3998592840
2024-05-08,3980109360
2024-05-09,3990377960
2024-05-10,3902068000
2024-05-13,3770629920
2024-05-14,3826080360
2024-05-15,3782952240
2024-05-16,3819919200
2024-05-17,3776791080
2024-05-20,3715179480
2024-05-21,3663836480
2024-05-22,3669997640
2024-05-23,3651514160
2024-05-24,3649460440
2024-05-28,3542667000
2024-05-29,3489270279
2024-05-30,3524183520
2024-05-31,3583741400
2024-06-03,3559096759
2024-06-04,3548828160
2024-06-05,3462571920
2024-06-06,3499538880
2024-06-07,3423551240
2024-06-10,3368100799
2024-06-11,3386584279
2024-06-12,3421497520
2024-06-13,3462571920
2024-06-14,3425604960
2024-06-17,3411228920
2024-06-18,3394799160
2024-06-20,3372208240
2024-06-21,3423551240
2024-06-24,3435873560
2024-06-25,3462571920
2024-06-26,3450249600
2024-06-27,3479001680
2024-06-28,3483109120
2024-07-01,3374261960
2024-07-02,3347563600
2024-07-03,3343456160
2024-07-05,3339348720
2024-07-08,3251038760
2024-07-09,3253092480
2024-07-10,3257199920
2024-07-11,3444088440
2024-07-12,3429712400
2024-07-15,3530344680
2024-07-16,3690534840
2024-07-17,3745985279
2024-07-18,3711072040
2024-07-19,3624815799
2024-07-22,3536505840
2024-07-23,3439981000
2024-07-24,3407121480
2024-07-25,3487216560
2024-07-26,3448195880
2024-07-29,3509807480
2024-07-30,3579633960
2024-07-31,3469278670
2024-08-01,3475426240
2024-08-02,3459032720
2024-08-05,3422147300
2024-08-06,3434442440
2024-08-07,3477475430
2024-08-08,3518459230
2024-08-09,3508213280
