,GLW
2023-03-06,29936680000
2023-03-07,29067359999
2023-03-08,29016720000
2023-03-09,28653800000
2023-03-10,28071440000
2023-03-13,27911080000
2023-03-14,28324640000
2023-03-15,27691640000
2023-03-16,28130520000
2023-03-17,27700080000
2023-03-20,28046119999
2023-03-21,28417480000
2023-03-22,27657880000
2023-03-23,27565039999
2023-03-24,27725400000
2023-03-27,28147400000
2023-03-28,28316199999
2023-03-29,28999840000
2023-03-30,29388080000
2023-03-31,29917440000
2023-04-03,29637600000
2023-04-04,29196640000
2023-04-05,29052480000
2023-04-06,28916800000
2023-04-10,29578240000
2023-04-11,29663039999
2023-04-12,29459520000
2023-04-13,29620640000
2023-04-14,29493440000
2023-04-17,29459520000
2023-04-18,29256000000
2023-04-19,28832000000
2023-04-20,28815039999
2023-04-21,28492800000
2023-04-24,28543679999
2023-04-25,27890720000
2023-04-26,27339520000
2023-04-27,27772000000
2023-04-28,28170560000
2023-05-01,28077280000
2023-05-02,27551520000
2023-05-03,26856160000
2023-05-04,26601760000
2023-05-05,26695040000
2023-05-08,26686560000
2023-05-09,26423680000
2023-05-10,26533920000
2023-05-11,26271040000
2023-05-12,26279520000
2023-05-15,26457600000
2023-05-16,25974240000
2023-05-17,26135360000
2023-05-18,26533920000
2023-05-19,26559360000
2023-05-22,26712000000
2023-05-23,26092960000
2023-05-24,26737440000
2023-05-25,26321920000
2023-05-26,26737440000
2023-05-30,26423680000
2023-05-31,26126880000
2023-06-01,26177760000
2023-06-02,26720480000
2023-06-05,26330400000
2023-06-06,26525440000
2023-06-07,27042720000
2023-06-08,26864640000
2023-06-09,27797440000
2023-06-12,27839840000
2023-06-13,27975520000
2023-06-14,28187520000
2023-06-15,28696320000
2023-06-16,30400800000
2023-06-20,29595200000
2023-06-21,29188160000
2023-06-22,29213600000
2023-06-23,28713280000
2023-06-26,28950720000
2023-06-27,29417119999
2023-06-28,29493440000
2023-06-29,29434080000
2023-06-30,29784000000
2023-07-03,29885999999
2023-07-05,29732999999
2023-07-06,29452500000
2023-07-07,29495000000
2023-07-10,29767000000
2023-07-11,30090000000
2023-07-12,30226000000
2023-07-13,30447000000
2023-07-14,28526000000
2023-07-17,28560000000
2023-07-18,28585500000
2023-07-19,28560000000
2023-07-20,28211499999
2023-07-21,28237000000
2023-07-24,28211499999
2023-07-25,28900000000
2023-07-26,29240000000
2023-07-27,28738500000
2023-07-28,28696000000
2023-07-31,28848999999
2023-08-01,28679000000
2023-08-02,28738500000
2023-08-03,28534500000
2023-08-04,28135000000
2023-08-07,28143500000
2023-08-08,27905500000
2023-08-09,27676000000
2023-08-10,27760999999
2023-08-11,27565500000
2023-08-14,27506000000
2023-08-15,27106500000
2023-08-16,26987500000
2023-08-17,27225500000
2023-08-18,27327500000
2023-08-21,27200000000
2023-08-22,27166000000
2023-08-23,27370000000
2023-08-24,27157500000
2023-08-25,27565500000
2023-08-28,27752500000
2023-08-29,27965000000
2023-08-30,27846000000
2023-08-31,27897000000
2023-09-01,27931000000
2023-09-05,27370000000
2023-09-06,27081000000
2023-09-07,26792000000
2023-09-08,26664500000
2023-09-11,26375500000
2023-09-12,26681500000
2023-09-13,26571000000
2023-09-14,26758000000
2023-09-15,26545500000
2023-09-18,26834500000
2023-09-19,27098000000
2023-09-20,26877000000
2023-09-21,26503000000
2023-09-22,26537000000
2023-09-25,26324500000
2023-09-26,25602000000
2023-09-27,25551000000
2023-09-28,25772000000
2023-09-29,25899500000
2023-10-02,25708710000
2023-10-03,25547020000
2023-10-04,25589570000
2023-10-05,25257680000
2023-10-06,25172580000
2023-10-09,25053440000
2023-10-10,24891750000
2023-10-11,24764100000
2023-10-12,23938630000
2023-10-13,23768430000
2023-10-16,24168400000
2023-10-17,23989690000
2023-10-18,23487600000
2023-10-19,23342930000
2023-10-20,23121670000
2023-10-23,22917430000
2023-10-24,22857860000
2023-10-25,22789780000
2023-10-26,22917430000
2023-10-27,22628090000
2023-10-30,22687660000
2023-10-31,22772760000
2023-11-01,22687660000
2023-11-02,23300380000
2023-11-03,23768430000
2023-11-06,23589720000
2023-11-07,23376970000
2023-11-08,23240810000
2023-11-09,23036570000
2023-11-10,23555680000
2023-11-13,23589720000
2023-11-14,24219460000
2023-11-15,24636450000
2023-11-16,24151380000
2023-11-17,24236480000
2023-11-20,24074790000
2023-11-21,23921610000
2023-11-22,23964160000
2023-11-24,23998200000
2023-11-27,23717370000
2023-11-28,23623760000
2023-11-29,24015220000
2023-11-30,24244990000
2023-12-01,24542840000
2023-12-04,24559860000
2023-12-05,24219460000
2023-12-06,24500290000
2023-12-07,24687510000
2023-12-08,24772610000
2023-12-11,25104500000
2023-12-12,25027910000
2023-12-13,25257680000
2023-12-14,26015070000
2023-12-15,25921460000
2023-12-18,25615100000
2023-12-19,25853380000
2023-12-20,25317250000
2023-12-21,25683180000
2023-12-22,25725730000
2023-12-26,25912950000
2023-12-27,26006560000
2023-12-28,26066130000
2023-12-29,25912950000
2024-01-02,25977480000
2024-01-03,25670760000
2024-01-04,25798560000
2024-01-05,26045640000
2024-01-08,26684640000
2024-01-09,26062680000
2024-01-10,26147880000
2024-01-11,26190480000
2024-01-12,26071200000
2024-01-16,25747440000
2024-01-17,25432200000
2024-01-18,25696320000
2024-01-19,25934880000
2024-01-22,26088240000
2024-01-23,25815600000
2024-01-24,25875240000
2024-01-25,26258640000
2024-01-26,26292720000
2024-01-29,26539800000
2024-01-30,28371599999
2024-01-31,27681480000
2024-02-01,27340680000
2024-02-02,27477000000
2024-02-05,27272520000
2024-02-06,27298080000
2024-02-07,27085080000
2024-02-08,27033960000
2024-02-09,27298080000
2024-02-12,27417360000
2024-02-13,26650560000
2024-02-14,27051000000
2024-02-15,27289560000
2024-02-16,27187320000
2024-02-20,27511080000
2024-02-21,27477000000
2024-02-22,27851879999
2024-02-23,27851879999
2024-02-26,27698520000
2024-02-27,27630360000
2024-02-28,27340680000
2024-02-29,27468480000
2024-03-01,27647400000
2024-03-04,28439760000
2024-03-05,27690000000
2024-03-06,27954120000
2024-03-07,27775200000
2024-03-08,27868920000
2024-03-11,28030800000
2024-03-12,28022280000
2024-03-13,27885959999
2024-03-14,27715560000
2024-03-15,27698520000
2024-03-18,27545160000
2024-03-19,27732599999
2024-03-20,27834840000
2024-03-21,28226760000
2024-03-22,27749640000
2024-03-25,27664440000
2024-03-26,27528120000
2024-03-27,28133040000
2024-03-28,28081920000
2024-04-01,27834840000
2024-04-02,27698520000
2024-04-03,27749640000
2024-04-04,27579239999
2024-04-05,27724080000
2024-04-08,27425879999
2024-04-09,27732599999
2024-04-10,27221400000
2024-04-11,27494040000
2024-04-12,26829480000
2024-04-15,26659080000
2024-04-16,26343840000
2024-04-17,26394960000
2024-04-18,26335320000
2024-04-19,26642040000
2024-04-22,26880600000
2024-04-23,26863560000
2024-04-24,26855040000
2024-04-25,26710200000
2024-04-26,26693160000
2024-04-29,27076560000
2024-04-30,28439760000
2024-05-01,28524959999
2024-05-02,28601640000
2024-05-03,28729440000
2024-05-06,28490879999
2024-05-07,28473840000
2024-05-08,28908360000
2024-05-09,29138400000
2024-05-10,29112840000
2024-05-13,29206560000
2024-05-14,29777400000
2024-05-15,29913720000
2024-05-16,30007440000
2024-05-17,30118200000
2024-05-20,30263040000
2024-05-21,31080959999
2024-05-22,31166160000
2024-05-23,30774239999
2024-05-24,30910560000
2024-05-28,30544200000
2024-05-29,30288599999
2024-05-30,31489920000
2024-05-31,31745520000
2024-06-03,31830720000
2024-06-04,31532520000
2024-06-05,31941480000
2024-06-06,31864800000
2024-06-07,31464360000
2024-06-10,31404720000
2024-06-11,31822200000
2024-06-12,32393040000
2024-06-13,32444160000
2024-06-14,31737000000
2024-06-17,33015000000
2024-06-18,34258920000
2024-06-20,33952200000
2024-06-21,34122599999
2024-06-24,33994800000
2024-06-25,33884040000
2024-06-26,32614560000
2024-06-27,32878680000
2024-06-28,33100200000
2024-07-01,32938319999
2024-07-02,32708280000
2024-07-03,32733840000
2024-07-05,32750879999
2024-07-08,36678600000
2024-07-09,38058840000
2024-07-10,38748960000
2024-07-11,38382600000
2024-07-12,38868240000
2024-07-15,38987520000
2024-07-16,39362400000
2024-07-17,39055680000
2024-07-18,38331480000
2024-07-19,37752120000
2024-07-22,37752120000
2024-07-23,37539120000
2024-07-24,37445400000
2024-07-25,36474120000
2024-07-26,36508200000
2024-07-29,36406040000
2024-07-30,33898220000
2024-07-31,34128530000
2024-08-01,34154120000
2024-08-02,33215819999
2024-08-05,32209280000
2024-08-06,32695490000
2024-08-07,32286050000
2024-08-08,32934330000
2024-08-09,32797850000
