,RRC
2009-08-26,7768220189
2009-08-27,7706358990
2009-08-28,7791418140
2009-08-31,7480565610
2009-09-01,7352203620
2009-09-02,7270237530
2009-09-03,7166620020
2009-09-04,7375401570
2009-09-08,7548612930
2009-09-09,7582636590
2009-09-10,7796057729
2009-09-11,7788325080
2009-09-14,7788325080
2009-09-15,7853279340
2009-09-16,8020304580
2009-09-17,7977001740
2009-09-18,7927512780
2009-09-21,7813069560
2009-09-22,8099177610
2009-09-23,7994013570
2009-09-24,7802243850
2009-09-25,7652230439
2009-09-28,7758941010
2009-09-29,7703265930
2009-09-30,7664867600
2009-10-01,7298395000
2009-10-02,7313923500
2009-10-05,7450574299
2009-10-06,7837233950
2009-10-07,7818599750
2009-10-08,8254950599
2009-10-09,8236316400
2009-10-12,8286007600
2009-10-13,8355885850
2009-10-14,8579496250
2009-10-15,8845033600
2009-10-16,8866773500
2009-10-19,9067091150
2009-10-20,9121440900
2009-10-21,9074855400
2009-10-22,8818635150
2009-10-23,8537569299
2009-10-26,8360544400
2009-10-27,8272031950
2009-10-28,7857421000
2009-10-29,8230105000
2009-10-30,7772014250
2009-11-02,7795307000
2009-11-03,7970779050
2009-11-04,7872949500
2009-11-05,8014258850
2009-11-06,7829469700
2009-11-09,8189730900
2009-11-10,8081031400
2009-11-11,7950592000
2009-11-12,7605859299
2009-11-13,7466102800
2009-11-16,7602753600
2009-11-17,7565485200
2009-11-18,7360509000
2009-11-19,7242492400
2009-11-20,7219199650
2009-11-23,7296842150
2009-11-24,7307712100
2009-11-25,7590330800
2009-11-27,7442810050
2009-11-30,7318582050
2009-12-01,7419517300
2009-12-02,7365167550
2009-12-03,7279760800
2009-12-04,7015776300
2009-12-07,6970743650
2009-12-08,6730051900
2009-12-09,6618246700
2009-12-10,6838751400
2009-12-11,6736263300
2009-12-14,7343427650
2009-12-15,7351191900
2009-12-16,7669526150
2009-12-17,7677290400
2009-12-18,7938169200
2009-12-21,8020470250
2009-12-22,8065502900
2009-12-23,8144698250
2009-12-24,8230105000
2009-12-28,8144698250
2009-12-29,7931957800
2009-12-30,7872949500
2009-12-31,7796191050
2010-01-04,8226271800
2010-01-05,8337310830
2010-01-06,8288829000
2010-01-07,8273189700
2010-01-08,8434274490
2010-01-11,8137127790
2010-01-12,7933816889
2010-01-13,8133999930
2010-01-14,8332619040
2010-01-15,8249730750
2010-01-19,8301340440
2010-01-20,8083954170
2010-01-21,7897846500
2010-01-22,7635106260
2010-01-25,7800882840
2010-01-26,7505300070
2010-01-27,7405208550
2010-01-28,7356726720
2010-01-29,7194078000
2010-02-01,7439615010
2010-02-02,7625722680
2010-02-03,7575676920
2010-02-04,7233176250
2010-02-05,7259763060
2010-02-08,7262890920
2010-02-09,7433359290
2010-02-10,7464637889
2010-02-11,7630414470
2010-02-12,7758656730
2010-02-16,8277881490
2010-02-17,8334182970
2010-02-18,8342002620
2010-02-19,8429582700
2010-02-22,8232527520
2010-02-23,7918177590
2010-02-24,7886898990
2010-02-25,7980734790
2010-02-26,7915049730
2010-03-01,8012013389
2010-03-02,7899410430
2010-03-03,7885335060
2010-03-04,7764912450
2010-03-05,8047983780
2010-03-08,7893154710
2010-03-09,8024524830
2010-03-10,8032344480
2010-03-11,8019833040
2010-03-12,8027652690
2010-03-15,7904102220
2010-03-16,7915049730
2010-03-17,7957275840
2010-03-18,7711738830
2010-03-19,7469329680
2010-03-22,7453690379
2010-03-23,7433359290
2010-03-24,7414592129
2010-03-25,7151851889
2010-03-26,7142468310
2010-03-29,7342651350
2010-03-30,7316064540
2010-03-31,7350153400
2010-04-01,7455222800
2010-04-05,7665361600
2010-04-06,7668498000
2010-04-07,7516382600
2010-04-08,7579110600
2010-04-09,7884909600
2010-04-12,7867659400
2010-04-13,7872364000
2010-04-14,7971160600
2010-04-15,8004092800
2010-04-16,7801795000
2010-04-19,7608906400
2010-04-20,7676339000
2010-04-21,7696725600
2010-04-22,7735930600
2010-04-23,7963319600
2010-04-26,8022911199
2010-04-27,7673202600
2010-04-28,7459927400
2010-04-29,7314084800
2010-04-30,7489723200
2010-05-03,7765726400
2010-05-04,7765726400
2010-05-05,7640270400
2010-05-06,7249788599
2010-05-07,6876557000
2010-05-10,7572837800
2010-05-11,7475609400
2010-05-12,7535201000
2010-05-13,7646543200
2010-05-14,7522655400
2010-05-17,7303107400
2010-05-18,7246652200
2010-05-19,7136878200
2010-05-20,6735419000
2010-05-21,6816965400
2010-05-24,6660145400
2010-05-25,6617804000
2010-05-26,6669554600
2010-05-27,7049059000
2010-05-28,7049059000
2010-06-01,6853034000
2010-06-02,7511678000
2010-06-03,7999388200
2010-06-04,7574406000
2010-06-07,7480314000
2010-06-08,7362699000
2010-06-09,7340744200
2010-06-10,7740635200
2010-06-11,7786113000
2010-06-14,7761021800
2010-06-15,7971160600
2010-06-16,7953910400
2010-06-17,7767294600
2010-06-18,7666929800
2010-06-21,7544610200
2010-06-22,7138446400
2010-06-23,6918898400
2010-06-24,6813829000
2010-06-25,6867147800
2010-06-28,6561348800
2010-06-29,6354346400
2010-06-30,6307926350
2010-07-01,6315781800
2010-07-02,6229371850
2010-07-06,6190094600
2010-07-07,6501170420
2010-07-08,6582867100
2010-07-09,6565585110
2010-07-12,6540447670
2010-07-13,6559300750
2010-07-14,6703841030
2010-07-15,6584438189
2010-07-16,6303213080
2010-07-19,6245082750
2010-07-20,6364485590
2010-07-21,6175954790
2010-07-22,6344061420
2010-07-23,6287502180
2010-07-26,6290644360
2010-07-27,5850739160
2010-07-28,6001563800
2010-07-29,6018845790
2010-07-30,5831886080
2010-08-02,6006277069
2010-08-03,6084831569
2010-08-04,6199521140
2010-08-05,6175954790
2010-08-06,6062836310
2010-08-09,6097400290
2010-08-10,6034556689
2010-08-11,5728194140
2010-08-12,5707769970
2010-08-13,5602506939
2010-08-16,5506670450
2010-08-17,5641784189
2010-08-18,5514525900
2010-08-19,5431258130
2010-08-20,5258438230
2010-08-23,5340134910
2010-08-24,5245869510
2010-08-25,5153175200
2010-08-26,5173599370
2010-08-27,5319710740
2010-08-30,5346419270
2010-08-31,5311855290
2010-09-01,5527094620
2010-09-02,5530236800
2010-09-03,5662208360
2010-09-07,5561658600
2010-09-08,5692059069
2010-09-09,5729765230
2010-09-10,5819317360
2010-09-13,5662208360
2010-09-14,5659066180
2010-09-15,5635499830
2010-09-16,5531807890
2010-09-17,5509812630
2010-09-20,5690487980
2010-09-21,5663779450
2010-09-22,5549089880
2010-09-23,5530236800
2010-09-24,5665350540
2010-09-27,5558516420
2010-09-28,5803606460
2010-09-29,6087973750
2010-09-30,5992701450
2010-10-01,5945551950
2010-10-04,5833964800
2010-10-05,5934550400
2010-10-06,5939265350
2010-10-07,5793101900
2010-10-08,5764812200
2010-10-11,5642223500
2010-10-12,5634365250
2010-10-13,5769527150
2010-10-14,5863826150
2010-10-15,5907832350
2010-10-18,6006846300
2010-10-19,5733379199
2010-10-20,5793101900
2010-10-21,5813533350
2010-10-22,5775813750
2010-10-25,5723949300
2010-10-26,5615505449
2010-10-27,5761668899
2010-10-28,5778957050
2010-10-29,5876399350
2010-11-01,5973841650
2010-11-02,6120005100
2010-11-03,6061854050
2010-11-04,6153009750
2010-11-05,6192301000
2010-11-08,6401330449
2010-11-09,6693657350
2010-11-10,6718803750
2010-11-11,6820961000
2010-11-12,6611931550
2010-11-15,6536492350
2010-11-16,6412332000
2010-11-17,6446908300
2010-11-18,6591500100
2010-11-19,6819389350
2010-11-22,6825675950
2010-11-23,6635506300
2010-11-24,6756523350
2010-11-26,6682655800
2010-11-29,6688942400
2010-11-30,6599358350
2010-12-01,6731376950
2010-12-02,6913688350
2010-12-03,7173010600
2010-12-06,7149435850
2010-12-07,7089713150
2010-12-08,6893256900
2010-12-09,6670082600
2010-12-10,6657509400
2010-12-13,6644936200
2010-12-14,6580498550
2010-12-15,6599358350
2010-12-16,6641792900
2010-12-17,6712517150
2010-12-20,6841392450
2010-12-21,6946693000
2010-12-22,7025275500
2010-12-23,7003272400
2010-12-27,7036277050
2010-12-28,7080283250
2010-12-29,7042563650
2010-12-30,7067710050
2010-12-31,7086374099
2011-01-03,7187202900
2011-01-04,7058016000
2011-01-05,7053289650
2011-01-06,7048563300
2011-01-07,7226589150
2011-01-10,7319540700
2011-01-11,7510170150
2011-01-12,7536952800
2011-01-13,7587367199
2011-01-14,7628328900
2011-01-18,7560584550
2011-01-19,7505443800
2011-01-20,7223438250
2011-01-21,7187202900
2011-01-24,7360502400
2011-01-25,7332144300
2011-01-26,7546405500
2011-01-27,7549556400
2011-01-28,7508594699
2011-01-31,7856769150
2011-02-01,7748063100
2011-02-02,7738610400
2011-02-03,7825260150
2011-02-04,7729157700
2011-02-07,7724431350
2011-02-08,7818958350
2011-02-09,7536952800
2011-02-10,7700799600
2011-02-11,7685045100
2011-02-14,7746487650
2011-02-15,7677167849
2011-02-16,7748063100
2011-02-17,7670866050
2011-02-18,7610998950
2011-02-22,7666139699
2011-02-23,8231726250
2011-02-24,8206519050
2011-02-25,8551542600
2011-02-28,8554693500
2011-03-01,7930815300
2011-03-02,7855193700
2011-03-03,7968626100
2011-03-04,7968626100
2011-03-07,7902457199
2011-03-08,7722855900
2011-03-09,7806354750
2011-03-10,7426671300
2011-03-11,7640932500
2011-03-14,7864646400
2011-03-15,7899306300
2011-03-16,8200217250
2011-03-17,8477496450
2011-03-18,8244329850
2011-03-21,8315225100
2011-03-22,8445987450
2011-03-23,8455440150
2011-03-24,8664975000
2011-03-25,8935952400
2011-03-28,8677578600
2011-03-29,8814642750
2011-03-30,9066714750
2011-03-31,9236504620
2011-04-01,9171725850
2011-04-04,9247564410
2011-04-05,9298123450
2011-04-06,9062707920
2011-04-07,9125906720
2011-04-08,9057968010
2011-04-11,8904710920
2011-04-12,8536577910
2011-04-13,8504978510
2011-04-14,8340661630
2011-04-15,8413340250
2011-04-18,8305902290
2011-04-19,8305902290
2011-04-20,8365941150
2011-04-21,8565017370
2011-04-25,8391220670
2011-04-26,8407020370
2011-04-27,8516038300
2011-04-28,8677195240
2011-04-29,8918930650
2011-05-02,8903130950
2011-05-03,8593456830
2011-05-04,8446519620
2011-05-05,8228483760
2011-05-06,8217423970
2011-05-09,8501818570
2011-05-10,8590296890
2011-05-11,8188984510
2011-05-12,8236383610
2011-05-13,8225323820
2011-05-16,8152645200
2011-05-17,8182664630
2011-05-18,8271142950
2011-05-19,8286942650
2011-05-20,8569757280
2011-05-23,8429139950
2011-05-24,8459159380
2011-05-25,8691414970
2011-05-26,8783053230
2011-05-27,8770413470
2011-05-31,8835192240
2011-06-01,8441779710
2011-06-02,8527098090
2011-06-03,8599776710
2011-06-06,8291682559
2011-06-07,8367521120
2011-06-08,8508138450
2011-06-09,8538157880
2011-06-10,8339081660
2011-06-13,8105246100
2011-06-14,8239543550
2011-06-15,8133685559
2011-06-16,8234803640
2011-06-17,8217423970
2011-06-20,8244283460
2011-06-21,8448099590
2011-06-22,8471799140
2011-06-23,8335921720
2011-06-24,8260083160
2011-06-27,8225323820
2011-06-28,8503398540
2011-06-29,8677195240
2011-06-30,8777547000
2011-07-01,8919885600
2011-07-05,8943608700
2011-07-06,8978402580
2011-07-07,9027430320
2011-07-08,8880347100
2011-07-11,8521337520
2011-07-12,8679491520
2011-07-13,8856624000
2011-07-14,8714285400
2011-07-15,9770754120
2011-07-18,9647394000
2011-07-19,10045942080
2011-07-20,9955794300
2011-07-21,9971609700
2011-07-22,10189862220
2011-07-25,10088643660
2011-07-26,10215166860
2011-07-27,10169302200
2011-07-28,10327456200
2011-07-29,10305314640
2011-08-01,10490354820
2011-08-02,10213585320
2011-08-03,10185117600
2011-08-04,9406999920
2011-08-05,9035338020
2011-08-08,8208192600
2011-08-09,8935701000
2011-08-10,8742753120
2011-08-11,9471843060
2011-08-12,9495566160
2011-08-15,9887788080
2011-08-16,9865646520
2011-08-17,9919418880
2011-08-18,9180839700
2011-08-19,9085947300
2011-08-22,8935701000
2011-08-23,9362716800
2011-08-24,9549338520
2011-08-25,9221959740
2011-08-26,9451283040
2011-08-29,9928908120
2011-08-30,10327456200
2011-08-31,10242053040
2011-09-01,10305314640
2011-09-02,10061757480
2011-09-06,10104459060
2011-09-07,10438164000
2011-09-08,10341690060
2011-09-09,9932071200
2011-09-12,9932071200
2011-09-13,10022218980
2011-09-14,9845086500
2011-09-15,10006403580
2011-09-16,10033289760
2011-09-19,10411277820
2011-09-20,10262613060
2011-09-21,10748145839
2011-09-22,10453979400
2011-09-23,9256753620
2011-09-26,9489240000
2011-09-27,10028545140
2011-09-28,9380113740
2011-09-29,9470261520
2011-09-30,9261057820
2011-10-03,8826995240
2011-10-04,8985412240
2011-10-05,9533535060
2011-10-06,9617496070
2011-10-07,9501851660
2011-10-10,10027796100
2011-10-11,9969181810
2011-10-12,9967597640
2011-10-13,10842059480
2011-10-14,11478895819
2011-10-17,11554935980
2011-10-18,11786224800
2011-10-19,11291963760
2011-10-20,11505826710
2011-10-21,11719689660
2011-10-24,11722858000
2011-10-25,11147804290
2011-10-26,11092358340
2011-10-27,11271369550
2011-10-28,11604045250
2011-10-31,10905426280
2011-11-01,10886416240
2011-11-02,11112952550
2011-11-03,11287211250
2011-11-04,11402855660
2011-11-07,11241270319
2011-11-08,11266617040
2011-11-09,10720078390
2011-11-10,11277706230
2011-11-11,11551767640
2011-11-14,11215923600
2011-11-15,11287211250
2011-11-16,11141467610
2011-11-17,10851564500
2011-11-18,11051169920
2011-11-21,10720078390
2011-11-22,10609186490
2011-11-23,10225817350
2011-11-25,10122846300
2011-11-28,10594928960
2011-11-29,10864237860
2011-11-30,11360083069
2011-12-01,11315726310
2011-12-02,11173151010
2011-12-05,11188992710
2011-12-06,11206418580
2011-12-07,10778692680
2011-12-08,10764435150
2011-12-09,10792950210
2011-12-12,10284431640
2011-12-13,9813933150
2011-12-14,9466999920
2011-12-15,9459079070
2011-12-16,9536703400
2011-12-19,9417890650
2011-12-20,9902646670
2011-12-21,9893141650
2011-12-22,10057895330
2011-12-23,9920072540
2011-12-27,9997696870
2011-12-28,9791754770
2011-12-29,9899478330
2011-12-30,9812348980
2012-01-03,9722297340
2012-01-04,9723886470
2012-01-05,9755669070
2012-01-06,9652375620
2012-01-09,9320247450
2012-01-10,9220132260
2012-01-11,8638510680
2012-01-12,8638510680
2012-01-13,8606728080
2012-01-17,8665525890
2012-01-18,8957925810
2012-01-19,8590836780
2012-01-20,8584480260
2012-01-23,9375867000
2012-01-24,9089823600
2012-01-25,9512532180
2012-01-26,8886414960
2012-01-27,9126373590
2012-01-30,9178814880
2012-01-31,9140675760
2012-02-01,9301177890
2012-02-02,9277340940
2012-02-03,9407649600
2012-02-06,9663499530
2012-02-07,9889155990
2012-02-08,9801753840
2012-02-09,10067138550
2012-02-10,9982914660
2012-02-13,10057603770
2012-02-14,10051247250
2012-02-15,10028999430
2012-02-16,10070316810
2012-02-17,10443762360
2012-02-21,10213338510
2012-02-22,10504149300
2012-02-23,10499381909
2012-02-24,10478723220
2012-02-27,10186323300
2012-02-28,10125936360
2012-02-29,10119579840
2012-03-01,10265779800
2012-03-02,9971790750
2012-03-05,10087797240
2012-03-06,9941597280
2012-03-07,10067138550
2012-03-08,10216516770
2012-03-09,10092564630
2012-03-12,9860551650
2012-03-13,9855784260
2012-03-14,9668266920
2012-03-15,9628538670
2012-03-16,9901869030
2012-03-19,10084618980
2012-03-20,9925705980
2012-03-21,9924116850
2012-03-22,9359975700
2012-03-23,9380634390
2012-03-26,9418773510
2012-03-27,9307534410
2012-03-28,9143854020
2012-03-29,9051684480
2012-03-30,9239201820
2012-04-02,9362266760
2012-04-03,9271401920
2012-04-04,9183725320
2012-04-05,9190101800
2012-04-09,9005183880
2012-04-10,9053007480
2012-04-11,8770848240
2012-04-12,8974895600
2012-04-13,8904754320
2012-04-16,8807513000
2012-04-17,9019530960
2012-04-18,9037066280
2012-04-19,9338354960
2012-04-20,9196478280
2012-04-23,9257054840
2012-04-24,9331978480
2012-04-25,9590225920
2012-04-26,9985567680
2012-04-27,10188020920
2012-04-30,10626403920
2012-05-01,10894216080
2012-05-02,10380909440
2012-05-03,10309174040
2012-05-04,10151356160
2012-05-07,10132226720
2012-05-08,10345838800
2012-05-09,10812915960
2012-05-10,10715674640
2012-05-11,10686980480
2012-05-14,10530756720
2012-05-15,10221497440
2012-05-16,10247003360
2012-05-17,9972814720
2012-05-18,9797461520
2012-05-21,10062085440
2012-05-22,10175267960
2012-05-23,10258162200
2012-05-24,9910644040
2012-05-25,9725726120
2012-05-29,9700220200
2012-05-30,9354296160
2012-05-31,9156625280
2012-06-01,8699112840
2012-06-04,8708677560
2012-06-05,8885624880
2012-06-06,9339949080
2012-06-07,9030689800
2012-06-08,9022719200
2012-06-11,8834613040
2012-06-12,8955766160
2012-06-13,8807513000
2012-06-14,9123148760
2012-06-15,9088078120
2012-06-18,9365455000
2012-06-19,9604573000
2012-06-20,9457913960
2012-06-21,9073731040
2012-06-22,9441972760
2012-06-25,9260243080
2012-06-26,9515302280
2012-06-27,9983973560
2012-06-28,9783114440
2012-06-29,9862820440
2012-07-02,9715791070
2012-07-03,10003004470
2012-07-05,9833867690
2012-07-06,9701430400
2012-07-09,9827485170
2012-07-10,9533889250
2012-07-11,9375921880
2012-07-12,9174872500
2012-07-13,9406238850
2012-07-16,9583353780
2012-07-17,9972687500
2012-07-18,10018960770
2012-07-19,9829080800
2012-07-20,9886523480
2012-07-23,9813124500
2012-07-24,9674304690
2012-07-25,9658348390
2012-07-26,9760468710
2012-07-27,10003004470
2012-07-30,10258305270
2012-07-31,9988643800
2012-08-01,10141824280
2012-08-02,9758873080
2012-08-03,10081190340
2012-08-06,10076403450
2012-08-07,10405103229
2012-08-08,10390742560
2012-08-09,10553496820
2012-08-10,10551901190
2012-08-13,10626895800
2012-08-14,10566261860
2012-08-15,10631682690
2012-08-16,10995486330
2012-08-17,11115158580
2012-08-20,10842305850
2012-08-21,10711464190
2012-08-22,10690721000
2012-08-23,10476906580
2012-08-24,10574240010
2012-08-27,10574240010
2012-08-28,10516797330
2012-08-29,10438611460
2012-08-30,10299791650
2012-08-31,10401911970
2012-09-04,10437015830
2012-09-05,10416272640
2012-09-06,10505627920
2012-09-07,10756141830
2012-09-10,10810393250
2012-09-11,11260360909
2012-09-12,11289082250
2012-09-13,11281104100
2012-09-14,11185366300
2012-09-17,11080054720
2012-09-18,11005060110
2012-09-19,11005060110
2012-09-20,11044950860
2012-09-21,11099202280
2012-09-24,10869431560
2012-09-25,10703486040
2012-09-26,10810393250
2012-09-27,11182175040
2012-09-28,11148666810
2012-10-01,11252172800
2012-10-02,11189838320
2012-10-03,11023613040
2012-10-04,11279344239
2012-10-05,11033202960
2012-10-08,11225001360
2012-10-09,11164265200
2012-10-10,11229796320
2012-10-11,11712488960
2012-10-12,11464749360
2012-10-15,11296925760
2012-10-16,11380038400
2012-10-17,11279344239
2012-10-18,11268156000
2012-10-19,11001236560
2012-10-22,10993244960
2012-10-23,10836609600
2012-10-24,10660794400
2012-10-25,10620836400
2012-10-26,10564895200
2012-10-31,10446619520
2012-11-01,10464201040
2012-11-02,10405063200
2012-11-05,10635221280
2012-11-06,10719932239
2012-11-07,10588870000
2012-11-08,10508954000
2012-11-09,10596861600
2012-11-12,10646409520
2012-11-13,10870174320
2012-11-14,10806241520
2012-11-15,10761488560
2012-11-16,10723128880
2012-11-19,10820626400
2012-11-20,10892550800
2012-11-21,10994843280
2012-11-23,11145085360
2012-11-26,10795053280
2012-11-27,10679974239
2012-11-28,10777471760
2012-11-29,10496167440
2012-11-30,10232444640
2012-12-03,10234042960
2012-12-04,10102980720
2012-12-05,10326745520
2012-12-06,10321950560
2012-12-07,10337933760
2012-12-10,10187691680
2012-12-11,10342728719
2012-12-12,10523338880
2012-12-13,10158921920
2012-12-14,9928763840
2012-12-17,10152528640
2012-12-18,10304369040
2012-12-19,10120562240
2012-12-20,10130152160
2012-12-21,10184495040
2012-12-24,10123758880
2012-12-26,10045441200
2012-12-27,10064621040
2012-12-28,9912780640
2012-12-31,10060653750
2013-01-02,9935756250
2013-01-03,10151925000
2013-01-04,10430542500
2013-01-07,10441751249
2013-01-08,10275221250
2013-01-09,10177545000
2013-01-10,10220778750
2013-01-11,10310448750
2013-01-14,10369695000
2013-01-15,10557041250
2013-01-16,10710761250
2013-01-17,10802032499
2013-01-18,10931733750
2013-01-22,10978170000
2013-01-23,10886898750
2013-01-24,10970163750
2013-01-25,11000587500
2013-01-28,10784418750
2013-01-29,10893303750
2013-01-30,10966961250
2013-01-31,10755596250
2013-02-01,10851671250
2013-02-04,10784418750
2013-02-05,11130288750
2013-02-06,11328843750
2013-02-07,11368875000
2013-02-08,11553018750
2013-02-11,11317635000
2013-02-12,11373678750
2013-02-13,11418513750
2013-02-14,11485766250
2013-02-15,11266395000
2013-02-19,11607461250
2013-02-20,11248781250
2013-02-21,11232768750
2013-02-22,11482563749
2013-02-25,11284008750
2013-02-26,11426520000
2013-02-27,11882876249
2013-02-28,12297600000
2013-03-01,12392073750
2013-03-04,12369656250
2013-03-05,12574616250
2013-03-06,12430503750
2013-03-07,12624255000
2013-03-08,12624255000
2013-03-11,12701114999
2013-03-12,12697912500
2013-03-13,12769968750
2013-03-14,13141458749
2013-03-15,13130250000
2013-03-18,13162275000
2013-03-19,12907676250
2013-03-20,12947707500
2013-03-21,13088617500
2013-03-22,12931695000
2013-03-25,12995745000
2013-03-26,13203907499
2013-03-27,13143060000
2013-03-28,12976530000
2013-04-01,12899792100
2013-04-02,12700691500
2013-04-03,12281616850
2013-04-04,12284828150
2013-04-05,12703902800
2013-04-08,12947961600
2013-04-09,12859650850
2013-04-10,12822720900
2013-04-11,12891763850
2013-04-12,12670184150
2013-04-15,11880204350
2013-04-16,12029529800
2013-04-17,11525355700
2013-04-18,11970120750
2013-04-19,12130685750
2013-04-22,12093755799
2013-04-23,12175643950
2013-04-24,12072882350
2013-04-25,12437364899
2013-04-26,11881810000
2013-04-29,11909106050
2013-04-30,11804738800
2013-05-01,11536595250
2013-05-02,11639356850
2013-05-03,11950852950
2013-05-06,11907500400
2013-05-07,12106601000
2013-05-08,11933190799
2013-05-09,12196517399
2013-05-10,12231841700
2013-05-13,12088938850
2013-05-14,12196517399
2013-05-15,12159587450
2013-05-16,12019895900
2013-05-17,12283222500
2013-05-20,12424519700
2013-05-21,12622014650
2013-05-22,12405251900
2013-05-23,12528886950
2013-05-24,12374744549
2013-05-28,12463055300
2013-05-29,12331392000
2013-05-30,12238264300
2013-05-31,12071276700
2013-06-03,11981360300
2013-06-04,11944430350
2013-06-05,11746935400
2013-06-06,11917134300
2013-06-07,12228630400
2013-06-10,12249503850
2013-06-11,11995811149
2013-06-12,11799921850
2013-06-13,12008656350
2013-06-14,11780654050
2013-06-17,12422914050
2013-06-18,12758494899
2013-06-19,12723170600
2013-06-20,12446998800
2013-06-21,12411674500
2013-06-24,12631648550
2013-06-25,12793819200
2013-06-26,12737621450
2013-06-27,12675001100
2013-06-28,12414885799
2013-07-01,12372945000
2013-07-02,12560730000
2013-07-03,12433935000
2013-07-05,12458010000
2013-07-08,12666660000
2013-07-09,12836790000
2013-07-10,12693945000
2013-07-11,12475665000
2013-07-12,12406650000
2013-07-15,12459615000
2013-07-16,12361710000
2013-07-17,12149850000
2013-07-18,12438750000
2013-07-19,12607275000
2013-07-22,12515790000
2013-07-23,12308745000
2013-07-24,12206025000
2013-07-25,13063095000
2013-07-26,12913829999
2013-07-29,12742095000
2013-07-30,12817530000
2013-07-31,12695550000
2013-08-01,12921855000
2013-08-02,13058280000
2013-08-05,13125690000
2013-08-06,13083960000
2013-08-07,12716415000
2013-08-08,12828765000
2013-08-09,12759750000
2013-08-12,12647400000
2013-08-13,12684315000
2013-08-14,12570359999
2013-08-15,12531840000
2013-08-16,12464430000
2013-08-19,12145035000
2013-08-20,12297510000
2013-08-21,12189975000
2013-08-22,12403440000
2013-08-23,12368130000
2013-08-26,12397020000
2013-08-27,12222075000
2013-08-28,12313560000
2013-08-29,12128984999
2013-08-30,12034290000
2013-09-03,12284670000
2013-09-04,12254175000
2013-09-05,12271829999
2013-09-06,12278250000
2013-09-09,12581595000
2013-09-10,12579990000
2013-09-11,12790245000
2013-09-12,12677895000
2013-09-13,12621720000
2013-09-16,12618510000
2013-09-17,12700365000
2013-09-18,12790245000
2013-09-19,12652215000
2013-09-20,12628140000
2013-09-23,12549495000
2013-09-24,12435540000
2013-09-25,12159480000
2013-09-26,12533445000
2013-09-27,12408255000
2013-09-30,12184518950
2013-10-01,12194152250
2013-10-02,12155619049
2013-10-03,12076947100
2013-10-04,12292090800
2013-10-07,12131535800
2013-10-08,11853775650
2013-10-09,12041625000
2013-10-10,12520078900
2013-10-11,12667789500
2013-10-14,12736828150
2013-10-15,12671000600
2013-10-16,13022616050
2013-10-17,12609989700
2013-10-18,12497601200
2013-10-21,12341862850
2013-10-22,12057680500
2013-10-23,11906758800
2013-10-24,11752626000
2013-10-25,11998275150
2013-10-28,11818453550
2013-10-29,11983825200
2013-10-30,12426957000
2013-10-31,12155619049
2013-11-01,12102635900
2013-11-04,12296907450
2013-11-05,12030386150
2013-11-06,11932447599
2013-11-07,11869831150
2013-11-08,12166857900
2013-11-11,12017541750
2013-11-12,11980614100
2013-11-13,12012725099
2013-11-14,11895519950
2013-11-15,11985430750
2013-11-18,11848959000
2013-11-19,12129930250
2013-11-20,12451040250
2013-11-21,12699900500
2013-11-22,12654945099
2013-11-25,12756094750
2013-11-26,12600356400
2013-11-27,12555401000
2013-11-29,12467095750
2013-12-02,12329018450
2013-12-03,12272824200
2013-12-04,12298513000
2013-12-05,12748067000
2013-12-06,12693478300
2013-12-09,13178354400
2013-12-10,13082021400
2013-12-11,12847611100
2013-12-12,12889355400
2013-12-13,12794627950
2013-12-16,12871694350
2013-12-17,12805866800
2013-12-18,13024221600
2013-12-19,13130187900
2013-12-20,13237759750
2013-12-23,13338909400
2013-12-24,13395103650
2013-12-26,13419186900
2013-12-27,13415975800
2013-12-30,13427214650
2013-12-31,13556542140
2014-01-02,13143301560
2014-01-03,12948740820
2014-01-06,13032353700
2014-01-07,13254249420
2014-01-08,13268720880
2014-01-09,13061296620
2014-01-10,13138477739
2014-01-13,12810457980
2014-01-14,13212442980
2014-01-15,13461673680
2014-01-16,13501872180
2014-01-17,13288016160
2014-01-21,13656234420
2014-01-22,14056611480
2014-01-23,13937623920
2014-01-24,13852403100
2014-01-27,13548502440
2014-01-28,13911896880
2014-01-29,13709296440
2014-01-30,13741455239
2014-01-31,13858834860
2014-02-03,13665882060
2014-02-04,14093594100
2014-02-05,13849187220
2014-02-06,13505088060
2014-02-07,13511519820
2014-02-10,13569405660
2014-02-11,13649802660
2014-02-12,13591916820
2014-02-13,13540462739
2014-02-14,13746279060
2014-02-18,13956919200
2014-02-19,14082338520
2014-02-20,14072690880
2014-02-21,13775221980
2014-02-24,14074298820
2014-02-25,13972998600
2014-02-26,13657842360
2014-02-27,13950487440
2014-02-28,13836323700
2014-03-03,13653018540
2014-03-04,13741455239
2014-03-05,13411827540
2014-03-06,13543678620
2014-03-07,13680353520
2014-03-10,13950487440
2014-03-11,13979430360
2014-03-12,13849187220
2014-03-13,13923152460
2014-03-14,14104849680
2014-03-17,14185246680
2014-03-18,14255996040
2014-03-19,14027668560
2014-03-20,14077514700
2014-03-21,14014805040
2014-03-24,13881346020
2014-03-25,13850795160
2014-03-26,13607996220
2014-03-27,13707688500
2014-03-28,13704472620
2014-03-31,13433589730
2014-04-01,13606832360
2014-04-02,13901506740
2014-04-03,14218848379
2014-04-04,14009985770
2014-04-07,13830266780
2014-04-08,14351613760
2014-04-09,14298183790
2014-04-10,14269040170
2014-04-11,14235039280
2014-04-14,14235039280
