,OKE
2009-05-11,2584920900
2009-05-12,2559640500
2009-05-13,2450092100
2009-05-14,2490119400
2009-05-15,2441665300
2009-05-18,2536466800
2009-05-19,2578600800
2009-05-20,2565960600
2009-05-21,2530146700
2009-05-22,2515399800
2009-05-26,2614414700
2009-05-27,2563853900
2009-05-28,2620734800
2009-05-29,2702896100
2009-06-01,2768203800
2009-06-02,2751350200
2009-06-03,2696576000
2009-06-04,2730283200
2009-06-05,2723963100
2009-06-08,2747136800
2009-06-09,2730283200
2009-06-10,2732389900
2009-06-11,2797697600
2009-06-12,2766097100
2009-06-15,2732389900
2009-06-16,2686042500
2009-06-17,2675509000
2009-06-18,2702896100
2009-06-19,2698682700
2009-06-22,2610201300
2009-06-23,2584920900
2009-06-24,2593347700
2009-06-25,2702896100
2009-06-26,2675509000
2009-06-29,2715536300
2009-06-30,2719749700
2009-07-01,2782950700
2009-07-02,2679722400
2009-07-06,2696576000
2009-07-07,2614414700
2009-07-08,2574387400
2009-07-09,2608094600
2009-07-10,2629161600
2009-07-13,2681829100
2009-07-14,2679722400
2009-07-15,2755563600
2009-07-16,2791377500
2009-07-17,2827191400
2009-07-20,2852471800
2009-07-21,2900925900
2009-07-22,2932526400
2009-07-23,3025554000
2009-07-24,3069830400
2009-07-27,3078264000
2009-07-28,3074047200
2009-07-29,3019228800
2009-07-30,3052963200
2009-07-31,3055071600
2009-08-03,3118323600
2009-08-04,3128865600
2009-08-05,3090914400
2009-08-06,3080372400
2009-08-07,3154166400
2009-08-10,3137299200
2009-08-11,3105673200
2009-08-12,3194226000
2009-08-13,3217418400
2009-08-14,3204768000
2009-08-17,3175250400
2009-08-18,3177358800
2009-08-19,3208984800
2009-08-20,3215310000
2009-08-21,3272236800
2009-08-24,3308079600
2009-08-25,3320730000
2009-08-26,3297537600
2009-08-27,3249044400
2009-08-28,3175250400
2009-08-31,3126757200
2009-09-01,3080372400
2009-09-02,3069830400
2009-09-03,3055071600
2009-09-04,3090914400
2009-09-08,3166816800
2009-09-09,3198442800
2009-09-10,3162600000
2009-09-11,3141516000
2009-09-14,3171033600
2009-09-15,3217418400
2009-09-16,3293320800
2009-09-17,3329163600
2009-09-18,3392415600
2009-09-21,3339705600
2009-09-22,3373440000
2009-09-23,3322838400
2009-09-24,3278562000
2009-09-25,3295429200
2009-09-28,3346030800
2009-09-29,3388198800
2009-09-30,3379765200
2009-10-01,3291212400
2009-10-02,3246936000
2009-10-05,3318621600
2009-10-06,3356572800
2009-10-07,3335488800
2009-10-08,3398740800
2009-10-09,3428258400
2009-10-12,3470426400
2009-10-13,3464101200
2009-10-14,3480968400
2009-10-15,3533678400
2009-10-16,3493618800
2009-10-19,3563195999
2009-10-20,3594822000
2009-10-21,3580063200
2009-10-22,3542112000
2009-10-23,3506269200
2009-10-26,3453559200
2009-10-27,3483076800
2009-10-28,3358681200
2009-10-29,3428258400
2009-10-30,3341814000
2009-11-02,3337597200
2009-11-03,3409282800
2009-11-04,3402957600
2009-11-05,3514702800
2009-11-06,3472534799
2009-11-09,3554762400
2009-11-10,3599038800
2009-11-11,3580063200
2009-11-12,3533678400
2009-11-13,3603255600
2009-11-16,3700242000
2009-11-17,3702350399
2009-11-18,3666507600
2009-11-19,3609580800
2009-11-20,3607472400
2009-11-23,3664399200
2009-11-24,3679158000
2009-11-25,3725542800
2009-11-27,3662290800
2009-11-30,3693916800
2009-12-01,3708675600
2009-12-02,3744518400
2009-12-03,3742410000
2009-12-04,3765602400
2009-12-07,3824637600
2009-12-08,3797228400
2009-12-09,3795120000
2009-12-10,3839396400
2009-12-11,3913190399
2009-12-14,3942708000
2009-12-15,3968008800
2009-12-16,3982767600
2009-12-17,3965900399
2009-12-18,3944816400
2009-12-21,4003851599
2009-12-22,3997526400
2009-12-23,4048128000
2009-12-24,4062886800
2009-12-28,4092404400
2009-12-29,4083970800
2009-12-30,4094512800
2009-12-31,4141270640
2010-01-04,4234666800
2010-01-05,4198581920
2010-01-06,4221930960
2010-01-07,4194336640
2010-01-08,4217685680
2010-01-11,4313204480
2010-01-12,4249525280
2010-01-13,4266506400
2010-01-14,4241034720
2010-01-15,4173110240
2010-01-19,4270751680
2010-01-20,4270751680
2010-01-21,4234666800
2010-01-22,4162497040
2010-01-25,4202827200
2010-01-26,4211317760
2010-01-27,4079714079
2010-01-28,4037261280
2010-01-29,3920516079
2010-02-01,4003299040
2010-02-02,4022402800
2010-02-03,3990563200
2010-02-04,3844101040
2010-02-05,3786789760
2010-02-08,3774053920
2010-02-09,3841978400
2010-02-10,3818629359
2010-02-11,3867450079
2010-02-12,3871695359
2010-02-16,3943865119
2010-02-17,3969336800
2010-02-18,3967214160
2010-02-19,3994808480
2010-02-22,4039383920
2010-02-23,3992685839
2010-02-24,4079714079
2010-02-25,4105185760
2010-02-26,4120044240
2010-03-01,4204949839
2010-03-02,4234666800
2010-03-03,4262261119
2010-03-04,4353534640
2010-03-05,4357779920
2010-03-08,4308959200
2010-03-09,4332308240
2010-03-10,4357779920
2010-03-11,4381128960
2010-03-12,4345706160
2010-03-15,4337197680
2010-03-16,4343579040
2010-03-17,4354214640
2010-03-18,4358468880
2010-03-19,4277638320
2010-03-22,4269129840
2010-03-23,4322307840
2010-03-24,4296782400
2010-03-25,4252112879
2010-03-26,4218078959
2010-03-29,4288273920
2010-03-30,4290401040
2010-03-31,4249985760
2010-04-01,4354214640
2010-04-05,4418028240
2010-04-06,4469079120
2010-04-07,4432918080
2010-04-08,4386121440
2010-04-09,4430790960
2010-04-12,4445680800
2010-04-13,4426536720
2010-04-14,4458443520
2010-04-15,4456316400
2010-04-16,4418028240
2010-04-19,4411646880
2010-04-20,4515875760
2010-04-21,4522257120
2010-04-22,4579689360
2010-04-23,4660519920
2010-04-26,4673282640
2010-04-27,4520130000
2010-04-28,4549909680
2010-04-29,4581816480
2010-04-30,4575435120
2010-05-03,4722206400
2010-05-04,4632867360
2010-05-05,4513748640
2010-05-06,4320180720
2010-05-07,4281892560
2010-05-10,4511621520
2010-05-11,4545655440
2010-05-12,4615850400
2010-05-13,4535019840
2010-05-14,4398884160
2010-05-17,4375485840
2010-05-18,4281892560
2010-05-19,4215951840
2010-05-20,3994731360
2010-05-21,4024511040
2010-05-24,3984095760
2010-05-25,3911773680
2010-05-26,3998985600
2010-05-27,4154265360
2010-05-28,4141502639
2010-06-01,3988350000
2010-06-02,4167028080
2010-06-03,4218078959
2010-06-04,4039400879
2010-06-07,3954316080
2010-06-08,4013875440
2010-06-09,4024511040
2010-06-10,4196807760
2010-06-11,4218078959
2010-06-14,4245731520
2010-06-15,4369104480
2010-06-16,4354214640
2010-06-17,4383994320
2010-06-18,4375485840
2010-06-21,4375485840
2010-06-22,4235095920
2010-06-23,4143629760
2010-06-24,4135121280
2010-06-25,4209570480
2010-06-28,4258494240
2010-06-29,4069180560
2010-06-30,4029931980
2010-07-01,3963937320
2010-07-02,3940519860
2010-07-06,3993741360
2010-07-07,4110828659
2010-07-08,4183209899
2010-07-09,4227915960
2010-07-12,4215142800
2010-07-13,4289652899
2010-07-14,4257720000
2010-07-15,4285395180
2010-07-16,4200240780
2010-07-19,4221529379
2010-07-20,4274750879
2010-07-21,4200240780
2010-07-22,4251333419
2010-07-23,4283266320
2010-07-26,4385451600
2010-07-27,4464219420
2010-07-28,4383322740
2010-07-29,4332230100
2010-07-30,4336487820
2010-08-02,4459961700
2010-08-03,4417384500
2010-08-04,4413126780
2010-08-05,4398224760
2010-08-06,4349260980
2010-08-09,4372678440
2010-08-10,4357776420
2010-08-11,4202369639
2010-08-12,4183209899
2010-08-13,4213013940
2010-08-16,4191725340
2010-08-17,4264106580
2010-08-18,4234302540
2010-08-19,4155534720
2010-08-20,4100184360
2010-08-23,4078895760
2010-08-24,4044834000
2010-08-25,4059736020
2010-08-26,4053349440
2010-08-27,4129988399
2010-08-30,4027803120
2010-08-31,3997999080
2010-09-01,4121472960
2010-09-02,4104442080
2010-09-03,4176823320
2010-09-07,4063993740
2010-09-08,4089540060
2010-09-09,4132117260
2010-09-10,4142761560
2010-09-13,4149148139
2010-09-14,4157663580
2010-09-15,4136374980
2010-09-16,4119344100
2010-09-17,4093797780
2010-09-20,4134246120
2010-09-21,4102313220
2010-09-22,4117215240
2010-09-23,4089540060
2010-09-24,4176823320
2010-09-27,4147019280
2010-09-28,4155534720
2010-09-29,4149148139
2010-09-30,4198111919
2010-10-01,4253462280
2010-10-04,4268364300
2010-10-05,4451446260
2010-10-06,4425899940
2010-10-07,4459961700
2010-10-08,4485508020
2010-10-11,4491894600
2010-10-12,4491894600
2010-10-13,4547244960
2010-10-14,4553631540
2010-10-15,4596208740
2010-10-18,4611110760
2010-10-19,4506796620
2010-10-20,4585564440
2010-10-21,4587693300
2010-10-22,4668589980
2010-10-25,4674976560
2010-10-26,4666461120
2010-10-27,4630270500
2010-10-28,4628141640
2010-10-29,4643043660
2010-11-01,4647301380
2010-11-02,4692007440
2010-11-03,4694136300
2010-11-04,4738842360
2010-11-05,4764388680
2010-11-08,4764388680
2010-11-09,4726069200
2010-11-10,4762259820
2010-11-11,4779290700
2010-11-12,4836769920
2010-11-15,4841027640
2010-11-16,4702651740
2010-11-17,4692007440
2010-11-18,4721811480
2010-11-19,4738842360
2010-11-22,4787806140
2010-11-23,4753744380
2010-11-24,4817610180
2010-11-26,4770775260
2010-11-29,4762259820
2010-11-30,4762259820
2010-12-01,4794192720
2010-12-02,4894249140
2010-12-03,4936826340
2010-12-06,4962372660
2010-12-07,4973016960
2010-12-08,5026238460
2010-12-09,5049655920
2010-12-10,5056042500
2010-12-13,5053913640
2010-12-14,5098619700
2010-12-15,5015594160
2010-12-16,5017723020
2010-12-17,5047527060
2010-12-20,5111392860
2010-12-21,5126294880
2010-12-22,5149712340
2010-12-23,5166743220
2010-12-27,5164614360
2010-12-28,5173129800
2010-12-29,5185902960
2010-12-30,5190160680
2010-12-31,5168872080
2011-01-03,5286788000
2011-01-04,5211874000
2011-01-05,5188329600
2011-01-06,5218295200
2011-01-07,5231137600
2011-01-10,5207593200
2011-01-11,5297490000
2011-01-12,5376684800
2011-01-13,5406650400
2011-01-14,5413071600
2011-01-18,5419492800
2011-01-19,5393808000
2011-01-20,5455879600
2011-01-21,5481564400
2011-01-24,5526512800
2011-01-25,5483704800
2011-01-26,5539355200
2011-01-27,5535074400
2011-01-28,5505108800
2011-01-31,5517951200
2011-02-01,5547916800
2011-02-02,5515810800
2011-02-03,5545776400
2011-02-04,5528653200
2011-02-07,5575742000
2011-02-08,5575742000
2011-02-09,5545776400
2011-02-10,5601426800
2011-02-11,5652796400
2011-02-14,5678481200
2011-02-15,5744833600
2011-02-16,5809045600
2011-02-17,5909644400
2011-02-18,6057332000
2011-02-22,5933188800
2011-02-23,5937469600
2011-02-24,5909644400
2011-02-25,5997400800
2011-02-28,6050910800
2011-03-01,5948171600
2011-03-02,5967435200
2011-03-03,6070174400
2011-03-04,6046630000
2011-03-07,6003822000
2011-03-08,6080876400
2011-03-09,6123684400
2011-03-10,6091578400
2011-03-11,6121544000
2011-03-14,6050910800
2011-03-15,5886100000
2011-03-16,5828309200
2011-03-17,5952452400
2011-03-18,5999541200
2011-03-21,6200738800
2011-03-22,6185756000
2011-03-23,6190036800
2011-03-24,6134386400
2011-03-25,6190036800
2011-03-28,6157930800
2011-03-29,6119403600
2011-03-30,6177194400
2011-03-31,6267091200
2011-04-01,6212776260
2011-04-04,6229630180
2011-04-05,6208562780
2011-04-06,6111652740
2011-04-07,6058984240
2011-04-08,6035810100
2011-04-11,5985248340
2011-04-12,5938900060
2011-04-13,5943113540
2011-04-14,5943113540
2011-04-15,5999995520
2011-04-18,5924152880
2011-04-19,5934686580
2011-04-20,6136933620
2011-04-21,6168534720
2011-04-25,6195922340
2011-04-26,6316006520
2011-04-27,6326540220
2011-04-28,6372888500
2011-04-29,6450837880
2011-05-02,6431877220
2011-05-03,6410809820
2011-05-04,6221203220
2011-05-05,6229630180
2011-05-06,6406596340
2011-05-09,6490865940
2011-05-10,6537214220
2011-05-11,6427663740
2011-05-12,6404489600
2011-05-13,6383422200
2011-05-16,6372888500
2011-05-17,6370781760
2011-05-18,6514040080
2011-05-19,6514040080
2011-05-20,6507719860
2011-05-23,6450837880
2011-05-24,6436090700
2011-05-25,6497186160
2011-05-26,6452944620
2011-05-27,6457158100
2011-05-31,6556174880
2011-06-01,6492972680
2011-06-02,6457158100
2011-06-03,6427663740
2011-06-06,6307579560
2011-06-07,6356034580
2011-06-08,6372888500
2011-06-09,6412916560
2011-06-10,6366568280
2011-06-13,6347607620
2011-06-14,6427663740
2011-06-15,6337073920
2011-06-16,6311793040
2011-06-17,6398169380
2011-06-20,6518253560
2011-06-21,6621483820
2011-06-22,6640444480
2011-06-23,6669938840
2011-06-24,6756315180
2011-06-27,6777382580
2011-06-28,6749994960
2011-06-29,6815303900
2011-06-30,6694034400
2011-07-01,6813865879
2011-07-05,6803535580
2011-07-06,6830394360
2011-07-07,6817998000
2011-07-08,6805601640
2011-07-11,6698166520
2011-07-12,6683704100
2011-07-13,6673373799
2011-07-14,6660977440
2011-07-15,6729157420
2011-07-18,6687836219
2011-07-19,6768412560
2011-07-20,6741553780
2011-07-21,6869649500
2011-07-22,6842790719
2011-07-25,6799403459
2011-07-26,6753950140
2011-07-27,6677505920
2011-07-28,6598995640
2011-07-29,6582467160
2011-08-01,6580401100
2011-08-02,6466767800
2011-08-03,6253963620
2011-08-04,5830421320
2011-08-05,5760175280
2011-08-08,5363491760
2011-08-09,5743646800
2011-08-10,5630013500
2011-08-11,5977111580
2011-08-12,5997772180
2011-08-15,6167189100
2011-08-16,6165123040
2011-08-17,6185783640
2011-08-18,6026697020
2011-08-19,5948186740
2011-08-22,5910997660
2011-08-23,6086612760
2011-08-24,6181651520
2011-08-25,6092810940
2011-08-26,6222972720
2011-08-29,6413050240
2011-08-30,6419248420
2011-08-31,6413050240
2011-09-01,6417182360
2011-09-02,6200246060
2011-09-06,6109339420
2011-09-07,6272558160
2011-09-08,6183717580
2011-09-09,6010168540
2011-09-12,5956450980
2011-09-13,6059753980
2011-09-14,6115537600
2011-09-15,6173387280
2011-09-16,6175453340
2011-09-19,6144462440
2011-09-20,6154792740
2011-09-21,6006036420
2011-09-22,5820091020
2011-09-23,5822157080
2011-09-26,5923394020
2011-09-27,6109339420
2011-09-28,6037027320
2011-09-29,6119669720
2011-09-30,5957078960
2011-10-03,5821082000
2011-10-04,5792234160
2011-10-05,5936473360
2011-10-06,6086894240
2011-10-07,6126044880
2011-10-10,6433068320
2011-10-11,6365069840
2011-10-12,6352706480
2011-10-13,6332100880
2011-10-14,6373312080
2011-10-17,6406281040
2011-10-18,6517551280
2011-10-19,6482521760
2011-10-20,6523732960
2011-10-21,6643245440
2011-10-24,6742152320
2011-10-25,6657669360
2011-10-26,6721546719
2011-10-27,6923481600
2011-10-28,6919360480
2011-10-31,6859604240
2011-11-01,6653548240
2011-11-02,6824574719
2011-11-03,6948208320
2011-11-04,6993540640
2011-11-07,6991480080
2011-11-08,7032691280
2011-11-09,6803969120
2011-11-10,6960571680
2011-11-11,7100689760
2011-11-14,7055357440
2011-11-15,7176930480
2011-11-16,7166627680
2011-11-17,7172809360
2011-11-18,7185172719
2011-11-21,7090386959
2011-11-22,7108932000
2011-11-23,6981177280
2011-11-25,7012085680
2011-11-28,7193414959
2011-11-29,7267595120
2011-11-30,7500438400
2011-12-01,7502498959
2011-12-02,7498377840
2011-12-05,7566376320
2011-12-06,7498377840
2011-12-07,7481893360
2011-12-08,7310866879
2011-12-09,7533407360
2011-12-12,7426258240
2011-12-13,7430379360
2011-12-14,7317048560
2011-12-15,7438621600
2011-12-16,7401531520
2011-12-19,7444803280
2011-12-20,7628193120
2011-12-21,7718857760
2011-12-22,7718857760
2011-12-23,7801280160
2011-12-27,7819825200
2011-12-28,7747705600
2011-12-29,7819825200
2011-12-30,7819825200
2012-01-03,7945540860
2012-01-04,7939312320
2012-01-05,7947617040
2012-01-06,7926855240
2012-01-09,7885331639
2012-01-10,8011978620
2012-01-11,8030664240
2012-01-12,7966302659
2012-01-13,8072187840
2012-01-17,7999521540
2012-01-18,8065959300
2012-01-19,8041045139
2012-01-20,7991216820
2012-01-23,7991216820
2012-01-24,7928931420
2012-01-25,7966302659
2012-01-26,7999521540
2012-01-27,7733770500
2012-01-30,7600894980
2012-01-31,7557295200
2012-02-01,7428572040
2012-02-02,7351753379
2012-02-03,7424419680
2012-02-06,7428572040
2012-02-07,7503314520
2012-02-08,7447257659
2012-02-09,7426495860
2012-02-10,7362134280
2012-02-13,7411962600
2012-02-14,7387048440
2012-02-15,7312305960
2012-02-16,7486705080
2012-02-17,7459714740
2012-02-21,7567676100
2012-02-22,7573904639
2012-02-23,7648647120
2012-02-24,7621656780
2012-02-27,7573904639
2012-02-28,7459714740
2012-02-29,7511619240
2012-03-01,7507466879
2012-03-02,7524076320
2012-03-05,7555219020
2012-03-06,7501238340
2012-03-07,7482552720
2012-03-08,7507466879
2012-03-09,7567676100
2012-03-12,7679789820
2012-03-13,7725465780
2012-03-14,7625809139
2012-03-15,7594666440
2012-03-16,7530304860
2012-03-19,7548990480
2012-03-20,7528228680
2012-03-21,7478400360
2012-03-22,7409886420
2012-03-23,7468019460
2012-03-26,7507466879
2012-03-27,7488781260
2012-03-28,7436876760
2012-03-29,7443105300
2012-03-30,7422343500
2012-04-02,7404470240
2012-04-03,7431418200
2012-04-04,7346428480
2012-04-05,7358866000
2012-04-09,7321553440
2012-04-10,7201324080
2012-04-11,7309115920
2012-04-12,7302897159
2012-04-13,7280095039
2012-04-16,7259365840
2012-04-17,7358866000
2012-04-18,7344355560
2012-04-19,7344355560
2012-04-20,7516407920
2012-04-23,7456293240
2012-04-24,7503970400
2012-04-25,7655293560
2012-04-26,7709189480
2012-04-27,7756866640
2012-04-30,7794179200
2012-05-01,7875023080
2012-05-02,7858439719
2012-05-03,7856366800
2012-05-04,7860512640
2012-05-07,7835637599
2012-05-08,7785887520
2012-05-09,7736137440
2012-05-10,7868804320
2012-05-11,7843929280
2012-05-14,7678095680
2012-05-15,7655293560
2012-05-16,7644928960
2012-05-17,7456293240
2012-05-18,7402397320
2012-05-21,7580668440
2012-05-22,7638710200
2012-05-23,7514335000
2012-05-24,7591033039
2012-05-25,7586887200
2012-05-29,7684314440
2012-05-30,7551647560
2012-05-31,7530918360
2012-06-01,7240709560
2012-06-04,7166084440
2012-06-05,7288386719
2012-06-06,7499824560
2012-06-07,7499824560
2012-06-08,7491532880
2012-06-11,7474949520
2012-06-12,7630418520
2012-06-13,7630418520
2012-06-14,7688460280
2012-06-15,7787960440
2012-06-18,7881241840
2012-06-19,7980742000
2012-06-20,7899898120
2012-06-21,7678095680
2012-06-22,7729918680
2012-06-25,7541282960
2012-06-26,7485314120
2012-06-27,7535064200
2012-06-28,7541282960
2012-06-29,7678095680
2012-07-02,7669237049
2012-07-03,7718438250
2012-07-05,7702037850
2012-07-06,7677437250
2012-07-09,7646686499
2012-07-10,7585185000
2012-07-11,7597485300
2012-07-12,7706137950
2012-07-13,7769689500
2012-07-16,7792240050
2012-07-17,7870141950
2012-07-18,7896792600
2012-07-19,7915243050
2012-07-20,7907042850
2012-07-23,7888592399
2012-07-24,7781989800
2012-07-25,7738938750
2012-07-26,7825040850
2012-07-27,8134598400
2012-07-30,8138698500
2012-07-31,7989044850
2012-08-01,8019795599
2012-08-02,7904992800
2012-08-03,8025945750
2012-08-06,8075146950
2012-08-07,8046446250
2012-08-08,8011595400
2012-08-09,8013645450
2012-08-10,8032095900
2012-08-13,7976744549
2012-08-14,7964444250
2012-08-15,7964444250
2012-08-16,7993144950
2012-08-17,7950093900
2012-08-20,7968544349
2012-08-21,7986994800
2012-08-22,7984944750
2012-08-23,7956244050
2012-08-24,8003395200
2012-08-27,8017745550
2012-08-28,7980844650
2012-08-29,8032095900
2012-08-30,7986994800
2012-08-31,7993144950
2012-09-04,8077197000
2012-09-05,8054646450
2012-09-06,8181749549
2012-09-07,8210450249
2012-09-10,8239150950
2012-09-11,8282202000
2012-09-12,8310902700
2012-09-13,8427755550
2012-09-14,8452356149
2012-09-17,8431855650
2012-09-18,8392904700
2012-09-19,8419555350
2012-09-20,8431855650
2012-09-21,8454406200
2012-09-24,8581509300
2012-09-25,8454406200
2012-09-26,8579459250
2012-09-27,8620460250
2012-09-28,8671711500
2012-10-01,8613634320
2012-10-02,8617727280
2012-10-03,8748702000
2012-10-04,8799864000
2012-10-05,8848979520
2012-10-08,8791678080
2012-10-09,8722097760
2012-10-10,8611587840
2012-10-11,8591123040
2012-10-12,8564518800
2012-10-15,8570658240
2012-10-16,8650470960
2012-10-17,8758934400
2012-10-18,8672982240
2012-10-19,8531775120
2012-10-22,8447869440
2012-10-23,8384428560
2012-10-24,8454008880
2012-10-25,8466287759
2012-10-26,8445822960
2012-10-31,8474473679
2012-11-01,8380335600
2012-11-02,8185920000
2012-11-05,8124525600
2012-11-06,8206384800
2012-11-07,8106107280
2012-11-08,7995597360
2012-11-09,8048805840
2012-11-12,7915784640
2012-11-13,7977179039
2012-11-14,7991504399
2012-11-15,7999690320
2012-11-16,8181827039
2012-11-19,8224803120
2012-11-20,8249360880
2012-11-21,8241174960
2012-11-23,8239128480
2012-11-26,8228896080
2012-11-27,8167501679
2012-11-28,8040619920
2012-11-29,7950574800
2012-11-30,8038573440
2012-12-03,7997643840
2012-12-04,7981272000
2012-12-05,7956714240
2012-12-06,7823693039
2012-12-07,7704997200
2012-12-10,7694764800
2012-12-11,7827786000
2012-12-12,7809367679
2012-12-13,7735694399
2012-12-14,7686578880
2012-12-17,7833925440
2012-12-18,7797088800
2012-12-19,7784809920
2012-12-20,7856436720
2012-12-21,7778670480
2012-12-24,7747973280
2012-12-26,7596533759
2012-12-27,7553557679
2012-12-28,7537185840
2012-12-31,7691078970
2013-01-02,7935598979
2013-01-03,7915051080
2013-01-04,7982859150
2013-01-07,7970530410
2013-01-08,8028064530
2013-01-09,7974639990
2013-01-10,8069160330
2013-01-11,8079434280
2013-01-14,8112310919
2013-01-15,8161625880
2013-01-16,8165735460
2013-01-17,8344502190
2013-01-18,8445186900
2013-01-22,8480118330
2013-01-23,8510940180
2013-01-24,8517104550
2013-01-25,8531488080
2013-01-28,8521214130
2013-01-29,8535597660
2013-01-30,8443132110
2013-01-31,8457515639
2013-02-01,8512994970
2013-02-04,8467789590
2013-02-05,8502721020
2013-02-06,8566419510
2013-02-07,8603405730
2013-02-08,8603405730
2013-02-11,8599296150
2013-02-12,8665049430
2013-02-13,8626008420
2013-02-14,8564364720
2013-02-15,8591076990
2013-02-19,8626008420
2013-02-20,8519159340
2013-02-21,8430803370
2013-02-22,8529433290
2013-02-25,8311625550
2013-02-26,7976694780
2013-02-27,8120530080
2013-02-28,8093817810
2013-03-01,8028064530
2013-03-04,8132858820
2013-03-05,8155461510
2013-03-06,8159571090
2013-03-07,8147242350
2013-03-08,8139023190
2013-03-11,8122584870
2013-03-12,8130804030
2013-03-13,8126694449
2013-03-14,8136968400
2013-03-15,8089708229
2013-03-18,8046557639
2013-03-19,8071215120
2013-03-20,8274639330
2013-03-21,8280803699
2013-03-22,8315735130
2013-03-25,8373269250
2013-03-26,8365050090
2013-03-27,8336283030
2013-03-28,8576693460
2013-04-01,8746647490
2013-04-02,8748708920
2013-04-03,8598224530
2013-04-04,8662128860
2013-04-05,8614715970
2013-04-08,8777568940
2013-04-09,8791998950
2013-04-10,8816736110
2013-04-11,8771384650
2013-04-12,8915684750
2013-04-15,8759016070
2013-04-16,9024940540
2013-04-17,8905377600
2013-04-18,9008449100
2013-04-19,9268189280
2013-04-22,9408366520
2013-04-23,9354769340
2013-04-24,9292926440
2013-04-25,9286742150
2013-04-26,9171302070
2013-04-29,9239329260
2013-04-30,9270250710
2013-05-01,8639453130
2013-05-02,8501337320
2013-05-03,8501337320
2013-05-06,8515767330
2013-05-07,8639453130
2013-05-08,8674497440
2013-05-09,8655944570
2013-05-10,8647698850
2013-05-13,8620900260
2013-05-14,8771384650
2013-05-15,8849718990
2013-05-16,8752831780
2013-05-17,8888886160
2013-05-20,8917746180
2013-05-21,8905377600
2013-05-22,8697173170
2013-05-23,8583794520
2013-05-24,8509583040
2013-05-28,8507521610
2013-05-29,8274580020
2013-05-30,8227167129
2013-05-31,8146771360
2013-06-03,8165324230
2013-06-04,7965365520
2013-06-05,7798389690
2013-06-06,7952996940
2013-06-07,8070498450
2013-06-10,7922075490
2013-06-11,7909706909
2013-06-12,7819003990
2013-06-13,8054007010
2013-06-14,8002471260
2013-06-17,8006594120
2013-06-18,8043699860
2013-06-19,7744792510
2013-06-20,7429393720
2013-06-21,7485052330
2013-06-24,7437639440
2013-06-25,7472683750
2013-06-26,7472683750
2013-06-27,7540710940
2013-06-28,7456192310
2013-07-01,7395587100
2013-07-02,7300719000
2013-07-03,7257409650
2013-07-05,7222349700
2013-07-08,7478081100
2013-07-09,7696690200
2013-07-10,7737937200
2013-07-11,7756498350
2013-07-12,7795682999
2013-07-15,7931798100
2013-07-16,7878177000
2013-07-17,7845179400
2013-07-18,7841054700
2013-07-19,7863740550
2013-07-22,7894675800
2013-07-23,7898800499
2013-07-24,7733812500
2013-07-25,9709543800
2013-07-26,9418752450
2013-07-29,9402253650
2013-07-30,9356881950
2013-07-31,9561054600
2013-08-01,9573428700
2013-08-02,9492997050
2013-08-05,9441438300
2013-08-06,9503308800
2013-08-07,9521869950
2013-08-08,9544555800
2013-08-09,9466186500
2013-08-12,9389879550
2013-08-13,9303260850
2013-08-14,9253764450
2013-08-15,9072277650
2013-08-16,9053716500
2013-08-19,9078464700
2013-08-20,9198081000
2013-08-21,9179519850
2013-08-22,9332133750
2013-08-23,9375443100
2013-08-26,9385754850
2013-08-27,9350694900
2013-08-28,9367193700
2013-08-29,9404316000
2013-08-30,9288824400
2013-09-03,9229016250
2013-09-04,9299136150
2013-09-05,9239328000
2013-09-06,9259951500
2013-09-09,9375443100
2013-09-10,9474435900
2013-09-11,9286762050
2013-09-12,9257889150
2013-09-13,9231078600
2013-09-16,9299136150
2013-09-17,9424939500
2013-09-18,9775539000
2013-09-19,9738416700
2013-09-20,9591989850
2013-09-23,9668296800
2013-09-24,9629112150
2013-09-25,9627049800
2013-09-26,9668296800
2013-09-27,9577553400
2013-09-30,9630970920
2013-10-01,9676361100
2013-10-02,9672234720
2013-10-03,9626844540
2013-10-04,9732067230
2013-10-07,9612402210
2013-10-08,9525748230
2013-10-09,9490674000
2013-10-10,9816658020
2013-10-11,9923943900
2013-10-14,9944575800
2013-10-15,9785710170
2013-10-16,9798089310
2013-10-17,9911564760
2013-10-18,9928070280
2013-10-21,9919817520
2013-10-22,10074556770
2013-10-23,10124073330
2013-10-24,10177716270
2013-10-25,10185969030
2013-10-28,10258180680
2013-10-29,10365466560
2013-10-30,10264370250
2013-10-31,10206600930
2013-11-01,10188032220
2013-11-04,10315950000
2013-11-05,10126136520
2013-11-06,10443867780
2013-11-07,10297381290
2013-11-08,10458310110
2013-11-11,10443867780
2013-11-12,10303570860
2013-11-13,10342771470
2013-11-14,10359276990
2013-11-15,10439741400
2013-11-18,10398477600
2013-11-19,10309760430
2013-11-20,10322139570
2013-11-21,10392288030
2013-11-22,10648123590
2013-11-25,10705892910
2013-11-26,10619238930
2013-11-27,10582101510
2013-11-29,10489257960
2013-12-02,10344834660
2013-12-03,10749219900
2013-12-04,10860632160
2013-12-05,10714145670
2013-12-06,10780167750
2013-12-09,10650186780
2013-12-10,10606859790
2013-12-11,10532584950
2013-12-12,10592417460
2013-12-13,10594480650
2013-12-16,10600670220
2013-12-17,10656376350
2013-12-18,10743030330
2013-12-19,10674945060
2013-12-20,10792546890
2013-12-23,10769851800
2013-12-24,10840000260
