,ULTA
2017-03-29,17601286430
2017-03-30,17730456510
2017-03-31,17713068230
2017-04-03,17514345030
2017-04-04,17485778570
2017-04-05,17490746650
2017-04-06,17696300960
2017-04-07,17667734500
2017-04-10,17797525590
2017-04-11,17801251650
2017-04-12,17623021780
2017-04-13,17554710680
2017-04-17,17585140170
2017-04-18,17565888860
2017-04-19,17354745460
2017-04-20,17309411730
2017-04-21,17357229500
2017-04-24,17277119210
2017-04-25,17263456990
2017-04-26,17369028690
2017-04-27,17492609680
2017-04-28,17477705440
2017-05-01,17541230700
2017-05-02,17873821650
2017-05-03,17983446600
2017-05-04,18098026350
2017-05-05,18299934450
2017-05-08,18428139900
2017-05-09,18553867950
2017-05-10,18547674450
2017-05-11,18574925850
2017-05-12,18428759250
2017-05-15,18296218350
2017-05-16,18167393550
2017-05-17,18090594150
2017-05-18,18445481700
2017-05-19,18213844800
2017-05-22,18267108900
2017-05-23,17995214250
2017-05-24,17373386850
2017-05-25,18149432400
2017-05-26,18729144000
2017-05-30,18766305000
2017-05-31,18880265400
2017-06-01,18996703200
2017-06-02,19290894450
2017-06-05,19430867550
2017-06-06,19011567600
2017-06-07,19072263900
2017-06-08,19030767450
2017-06-09,19067928450
2017-06-12,18643673700
2017-06-13,18747105150
2017-06-14,18717376350
2017-06-15,18588551550
2017-06-16,18329043900
2017-06-19,18219418950
2017-06-20,18363727500
2017-06-21,17889305400
2017-06-22,17598210900
2017-06-23,17633513850
2017-06-26,17943808200
2017-06-27,17518934100
2017-06-28,17668816800
2017-06-29,17705977800
2017-06-30,17796402900
2017-07-03,17549901600
2017-07-05,17282342400
2017-07-06,16923119400
2017-07-07,17154136950
2017-07-10,16649366700
2017-07-11,15854121300
2017-07-12,16218299100
2017-07-13,15942068999
2017-07-14,16210866900
2017-07-17,15727773900
2017-07-18,16025681250
2017-07-19,15901811250
2017-07-20,15839256900
2017-07-21,15694329000
2017-07-24,15612574800
2017-07-25,15893140350
2017-07-26,15312809400
2017-07-27,15448447050
2017-07-28,15397041000
2017-07-31,15398921790
2017-08-01,15647795730
2017-08-02,15200313030
2017-08-03,15403212720
2017-08-04,15337009800
2017-08-07,15251804190
2017-08-08,15363981360
2017-08-09,15513550920
2017-08-10,15132884130
2017-08-11,15389113950
2017-08-14,15230962530
2017-08-15,14568933330
2017-08-16,14922015570
2017-08-17,14799417570
2017-08-18,14969215800
2017-08-21,14356838790
2017-08-22,14199913350
2017-08-23,14225045940
2017-08-24,14326189290
2017-08-25,13017455640
2017-08-28,12734867250
2017-08-29,12981902220
2017-08-30,13091627430
2017-08-31,13547691990
2017-09-01,13591827270
2017-09-05,13724846100
2017-09-06,13976172000
2017-09-07,14131258470
2017-09-08,13913647020
2017-09-11,14012951400
2017-09-12,13907517120
2017-09-13,13878706590
2017-09-14,13726685070
2017-09-15,13772046330
2017-09-18,13919776920
2017-09-19,13758560550
2017-09-20,13721168160
2017-09-21,13469842260
2017-09-22,13434901830
2017-09-25,13417738110
2017-09-26,13423868010
2017-09-27,13955330340
2017-09-28,13908130110
2017-09-29,13857251940
2017-10-02,13718716200
2017-10-03,13952878380
2017-10-04,13701552480
2017-10-05,13524398370
2017-10-06,13480263090
2017-10-09,13322724660
2017-10-10,13037684310
2017-10-11,12743449110
2017-10-12,11656617840
2017-10-13,12172755420
2017-10-16,11873616300
2017-10-17,12399561720
2017-10-18,12159882630
2017-10-19,12543001380
2017-10-20,12556487160
2017-10-23,12404465640
2017-10-24,12462699690
2017-10-25,12338875710
2017-10-26,12291062490
2017-10-27,12194210070
2017-10-30,12290585220
2017-10-31,12296679020
2017-11-01,12481930540
2017-11-02,12364320200
2017-11-03,12312522900
2017-11-06,12268647540
2017-11-07,12066333380
2017-11-08,11937754200
2017-11-09,12138240220
2017-11-10,12233912880
2017-11-13,12067552140
2017-11-14,12129708900
2017-11-15,12186990620
2017-11-16,12550790480
2017-11-17,13107763800
2017-11-20,12745792080
2017-11-21,12794542480
2017-11-22,12937137400
2017-11-24,12819527060
2017-11-27,12595275220
2017-11-28,13227811660
2017-11-29,13595267800
2017-11-30,13510563980
2017-12-01,12954200040
2017-12-04,13506298320
2017-12-05,13648283860
2017-12-06,13597705320
2017-12-07,13503251420
2017-12-08,13683018520
2017-12-11,13171139320
2017-12-12,13093748060
2017-12-13,13103498140
2017-12-14,13233905460
2017-12-15,13299718500
2017-12-18,13568455080
2017-12-19,13861566860
2017-12-20,13771988000
2017-12-21,13928598660
2017-12-22,13788441260
2017-12-26,13813425840
2017-12-27,13750659700
2017-12-28,13731159540
2017-12-29,13629393080
2018-01-02,13993192940
2018-01-03,14937122560
2018-01-04,14922497440
2018-01-05,14500806480
2018-01-08,14085209320
2018-01-09,14193678960
2018-01-10,14043162100
2018-01-11,14207694700
2018-01-12,14461806160
2018-01-16,14449618560
2018-01-17,14545291220
2018-01-18,14817074700
2018-01-19,14876793940
2018-01-22,14321039380
2018-01-23,13942005020
2018-01-24,13669002780
2018-01-25,13850598020
2018-01-26,13874973220
2018-01-29,13963942700
2018-01-30,13775034900
2018-01-31,13534329800
2018-02-01,13369797200
2018-02-02,13374062860
2018-02-05,12909323900
2018-02-06,13248739900
2018-02-07,13216616600
2018-02-08,12672944900
2018-02-09,13246315500
2018-02-12,12696582800
2018-02-13,12533541900
2018-02-14,12531723600
2018-02-15,12364440000
2018-02-16,12312921500
2018-02-20,12190489300
2018-02-21,12194125900
2018-02-22,12367470500
2018-02-23,12552937100
2018-02-26,12057147300
2018-02-27,12307466600
2018-02-28,12325043500
2018-03-01,12165033100
2018-03-02,11758340000
2018-03-05,11993506800
2018-03-06,12135334200
2018-03-07,12186852700
2018-03-08,12518389400
2018-03-09,12480811200
2018-03-12,12583848200
2018-03-13,12631124000
2018-03-14,12242613900
2018-03-15,12494145400
2018-03-16,13448146800
2018-03-19,13067516000
2018-03-20,13069334300
2018-03-21,12909930000
2018-03-22,12568089600
2018-03-23,12260796900
2018-03-26,12600819000
2018-03-27,12420201200
2018-03-28,12431717100
2018-03-29,12380804700
2018-04-02,12311709300
2018-04-03,12387471800
2018-04-04,12505055200
2018-04-05,12541421200
2018-04-06,12622638600
2018-04-09,12858411500
2018-04-10,13398446600
2018-04-11,12928113000
2018-04-12,13201464100
2018-04-13,13387536800
2018-04-16,13814837300
2018-04-17,14157889900
2018-04-18,14124554400
2018-04-19,14192437600
2018-04-20,14246380500
2018-04-23,14464576500
2018-04-24,14179103400
2018-04-25,14316082000
2018-04-26,14765202100
2018-04-27,15080374100
2018-04-30,15207655100
2018-05-01,15190078200
2018-05-02,15056736200
2018-05-03,14962790700
2018-05-04,15379181400
2018-05-07,15201914900
2018-05-08,14971246100
2018-05-09,14951423000
2018-05-10,14867325000
2018-05-11,15017500000
2018-05-14,14839692800
2018-05-15,15040927300
2018-05-16,15138841400
2018-05-17,15474032000
2018-05-18,15353291300
2018-05-21,15304033900
2018-05-22,15179088300
2018-05-23,15195907900
2018-05-24,15120820400
2018-05-25,15080573500
2018-05-29,15239158300
2018-05-30,15226543600
2018-05-31,14831883700
2018-06-01,14726160500
2018-06-04,15413962000
2018-06-05,15253575100
2018-06-06,15368909500
2018-06-07,15433184400
2018-06-08,15201314200
2018-06-11,15128028800
2018-06-12,14914780300
2018-06-13,14868526400
2018-06-14,14813262000
2018-06-15,14890151600
2018-06-18,14852908200
2018-06-19,14792838200
2018-06-20,15094389600
2018-06-21,15038524500
2018-06-22,15003083200
2018-06-25,14513512700
2018-06-26,14341712500
2018-06-27,14179523500
2018-06-28,14396976900
2018-06-29,14023942200
2018-07-02,13968677800
2018-07-03,14133269600
2018-07-05,14288250200
2018-07-06,14573582700
2018-07-09,15059549000
2018-07-10,15294422700
2018-07-11,15149654000
2018-07-12,15189900900
2018-07-13,15610390900
2018-07-16,15347885000
2018-07-17,15202515600
2018-07-18,15055944800
2018-07-19,15462618700
2018-07-20,15289016400
2018-07-23,15320853500
2018-07-24,14971846800
2018-07-25,15221137300
2018-07-26,15130431600
2018-07-27,15016899300
2018-07-30,14629447800
2018-07-31,14680507300
2018-08-01,14296660000
2018-08-02,14105036700
2018-08-03,14117651400
2018-08-06,14100836400
2018-08-07,14277022200
2018-08-08,14094864000
2018-08-09,14103822600
2018-08-10,14125920480
2018-08-13,13941970560
2018-08-14,14096058480
2018-08-15,13854773520
2018-08-16,13925845080
2018-08-17,14037528960
2018-08-20,14293147680
2018-08-21,14463958320
2018-08-22,14017222800
2018-08-23,14297925600
2018-08-24,14433499080
2018-08-27,14383928160
2018-08-28,14481278280
2018-08-29,14437082520
2018-08-30,14597142840
2018-08-31,15528240000
2018-09-04,16386473880
2018-09-05,16419919320
2018-09-06,16463517840
2018-09-07,17069119200
2018-09-10,17078675039
2018-09-11,17124662520
2018-09-12,16939518120
2018-09-13,16753776479
2018-09-14,16668968400
2018-09-17,16809319800
2018-09-18,16894127880
2018-09-19,17150343840
2018-09-20,17007006240
2018-09-21,16768707479
2018-09-24,16781846760
2018-09-25,16571021039
2018-09-26,16622980920
2018-09-27,16679718719
2018-09-28,16849334880
2018-10-01,16899503039
2018-10-02,16720928280
2018-10-03,16655231880
2018-10-04,16424100000
2018-10-05,16116521400
2018-10-08,16333916760
2018-10-09,16464712320
2018-10-10,16013796120
2018-10-11,15980350680
2018-10-12,16462323360
2018-10-15,16826042520
2018-10-16,17045826840
2018-10-17,16837390080
2018-10-18,16330930560
2018-10-19,16172064719
2018-10-22,16400807640
2018-10-23,16247914200
2018-10-24,15948099719
2018-10-25,16259261760
2018-10-26,16417530360
2018-10-29,16633134000
2018-10-30,15945710760
2018-10-31,16395432479
2018-11-01,16301665800
2018-11-02,16839181800
2018-11-05,16717457030
2018-11-06,17107939490
2018-11-07,17032891810
2018-11-08,17852553190
2018-11-09,18065383720
2018-11-12,18116392690
2018-11-13,18424791750
2018-11-14,18359125030
2018-11-15,18281732110
2018-11-16,18384336360
2018-11-19,18367919680
2018-11-20,17714770340
2018-11-21,17809752560
2018-11-23,17783954920
2018-11-26,17654380410
2018-11-27,17403439730
2018-11-28,17304353340
2018-11-29,17610993470
2018-11-30,17459725490
2018-12-03,17969815190
2018-12-04,17069243030
2018-12-06,17174192520
2018-12-07,14919830570
2018-12-10,14722244100
2018-12-11,14532279660
2018-12-12,14959699650
2018-12-13,14746869120
2018-12-14,14473062350
2018-12-17,14185770450
2018-12-18,14124794210
2018-12-19,14026294130
2018-12-20,13720240310
2018-12-21,13513859190
2018-12-24,13430016860
2018-12-26,14200428200
2018-12-27,14204532370
2018-12-28,14039192950
2018-12-31,14355214040
2019-01-02,14538729070
2019-01-03,14268440160
2019-01-04,14952663930
2019-01-07,15889001000
2019-01-08,16182156000
2019-01-09,16486450890
2019-01-10,16242545929
2019-01-11,16657653410
2019-01-14,16117661899
2019-01-15,16328147190
2019-01-16,16534528310
2019-01-17,16645340899
2019-01-18,17090936500
2019-01-22,16935564350
2019-01-23,16897454200
2019-01-24,16885141690
2019-01-25,17045204320
2019-01-28,17019406679
2019-01-29,16933805420
2019-01-30,16920906600
2019-01-31,17115561520
2019-02-01,17082728160
2019-02-04,16946704240
2019-02-05,17239859240
2019-02-06,17205266950
2019-02-07,17216406840
2019-02-08,17358293860
2019-02-11,17477901100
2019-02-12,17735877500
2019-02-13,17820892450
2019-02-14,17882455000
2019-02-15,17962193160
2019-02-19,17861934150
2019-02-20,17959261610
2019-02-21,18059520620
2019-02-22,18217824320
2019-02-25,18119910550
2019-02-26,18175610000
2019-02-27,18006166410
2019-02-28,18321601190
2019-03-01,18486354300
2019-03-04,18263556500
2019-03-05,18306943440
2019-03-06,18322773810
2019-03-07,17908838950
2019-03-08,17963952090
2019-03-11,18160952250
2019-03-12,18258279710
2019-03-13,18494562640
2019-03-14,18322773810
2019-03-15,19841316710
2019-03-18,20064700820
2019-03-19,19609137950
2019-03-20,19394548490
2019-03-21,19649007030
2019-03-22,19378718120
2019-03-25,19739298770
2019-03-26,20104569900
2019-03-27,20289257550
2019-03-28,20241180130
2019-03-29,20446388630
2019-04-01,20670359050
2019-04-02,20362546300
2019-04-03,20551924430
2019-04-04,20529058340
2019-04-05,20733680530
2019-04-08,20782930570
2019-04-09,20415314200
2019-04-10,20537266680
2019-04-11,20533748820
2019-04-12,20217727730
2019-04-15,20751856140
2019-04-16,20818695480
2019-04-17,20774722230
2019-04-18,20572445280
2019-04-22,20368995710
2019-04-23,20616418530
2019-04-24,20863255040
2019-04-25,20737784700
2019-04-26,20986380140
2019-04-29,20573617900
2019-04-30,20461046380
2019-05-01,19637867140
2019-05-02,20150302080
2019-05-03,20049456760
2019-05-06,20166722280
2019-05-07,19915423560
2019-05-08,20252233650
2019-05-09,20246416550
2019-05-10,19966614040
2019-05-13,19209809330
2019-05-14,19505899720
2019-05-15,19818859700
2019-05-16,19966614040
2019-05-17,19920658950
2019-05-20,20237109190
2019-05-21,20543670360
2019-05-22,20306914390
2019-05-23,19651908930
2019-05-24,19492520390
2019-05-28,19478559350
2019-05-29,18735133970
2019-05-30,19106846660
2019-05-31,19393047980
2019-06-03,19231332600
2019-06-04,19518115630
2019-06-05,19631549080
2019-06-06,19797336430
2019-06-07,19671105360
2019-06-10,19606535550
2019-06-11,19778721710
2019-06-12,19942182220
2019-06-13,20348797510
2019-06-14,20628600020
2019-06-17,20370902490
2019-06-18,20197552910
2019-06-19,20815910640
2019-06-20,20844996140
2019-06-21,20697823510
2019-06-24,20158578340
2019-06-25,20283645990
2019-06-26,20058524220
2019-06-27,20023621620
2019-06-28,20178938190
2019-07-01,19800244980
2019-07-02,19855507430
2019-07-03,20094008530
2019-07-05,20066086450
2019-07-08,20516329990
2019-07-09,20271430080
2019-07-10,20196971200
2019-07-11,20184173580
2019-07-12,20731562690
2019-07-15,20690261280
2019-07-16,20972972340
2019-07-17,21313272690
2019-07-18,21302801910
2019-07-19,20767047000
2019-07-22,20531454450
2019-07-23,20475610290
2019-07-24,20530872740
2019-07-25,20628600020
2019-07-26,20585553480
2019-07-29,20134728230
2019-07-30,20280155730
2019-07-31,20316221750
2019-08-01,20098662210
2019-08-02,19604790420
2019-08-05,19005499520
2019-08-06,19589239040
2019-08-07,19784970240
2019-08-08,20323806720
2019-08-09,19958825600
2019-08-12,19372207680
2019-08-13,19642201600
2019-08-14,18479328000
2019-08-15,18447089920
2019-08-16,18538623040
2019-08-19,18723992000
2019-08-20,18599069440
2019-08-21,18889212160
2019-08-22,19277796160
2019-08-23,18542652800
2019-08-26,19010104960
2019-08-27,18638791360
2019-08-28,19019315840
2019-08-29,19426321600
2019-08-30,13685640640
2019-09-03,13667218880
2019-09-04,13169255680
2019-09-05,13626921280
2019-09-06,13419100800
2019-09-09,13019578880
2019-09-10,13322386560
2019-09-11,13134139200
2019-09-12,13019578880
2019-09-13,13059876480
2019-09-16,12978705600
2019-09-17,13462276800
2019-09-18,13202645120
2019-09-19,13244669760
2019-09-20,13168680000
2019-09-23,13661462080
2019-09-24,13786384640
2019-09-25,13559566720
2019-09-26,13603894080
2019-09-27,14069619200
2019-09-30,14429419200
2019-10-01,15312512320
2019-10-02,15128294720
2019-10-03,14819730240
2019-10-04,14426540800
2019-10-07,13974632000
2019-10-08,13645343040
2019-10-09,13703486720
2019-10-10,13917064000
2019-10-11,14303345280
2019-10-14,14194541760
2019-10-15,14127187200
2019-10-16,14103008640
2019-10-17,14282620800
2019-10-18,13811714560
2019-10-21,13545750400
2019-10-22,13638434880
2019-10-23,13693700160
2019-10-24,13754722240
2019-10-25,13868131200
2019-10-28,13916488320
2019-10-29,13937788480
2019-10-30,13830712000
2019-10-31,13421979200
2019-11-01,13419676480
2019-11-04,13517932480
2019-11-05,13986976640
2019-11-06,13905478080
2019-11-07,13892939840
2019-11-08,13637615680
2019-11-11,13789784320
2019-11-12,13904338240
2019-11-13,13908327680
2019-11-14,13841647040
2019-11-15,14037129600
2019-11-18,13924855360
2019-11-19,13655283200
2019-11-20,13352655680
2019-11-21,13022102080
2019-11-22,13043189120
2019-11-25,13177120320
2019-11-26,13448402240
2019-11-27,13334988160
2019-11-29,13328149120
2019-12-02,13465499840
2019-12-03,13512803200
2019-12-04,13645309600
2019-12-05,13451251840
2019-12-06,14943302400
2019-12-09,14398458880
2019-12-10,14269087040
2019-12-11,14341466880
2019-12-12,14753519040
2019-12-13,14447472000
2019-12-16,14196707200
2019-12-17,14587672320
2019-12-18,14251989440
2019-12-19,14287324480
2019-12-20,14276496000
2019-12-23,14420115840
2019-12-24,14389910080
2019-12-26,14323799360
2019-12-27,14428664640
2019-12-30,14324939200
2019-12-31,14426954880
2020-01-02,14507313600
2020-01-03,14257688640
2020-01-06,14302142400
2020-01-07,14424105280
2020-01-08,14703936000
2020-01-09,15017392000
2020-01-10,15232821759
2020-01-13,15712694400
2020-01-14,16107079040
2020-01-15,15741190400
2020-01-16,15786784000
2020-01-17,15552546880
2020-01-21,15502393920
2020-01-22,15611248640
2020-01-23,15513222400
2020-01-24,15557676160
2020-01-27,15598710400
2020-01-28,15608399040
2020-01-29,15614668160
2020-01-30,15643734080
2020-01-31,15268726720
2020-02-03,15512968239
2020-02-04,15431724879
2020-02-05,15694637420
2020-02-06,16533587950
2020-02-07,16697767239
2020-02-10,16544871750
2020-02-11,16574773819
2020-02-12,16886206700
2020-02-13,16761520709
2020-02-14,16619344830
2020-02-18,16852919489
2020-02-19,16748544340
2020-02-20,17001301459
2020-02-21,16891848599
2020-02-24,16111573830
2020-02-25,15683917810
2020-02-26,15388846440
2020-02-27,14972474220
2020-02-28,14504760709
2020-03-02,14724794810
2020-03-03,14482757300
2020-03-04,15167683959
2020-03-05,14507581660
2020-03-06,14475987020
2020-03-09,13297958300
2020-03-10,13487526140
2020-03-11,12480446990
2020-03-12,11201428260
2020-03-13,11682118140
2020-03-16,9113925260
2020-03-17,8722377400
2020-03-18,7250969880
2020-03-19,8293028810
2020-03-20,8353397140
2020-03-23,8081457560
2020-03-24,10019450210
2020-03-25,10825677720
2020-03-26,10653599770
2020-03-27,9842294550
2020-03-30,10139058490
2020-03-31,9912818300
2020-04-01,9111668500
2020-04-02,9103205650
2020-04-03,8843114060
2020-04-06,10645136920
2020-04-07,10581383450
2020-04-08,11315958830
2020-04-09,11423719120
2020-04-13,11430489400
2020-04-14,11565895000
2020-04-15,11369556880
2020-04-16,11787057480
2020-04-17,12158858690
2020-04-20,11739101330
2020-04-21,11372377830
2020-04-22,11775209490
2020-04-23,11886354920
2020-04-24,11877327880
2020-04-27,11740229710
2020-04-28,12337706920
2020-04-29,12759721040
2020-04-30,12294828480
2020-05-01,12089463320
2020-05-04,12135402640
2020-05-05,12289150780
2020-05-06,12292529860
2020-05-07,12511606880
2020-05-08,12957082260
2020-05-11,12973414480
2020-05-12,11933784200
2020-05-13,11128999980
2020-05-14,11317946870
2020-05-15,11288943100
2020-05-18,11971517260
2020-05-19,11839169960
2020-05-20,12022766640
2020-05-21,12545397680
2020-05-22,12424877160
2020-05-26,13402557640
2020-05-27,14171298340
2020-05-28,13702732580
2020-05-29,13742155180
2020-06-01,13465070620
2020-06-02,13585027960
2020-06-03,14209031400
2020-06-04,13965737640
2020-06-05,14196641440
2020-06-08,14336873260
2020-06-09,13779888240
2020-06-10,13426774380
2020-06-11,12721109840
2020-06-12,12763348340
2020-06-15,12699145820
2020-06-16,12722236200
2020-06-17,12595520700
2020-06-18,12331952460
2020-06-19,11950116420
2020-06-22,11572785820
2020-06-23,11640930600
2020-06-24,11263600000
2020-06-25,10936955600
2020-06-26,10699856820
2020-06-29,11186444340
2020-06-30,11456207560
2020-07-01,11464655260
2020-07-02,11465781620
2020-07-06,11770462000
2020-07-07,11428611740
2020-07-08,11377362360
2020-07-09,10829951400
2020-07-10,11037764820
2020-07-13,10853041780
2020-07-14,10809676920
2020-07-15,11478171580
2020-07-16,11442691240
2020-07-17,11432554000
2020-07-20,11266979080
2020-07-21,11373983280
2020-07-22,11569969920
2020-07-23,11581233520
2020-07-24,11472539780
2020-07-27,11198271120
2020-07-28,11126184080
2020-07-29,11433680360
2020-07-30,11185317980
2020-07-31,10868810820
2020-08-03,10774791830
2020-08-04,11180346230
2020-08-05,11375800920
2020-08-06,11491271270
2020-08-07,11483948760
2020-08-10,12342372240
2020-08-11,12177334130
2020-08-12,12266894060
2020-08-13,12528251340
2020-08-14,12697232340
2020-08-17,12621754160
2020-08-18,12180150480
2020-08-19,12017928720
2020-08-20,11569565800
2020-08-21,12053978000
2020-08-24,12532757500
2020-08-25,12379548060
2020-08-26,12434748520
2020-08-27,12614431650
2020-08-28,13350625540
2020-08-31,13078002860
2020-09-01,13117431760
2020-09-02,13386674820
2020-09-03,13408079080
2020-09-04,13547206770
2020-09-08,13138272750
2020-09-09,13259375800
2020-09-10,13073496700
2020-09-11,12893250300
2020-09-14,13188403780
2020-09-15,13367523640
2020-09-16,13515100380
2020-09-17,13221636710
2020-09-18,13053218980
2020-09-21,12723142760
2020-09-22,12614994920
2020-09-23,12225212080
2020-09-24,12143537930
2020-09-25,12213383410
2020-09-28,12715256980
2020-09-29,12554161760
2020-09-30,12616121460
2020-10-01,12878042010
2020-10-02,12880858360
2020-10-05,13168126060
2020-10-06,12706244660
2020-10-07,12926483230
2020-10-08,13373156340
2020-10-09,13155170850
2020-10-12,13400193300
2020-10-13,13428356800
2020-10-14,13499892090
2020-10-15,13458773380
2020-10-16,13631134000
2020-10-19,13262192150
2020-10-20,13108982710
2020-10-21,13115741950
2020-10-22,13293172000
2020-10-23,13243040970
2020-10-26,12446577190
2020-10-27,12019055260
2020-10-28,11345947610
2020-10-29,11581957740
2020-10-30,11646733790
2020-11-02,11875555980
2020-11-03,12255857730
2020-11-04,12244026120
2020-11-05,12071622660
2020-11-06,12114441820
2020-11-09,13927495200
2020-11-10,14957972090
2020-11-11,14390618220
2020-11-12,13977075280
2020-11-13,14781061350
2020-11-16,15510113890
2020-11-17,15561384200
2020-11-18,15449265609
2020-11-19,15485887260
2020-11-20,15417714649
2020-11-23,15937178670
2020-11-24,16040846109
2020-11-25,15749563140
2020-11-27,15848159890
2020-11-30,15516311399
2020-12-01,15748999729
2020-12-02,15888162000
2020-12-03,16312409729
2020-12-04,15749563140
2020-12-07,15395741660
2020-12-08,15324752000
2020-12-09,15530960060
2020-12-10,15332076330
2020-12-11,14952337990
2020-12-14,14974874390
2020-12-15,15074034550
2020-12-16,15207562720
2020-12-17,15368697979
2020-12-18,15123614630
2020-12-21,15107275740
2020-12-22,14935435689
2020-12-23,15125304859
2020-12-24,14910082240
2020-12-28,15672375970
2020-12-29,15625612939
2020-12-30,15943376180
2020-12-31,16178881560
2021-01-04,15914642270
2021-01-05,15795762760
2021-01-06,16405935790
2021-01-07,16475235220
2021-01-08,16578902660
2021-01-11,16349031380
2021-01-12,16576649020
2021-01-13,16564817410
2021-01-14,17003150390
2021-01-15,17006530850
2021-01-19,16517490970
2021-01-20,16643131399
2021-01-21,16915821840
2021-01-22,16897792720
2021-01-25,16662287340
2021-01-26,16661160520
2021-01-27,16194657040
2021-01-28,16385089620
2021-01-29,15761958160
2021-02-01,15745906949
2021-02-02,16021534249
2021-02-03,16123639100
2021-02-04,16492444049
2021-02-05,16851763849
2021-02-08,17628430250
2021-02-09,17803068600
2021-02-10,17614481500
2021-02-11,17901825750
2021-02-12,17847704600
2021-02-16,18287927150
2021-02-17,18108267250
2021-02-18,17796931150
2021-02-19,17954273050
2021-02-22,18295738450
2021-02-23,18304107700
2021-02-24,18639993600
2021-02-25,18282905600
2021-02-26,17984402350
2021-03-01,18826348900
2021-03-02,18792871900
2021-03-03,18657290050
2021-03-04,18099898000
2021-03-05,18600379150
2021-03-08,19292237150
2021-03-09,18917294750
2021-03-10,19145496300
2021-03-11,19388762500
2021-03-12,17751179250
2021-03-15,17993329550
2021-03-16,17422546700
2021-03-17,17798605000
2021-03-18,17811437850
2021-03-19,17957062800
2021-03-22,17580446550
2021-03-23,17270226350
2021-03-24,16794295000
2021-03-25,17106189049
2021-03-26,16905885000
2021-03-29,17083313100
2021-03-30,17184860000
2021-03-31,17250140150
2021-04-01,17498427900
2021-04-05,17841567150
2021-04-06,17601648650
2021-04-07,17637357450
2021-04-08,17856073850
2021-04-09,17978264900
2021-04-12,18289043050
2021-04-13,18527845650
2021-04-14,18359344750
2021-04-15,18207024400
2021-04-16,18451964450
2021-04-19,18315266700
2021-04-20,17683667300
2021-04-21,18001140850
2021-04-22,18066978950
2021-04-23,18325309800
2021-04-26,18316940550
2021-04-27,18364924250
2021-04-28,18237153700
2021-04-29,18350975500
2021-04-30,18376083250
2021-05-03,17730009000
2021-05-04,17540286750
2021-05-05,17438044500
2021-05-06,17329788000
2021-05-07,17645809500
2021-05-10,17623939500
2021-05-11,17075002500
2021-05-12,16526065500
2021-05-13,17040010500
2021-05-14,17730009000
2021-05-17,18032361750
2021-05-18,17872164000
2021-05-19,17459367750
2021-05-20,17420548500
2021-05-21,17281674000
2021-05-24,17267458500
2021-05-25,17550128250
2021-05-26,17905515750
2021-05-27,17953083000
2021-05-28,18882558000
2021-06-01,18763366500
2021-06-02,18413993250
2021-06-03,18204041250
2021-06-04,17857948500
2021-06-07,18195840000
2021-06-08,18662217750
2021-06-09,18189279000
2021-06-10,18152646750
2021-06-11,18505300500
2021-06-14,18413993250
2021-06-15,18187638750
2021-06-16,18142805250
2021-06-17,17951989500
2021-06-18,17889113250
2021-06-21,18310657500
2021-06-22,18352757250
2021-06-23,18654016500
2021-06-24,19237398750
2021-06-25,19073920500
2021-06-28,18760086000
2021-06-29,18795624750
2021-06-30,18904974750
2021-07-01,19080481500
2021-07-02,19240132500
2021-07-06,19243959750
2021-07-07,18633240000
2021-07-08,18334167750
2021-07-09,18789063750
2021-07-12,18744777000
2021-07-13,18551774250
2021-07-14,18714159000
2021-07-15,18642534750
2021-07-16,18158661000
2021-07-19,17696657250
2021-07-20,18288787500
2021-07-21,18679713750
2021-07-22,18606996000
2021-07-23,18675886500
2021-07-26,18822962250
2021-07-27,18453906000
2021-07-28,18259809750
2021-07-29,18294801750
2021-07-30,18359865000
2021-08-02,18283037160
2021-08-03,18820518060
2021-08-04,18598467870
2021-08-05,19091430150
2021-08-06,19164180090
2021-08-09,19145721150
2021-08-10,19639226340
2021-08-11,19915567530
2021-08-12,20191365810
2021-08-13,20188108350
2021-08-16,20069753970
2021-08-17,19584935340
2021-08-18,19638140520
2021-08-19,19591450260
2021-08-20,19912310070
2021-08-23,20087670000
2021-08-24,20296690350
2021-08-25,21168060900
2021-08-26,21101825880
2021-08-27,21023103930
2021-08-30,20802682470
2021-08-31,21027447210
2021-09-01,21035590860
2021-09-02,20696272110
2021-09-03,20745134010
2021-09-07,20594205030
2021-09-08,20429703300
2021-09-09,20743505280
2021-09-10,20349352620
2021-09-13,20211996390
2021-09-14,20290175430
2021-09-15,20409615630
2021-09-16,20756535120
2021-09-17,20579003550
2021-09-20,20073554340
2021-09-21,20078983440
2021-09-22,20405272350
2021-09-23,20671841160
2021-09-24,20746219830
2021-09-27,20691928830
2021-09-28,20529598740
2021-09-29,20540999850
2021-09-30,19594707720
2021-10-01,19980716730
2021-10-04,20083326720
2021-10-05,20292347070
2021-10-06,19990489110
2021-10-07,20360753730
2021-10-08,20542085670
2021-10-11,20677813170
2021-10-12,21006273720
2021-10-13,21461775210
2021-10-14,21928677810
2021-10-15,22026944520
2021-10-18,22061147850
2021-10-19,19726634850
2021-10-20,19444321650
2021-10-21,20189737080
2021-10-22,20166391950
2021-10-25,20141961000
2021-10-26,19873763460
2021-10-27,20076268890
2021-10-28,20108843490
2021-10-29,19944341760
2021-11-01,19411406190
2021-11-02,19769193180
2021-11-03,20296570140
2021-11-04,20258824410
2021-11-05,20831921550
2021-11-08,20633091930
2021-11-09,21005232930
2021-11-10,20804808420
2021-11-11,21029687910
