,JBHT
2009-06-26,3879420060
2009-06-29,3837814320
2009-06-30,3855807150
2009-07-01,3869690580
2009-07-02,3746001840
2009-07-06,3746001840
2009-07-07,3629885880
2009-07-08,3623575230
2009-07-09,3589497720
2009-07-10,3660177000
2009-07-13,3670274040
2009-07-14,3738429060
2009-07-15,3372411360
2009-07-16,3462022590
2009-07-17,3419110170
2009-07-20,3405226740
2009-07-21,3371149230
2009-07-22,3377459880
2009-07-23,3588235590
2009-07-24,3622313100
2009-07-27,3581924940
2009-07-28,3498624360
2009-07-29,3456974070
2009-07-30,3506197140
2009-07-31,3527653350
2009-08-03,3661439130
2009-08-04,3699303030
2009-08-05,3631148010
2009-08-06,3600856890
2009-08-07,3807846210
2009-08-10,3817943250
2009-08-11,3846972240
2009-08-12,3887360400
2009-08-13,3852020760
2009-08-14,3729594150
2009-08-17,3531439740
2009-08-18,3658914870
2009-08-19,3686681730
2009-08-20,3686681730
2009-08-21,3786390000
2009-08-24,3739691190
2009-08-25,3790176390
2009-08-26,3658914870
2009-08-27,3624837360
2009-08-28,3573090030
2009-08-31,3537750390
2009-09-01,3509983530
2009-09-02,3551633820
2009-09-03,3638720790
2009-09-04,3667749780
2009-09-08,3719497110
2009-09-09,3754836750
2009-09-10,3868428450
2009-09-11,4038816000
2009-09-14,4060272210
2009-09-15,4046388780
2009-09-16,4070369250
2009-09-17,4065320730
2009-09-18,4080466290
2009-09-21,4032505350
2009-09-22,4152407700
2009-09-23,4117068059
2009-09-24,4022408310
2009-09-25,3997165710
2009-09-28,4057747950
2009-09-29,3999689970
2009-09-30,4086775350
2009-10-01,4044801000
2009-10-02,4053704650
2009-10-05,4126205799
2009-10-06,4152916750
2009-10-07,4141469200
2009-10-08,4262304449
2009-10-09,4296647100
2009-10-12,4351340950
2009-10-13,4283927600
2009-10-14,4407306750
2009-10-15,4362788500
2009-10-16,4313182450
2009-10-19,4315726350
2009-10-20,4320814150
2009-10-21,4173267950
2009-10-22,4255944700
2009-10-23,4155460650
2009-10-26,4079143650
2009-10-27,4024449800
2009-10-28,3918877950
2009-10-29,3959580350
2009-10-30,3823481700
2009-11-02,3831113400
2009-11-03,4047344900
2009-11-04,4009186400
2009-11-05,4112214350
2009-11-06,4013002250
2009-11-09,4152916750
2009-11-10,4132565550
2009-11-11,4234321550
2009-11-12,4072783900
2009-11-13,4117302149
2009-11-16,4262304449
2009-11-17,4263576400
2009-11-18,4193619150
2009-11-19,4098222900
2009-11-20,4071511949
2009-11-23,4124933850
2009-11-24,4105854600
2009-11-25,4130021650
2009-11-27,4054976600
2009-11-30,4052432700
2009-12-01,4122389949
2009-12-02,4235593499
2009-12-03,4226689849
2009-12-04,4299191000
2009-12-07,4183443550
2009-12-08,4235593499
2009-12-09,4322086100
2009-12-10,4253400799
2009-12-11,4283927600
2009-12-14,4342437300
2009-12-15,4291559300
2009-12-16,4315726350
2009-12-17,4283927600
2009-12-18,4212698399
2009-12-21,4253400799
2009-12-22,4229233750
2009-12-23,4227961800
2009-12-24,4210154500
2009-12-28,4207610600
2009-12-29,4229233750
2009-12-30,4213970350
2009-12-31,4108901408
2010-01-04,4209491185
2010-01-05,4220950780
2010-01-06,4195485014
2010-01-07,4212037762
2010-01-08,4334273441
2010-01-11,4397937857
2010-01-12,4292254926
2010-01-13,4311354251
2010-01-14,4418310470
2010-01-15,4331726864
2010-01-19,4316447404
2010-01-20,4306261098
2010-01-21,4191665149
2010-01-22,4103808255
2010-01-25,4125454156
2010-01-26,4124180868
2010-01-27,4180205554
2010-01-28,3942100638
2010-01-29,3903901989
2010-02-01,3930641043
2010-02-02,3903901989
2010-02-03,3968839693
2010-02-04,3856790321
2010-02-05,3882256087
2010-02-08,3874616357
2010-02-09,3906448565
2010-02-10,4004491766
2010-02-11,4019771226
2010-02-12,4033777397
2010-02-16,4085982218
2010-02-17,4158559653
2010-02-18,4119087715
2010-02-19,4195485014
2010-02-22,4252782988
2010-02-23,4259149430
2010-02-24,4355919342
2010-02-25,4420857047
2010-02-26,4517626959
2010-03-01,4447596101
2010-03-02,4469242003
2010-03-03,4405577587
2010-03-04,4367378937
2010-03-05,4453962543
2010-03-08,4490887904
2010-03-09,4602937276
2010-03-10,4555825608
2010-03-11,4535452995
2010-03-12,4508713941
2010-03-15,4544366014
2010-03-16,4652595521
2010-03-17,4586384528
2010-03-18,4628403043
2010-03-19,4572378357
2010-03-22,4616943448
2010-03-23,4652595521
2010-03-24,4632222908
2010-03-25,4553279032
2010-03-26,4537999572
2010-03-29,4537999572
2010-03-30,4544366014
2010-03-31,4566878160
2010-04-01,4532512020
2010-04-05,4540148940
2010-04-06,4566878160
2010-04-07,4463779740
2010-04-08,4579606360
2010-04-09,4594880200
2010-04-12,4587243280
2010-04-13,4611426860
2010-04-14,4715798100
2010-04-15,4797258580
2010-04-16,4703069900
2010-04-19,4714525280
2010-04-20,4657248380
2010-04-21,4667430940
2010-04-22,4703069900
2010-04-23,4767983720
2010-04-26,4759073980
2010-04-27,4668703760
2010-04-28,4690341700
2010-04-29,4793440120
2010-04-30,4683977600
2010-05-03,4798531400
2010-05-04,4607608400
2010-05-05,4601244300
2010-05-06,4439596160
2010-05-07,4332679280
2010-05-10,4468871020
2010-05-11,4603789940
2010-05-12,4531239200
2010-05-13,4495600240
2010-05-14,4463779740
2010-05-17,4557968420
2010-05-18,4512146900
2010-05-19,4490508960
2010-05-20,4224489579
2010-05-21,4286857760
2010-05-24,4289403400
2010-05-25,4267765460
2010-05-26,4303404420
2010-05-27,4425595140
2010-05-28,4395047460
2010-06-01,4262674180
2010-06-02,4372136700
2010-06-03,4391229000
2010-06-04,4235944960
2010-06-07,4134119359
2010-06-08,4134119359
2010-06-09,4098480400
2010-06-10,4284312119
2010-06-11,4294494680
2010-06-14,4442141800
2010-06-15,4559241240
2010-06-16,4482872040
2010-06-17,4470143840
2010-06-18,4454870000
2010-06-21,4398865920
2010-06-22,4209215740
2010-06-23,4257582900
2010-06-24,4253764440
2010-06-25,4270311099
2010-06-28,4289403400
2010-06-29,4210488560
2010-06-30,4027304374
2010-07-01,4072915106
2010-07-02,4032235264
2010-07-06,3979228197
2010-07-07,4129620341
2010-07-08,4194954633
2010-07-09,4229470863
2010-07-12,4236867198
2010-07-13,4335484997
2010-07-14,4315761437
2010-07-15,4287408820
2010-07-16,4326855939
2010-07-19,4339183164
2010-07-20,4363837614
2010-07-21,4252892590
2010-07-22,4339183164
2010-07-23,4376164839
2010-07-26,4452593633
2010-07-27,4404517456
2010-07-28,4376164839
2010-07-29,4384793896
2010-07-30,4374932117
2010-08-02,4448895466
2010-08-03,4379863006
2010-08-04,4488342586
2010-08-05,4415611959
2010-08-06,4341648609
2010-08-09,4393422954
2010-08-10,4318226882
2010-08-11,4144413011
2010-08-12,4151809346
2010-08-13,4077845996
2010-08-16,4075380551
2010-08-17,4187558298
2010-08-18,4206049135
2010-08-19,4149343901
2010-08-20,4157972958
2010-08-23,4133318508
2010-08-24,4028537097
2010-08-25,4026071652
2010-08-26,4023606207
2010-08-27,4144413011
2010-08-30,4042097044
2010-08-31,4037166154
2010-09-01,4222074528
2010-09-02,4266452537
2010-09-03,4254125312
2010-09-07,4218376360
2010-09-08,4238099920
2010-09-09,4194954633
2010-09-10,4193721910
2010-09-13,4282477930
2010-09-14,4286176097
2010-09-15,4337950442
2010-09-16,4314528715
2010-09-17,4346579499
2010-09-20,4355208557
2010-09-21,4384793896
2010-09-22,4361372169
2010-09-23,4272616150
2010-09-24,4453826356
2010-09-27,4329321384
2010-09-28,4362604892
2010-09-29,4351510389
2010-09-30,4172104774
2010-10-01,4152867404
2010-10-04,4096357627
2010-10-05,4206972509
2010-10-06,4277910313
2010-10-07,4258672943
2010-10-08,4267089292
2010-10-11,4301957027
2010-10-12,4282719656
2010-10-13,4321194397
2010-10-14,4269493964
2010-10-15,4334420090
2010-10-18,4334420090
2010-10-19,4305564034
2010-10-20,4382513517
2010-10-21,4366883153
2010-10-22,4345241111
2010-10-25,4390929866
2010-10-26,4420988258
2010-10-27,4366883153
2010-10-28,4324801404
2010-10-29,4322396733
2010-11-01,4342836440
2010-11-02,4376501838
2010-11-03,4376501838
2010-11-04,4479902706
2010-11-05,4477498035
2010-11-08,4467879349
2010-11-09,4371692496
2010-11-10,4437820957
2010-11-11,4454653657
2010-11-12,4412571908
2010-11-15,4396941545
2010-11-16,4327206076
2010-11-17,4363276146
2010-11-18,4422190594
2010-11-19,4491926063
2010-11-22,4464272342
2010-11-23,4419785922
2010-11-24,4482307377
2010-11-26,4448641979
2010-11-29,4422190594
2010-11-30,4388525195
2010-12-01,4518377447
2010-12-02,4632599336
2010-12-03,4705941812
2010-12-06,4695120791
2010-12-07,4841805743
2010-12-08,4809342680
2010-12-09,4857436106
2010-12-10,4863447785
2010-12-13,4804533337
2010-12-14,4787700637
2010-12-15,4723976847
2010-12-16,4817759029
2010-12-17,4761249253
2010-12-20,4742011882
2010-12-21,4849019757
2010-12-22,4904327197
2010-12-23,4898315519
2010-12-27,4883887491
2010-12-28,4867054792
2010-12-29,4870661799
2010-12-30,4909136540
2010-12-31,4906731869
2011-01-03,5006525729
2011-01-04,4960836974
2011-01-05,4966848652
2011-01-06,4980074345
2011-01-07,5036584121
2011-01-10,5034179450
2011-01-11,5025763100
2011-01-12,5029370107
2011-01-13,5052214485
2011-01-14,5076261198
2011-01-18,5112331268
2011-01-19,4995704708
2011-01-20,4923564568
2011-01-21,4945206610
2011-01-24,4974062666
2011-01-25,5013739743
2011-01-26,5077463534
2011-01-27,5144794331
2011-01-28,4971657995
2011-01-31,4929576247
2011-02-01,4983681352
2011-02-02,4863447785
2011-02-03,4897113183
2011-02-04,4936790261
2011-02-07,4945206610
2011-02-08,4983681352
2011-02-09,4970455659
2011-02-10,5011335072
2011-02-11,5073856527
2011-02-14,5084677548
2011-02-15,5126759296
2011-02-16,5216934472
2011-02-17,5156817688
2011-02-18,5148401338
2011-02-22,4954825296
2011-02-23,4829782386
2011-02-24,4904327197
2011-02-25,4935587925
2011-02-28,5002918722
2011-03-01,4892303841
2011-03-02,4948813617
2011-03-03,5183269073
2011-03-04,5124354625
2011-03-07,5049809814
2011-03-08,5207315786
2011-03-09,5214529800
2011-03-10,5136377982
2011-03-11,5143591996
2011-03-14,5123152289
2011-03-15,5119545282
2011-03-16,5130366303
2011-03-17,5142389660
2011-03-18,5145996667
2011-03-21,5228957828
2011-03-22,5203708779
2011-03-23,5160424695
2011-03-24,5165234038
2011-03-25,5234969507
2011-03-28,5236171842
2011-03-29,5267432570
2011-03-30,5341977381
2011-03-31,5599604700
2011-04-01,5529332250
2011-04-04,5607001800
2011-04-05,5599604700
2011-04-06,5635357350
2011-04-07,5643987300
2011-04-08,5456594100
2011-04-11,5504675250
2011-04-12,5524400850
2011-04-13,5498511000
2011-04-14,5859736050
2011-04-15,5954665500
2011-04-18,5785765050
2011-04-19,5751245250
2011-04-20,5822750550
2011-04-21,5844941850
2011-04-25,5806723500
2011-04-26,5874530250
2011-04-27,5928775650
2011-04-28,5927542800
2011-04-29,5878228800
2011-05-02,5815353450
2011-05-03,5779600800
2011-05-04,5735218200
2011-05-05,5816586300
2011-05-06,5773436550
2011-05-09,5717958300
2011-05-10,5753710950
2011-05-11,5708095500
2011-05-12,5689602750
2011-05-13,5642754450
2011-05-16,5600837550
2011-05-17,5594673300
2011-05-18,5726588250
2011-05-19,5722889700
2011-05-20,5676041400
2011-05-23,5581111950
2011-05-24,5593440450
2011-05-25,5560153500
2011-05-26,5607001800
2011-05-27,5566317750
2011-05-31,5652617250
2011-06-01,5441799900
2011-06-02,5493579600
2011-06-03,5404814400
2011-06-06,5324679150
2011-06-07,5350569000
2011-06-08,5317282050
2011-06-09,5323446300
2011-06-10,5304953550
2011-06-13,5314816350
2011-06-14,5449197000
2011-06-15,5433169950
2011-06-16,5528099400
2011-06-17,5544126450
2011-06-20,5552756400
2011-06-21,5656315800
2011-06-22,5639055900
2011-06-23,5700698400
2011-06-24,5635357350
2011-06-27,5663712900
2011-06-28,5751245250
2011-06-29,5763573750
2011-06-30,5496840563
2011-07-01,5572715406
2011-07-05,5551703911
2011-07-06,5632247976
2011-07-07,5731468924
2011-07-08,5675438271
2011-07-11,5598396122
2011-07-12,5569213490
2011-07-13,5599563428
2011-07-14,5569213490
2011-07-15,5636917197
2011-07-18,5600730733
2011-07-19,5500342479
2011-07-20,5505011700
2011-07-21,5538863553
2011-07-22,5541198164
2011-07-25,5519019363
2011-07-26,5356763929
2011-07-27,5279721781
2011-07-28,5271550644
2011-07-29,5280889086
2011-08-01,5255208370
2011-08-02,5075443357
2011-08-03,5089451020
2011-08-04,4830309248
2011-08-05,4954043608
2011-08-08,4571167476
2011-08-09,4763772847
2011-08-10,4531479096
2011-08-11,4656380761
2011-08-12,4822138111
2011-08-15,4749765184
2011-08-16,4640038488
2011-08-17,4605019329
2011-08-18,4343542946
2011-08-19,4310858399
2011-08-22,4380896715
2011-08-23,4529144486
2011-08-24,4558327118
2011-08-25,4489456106
2011-08-26,4596848192
2011-08-29,4724084468
2011-08-30,4768442068
2011-08-31,4691399920
2011-09-01,4670388425
2011-09-02,4489456106
2011-09-06,4406577432
2011-09-07,4537315623
2011-09-08,4513969517
2011-09-09,4441596590
2011-09-12,4452102337
2011-09-13,4616692382
2011-09-14,4675057646
2011-09-15,4669221120
2011-09-16,4671555730
2011-09-19,4591011666
2011-09-20,4432258148
2011-09-21,4199964397
2011-09-22,4155606796
2011-09-23,4245489303
2011-09-26,4352881389
2011-09-27,4469611917
2011-09-28,4340041031
2011-09-29,4408912042
2011-09-30,4219249439
2011-10-03,4173692759
2011-10-04,4372273160
2011-10-05,4374609400
2011-10-06,4479740200
2011-10-07,4415493600
2011-10-10,4522960640
2011-10-11,4529969360
2011-10-12,4601224680
2011-10-13,4542818680
2011-10-14,4938811360
2011-10-17,4795132600
2011-10-18,4916617080
2011-10-19,4810318160
2011-10-20,4864051680
2011-10-21,4987872400
2011-10-24,4992544880
2011-10-25,4887414080
2011-10-26,4886245960
2011-10-27,5071977040
2011-10-28,5105852520
2011-10-31,4942315720
2011-11-01,4875732880
2011-11-02,4936475120
2011-11-03,5004226080
2011-11-04,4900263400
2011-11-07,4860547320
2011-11-08,5000721720
2011-11-09,4823167480
2011-11-10,4819663120
2011-11-11,5018243520
2011-11-14,4937643240
2011-11-15,5007730440
2011-11-16,4976191200
2011-11-17,5090666960
2011-11-18,5083658240
2011-11-21,5102348160
2011-11-22,5130383040
2011-11-23,5017075400
2011-11-25,4993713000
2011-11-28,5114029360
2011-11-29,5200470240
2011-11-30,5340644640
2011-12-01,5311441640
2011-12-02,5337140280
2011-12-05,5376856360
2011-12-06,5318450360
2011-12-07,5282238640
2011-12-08,5144400480
2011-12-09,5226168880
2011-12-12,5173603480
2011-12-13,5070808920
2011-12-14,4986704280
2011-12-15,5056791480
2011-12-16,5193461520
2011-12-19,5084826360
2011-12-20,5236681960
2011-12-21,5246026920
2011-12-22,5265884960
2011-12-23,5276398040
2011-12-27,5309105400
2011-12-28,5248363160
2011-12-29,5318450360
2011-12-30,5264716840
2012-01-03,5299260446
2012-01-04,5309798083
2012-01-05,5178663048
2012-01-06,5236034626
2012-01-09,5282868567
2012-01-10,5389415783
2012-01-11,5446787361
2012-01-12,5542796941
2012-01-13,5568555608
2012-01-17,5589630882
2012-01-18,5639977369
2012-01-19,5721936766
2012-01-20,5714911674
2012-01-23,5685640461
2012-01-24,5680957067
2012-01-25,5693836401
2012-01-26,5772283252
2012-01-27,5949081380
2012-01-30,5942056289
2012-01-31,5979523442
2012-02-01,6043920111
2012-02-02,5991231928
2012-02-03,6031040778
2012-02-06,6077874719
2012-02-07,6132904600
2012-02-08,6077874719
2012-02-09,6180909389
2012-02-10,6124708660
2012-02-13,6122366963
2012-02-14,6055628597
2012-02-15,5995915322
2012-02-16,6127050357
2012-02-17,6060311991
2012-02-21,6008794655
2012-02-22,5965473260
2012-02-23,5903418288
2012-02-24,5947910532
2012-02-27,5972498351
2012-02-28,5949081380
2012-02-29,5995915322
2012-03-01,6098949992
2012-03-02,5957277320
2012-03-05,5999427867
2012-03-06,5917468470
2012-03-07,5912785076
2012-03-08,5994744473
2012-03-09,6105975083
2012-03-12,6116512720
2012-03-13,6235939270
2012-03-14,6182080238
2012-03-15,6398687216
2012-03-16,6397516367
2012-03-19,6362390912
2012-03-20,6271064726
2012-03-21,6306190182
2012-03-22,6276918969
2012-03-23,6286285757
2012-03-26,6389320428
2012-03-27,6423275035
2012-03-28,6424445884
2012-03-29,6430300126
2012-03-30,6365903457
2012-04-02,6479334227
2012-04-03,6551039486
2012-04-04,6549863990
2012-04-05,6573373911
2012-04-09,6469930259
2012-04-10,6382943551
2012-04-11,6406453472
2012-04-12,6563969943
2012-04-13,6582777880
2012-04-16,6689748020
2012-04-17,6675642067
2012-04-18,6607463297
2012-04-19,6509897124
2012-04-20,6583953376
2012-04-23,6516950101
2012-04-24,6541635518
2012-04-25,6585128872
2012-04-26,6511072620
2012-04-27,6542811014
2012-04-30,6501668652
2012-05-01,6534582541
2012-05-02,6712082445
2012-05-03,6674466571
2012-05-04,6579251391
2012-05-07,6616867265
2012-05-08,6609814289
2012-05-09,6524003077
2012-05-10,6492264684
2012-05-11,6495791172
2012-05-14,6458175298
2012-05-15,6534582541
2012-05-16,6505195140
2012-05-17,6129036404
2012-05-18,6179582734
2012-05-21,6368837598
2012-05-22,6384119047
2012-05-23,6512248117
2012-05-24,6662711611
2012-05-25,6663887107
2012-05-29,6755575799
2012-05-30,6667413595
2012-05-31,6715608933
2012-06-01,6425261409
2012-06-04,6333572717
2012-06-05,6347678670
2012-06-06,6479334227
2012-06-07,6438191865
2012-06-08,6511072620
2012-06-11,6532231549
2012-06-12,6615691769
2012-06-13,6677993060
2012-06-14,6762628775
2012-06-15,6882529372
2012-06-18,7125857055
2012-06-19,7092943165
2012-06-20,6960112112
2012-06-21,6779085720
2012-06-22,6729714886
2012-06-25,6686221532
2012-06-26,6701502981
2012-06-27,6737943358
2012-06-28,6787314192
2012-06-29,7005956458
2012-07-02,6992601866
2012-07-03,6977228313
2012-07-05,7078930285
2012-07-06,6945298624
2012-07-09,7054096082
2012-07-10,6948846367
2012-07-11,6915734097
2012-07-12,6860152787
2012-07-13,6987871542
2012-07-16,6897995381
2012-07-17,6521934601
2012-07-18,6488822331
2012-07-19,6527847506
2012-07-20,6433241020
2012-07-23,6400128750
2012-07-24,6331539048
2012-07-25,6339817116
2012-07-26,6435606182
2012-07-27,6545586222
2012-07-30,6518386857
2012-07-31,6506561047
2012-08-01,6359920994
2012-08-02,6443884250
2012-08-03,6482909425
2012-08-06,6452162317
2012-08-07,6538490736
2012-08-08,6511291371
2012-08-09,6476996520
2012-08-10,6493552655
2012-08-13,6475813939
2012-08-14,6523117182
2012-08-15,6601167532
2012-08-16,6582246235
2012-08-17,6552681708
2012-08-20,6453344898
2012-08-21,6432058439
2012-08-22,6445066831
2012-08-23,6449797155
2012-08-24,6430875858
2012-08-27,6281870643
2012-08-28,6312617751
2012-08-29,6290148711
2012-08-30,6200272550
2012-08-31,6201455131
2012-09-04,6236932563
2012-09-05,6078466699
2012-09-06,6155334469
2012-09-07,6108031226
2012-09-10,6168342861
2012-09-11,6137595753
2012-09-12,6265314508
2012-09-13,6210915779
2012-09-14,6189629320
2012-09-17,6141143496
2012-09-18,6096205415
2012-09-19,6108031226
2012-09-20,6072553794
2012-09-21,6035893781
2012-09-24,6136413172
2012-09-25,6054815078
2012-09-26,6193177063
2012-09-27,6261766765
2012-09-28,6154151888
2012-10-01,6115049843
2012-10-02,6124452187
2012-10-03,6294869682
2012-10-04,6377140197
2012-10-05,6487617746
2012-10-08,6493494211
2012-10-09,6430028385
2012-10-10,6419450748
2012-10-11,6439430730
2012-10-12,6860185649
2012-10-15,6868412701
2012-10-16,6870763287
2012-10-17,6907197372
2012-10-18,6843731546
2012-10-19,6737955170
2012-10-22,6739130463
2012-10-23,6789668065
2012-10-24,6689768154
2012-10-25,6732078704
2012-10-26,6717975188
2012-10-31,6898970320
2012-11-01,6887217390
2012-11-02,6886042097
2012-11-05,6914249130
2012-11-06,7040005489
2012-11-07,6987117301
2012-11-08,6887217390
2012-11-09,6894269148
2012-11-12,7056459592
2012-11-13,7069387816
2012-11-14,7010623162
2012-11-15,6945982043
2012-11-16,6971838491
2012-11-19,7009447869
2012-11-20,6983591421
2012-11-21,6955384388
2012-11-23,7008272576
2012-11-26,7035304317
2012-11-27,7052933713
2012-11-28,7023551386
2012-11-29,7032953730
2012-11-30,6987117301
2012-12-03,6896619734
2012-12-04,6831978615
2012-12-05,6906022079
2012-12-06,6900145613
2012-12-07,6871938580
2012-12-10,6893093855
2012-12-11,6910723251
2012-12-12,6750883394
2012-12-13,6659210534
2012-12-14,6682716396
2012-12-17,6757935152
2012-12-18,6877815045
2012-12-19,6855484477
2012-12-20,6904846786
2012-12-21,6957734974
2012-12-24,6933053819
2012-12-26,6889567976
2012-12-27,6891918562
2012-12-28,6873113873
2012-12-31,7020893469
2013-01-02,7177279138
2013-01-03,7203147444
2013-01-04,7276049034
2013-01-07,7221960758
2013-01-08,7211378269
2013-01-09,7212554101
2013-01-10,7219609094
2013-01-11,7158465824
2013-01-14,7145531671
2013-01-15,7160817489
2013-01-16,7212554101
2013-01-17,7381873923
2013-01-18,7417148886
2013-01-22,7491226309
2013-01-23,7461830506
2013-01-24,7945097499
2013-01-25,7943921667
2013-01-28,7965086645
2013-01-29,8006240768
2013-01-30,7900415879
2013-01-31,7909822536
2013-02-01,7976844966
2013-02-04,7901591712
2013-02-05,8028581578
2013-02-06,8035636571
2013-02-07,8028581578
2013-02-08,8121472314
2013-02-11,8033284907
2013-02-12,7893360887
2013-02-13,7868668413
2013-02-14,7926284186
2013-02-15,7854558428
2013-02-19,7950976660
2013-02-20,7816931800
2013-02-21,7766371020
2013-02-22,7909822536
2013-02-25,7765195188
2013-02-26,7802821815
2013-02-27,8210835554
2013-02-28,8190846408
2013-03-01,8134406467
2013-03-04,8184967248
2013-03-05,8254341342
2013-03-06,8194373904
2013-03-07,8139109796
2013-03-08,8147340620
2013-03-11,8100307336
2013-03-12,8242583020
2013-03-13,8752894152
2013-03-14,8761124977
2013-03-15,8701157540
2013-03-18,8712915861
2013-03-19,8688223386
2013-03-20,8778762458
2013-03-21,8697630043
2013-03-22,8729377510
2013-03-25,8665882577
2013-03-26,8654124256
2013-03-27,8684695890
2013-03-28,8757597480
2013-04-01,8595088434
2013-04-02,8584552368
2013-04-03,8509629233
2013-04-04,8482703731
2013-04-05,8592747086
2013-04-08,8644256742
2013-04-09,8604453826
2013-04-10,8764836163
2013-04-11,8688742353
2013-04-12,8430023401
2013-04-15,8270811739
2013-04-16,8357441614
2013-04-17,8158427036
2013-04-18,8124477490
2013-04-19,8194717930
2013-04-22,8337540156
2013-04-23,8227496801
2013-04-24,8213448713
2013-04-25,8311785329
2013-04-26,8377343072
2013-04-29,8455778229
2013-04-30,8319980046
2013-05-01,8127989512
2013-05-02,8154915014
2013-05-03,8267299717
2013-05-06,8406609922
2013-05-07,8550602822
2013-05-08,8510799907
2013-05-09,8412463292
2013-05-10,8401927226
2013-05-13,8405439248
2013-05-14,8506117211
2013-05-15,8673523591
2013-05-16,8715667855
2013-05-17,8766006837
2013-05-20,8823369862
2013-05-21,8886586258
2013-05-22,8815175144
2013-05-23,8857319408
2013-05-24,8754300097
2013-05-28,8824540536
2013-05-29,8692254375
2013-05-30,8696937071
2013-05-31,8623184610
2013-06-03,8526018669
2013-06-04,8399585878
2013-06-05,8241544889
2013-06-06,8339881504
2013-06-07,8588064390
2013-06-10,8552944170
2013-06-11,8458119577
2013-06-12,8312956002
2013-06-13,8500263841
2013-06-14,8430023401
2013-06-17,8458119577
2013-06-18,8510799907
2013-06-19,8489727775
2013-06-20,8288371849
2013-06-21,8157256362
2013-06-24,8031994245
2013-06-25,8104576032
2013-06-26,8240374215
2013-06-27,8353929592
2013-06-28,8456948903
2013-07-01,8661266982
2013-07-02,8630624318
2013-07-03,8638874266
2013-07-05,8812123177
2013-07-08,8855730046
2013-07-09,8991264908
2013-07-10,9023086137
2013-07-11,9063157313
2013-07-12,8925265323
2013-07-15,8983014960
2013-07-16,8895801222
2013-07-17,8822730253
2013-07-18,8911122555
2013-07-19,8893444094
2013-07-22,8825087381
2013-07-23,8792087589
2013-07-24,8726088004
2013-07-25,8780301949
2013-07-26,8840408714
2013-07-29,8802694665
2013-07-30,8792087589
2013-07-31,8830980201
2013-08-01,9166870947
2013-08-02,9126799770
2013-08-05,9120906950
2013-08-06,8951193731
2013-08-07,8859265738
2013-08-08,8947658039
2013-08-09,8922908195
2013-08-12,8979479268
2013-08-13,8894622658
2013-08-14,8775587692
2013-08-15,8614124422
2013-08-16,8618838678
2013-08-19,8585838885
2013-08-20,8688373955
2013-08-21,8622374370
2013-08-22,8760266360
2013-08-23,8787373333
2013-08-26,8803873229
2013-08-27,8642409958
2013-08-28,8590553141
2013-08-29,8620017242
2013-08-30,8485660944
2013-09-03,8451482587
2013-09-04,8538696324
2013-09-05,8581124629
2013-09-06,8624731498
2013-09-09,8681302571
2013-09-10,8838051585
2013-09-11,8780301949
2013-09-12,8759087796
2013-09-13,8726088004
2013-09-16,8774409128
2013-09-17,8719016619
2013-09-18,8739052208
2013-09-19,8760266360
2013-09-20,8829801637
2013-09-23,8746123592
2013-09-24,8637695702
2013-09-25,8463268227
2013-09-26,8473875303
2013-09-27,8525732120
2013-09-30,8550418073
2013-10-01,8616073278
2013-10-02,8623107764
2013-10-03,8492969768
2013-10-04,8549245658
2013-10-07,8460142166
2013-10-08,8367521430
2013-10-09,8304211053
2013-10-10,8457797337
2013-10-11,8675866412
2013-10-14,8579728432
2013-10-15,8529314614
2013-10-16,8651245710
2013-10-17,8753245761
2013-10-18,8885728586
2013-10-21,8832969938
2013-10-22,8781383706
2013-10-23,8773176805
2013-10-24,8815383723
2013-10-25,8766142319
2013-10-28,8716900915
2013-10-29,8757935418
2013-10-30,8831797524
2013-10-31,8796625093
2013-11-01,8793107850
2013-11-04,8899797558
2013-11-05,8798969921
2013-11-06,8582073261
2013-11-07,8552762902
2013-11-08,8582073261
2013-11-11,8583245675
2013-11-12,8645383638
2013-11-13,8524624956
2013-11-14,8476555967
2013-11-15,8671176754
2013-11-18,8640693980
2013-11-19,8521107713
2013-11-20,8484762868
2013-11-21,8553935316
2013-11-22,8593797405
2013-11-25,8726280230
2013-11-26,8789590606
2013-11-27,8791935435
2013-11-29,8815383723
2013-12-02,8911521702
2013-12-03,8890418243
2013-12-04,8890418243
2013-12-05,8911521702
2013-12-06,8995935537
2013-12-09,9011176924
2013-12-10,8940832061
2013-12-11,8821245795
2013-12-12,8747383689
2013-12-13,8701659528
2013-12-16,8847038911
2013-12-17,8825935452
2013-12-18,8993590708
2013-12-19,8912694116
2013-12-20,8961935520
2013-12-23,9046349356
2013-12-24,9059245914
2013-12-26,9078004544
2013-12-27,9080349373
2013-12-30,9063935571
2013-12-31,9064195062
2014-01-02,8982113089
2014-01-03,9063022462
2014-01-06,8984458288
2014-01-07,9064195062
2014-01-08,9046606068
2014-01-09,9085301855
2014-01-10,9290506789
2014-01-13,9122825043
2014-01-14,9193181020
2014-01-15,9284643791
2014-01-16,9206079616
2014-01-17,9098200451
2014-01-21,9270572595
2014-01-22,9297542386
2014-01-23,9203734417
2014-01-24,8946935100
2014-01-27,8765182159
2014-01-28,8762836960
2014-01-29,8710069977
2014-01-30,8854299730
2014-01-31,8800360148
2014-02-03,8489621248
2014-02-04,8570530622
2014-02-05,8616262007
2014-02-06,8692480983
2014-02-07,8667856391
2014-02-10,8585774417
2014-02-11,8588119616
2014-02-12,8589292216
