,MU
2009-04-14,3497190000
2009-04-15,3659850000
2009-04-16,4050234000
2009-04-17,4066500000
2009-04-20,3733047000
2009-04-21,3822510000
2009-04-22,4090899000
2009-04-23,4001436000
2009-04-24,3952638000
2009-04-27,3789978000
2009-04-28,3708647999
2009-04-29,3936372000
2009-04-30,3968904000
2009-05-01,3977036999
2009-05-04,4286090999
2009-05-05,4424352000
2009-05-06,4383687000
2009-05-07,4001436000
2009-05-08,3944504999
2009-05-11,3789978000
2009-05-12,3594786000
2009-05-13,3513456000
2009-05-14,3700515000
2009-05-15,3448392000
2009-05-18,3806244000
2009-05-19,3944504999
2009-05-20,3903840000
2009-05-21,3724914000
2009-05-22,3667983000
2009-05-26,3781845000
2009-05-27,3879440999
2009-05-28,3952638000
2009-05-29,4115297999
2009-06-01,4326756000
2009-06-02,4123431000
2009-06-03,4042101000
2009-06-04,4638150000
2009-06-05,4469490000
2009-06-08,4469490000
2009-06-09,4705614000
2009-06-10,4941738000
2009-06-11,4714047000
2009-06-12,4612851000
2009-06-15,4486356000
2009-06-16,4385160000
2009-06-17,4469490000
2009-06-18,4435758000
2009-06-19,4494789000
2009-06-22,4233365999
2009-06-23,4090004999
2009-06-24,4334562000
2009-06-25,4469490000
2009-06-26,4300830000
2009-06-29,4309263000
2009-06-30,4267097999
2009-07-01,4368294000
2009-07-02,4182768000
2009-07-06,4123736999
2009-07-07,3963510000
2009-07-08,3980376000
2009-07-09,4250232000
2009-07-10,4283964000
2009-07-13,4393593000
2009-07-14,4486356000
2009-07-15,4705614000
2009-07-16,4848975000
2009-07-17,4848975000
2009-07-20,4967037000
2009-07-21,4933305000
2009-07-22,5194728000
2009-07-23,5228460000
2009-07-24,5287491000
2009-07-27,5338089000
2009-07-28,5397120000
2009-07-29,5211594000
2009-07-30,5194728000
2009-07-31,5388687000
2009-08-03,5709141000
2009-08-04,5700708000
2009-08-05,5683842000
2009-08-06,5726007000
2009-08-07,5759739000
2009-08-10,5591079000
2009-08-11,5734440000
2009-08-12,5700708000
2009-08-13,5911533000
2009-08-14,5666976000
2009-08-17,5540481000
2009-08-18,5726007000
2009-08-19,5633244000
2009-08-20,5726007000
2009-08-21,6021162000
2009-08-24,5978997000
2009-08-25,6071760000
2009-08-26,6113925000
2009-08-27,6071760000
2009-08-28,6375348000
2009-08-31,6215121000
2009-09-01,5919966000
2009-09-02,5894667000
2009-09-03,6067971000
2009-09-04,6220305000
2009-09-08,6558825000
2009-09-09,6601140000
2009-09-10,6880419000
2009-09-11,6660381000
2009-09-14,6702696000
2009-09-15,6897345000
2009-09-16,7193550000
2009-09-17,6956586000
2009-09-18,6939659999
2009-09-21,7049679000
2009-09-22,7303569000
2009-09-23,7227401999
2009-09-24,6863492999
2009-09-25,6855030000
2009-09-28,7142772000
2009-09-29,7108920000
2009-09-30,6939659999
2009-10-01,6355713000
2009-10-02,6313398000
2009-10-05,6745011000
2009-10-06,6677307000
2009-10-07,6956586000
2009-10-08,6956586000
2009-10-09,7430513999
2009-10-12,7515144000
2009-10-13,7328958000
2009-10-14,7540533000
2009-10-15,7320495000
2009-10-16,6728085000
2009-10-19,6812715000
2009-10-20,6795788999
2009-10-21,6465732000
2009-10-22,6431880000
2009-10-23,6304935000
2009-10-26,6245694000
2009-10-27,5966415000
2009-10-28,5780229000
2009-10-29,6135675000
2009-10-30,5746377000
2009-11-02,5568654000
2009-11-03,5627895000
2009-11-04,5695599000
2009-11-05,6127212000
2009-11-06,5991804000
2009-11-09,6355713000
2009-11-10,6262620000
2009-11-11,6364176000
2009-11-12,6440343000
2009-11-13,6355713000
2009-11-16,6465732000
2009-11-17,6533436000
2009-11-18,6330324000
2009-11-19,6025656000
2009-11-20,6144138000
2009-11-23,6364176000
2009-11-24,6372639000
2009-11-25,6313398000
2009-11-27,6177990000
2009-11-30,6364176000
2009-12-01,6575751000
2009-12-02,6905808000
2009-12-03,7094411999
2009-12-04,7162219999
2009-12-07,7230027999
2009-12-08,7289360000
2009-12-09,7280884000
2009-12-10,7391072000
2009-12-11,7323264000
2009-12-14,7619924000
2009-12-15,7467356000
2009-12-16,7458880000
2009-12-17,7399548000
2009-12-18,7441927999
2009-12-21,7891156000
2009-12-22,7975916000
2009-12-23,8467524000
2009-12-24,8611616000
2009-12-28,8509903999
2009-12-29,8798088000
2009-12-30,9018464000
2009-12-31,8950656000
2010-01-04,9196460000
2010-01-05,9467692000
2010-01-06,9510072000
2010-01-07,9187984000
2010-01-08,9408360000
2010-01-11,9238840000
2010-01-12,8696376000
2010-01-13,8865896000
2010-01-14,9094748000
2010-01-15,8586188000
2010-01-19,8713328000
2010-01-20,8459048000
2010-01-21,8306480000
2010-01-22,7738588000
2010-01-25,7908108000
2010-01-26,8001344000
2010-01-27,8238672000
2010-01-28,7967440000
2010-01-29,7391072000
2010-02-01,7772492000
2010-02-02,7925060000
2010-02-03,7645352000
2010-02-04,7297835999
2010-02-05,7374119999
2010-02-08,7552116000
2010-02-09,7696208000
2010-02-10,7238503999
2010-02-11,7230027999
2010-02-12,7153744000
2010-02-16,7314788000
2010-02-17,7399548000
2010-02-18,7424976000
2010-02-19,7543640000
2010-02-22,7577544000
2010-02-23,7297835999
2010-02-24,7704684000
2010-02-25,7687732000
2010-02-26,7679256000
2010-03-01,8281052000
2010-03-02,8111532000
2010-03-03,8009819999
2010-03-04,8331614000
2010-03-05,8375884000
2010-03-08,8490986000
2010-03-09,8331614000
2010-03-10,8738898000
2010-03-11,8676920000
2010-03-12,8827438000
2010-03-15,8614942000
2010-03-16,9039934000
2010-03-17,9208160000
2010-03-18,8995664000
2010-03-19,8809730000
2010-03-22,9146182000
2010-03-23,9332116000
2010-03-24,9234722000
2010-03-25,9190452000
2010-03-26,9287846000
2010-03-29,9411802000
2010-03-30,9553466000
2010-03-31,9181598000
2010-04-01,9004518000
2010-04-05,9385240000
2010-04-06,9057642000
2010-04-07,9349824000
2010-04-08,9367532000
2010-04-09,9500342000
2010-04-12,9580028000
2010-04-13,9526904000
2010-04-14,10005020000
2010-04-15,9898772000
2010-04-16,9668568000
2010-04-19,9553466000
2010-04-20,9518050000
2010-04-21,9509196000
2010-04-22,9677422000
2010-04-23,9739400000
2010-04-26,9712838000
2010-04-27,9155036000
2010-04-28,9066496000
2010-04-29,9039934000
2010-04-30,8278490000
2010-05-03,8756606000
2010-05-04,8429008000
2010-05-05,8198804000
2010-05-06,7747250000
2010-05-07,7587878000
2010-05-10,8048286000
2010-05-11,7809228000
2010-05-12,8260782000
2010-05-13,8092556000
2010-05-14,7915476000
2010-05-17,8119118000
2010-05-18,8030578000
2010-05-19,7933184000
2010-05-20,7738396000
2010-05-21,7906622000
2010-05-24,7782665999
2010-05-25,7791520000
2010-05-26,7694126000
2010-05-27,8358176000
2010-05-28,8048286000
2010-06-01,7667564000
2010-06-02,8127972000
2010-06-03,10557624000
2010-06-04,10123436000
2010-06-07,9574988000
2010-06-08,9757803999
2010-06-09,9746378000
2010-06-10,10020602000
2010-06-11,10203418000
2010-06-14,10180566000
2010-06-15,11060368000
2010-06-16,11323166000
2010-06-17,11334592000
2010-06-18,11426000000
2010-06-21,11334592000
2010-06-22,11014664000
2010-06-23,11220332000
2010-06-24,10991812000
2010-06-25,10808996000
2010-06-28,11448852000
2010-06-29,9906342000
2010-06-30,9700674000
2010-07-01,9574988000
2010-07-02,9392172000
2010-07-06,9540710000
2010-07-07,10157714000
2010-07-08,9929194000
2010-07-09,9792082000
2010-07-12,9769230000
2010-07-13,9974898000
2010-07-14,9997750000
2010-07-15,9894916000
2010-07-16,9449302000
2010-07-19,9632118000
2010-07-20,9654970000
2010-07-21,9335042000
2010-07-22,9757803999
2010-07-23,9689248000
2010-07-26,9723526000
2010-07-27,9632118000
2010-07-28,9415024000
2010-07-29,8889428000
2010-07-30,8318128000
2010-08-02,8740890000
2010-08-03,8535222000
2010-08-04,8729464000
2010-08-05,8798020000
2010-08-06,8660908000
2010-08-09,8615204000
2010-08-10,8306701999
2010-08-11,8169590000
2010-08-12,8420962000
2010-08-13,8318128000
2010-08-16,8203868000
2010-08-17,8352406000
2010-08-18,8512370000
2010-08-19,8203868000
2010-08-20,8135312000
2010-08-23,8432388000
2010-08-24,8066756000
2010-08-25,8112460000
2010-08-26,7746828000
2010-08-27,7803958000
2010-08-30,7472604000
2010-08-31,7381196000
2010-09-01,7689698000
2010-09-02,6644907000
2010-09-03,6858945000
2010-09-07,6567075000
2010-09-08,6421140000
2010-09-09,6615720000
2010-09-10,6333579000
2010-09-13,6858945000
2010-09-14,7072983000
2010-09-15,6751926000
2010-09-16,6907590000
2010-09-17,6576804000
2010-09-20,6751926000
2010-09-21,6693552000
2010-09-22,6537888000
2010-09-23,6489243000
2010-09-24,7004880000
2010-09-27,6839487000
2010-09-28,6956235000
2010-09-29,7092441000
2010-09-30,7014609000
2010-10-01,7092441000
2010-10-04,6800571000
2010-10-05,6742197000
2010-10-06,6761655000
2010-10-07,6917319000
2010-10-08,7384311000
2010-10-11,7462143000
2010-10-12,7539975000
2010-10-13,7442685000
2010-10-14,7384311000
2010-10-15,7403769000
2010-10-18,7335666000
2010-10-19,7102170000
2010-10-20,7481601000
2010-10-21,7296750000
2010-10-22,7481601000
2010-10-25,7598349000
2010-10-26,7510788000
2010-10-27,7754013000
2010-10-28,7724826000
2010-10-29,8036154000
2010-11-01,7919406000
2010-11-02,7890218999
2010-11-03,7870761000
2010-11-04,8328024000
2010-11-05,8415585000
2010-11-08,8016696000
2010-11-09,7685910000
2010-11-10,7656723000
2010-11-11,7637265000
2010-11-12,7510788000
2010-11-15,7218918000
2010-11-16,7024338000
2010-11-17,6907590000
2010-11-18,7092441000
2010-11-19,7189731000
2010-11-22,7121628000
2010-11-23,7218918000
2010-11-24,7539975000
2010-11-26,7423227000
2010-11-29,7364853000
2010-11-30,7072983000
2010-12-01,7189731000
2010-12-02,7815871000
2010-12-03,7825752000
2010-12-06,7865276000
2010-12-07,7825752000
2010-12-08,7845514000
2010-12-09,8092538999
2010-12-10,8151825000
2010-12-13,8043134000
2010-12-14,7973967000
2010-12-15,7825752000
2010-12-16,7954205000
2010-12-17,8112301000
2010-12-20,8023371999
2010-12-21,8043134000
2010-12-22,8181467999
2010-12-23,7845514000
2010-12-27,7717061000
2010-12-28,7667656000
2010-12-29,7657775000
2010-12-30,7805990000
2010-12-31,7924562000
2011-01-03,8181467999
2011-01-04,8339563999
2011-01-05,8438373999
2011-01-06,8477898000
2011-01-07,8547065000
2011-01-10,8448255000
2011-01-11,8616232000
2011-01-12,9228854000
2011-01-13,9515403000
2011-01-14,9594451000
2011-01-18,9545046000
2011-01-19,9258497000
2011-01-20,9485760000
2011-01-21,9722904000
2011-01-24,9930405000
2011-01-25,9861238000
2011-01-26,9831595000
2011-01-27,10463979000
2011-01-28,10246597000
2011-01-31,10414574000
2011-02-01,10681361000
2011-02-02,10760409000
2011-02-03,10770290000
2011-02-04,10918505000
2011-02-07,11155649000
2011-02-08,11303864000
2011-02-09,11126006000
2011-02-10,11175411000
2011-02-11,11185292000
2011-02-14,11511365000
2011-02-15,11531127000
2011-02-16,11491603000
2011-02-17,11659580000
2011-02-18,11560770000
2011-02-22,10790052000
2011-02-23,10424455000
2011-02-24,10780171000
2011-02-25,11303864000
2011-02-28,10997553000
2011-03-01,10829576000
2011-03-02,10958029000
2011-03-03,11557273000
2011-03-04,11627196000
2011-03-07,11017867000
2011-03-08,10878021000
2011-03-09,10308648000
2011-03-10,9919077000
2011-03-11,10228736000
2011-03-14,10348604000
2011-03-15,10418527000
2011-03-16,10048934000
2011-03-17,10198769000
2011-03-18,10058923000
2011-03-21,10348604000
2011-03-22,10338615000
2011-03-23,10598329000
2011-03-24,11487350000
2011-03-25,11537295000
2011-03-28,11537295000
2011-03-29,11747064000
2011-03-30,11567262000
2011-03-31,11457383000
2011-04-01,11287570000
2011-04-04,11177691000
2011-04-05,11007878000
2011-04-06,11227636000
2011-04-07,11127746000
2011-04-08,11057823000
2011-04-11,10728186000
2011-04-12,10518417000
2011-04-13,10608318000
2011-04-14,10638285000
2011-04-15,10738175000
2011-04-18,10408538000
2011-04-19,10508428000
2011-04-20,11377471000
2011-04-21,11507328000
2011-04-25,11317537000
2011-04-26,11597229000
2011-04-27,11787020000
2011-04-28,11467372000
2011-04-29,11307548000
2011-05-02,11227636000
2011-05-03,10888010000
2011-05-04,10728186000
2011-05-05,10897999000
2011-05-06,10858043000
2011-05-09,10448494000
2011-05-10,10618307000
2011-05-11,10398549000
2011-05-12,10648274000
2011-05-13,10388560000
2011-05-16,10538395000
2011-05-17,9929066000
2011-05-18,10048934000
2011-05-19,10158813000
2011-05-20,9989000000
2011-05-23,9699319000
2011-05-24,9609418000
2011-05-25,9599429000
2011-05-26,9779231000
2011-05-27,10008978000
2011-05-31,10188780000
2011-06-01,9549484000
2011-06-02,9336602000
2011-06-03,9088552000
2011-06-06,8969488000
2011-06-07,8880190000
2011-06-08,8433700000
2011-06-09,8423778000
2011-06-10,8374167999
2011-06-13,8225337999
2011-06-14,8334480000
2011-06-15,8007054000
2011-06-16,7808614000
2011-06-17,7768926000
2011-06-20,7848302000
2011-06-21,8076508000
2011-06-22,8106274000
2011-06-23,8364246000
2011-06-24,7153762000
2011-06-27,7282748000
2011-06-28,7292670000
2011-06-29,7411734000
2011-06-30,7421656000
2011-07-01,7768926000
2011-07-05,7719316000
2011-07-06,7501032000
2011-07-07,7759004000
2011-07-08,7620096000
2011-07-11,7431578000
2011-07-12,7252982000
2011-07-13,7431578000
2011-07-14,7233138000
2011-07-15,7352202000
2011-07-18,7173606000
2011-07-19,7461344000
2011-07-20,7540720000
2011-07-21,7590330000
2011-07-22,8026898000
2011-07-25,7828458000
2011-07-26,7798692000
2011-07-27,7372046000
2011-07-28,7362124000
2011-07-29,7312514000
2011-08-01,7352202000
2011-08-02,6985088000
2011-08-03,6935478000
2011-08-04,6350080000
2011-08-05,6260782000
2011-08-08,5665462000
2011-08-09,6141718000
2011-08-10,5675384000
2011-08-11,6320314000
2011-08-12,6131796000
2011-08-15,6429456000
2011-08-16,6240938000
2011-08-17,6062342000
2011-08-18,5596008000
2011-08-19,5209050000
2011-08-22,5218972000
2011-08-23,5615852000
2011-08-24,5258660000
2011-08-25,5338036000
2011-08-26,5615852000
2011-08-29,6102030000
2011-08-30,5903590000
2011-08-31,5863902000
2011-09-01,5633236000
2011-09-02,5397700000
2011-09-06,5564538000
2011-09-07,5947284000
2011-09-08,6133750000
2011-09-09,6231890000
2011-09-12,6565566000
2011-09-13,6732404000
2011-09-14,7066080000
2011-09-15,6909056000
2011-09-16,6899242000
2011-09-19,6752032000
2011-09-20,6722590000
2011-09-21,6487054000
2011-09-22,6310402000
2011-09-23,6526310000
2011-09-26,6457612000
2011-09-27,6339844000
2011-09-28,6006168000
2011-09-29,5760818000
2011-09-30,4946256000
2011-10-03,4249462000
2011-10-04,4435928000
2011-10-05,4857930000
2011-10-06,4867744000
2011-10-07,4857930000
2011-10-10,5064024000
2011-10-11,5103280000
2011-10-12,5103280000
2011-10-13,5417328000
2011-10-14,5593980000
2011-10-17,5338816000
2011-10-18,5662678000
2011-10-19,5427142000
2011-10-20,5486026000
2011-10-21,5358444000
2011-10-24,5554724000
2011-10-25,5387886000
2011-10-26,5368258000
2011-10-27,5593980000
2011-10-28,5770632000
2011-10-31,5486026000
2011-11-01,5191606000
2011-11-02,5329002000
2011-11-03,5731376000
2011-11-04,5780446000
2011-11-07,5741190000
2011-11-08,5800074000
2011-11-09,5250490000
2011-11-10,5083652000
2011-11-11,5329002000
2011-11-14,5250490000
2011-11-15,5358444000
2011-11-16,6614636000
2011-11-17,6212262000
2011-11-18,6173006000
2011-11-21,5976726000
2011-11-22,5986540000
2011-11-23,5603794000
2011-11-25,5397700000
2011-11-28,5515468000
2011-11-29,5535096000
2011-11-30,5878586000
2011-12-01,5788692000
2011-12-02,5700240000
2011-12-05,5631444000
2011-12-06,5552820000
2011-12-07,5955768000
2011-12-08,5719896000
2011-12-09,5788692000
2011-12-12,5719896000
2011-12-13,5513508000
2011-12-14,5356260000
2011-12-15,5454540000
2011-12-16,5582304000
2011-12-19,5356260000
2011-12-20,5690412000
2011-12-21,5444712000
2011-12-22,6299748000
2011-12-23,6289920000
2011-12-27,6142500000
2011-12-28,6063876000
2011-12-29,6162156000
2011-12-30,6181812000
2012-01-03,6643728000
2012-01-04,6869772000
2012-01-05,7036848000
2012-01-06,7076160000
2012-01-09,7164612000
2012-01-10,7125300000
2012-01-11,7095816000
2012-01-12,7144956000
2012-01-13,7105644000
2012-01-17,7036848000
2012-01-18,7518420000
2012-01-19,7744464000
2012-01-20,7626528000
2012-01-23,7734636000
2012-01-24,7813260000
2012-01-25,7724808000
2012-01-26,7420140000
2012-01-27,7302204000
2012-01-30,7429968000
2012-01-31,7469280000
2012-02-01,7567560000
2012-02-02,7587216000
2012-02-03,7813260000
2012-02-06,7597044000
2012-02-07,7744464000
2012-02-08,8019648000
2012-02-09,8019648000
2012-02-10,7773948000
2012-02-13,7714980000
2012-02-14,8196552000
2012-02-15,8137583999
2012-02-16,8314488000
2012-02-17,8285004000
2012-02-21,8068788000
2012-02-22,7901711999
2012-02-23,7685496000
2012-02-24,7813260000
2012-02-27,8412768000
2012-02-28,8727264000
2012-02-29,8402940000
2012-03-01,8599383000
2012-03-02,8540145000
2012-03-05,8095859999
2012-03-06,7898400000
2012-03-07,7987257000
2012-03-08,8056368000
2012-03-09,8224209000
2012-03-12,7977384000
2012-03-13,8382177000
2012-03-14,8471034000
2012-03-15,8717859000
2012-03-16,8707986000
2012-03-19,8520399000
2012-03-20,8461161000
2012-03-21,8629002000
2012-03-22,8599383000
2012-03-23,8293320000
2012-03-26,8145225000
2012-03-27,8461161000
2012-03-28,8530272000
2012-03-29,8313066000
2012-03-30,7997130000
2012-04-02,7997130000
2012-04-03,7888527000
2012-04-04,7562718000
2012-04-05,7493607000
2012-04-09,7256655000
2012-04-10,7059195000
2012-04-11,7078941000
2012-04-12,7059195000
2012-04-13,6871608000
2012-04-16,7029576000
2012-04-17,7148052000
2012-04-18,6980211000
2012-04-19,6920973000
2012-04-20,6555672000
2012-04-23,6545799000
2012-04-24,6427323000
2012-04-25,6437196000
2012-04-26,6516180000
2012-04-27,6486561000
2012-04-30,6506307000
2012-05-01,6595164000
2012-05-02,6733386000
2012-05-03,6387831000
2012-05-04,6466815000
2012-05-07,6417450000
2012-05-08,6160752000
2012-05-09,6279228000
2012-05-10,6210117000
2012-05-11,6279228000
2012-05-14,6131133000
2012-05-15,5943546000
2012-05-16,6071895000
2012-05-17,5874435000
2012-05-18,5558499000
2012-05-21,5706594000
2012-05-22,5637483000
2012-05-23,5676975000
2012-05-24,5667102000
2012-05-25,5884308000
2012-05-29,6042276000
2012-05-30,5913927000
2012-05-31,5911832000
2012-06-01,5517035000
2012-06-04,5456297000
2012-06-05,5668880000
2012-06-06,5820725000
2012-06-07,5739741000
2012-06-08,5952324000
2012-06-11,5780233000
2012-06-12,5992816000
2012-06-13,5932078000
2012-06-14,5830848000
2012-06-15,5962447000
2012-06-18,6013062000
2012-06-19,6175030000
2012-06-20,6195276000
2012-06-21,5719495000
2012-06-22,5810602000
2012-06-25,5658757000
2012-06-26,5699249000
2012-06-27,5790356000
2012-06-28,6043431000
2012-06-29,6387613000
2012-07-02,6630565000
2012-07-03,6974747000
2012-07-05,6893763000
2012-07-06,6802656000
2012-07-09,6569827000
2012-07-10,6235768000
2012-07-11,6286383000
2012-07-12,6205399000
2012-07-13,6205399000
2012-07-16,6073800000
2012-07-17,5840971000
2012-07-18,5911832000
2012-07-19,5851094000
2012-07-20,5901709000
2012-07-23,5689126000
2012-07-24,5800479000
2012-07-25,5911832000
2012-07-26,6033308000
2012-07-27,6357244000
2012-07-30,6185153000
2012-07-31,6286383000
2012-08-01,6347121000
2012-08-02,6235768000
2012-08-03,6407859000
2012-08-06,6650811000
2012-08-07,6903886000
2012-08-08,6974747000
2012-08-09,6893763000
2012-08-10,6843148000
2012-08-13,6802656000
2012-08-14,6630565000
2012-08-15,6569827000
2012-08-16,6691303000
2012-08-17,6650811000
2012-08-20,6569827000
2012-08-21,6539458000
2012-08-22,6397736000
2012-08-23,6336998000
2012-08-24,6377490000
2012-08-27,6306629000
2012-08-28,6276260000
2012-08-29,6276260000
2012-08-30,6264666000
2012-08-31,6295077000
2012-09-04,6173433000
2012-09-05,6274803000
2012-09-06,6771516000
2012-09-07,6507954000
2012-09-10,6497817000
2012-09-11,6447132000
2012-09-12,6558639000
2012-09-13,6690420000
2012-09-14,6791790000
2012-09-17,6660009000
2012-09-18,6568776000
2012-09-19,6741105000
2012-09-20,6538365000
2012-09-21,6447132000
2012-09-24,6345762000
2012-09-25,6193707000
2012-09-26,6021378000
2012-09-27,6102474000
2012-09-28,6061926000
2012-10-01,5849049000
2012-10-02,5920008000
2012-10-03,5920008000
2012-10-04,5960556000
2012-10-05,5970693000
2012-10-08,5930145000
2012-10-09,5838912000
2012-10-10,5838912000
2012-10-11,5828775000
2012-10-12,5747679000
2012-10-15,5798364000
2012-10-16,5859186000
2012-10-17,5859186000
2012-10-18,5727405000
2012-10-19,5524665000
2012-10-22,5514528000
2012-10-23,5484117000
2012-10-24,5240829000
2012-10-25,5767953000
2012-10-26,5544939000
2012-10-31,5504391000
2012-11-01,5869323000
2012-11-02,5788227000
2012-11-05,5920008000
2012-11-06,6173433000
2012-11-07,5990967000
2012-11-08,5767953000
2012-11-09,5696994000
2012-11-12,5646309000
2012-11-13,5818638000
2012-11-14,5636172000
2012-11-15,5544939000
2012-11-16,5544939000
2012-11-19,5615898000
2012-11-20,5636172000
2012-11-21,5595624000
2012-11-23,5757816000
2012-11-26,5778090000
2012-11-27,5757816000
2012-11-28,5849049000
2012-11-29,6004560000
2012-11-30,6065520000
2012-12-03,6024880000
2012-12-04,6136640000
2012-12-05,6278880000
2012-12-06,6512560000
2012-12-07,6543040000
2012-12-10,6776720000
2012-12-11,6878320000
2012-12-12,6817360000
2012-12-13,6766560000
2012-12-14,6959600000
2012-12-17,6715760000
2012-12-18,6807200000
2012-12-19,6929120000
2012-12-20,6898640000
2012-12-21,6421120000
2012-12-24,6329680000
2012-12-26,6278880000
2012-12-27,6319520000
2012-12-28,6228080000
2012-12-31,6441440000
2013-01-02,6736080000
2013-01-03,7010400000
2013-01-04,7071360000
2013-01-07,7294880000
2013-01-08,7345680000
2013-01-09,7426960000
2013-01-10,7538720000
2013-01-11,7660640000
2013-01-14,7721600000
2013-01-15,7721600000
2013-01-16,7792720000
2013-01-17,7934960000
2013-01-18,8016240000
2013-01-22,7965440000
2013-01-23,7904480000
2013-01-24,7955280000
2013-01-25,7995920000
2013-01-28,7945120000
2013-01-29,7701280000
2013-01-30,7772400000
2013-01-31,7680960000
2013-02-01,7955280000
2013-02-04,7884160000
2013-02-05,7995920000
2013-02-06,8077200000
2013-02-07,7853680000
2013-02-08,7874000000
2013-02-11,8036560000
2013-02-12,8046720000
2013-02-13,8077200000
2013-02-14,8209280000
2013-02-15,8036560000
2013-02-19,8249919999
2013-02-20,8006080000
2013-02-21,7802880000
2013-02-22,8148320000
2013-02-25,8056880000
2013-02-26,8087360000
2013-02-27,8310880000
2013-02-28,8581120000
2013-03-01,8448000000
2013-03-04,8601600000
2013-03-05,8939520000
2013-03-06,8857600000
2013-03-07,9154560000
2013-03-08,9420800000
2013-03-11,9574400000
2013-03-12,9543680000
2013-03-13,9738240000
2013-03-14,9922560000
2013-03-15,9594880000
2013-03-18,9400320000
2013-03-19,9461760000
2013-03-20,9533440000
2013-03-21,9287680000
2013-03-22,10280960000
2013-03-25,10117120000
2013-03-26,10158080000
2013-03-27,10199040000
2013-03-28,10219520000
2013-04-01,9605120000
2013-04-02,9523200000
2013-04-03,9318400000
2013-04-04,9533440000
2013-04-05,9533440000
2013-04-08,9615360000
2013-04-09,9799680000
2013-04-10,10332160000
2013-04-11,10219520000
2013-04-12,10250240000
2013-04-15,9789440000
2013-04-16,10106880000
2013-04-17,9615360000
2013-04-18,9451520000
2013-04-19,9574400000
2013-04-22,9533440000
2013-04-23,9646080000
2013-04-24,9635840000
2013-04-25,9758720000
2013-04-26,9656320000
2013-04-29,9574400000
2013-04-30,9646080000
2013-05-01,9420800000
2013-05-02,9543680000
2013-05-03,9861120000
2013-05-06,9994240000
2013-05-07,10209280000
2013-05-08,10485760000
2013-05-09,10967040000
2013-05-10,11079680000
2013-05-13,10915840000
2013-05-14,10905600000
2013-05-15,11130880000
2013-05-16,11325440000
2013-05-17,11581440000
2013-05-20,11479040000
2013-05-21,11499520000
2013-05-22,11182080000
2013-05-23,11663360000
2013-05-24,11868160000
2013-05-28,12062720000
2013-05-29,12113920000
2013-05-30,12284748000
2013-05-31,12067776000
2013-06-03,12119436000
2013-06-04,12098772000
2013-06-05,12419064000
2013-06-06,12760020000
2013-06-07,13069980000
2013-06-10,13379940000
2013-06-11,13235292000
2013-06-12,12904668000
2013-06-13,13338612000
2013-06-14,13183632000
2013-06-17,13679568000
2013-06-18,14206500000
2013-06-19,14433804000
2013-06-20,13989528000
2013-06-21,14361480000
2013-06-24,13906872000
2013-06-25,14206500000
2013-06-26,14650776000
2013-06-27,14816088000
2013-06-28,14805756000
2013-07-01,14743764000
2013-07-02,14785092000
2013-07-03,14609448000
2013-07-05,14785092000
2013-07-08,14495796000
2013-07-09,13576248000
2013-07-10,12966660000
2013-07-11,13121640000
2013-07-12,13111308000
2013-07-15,13503924000
2013-07-16,13824216000
2013-07-17,14041188000
2013-07-18,14144508000
2013-07-19,14185836000
2013-07-22,14289156000
2013-07-23,14092848000
2013-07-24,13545252000
2013-07-25,13731228000
2013-07-26,13007988000
2013-07-29,12884004000
2013-07-30,13018320000
2013-07-31,13679568000
2013-08-01,14030856000
2013-08-02,13948200000
2013-08-05,14640444000
2013-08-06,14609448000
2013-08-07,14268492000
2013-08-08,14413140000
2013-08-09,14454468000
2013-08-12,14289156000
2013-08-13,15467004000
2013-08-14,15312024000
2013-08-15,14599116000
2013-08-16,14475132000
2013-08-19,14258160000
2013-08-20,14258160000
2013-08-21,14082516000
2013-08-22,14320152000
2013-08-23,14320152000
2013-08-26,14237496000
2013-08-27,13617576000
2013-08-28,13679568000
2013-08-29,14194220000
2013-08-30,14194220000
2013-09-03,14654460000
2013-09-04,15428500000
2013-09-05,15867820000
2013-09-06,15961960000
2013-09-09,16338520000
2013-09-10,17007960000
2013-09-11,17248540000
2013-09-12,16945200000
2013-09-13,16945200000
2013-09-16,17196240000
2013-09-17,17614640000
2013-09-18,18064420000
2013-09-19,17949360000
2013-09-20,18022580000
2013-09-23,17834300000
2013-09-24,17823840000
2013-09-25,17750620000
2013-09-26,18273620000
2013-09-27,18430520000
2013-09-30,18273620000
2013-10-01,18420060000
2013-10-02,18472360000
2013-10-03,18848920000
2013-10-04,19319620000
2013-10-07,19340540000
2013-10-08,18754780000
2013-10-09,18984900000
2013-10-10,19277780000
2013-10-11,17614640000
2013-10-14,17855220000
2013-10-15,17698320000
2013-10-16,17740160000
2013-10-17,17938900000
2013-10-18,17813380000
2013-10-21,17332220000
2013-10-22,17530960000
2013-10-23,17311300000
2013-10-24,17604180000
2013-10-25,17342680000
2013-10-28,17489120000
2013-10-29,18305000000
2013-10-30,18189940000
2013-10-31,18493280000
2013-11-01,18388680000
2013-11-04,18712940000
2013-11-05,18482820000
2013-11-06,18305000000
2013-11-07,18535120000
2013-11-08,18943060000
2013-11-11,19110420000
2013-11-12,19486980000
2013-11-13,19790320000
2013-11-14,20072740000
2013-11-15,20355160000
2013-11-18,20177340000
2013-11-19,19936760000
2013-11-20,19664800000
2013-11-21,20909540000
2013-11-22,21118740000
2013-11-25,20773560000
2013-11-26,21244260000
