,KBH
2009-05-18,1283809229
2009-05-19,1242617490
2009-05-20,1188457980
2009-05-21,1144977810
2009-05-22,1116753840
2009-05-26,1182355500
2009-05-27,1160996820
2009-05-28,1093106730
2009-05-29,1144215000
2009-06-01,1152567900
2009-06-02,1183862790
2009-06-03,1109823660
2009-06-04,1096084440
2009-06-05,1077765480
2009-06-08,1095321150
2009-06-09,1159437510
2009-06-10,1135775520
2009-06-11,1102954050
2009-06-12,1075475610
2009-06-15,1010595960
2009-06-16,1011359250
2009-06-17,1035021240
2009-06-18,1006779510
2009-06-19,1023571890
2009-06-22,1038074400
2009-06-23,1048760460
2009-06-24,1041127560
2009-06-25,1127379330
2009-06-26,1024335180
2009-06-29,1077002190
2009-06-30,1044180720
2009-07-01,1015938990
2009-07-02,986933970
2009-07-06,926634060
2009-07-07,902208780
2009-07-08,868624020
2009-07-09,949532760
2009-07-10,942663150
2009-07-13,957165659
2009-07-14,973194750
2009-07-15,1012885830
2009-07-16,1044180720
2009-07-17,1088451540
2009-07-20,1089978120
2009-07-21,1080818640
2009-07-22,1147224870
2009-07-23,1221264000
2009-07-24,1237293090
2009-07-27,1278510750
2009-07-28,1279274040
2009-07-29,1254848760
2009-07-30,1256375340
2009-07-31,1273931010
2009-08-03,1315148670
2009-08-04,1347970140
2009-08-05,1369342260
2009-08-06,1314385380
2009-08-07,1409796630
2009-08-10,1343390400
2009-08-11,1356366330
2009-08-12,1395294120
2009-08-13,1360946069
2009-08-14,1303699319
2009-08-17,1253322180
2009-08-18,1297593000
2009-08-19,1284617069
2009-08-20,1314385380
2009-08-21,1353313170
2009-08-24,1335757500
2009-08-25,1380028319
2009-08-26,1391477670
2009-08-27,1373922000
2009-08-28,1389187800
2009-08-31,1396197120
2009-09-01,1339459840
2009-09-02,1298056960
2009-09-03,1328725759
2009-09-04,1357094400
2009-09-08,1414598400
2009-09-09,1422265600
2009-09-10,1491270400
2009-09-11,1433766400
2009-09-14,1456001279
2009-09-15,1519639040
2009-09-16,1572542720
2009-09-17,1509671680
2009-09-18,1549541120
2009-09-21,1515805440
2009-09-22,1521939200
2009-09-23,1443733759
2009-09-24,1421498880
2009-09-25,1300357120
2009-09-28,1295756800
2009-09-29,1316458240
2009-09-30,1273521920
2009-10-01,1183815680
2009-10-02,1164647680
2009-10-05,1166947840
2009-10-06,1183048960
2009-10-07,1164647680
2009-10-08,1230585600
2009-10-09,1262021120
2009-10-12,1163114240
2009-10-13,1198383360
2009-10-14,1232885759
2009-10-15,1233652480
2009-10-16,1212951040
2009-10-19,1185349120
2009-10-20,1174615040
2009-10-21,1153146880
2009-10-22,1239786240
2009-10-23,1211417600
2009-10-26,1184582400
2009-10-27,1158513920
2009-10-28,1074941440
2009-10-29,1124778240
2009-10-30,1087208960
2009-11-02,1095642880
2009-11-03,1144712960
2009-11-04,1153913600
2009-11-05,1160814080
2009-11-06,1143179520
2009-11-09,1163880960
2009-11-10,1125544960
2009-11-11,1200683520
2009-11-12,1155447040
2009-11-13,1149313280
2009-11-16,1167714560
2009-11-17,1144712960
2009-11-18,1141646080
2009-11-19,1120944640
2009-11-20,1082608640
2009-11-23,1074174720
2009-11-24,1052706560
2009-11-25,1063440639
2009-11-27,1044272639
2009-11-30,1041100700
2009-12-01,1051857460
2009-12-02,1058004180
2009-12-03,1030343940
2009-12-04,1044942400
2009-12-07,1013440460
2009-12-08,1002683700
2009-12-09,1003452040
2009-12-10,994231960
2009-12-11,1019587180
2009-12-14,1014977140
2009-12-15,985011880
2009-12-16,1044174060
2009-12-17,1021123859
2009-12-18,1005757060
2009-12-21,991926940
2009-12-22,1060309200
2009-12-23,1079517700
2009-12-24,1081822720
2009-12-28,1061845880
2009-12-29,1060309200
2009-12-30,1061845880
2009-12-31,1051089120
2010-01-04,1077212680
2010-01-05,1111019640
2010-01-06,1103336240
2010-01-07,1213977200
2010-01-08,1227038980
2010-01-11,1258540920
2010-01-12,1207830480
2010-01-13,1209367160
2010-01-14,1204757120
2010-01-15,1175560200
2010-01-19,1187085300
2010-01-20,1177096880
2010-01-21,1149436640
2010-01-22,1102567900
2010-01-25,1097189520
2010-01-26,1121008060
2010-01-27,1162498420
2010-01-28,1172486840
2010-01-29,1174023520
2010-02-01,1174791860
2010-02-02,1245479140
2010-02-03,1236259060
2010-02-04,1178633560
2010-02-05,1146363280
2010-02-08,1187085300
2010-02-09,1206293800
2010-02-10,1220892260
2010-02-11,1267761000
2010-02-12,1276981080
2010-02-16,1303872980
2010-02-17,1291579540
2010-02-18,1279286100
2010-02-19,1281591120
2010-02-22,1290811200
2010-02-23,1246247480
2010-02-24,1245479140
2010-02-25,1250857520
2010-02-26,1250857520
2010-03-01,1274239319
2010-03-02,1268859540
2010-03-03,1296526980
2010-03-04,1284998880
2010-03-05,1325731500
2010-03-08,1343407920
2010-03-09,1355704560
2010-03-10,1343407920
2010-03-11,1352630400
2010-03-12,1344176459
2010-03-15,1320351720
2010-03-16,1349556240
2010-03-17,1356473100
2010-03-18,1355704560
2010-03-19,1331879819
2010-03-22,1340333760
2010-03-23,1318046100
2010-03-24,1285767420
2010-03-25,1289610120
2010-03-26,1314203400
2010-03-29,1303443840
2010-03-30,1298064060
2010-03-31,1287304500
2010-04-01,1281156180
2010-04-05,1305749459
2010-04-06,1268859540
2010-04-07,1254257280
2010-04-08,1249646040
2010-04-09,1261942680
2010-04-12,1265785380
2010-04-13,1285767420
2010-04-14,1324194420
2010-04-15,1317277560
2010-04-16,1314203400
2010-04-19,1313434860
2010-04-20,1338028140
2010-04-21,1364158500
2010-04-22,1450234980
2010-04-23,1485587819
2010-04-26,1451772060
2010-04-27,1384140540
2010-04-28,1399511340
2010-04-29,1451003520
2010-04-30,1424104620
2010-05-03,1466374319
2010-05-04,1404891120
2010-05-05,1397205720
2010-05-06,1334185440
2010-05-07,1252720200
2010-05-10,1349556240
2010-05-11,1349556240
2010-05-12,1363389959
2010-05-13,1270396620
2010-05-14,1245803340
2010-05-17,1257331440
2010-05-18,1226589840
2010-05-19,1213524660
2010-05-20,1159726860
2010-05-21,1152810000
2010-05-24,1131290880
2010-05-25,1129753800
2010-05-26,1115920080
2010-05-27,1131290880
2010-05-28,1112845920
2010-06-01,1055960570
2010-06-02,1077495090
2010-06-03,1065958740
2010-06-04,1005969720
2010-06-07,946749790
2010-06-08,942904340
2010-06-09,935982530
2010-06-10,1017506070
2010-06-11,998278820
2010-06-14,984435200
2010-06-15,1011353350
2010-06-16,994433370
2010-06-17,964438859
2010-06-18,945980700
2010-06-21,929060720
2010-06-22,914448010
2010-06-23,954440690
2010-06-24,939827980
2010-06-25,855228079
2010-06-28,870609880
2010-06-29,851382630
2010-06-30,845999000
2010-07-01,832155380
2010-07-02,814466310
2010-07-06,799084510
2010-07-07,856766260
2010-07-08,843691730
2010-07-09,874455329
2010-07-12,834462650
2010-07-13,885222590
2010-07-14,857535350
2010-07-15,865995340
2010-07-16,809082680
2010-07-19,793700880
2010-07-20,852151720
2010-07-21,819080850
2010-07-22,850613540
2010-07-23,902142570
2010-07-26,938289800
2010-07-27,917524370
2010-07-28,862149890
2010-07-29,872148060
2010-07-30,875224420
2010-08-02,912909829
2010-08-03,871378970
2010-08-04,865995340
2010-08-05,859842620
2010-08-06,866764430
2010-08-09,922908000
2010-08-10,884453500
2010-08-11,843691730
2010-08-12,800622690
2010-08-13,793700880
2010-08-16,791393609
2010-08-17,809082680
2010-08-18,831386290
2010-08-19,796777240
2010-08-20,784471800
2010-08-23,753708200
2010-08-24,772166359
2010-08-25,807544500
2010-08-26,781395440
2010-08-27,812159040
2010-08-30,799853600
2010-08-31,793436980
2010-09-01,881169100
2010-09-02,897330280
2010-09-03,917339360
2010-09-07,888864900
2010-09-08,890404060
2010-09-09,894251959
2010-09-10,896560700
2010-09-13,931961380
2010-09-14,925035160
2010-09-15,902717340
2010-09-16,867316660
2010-09-17,866547080
2010-09-20,920417680
2010-09-21,947352980
2010-09-22,922726420
2010-09-23,901178180
2010-09-24,931961380
2010-09-27,919648100
2010-09-28,902717340
2010-09-29,876551620
2010-09-30,871934140
2010-10-01,872703720
2010-10-04,861929600
2010-10-05,869625400
2010-10-06,867316660
2010-10-07,851155480
2010-10-08,863468760
2010-10-11,849616319
2010-10-12,840381360
2010-10-13,855003380
2010-10-14,861160020
2010-10-15,859620860
2010-10-18,865007920
2010-10-19,852694640
2010-10-20,828068080
2010-10-21,824220180
2010-10-22,826528920
2010-10-25,830376819
2010-10-26,822681020
2010-10-27,824220180
2010-10-28,814215640
2010-10-29,808828580
2010-11-01,802671940
2010-11-02,844998840
2010-11-03,839611780
2010-11-04,912721880
2010-11-05,941965920
2010-11-08,948892140
2010-11-09,948892140
2010-11-10,963514160
2010-11-11,993527780
2010-11-12,956587940
2010-11-15,917339360
2010-11-16,885017000
2010-11-17,869625400
2010-11-18,868855819
2010-11-19,865007920
2010-11-22,863468760
2010-11-23,842690100
2010-11-24,863468760
2010-11-26,837303040
2010-11-29,841150940
2010-11-30,869806200
2010-12-01,914451120
2010-12-02,955247340
2010-12-03,956786820
2010-12-06,982188240
2010-12-07,979109280
2010-12-08,971411879
2010-12-09,982957980
2010-12-10,971411879
2010-12-13,971411879
2010-12-14,948319680
2010-12-15,944470980
2010-12-16,969872400
2010-12-17,983727720
2010-12-20,1040688480
2010-12-21,1063780680
2010-12-22,1093800540
2010-12-23,1047616140
2010-12-27,1058392500
2010-12-28,1033760820
2010-12-29,1037609520
2010-12-30,1035300300
2010-12-31,1038379260
2011-01-03,1094570280
2011-01-04,1059162240
2011-01-05,1101497940
2011-01-06,1103037420
2011-01-07,1173853500
2011-01-10,1132287540
2011-01-11,1137675720
2011-01-12,1164616620
2011-01-13,1159228440
2011-01-14,1209261540
2011-01-18,1190018040
2011-01-19,1136905980
2011-01-20,1153070520
2011-01-21,1138445460
2011-01-24,1176162720
2011-01-25,1173853500
2011-01-26,1196175960
2011-01-27,1180781160
2011-01-28,1151531040
2011-01-31,1142294160
2011-02-01,1168465320
2011-02-02,1147682340
2011-02-03,1133057280
2011-02-04,1069938600
2011-02-07,1097649240
2011-02-08,1147682340
2011-02-09,1159998180
2011-02-10,1146912600
2011-02-11,1138445460
2011-02-14,1104576900
2011-02-15,1103807160
2011-02-16,1126899360
2011-02-17,1146912600
2011-02-18,1130748060
2011-02-22,1046076660
2011-02-23,1025293680
2011-02-24,1019135760
2011-02-25,1040688480
2011-02-28,1020130750
2011-03-01,987794530
2011-03-02,1005502460
2011-03-03,1033989130
2011-03-04,1007042280
2011-03-07,990104260
2011-03-08,1045537780
2011-03-09,1041688230
2011-03-10,1013971470
2011-03-11,1015511290
2011-03-14,1009352010
2011-03-15,1017051110
2011-03-16,978555610
2011-03-17,1000883000
2011-03-18,1007812190
2011-03-21,1027829850
2011-03-22,1018590930
2011-03-23,1023210389
2011-03-24,1019360840
2011-03-25,1028599760
2011-03-28,1015511290
2011-03-29,996263540
2011-03-30,971626419
2011-03-31,957768040
2011-04-01,956998130
2011-04-04,939290200
2011-04-05,900024790
2011-04-06,911573440
2011-04-07,910033620
2011-04-08,893865510
2011-04-11,884626590
2011-04-12,873077940
2011-04-13,869228389
2011-04-14,863069110
2011-04-15,876927490
2011-04-18,869998300
2011-04-19,897715060
2011-04-20,903104430
2011-04-21,879237220
2011-04-25,890785870
2011-04-26,902334520
2011-04-27,924661910
2011-04-28,917732720
2011-04-29,909263710
2011-05-02,894635419
2011-05-03,890015960
2011-05-04,898484970
2011-05-05,926201730
2011-05-06,914653080
2011-05-09,886936320
2011-05-10,880007130
2011-05-11,867688570
2011-05-12,863839020
2011-05-13,852290370
2011-05-16,859219560
2011-05-17,839971810
2011-05-18,864608930
2011-05-19,868458480
2011-05-20,882316860
2011-05-23,874617760
2011-05-24,869228389
2011-05-25,881546950
2011-05-26,911573440
2011-05-27,935440650
2011-05-31,946137160
2011-06-01,911466010
2011-06-02,900679430
2011-06-03,885270030
2011-06-06,865237810
2011-06-07,852910290
2011-06-08,829025720
2011-06-09,830566660
2011-06-10,811304910
2011-06-13,820550550
2011-06-14,856762639
2011-06-15,842894180
2011-06-16,859074050
2011-06-17,873712980
2011-06-20,898368020
2011-06-21,901449900
2011-06-22,911466010
2011-06-23,913006950
2011-06-24,906072720
2011-06-27,908384129
2011-06-28,918400240
2011-06-29,776633760
2011-06-30,753519660
2011-07-01,783567990
2011-07-05,765847180
2011-07-06,741962610
2011-07-07,755060600
2011-07-08,751978720
2011-07-11,739651200
2011-07-12,756601540
2011-07-13,735798850
2011-07-14,735028379
2011-07-15,720389450
2011-07-18,711143810
2011-07-19,733487440
2011-07-20,728094150
2011-07-21,732716970
2011-07-22,725782740
2011-07-25,704980050
2011-07-26,698045820
2011-07-27,667227020
2011-07-28,658751850
2011-07-29,654129030
2011-08-01,652588090
2011-08-02,617146470
2011-08-03,617146470
2011-08-04,568606860
2011-08-05,551656520
2011-08-08,488477980
2011-08-09,540099470
2011-08-10,479232340
2011-08-11,499264560
2011-08-12,496953150
2011-08-15,521608189
2011-08-16,528542420
2011-08-17,516214900
2011-08-18,462282000
2011-08-19,431463200
2011-08-22,418365210
2011-08-23,406037689
2011-08-24,416824270
2011-08-25,443020250
2011-08-26,452265890
2011-08-29,482314220
2011-08-30,519296780
2011-08-31,508477810
2011-09-01,495360780
2011-09-02,464497179
2011-09-06,451380150
2011-09-07,480700570
2011-09-08,468355130
2011-09-09,437491530
2011-09-12,438263120
2011-09-13,437491530
2011-09-14,466811950
2011-09-15,483786929
2011-09-16,487644880
2011-09-19,469898310
2011-09-20,496903960
2011-09-21,471441490
2011-09-22,441349480
2011-09-23,456009690
2011-09-26,456009690
2011-09-27,455238100
2011-09-28,448293789
2011-09-29,469126720
2011-09-30,452151740
2011-10-03,406627929
2011-10-04,430547220
2011-10-05,469126720
2011-10-06,487644880
2011-10-07,474527850
2011-10-10,499218730
2011-10-11,503076679
2011-10-12,523909610
2011-10-13,526224380
2011-10-14,515422120
2011-10-17,485330110
2011-10-18,541656180
2011-10-19,532397100
2011-10-20,555544800
2011-10-21,581007270
2011-10-24,600297020
2011-10-25,555544800
2011-10-26,573291370
2011-10-27,590266350
2011-10-28,576377730
2011-10-31,537798230
2011-11-01,506163039
2011-11-02,503076679
2011-11-03,537798230
2011-11-04,545514130
2011-11-07,554001620
2011-11-08,581778860
2011-11-09,532397100
2011-11-10,565575470
2011-11-11,586408400
2011-11-14,563260700
2011-11-15,581007270
2011-11-16,579464090
2011-11-17,572519780
2011-11-18,557087980
2011-11-21,538569820
2011-11-22,546285720
2011-11-23,516193710
2011-11-25,517736890
2011-11-28,522366429
2011-11-29,526995970
2011-11-30,566611500
2011-12-01,584342200
2011-12-02,612094600
2011-12-05,608240100
2011-12-06,634450700
2011-12-07,629825300
2011-12-08,608240100
2011-12-09,624429000
2011-12-12,585884000
2011-12-13,556589800
2011-12-14,533462800
2011-12-15,560444300
2011-12-16,556589800
2011-12-19,541942700
2011-12-20,596676600
2011-12-21,556589800
2011-12-22,531150100
2011-12-23,510335800
2011-12-27,497230500
2011-12-28,488750600
2011-12-29,518815700
2011-12-30,518044800
2012-01-03,533462800
2012-01-04,521899299
2012-01-05,550422600
2012-01-06,555048000
2012-01-09,570466000
2012-01-10,593593000
2012-01-11,664515799
2012-01-12,662974000
2012-01-13,680704700
2012-01-17,694580900
2012-01-18,747002100
2012-01-19,740834900
2012-01-20,717707900
2012-01-23,694580900
2012-01-24,712311600
2012-01-25,753940200
2012-01-26,747773000
2012-01-27,759336500
2012-01-30,727729600
2012-01-31,695351800
2012-02-01,747773000
2012-02-02,743918500
2012-02-03,833342900
2012-02-06,804048700
2012-02-07,829488400
2012-02-08,841822800
2012-02-09,923538200
2012-02-10,902723900
2012-02-13,955145100
2012-02-14,957457800
2012-02-15,955145100
2012-02-16,945894300
2012-02-17,937414400
2012-02-21,905807500
2012-02-22,868033400
2012-02-23,905807500
2012-02-24,881909600
2012-02-27,891931300
2012-02-28,864949800
2012-02-29,880539100
2012-03-01,868973350
2012-03-02,863576000
2012-03-05,865118100
2012-03-06,821939300
2012-03-07,858178650
2012-03-08,899044300
2012-03-09,911381100
2012-03-12,911381100
2012-03-13,948391500
2012-03-14,956873050
2012-03-15,1006991300
2012-03-16,983859800
2012-03-19,916778450
2012-03-20,890562750
2012-03-21,872057550
2012-03-22,866660200
2012-03-23,793410449
2012-03-26,741750099
2012-03-27,739436950
2012-03-28,716305449
2012-03-29,697029199
2012-03-30,686234500
2012-04-02,676210850
2012-04-03,674668750
2012-04-04,663103000
2012-04-05,638429400
2012-04-09,643826750
2012-04-10,610671600
2012-04-11,631489950
2012-04-12,652308300
2012-04-13,620695250
2012-04-16,606816350
2012-04-17,600647950
2012-04-18,595250600
2012-04-19,587540100
2012-04-20,605274250
2012-04-23,583684850
2012-04-24,609900550
2012-04-25,633803100
2012-04-26,651537250
2012-04-27,683921349
2012-04-30,669271400
2012-05-01,679295050
2012-05-02,673126650
2012-05-03,654621450
2012-05-04,631489950
2012-05-07,630718900
2012-05-08,619153150
2012-05-09,634574150
2012-05-10,623779450
2012-05-11,626863650
2012-05-14,608358450
2012-05-15,615297900
2012-05-16,592937450
2012-05-17,545132350
2012-05-18,545903400
2012-05-21,562095450
2012-05-22,579829600
2012-05-23,584455900
2012-05-24,603732150
2012-05-25,596792700
2012-05-29,601419000
2012-05-30,558240200
2012-05-31,559170750
2012-06-01,535261380
2012-06-04,503639310
2012-06-05,522149789
2012-06-06,560713290
2012-06-07,576909960
2012-06-08,592335360
2012-06-11,543745350
2012-06-12,560713290
2012-06-13,559170750
2012-06-14,593106630
2012-06-15,617016000
2012-06-18,641696640
2012-06-19,657893310
2012-06-20,647095530
2012-06-21,608532030
2012-06-22,631670130
2012-06-25,627813780
2012-06-26,644781720
2012-06-27,664063470
2012-06-28,671004900
2012-06-29,755844600
2012-07-02,745818090
2012-07-03,756615870
2012-07-05,789780480
2012-07-06,800578260
2012-07-09,813689850
2012-07-10,773583810
2012-07-11,744275550
2012-07-12,772041270
2012-07-13,786695400
2012-07-16,789009210
2012-07-17,767413650
2012-07-18,762786030
2012-07-19,743504280
2012-07-20,756615870
2012-07-23,783610320
2012-07-24,742733010
2012-07-25,718052370
2012-07-26,746589360
2012-07-27,756615870
2012-07-30,732706500
2012-07-31,712653480
2012-08-01,709568400
2012-08-02,723451260
2012-08-03,711882210
2012-08-06,734249040
2012-08-07,754302060
2012-08-08,778982700
2012-08-09,828343980
2012-08-10,797493180
2012-08-13,804434610
2012-08-14,805205880
2012-08-15,795950640
2012-08-16,839913030
2012-08-17,851482079
2012-08-20,816774930
2012-08-21,805977150
2012-08-22,828343980
2012-08-23,825258900
2012-08-24,849168270
2012-08-27,829886520
2012-08-28,826801440
2012-08-29,836056680
2012-08-30,838370489
2012-08-31,851217119
2012-09-04,875119050
2012-09-05,871263900
2012-09-06,914441580
2012-09-07,930633210
2012-09-10,926778060
2012-09-11,943740720
2012-09-12,984605310
2012-09-13,995399730
2012-09-14,1052455950
2012-09-17,994628700
2012-09-18,979208100
2012-09-19,1014675480
2012-09-20,1010820330
2012-09-21,1176591780
2012-09-24,1128016890
2012-09-25,1111054230
2012-09-26,1071731700
2012-09-27,1126474830
2012-09-28,1106428050
2012-10-01,1098717750
2012-10-02,1117222470
2012-10-03,1185073110
2012-10-04,1226708730
2012-10-05,1202035770
2012-10-08,1165026330
2012-10-09,1141895430
2012-10-10,1145750580
2012-10-11,1130329980
2012-10-12,1125703800
2012-10-15,1181217960
2012-10-16,1188928260
2012-10-17,1292246280
2012-10-18,1289933190
2012-10-19,1303040700
2012-10-22,1299185550
2012-10-23,1268344350
2012-10-24,1289162160
2012-10-25,1271428469
2012-10-26,1244442420
2012-10-31,1232105940
2012-11-01,1269886410
2012-11-02,1233648000
2012-11-05,1276825680
2012-11-06,1276825680
2012-11-07,1265260230
2012-11-08,1251381690
2012-11-09,1209746070
2012-11-12,1131101010
2012-11-13,1118764530
2012-11-14,1086381270
2012-11-15,1050142859
2012-11-16,1104114960
2012-11-19,1085610240
2012-11-20,1122619680
2012-11-21,1117222470
2012-11-23,1125703800
2012-11-26,1114138350
2012-11-27,1126474830
2012-11-28,1133414100
2012-11-29,1126474830
2012-11-30,1118105500
2012-12-03,1129006250
2012-12-04,1129784875
2012-12-05,1093189500
2012-12-06,1103311625
2012-12-07,1129006250
2012-12-10,1153143625
2012-12-11,1146914625
2012-12-12,1188960375
2012-12-13,1205311500
2012-12-14,1218548125
2012-12-17,1281616750
2012-12-18,1323662500
2012-12-19,1297189250
2012-12-20,1214655000
2012-12-21,1180395500
2012-12-24,1181174125
2012-12-26,1189739000
2012-12-27,1192074875
2012-12-28,1196746625
2012-12-31,1230227500
2013-01-02,1268380125
2013-01-03,1252807625
2013-01-04,1262929750
2013-01-07,1301861000
2013-01-08,1277723625
2013-01-09,1283174000
2013-01-10,1280838125
2013-01-11,1273830500
2013-01-14,1254364875
2013-01-15,1249693125
2013-01-16,1257479375
2013-01-17,1267601500
2013-01-18,1293296125
2013-01-22,1332227375
2013-01-23,1450578375
2013-01-24,1424105125
2013-01-25,1444349375
2013-01-28,1409311250
2013-01-29,1449799750
2013-01-30,1468486750
2013-01-31,1484837875
2013-02-01,1442013500
2013-02-04,1445906625
2013-02-05,1450578375
2013-02-06,1438120375
2013-02-07,1433448625
2013-02-08,1441234875
2013-02-11,1445906625
2013-02-12,1529219500
2013-02-13,1543234750
2013-02-14,1526883625
2013-02-15,1505860750
2013-02-19,1518318750
2013-02-20,1403860875
2013-02-21,1387509750
2013-02-22,1394517375
2013-02-25,1334563250
2013-02-26,1430334125
2013-02-27,1479387500
2013-02-28,1562577450
2013-03-01,1569265850
2013-03-04,1598527600
2013-03-05,1634477750
2013-03-06,1634477750
2013-03-07,1647018500
2013-03-08,1687148900
2013-03-11,1729787450
2013-03-12,1682132600
2013-03-13,1695509400
2013-03-14,1715574600
2013-03-15,1696345450
2013-03-18,1707214100
2013-03-19,1758213150
2013-03-20,1803359850
2013-03-21,1847670500
2013-03-22,1820080850
2013-03-25,1838473949
2013-03-26,1845162350
2013-03-27,1847670500
2013-03-28,1820080850
2013-04-01,1789147000
2013-04-02,1770753900
2013-04-03,1673772100
2013-04-04,1730623500
2013-04-05,1763229450
2013-04-08,1855194950
2013-04-09,1830949500
2013-04-10,1810884300
2013-04-11,1836801850
2013-04-12,1849342600
2013-04-15,1730623500
2013-04-16,1757377100
2013-04-17,1733131650
2013-04-18,1663739500
2013-04-19,1708886200
2013-04-22,1757377100
2013-04-23,1831785550
2013-04-24,1836801850
2013-04-25,1864391500
2013-04-26,1926259200
2013-04-29,1907866100
2013-04-30,1884456700
2013-05-01,1848506550
2013-05-02,1940472050
2013-05-03,2008192100
2013-05-06,2057519050
2013-05-07,2062535350
2013-05-08,2017388650
2013-05-09,2019896800
2013-05-10,2033273600
2013-05-13,2039125950
2013-05-14,2075076100
2013-05-15,2064207450
2013-05-16,1996487400
2013-05-17,2013208399
2013-05-20,2005683949
2013-05-21,1981438500
2013-05-22,1926259200
2013-05-23,1956357000
2013-05-24,1932111550
2013-05-28,1936291800
2013-05-29,1879440400
2013-05-30,1886128800
2013-05-31,1855102240
2013-06-03,1799851000
2013-06-04,1716137000
2013-06-05,1690185660
2013-06-06,1803199560
2013-06-07,1788131040
2013-06-10,1756319720
2013-06-11,1706091320
2013-06-12,1686837100
2013-06-13,1805710980
2013-06-14,1812408100
2013-06-17,1843382280
2013-06-18,1842545140
2013-06-19,1772225380
2013-06-20,1655862920
2013-06-21,1659211480
2013-06-24,1611494500
2013-06-25,1624888740
2013-06-26,1665071460
2013-06-27,1649165800
2013-06-28,1643305820
2013-07-01,1591403140
2013-07-02,1563777520
2013-07-03,1566288940
2013-07-05,1512711980
2013-07-08,1480063520
2013-07-09,1578846040
2013-07-10,1534477619
2013-07-11,1642468680
2013-07-12,1609820220
2013-07-15,1588054580
2013-07-16,1613168780
2013-07-17,1654188640
2013-07-18,1615680200
2013-07-19,1598937400
2013-07-22,1561266100
2013-07-23,1588891720
2013-07-24,1506852000
2013-07-25,1406395200
2013-07-26,1449089340
2013-07-29,1413929460
2013-07-30,1416440880
2013-07-31,1485923500
2013-08-01,1460809300
2013-08-02,1484249220
2013-08-05,1455786460
2013-08-06,1405558060
2013-08-07,1377932440
2013-08-08,1392163820
2013-08-09,1384629560
2013-08-12,1406395200
2013-08-13,1349469680
2013-08-14,1368723900
2013-08-15,1440717940
2013-08-16,1423975140
2013-08-19,1362863920
2013-08-20,1406395200
2013-08-21,1400535220
2013-08-22,1439880800
2013-08-23,1376258160
2013-08-26,1392163820
2013-08-27,1362863920
2013-08-28,1341098280
2013-08-29,1370398180
2013-08-30,1341935420
2013-09-03,1361644920
2013-09-04,1349083620
2013-09-05,1331497800
2013-09-06,1359970079
2013-09-09,1431988200
2013-09-10,1426963680
2013-09-11,1461297900
2013-09-12,1444549500
2013-09-13,1421101740
2013-09-16,1437850140
2013-09-17,1446224340
2013-09-18,1565137980
2013-09-19,1532478600
2013-09-20,1476371460
2013-09-23,1426126260
2013-09-24,1487257920
2013-09-25,1515730200
2013-09-26,1541690220
2013-09-27,1505681160
2013-09-30,1509030840
2013-10-01,1542527640
2013-10-02,1563463140
2013-10-03,1533316020
2013-10-04,1443712079
2013-10-07,1407703020
2013-10-08,1379230740
2013-10-09,1370856540
2013-10-10,1392629460
2013-10-11,1422776579
2013-10-14,1391792040
2013-10-15,1347408780
2013-10-16,1376718480
2013-10-17,1447899180
2013-10-18,1437850140
2013-10-21,1387604940
2013-10-22,1439524980
2013-10-23,1462972740
2013-10-24,1504843740
2013-10-25,1498981800
2013-10-28,1480558560
2013-10-29,1504006320
2013-10-30,1464647579
2013-10-31,1421101740
2013-11-01,1390117200
2013-11-04,1413564960
2013-11-05,1380068160
2013-11-06,1385930100
2013-11-07,1384255260
2013-11-08,1338197160
2013-11-11,1327310700
2013-11-12,1338197160
2013-11-13,1369181700
2013-11-14,1409377859
2013-11-15,1402678500
2013-11-18,1396816560
2013-11-19,1406028180
2013-11-20,1411890120
2013-11-21,1467997260
2013-11-22,1452923700
2013-11-25,1424451420
2013-11-26,1491445020
2013-11-27,1496469540
2013-11-29,1467997260
2013-12-02,1437064200
2013-12-03,1430364599
2013-12-04,1445438700
2013-12-05,1432039500
2013-12-06,1466374950
2013-12-09,1464700049
2013-12-10,1470562200
2013-12-11,1433714400
2013-12-12,1444601250
2013-12-13,1442926350
2013-12-16,1438739100
2013-12-17,1425339900
2013-12-18,1469724750
2013-12-19,1379280150
2013-12-20,1416127950
2013-12-23,1523321550
2013-12-24,1520809200
2013-12-26,1512434700
2013-12-27,1516621950
2013-12-30,1518296850
2013-12-31,1530858600
2014-01-02,1519134300
2014-01-03,1530858600
2014-01-06,1513272150
2014-01-07,1481449050
2014-01-08,1494848250
2014-01-09,1497360600
2014-01-10,1540070550
2014-01-13,1505735100
2014-01-14,1507410000
2014-01-15,1499872950
2014-01-16,1509922350
2014-01-17,1497360600
2014-01-21,1483961400
2014-01-22,1519134300
2014-01-23,1543420350
2014-01-24,1510759800
2014-01-27,1469724750
2014-01-28,1538395650
2014-01-29,1563519150
2014-01-30,1600366950
2014-01-31,1619628300
2014-02-03,1574406000
2014-02-04,1565194050
2014-02-05,1531696050
2014-02-06,1570218750
2014-02-07,1584455400
2014-02-10,1581105600
2014-02-11,1560169350
2014-02-12,1545095250
2014-02-13,1568543850
2014-02-14,1593667350
2014-02-18,1586967750
2014-02-19,1558494450
2014-02-20,1574406000
2014-02-21,1591155000
2014-02-24,1562681700
2014-02-25,1638052200
2014-02-26,1689974100
2014-02-27,1731009150
2014-02-28,1826391599
2014-03-03,1778045940
2014-03-04,1799532900
2014-03-05,1749396660
2014-03-06,1701946290
