,IPGP
2016-07-07,4140068710
2016-07-08,4229758700
2016-07-11,4239842190
2016-07-12,4314672300
2016-07-13,4306180940
2016-07-14,4331655020
2016-07-15,4308303780
2016-07-18,4347045610
2016-07-19,4379418920
2016-07-20,4463271100
2016-07-21,4427713530
2016-07-22,4472823880
2016-07-25,4479192400
2016-07-26,4463801810
2016-07-27,4471762460
2016-07-28,4471231750
2016-07-29,4473354590
2016-08-01,4497236540
2016-08-02,4404362290
2016-08-03,4418691460
2016-08-04,4446819090
2016-08-05,4546061860
2016-08-08,4526956300
2016-08-09,4518995650
2016-08-10,4507320030
2016-08-11,4506258610
2016-08-12,4516342100
2016-08-15,4556145350
2016-08-16,4545000440
2016-08-17,4450534060
2016-08-18,4486091630
2016-08-19,4520587780
2016-08-22,4513688550
2016-08-23,4530671270
2016-08-24,4578435170
2016-08-25,4631506170
2016-08-26,4619830550
2016-08-29,4630444750
2016-08-30,4637874690
2016-08-31,4616115580
2016-09-01,4611339190
2016-09-02,4612400610
2016-09-06,4622484100
2016-09-07,4610808480
2016-09-08,4559329610
2016-09-09,4393217380
2016-09-12,4402770160
2016-09-13,4297158870
2016-09-14,4302996680
2016-09-15,4374642530
2016-09-16,4304588810
2016-09-19,4345453480
2016-09-20,4284952539
2016-09-21,4311488040
2016-09-22,4390563830
2016-09-23,4395870930
2016-09-26,4379418920
2016-09-27,4406485130
2016-09-28,4419222170
2016-09-29,4325286500
2016-09-30,4372537950
2016-10-03,4357139820
2016-10-04,4342803630
2016-10-05,4427227860
2016-10-06,4513245000
2016-10-07,4511121120
2016-10-10,4533952830
2016-10-11,4430944650
2016-10-12,4425634950
2016-10-13,4356608850
2016-10-14,4416608460
2016-10-17,4396962570
2016-10-18,4384750260
2016-10-19,4415546520
2016-10-20,4411829730
2016-10-21,4410236820
2016-10-24,4453245390
2016-10-25,4480855830
2016-10-26,4506873360
2016-10-27,4996427700
2016-10-28,5147223180
2016-10-31,5150939970
2016-11-01,5058020220
2016-11-02,4984746360
2016-11-03,4970410170
2016-11-04,4983684420
2016-11-07,5098373940
2016-11-08,5031471720
2016-11-09,5134479900
2016-11-10,5035719480
2016-11-11,5043684030
2016-11-14,5001737400
2016-11-15,5019790380
2016-11-16,5045807910
2016-11-17,5101559760
2016-11-18,5096250060
2016-11-21,5182267200
2016-11-22,5156249670
2016-11-23,5156780640
2016-11-25,5172709740
2016-11-28,5164745190
2016-11-29,5111117220
2016-11-30,5093064240
2016-12-01,4994834790
2016-12-02,5047400820
2016-12-05,5158904520
2016-12-06,5192886600
2016-12-07,5212001520
2016-12-08,5279965680
2016-12-09,5286337320
2016-12-12,5281558590
2016-12-13,5339434320
2016-12-14,5273594040
2016-12-15,5261912700
2016-12-16,5166338100
2016-12-19,5239080990
2016-12-20,5324567160
2016-12-21,5309169030
2016-12-22,5385628710
2016-12-23,5291116050
2016-12-27,5417486910
2016-12-28,5284213440
2016-12-29,5288461200
2016-12-30,5241204870
2017-01-03,5271691040
2017-01-04,5340535760
2017-01-05,5118524880
2017-01-06,5077965200
2017-01-09,5220457760
2017-01-10,5207115760
2017-01-11,5270090000
2017-01-12,5295172960
2017-01-13,5344805200
2017-01-17,5323458000
2017-01-18,5381095440
2017-01-19,5377893360
2017-01-20,5461147440
2017-01-23,5441401280
2017-01-24,5662878480
2017-01-25,5764811360
2017-01-26,5665546880
2017-01-27,5575354960
2017-01-30,6061537440
2017-01-31,6136786320
2017-02-01,6094091920
2017-02-02,6041791280
2017-02-03,6109568640
2017-02-06,6051931200
2017-02-07,6103698160
2017-02-08,6044459680
2017-02-09,6193890080
2017-02-10,6210967840
2017-02-13,6194957440
2017-02-14,6245123360
2017-02-15,6497554000
2017-02-16,6322506960
2017-02-17,6377476000
2017-02-21,6500756080
2017-02-22,6447921760
2017-02-23,6397755840
2017-02-24,6424973520
2017-02-27,6451123840
2017-02-28,6313434400
2017-03-01,6444186000
2017-03-02,6335315280
2017-03-03,6341185760
2017-03-06,6293154560
2017-03-07,6303294480
2017-03-08,6349724640
2017-03-09,6327843760
2017-03-10,6380144400
2017-03-13,6332646880
2017-03-14,6312900720
2017-03-15,6374273920
2017-03-16,6412698880
2017-03-17,6482077280
2017-03-20,6462331120
2017-03-21,6240853920
2017-03-22,6321439600
2017-03-23,6326776400
2017-03-24,6352393040
2017-03-27,6331045840
2017-03-28,6404693680
2017-03-29,6398823200
2017-03-30,6399890560
2017-03-31,6442966000
2017-04-03,6375707200
2017-04-04,6365031200
2017-04-05,6317523000
2017-04-06,6413607000
2017-04-07,6457912400
2017-04-10,6449371600
2017-04-11,6403464800
2017-04-12,6272683800
2017-04-13,6254534600
2017-04-17,6291366800
2017-04-18,6331401800
2017-04-19,6376774800
2017-04-20,6464318000
2017-04-21,6434959000
2017-04-24,6643674800
2017-04-25,6712535000
2017-04-26,6678371800
2017-04-27,6781395200
2017-04-28,6742961600
2017-05-01,6758975600
2017-05-02,7270355999
2017-05-03,7225516800
2017-05-04,7126763799
2017-05-05,7138774300
2017-05-08,7174805800
2017-05-09,7169467800
2017-05-10,7238328000
2017-05-11,7376048400
2017-05-12,7401137000
2017-05-15,7614657000
2017-05-16,7558074200
2017-05-17,7240463199
2017-05-18,7204164800
2017-05-19,7258078600
2017-05-22,7307188199
2017-05-23,7389927200
2017-05-24,7449712800
2017-05-25,7365906200
2017-05-26,7434766400
2017-05-30,7461456400
2017-05-31,7421955200
2017-06-01,7507363199
2017-06-02,7579960000
2017-06-05,7529782800
2017-06-06,7685118600
2017-06-07,7734228199
2017-06-08,7775330800
2017-06-09,7610386600
2017-06-12,7407008799
2017-06-13,7550600999
2017-06-14,7492950600
2017-06-15,7390460999
2017-06-16,7487612600
2017-06-19,7707004400
2017-06-20,7583162800
2017-06-21,7638144200
2017-06-22,7663766600
2017-06-23,7837785400
2017-06-26,7901841400
2017-06-27,7770526600
2017-06-28,7819636200
2017-06-29,7697395999
2017-06-30,7754144000
2017-07-03,7753075200
2017-07-05,7928892800
2017-07-06,7882934399
2017-07-07,8049667200
2017-07-10,8084403200
2017-07-11,8051804799
2017-07-12,8108985600
2017-07-13,8123948800
2017-07-14,8309920000
2017-07-17,8219606400
2017-07-18,8004777600
2017-07-19,8073715200
2017-07-20,8092953600
2017-07-21,8146393600
2017-07-24,8316867200
2017-07-25,8392752000
2017-07-26,8406112000
2017-07-27,8225484799
2017-07-28,8232432000
2017-07-31,8157081599
2017-08-01,8891881600
2017-08-02,8666364800
2017-08-03,8530092800
2017-08-04,8589945600
2017-08-07,8689344000
2017-08-08,8744387200
2017-08-09,8835235200
2017-08-10,8799964800
2017-08-11,8760419200
2017-08-14,8967766400
2017-08-15,9008380800
2017-08-16,9037772800
2017-08-17,8820272000
2017-08-18,8865696000
2017-08-21,8828822400
2017-08-22,8869971200
2017-08-23,8852336000
2017-08-24,8843785600
2017-08-25,8945856000
2017-08-28,9072508800
2017-08-29,9074646400
2017-08-30,9196489600
2017-08-31,9394217600
2017-09-01,9353603200
2017-09-05,9187404800
2017-09-06,9236035200
2017-09-07,9267030400
2017-09-08,9286803200
2017-09-11,9464224000
2017-09-12,9511785600
2017-09-13,9576448000
2017-09-14,9614924800
2017-09-15,9631491200
2017-09-18,9788604800
2017-09-19,9844716800
2017-09-20,9843648000
2017-09-21,9790208000
2017-09-22,10012518400
2017-09-25,9673708800
2017-09-26,9730355200
2017-09-27,9845251200
2017-09-28,9815859200
2017-09-29,9889606400
2017-10-02,9984189600
2017-10-03,10023215400
2017-10-04,10153123200
2017-10-05,10217809800
2017-10-06,10308691800
2017-10-09,10370170800
2017-10-10,10310295600
2017-10-11,10404919800
2017-10-12,10512374400
2017-10-13,10590426000
2017-10-16,10621967400
2017-10-17,10744390800
2017-10-18,10852380000
2017-10-19,10736906400
2017-10-20,10828323000
2017-10-23,10997256600
2017-10-24,11197731600
2017-10-25,11064081600
2017-10-26,11159775000
2017-10-27,11135718000
2017-10-30,11099365200
2017-10-31,11382168600
2017-11-01,11036282400
2017-11-02,11084396400
2017-11-03,11432955600
2017-11-06,11721105000
2017-11-07,11837647800
2017-11-08,11856893400
2017-11-09,11692771200
2017-11-10,11949913800
2017-11-13,12011927400
2017-11-14,12096394200
2017-11-15,12141300600
2017-11-16,12470614200
2017-11-17,12682315800
2017-11-20,12857130000
2017-11-21,13166128800
2017-11-22,12802600800
2017-11-24,12939993000
2017-11-27,12865149000
2017-11-28,12906847800
2017-11-29,12195829800
2017-11-30,12241270800
2017-12-01,11981989800
2017-12-04,10734768000
2017-12-05,10851310800
2017-12-06,10833669000
2017-12-07,11083861800
2017-12-08,10973199600
2017-12-11,11047509000
2017-12-12,10958230800
2017-12-13,10962507600
2017-12-14,10988168400
2017-12-15,11122887600
2017-12-18,11368269000
2017-12-19,11394464400
2017-12-20,11322828000
2017-12-21,11329777800
2017-12-22,11393395200
2017-12-26,11396602800
2017-12-27,11473050600
2017-12-28,11507265000
2017-12-29,11447389800
2018-01-02,11938323960
2018-01-03,12523588560
2018-01-04,12715276140
2018-01-05,13012203960
2018-01-08,13898154959
2018-01-09,13756402800
2018-01-10,13666733820
2018-01-11,13870771020
2018-01-12,13867549379
2018-01-16,13976011260
2018-01-17,14011449300
2018-01-18,14000710500
2018-01-19,14124206700
2018-01-22,14000710500
2018-01-23,14139777959
2018-01-24,13731166620
2018-01-25,13833722160
2018-01-26,13946479560
2018-01-29,13742979300
2018-01-30,13572232380
2018-01-31,13528203300
2018-02-01,13535183520
2018-02-02,13248994500
2018-02-05,12577282560
2018-02-06,13022942760
2018-02-07,12760379100
2018-02-08,12187464120
2018-02-09,12480633360
2018-02-12,12854343600
2018-02-13,13085227800
2018-02-14,13555587240
2018-02-15,13910504580
2018-02-16,12852195840
2018-02-20,12837698460
2018-02-21,13313427300
2018-02-22,12871525680
2018-02-23,13003075980
2018-02-26,13322018340
2018-02-27,13189931100
2018-02-28,13189394160
2018-03-01,13099188240
2018-03-02,13144291200
2018-03-05,12670710120
2018-03-06,12963879360
2018-03-07,13034755440
2018-03-08,13090597200
2018-03-09,13384840320
2018-03-12,13676935680
2018-03-13,13721501700
2018-03-14,13599616320
2018-03-15,13380007860
2018-03-16,13257048600
2018-03-19,13284969480
2018-03-20,13564715220
2018-03-21,13481489520
2018-03-22,12872062620
2018-03-23,12425328540
2018-03-26,12913407000
2018-03-27,12336733440
2018-03-28,12123031320
2018-03-29,12531105720
2018-04-02,12069657040
2018-04-03,12436168500
2018-04-04,12031020400
2018-04-05,12288061380
2018-04-06,11938185140
2018-04-09,11961259800
2018-04-10,12306843080
2018-04-11,12329917740
2018-04-12,12212397960
2018-04-13,12361578320
2018-04-16,12474805140
2018-04-17,12644913680
2018-04-18,12684086940
2018-04-19,12400751580
2018-04-20,12456560060
2018-04-23,12107757060
2018-04-24,11695096280
2018-04-25,11488497580
2018-04-26,11572746920
2018-04-27,11376344000
2018-04-30,11431615860
2018-05-01,12518807980
2018-05-02,12150686660
2018-05-03,12334747320
2018-05-04,12522564320
2018-05-07,12555834760
2018-05-08,12555298140
2018-05-09,13120359000
2018-05-10,13474528200
2018-05-11,13494383140
2018-05-14,13575412760
2018-05-15,13510481740
2018-05-16,13548045140
2018-05-17,13240561880
2018-05-18,13010888520
2018-05-21,13182606920
2018-05-22,13148263240
2018-05-23,13209437920
2018-05-24,13317298540
2018-05-25,13412280280
2018-05-29,13341446440
2018-05-30,13199242140
2018-05-31,12947030740
2018-06-01,13253440760
2018-06-04,13565753600
2018-06-05,13750887500
2018-06-06,13998269320
2018-06-07,13333933760
2018-06-08,13359154900
2018-06-11,13165435080
2018-06-12,13108553360
2018-06-13,12950787080
2018-06-14,12941127920
2018-06-15,12931468760
2018-06-18,13084942080
2018-06-19,12845609560
2018-06-20,12830047580
2018-06-21,12591788300
2018-06-22,12570323500
2018-06-25,11800810420
2018-06-26,11930672460
2018-06-27,11547525780
2018-06-28,11472935600
2018-06-29,11839447060
2018-07-02,11922761760
2018-07-03,11705263500
2018-07-05,11935083090
2018-07-06,12067939170
2018-07-09,12296687340
2018-07-10,12522756960
2018-07-11,11907761880
2018-07-12,12385615200
2018-07-13,12475614480
2018-07-16,12539899680
2018-07-17,12829183080
2018-07-18,12992574630
2018-07-19,12849540060
2018-07-20,12753647970
2018-07-23,12750433710
2018-07-24,12529721190
2018-07-25,12851147190
2018-07-26,12865611360
2018-07-27,12622399020
2018-07-30,12015975300
2018-07-31,8787786840
2018-08-01,8869214760
2018-08-02,9122069880
2018-08-03,9131712660
2018-08-06,9256533090
2018-08-07,9230283300
2018-08-08,8857429140
2018-08-09,8819929440
2018-08-10,8703680370
2018-08-13,8709573180
2018-08-14,8814036630
2018-08-15,8662966410
2018-08-16,8775465510
2018-08-17,8681716260
2018-08-20,8692966170
2018-08-21,8796893910
2018-08-22,8934035670
2018-08-23,8887964610
2018-08-24,8941535610
2018-08-27,9000463710
2018-08-28,9142426860
2018-08-29,9171355200
2018-08-30,9253318830
2018-08-31,9400639080
2018-09-04,9042784800
2018-09-05,8629216680
2018-09-06,8410647000
2018-09-07,8435825370
2018-09-10,8449218120
2018-09-11,8342611829
2018-09-12,8434218240
2018-09-13,8476539329
2018-09-14,8539753110
2018-09-17,8440646760
2018-09-18,8554752990
2018-09-19,8601359760
2018-09-20,8708501760
2018-09-21,9071713140
2018-09-24,8807608110
2018-09-25,8649573660
2018-09-26,8328147660
2018-09-27,8507610510
2018-09-28,8360825970
2018-10-01,8285675660
2018-10-02,8279286500
2018-10-03,8381513059
2018-10-04,8200486860
2018-10-05,7068540679
2018-10-08,7210699490
2018-10-09,7175559110
2018-10-10,7014765250
2018-10-11,7020621980
2018-10-12,7325171940
2018-10-15,7224542670
2018-10-16,7474252340
2018-10-17,7450825420
2018-10-18,7377882510
2018-10-19,7041919179
2018-10-22,6964184400
2018-10-23,7043516470
2018-10-24,6901890090
2018-10-25,7097824330
2018-10-26,7175026679
2018-10-29,6992403190
2018-10-30,7549857400
2018-10-31,7110602650
2018-11-01,7544000670
2018-11-02,7764426690
2018-11-05,7516846740
2018-11-06,7528027769
2018-11-07,7621735450
2018-11-08,7506730570
2018-11-09,7336352970
2018-11-12,6874203730
2018-11-13,7073332550
2018-11-14,7185142849
2018-11-15,7387466250
2018-11-16,7373090639
2018-11-19,7247969590
2018-11-20,7078656849
2018-11-21,7136691720
2018-11-23,7333690820
2018-11-26,7514184590
2018-11-27,7499276550
2018-11-28,7647824519
2018-11-29,7522703470
2018-11-30,7568492450
2018-12-03,7889015309
2018-12-04,7306004460
2018-12-06,6995065340
2018-12-07,6620767050
2018-12-10,6554213300
2018-12-11,6480205530
2018-12-12,6511618900
2018-12-13,6399808600
2018-12-14,6282141570
2018-12-17,6240079600
2018-12-18,6151163790
2018-12-19,6005277970
2018-12-20,6089934340
2018-12-21,5734803530
2018-12-24,5625122950
2018-12-26,6081947890
2018-12-27,6129866590
2018-12-28,6122945000
2018-12-31,6004483290
2019-01-02,6082394760
2019-01-03,5755908600
2019-01-04,6080274720
2019-01-07,6191046810
2019-01-08,6402520800
2019-01-09,6692436270
2019-01-10,6811688520
2019-01-11,6777767880
2019-01-14,6736957110
2019-01-15,6672825900
2019-01-16,6802148340
2019-01-17,6848259210
2019-01-18,7023162509
2019-01-22,6786778050
2019-01-23,6687136170
2019-01-24,6920340570
2019-01-25,7171035300
2019-01-28,7032172680
2019-01-29,6968041470
2019-01-30,7062383250
2019-01-31,7049133000
2019-02-01,7257426930
2019-02-04,7240996620
2019-02-05,7295057639
2019-02-06,7493811389
2019-02-07,7248946770
2019-02-08,7356538800
2019-02-11,7274387250
2019-02-12,7799097150
2019-02-13,7917819389
2019-02-14,7926829560
2019-02-15,8208794880
2019-02-19,8109153000
2019-02-20,8120813220
2019-02-21,8164804050
2019-02-22,8290946430
2019-02-25,8542701180
2019-02-26,8457899580
2019-02-27,8365147830
2019-02-28,8216745030
2019-03-01,8304196680
2019-03-04,8287236360
2019-03-05,8272396080
2019-03-06,8074702350
2019-03-07,7843617990
2019-03-08,7848918090
2019-03-11,8020111320
2019-03-12,8064632160
2019-03-13,8156853900
2019-03-14,7924179509
2019-03-15,8141483610
2019-03-18,7923649500
2019-03-19,8041311720
2019-03-20,7825597650
2019-03-21,8113923090
2019-03-22,7672954770
2019-03-25,7671364740
2019-03-26,7858988280
2019-03-27,7836727860
2019-03-28,7853158169
2019-03-29,8044491780
2019-04-01,8597577780
2019-04-02,8607125340
2019-04-03,8834675520
2019-04-04,8889839200
2019-04-05,8859605260
2019-04-08,8961976320
2019-04-09,8733895720
2019-04-10,8835205940
2019-04-11,8821945440
2019-04-12,8959854640
2019-04-15,8976297660
2019-04-16,9124815260
2019-04-17,9216577920
2019-04-18,9307810160
2019-04-22,9364565100
2019-04-23,9478074980
2019-04-24,9634018460
2019-04-25,9212864980
2019-04-26,9218699600
2019-04-29,9176796420
2019-04-30,9268028660
2019-05-01,9061695280
2019-05-02,9006001180
2019-05-03,9096172580
2019-05-06,8566813419
2019-05-07,8410339520
2019-05-08,8414052460
2019-05-09,8148312040
2019-05-10,8152024980
2019-05-13,7553711220
2019-05-14,7736706120
2019-05-15,7721854360
2019-05-16,7320326419
2019-05-17,7110280100
2019-05-20,6899703360
2019-05-21,7111871360
2019-05-22,7097550020
2019-05-23,6921450580
2019-05-24,6949032419
2019-05-28,6876895300
2019-05-29,6869469419
2019-05-30,6813775320
2019-05-31,6639267140
2019-06-03,6715117200
2019-06-04,6977144680
2019-06-05,6917207220
2019-06-06,6929937300
2019-06-07,6990935600
2019-06-10,7050342639
2019-06-11,7218485780
2019-06-12,7063603139
2019-06-13,7283197020
2019-06-14,6998361480
2019-06-17,7022230379
2019-06-18,7341012800
2019-06-19,7462478980
2019-06-20,7670403620
2019-06-21,7769592159
2019-06-24,7752618720
2019-06-25,7632213379
2019-06-26,7859763560
2019-06-27,7983881840
2019-06-28,8181728500
2019-07-01,8291700480
2019-07-02,8182139520
2019-07-03,8241948160
2019-07-05,7886272000
2019-07-08,7475021439
2019-07-09,7459143040
2019-07-10,7511541759
2019-07-11,7313061759
2019-07-12,7445381759
2019-07-15,7150572800
2019-07-16,7032014080
2019-07-17,6931980160
2019-07-18,6917160320
2019-07-19,6965324800
2019-07-22,7144221439
2019-07-23,7435854720
2019-07-24,7604695040
2019-07-25,7469728640
2019-07-26,7472904320
2019-07-29,7379221759
2019-07-30,7262780160
2019-07-31,6934097279
2019-08-01,6667340160
2019-08-02,6271968000
2019-08-05,6248679680
2019-08-06,6354535680
2019-08-07,6296844160
2019-08-08,6602238720
2019-08-09,6441866880
2019-08-12,6278319360
2019-08-13,6456157440
2019-08-14,6163465600
2019-08-15,6172463360
2019-08-16,6320661760
2019-08-19,6571540480
2019-08-20,6519671040
2019-08-21,6575774720
2019-08-22,6601709440
2019-08-23,6259265280
2019-08-26,6241269760
2019-08-27,6167170560
2019-08-28,6240211200
2019-08-29,6490031360
2019-08-30,6548781440
2019-09-03,6206337280
2019-09-04,6599592320
2019-09-05,7111935360
2019-09-06,7066417279
2019-09-09,7326823040
2019-09-10,7556530560
2019-09-11,7879391360
2019-09-12,7770888960
2019-09-13,7745483520
2019-09-16,7698906880
2019-09-17,7508895360
2019-09-18,7367048320
2019-09-19,7253782400
2019-09-20,7043658240
2019-09-23,7083354240
2019-09-24,6875876480
2019-09-25,7103996160
2019-09-26,7096586240
2019-09-27,7030426240
2019-09-30,7175409600
2019-10-01,7003961760
2019-10-02,6821930719
2019-10-03,6814522480
2019-10-04,6975387120
2019-10-07,6967978880
2019-10-08,6599683520
2019-10-09,6724565280
2019-10-10,6876963360
2019-10-11,7197105159
2019-10-14,6635666400
2019-10-15,6976445440
2019-10-16,6883842440
2019-10-17,7141014199
2019-10-18,7130960159
2019-10-21,7235733840
2019-10-22,7389719400
2019-10-23,7245787880
2019-10-24,7360615600
2019-10-25,7570692120
2019-10-28,7610908280
2019-10-29,6585396200
2019-10-30,7067460960
2019-10-31,7105560480
2019-11-01,7391836040
2019-11-04,7699807159
2019-11-05,8101439600
2019-11-06,7860142640
2019-11-07,7832097159
2019-11-08,7791881000
2019-11-11,7555875640
2019-11-12,7455864400
2019-11-13,7398715120
2019-11-14,7363790560
2019-11-15,7453218600
2019-11-18,7224092320
2019-11-19,7278595800
2019-11-20,7256900239
2019-11-21,7330453480
2019-11-22,7377548719
2019-11-25,7555346480
2019-11-26,7453218600
2019-11-27,7663295120
2019-11-29,7518834440
2019-12-02,7369082159
2019-12-03,7385486120
2019-12-04,7580217000
2019-12-05,7417235719
2019-12-06,7513013679
2019-12-09,7269600080
2019-12-10,7239437960
2019-12-11,7336274239
2019-12-12,7577571199
2019-12-13,7652711920
2019-12-16,7714094480
2019-12-17,7869667520
2019-12-18,7799289239
2019-12-19,7741081640
2019-12-20,7565400520
2019-12-23,7653770239
2019-12-24,7654299400
2019-12-26,7733673400
2019-12-27,7615670719
2019-12-30,7589212719
2019-12-31,7691628999
2020-01-02,7774425999
2020-01-03,7527096500
2020-01-06,7604055250
2020-01-07,7648107500
2020-01-08,7645453750
2020-01-09,7411392999
2020-01-10,7179455250
2020-01-13,7275521000
2020-01-14,7388570750
2020-01-15,7417231250
2020-01-16,7696936500
2020-01-17,7746296249
2020-01-21,7687913750
2020-01-22,7753726750
2020-01-23,7793533000
2020-01-24,7660314750
2020-01-27,7147610249
2020-01-28,7254821750
2020-01-29,6903465250
2020-01-30,6959724750
2020-01-31,6776085250
2020-02-03,7048890750
2020-02-04,7445891750
2020-02-05,7452260750
2020-02-06,7507458749
2020-02-07,7088166250
2020-02-10,7333372749
2020-02-11,7470306250
2020-02-12,7805740250
2020-02-13,7959657750
2020-02-14,7403431750
2020-02-18,7208115750
2020-02-19,7639350125
2020-02-20,7476675250
2020-02-21,7165655749
2020-02-24,7014922749
2020-02-25,6743178750
2020-02-26,6726194750
2020-02-27,6518140750
2020-02-28,6774493000
2020-03-02,6918326250
2020-03-03,6780331250
2020-03-04,6984139250
2020-03-05,6772900750
2020-03-06,6447020250
2020-03-09,6206059750
2020-03-10,6546801250
2020-03-11,5883363750
2020-03-12,5619581000
2020-03-13,5952361250
2020-03-16,5591982000
2020-03-17,6594568750
2020-03-18,6297879500
2020-03-19,5835065500
2020-03-20,5789421000
2020-03-23,5839311500
2020-03-24,6432690000
2020-03-25,6196506250
2020-03-26,6208713500
2020-03-27,5786767250
2020-03-30,5795790000
2020-03-31,5849251200
2020-04-01,5611632000
2020-04-02,5458876800
2020-04-03,5449329600
2020-04-06,6043908000
2020-04-07,6065124000
2020-04-08,6222122400
2020-04-09,6314412000
2020-04-13,6205149600
2020-04-14,6404580000
2020-04-15,6069897600
2020-04-16,6125059200
2020-04-17,6314412000
2020-04-20,6255537600
2020-04-21,5921916000
2020-04-22,6179690400
2020-04-23,6170673600
2020-04-24,6412536000
2020-04-27,6687283200
2020-04-28,6953013600
2020-04-29,7054320000
2020-04-30,6859663200
2020-05-01,6331384800
2020-05-04,6315472800
2020-05-05,7643064000
2020-05-06,7648367999
2020-05-07,7817565599
2020-05-08,8065262400
2020-05-11,8155960800
2020-05-12,8036620800
2020-05-13,7701938400
2020-05-14,7744900800
2020-05-15,7753387200
2020-05-18,7967668800
2020-05-19,8176646400
2020-05-20,8395171200
2020-05-21,8266814400
2020-05-22,8347965599
2020-05-26,8114589600
2020-05-27,8189906400
2020-05-28,8071096799
2020-05-29,8242416000
2020-06-01,8476322400
2020-06-02,8480565599
2020-06-03,8642337600
2020-06-04,8554821600
2020-06-05,8988688800
2020-06-08,8859271200
2020-06-09,8782893600
2020-06-10,8772285600
2020-06-11,8259919199
2020-06-12,8281665599
2020-06-15,8509207200
2020-06-16,8590888800
2020-06-17,8679465600
2020-06-18,8620060800
2020-06-19,8605209600
2020-06-22,8661432000
2020-06-23,8545274400
2020-06-24,8338418400
2020-06-25,8358043200
2020-06-26,8232868800
2020-06-29,8335766400
2020-06-30,8516388219
2020-07-01,8271606440
2020-07-02,8446829840
2020-07-06,8752674320
2020-07-07,8602406980
2020-07-08,8585946599
2020-07-09,8712319840
2020-07-10,8581698760
2020-07-13,8455325520
2020-07-14,8747364520
2020-07-15,9085067800
2020-07-16,9079758000
2020-07-17,9341000160
2020-07-20,9551799220
2020-07-21,9557109020
2020-07-22,9448258120
2020-07-23,9490736520
2020-07-24,9307548420
2020-07-27,9720650860
2020-07-28,9585781940
2020-07-29,9637287000
2020-07-30,9609145060
2020-07-31,9505072980
2020-08-03,9558170980
2020-08-04,8902410680
2020-08-05,8849843660
2020-08-06,8762231960
2020-08-07,8668779480
2020-08-10,8400103599
2020-08-11,8439396120
2020-08-12,8535503500
2020-08-13,8496210979
2020-08-14,8402758500
2020-08-17,8585946599
2020-08-18,8224349219
2020-08-19,8189835520
2020-08-20,7988063120
2020-08-21,7995496840
2020-08-24,8057090520
2020-08-25,8101692840
2020-08-26,8318332680
2020-08-27,8246650380
2020-08-28,8477095700
2020-08-31,8587539539
2020-09-01,8539220360
2020-09-02,8944358100
2020-09-03,8665593600
2020-09-04,8636389700
2020-09-08,8548778000
2020-09-09,8755329220
2020-09-10,8458511400
2020-09-11,8417625940
2020-09-14,8648602240
2020-09-15,8825418580
2020-09-16,8940110260
2020-09-17,8962942400
2020-09-18,8879047560
2020-09-21,8378333420
2020-09-22,8616743440
2020-09-23,8500989800
2020-09-24,8679399080
2020-09-25,8760108040
2020-09-28,8879047560
2020-09-29,8934269480
2020-09-30,9040194390
2020-10-01,9201351000
2020-10-02,8979561210
2020-10-05,9248155560
2020-10-06,9252942390
2020-10-07,9384846150
2020-10-08,9564618210
2020-10-09,9628442610
2020-10-12,9675247170
2020-10-13,9778429950
2020-10-14,9674715300
2020-10-15,9891186390
2020-10-16,9749708970
2020-10-19,9919375500
2020-10-20,10239561240
2020-10-21,10195947900
2020-10-22,10535280960
2020-10-23,10646973660
2020-10-26,10389016710
2020-10-27,10732604730
2020-10-28,9860337930
2020-10-29,9948628350
2020-10-30,9890654520
2020-11-02,10140101550
2020-11-03,10369869390
2020-11-04,10311363690
2020-11-05,10507091850
2020-11-06,10578362430
2020-11-09,10868231580
2020-11-10,10984179240
2020-11-11,11155441380
2020-11-12,10824618240
2020-11-13,10690587000
2020-11-16,10690587000
2020-11-17,10601232840
2020-11-18,10545386490
2020-11-19,10690587000
2020-11-20,10676226510
2020-11-23,10796961000
2020-11-24,10892697600
2020-11-25,10757070750
2020-11-27,10824618240
2020-11-30,11010240870
2020-12-01,11056513560
2020-12-02,11046408030
2020-12-03,11008113390
2020-12-04,11279367090
2020-12-07,11381486130
2020-12-08,11470308420
2020-12-09,11055981690
2020-12-10,11005454040
2020-12-11,11117678610
2020-12-14,11121933570
2020-12-15,11377231170
2020-12-16,11370316860
2020-12-17,11542642740
2020-12-18,11532005340
2020-12-21,11505943710
2020-12-22,11635188120
2020-12-23,11709649920
2020-12-24,11752731390
2020-12-28,11969734350
2020-12-29,11783047980
2020-12-30,11929312230
2020-12-31,11981940390
2021-01-04,11683181610
2021-01-05,11803113450
2021-01-06,12014064990
2021-01-07,12592307790
2021-01-08,12931222320
2021-01-11,13144850910
2021-01-12,13257287010
2021-01-13,12876610500
2021-01-14,13178581740
2021-01-15,13059720720
2021-01-19,13844631780
2021-01-20,13445215920
2021-01-21,13483765440
2021-01-22,13438791000
2021-01-25,12843415080
2021-01-26,12448817910
2021-01-27,12318713280
2021-01-28,12190214880
2021-01-29,11962665630
2021-02-01,12347090010
2021-02-02,12507713010
2021-02-03,12220197840
2021-02-04,12566608110
2021-02-05,12765780630
2021-02-08,13016887920
2021-02-09,13006179720
2021-02-10,13080601710
2021-02-11,13370793930
2021-02-12,13539983490
2021-02-16,13732731090
2021-02-17,12720806190
2021-02-18,12427936920
2021-02-19,12558576960
2021-02-22,12280163760
2021-02-23,12249109980
