,EPAM
2021-06-17,29055859800
2021-06-18,28825490760
2021-06-21,29278324019
2021-06-22,29313331080
2021-06-23,29128132440
2021-06-24,29277759390
2021-06-25,29538618450
2021-06-28,29420610779
2021-06-29,29316154230
2021-06-30,28945373040
2021-07-01,28904585760
2021-07-02,29246745720
2021-07-06,29443884240
2021-07-07,29856855449
2021-07-08,29185564800
2021-07-09,29900475180
2021-07-12,30283988910
2021-07-13,30380292209
2021-07-14,30699792569
2021-07-15,30496989150
2021-07-16,29894243790
2021-07-19,30281156459
2021-07-20,30882202350
2021-07-21,31057247760
2021-07-22,31287242699
2021-07-23,31573886640
2021-07-26,31365984810
2021-07-27,31375048650
2021-07-28,31324631040
2021-07-29,31504774860
2021-07-30,31712110199
2021-08-02,31632801600
2021-08-03,32358475290
2021-08-04,32237812920
2021-08-05,33403649340
2021-08-06,33877234980
2021-08-09,34485078750
2021-08-10,34228458780
2021-08-11,33989400000
2021-08-12,34102698000
2021-08-13,34434094650
2021-08-16,35064031530
2021-08-17,35141074170
2021-08-18,35235678000
2021-08-19,35097454440
2021-08-20,35695101390
2021-08-23,35497962870
2021-08-24,35876944680
2021-08-25,35122380000
2021-08-26,35254938660
2021-08-27,35637885900
2021-08-30,36045758700
2021-08-31,35848053690
2021-09-01,35759681250
2021-09-02,35865614880
2021-09-03,36447400110
2021-09-07,35525720880
2021-09-08,35650348680
2021-09-09,35512691610
2021-09-10,35519489490
2021-09-13,34989821340
2021-09-14,35275898790
2021-09-15,35338779180
2021-09-16,35539883130
2021-09-17,34779653550
2021-09-20,34289073209
2021-09-21,34783052490
2021-09-22,35180728470
2021-09-23,35662244970
2021-09-24,35658846030
2021-09-27,33855141870
2021-09-28,32207788949
2021-09-29,32304092250
2021-09-30,32377021920
2021-10-01,32658521760
2021-10-04,32013228780
2021-10-05,32783948100
2021-10-06,33040476179
2021-10-07,33762387060
2021-10-08,33298706880
2021-10-11,32718113460
2021-10-12,33062610239
2021-10-13,33857733780
2021-10-14,34667613360
2021-10-15,35130158460
2021-10-18,35913363660
2021-10-19,35991116640
2021-10-20,35635836600
2021-10-21,36474093180
2021-10-22,36799861140
2021-10-25,37018364040
2021-10-26,37088171460
2021-10-27,37024039440
2021-10-28,38055259620
2021-10-29,38209062960
2021-11-01,37437776100
2021-11-02,38270924820
2021-11-03,38589882300
2021-11-04,40650620040
2021-11-05,40014975240
2021-11-08,40720427460
2021-11-09,40697158320
2021-11-10,38289086100
2021-11-11,37920185100
2021-11-12,38102365440
2021-11-15,37496232720
2021-11-16,38082501540
2021-11-17,37782840420
2021-11-18,37681250760
2021-11-19,37675575360
2021-11-22,34856036640
2021-11-23,34219256760
2021-11-24,35202803580
2021-11-26,34563186000
2021-11-29,35991684180
2021-11-30,34537646700
2021-12-01,33769197540
2021-12-02,35178399360
2021-12-03,33864544260
2021-12-06,32508691199
2021-12-07,33768630000
2021-12-08,39735745560
2021-12-09,39728367540
2021-12-10,39564348480
2021-12-13,38876490000
2021-12-14,37635280020
2021-12-15,36834481080
2021-12-16,36080220420
2021-12-17,36114272820
2021-12-20,35359444620
2021-12-21,36832778460
2021-12-22,37487152080
2021-12-23,37632442320
2021-12-27,39557538000
2021-12-28,38717578800
2021-12-29,38470131360
2021-12-30,38203387560
2021-12-31,39399111450
2022-01-03,37851910200
2022-01-04,36467386110
2022-01-05,34645519800
2022-01-06,34129786049
2022-01-07,32811275879
2022-01-10,32172944850
2022-01-11,32971595400
2022-01-12,33661794510
2022-01-13,31864683420
2022-01-14,32008499459
2022-01-18,29821198950
2022-01-19,29115675180
2022-01-20,28649451870
2022-01-21,27390472110
2022-01-24,27608553810
2022-01-25,26282381310
2022-01-26,25671752550
2022-01-27,25545618810
2022-01-28,26588285100
2022-01-31,28064167740
2022-02-01,28548662760
2022-02-02,27994027950
2022-02-03,26141512320
2022-02-04,26740352880
2022-02-07,26410872690
2022-02-08,26879453640
2022-02-09,28203857910
2022-02-10,27727025220
2022-02-11,25117117740
2022-02-14,25223800950
2022-02-15,27262570140
2022-02-16,26546436990
2022-02-17,25992391590
2022-02-18,26124419430
2022-02-22,25211423340
2022-02-23,24650894430
2022-02-24,22531965480
2022-02-25,22540806630
2022-02-28,12244992750
2022-03-01,12448928610
2022-03-02,14450564970
2022-03-03,12553254180
2022-03-04,11700967320
2022-03-07,10302886800
2022-03-08,11007231750
2022-03-09,11694483810
2022-03-10,11125703160
2022-03-11,11796451740
2022-03-14,12967020000
2022-03-15,13264082640
2022-03-16,16604858520
2022-03-17,16102091790
2022-03-18,17356356270
2022-03-21,16742191050
2022-03-22,17890951140
2022-03-23,18074257650
2022-03-24,16977955050
2022-03-25,15722511750
2022-03-28,16219973790
2022-03-29,18097834050
2022-03-30,17269713000
2022-03-31,17505922200
2022-04-01,16941100800
2022-04-04,17584418800
2022-04-05,16666657800
2022-04-06,16258239400
2022-04-07,16542715800
2022-04-08,18218883800
2022-04-11,18022937400
2022-04-12,17595632600
2022-04-13,18177569800
2022-04-14,17119341200
2022-04-18,16596424000
2022-04-19,17586779600
2022-04-20,17092782200
2022-04-21,16929296799
2022-04-22,16334375200
2022-04-25,16529731400
2022-04-26,15639119600
2022-04-27,15747716400
2022-04-28,16584620000
2022-04-29,15639709800
2022-05-02,17027270000
2022-05-03,17528940000
2022-05-04,18449652000
2022-05-05,20420920000
2022-05-06,20479940000
2022-05-09,18761867800
2022-05-10,18863972400
2022-05-11,17473461200
2022-05-12,17381390000
2022-05-13,18842135000
2022-05-16,18343416000
2022-05-17,18453783400
2022-05-18,18473260000
2022-05-19,19298359600
2022-05-20,18909417800
2022-05-23,18571233200
2022-05-24,18229507400
2022-05-25,18029429600
2022-05-26,19055197200
2022-05-27,20087457000
2022-05-31,19979450400
2022-06-01,19257045600
2022-06-02,20523614800
2022-06-03,19614706800
2022-06-06,19599951800
2022-06-07,20165363400
2022-06-08,19517914000
2022-06-09,18685732000
2022-06-10,17911979800
2022-06-13,16768172200
2022-06-14,16428807200
2022-06-15,17102225399
2022-06-16,16889163200
2022-06-17,17451033600
2022-06-21,17723706000
2022-06-22,18263148800
2022-06-23,19342034400
2022-06-24,19241110200
2022-06-27,19170286200
2022-06-28,18385320200
2022-06-29,18140977400
2022-06-30,17497256460
2022-07-01,17932936840
2022-07-05,18438658480
2022-07-06,18515822580
2022-07-07,19534982270
2022-07-08,19054784140
2022-07-11,18824478980
2022-07-12,18089045750
2022-07-13,17948963230
2022-07-14,17690166710
2022-07-15,17959053920
2022-07-18,18154932020
2022-07-19,19197240940
2022-07-20,18848815350
2022-07-21,19642418440
2022-07-22,19190118100
2022-07-25,19004330690
2022-07-26,18591205970
2022-07-27,19328419910
2022-07-28,20346986030
2022-07-29,20730432250
2022-08-01,21749591940
2022-08-02,21625535810
2022-08-03,21963870710
2022-08-04,24656304230
2022-08-05,25368588230
2022-08-08,25383427480
2022-08-09,24901448640
2022-08-10,26171688440
2022-08-11,25856502770
2022-08-12,26408522870
2022-08-15,26623395210
2022-08-16,26562257500
2022-08-17,27182538150
2022-08-18,26663164400
2022-08-19,26268440350
2022-08-22,26186527690
2022-08-23,25802487900
2022-08-24,25795365060
2022-08-25,26479751270
2022-08-26,25082487490
2022-08-29,24692512000
2022-08-30,25209511470
2022-08-31,25315760500
2022-09-01,24467548970
2022-09-02,24463393980
2022-09-06,24385636310
2022-09-07,24769082530
2022-09-08,25444565190
2022-09-09,25668341080
2022-09-12,26039915900
2022-09-13,25013039800
2022-09-14,25192297940
2022-09-15,24515034570
2022-09-16,23865668990
2022-09-19,23908406030
2022-09-20,22965816870
2022-09-21,22869658530
2022-09-22,21787580420
2022-09-23,21613070840
2022-09-26,21091322810
2022-09-27,21273548800
2022-09-28,21993549210
2022-09-29,21495543980
2022-09-30,21495614310
2022-10-03,21578109420
2022-10-04,23072517240
2022-10-05,22028568330
2022-10-06,21146642190
2022-10-07,20178660000
2022-10-10,19313351580
2022-10-11,18994647450
2022-10-12,18687219630
2022-10-13,19595259330
2022-10-14,19403562060
2022-10-17,19792298010
2022-10-18,20176879530
2022-10-19,19683095850
2022-10-20,19735916460
2022-10-21,19667665110
2022-10-24,19708022430
2022-10-25,20661167370
2022-10-26,20505672990
2022-10-27,20465315670
2022-10-28,20724077310
2022-10-31,20772150000
2022-11-01,20311601760
2022-11-02,19402375080
2022-11-03,17864642490
2022-11-04,18547749480
2022-11-07,18754877490
2022-11-08,18975062280
2022-11-09,18237354210
2022-11-10,20798857050
2022-11-11,21379290270
2022-11-14,21252876900
2022-11-15,20898563370
2022-11-16,20746036440
2022-11-17,20131180800
2022-11-18,20265309540
2022-11-21,19902687150
2022-11-22,20255220210
2022-11-23,20704492140
2022-11-25,20721703350
2022-11-28,20781645840
2022-11-29,20412495060
2022-11-30,21874854420
2022-12-01,21935390400
2022-12-02,21949634160
2022-12-05,20624964480
2022-12-06,20187562350
2022-12-07,20118124020
2022-12-08,20537721450
2022-12-09,20408934120
2022-12-12,20528819100
2022-12-13,21627962580
2022-12-14,21058805670
2022-12-15,19947792390
2022-12-16,19781021700
2022-12-19,19500300930
2022-12-20,19687250280
2022-12-21,20118717510
2022-12-22,19183970760
2022-12-23,19208897340
2022-12-27,18880103880
2022-12-28,18792860850
2022-12-29,19629088260
2022-12-30,19451041260
2023-01-03,19652543160
2023-01-04,19877875560
2023-01-05,18588737040
2023-01-06,18777897660
2023-01-09,19270664040
2023-01-10,19383330240
2023-01-11,19962078720
2023-01-12,20220025020
2023-01-13,20506434360
2023-01-17,21206743740
2023-01-18,20926264200
2023-01-19,19924128000
2023-01-20,20458995960
2023-01-23,20677212600
2023-01-24,19683971100
2023-01-25,19511413920
2023-01-26,20408592660
2023-01-27,20246116140
2023-01-30,19858307220
2023-01-31,19725479700
2023-02-01,20918555460
2023-02-02,22494103320
2023-02-03,22287153300
2023-02-06,21813362280
2023-02-07,22082575200
2023-02-08,22261062180
2023-02-09,21671047080
2023-02-10,21139144020
2023-02-13,21258333000
2023-02-14,21436227000
2023-02-15,21734495940
2023-02-16,20517700980
2023-02-17,20055176580
2023-02-21,19163334660
2023-02-22,18446421840
2023-02-23,18485558520
2023-02-24,18146966940
2023-02-27,18551972280
2023-02-28,18243029700
2023-03-01,18120875820
2023-03-02,18041416500
2023-03-03,18144595020
2023-03-06,18402541320
2023-03-07,18105458340
2023-03-08,18183138720
2023-03-09,17559916740
2023-03-10,16765916520
2023-03-13,16643169660
2023-03-14,16929579000
2023-03-15,16382258459
2023-03-16,16599289140
2023-03-17,16590987420
2023-03-20,16309321920
2023-03-21,16583278680
2023-03-22,16314658740
2023-03-23,16867316100
2023-03-24,16514493000
2023-03-27,16899930000
2023-03-28,16781334000
2023-03-29,16944996480
2023-03-30,17415229620
2023-03-31,17695119000
2023-04-03,17589776820
2023-04-04,17225221860
2023-04-05,16720407929
2023-04-06,16942336679
2023-04-10,17217528330
2023-04-11,17418151920
2023-04-12,17161898190
2023-04-13,17754891810
2023-04-14,17517576000
2023-04-17,17437681650
2023-04-18,17467272150
2023-04-19,17093840039
2023-04-20,16708571730
2023-04-21,16613882130
2023-04-24,16617432990
2023-04-25,16213818570
2023-04-26,16299039210
2023-04-27,16526294250
2023-04-28,16715081640
2023-05-01,16512090810
2023-05-02,16018521270
2023-05-03,16164106530
2023-05-04,16003134210
2023-05-05,14349617070
2023-05-08,13719339420
2023-05-09,13690932540
2023-05-10,13741828200
2023-05-11,13769051460
2023-05-12,13593875700
2023-05-15,14008142700
2023-05-16,13645954980
2023-05-17,13785030330
2023-05-18,14092179720
2023-05-19,14647297500
2023-05-22,15604254270
2023-05-23,15673496039
2023-05-24,14976935670
2023-05-25,15178151070
2023-05-26,15273432480
2023-05-30,15265738950
2023-05-31,15187028220
2023-06-01,15265147140
2023-06-02,15366346649
2023-06-05,12028538250
2023-06-06,12355217370
2023-06-07,12435111720
2023-06-08,12500210820
2023-06-09,12506720730
2023-06-12,12901458000
2023-06-13,12957679950
2023-06-14,13169547930
2023-06-15,13483799040
2023-06-16,12990821310
2023-06-20,12969516150
2023-06-21,12765341700
2023-06-22,12922171350
2023-06-23,12664734000
2023-06-26,13040533350
2023-06-27,13557183480
2023-06-28,13484390850
2023-06-29,13297378890
2023-06-30,13248563000
2023-07-03,13356437840
2023-07-05,13722504920
2023-07-06,13549197800
2023-07-07,13510881600
2023-07-10,13849832600
2023-07-11,13693620400
2023-07-12,13758463200
2023-07-13,14419270280
2023-07-14,14261879120
2023-07-17,14317879720
2023-07-18,14484113080
2023-07-19,14725799880
2023-07-20,14089161480
2023-07-21,13997792080
2023-07-24,13865159080
2023-07-25,13819179640
2023-07-26,13707767920
2023-07-27,13372353800
2023-07-28,13611093200
2023-07-31,13959475880
2023-08-01,14116867040
2023-08-02,13964781200
2023-08-03,14443438960
2023-08-04,14558387560
2023-08-07,14550724320
2023-08-08,14356785400
2023-08-09,14119224960
2023-08-10,14334385160
2023-08-11,14073245520
2023-08-14,14324364000
2023-08-15,14260700160
2023-08-16,14116277560
2023-08-17,13776147600
2023-08-18,14111561720
2023-08-21,14173457120
2023-08-22,14301963760
2023-08-23,14668030840
2023-08-24,14270721320
2023-08-25,14388027840
2023-08-28,14464070760
2023-08-29,14922686200
2023-08-30,15053550760
2023-08-31,15266942520
2023-09-01,15241005400
2023-09-05,15321764160
2023-09-06,15429049520
2023-09-07,15515113600
2023-09-08,15641851800
2023-09-11,15704926160
2023-09-12,15492713360
2023-09-13,15462649880
2023-09-14,15879412240
2023-09-15,15542229680
2023-09-18,15289342760
2023-09-19,15509808280
2023-09-20,15739116000
2023-09-21,15343574920
2023-09-22,15385428000
2023-09-25,15631241160
2023-09-26,15141383280
2023-09-27,15137846400
2023-09-28,15317637800
2023-09-29,15072414120
2023-10-02,14836649920
2023-10-03,14169754760
2023-10-04,14233969930
2023-10-05,14021883130
2023-10-06,14383608950
2023-10-09,14565060990
2023-10-10,14470211060
2023-10-11,14664623960
2023-10-12,13994783150
2023-10-13,14056052670
2023-10-16,14445467600
2023-10-17,14343548110
2023-10-18,13845733260
2023-10-19,13592996490
2023-10-20,13157040290
2023-10-23,13098127290
2023-10-24,13137599000
2023-10-25,12639195020
2023-10-26,12576158110
2023-10-27,12397651720
2023-10-30,12533151620
2023-10-31,12817701410
2023-11-01,12763501450
2023-11-02,13686079030
2023-11-03,14180359100
2023-11-06,14427793700
2023-11-07,14413065450
2023-11-08,14547976220
2023-11-09,13963559260
2023-11-10,13865763680
2023-11-13,13826291970
2023-11-14,14588037060
2023-11-15,14923252030
2023-11-16,15078782350
2023-11-17,15213693120
2023-11-20,15335643030
2023-11-21,15199554000
2023-11-22,15022815000
2023-11-24,15050504110
2023-11-27,15046969330
2023-11-28,15157725770
2023-11-29,15434027740
2023-11-30,15210747470
2023-12-01,15251986570
2023-12-04,15403392979
2023-12-05,15042256290
2023-12-06,15248451790
2023-12-07,15574240680
2023-12-08,15818140500
2023-12-11,16208144560
2023-12-12,16268235820
2023-12-13,16469129150
2023-12-14,17170782979
2023-12-15,17265632910
2023-12-18,17694519550
2023-12-19,17402900200
2023-12-20,17120117800
2023-12-21,17338095900
2023-12-22,17478897970
2023-12-26,17736347780
2023-12-27,17703945630
2023-12-28,17602615270
2023-12-29,17517191420
2024-01-02,17156643860
2024-01-03,16652348580
2024-01-04,17098319990
2024-01-05,17017020050
2024-01-08,17523082720
2024-01-09,17600258750
2024-01-10,17652691320
2024-01-11,17656226100
2024-01-12,18129297490
2024-01-16,17683915210
2024-01-17,17343987200
2024-01-18,17645621760
2024-01-19,17675078260
2024-01-22,17604971790
2024-01-23,17562554430
2024-01-24,16986385290
2024-01-25,16797863690
2024-01-26,16988152680
2024-01-29,17101265639
2024-01-30,16665898570
2024-01-31,16384294430
2024-02-01,16824374540
2024-02-02,17103622160
2024-02-05,17025267870
2024-02-06,17034693949
2024-02-07,16830854970
2024-02-08,16918046210
2024-02-09,16865024509
2024-02-12,17129543880
2024-02-13,16063807710
2024-02-14,16386061820
2024-02-15,17744595600
2024-02-16,18379677740
2024-02-20,17544880530
2024-02-21,17604971790
2024-02-22,17940775890
2024-02-23,17779943400
2024-02-26,17815880330
2024-02-27,18088647520
2024-02-28,17998510630
2024-02-29,17933117200
2024-03-01,18076275790
2024-03-04,18140490960
2024-03-05,18056834500
2024-03-06,18263619130
2024-03-07,18535797190
2024-03-08,18227682200
2024-03-11,17973178040
2024-03-12,18204706130
2024-03-13,17850049870
2024-03-14,17805865120
2024-03-15,17608506570
2024-03-18,17243835100
2024-03-19,17414682800
2024-03-20,17234998150
2024-03-21,16714207229
2024-03-22,15954818660
2024-03-25,15749801419
2024-03-26,15812249199
2024-03-27,16281785810
2024-03-28,16269414080
2024-04-01,16027281650
2024-04-02,15990755590
2024-04-03,15717988400
2024-04-04,15662610180
2024-04-05,15574240680
2024-04-08,15906510000
2024-04-09,16152177210
2024-04-10,15717399270
2024-04-11,15700903630
2024-04-12,15267893080
2024-04-15,15011621530
2024-04-16,14781271700
2024-04-17,14669337000
2024-04-18,14564471860
2024-04-19,14490241480
2024-04-22,14548565350
2024-04-23,14598641400
2024-04-24,14433685000
2024-04-25,13970039690
2024-04-26,14006565750
2024-04-29,14092578730
2024-04-30,13859872380
2024-05-01,13843376740
2024-05-02,14031898340
2024-05-03,14264015560
2024-05-06,14515574070
2024-05-07,14701150020
2024-05-08,14681119600
2024-05-09,10522285410
2024-05-10,10607305800
2024-05-13,11030672640
2024-05-14,10818410850
2024-05-15,11016791760
2024-05-16,10939290180
2024-05-17,10861788600
2024-05-20,11075785500
2024-05-21,11061904620
2024-05-22,10952592690
2024-05-23,10809735300
2024-05-24,10417022070
2024-05-28,10252764990
2024-05-29,10319855910
2024-05-30,10182203850
2024-05-31,10290937410
2024-06-03,10190301030
2024-06-04,10093134870
2024-06-05,10093134870
2024-06-06,10133620770
2024-06-07,10235992260
2024-06-10,10235992260
2024-06-11,10285732080
2024-06-12,10413551850
2024-06-13,10292672520
2024-06-14,10270694460
2024-06-17,10084459320
2024-06-18,9846749250
2024-06-20,10514766600
2024-06-21,10687120860
2024-06-24,10589376330
2024-06-25,10521128670
2024-06-26,10560457830
2024-06-27,10706207070
2024-06-28,10879718070
2024-07-01,10733390460
2024-07-02,10600365360
2024-07-03,10730498610
2024-07-05,10650105180
2024-07-08,10765200810
2024-07-09,10560457830
2024-07-10,10508404530
2024-07-11,10941025290
2024-07-12,11191459500
2024-07-15,11551205640
2024-07-16,12108175950
2024-07-17,12221536470
2024-07-18,12577812390
2024-07-19,12082149300
2024-07-22,12267227700
2024-07-23,11991345210
2024-07-24,11858898480
2024-07-25,11980356180
2024-07-26,12206498850
2024-07-29,12148083480
2024-07-30,12360345270
2024-07-31,12442473810
2024-08-01,12431484780
2024-08-02,12087354630
2024-08-05,11648386500
2024-08-06,11902376040
2024-08-07,11989342980
2024-08-08,11009669040
2024-08-09,11127736740
