,ILMN
2024-03-12,21100890000
2024-03-13,21112020000
2024-03-14,20367900000
2024-03-15,20309070000
2024-03-18,20692259999
2024-03-19,21172440000
2024-03-20,21177210000
2024-03-21,21854550000
2024-03-22,21821160000
2024-03-25,21315540000
2024-03-26,21274200000
2024-03-27,22050120000
2024-03-28,21833880000
2024-04-01,21102480000
2024-04-02,20434680000
2024-04-03,20310660000
2024-04-04,20034000000
2024-04-05,20312250000
2024-04-08,20689080000
2024-04-09,21237630000
2024-04-10,20856029999
2024-04-11,20781300000
2024-04-12,20204130000
2024-04-15,19264440000
2024-04-16,18712710000
2024-04-17,18808110000
2024-04-18,18553710000
2024-04-19,18671370000
2024-04-22,19119750000
2024-04-23,19789140000
2024-04-24,19536330000
2024-04-25,19246950000
2024-04-26,19442520000
2024-04-29,19832070000
2024-04-30,19564950000
2024-05-01,19824120000
2024-05-02,19714410000
2024-05-03,18750870000
2024-05-06,18917820000
2024-05-07,17938380000
2024-05-08,17588580000
2024-05-09,17704650000
2024-05-10,17574270000
2024-05-13,17930430000
2024-05-14,18377220000
2024-05-15,18286590000
2024-05-16,18199140000
2024-05-17,17660130000
2024-05-20,17256270000
2024-05-21,17109990000
2024-05-22,17075010000
2024-05-23,16830150000
2024-05-24,16930320000
2024-05-28,16699770000
2024-05-29,16179840000
2024-05-30,16066950000
2024-05-31,16580520000
2024-06-03,16435830000
2024-06-04,16227540000
2024-06-05,16979610000
2024-06-06,18240480000
2024-06-07,18078300000
2024-06-10,17461380000
2024-06-11,17901810000
2024-06-12,17253090000
2024-06-13,17365980000
2024-06-14,17276940000
2024-06-17,17342130000
2024-06-18,17187900000
2024-06-20,17211750000
2024-06-21,17262630000
2024-06-24,17033670000
2024-06-25,17464560000
2024-06-26,16803120000
2024-06-27,16927139999
2024-06-28,16596420000
2024-07-01,16774500000
2024-07-02,16776090000
2024-07-03,16739520000
2024-07-05,17254680000
2024-07-08,17146560000
2024-07-09,16962120000
2024-07-10,17994030000
2024-07-11,18762000000
2024-07-12,18458310000
2024-07-15,18533040000
2024-07-16,19911570000
2024-07-17,19062510000
2024-07-18,18410610000
2024-07-19,18203910000
2024-07-22,18699990000
2024-07-23,18380400000
2024-07-24,18490110000
2024-07-25,18650700000
2024-07-26,19148370000
2024-07-29,19328040000
2024-07-30,19477500000
2024-07-31,19493400000
2024-08-01,19453650000
2024-08-02,18714300000
2024-08-05,18359730000
2024-08-06,18501240000
2024-08-07,19254900000
2024-08-08,20145300000
2024-08-09,19646040000
