,ORLY
2009-05-13,4762916840
2009-05-14,4809079660
2009-05-15,4910909410
2009-05-18,5026316460
2009-05-19,5098276150
2009-05-20,4955714500
2009-05-21,4900047570
2009-05-22,4883754810
2009-05-26,5088772040
2009-05-27,4925844440
2009-05-28,4910909410
2009-05-29,4894616650
2009-06-01,5068406090
2009-06-02,5240837800
2009-06-03,5225902770
2009-06-04,5158016270
2009-06-05,5125430750
2009-06-08,5148512160
2009-06-09,5164804920
2009-06-10,5083341120
2009-06-11,4936706280
2009-06-12,4893258920
2009-06-15,4843022910
2009-06-16,4807721930
2009-06-17,5023601000
2009-06-18,5067048360
2009-06-19,5090129770
2009-06-22,5083341120
2009-06-23,4999161860
2009-06-24,4976080450
2009-06-25,5121357560
2009-06-26,5105064800
2009-06-29,5186528600
2009-06-30,5208353920
2009-07-01,5231605500
2009-07-02,5119450820
2009-07-06,5226134540
2009-07-07,5198779740
2009-07-08,5462753560
2009-07-09,5414882660
2009-07-10,5386160120
2009-07-13,5470960000
2009-07-14,5490108360
2009-07-15,5591321120
2009-07-16,5620043660
2009-07-17,5570805020
2009-07-20,5617308180
2009-07-21,5611837220
2009-07-22,5615940440
2009-07-23,5621411400
2009-07-24,5617308180
2009-07-27,5480534180
2009-07-28,5587217900
2009-07-29,5546185700
2009-07-30,5774598280
2009-07-31,5561230840
2009-08-03,5423089100
2009-08-04,5346495660
2009-08-05,5328715040
2009-08-06,5226134540
2009-08-07,5369747240
2009-08-10,5227502280
2009-08-11,5206986180
2009-08-12,5160483020
2009-08-13,5186470080
2009-08-14,5063373480
2009-08-17,5074315400
2009-08-18,5160483020
2009-08-19,5193308780
2009-08-20,5223399060
2009-08-21,5228870020
2009-08-24,5100302460
2009-08-25,5283579620
2009-08-26,5279476400
2009-08-27,5269902220
2009-08-28,5294521540
2009-08-31,5235708720
2009-09-01,5124921780
2009-09-02,5139966920
2009-09-03,5160483020
2009-09-04,5135863700
2009-09-08,5280844140
2009-09-09,5182366860
2009-09-10,5108508900
2009-09-11,5007296140
2009-09-14,5016870320
2009-09-15,5048328340
2009-09-16,5131760480
2009-09-17,5072947660
2009-09-18,5118083080
2009-09-21,5127657260
2009-09-22,5130392740
2009-09-23,4966263940
2009-09-24,5027812240
2009-09-25,4955322020
2009-09-28,5011399360
2009-09-29,4947115580
2009-09-30,4962491820
2009-10-01,4917178530
2009-10-02,4864999590
2009-10-05,4919924790
2009-10-06,4954253040
2009-10-07,4779865530
2009-10-08,4724940330
2009-10-09,4693358340
2009-10-12,4794969960
2009-10-13,4748283540
2009-10-14,4996820070
2009-10-15,5142371850
2009-10-16,5113536120
2009-10-19,5094312300
2009-10-20,4954253040
2009-10-21,4864999590
2009-10-22,4917178530
2009-10-23,4808701260
2009-10-26,4794969960
2009-10-27,4763387970
2009-10-28,4624701840
2009-10-29,5175326970
2009-10-30,5119028640
2009-11-02,5139625590
2009-11-03,5142371850
2009-11-04,5114909250
2009-11-05,5187685140
2009-11-06,5278311720
2009-11-09,5432102280
2009-11-10,5406012810
2009-11-11,5528221380
2009-11-12,5397774030
2009-11-13,5456818620
2009-11-16,5484281220
2009-11-17,5430729150
2009-11-18,5416997850
2009-11-19,5351087610
2009-11-20,5341475700
2009-11-23,5388162120
2009-11-24,5349714480
2009-11-25,5434848540
2009-11-27,5353833870
2009-11-30,5324998140
2009-12-01,5379923340
2009-12-02,5370311430
2009-12-03,5276938590
2009-12-04,5285177370
2009-12-07,5264580420
2009-12-08,5227505910
2009-12-09,5182192620
2009-12-10,5164341930
2009-12-11,5158849410
2009-12-14,5206908960
2009-12-15,5151983760
2009-12-16,5167088190
2009-12-17,5128640550
2009-12-18,5156103150
2009-12-21,5241237210
2009-12-22,5263207290
2009-12-23,5271446070
2009-12-24,5292043020
2009-12-28,5263207290
2009-12-29,5259087900
2009-12-30,5283804240
2009-12-31,5244663960
2010-01-04,5296945500
2010-01-05,5305200480
2010-01-06,5281811370
2010-01-07,5265301410
2010-01-08,5218523190
2010-01-11,5246039790
2010-01-12,5345099550
2010-01-13,5362985340
2010-01-14,5336844570
2010-01-15,5257046430
2010-01-19,5312079630
2010-01-20,5220586935
2010-01-21,5206140720
2010-01-22,5208892380
2010-01-25,5307952140
2010-01-26,5291442180
2010-01-27,5265301410
2010-01-28,5191006590
2010-01-29,5200637400
2010-02-01,5261173920
2010-02-02,5345099550
2010-02-03,5356106190
2010-02-04,5266677240
2010-02-05,5292818010
2010-02-08,5254294770
2010-02-09,5349227040
2010-02-10,5368488660
2010-02-11,5437280160
2010-02-12,5475803400
2010-02-16,5482682550
2010-02-17,5612010570
2010-02-18,5277683880
2010-02-19,5353354530
2010-02-22,5327213760
2010-02-23,5310703800
2010-02-24,5407011900
2010-02-25,5434528500
2010-02-26,5407011900
2010-03-01,5444159310
2010-03-02,5438655990
2010-03-03,5401508580
2010-03-04,5437280160
2010-03-05,5464796760
2010-03-08,5471675910
2010-03-09,5467548420
2010-03-10,5539091580
2010-03-11,5548722390
2010-03-12,5562480690
2010-03-15,5566608180
2010-03-16,5656037130
2010-03-17,5763695827
2010-03-18,5766103530
2010-03-19,5778486000
2010-03-22,5883049080
2010-03-23,5916069000
2010-03-24,5783989320
2010-03-25,5772982680
2010-03-26,5782613490
2010-03-29,5745466080
2010-03-30,5755096890
2010-03-31,5765573300
2010-04-01,5795983900
2010-04-05,5815336100
2010-04-06,5793219300
2010-04-07,5768337900
2010-04-08,5751750300
2010-04-09,5782160900
2010-04-12,5789072400
2010-04-13,5826394500
2010-04-14,6017151900
2010-04-15,6057238600
2010-04-16,6024063400
2010-04-19,6060003200
2010-04-20,6130500500
2010-04-21,6174734100
2010-04-22,6362726900
2010-04-23,6395902100
2010-04-26,6435988800
2010-04-27,6341992400
2010-04-28,6405578200
2010-04-29,6856208000
2010-04-30,6755300100
2010-05-03,6872795600
2010-05-04,6697243500
2010-05-05,6677891300
2010-05-06,6485751600
2010-05-07,6406960500
2010-05-10,6686185100
2010-05-11,6666832900
2010-05-12,6764976200
2010-05-13,6644716100
2010-05-14,6623981600
2010-05-17,6690332000
2010-05-18,6647480700
2010-05-19,6742859400
2010-05-20,6603247100
2010-05-21,6619834700
2010-05-24,6579748000
2010-05-25,6841002700
2010-05-26,6795386800
2010-05-27,7004114100
2010-05-28,7052494600
2010-06-01,6997202600
2010-06-02,7103639700
2010-06-03,7105022000
2010-06-04,6861046050
2010-06-07,6702772700
2010-06-08,6828562000
2010-06-09,6766358500
2010-06-10,6839620400
2010-06-11,6885236300
2010-06-14,6955733600
2010-06-15,7067699900
2010-06-16,6997202600
2010-06-17,6964027400
2010-06-18,6901823900
2010-06-21,6864501800
2010-06-22,6782946100
2010-06-23,6897677000
2010-06-24,6755300100
2010-06-25,6793658925
2010-06-28,6719360300
2010-06-29,6611540900
2010-06-30,6602802360
2010-07-01,6663888000
2010-07-02,6619462080
2010-07-06,6490349250
2010-07-07,6497290800
2010-07-08,6434816850
2010-07-09,6395944170
2010-07-12,6412603890
2010-07-13,6608355600
2010-07-14,6597249120
2010-07-15,6708313920
2010-07-16,6537551790
2010-07-19,6651393210
2010-07-20,6766622940
2010-07-21,6529221930
2010-07-22,6663888000
2010-07-23,6808272240
2010-07-26,6933220140
2010-07-27,6799942380
2010-07-28,6856863090
2010-07-29,6801330690
2010-07-30,6841591680
2010-08-02,6813825480
2010-08-03,6686100960
2010-08-04,6629180250
2010-08-05,6643063350
2010-08-06,6544493340
2010-08-09,6562541370
2010-08-10,6501455730
2010-08-11,6423710370
2010-08-12,6520892070
2010-08-13,6502844040
2010-08-16,6543105030
2010-08-17,6636121800
2010-08-18,6674994480
2010-08-19,6590307570
2010-08-20,6638898420
2010-08-23,6538940100
2010-08-24,6548658270
2010-08-25,6570871230
2010-08-26,6554211510
2010-08-27,6609743910
2010-08-30,6515338830
2010-08-31,6562541370
2010-09-01,6784670970
2010-09-02,6892959150
2010-09-03,6959598030
2010-09-07,6883240980
2010-09-08,6977646060
2010-09-09,6963762960
2010-09-10,6958209720
2010-09-13,7105370580
2010-09-14,7091487480
2010-09-15,7152573120
2010-09-16,7172009460
2010-09-17,7212270450
2010-09-20,7310840460
2010-09-21,7273356090
2010-09-22,7405245540
2010-09-23,7320558630
2010-09-24,7423293570
2010-09-27,7356654690
2010-09-28,7482990900
2010-09-29,7506592170
2010-09-30,7445818800
2010-10-01,7468212240
2010-10-04,7472411010
2010-10-05,7566183540
2010-10-06,7508800350
2010-10-07,7529794200
2010-10-08,7486406910
2010-10-11,7396833150
2010-10-12,7468212240
2010-10-13,7395433560
2010-10-14,7453516545
2010-10-15,7514398710
2010-10-18,7434622080
2010-10-19,7419226590
2010-10-20,7519997070
2010-10-21,7507400760
2010-10-22,7560935077
2010-10-25,7641761400
2010-10-26,7606771650
2010-10-27,7613769600
2010-10-28,7994458080
2010-10-29,8187601500
2010-11-01,8068636350
2010-11-02,8001456030
2010-11-03,8049042090
2010-11-04,8145613800
2010-11-05,8177804370
2010-11-08,8216992890
2010-11-09,8158210110
2010-11-10,8278574850
2010-11-11,8447925240
2010-11-12,8345755170
2010-11-15,8302367880
2010-11-16,8170806420
2010-11-17,8232388380
2010-11-18,8319162960
2010-11-19,8327560500
2010-11-22,8431130160
2010-11-23,8379345330
2010-11-24,8496910890
2010-11-26,8491312530
2010-11-29,8386343280
2010-11-30,8422732620
2010-12-01,8496910890
2010-12-02,8642468250
2010-12-03,8622873990
2010-12-06,8564091210
2010-12-07,8473117860
2010-12-08,8555693670
2010-12-09,8613076860
2010-12-10,8600480550
2010-12-13,8575287930
2010-12-14,8650865790
2010-12-15,8678857590
2010-12-16,8823015360
2010-12-17,8785226430
2010-12-20,8753035860
2010-12-21,8667660870
2010-12-22,8566890390
2010-12-23,8431130160
2010-12-27,8473117860
2010-12-28,8487113760
2010-12-29,8487113760
2010-12-30,8530501050
2010-12-31,8493783180
2011-01-03,8531739510
2011-01-04,8169045690
2011-01-05,8191538330
2011-01-06,7934278760
2011-01-07,7932872970
2011-01-10,7978561145
2011-01-11,7907568750
2011-01-12,8035495639
2011-01-13,7972235090
2011-01-14,8056582490
2011-01-18,8000350889
2011-01-19,8069234600
2011-01-20,8136712520
2011-01-21,8083292500
2011-01-24,8048147750
2011-01-25,7913191910
2011-01-26,8011597210
2011-01-27,8115625670
2011-01-28,7944119290
2011-01-31,7989104570
2011-02-01,8001756680
2011-02-02,7823221350
2011-02-03,7942713500
2011-02-04,8094538820
2011-02-07,8117031460
2011-02-08,8183103590
2011-02-09,8197161490
2011-02-10,8067828810
2011-02-11,8101567770
2011-02-14,8059394070
2011-02-15,8111408300
2011-02-16,8192944120
2011-02-17,7766989750
2011-02-18,7766989750
2011-02-22,7734656580
2011-02-23,7650309180
2011-02-24,7672801820
2011-02-25,7779641860
2011-02-28,7813380820
2011-03-01,7752931850
2011-03-02,7859771889
2011-03-03,7949742450
2011-03-04,7925844020
2011-03-07,7785265020
2011-03-08,7872424000
2011-03-09,7866800840
2011-03-10,7834467670
2011-03-11,7875235580
2011-03-14,7811975030
2011-03-15,7778236070
2011-03-16,7741685530
2011-03-17,7796511340
2011-03-18,7797917130
2011-03-21,7935684550
2011-03-22,7944119290
2011-03-23,8031278270
2011-03-24,8138118310
2011-03-25,8170451480
2011-03-28,7973640880
2011-03-29,7989104570
2011-03-30,8132495150
2011-03-31,7894946540
2011-04-01,7952654120
2011-04-04,7923800330
2011-04-05,8000743770
2011-04-06,7899068510
2011-04-07,7859222800
2011-04-08,7763043500
2011-04-11,7736937690
2011-04-12,7701213950
2011-04-13,7609156620
2011-04-14,7672360160
2011-04-15,7741059660
2011-04-18,7801515220
2011-04-19,7782279360
2011-04-20,7981507910
2011-04-21,7973263970
2011-04-25,7978759930
2011-04-26,7965020030
2011-04-27,8030971550
2011-04-28,8044711450
2011-04-29,8114784940
2011-05-02,8182110450
2011-05-03,8198598330
2011-05-04,8195850350
2011-05-05,8226078130
2011-05-06,8202720300
2011-05-09,8197224340
2011-05-10,8279663740
2011-05-11,8349737230
2011-05-12,8404696830
2011-05-13,8367599100
2011-05-16,8279663740
2011-05-17,8176614490
2011-05-18,8270045810
2011-05-19,8050207410
2011-05-20,7954028110
2011-05-23,8109288980
2011-05-24,8129898830
2011-05-25,8175240500
2011-05-26,8201346310
2011-05-27,8201346310
2011-05-31,8259053890
2011-06-01,8175240500
2011-06-02,8186232420
2011-06-03,8105167010
2011-06-06,8095549080
2011-06-07,8173866510
2011-06-08,8101045040
2011-06-09,8216460200
2011-06-10,8143638730
2011-06-13,8175240500
2011-06-14,8254931920
2011-06-15,8239818030
2011-06-16,8404696830
2011-06-17,8521485980
2011-06-20,8656137000
2011-06-21,8759186250
2011-06-22,8733080440
2011-06-23,8875975400
2011-06-24,8793536000
2011-06-27,8848495600
2011-06-28,8929561010
2011-06-29,8875975400
2011-06-30,8698221270
2011-07-01,8791165170
2011-07-05,8768593080
2011-07-06,8723448900
2011-07-07,8732743290
2011-07-08,8686271340
2011-07-11,8553494340
2011-07-12,8582041395
2011-07-13,8542872180
2011-07-14,8456567130
2011-07-15,8376900930
2011-07-18,8258729400
2011-07-19,8279973720
2011-07-20,8217568530
2011-07-21,8218896300
2011-07-22,8257401630
2011-07-25,8240140620
2011-07-26,8246779470
2011-07-27,8159146650
2011-07-28,7905542580
2011-07-29,7900231500
2011-08-01,7792018245
2011-08-02,7565633460
2011-08-03,7718327010
2011-08-04,7556339070
2011-08-05,7747537950
2011-08-08,7636005270
2011-08-09,7965292230
2011-08-10,7638660810
2011-08-11,7836498540
2011-08-12,7997158710
2011-08-15,8064874980
2011-08-16,8054252820
2011-08-17,8107363620
2011-08-18,8147196720
2011-08-19,8108691390
2011-08-22,8210929680
2011-08-23,8390178630
2011-08-24,8492416920
2011-08-25,8355656610
2011-08-26,8488433610
2011-08-29,8662371480
2011-08-30,8650421550
2011-08-31,8614571760
2011-09-01,8726104440
2011-09-02,8730087750
2011-09-06,8842948200
2011-09-07,9085930110
2011-09-08,8950497570
2011-09-09,8934564330
2011-09-12,8864192520
2011-09-13,9043441470
2011-09-14,9261195750
2011-09-15,9378039510
2011-09-16,9445755780
2011-09-19,9522766440
2011-09-20,9350156340
2011-09-21,9266506830
2011-09-22,9109829970
2011-09-23,9180201780
2011-09-26,9209412720
2011-09-27,9103191120
2011-09-28,9136385370
2011-09-29,8942530950
2011-09-30,8534436809
2011-10-03,8321812390
2011-10-04,8615131620
2011-10-05,8570301170
2011-10-06,8654838590
2011-10-07,8667647290
2011-10-10,8911012590
2011-10-11,8921259550
2011-10-12,8757308190
2011-10-13,8800857770
2011-10-14,8943034340
2011-10-17,8838003000
2011-10-18,8932787380
2011-10-19,8952000430
2011-10-20,9060874380
2011-10-21,9019886540
2011-10-24,9101862220
2011-10-25,9082649170
2011-10-26,8991707400
2011-10-27,9751263310
2011-10-28,9743578090
2011-10-31,9741016350
2011-11-01,9792251150
2011-11-02,9775599840
2011-11-03,9908810320
2011-11-04,9849890300
2011-11-07,9852452040
2011-11-08,9902405970
2011-11-09,9861418130
2011-11-10,9783285060
2011-11-11,10080446900
2011-11-14,9961325990
2011-11-15,10027931230
2011-11-16,9814025940
2011-11-17,9741016350
2011-11-18,9666725890
2011-11-21,9706432860
2011-11-22,9652636320
2011-11-23,9532234540
2011-11-25,9671849370
2011-11-28,9700028510
2011-11-29,9724365040
2011-11-30,9893439880
2011-12-01,9952359900
2011-12-02,9866541610
2011-12-05,10186759110
2011-12-06,10188039980
2011-12-07,10121434740
2011-12-08,10108626040
2011-12-09,10380170480
2011-12-12,10366080910
2011-12-13,10107345170
2011-12-14,10065076460
2011-12-15,10112468650
2011-12-16,10231589560
2011-12-19,10115030390
2011-12-20,10414753970
2011-12-21,10337901770
2011-12-22,10261049570
2011-12-23,10445494850
2011-12-27,10464707900
2011-12-28,10371204390
2011-12-29,10373766130
2011-12-30,10240555650
2012-01-03,9922705500
2012-01-04,10073799800
2012-01-05,10209657700
2012-01-06,10139824200
2012-01-09,10208388000
2012-01-10,10271873000
2012-01-11,10332818600
2012-01-12,10388685400
2012-01-13,10360752000
2012-01-17,10449631000
2012-01-18,10624849600
2012-01-19,10764516600
2012-01-20,10447091600
2012-01-23,10317582200
2012-01-24,10387415700
2012-01-25,10483912900
2012-01-26,10410270300
2012-01-27,10482643200
2012-01-30,10455979500
2012-01-31,10349324700
2012-02-01,10409000600
2012-02-02,10353133800
2012-02-03,10516925100
2012-02-06,10457249200
2012-02-07,10646434500
2012-02-08,10594376800
2012-02-09,10708649800
2012-02-10,10595646500
2012-02-13,10567713100
2012-02-14,10665480000
2012-02-15,10595646500
2012-02-16,10730234700
2012-02-17,10735313500
2012-02-21,10723886200
2012-02-22,10763246900
2012-02-23,10970208000
2012-02-24,10877519900
2012-02-27,10880059300
2012-02-28,11089559800
2012-02-29,10982905000
2012-03-01,11183517600
2012-03-02,11215260100
2012-03-05,11408254500
2012-03-06,11344769500
2012-03-07,11439997000
2012-03-08,11417142400
2012-03-09,11480627400
2012-03-12,11434918200
2012-03-13,11436187900
2012-03-14,11453963700
2012-03-15,11453963700
2012-03-16,11305408800
2012-03-19,11365084700
2012-03-20,11408254500
2012-03-21,11398096900
2012-03-22,11473009200
2012-03-23,11432378800
2012-03-26,11619024700
2012-03-27,11588551900
2012-03-28,11514909300
2012-03-29,11498403200
2012-03-30,11598709500
2012-04-02,11595428200
2012-04-03,11694075500
2012-04-04,11595428200
2012-04-05,11569205500
2012-04-09,11616656100
2012-04-10,11421858900
2012-04-11,11715303400
2012-04-12,11772743600
2012-04-13,11781484500
2012-04-16,11832681200
2012-04-17,11930079800
2012-04-18,12102400400
2012-04-19,11986271300
2012-04-20,12043711500
2012-04-23,11906354500
2012-04-24,11862650000
2012-04-25,12064939400
2012-04-26,12816656800
2012-04-27,13233722600
2012-04-30,13174409350
2012-05-01,13186272000
2012-05-02,13324877700
2012-05-03,13222484300
2012-05-04,13023941000
2012-05-07,13001464400
2012-05-08,12772952300
2012-05-09,12785439300
2012-05-10,12877843100
2012-05-11,12966500800
2012-05-14,12598134300
2012-05-15,12615616100
2012-05-16,12730496500
2012-05-17,11777738400
2012-05-18,11650371000
2012-05-21,11957551200
2012-05-22,11902608400
2012-05-23,12078675100
2012-05-24,12022483600
2012-05-25,12024981000
2012-05-29,12122379600
2012-05-30,11952556400
2012-05-31,11961297300
2012-06-01,11619153500
2012-06-04,11739028700
2012-06-05,11885126600
2012-06-06,12294700200
2012-06-07,12138612700
2012-06-08,12248498300
2012-06-11,12121130900
2012-06-12,12484502600
2012-06-13,12186063300
2012-06-14,12279715800
2012-06-15,12368373500
2012-06-18,12671807600
2012-06-19,12625605700
2012-06-20,12511974000
2012-06-21,12131120500
2012-06-22,12156094500
2012-06-25,11891370100
2012-06-26,12042462800
2012-06-27,10315510700
2012-06-28,10156925800
2012-06-29,10460359900
2012-07-02,10088264600
2012-07-03,10000540560
2012-07-05,10263712680
2012-07-06,10282680040
2012-07-09,10281494580
2012-07-10,10339582120
2012-07-11,10434418920
2012-07-12,10812580660
2012-07-13,10870668200
2012-07-16,10739082140
2012-07-17,10969061380
2012-07-18,11209709760
2012-07-19,11161105900
2012-07-20,10824435260
2012-07-23,10704703800
2012-07-24,10536368480
2012-07-25,10680994600
2012-07-26,10309945620
2012-07-27,10333654820
2012-07-30,10200883300
2012-07-31,10164134040
2012-08-01,10084708220
2012-08-02,10024249760
2012-08-03,10161763120
2012-08-06,10206810600
2012-08-07,10338396660
2012-08-08,10277938200
2012-08-09,10076410000
2012-08-10,10031362520
2012-08-13,10070482700
2012-08-14,10033733440
2012-08-15,10070482700
2012-08-16,10338396660
2012-08-17,10430862540
2012-08-20,10253043540
2012-08-21,10168875880
2012-08-22,10126199320
2012-08-23,10249487160
2012-08-24,10298091020
2012-08-27,10280309120
2012-08-28,10266083600
2012-08-29,10191399620
2012-08-30,10070482700
2012-08-31,10070482700
2012-09-04,9889107320
2012-09-05,9955493080
2012-09-06,9917558360
2012-09-07,9868954500
2012-09-10,10083522760
2012-09-11,10152279440
2012-09-12,10152279440
2012-09-13,9665055380
2012-09-14,9527542020
2012-09-17,9540582080
2012-09-18,9622378820
2012-09-19,9777674080
2012-09-20,9967347680
2012-09-21,9944823940
2012-09-24,9986315040
2012-09-25,10011209700
2012-09-26,9986315040
2012-09-27,9980387740
2012-09-28,9912816520
2012-10-01,9594565760
2012-10-02,9611731610
2012-10-03,9552223330
2012-10-04,9842898390
2012-10-05,9871508140
2012-10-08,9800555960
2012-10-09,9798267180
2012-10-10,9689550130
2012-10-11,9651785260
2012-10-12,9532768700
2012-10-15,9442361890
2012-10-16,9340511180
2012-10-17,9205473160
2012-10-18,9145884772
2012-10-19,9221494620
2012-10-22,9191740480
2012-10-23,9457238960
2012-10-24,9349666300
2012-10-25,9665517940
2012-10-26,9679250620
2012-10-31,9824199057
2012-11-01,10076353950
2012-11-02,10110685650
2012-11-05,10072920780
2012-11-06,10266276914
2012-11-07,10112974430
2012-11-08,10177060270
2012-11-09,10215969530
2012-11-12,10092375410
2012-11-13,10254878790
2012-11-14,10128995890
2012-11-15,10272845713
2012-11-16,10296076830
2012-11-19,10468879720
2012-11-20,10456291430
2012-11-21,10476890450
2012-11-23,10600484570
2012-11-26,10581029940
2012-11-27,10528388000
2012-11-28,10643971390
2012-11-29,10625661150
2012-11-30,10766421120
2012-12-03,10679447480
2012-12-04,10631383100
2012-12-05,10457435820
2012-12-06,10377328520
2012-12-07,10383050470
2012-12-10,10326975360
2012-12-11,10515799710
2012-12-12,10622227980
2012-12-13,10389916810
2012-12-14,10240001720
2012-12-17,10367029010
2012-12-18,10527243610
2012-12-19,10458580210
2012-12-20,10505500200
2012-12-21,10298365610
2012-12-24,10299510000
2012-12-26,10166760760
2012-12-27,10151883690
2012-12-28,10082075900
2012-12-31,9975426940
2013-01-02,10025627590
2013-01-03,10063556970
2013-01-04,10224199050
2013-01-07,10045707850
2013-01-08,9950884400
2013-01-09,9860523230
2013-01-10,9788011180
2013-01-11,9818131570
2013-01-14,9878372350
2013-01-15,10008894040
2013-01-16,9835980690
2013-01-17,9793589030
2013-01-18,9918532870
2013-01-22,9895105900
2013-01-23,10024512020
2013-01-24,10240932600
2013-01-25,10282208690
2013-01-28,10312329080
2013-01-29,10254319440
2013-01-30,10234239180
2013-01-31,10335756050
2013-02-01,10418308230
2013-02-04,10333524910
2013-02-05,10383725560
2013-02-06,10329062630
2013-02-07,11160162280
2013-02-08,11330844490
2013-02-11,11423436800
2013-02-12,11329728920
2013-02-13,11378814000
2013-02-14,11343115760
2013-02-15,11301839670
2013-02-19,11396663120
2013-02-20,11310764230
2013-02-21,11241598890
2013-02-22,11406703250
2013-02-25,11306301950
2013-02-26,11352040320
2013-02-27,11406703250
2013-02-28,11355387030
2013-03-01,11447979340
2013-03-04,11558420770
2013-03-05,11665515490
2013-03-06,11539456080
2013-03-07,11644319660
2013-03-08,11680017900
2013-03-11,11635395100
2013-03-12,11587425590
2013-03-13,11635395100
2013-03-14,11546149500
2013-03-15,11575154320
2013-03-18,11642088520
2013-03-19,11518260250
2013-03-20,11545033930
2013-03-21,11464712890
2013-03-22,11519375820
2013-03-25,11527184810
2013-03-26,11556189630
2013-03-27,11462481750
2013-03-28,11427787523
2013-04-01,11325550600
2013-04-02,11510817640
2013-04-03,11411567440
2013-04-04,11443548060
2013-04-05,11364147900
2013-04-08,11458986980
2013-04-09,11254972680
2013-04-10,11413773000
2013-04-11,11470014780
2013-04-12,11374072920
2013-04-15,11026697220
2013-04-16,11026697220
2013-04-17,10881130260
2013-04-18,10899877520
2013-04-19,10957222080
2013-04-22,10970455440
2013-04-23,11178880860
2013-04-24,11151311360
2013-04-25,11703804140
2013-04-26,11737990320
2013-04-29,11875837820
2013-04-30,11835034960
2013-05-01,11850473880
2013-05-02,11924360140
2013-05-03,12118449420
2013-05-06,12160355060
2013-05-07,12216596840
2013-05-08,12069927100
2013-05-09,12137196680
2013-05-10,12152635600
2013-05-13,12091982700
2013-05-14,12339005420
2013-05-15,12346724880
2013-05-16,12208877380
2013-05-17,12235344100
2013-05-20,12230932980
2013-05-21,12374294380
2013-05-22,12192335680
2013-05-23,12155943940
2013-05-24,12212185720
2013-05-28,12213288500
2013-05-29,12178550930
2013-05-30,12128374440
2013-05-31,12003760300
2013-06-03,12149327260
2013-06-04,12078749340
2013-06-05,11910024000
2013-06-06,12063310420
2013-06-07,12239755220
2013-06-10,12251885800
2013-06-11,12190130120
2013-06-12,12133888340
2013-06-13,12290483100
2013-06-14,12302613680
2013-06-17,12345622100
2013-06-18,12471339020
2013-06-19,12462516780
2013-06-20,12221007960
2013-06-21,12239975776
2013-06-24,12259605260
2013-06-25,12277249740
2013-06-26,12164766180
2013-06-27,12329080400
2013-06-28,12419508360
2013-07-01,12426062110
2013-07-02,12337250370
2013-07-03,12407649920
2013-07-05,12536535250
2013-07-08,12713075660
2013-07-09,12616682430
2013-07-10,12615599360
2013-07-11,12715783335
2013-07-12,12666503650
2013-07-15,12588522610
2013-07-16,12586356470
2013-07-17,12538701390
2013-07-18,12675168210
2013-07-19,12825714940
2013-07-22,12954600270
2013-07-23,12838711780
2013-07-24,12761813810
2013-07-25,13281687410
2013-07-26,13328259420
2013-07-29,13383495990
2013-07-30,13490719920
2013-07-31,13570867100
2013-08-01,13873043630
2013-08-02,13842717670
2013-08-05,13884957399
2013-08-06,13776650400
2013-08-07,13587113150
2013-08-08,13604442270
2013-08-09,13619605250
2013-08-12,13750656720
2013-08-13,13813474780
2013-08-14,13688921730
2013-08-15,13341256260
2013-08-16,13336923980
2013-08-19,13209121720
2013-08-20,13385662130
2013-08-21,13232949260
2013-08-22,13249195310
2013-08-23,13393243620
2013-08-26,13423569580
2013-08-27,13215620140
2013-08-28,13210204790
2013-08-29,13329342490
2013-08-30,13290351970
2013-09-03,13316345650
2013-09-04,13408406600
2013-09-05,13375914500
2013-09-06,13251361450
2013-09-09,13404074320
2013-09-10,13575199380
2013-09-11,13670509540
2013-09-12,13619605250
2013-09-13,13628269810
2013-09-16,13557870260
2013-09-17,13579531660
2013-09-18,13749573650
2013-09-19,13715998480
2013-09-20,13618522180
2013-09-23,13521045880
2013-09-24,13440898700
2013-09-25,13541624210
2013-09-26,13631519020
2013-09-27,13722496900
2013-09-30,13639115820
2013-10-01,13640184800
2013-10-02,13587804780
2013-10-03,13427457780
2013-10-04,13580321920
2013-10-07,13563218240
2013-10-08,13361181020
2013-10-09,13148881592
2013-10-10,13462734120
2013-10-11,13703254620
2013-10-14,13801600780
2013-10-15,13798393840
2013-10-16,14128708659
2013-10-17,14451326823
2013-10-18,14316849140
2013-10-21,14400229580
2013-10-22,14299745460
2013-10-23,14357470380
2013-10-24,13370801840
2013-10-25,13454182280
2013-10-28,13224351580
2013-10-29,13261765880
2013-10-30,13252145060
2013-10-31,13235041380
2013-11-01,13277800580
2013-11-04,13281007520
2013-11-05,13283145480
2013-11-06,13282076500
2013-11-07,13159143800
2013-11-08,13204040960
2013-11-11,13276731600
2013-11-12,13259627920
2013-11-13,13383629600
2013-11-14,13428526760
2013-11-15,13492665560
2013-11-18,13306663040
2013-11-19,13244662200
2013-11-20,13285283440
2013-11-21,13371870820
2013-11-22,13441354520
2013-11-25,13392181440
2013-11-26,13309869980
2013-11-27,13340870400
2013-11-29,13357974080
2013-12-02,13316283860
2013-12-03,13293835280
2013-12-04,12943209840
2013-12-05,12930382080
2013-12-06,13362250000
2013-12-09,13240386280
2013-12-10,13364387960
2013-12-11,13347284280
2013-12-12,13353698160
2013-12-13,13519390060
2013-12-16,13676530120
2013-12-17,13612391320
2013-12-18,13846497940
2013-12-19,13804807719
2013-12-20,13764186479
2013-12-23,13709668500
2013-12-24,13812290580
2013-12-26,13858256719
2013-12-27,13775945260
