,ESS
2023-05-30,13767799658
2023-05-31,13867282617
2023-06-01,14066890360
2023-06-02,14668922716
2023-06-05,14455194811
2023-06-06,14484718786
2023-06-07,14813333463
2023-06-08,14953893256
2023-06-09,15037972402
2023-06-12,14879441493
2023-06-13,15034763274
2023-06-14,14979566278
2023-06-15,15070063679
2023-06-16,15206130693
2023-06-20,15031554146
2023-06-21,14933996664
2023-06-22,14441074650
2023-06-23,14121445531
2023-06-26,14671490018
2023-06-27,14828095450
2023-06-28,14779316709
2023-06-29,14959027860
2023-06-30,15038353374
2023-07-03,15185335146
2023-07-05,15098044661
2023-07-06,15073654673
2023-07-07,14970959985
2023-07-10,15037711532
2023-07-11,15281611416
2023-07-12,15448490284
2023-07-13,15688539117
2023-07-14,15753365139
2023-07-17,15566589175
2023-07-18,15390724522
2023-07-19,15599964949
2023-07-20,15657088869
2023-07-21,15734109885
2023-07-24,15686613592
2023-07-25,15389440838
2023-07-26,15368901901
2023-07-27,14874683715
2023-07-28,15231547755
2023-07-31,15632057039
2023-08-01,15663507287
2023-08-02,15700734111
2023-08-03,15671851230
2023-08-04,15655805185
2023-08-07,15746946721
2023-08-08,15567872859
2023-08-09,15488926317
2023-08-10,15586486271
2023-08-11,15759141715
2023-08-14,15400993991
2023-08-15,15286746150
2023-08-16,15277118523
2023-08-17,15176349361
2023-08-18,15167363575
2023-08-21,14964541567
2023-08-22,15022307329
2023-08-23,15282253258
2023-08-24,15248235642
2023-08-25,15227054863
2023-08-28,15275834840
2023-08-29,15340660861
2023-08-30,15414472668
2023-08-31,15300866670
2023-09-01,15245026433
2023-09-05,15133987802
2023-09-06,15173781993
2023-09-07,14841949783
2023-09-08,14460053912
2023-09-11,14381749212
2023-09-12,14483802058
2023-09-13,14313072140
2023-09-14,14447858918
2023-09-15,14455561019
2023-09-18,14367628693
2023-09-19,14254022694
2023-09-20,14368912376
2023-09-21,14061470154
2023-09-22,13840676575
2023-09-25,13883679975
2023-09-26,13714233740
2023-09-27,13526174093
2023-09-28,13526815935
2023-09-29,13612822736
2023-10-02,13405534939
2023-10-03,13308611991
2023-10-04,13473573565
2023-10-05,13630832653
2023-10-06,13859981611
2023-10-09,14044199400
2023-10-10,13944708956
2023-10-11,14268855240
2023-10-12,14152034203
2023-10-13,14086563073
2023-10-16,14089130568
2023-10-17,14062813741
2023-10-18,13840083522
2023-10-19,13755356176
2023-10-20,13586543359
2023-10-23,13435703009
2023-10-24,13781031130
2023-10-25,13496039149
2023-10-26,13385636850
2023-10-27,13259829580
2023-10-30,13481917925
2023-10-31,13730964971
2023-11-01,13342631304
2023-11-02,13592320224
2023-11-03,13945350830
2023-11-06,13624413915
2023-11-07,13440196126
2023-11-08,13535835327
2023-11-09,13323375089
2023-11-10,13521072228
2023-11-13,13200777187
2023-11-14,13872819087
2023-11-15,13709141261
2023-11-16,13580124621
2023-11-17,13544821560
2023-11-20,13675121948
2023-11-21,13650088868
2023-11-22,13662284471
2023-11-24,13782314877
2023-11-27,13619278924
2023-11-28,13639818887
2023-11-29,13622488294
2023-11-30,13701438775
2023-12-01,14163587932
2023-12-04,14299023310
2023-12-05,14218147208
2023-12-06,14357433829
2023-12-07,14432533067
2023-12-08,14513409170
2023-12-11,14575029057
2023-12-12,14609690244
2023-12-13,15301630233
2023-12-14,15950564675
2023-12-15,15722699465
2023-12-18,15800366199
2023-12-19,15779826236
2023-12-20,15432572494
2023-12-21,15541049171
2023-12-22,15685470783
2023-12-26,15861986086
2023-12-27,15997421465
2023-12-28,16223361053
2023-12-29,15914619741
2024-01-02,16042924588
2024-01-03,15585142332
2024-01-04,15653199723
2024-01-05,15639074604
2024-01-08,15944048758
2024-01-09,15915156469
2024-01-10,15915156469
2024-01-11,15927997486
2024-01-12,15992202571
2024-01-16,15972298995
2024-01-17,15517726993
2024-01-18,15335384552
2024-01-19,15463794722
2024-01-22,15551755688
2024-01-23,15329606094
2024-01-24,15066365246
2024-01-25,15018853483
2024-01-26,15178724144
2024-01-29,15210184636
2024-01-30,15054166279
2024-01-31,14977120177
2024-02-01,15255128196
2024-02-02,15153684161
2024-02-05,14788999278
2024-02-06,14957858652
2024-02-07,14704248566
2024-02-08,14724794193
2024-02-09,14754328533
2024-02-12,14817249516
2024-02-13,14484025125
2024-02-14,14591247617
2024-02-15,15063797042
2024-02-16,15111950856
2024-02-20,14956574550
2024-02-21,15102962144
2024-02-22,14763959295
2024-02-23,14724794193
2024-02-26,14496866142
2024-02-27,14621424007
2024-02-28,14743413668
2024-02-29,14857056669
2024-03-01,15047745771
2024-03-04,15639074604
2024-03-05,15588994638
2024-03-06,15582574129
2024-03-07,15569733112
2024-03-08,15758496062
2024-03-11,15599909502
2024-03-12,15449669603
2024-03-13,15559460298
2024-03-14,15224951806
2024-03-15,15349509670
2024-03-18,15255128196
2024-03-19,15160746721
2024-03-20,15454163959
2024-03-21,15666682790
2024-03-22,15536988519
2024-03-25,15379044010
2024-03-26,15263474857
2024-03-27,15499749569
2024-03-28,15718046858
2024-04-01,15388032721
2024-04-02,15120297517
2024-04-03,15248707687
2024-04-04,15151115958
2024-04-05,15260264602
2024-04-08,15633938197
2024-04-09,16024947165
2024-04-10,15666682790
2024-04-11,15682092011
2024-04-12,15363634789
2024-04-15,15126075975
2024-04-16,14940523279
2024-04-17,14937313025
2024-04-18,15022063737
2024-04-19,15099109839
2024-04-22,15402157840
2024-04-23,15547261332
2024-04-24,15906167757
2024-04-25,15872139062
2024-04-26,15853519588
2024-04-29,15924145181
2024-04-30,15810502181
2024-05-01,15760422214
2024-05-02,16038430233
2024-05-03,16071174826
2024-05-06,16403757166
2024-05-07,16543724251
2024-05-08,16340194132
2024-05-09,16666355964
2024-05-10,16625906760
2024-05-13,16729276947
2024-05-14,17012421372
2024-05-15,17196689966
2024-05-16,16995728050
2024-05-17,17097172084
2024-05-20,16912261439
2024-05-21,16960415253
2024-05-22,16882085049
2024-05-23,16562985777
2024-05-24,16654799048
2024-05-28,16393484353
2024-05-29,16238108047
2024-05-30,16410819726
2024-05-31,16679839032
2024-06-03,16733771303
2024-06-04,16937943473
2024-06-05,17212099186
2024-06-06,17227508407
2024-06-07,17211457135
2024-06-10,17294923746
2024-06-11,17055438779
2024-06-12,17427828272
2024-06-13,17669239392
2024-06-14,17881116172
2024-06-17,18060248359
2024-06-18,18272125140
2024-06-20,17982560206
2024-06-21,17863138748
2024-06-24,17925417681
2024-06-25,17696205527
2024-06-26,17542755374
2024-06-27,17552386137
2024-06-28,17476624137
2024-07-01,17516431289
2024-07-02,17527346154
2024-07-03,17309690916
2024-07-05,17479192340
2024-07-08,17534408713
2024-07-09,17718677307
2024-07-10,17745001392
2024-07-11,17875337714
2024-07-12,17613380968
2024-07-15,17726381917
2024-07-16,17897167443
2024-07-17,18232960038
2024-07-18,18243232851
2024-07-19,18284966157
2024-07-22,18627821311
2024-07-23,18687532040
2024-07-24,18360086106
2024-07-25,18152061631
2024-07-26,18410166072
2024-07-29,18364025108
2024-07-30,18030133742
2024-07-31,17873461640
2024-08-01,18344120045
2024-08-02,18085354237
2024-08-05,17504896940
2024-08-06,18003807692
2024-08-07,17813746453
2024-08-08,17933176826
2024-08-09,18148279917
