,VRTS
2017-04-20,783451405
2017-04-21,784856699
2017-04-24,777478905
2017-04-25,781343464
2017-04-26,785910669
2017-04-27,781694787
2017-04-28,747616408
2017-05-01,745157143
2017-05-02,728996262
2017-05-03,727239645
2017-05-04,719861851
2017-05-05,721969792
2017-05-08,717753910
2017-05-09,721267145
2017-05-10,724780380
2017-05-11,700187735
2017-05-12,691755971
2017-05-15,707565529
2017-05-16,724429057
2017-05-17,701944353
2017-05-18,710024793
2017-05-19,728644939
2017-05-22,735320085
2017-05-23,728996262
2017-05-24,711781411
2017-05-25,724077733
2017-05-26,719159204
2017-05-30,700539059
2017-05-31,707565529
2017-06-01,711781411
2017-06-02,706862882
2017-06-05,710376117
2017-06-06,712835381
2017-06-07,721618469
2017-06-08,742697879
2017-06-09,760264054
2017-06-12,774668317
2017-06-13,759912730
2017-06-14,765182583
2017-06-15,760966701
2017-06-16,766236553
2017-06-19,773614347
2017-06-20,779235523
2017-06-21,764479936
2017-06-22,772560376
2017-06-23,769047141
2017-06-26,779586846
2017-06-27,781694787
2017-06-28,782748758
2017-06-29,776424935
2017-06-30,800171400
2017-07-03,801253200
2017-07-05,801974400
2017-07-06,794041200
2017-07-07,807383400
2017-07-10,804859200
2017-07-11,802335000
2017-07-12,817840800
2017-07-13,856425000
2017-07-14,840558600
2017-07-17,818922600
2017-07-18,821086200
2017-07-19,835510200
2017-07-20,832264800
2017-07-21,816037800
2017-07-24,835870800
2017-07-25,844885800
2017-07-26,838395000
2017-07-27,837313200
2017-07-28,817119600
2017-07-31,849573600
2017-08-01,843804000
2017-08-02,830822400
2017-08-03,833346600
2017-08-04,835149600
2017-08-07,831543600
2017-08-08,829740600
2017-08-09,829380000
2017-08-10,802695600
2017-08-11,800892600
2017-08-14,809547000
2017-08-15,813874200
2017-08-16,794762400
2017-08-17,770962800
2017-08-18,763750800
2017-08-21,765553800
2017-08-22,766635600
2017-08-23,761587200
2017-08-24,765193200
2017-08-25,763029600
2017-08-28,763750800
2017-08-29,753654000
2017-08-30,755817600
2017-08-31,764472000
2017-09-01,775650600
2017-09-05,754735800
2017-09-06,763390200
2017-09-07,757620600
2017-09-08,754735800
2017-09-11,772405200
2017-09-12,788271600
2017-09-13,798368400
2017-09-14,798368400
2017-09-15,806301600
2017-09-18,817480200
2017-09-19,807022800
2017-09-20,810628800
2017-09-21,814956000
2017-09-22,833346600
2017-09-25,835149600
2017-09-26,835870800
2017-09-27,835149600
2017-09-28,837313200
2017-09-29,836952600
2017-10-02,832416000
2017-10-03,839233200
2017-10-04,860043600
2017-10-05,861478800
2017-10-06,864349200
2017-10-09,876548400
2017-10-10,880854000
2017-10-11,872242800
2017-10-12,875472000
2017-10-13,875472000
2017-10-16,879777600
2017-10-17,870807600
2017-10-18,878701200
2017-10-19,879777600
2017-10-20,891618000
2017-10-23,864708000
2017-10-24,862555200
2017-10-25,855738000
2017-10-26,864708000
2017-10-27,843897600
2017-10-30,833492400
2017-10-31,835286400
2017-11-01,820934400
2017-11-02,842462400
2017-11-03,834210000
2017-11-06,829545600
2017-11-07,795818400
2017-11-08,796536000
2017-11-09,792589200
2017-11-10,802994400
2017-11-13,797971200
2017-11-14,807300000
2017-11-15,807300000
2017-11-16,820216800
2017-11-17,826316400
2017-11-20,830980800
2017-11-21,841744800
2017-11-22,836004000
2017-11-24,829186800
2017-11-27,836004000
2017-11-28,849638400
2017-11-29,858608400
2017-11-30,861478800
2017-12-01,861120000
2017-12-04,866143200
2017-12-05,856814400
2017-12-06,859326000
2017-12-07,851791200
2017-12-08,842462400
2017-12-11,844974000
2017-12-12,844256400
2017-12-13,837439200
2017-12-14,835645200
2017-12-15,844256400
2017-12-18,851791200
2017-12-19,844615200
2017-12-20,835645200
2017-12-21,837439200
2017-12-22,829545600
2017-12-26,817346400
2017-12-27,807658800
2017-12-28,810888000
2017-12-29,825598800
2018-01-02,826575450
2018-01-03,853924050
2018-01-04,875515050
2018-01-05,883071900
2018-01-08,899984850
2018-01-09,914019000
2018-01-10,915818250
2018-01-11,934170600
2018-01-12,945685800
2018-01-16,931651649
2018-01-17,938128950
2018-01-18,933091050
2018-01-19,943166850
2018-01-22,939208500
2018-01-23,943166850
2018-01-24,938488800
2018-01-25,933450899
2018-01-26,942807000
2018-01-29,934170600
2018-01-30,923734950
2018-01-31,921216000
2018-02-01,932731200
2018-02-02,935250149
2018-02-05,899984850
2018-02-06,908621250
2018-02-07,910780350
2018-02-08,865079400
2018-02-09,871916550
2018-02-12,889189350
2018-02-13,888829500
2018-02-14,906102300
2018-02-15,905022750
2018-02-16,906822000
2018-02-20,886670400
2018-02-21,887030250
2018-02-22,878034000
2018-02-23,880193100
2018-02-26,891708300
2018-02-27,891708300
2018-02-28,885590850
2018-03-01,884511300
2018-03-02,881632500
2018-03-05,887749950
2018-03-06,908981100
2018-03-07,914738700
2018-03-08,925174350
2018-03-09,965477550
2018-03-12,966557100
2018-03-13,945325950
2018-03-14,941727450
2018-03-15,939208500
2018-03-16,950363850
2018-03-19,938128950
2018-03-20,928053149
2018-03-21,939208500
2018-03-22,916537950
2018-03-23,880193100
2018-03-26,891708300
2018-03-27,885950700
2018-03-28,887749950
2018-03-29,890988600
2018-04-02,863877800
2018-04-03,893803450
2018-04-04,908946550
2018-04-05,912191500
2018-04-06,897769500
2018-04-09,889116300
2018-04-10,877939250
2018-04-11,856306250
2018-04-12,844408100
2018-04-13,835754900
2018-04-16,855585150
2018-04-17,857748450
2018-04-18,850898000
2018-04-19,845850300
2018-04-20,835394350
2018-04-23,824938400
2018-04-24,826380600
2018-04-25,827101700
2018-04-26,823135650
2018-04-27,827822800
2018-04-30,831788850
2018-05-01,829986100
2018-05-02,828543900
2018-05-03,829625550
2018-05-04,833231050
2018-05-07,844408100
2018-05-08,855945700
2018-05-09,869286050
2018-05-10,876497050
2018-05-11,890197950
2018-05-14,892000700
2018-05-15,894164000
2018-05-16,916157550
2018-05-17,933463949
2018-05-18,926252949
2018-05-21,929137350
2018-05-22,911109850
2018-05-23,900293350
2018-05-24,905701600
2018-05-25,903177750
2018-05-29,890558500
2018-05-30,902817200
2018-05-31,905341050
2018-06-01,918320850
2018-06-04,937790550
2018-06-05,923008000
2018-06-06,925892400
2018-06-07,922286900
2018-06-08,916518100
2018-06-11,923368550
2018-06-12,928416250
2018-06-13,916518100
2018-06-14,924810750
2018-06-15,953654750
2018-06-18,959063000
2018-06-19,965913449
2018-06-20,964110699
2018-06-21,964110699
2018-06-22,991512500
2018-06-25,963389600
2018-06-26,966995100
2018-06-27,924450199
2018-06-28,934906150
2018-06-29,922647450
2018-07-02,924857500
2018-07-03,924140000
2018-07-05,938490000
2018-07-06,933467500
2018-07-09,935261250
2018-07-10,954992500
2018-07-11,942795000
2018-07-12,946741249
2018-07-13,943512500
2018-07-16,935620000
2018-07-17,922346250
2018-07-18,930597499
2018-07-19,920552500
2018-07-20,925933750
2018-07-23,927009999
2018-07-24,927009999
2018-07-25,931315000
2018-07-26,930238750
2018-07-27,928445000
2018-07-30,934902500
2018-07-31,956068750
2018-08-01,918041250
2018-08-02,915530000
2018-08-03,914812500
2018-08-06,933108750
2018-08-07,946382500
2018-08-08,952840000
2018-08-09,941001250
2018-08-10,929521250
2018-08-13,927727500
2018-08-14,942436250
2018-08-15,929521250
2018-08-16,939207500
2018-08-17,937772499
2018-08-20,933826250
2018-08-21,943512500
2018-08-22,933826250
2018-08-23,928086250
2018-08-24,922346250
2018-08-27,925216249
2018-08-28,918758750
2018-08-29,920911250
2018-08-30,921270000
2018-08-31,925575000
2018-09-04,918400000
2018-09-05,899745000
2018-09-06,879296250
2018-09-07,859565000
2018-09-10,871762500
2018-09-11,879655000
2018-09-12,874273750
2018-09-13,866381250
2018-09-14,871403750
2018-09-17,855618750
2018-09-18,852748750
2018-09-19,871403750
2018-09-20,877143750
2018-09-21,873197500
2018-09-24,860282500
2018-09-25,853107500
2018-09-26,818308750
2018-09-27,820461250
2018-09-28,816156250
2018-10-01,811009550
2018-10-02,820182740
2018-10-03,821676050
2018-10-04,818262770
2018-10-05,809729570
2018-10-08,807098500
2018-10-09,803969660
2018-10-10,797783090
2018-10-11,778583390
2018-10-12,778370060
2018-10-15,793089830
2018-10-16,797427540
2018-10-17,794298700
2018-10-18,772894590
2018-10-19,771614610
2018-10-22,769623530
2018-10-23,749072740
2018-10-24,712095540
2018-10-25,722548710
2018-10-26,727241970
2018-10-29,705411200
2018-10-30,701642370
2018-10-31,706406740
2018-11-01,714299950
2018-11-02,714513280
2018-11-05,716219920
2018-11-06,718211000
2018-11-07,729090830
2018-11-08,740539540
2018-11-09,735419620
2018-11-12,730299700
2018-11-13,729944150
2018-11-14,725179780
2018-11-15,730868580
2018-11-16,731793010
2018-11-19,715864370
2018-11-20,670353970
2018-11-21,678887170
2018-11-23,686709270
2018-11-26,685358180
2018-11-27,661820770
2018-11-28,675545000
2018-11-29,669642870
2018-11-30,675545000
2018-12-03,672416160
2018-12-04,649732070
2018-12-06,607492730
2018-12-07,591919640
2018-12-10,600879500
2018-12-11,600879500
2018-12-12,615101500
2018-12-13,582817560
2018-12-14,574284360
2018-12-17,561626780
2018-12-18,551315830
2018-12-19,538800470
2018-12-20,530267269
2018-12-21,515689720
2018-12-24,501183280
2018-12-26,529058400
2018-12-27,536596059
2018-12-28,565680050
2018-12-31,557201450
2019-01-02,568285150
2019-01-03,564567200
2019-01-04,575370300
2019-01-07,579368850
2019-01-08,581683800
2019-01-09,586033100
2019-01-10,578877800
2019-01-11,563514950
2019-01-14,555798450
2019-01-15,592486900
2019-01-16,614514000
2019-01-17,625738000
2019-01-18,658498050
2019-01-22,638505300
2019-01-23,613812500
2019-01-24,618091650
2019-01-25,630788800
2019-01-28,631770900
2019-01-29,625317100
2019-01-30,616337900
2019-01-31,631139550
2019-02-01,632402250
2019-02-04,641100850
2019-02-05,658568200
2019-02-06,665793650
2019-02-07,665162300
2019-02-08,651132300
2019-02-11,645380000
2019-02-12,661304050
2019-02-13,684453550
2019-02-14,689995400
2019-02-15,697922350
2019-02-19,713706100
2019-02-20,719528550
2019-02-21,722755450
2019-02-22,734680950
2019-02-25,745904950
2019-02-26,750955750
2019-02-27,755375200
2019-02-28,717704650
2019-03-01,727806250
2019-03-04,717915100
2019-03-05,714968800
2019-03-06,695677550
2019-03-07,683471450
2019-03-08,688381950
2019-03-11,703885100
2019-03-12,700868650
2019-03-13,708094100
2019-03-14,708094100
2019-03-15,704726900
2019-03-18,723386800
2019-03-19,708234400
2019-03-20,695607400
2019-03-21,704937350
2019-03-22,676596750
2019-03-25,665723500
2019-03-26,686067000
2019-03-27,689434200
2019-03-28,690205850
2019-03-29,684313250
2019-04-01,718237380
2019-04-02,731745450
2019-04-03,733705170
2019-04-04,743923710
2019-04-05,764010840
2019-04-08,768700170
2019-04-09,757921710
2019-04-10,780318510
2019-04-11,807614610
2019-04-12,815803440
2019-04-15,832601040
2019-04-16,843659460
2019-04-17,840649890
2019-04-18,826651890
2019-04-22,833090970
2019-04-23,833230950
2019-04-24,833580900
2019-04-25,845969130
2019-04-26,867945990
2019-04-29,871025550
2019-04-30,858147390
2019-05-01,859547190
2019-05-02,851148390
2019-05-03,859127250
2019-05-06,848278800
2019-05-07,843449490
2019-05-08,834000840
2019-05-09,824832150
2019-05-10,837360360
2019-05-13,804465060
2019-05-14,815593470
2019-05-15,824342220
2019-05-16,818813010
2019-05-17,798585900
2019-05-20,794736450
2019-05-21,794666460
2019-05-22,778988700
2019-05-23,763240950
2019-05-24,781018410
2019-05-28,773179530
2019-05-29,752882430
2019-05-30,748053120
2019-05-31,711028410
2019-06-03,704379360
2019-06-04,732795300
2019-06-05,740774160
2019-06-06,734615040
2019-06-07,738464490
2019-06-10,747213240
2019-06-11,738744450
2019-06-12,736154820
2019-06-13,744483630
2019-06-14,737204670
2019-06-17,724956420
2019-06-18,743293800
2019-06-19,729015840
2019-06-20,729295800
2019-06-21,718237380
2019-06-24,703119540
2019-06-25,707038980
2019-06-26,714317940
2019-06-27,739094400
2019-06-28,751692600
2019-07-01,742009070
2019-07-02,733881080
2019-07-03,742425890
2019-07-05,745968860
2019-07-08,734367370
2019-07-09,739438680
2019-07-10,754583140
2019-07-11,772159050
2019-07-12,772020110
2019-07-15,773548450
2019-07-16,773062160
2019-07-17,752082220
2019-07-18,757014590
2019-07-19,750692820
2019-07-22,724711040
2019-07-23,736034650
2019-07-24,763683710
2019-07-25,733047440
2019-07-26,785705700
2019-07-29,767643500
2019-07-30,760001800
2019-07-31,744440520
2019-08-01,712345380
2019-08-02,701716470
2019-08-05,657533550
2019-08-06,661284930
2019-08-07,662813270
2019-08-08,672330660
2019-08-09,659756590
2019-08-12,649544500
2019-08-13,667884580
2019-08-14,661771220
2019-08-15,666634120
2019-08-16,689142400
2019-08-19,707135130
2019-08-20,718528210
2019-08-21,747914020
2019-08-22,745135220
2019-08-23,718528210
2019-08-26,707968770
2019-08-27,694422120
2019-08-28,708385590
2019-08-29,731796980
2019-08-30,741175430
2019-09-03,724016340
2019-09-04,738952390
2019-09-05,765350990
2019-09-06,767921380
2019-09-09,805713060
2019-09-10,830166500
2019-09-11,853091600
2019-09-12,853438950
2019-09-13,825442540
2019-09-16,826693000
2019-09-17,830791730
2019-09-18,830930670
2019-09-19,824956250
2019-09-20,805990940
2019-09-23,793972630
2019-09-24,770005480
2019-09-25,797585070
2019-09-26,785775170
2019-09-27,777438770
2019-09-30,760832170
2019-10-01,727596940
2019-10-02,704476780
2019-10-03,691127640
2019-10-04,695393860
2019-10-07,683627350
2019-10-08,641515630
2019-10-09,615643070
2019-10-10,607661110
2019-10-11,625482900
2019-10-14,661608150
2019-10-15,676264680
2019-10-16,683008060
2019-10-17,672755370
2019-10-18,678741840
2019-10-21,688375240
2019-10-22,684040210
2019-10-23,690095490
2019-10-24,681563050
2019-10-25,702962960
2019-10-28,741771800
2019-10-29,748308750
2019-10-30,750785910
2019-10-31,746450880
2019-11-01,755946660
2019-11-04,778241100
2019-11-05,793310490
2019-11-06,787805690
2019-11-07,790833330
2019-11-08,790007610
2019-11-11,797301470
2019-11-12,803563180
2019-11-13,801636500
2019-11-14,801086020
2019-11-15,806177960
2019-11-18,800122680
2019-11-19,805352240
2019-11-20,795443600
2019-11-21,795512410
2019-11-22,801223640
2019-11-25,811269900
2019-11-26,805902720
2019-11-27,814779210
2019-11-29,810581800
2019-12-02,803494370
2019-12-03,797989570
2019-12-04,804251280
2019-12-05,802737460
2019-12-06,821660210
2019-12-09,823174030
2019-12-10,806590820
2019-12-11,810650610
2019-12-12,828885260
2019-12-13,823586890
2019-12-16,821384970
2019-12-17,839619620
2019-12-18,831912900
2019-12-19,849528260
2019-12-20,845606090
2019-12-23,846707050
2019-12-24,850766840
2019-12-26,833908390
2019-12-27,842578450
2019-12-30,845124420
2019-12-31,899258961
2020-01-02,909897581
2020-01-03,914699737
2020-01-06,911375168
2020-01-07,911892323
2020-01-08,916842237
2020-01-09,921274995
2020-01-10,936124737
2020-01-13,947502150
2020-01-14,938193357
2020-01-15,931839737
2020-01-16,938636633
2020-01-17,948093185
2020-01-21,948093185
2020-01-22,962056374
2020-01-23,958510167
2020-01-24,937823961
2020-01-27,928884564
2020-01-28,935976978
2020-01-29,934425512
2020-01-30,934794909
2020-01-31,908937150
2020-02-03,937306805
2020-02-04,959470598
2020-02-05,996558012
2020-02-06,1000621374
2020-02-07,991755857
2020-02-10,1020494909
2020-02-11,1025370943
2020-02-12,1022932926
2020-02-13,1005349650
2020-02-14,1005275771
2020-02-18,995302064
2020-02-19,1013771891
2020-02-20,1015692753
2020-02-21,994267753
2020-02-24,935459823
2020-02-25,907164047
2020-02-26,890467323
2020-02-27,864831202
2020-02-28,815627582
2020-03-02,831437754
2020-03-03,804324047
2020-03-04,829221375
2020-03-05,757262927
2020-03-06,751426462
2020-03-09,662328014
2020-03-10,734138703
2020-03-11,684565686
2020-03-12,595245600
2020-03-13,627013703
2020-03-16,535255600
2020-03-17,583129393
2020-03-18,540648790
2020-03-19,549662066
2020-03-20,500310687
2020-03-23,423476204
2020-03-24,508659049
2020-03-25,517672325
2020-03-26,579361549
2020-03-27,554094825
2020-03-30,558305945
2020-03-31,587569200
2020-04-01,558850800
2020-04-02,548197200
2020-04-03,502186000
2020-04-06,552906400
2020-04-07,602082800
2020-04-08,617368400
2020-04-09,653343600
2020-04-13,652340000
2020-04-14,633734800
2020-04-15,609880000
2020-04-16,596833200
2020-04-17,622849600
2020-04-20,597682400
2020-04-21,591738000
2020-04-22,586720000
2020-04-23,579000000
2020-04-24,584095200
2020-04-27,620533600
2020-04-28,633040000
2020-04-29,662916400
2020-04-30,627404400
2020-05-01,717960000
2020-05-04,721897200
2020-05-05,681290000
2020-05-06,678510800
2020-05-07,692484000
2020-05-08,737028400
2020-05-11,706302800
2020-05-12,667008000
2020-05-13,634738400
2020-05-14,639756400
2020-05-15,626864000
2020-05-18,688315200
2020-05-19,654424400
2020-05-20,682988400
2020-05-21,687620400
2020-05-22,701130400
2020-05-26,748299600
2020-05-27,768757600
2020-05-28,723441200
2020-05-29,717805600
2020-06-01,786359200
2020-06-02,811989600
2020-06-03,875062000
2020-06-04,857769200
2020-06-05,858850000
2020-06-08,888803600
2020-06-09,880774800
2020-06-10,869812400
2020-06-11,785587200
2020-06-12,842097600
2020-06-15,875448000
2020-06-16,894593600
2020-06-17,899225600
2020-06-18,903317200
2020-06-19,888263200
2020-06-22,884789200
2020-06-23,889112400
2020-06-24,848505200
2020-06-25,882164400
2020-06-26,826348800
2020-06-29,871510800
2020-06-30,893572360
2020-07-01,868829880
2020-07-02,876513880
2020-07-06,907019360
2020-07-07,982015200
2020-07-08,976482720
2020-07-09,937678520
2020-07-10,977942680
2020-07-13,953814920
2020-07-14,978480560
2020-07-15,996922160
2020-07-16,997536880
2020-07-17,978403720
2020-07-20,982860440
2020-07-21,1008832359
2020-07-22,1009523920
2020-07-23,1015440600
2020-07-24,1027888680
2020-07-27,1065232920
2020-07-28,1048866000
2020-07-29,1066616040
2020-07-30,1045792400
2020-07-31,1044409279
2020-08-03,1048020759
2020-08-04,1039107319
2020-08-05,1076682080
2020-08-06,1065770799
2020-08-07,1099196200
2020-08-10,1095431040
2020-08-11,1100041440
2020-08-12,1113795800
2020-08-13,1090974320
2020-08-14,1095892080
2020-08-17,1100195120
2020-08-18,1076989440
2020-08-19,1085365000
2020-08-20,1078372560
2020-08-21,1072686400
2020-08-24,1075913680
2020-08-25,1080831440
2020-08-26,1068613880
2020-08-27,1075683160
2020-08-28,1069459120
2020-08-31,1090359600
2020-09-01,1092818480
2020-09-02,1101270880
2020-09-03,1084673440
2020-09-04,1065540279
2020-09-08,1021972000
2020-09-09,1037493680
2020-09-10,1017899480
2020-09-11,1037340000
2020-09-14,1048942839
2020-09-15,1045638720
2020-09-16,1073839000
2020-09-17,1069459120
2020-09-18,1069074920
2020-09-21,1005989279
2020-09-22,1045408200
2020-09-23,1036341080
2020-09-24,1024891920
2020-09-25,1035419000
2020-09-28,1064157160
2020-09-29,1053783759
2020-09-30,1059424650
2020-10-01,1056750300
2020-10-02,1088154810
2020-10-05,1134382860
2020-10-06,1113140880
2020-10-07,1101832200
2020-10-08,1178777070
2020-10-09,1189016010
2020-10-12,1196045730
2020-10-13,1193142150
2020-10-14,1213772850
2020-10-15,1243419930
2020-10-16,1260077310
2020-10-19,1246323510
2020-10-20,1274060340
2020-10-21,1274136750
2020-10-22,1291329000
2020-10-23,1356735960
2020-10-26,1323191970
2020-10-27,1265655240
2020-10-28,1216065150
2020-10-29,1212932340
2020-10-30,1219121550
2020-11-02,1247546070
2020-11-03,1265043960
2020-11-04,1286897220
2020-11-05,1331749890
2020-11-06,1291481820
2020-11-09,1323803250
2020-11-10,1355360580
2020-11-11,1370260530
2020-11-12,1341224730
2020-11-13,1388980980
2020-11-16,1427109570
2020-11-17,1457062290
2020-11-18,1397691720
2020-11-19,1370795400
2020-11-20,1365828750
2020-11-23,1395705060
2020-11-24,1404033750
2020-11-25,1395246600
2020-11-27,1414501920
2020-11-30,1366822080
2020-12-01,1374539490
2020-12-02,1409000400
2020-12-03,1524608730
2020-12-04,1574046000
2020-12-07,1571295240
2020-12-08,1637695530
2020-12-09,1628449920
2020-12-10,1636702200
2020-12-11,1610875620
2020-12-14,1560292200
2020-12-15,1633340160
2020-12-16,1627533000
2020-12-17,1641439620
2020-12-18,1592919270
2020-12-21,1564571160
2020-12-22,1585431090
2020-12-23,1620197640
2020-12-24,1641745260
2020-12-28,1631124270
2020-12-29,1617370470
2020-12-30,1643961150
2020-12-31,1656361000
2021-01-04,1623004790
2021-01-05,1646209110
2021-01-06,1753834410
2021-01-07,1772382600
2021-01-08,1785053380
2021-01-11,1778641660
2021-01-12,1789785840
2021-01-13,1784671730
2021-01-14,1796502880
2021-01-15,1732462010
2021-01-19,1704906880
2021-01-20,1715440420
2021-01-21,1678267710
2021-01-22,1702387990
2021-01-25,1649033320
2021-01-26,1654605410
2021-01-27,1556521360
2021-01-28,1657963930
2021-01-29,1602930000
2021-02-01,1691778120
2021-02-02,1786427320
2021-02-03,1772993240
2021-02-04,1802532950
2021-02-05,1844514450
2021-02-08,1876038740
2021-02-09,1908707980
2021-02-10,1934660180
2021-02-11,1946491330
2021-02-12,1968856020
2021-02-16,2001448929
2021-02-17,1934812840
2021-02-18,1900617000
2021-02-19,1885351000
2021-02-22,1856650920
2021-02-23,1948781230
2021-02-24,1971145920
2021-02-25,1915119700
2021-02-26,1915119700
2021-03-01,2013356409
2021-03-02,1936721090
2021-03-03,1877565340
2021-03-04,1815203730
2021-03-05,1877031030
2021-03-08,1874893790
2021-03-09,1938782000
2021-03-10,1980000199
2021-03-11,1989694110
2021-03-12,1979313230
2021-03-15,1997174449
2021-03-16,1964886860
2021-03-17,1992899969
2021-03-18,1946643990
2021-03-19,1956566889
2021-03-22,1931149000
2021-03-23,1836728790
2021-03-24,1795663250
2021-03-25,1791617760
2021-03-26,1832530640
2021-03-29,1831920000
2021-03-30,1821691780
2021-03-31,1812879000
2021-04-01,1854833100
2021-04-05,1892630280
2021-04-06,1887318660
2021-04-07,1868073660
2021-04-08,1905255000
2021-04-09,1946978160
2021-04-12,1955061060
2021-04-13,1936354920
2021-04-14,1963374900
2021-04-15,1975614720
2021-04-16,2001480000
2021-04-19,1975922640
2021-04-20,1912029240
2021-04-21,1951443000
2021-04-22,1937124720
2021-04-23,1976923380
2021-04-26,2014412640
2021-04-27,2006714640
2021-04-28,2094548819
2021-04-29,2124340079
2021-04-30,2105095079
2021-05-03,2110714620
2021-05-04,2077690199
2021-05-05,2109252000
2021-05-06,2131037339
2021-05-07,2121414839
2021-05-10,2075380800
2021-05-11,2029654680
2021-05-12,1944360840
2021-05-13,1999632480
2021-05-14,2063371920
2021-05-17,2105787900
2021-05-18,2128573980
2021-05-19,2082232020
2021-05-20,2140044000
2021-05-21,2135964060
2021-05-24,2144200920
2021-05-25,2101630980
2021-05-26,2129343780
2021-05-27,2142353400
2021-05-28,2164908540
2021-06-01,2210249760
2021-06-02,2276067660
2021-06-03,2295312660
2021-06-04,2265136500
2021-06-07,2239656120
2021-06-08,2281533240
2021-06-09,2226492540
2021-06-10,2245968480
2021-06-11,2261210520
2021-06-14,2232420000
2021-06-15,2221488840
2021-06-16,2194853760
2021-06-17,2129805660
2021-06-18,2029269780
2021-06-21,2084387459
2021-06-22,2109559920
2021-06-23,2111330459
2021-06-24,2111561400
2021-06-25,2115410400
2021-06-28,2116180199
2021-06-29,2089468140
2021-06-30,2136329069
2021-07-01,2128407340
2021-07-02,2111640960
2021-07-06,2091182899
2021-07-07,2096566600
2021-07-08,2046421279
2021-07-09,2124715660
2021-07-12,2166477790
2021-07-13,2128791890
2021-07-14,2065187319
2021-07-15,2038038090
2021-07-16,2013734529
2021-07-19,1926595500
2021-07-20,1985893109
2021-07-21,2034038770
2021-07-22,2017656939
2021-07-23,2038115000
2021-07-26,2047882569
2021-07-27,2021194800
2021-07-28,2069032819
2021-07-29,2107795460
2021-07-30,2123715830
2021-08-02,2135252330
2021-08-03,2165862510
2021-08-04,2191627360
2021-08-05,2380518320
2021-08-06,2404821880
2021-08-09,2404975700
2021-08-10,2391977910
2021-08-11,2390132070
2021-08-12,2402053120
2021-08-13,2407975190
2021-08-16,2406360080
2021-08-17,2412359060
2021-08-18,2346524100
2021-08-19,2303146860
2021-08-20,2298993720
2021-08-23,2352753810
2021-08-24,2374134790
2021-08-25,2398053800
2021-08-26,2336602710
2021-08-27,2438200820
2021-08-30,2393285380
2021-08-31,2404975700
2021-09-01,2419665510
2021-09-02,2451890800
2021-09-03,2437970090
2021-09-07,2413897260
2021-09-08,2408436650
2021-09-09,2433124760
2021-09-10,2404821880
2021-09-13,2437277900
2021-09-14,2426741230
2021-09-15,2485346650
2021-09-16,2502343760
2021-09-17,2473579420
2021-09-20,2335602880
2021-09-21,2336371980
2021-09-22,2396900150
2021-09-23,2476655820
2021-09-24,2489499790
2021-09-27,2489807430
2021-09-28,2407129180
2021-09-29,2398361440
2021-09-30,2365569360
2021-10-01,2399720400
2021-10-04,2404751580
2021-10-05,2450870730
2021-10-06,2432575530
2021-10-07,2451709260
2021-10-08,2477475000
2021-10-11,2419540200
2021-10-12,2366179200
2021-10-13,2363130000
2021-10-14,2442409200
2021-10-15,2451937950
2021-10-18,2425181220
2021-10-19,2480981580
2021-10-20,2461771620
2021-10-21,2448583830
2021-10-22,2478161070
2021-10-25,2538077850
2021-10-26,2530912230
2021-10-27,2358022590
2021-10-28,2372277600
2021-10-29,2439360000
2021-11-01,2459103570
2021-11-02,2460475710
2021-11-03,2503698120
2021-11-04,2488680810
2021-11-05,2508119460
2021-11-08,2495846430
2021-11-09,2419463970
2021-11-10,2416567230
2021-11-11,2477551230
2021-11-12,2541965580
2021-11-15,2522603160
2021-11-16,2492187390
2021-11-17,2458722420
2021-11-18,2449346130
2021-11-19,2410773750
2021-11-22,2392631010
2021-11-23,2402693370
2021-11-24,2408868000
2021-11-26,2320898580
2021-11-29,2312589510
2021-11-30,2266927740
2021-12-01,2196033840
2021-12-02,2306338650
2021-12-03,2223857790
2021-12-06,2235825900
2021-12-07,2286595080
2021-12-08,2291397570
2021-12-09,2245507110
2021-12-10,2239180020
2021-12-13,2176366500
2021-12-14,2171335320
2021-12-15,2160739350
2021-12-16,2210212620
2021-12-17,2208611790
2021-12-20,2125444860
2021-12-21,2204876520
2021-12-22,2218979070
2021-12-23,2259914580
2021-12-27,2270281860
2021-12-28,2273331060
2021-12-29,2261896560
2021-12-30,2267308890
2021-12-31,2241916600
2022-01-03,2188943680
2022-01-04,2237389000
2022-01-05,2160042500
2022-01-06,2144724120
2022-01-07,2188415460
2022-01-10,2165702000
2022-01-11,2200413600
2022-01-12,2210902540
2022-01-13,2150685460
2022-01-14,2145327800
2022-01-18,2138008179
2022-01-19,2090091080
2022-01-20,2066698480
2022-01-21,1973354460
2022-01-24,1980221320
2022-01-25,1901969300
2022-01-26,1885292640
2022-01-27,1851788400
2022-01-28,1870200640
2022-01-31,1974637280
2022-02-01,1976976540
2022-02-02,1950641000
2022-02-03,1889820240
2022-02-04,2033647000
2022-02-07,1967921340
2022-02-08,1983692480
2022-02-09,2037495460
2022-02-10,1953508480
2022-02-11,1933587040
2022-02-14,1912005480
2022-02-15,1977278379
2022-02-16,1991842159
2022-02-17,1893593240
2022-02-18,1904836780
2022-02-22,1887782820
2022-02-23,1809078040
2022-02-24,1821076180
2022-02-25,1873294500
2022-02-28,1815718520
2022-03-01,1746144400
2022-03-02,1811719140
2022-03-03,1771046200
2022-03-04,1662987480
2022-03-07,1559984580
2022-03-08,1554853300
2022-03-09,1637859300
2022-03-10,1604883280
2022-03-11,1597035440
