,AIV
2010-01-08,1896750000
2010-01-11,1911374999
2010-01-12,1861875000
2010-01-13,1913625000
2010-01-14,1892250000
2010-01-15,1848375000
2010-01-19,1905750000
2010-01-20,1873124999
2010-01-21,1777500000
2010-01-22,1724625000
2010-01-25,1748250000
2010-01-26,1734750000
2010-01-27,1750500000
2010-01-28,1741500000
2010-01-29,1728000000
2010-02-01,1770750000
2010-02-02,1829250000
2010-02-03,1792125000
2010-02-04,1716750000
2010-02-05,1765125000
2010-02-08,1711125000
2010-02-09,1741500000
2010-02-10,1737000000
2010-02-11,1747125000
2010-02-12,1785375000
2010-02-16,1872000000
2010-02-17,1879875000
2010-02-18,1900125000
2010-02-19,1873124999
2010-02-22,1870875000
2010-02-23,1864125000
2010-02-24,1882125000
2010-02-25,1894500000
2010-02-26,1877625000
2010-03-01,1884375000
2010-03-02,1909124999
2010-03-03,1901249999
2010-03-04,1905750000
2010-03-05,1980000000
2010-03-08,2014875000
2010-03-09,2012625000
2010-03-10,2018250000
2010-03-11,1999125000
2010-03-12,1996875000
2010-03-15,1996875000
2010-03-16,2016000000
2010-03-17,2064375000
2010-03-18,2053125000
2010-03-19,2019375000
2010-03-22,2037375000
2010-03-23,2055375000
2010-03-24,2081250000
2010-03-25,2111625000
2010-03-26,2099250000
2010-03-29,2067750000
2010-03-30,2079000000
2010-03-31,2096899000
2010-04-01,2118540000
2010-04-05,2213077000
2010-04-06,2297363000
2010-04-07,2221050000
2010-04-08,2223328000
2010-04-09,2268888000
2010-04-12,2249525000
2010-04-13,2325838000
2010-04-14,2323560000
2010-04-15,2242691000
2010-04-16,2185741000
2010-04-19,2208521000
2010-04-20,2272305000
2010-04-21,2337228000
2010-04-22,2432904000
2010-04-23,2518329000
2010-04-26,2521746000
2010-04-27,2468213000
2010-04-28,2486437000
2010-04-29,2634507000
2010-04-30,2552499000
2010-05-03,2697152000
2010-05-04,2715376000
2010-05-05,2656148000
2010-05-06,2518329000
2010-05-07,2418097000
2010-05-10,2553638000
2010-05-11,2545665000
2010-05-12,2617422000
2010-05-13,2538831000
2010-05-14,2435182000
2010-05-17,2442016000
2010-05-18,2358869000
2010-05-19,2326977000
2010-05-20,2169795000
2010-05-21,2276861000
2010-05-24,2181185000
2010-05-25,2215355000
2010-05-26,2226745000
2010-05-27,2381649000
2010-05-28,2349757000
2010-06-01,2330394000
2010-06-02,2396456000
2010-06-03,2424931000
2010-06-04,2251803000
2010-06-07,2230162000
2010-06-08,2293946000
2010-06-09,2326977000
2010-06-10,2478464000
2010-06-11,2508078000
2010-06-14,2492132000
2010-06-15,2544526000
2010-06-16,2536553000
2010-06-17,2555916000
2010-06-18,2534275000
2010-06-21,2492132000
2010-06-22,2366842000
2010-06-23,2391900000
2010-06-24,2326977000
2010-06-25,2413541000
2010-06-28,2386205000
2010-06-29,2259776000
2010-06-30,2179125000
2010-07-01,2171250000
2010-07-02,2108249999
2010-07-06,2072250000
2010-07-07,2198250000
2010-07-08,2239875000
2010-07-09,2282625000
2010-07-12,2298375000
2010-07-13,2378250000
2010-07-14,2364750000
2010-07-15,2349000000
2010-07-16,2262375000
2010-07-19,2302875000
2010-07-20,2356875000
2010-07-21,2310750000
2010-07-22,2436750000
2010-07-23,2389500000
2010-07-26,2466000000
2010-07-27,2443500000
2010-07-28,2453625000
2010-07-29,2398500000
2010-07-30,2415375000
2010-08-02,2522250000
2010-08-03,2457000000
2010-08-04,2446875000
2010-08-05,2419875000
2010-08-06,2397375000
2010-08-09,2436750000
2010-08-10,2407500000
2010-08-11,2317500000
2010-08-12,2280375000
2010-08-13,2279250000
2010-08-16,2266875000
2010-08-17,2299500000
2010-08-18,2287125000
2010-08-19,2232000000
2010-08-20,2217375000
2010-08-23,2203875000
2010-08-24,2205000000
2010-08-25,2245500000
2010-08-26,2233125000
2010-08-27,2260125000
2010-08-30,2250000000
2010-08-31,2299500000
2010-09-01,2395125000
2010-09-02,2442375000
2010-09-03,2486250000
2010-09-07,2436750000
2010-09-08,2451375000
2010-09-09,2448000000
2010-09-10,2488500000
2010-09-13,2531250000
2010-09-14,2515500000
2010-09-15,2515500000
2010-09-16,2503125000
2010-09-17,2495250000
2010-09-20,2550375000
2010-09-21,2516625000
2010-09-22,2476125000
2010-09-23,2396250000
2010-09-24,2470500000
2010-09-27,2416500000
2010-09-28,2432250000
2010-09-29,2398500000
2010-09-30,2422354000
2010-10-01,2439349000
2010-10-04,2450679000
2010-10-05,2519792000
2010-10-06,2522058000
2010-10-07,2535654000
2010-10-08,2557181000
2010-10-11,2560580000
2010-10-12,2604767000
2010-10-13,2593437000
2010-10-14,2577575000
2010-10-15,2562846000
2010-10-18,2601368000
2010-10-19,2563979000
2010-10-20,2636491000
2010-10-21,2641023000
2010-10-22,2670481000
2010-10-25,2701072000
2010-10-26,2685210000
2010-10-27,2626294000
2010-10-28,2608166000
2010-10-29,2641023000
2010-11-01,2697673000
2010-11-02,2676146000
2010-11-03,2695407000
2010-11-04,2813239000
2010-11-05,2882352000
2010-11-08,2884618000
2010-11-09,2803042000
2010-11-10,2833633000
2010-11-11,2805308000
2010-11-12,2790579000
2010-11-15,2764520000
2010-11-16,2673880000
2010-11-17,2661417000
2010-11-18,2688609000
2010-11-19,2709003000
2010-11-22,2707870000
2010-11-23,2682944000
2010-11-24,2767919000
2010-11-26,2750924000
2010-11-29,2738461000
2010-11-30,2732796000
2010-12-01,2765653000
2010-12-02,2839298000
2010-12-03,2852894000
2010-12-06,2875554000
2010-12-07,2873288000
2010-12-08,2806441000
2010-12-09,2789446000
2010-12-10,2839298000
2010-12-13,2842697000
2010-12-14,2815505000
2010-12-15,2764520000
2010-12-16,2774717000
2010-12-17,2778116000
2010-12-20,2832500000
2010-12-21,2871022000
2010-12-22,2877820000
2010-12-23,2891416000
2010-12-27,2911810000
2010-12-28,2917475000
2010-12-29,2934470000
2010-12-30,2937869000
2010-12-31,2940592000
2011-01-03,2990664000
2011-01-04,2920108000
2011-01-05,2920108000
2011-01-06,2897348000
2011-01-07,2874588000
2011-01-10,2880278000
2011-01-11,2797204000
2011-01-12,2832482000
2011-01-13,2822240000
2011-01-14,2827930000
2011-01-18,2878002000
2011-01-19,2796066000
2011-01-20,2814274000
2011-01-21,2811998000
2011-01-24,2848414000
2011-01-25,2884830000
2011-01-26,2906452000
2011-01-27,2924660000
2011-01-28,2834758000
2011-01-31,2908728000
2011-02-01,2930350000
2011-02-02,2904176000
2011-02-03,2921246000
2011-02-04,2771030000
2011-02-07,2765340000
2011-02-08,2719820000
2011-02-09,2727786000
2011-02-10,2730062000
2011-02-11,2767616000
2011-02-14,2793790000
2011-02-15,2794928000
2011-02-16,2806308000
2011-02-17,2783548000
2011-02-18,2798342000
2011-02-22,2758512000
2011-02-23,2742580000
2011-02-24,2706164000
2011-02-25,2815412000
2011-02-28,2918970000
2011-03-01,2767616000
2011-03-02,2743718000
2011-03-03,2801756000
2011-03-04,2776720000
2011-03-07,2732338000
2011-03-08,2758512000
2011-03-09,2793790000
2011-03-10,2756236000
2011-03-11,2790376000
2011-03-14,2755098000
2011-03-15,2738028000
2011-03-16,2707302000
2011-03-17,2765340000
2011-03-18,2797204000
2011-03-21,2819964000
2011-03-22,2797204000
2011-03-23,2768754000
2011-03-24,2784686000
2011-03-25,2799480000
2011-03-28,2794928000
2011-03-29,2805170000
2011-03-30,2843862000
2011-03-31,2974896000
2011-04-01,2967888000
2011-04-04,2974896000
2011-04-05,2973728000
2011-04-06,2985408000
2011-04-07,2945696000
2011-04-08,2923504000
2011-04-11,2897808000
2011-04-12,2898976000
2011-04-13,2903648000
2011-04-14,2918832000
2011-04-15,2932848000
2011-04-18,2895472000
2011-04-19,2950368000
2011-04-20,3021616000
2011-04-21,3035632000
2011-04-25,3071840000
2011-04-26,3124400000
2011-04-27,3137248000
2011-04-28,3196816000
2011-04-29,3148928000
2011-05-02,3108048000
2011-05-03,3089360000
2011-05-04,3064832000
2011-05-05,3064832000
2011-05-06,3020448000
2011-05-09,3023952000
2011-05-10,3115056000
2011-05-11,3055488000
2011-05-12,3071840000
2011-05-13,3049648000
2011-05-16,3029792000
2011-05-17,3053152000
2011-05-18,3087024000
2011-05-19,3101040000
2011-05-20,3051984000
2011-05-23,3005264000
2011-05-24,2995920000
2011-05-25,3015776000
2011-05-26,3058992000
2011-05-27,3070672000
2011-05-31,3122064000
2011-06-01,3007600000
2011-06-02,2960880000
2011-06-03,2991248000
2011-06-06,2949200000
2011-06-07,3015776000
2011-06-08,3036800000
2011-06-09,3013440000
2011-06-10,2943360000
2011-06-13,2946864000
2011-06-14,2985408000
2011-06-15,2915328000
2011-06-16,2931680000
2011-06-17,2964384000
2011-06-20,3035632000
2011-06-21,3047312000
2011-06-22,2997088000
2011-06-23,2941024000
2011-06-24,2922336000
2011-06-27,2942192000
2011-06-28,2987744000
2011-06-29,3004096000
2011-06-30,2923185000
2011-07-01,2983870000
2011-07-05,3026235000
2011-07-06,3065165000
2011-07-07,3141880000
2011-07-08,3110965000
2011-07-11,3073180000
2011-07-12,3105240000
2011-07-13,3045700000
2011-07-14,3020510000
2011-07-15,3072035000
2011-07-18,3049135000
2011-07-19,3107530000
2011-07-20,3167070000
2011-07-21,3202565000
2011-07-22,3202565000
2011-07-25,3175085000
2011-07-26,3165925000
2011-07-27,3068600000
2011-07-28,3082340000
2011-07-29,3125850000
2011-08-01,3126995000
2011-08-02,3021655000
2011-08-03,3020510000
2011-08-04,2841890000
2011-08-05,2769755000
2011-08-08,2517855000
2011-08-09,2721665000
2011-08-10,2670140000
2011-08-11,2860210000
2011-08-12,2822425000
2011-08-15,2963260000
2011-08-16,2985015000
2011-08-17,2990740000
2011-08-18,2861355000
2011-08-19,2760595000
2011-08-22,2775480000
2011-08-23,2829295000
2011-08-24,2900285000
2011-08-25,2804105000
2011-08-26,2864790000
2011-08-29,2971275000
2011-08-30,2975855000
2011-08-31,3042265000
2011-09-01,2993030000
2011-09-02,2944940000
2011-09-06,2918605000
2011-09-07,3085775000
2011-09-08,3082340000
2011-09-09,2983870000
2011-09-12,3021655000
2011-09-13,3058295000
2011-09-14,3031960000
2011-09-15,3075470000
2011-09-16,3042265000
2011-09-19,2973565000
2011-09-20,2959825000
2011-09-21,2769755000
2011-09-22,2660980000
2011-09-23,2693040000
2011-09-26,2719375000
2011-09-27,2686170000
2011-09-28,2593425000
2011-09-29,2618615000
2011-09-30,2583616000
2011-10-03,2418928000
2011-10-04,2588288000
2011-10-05,2552080000
2011-10-06,2619824000
2011-10-07,2522880000
2011-10-10,2640848000
2011-10-11,2585952000
2011-10-12,2658368000
2011-10-13,2652528000
2011-10-14,2727280000
2011-10-17,2658368000
2011-10-18,2763488000
2011-10-19,2750640000
2011-10-20,2795024000
2011-10-21,2881456000
2011-10-24,2976064000
2011-10-25,2945696000
2011-10-26,2997088000
2011-10-27,3130240000
2011-10-28,2923504000
2011-10-31,2881456000
2011-11-01,2709760000
2011-11-02,2744800000
2011-11-03,2709760000
2011-11-04,2661872000
2011-11-07,2695744000
2011-11-08,2750640000
2011-11-09,2583616000
2011-11-10,2665376000
2011-11-11,2747136000
2011-11-14,2647856000
2011-11-15,2640848000
2011-11-16,2626832000
2011-11-17,2557920000
2011-11-18,2513536000
2011-11-21,2464480000
2011-11-22,2445792000
2011-11-23,2393232000
2011-11-25,2401408000
2011-11-28,2382720000
2011-11-29,2369872000
2011-11-30,2543904000
2011-12-01,2540400000
2011-12-02,2556752000
2011-12-05,2560256000
2011-12-06,2529888000
2011-12-07,2550912000
2011-12-08,2464480000
2011-12-09,2559088000
2011-12-12,2500688000
2011-12-13,2445792000
2011-12-14,2478496000
2011-12-15,2529888000
2011-12-16,2546240000
2011-12-19,2529888000
2011-12-20,2629168000
2011-12-21,2652528000
2011-12-22,2685232000
2011-12-23,2680560000
2011-12-27,2678224000
2011-12-28,2637344000
2011-12-29,2674720000
2011-12-30,2675888000
2012-01-03,2713249000
2012-01-04,2654799000
2012-01-05,2701559000
2012-01-06,2682855000
2012-01-09,2651292000
2012-01-10,2675841000
2012-01-11,2680517000
2012-01-12,2618560000
2012-01-13,2641940000
2012-01-17,2703897000
2012-01-18,2755333000
2012-01-19,2777544000
2012-01-20,2783389000
2012-01-23,2791572000
2012-01-24,2785727000
2012-01-25,2853529000
2012-01-26,2893275000
2012-01-27,2880416000
2012-01-30,2834825000
2012-01-31,2871064000
2012-02-01,2902627000
2012-02-02,2890937000
2012-02-03,2924838000
2012-02-06,2904965000
2012-02-07,2911979000
2012-02-08,2978612000
2012-02-09,2950556000
2012-02-10,2930683000
2012-02-13,2940035000
2012-02-14,2882754000
2012-02-15,2896782000
2012-02-16,2916655000
2012-02-17,2961077000
2012-02-21,2918993000
2012-02-22,2859374000
2012-02-23,2908472000
2012-02-24,2978612000
2012-02-27,2971598000
2012-02-28,2901458000
2012-02-29,2903796000
2012-03-01,2869895000
2012-03-02,2874571000
2012-03-05,2936528000
2012-03-06,2878078000
2012-03-07,2869895000
2012-03-08,2843008000
2012-03-09,2902627000
2012-03-12,2959908000
2012-03-13,3044076000
2012-03-14,3031217000
2012-03-15,3016020000
2012-03-16,3035893000
2012-03-19,3055766000
2012-03-20,3042907000
2012-03-21,3026541000
2012-03-22,2963415000
2012-03-23,2991471000
2012-03-26,3017189000
2012-03-27,3032386000
2012-03-28,3003161000
2012-03-29,3016020000
2012-03-30,3087329000
2012-04-02,4082004000
2012-04-03,4057652000
2012-04-04,4065262000
2012-04-05,4008948000
2012-04-09,3949590000
2012-04-10,3849138000
2012-04-11,3896320000
2012-04-12,3981552000
2012-04-13,3943502000
2012-04-16,4004382000
2012-04-17,4002860000
2012-04-18,3964810000
2012-04-19,3945024000
2012-04-20,3987640000
2012-04-23,3978508000
2012-04-24,4092658000
2012-04-25,4132230000
2012-04-26,4136796000
2012-04-27,4135274000
2012-04-30,4132230000
2012-05-01,4168758000
2012-05-02,4123098000
2012-05-03,4126142000
2012-05-04,4133752000
2012-05-07,4187022000
2012-05-08,4162670000
2012-05-09,4220506000
2012-05-10,4226594000
2012-05-11,4180934000
2012-05-14,4142884000
2012-05-15,4129186000
2012-05-16,4063740000
2012-05-17,3932848000
2012-05-18,3919150000
2012-05-21,3980030000
2012-05-22,3995250000
2012-05-23,4042432000
2012-05-24,4071350000
2012-05-25,4065262000
2012-05-29,4162670000
2012-05-30,4078960000
2012-05-31,4120054000
2012-06-01,3992206000
2012-06-04,3955678000
2012-06-05,4040910000
2012-06-06,4129186000
2012-06-07,4100268000
2012-06-08,4135274000
2012-06-11,4063740000
2012-06-12,4124620000
2012-06-13,4065262000
2012-06-14,4158104000
2012-06-15,4168758000
2012-06-18,4212896000
2012-06-19,4223550000
2012-06-20,4226594000
2012-06-21,4056130000
2012-06-22,4045475999
2012-06-25,4030256000
2012-06-26,4033300000
2012-06-27,4028734000
2012-06-28,4060696000
2012-06-29,4113966000
2012-07-02,3845410000
2012-07-03,3873530000
2012-07-05,3848222000
2012-07-06,3848222000
2012-07-09,3883372000
2012-07-10,3814478000
2012-07-11,3822914000
2012-07-12,3870718000
2012-07-13,3941018000
2012-07-16,3943830000
2012-07-17,3974762000
2012-07-18,3932582000
2012-07-19,3883372000
2012-07-20,3852440000
2012-07-23,3829944000
2012-07-24,3791982000
2012-07-25,3801824000
2012-07-26,3789170000
2012-07-27,3824320000
2012-07-30,3886184000
2012-07-31,3856658000
2012-08-01,3807447999
2012-08-02,3779328000
2012-08-03,3754020000
2012-08-06,3763862000
2012-08-07,3723088000
2012-08-08,3678096000
2012-08-09,3671066000
2012-08-10,3661224000
2012-08-13,3655600000
2012-08-14,3659818000
2012-08-15,3641540000
2012-08-16,3685126000
2012-08-17,3709028000
2012-08-20,3694968000
2012-08-21,3704810000
2012-08-22,3746990000
2012-08-23,3754020000
2012-08-24,3776516000
2012-08-27,3776516000
2012-08-28,3776516000
2012-08-29,3751208000
2012-08-30,3734336000
2012-08-31,3723088000
2012-09-04,3752614000
2012-09-05,3758238000
2012-09-06,3789170000
2012-09-07,3825726000
2012-09-10,3748396000
2012-09-11,3735742000
2012-09-12,3739960000
2012-09-13,3769486000
2012-09-14,3855252000
2012-09-17,3858064000
2012-09-18,3821508000
2012-09-19,3818696000
2012-09-20,3693562000
2012-09-21,3746990000
2012-09-24,3704810000
2012-09-25,3641540000
2012-09-26,3648570000
2012-09-27,3666847999
2012-09-28,3654194000
2012-10-01,3694600000
2012-10-02,3707650000
2012-10-03,3688800000
2012-10-04,3665600000
2012-10-05,3694600000
2012-10-08,3675750000
2012-10-09,3687350000
2012-10-10,3742450000
2012-10-11,3687350000
2012-10-12,3690250000
2012-10-15,3729400000
2012-10-16,3764200000
2012-10-17,3762750000
2012-10-18,3846850000
2012-10-19,3894700000
2012-10-22,3868600000
2012-10-23,3842500000
2012-10-24,3865700000
2012-10-25,3857000000
2012-10-26,3822200000
2012-10-31,3870050000
2012-11-01,3906300000
2012-11-02,3793200000
2012-11-05,3761300000
2012-11-06,3810600000
2012-11-07,3787400000
2012-11-08,3726500000
2012-11-09,3680100000
2012-11-12,3674300000
2012-11-13,3661250000
2012-11-14,3532200000
2012-11-15,3523500000
2012-11-16,3553950000
2012-11-19,3571350000
2012-11-20,3588750000
2012-11-21,3552500000
2012-11-23,3580050000
2012-11-26,3601800000
2012-11-27,3652550000
2012-11-28,3633700000
2012-11-29,3662700000
2012-11-30,3635150000
2012-12-03,3629350000
2012-12-04,3662700000
2012-12-05,3638050000
2012-12-06,3693150000
2012-12-07,3694600000
2012-12-10,3696050000
2012-12-11,3706200000
2012-12-12,3719250000
2012-12-13,3697500000
2012-12-14,3706200000
2012-12-17,3739550000
2012-12-18,3781599999
2012-12-19,3791750000
2012-12-20,3870050000
2012-12-21,3875850000
2012-12-24,3900500000
2012-12-26,3875850000
2012-12-27,3913550000
2012-12-28,3880200000
2012-12-31,3818166000
2013-01-02,3861907000
2013-01-03,3874606000
2013-01-04,3873195000
2013-01-07,3884483000
2013-01-08,3870373000
2013-01-09,3885894000
2013-01-10,3873195000
2013-01-11,3844975000
2013-01-14,3866140000
2013-01-15,3888716000
2013-01-16,3919758000
2013-01-17,3908470000
2013-01-18,3892949000
2013-01-22,3887305000
2013-01-23,3940923000
2013-01-24,3928224000
2013-01-25,3949389000
2013-01-28,3928224000
2013-01-29,3955033000
2013-01-30,3894360000
2013-01-31,3849208000
2013-02-01,3864729000
2013-02-04,3894360000
2013-02-05,3830865000
2013-02-06,3887305000
2013-02-07,3890127000
2013-02-08,4031227000
2013-02-11,4080612000
2013-02-12,4114476000
2013-02-13,4077790000
2013-02-14,4087667000
2013-02-15,4108832000
2013-02-19,4173737999
2013-02-20,4190670000
2013-02-21,4173737999
2013-02-22,4209012999
2013-02-25,4155395000
2013-02-26,4162450000
2013-02-27,4165272000
2013-02-28,4179382000
2013-03-01,4199136000
2013-03-04,4225945000
2013-03-05,4283796000
2013-03-06,4297906000
2013-03-07,4264042000
2013-03-08,4290851000
2013-03-11,4264042000
2013-03-12,4242877000
2013-03-13,4242877000
2013-03-14,4352935000
2013-03-15,4337414000
2013-03-18,4292262000
2013-03-19,4272508000
2013-03-20,4285207000
2013-03-21,4248521000
2013-03-22,4225945000
2013-03-25,4242877000
2013-03-26,4310605000
2013-03-27,4299317000
2013-03-28,4326126000
2013-04-01,4396358000
2013-04-02,4379246000
2013-04-03,4403488000
2013-04-04,4481918000
2013-04-05,4506160000
2013-04-08,4523272000
2013-04-09,4514716000
2013-04-10,4497604000
2013-04-11,4518994000
2013-04-12,4511864000
2013-04-15,4469084000
2013-04-16,4477640000
2013-04-17,4423452000
2013-04-18,4396358000
2013-04-19,4437712000
2013-04-22,4419174000
2013-04-23,4423452000
2013-04-24,4439138000
2013-04-25,4410618000
2013-04-26,4383524000
2013-04-29,4424878000
2013-04-30,4436286000
2013-05-01,4410618000
2013-05-02,4410618000
2013-05-03,4343596000
2013-05-06,4433434000
2013-05-07,4464806000
2013-05-08,4471936000
2013-05-09,4484770000
2013-05-10,4547514000
2013-05-13,4590294000
2013-05-14,4667298000
2013-05-15,4705800000
2013-05-16,4697244000
2013-05-17,4717208000
2013-05-20,4717208000
2013-05-21,4734320000
2013-05-22,4611684000
2013-05-23,4544662000
2013-05-24,4507586000
2013-05-28,4451972000
2013-05-29,4309372000
2013-05-30,4325058000
2013-05-31,4315076000
2013-06-03,4419174000
2013-06-04,4329336000
2013-06-05,4272296000
2013-06-06,4280852000
2013-06-07,4248054000
2013-06-10,4209552000
2013-06-11,4118288000
2013-06-12,4028450000
2013-06-13,4158216000
2013-06-14,4125418000
2013-06-17,4108306000
2013-06-18,4118288000
2013-06-19,4012764000
2013-06-20,3930056000
2013-06-21,3977114000
2013-06-24,4002782000
2013-06-25,4123992000
2013-06-26,4195292000
2013-06-27,4275148000
2013-06-28,4283704000
2013-07-01,4221364000
2013-07-02,4265043000
2013-07-03,4225591000
2013-07-05,4212910000
2013-07-08,4208683000
2013-07-09,4287587000
2013-07-10,4287587000
2013-07-11,4398898000
2013-07-12,4352401000
2013-07-15,4380581000
2013-07-16,4386217000
2013-07-17,4407352000
2013-07-18,4432714000
2013-07-19,4335493000
2013-07-22,4369309000
2013-07-23,4393262000
2013-07-24,4287587000
2013-07-25,4315767000
2013-07-26,4332675000
2013-07-29,4280542000
2013-07-30,4256589000
2013-07-31,4139642000
2013-08-01,4145278000
2013-08-02,4087509000
2013-08-05,4111462000
2013-08-06,4118507000
2013-08-07,4086100000
2013-08-08,4081873000
2013-08-09,4115689000
2013-08-12,4087509000
2013-08-13,4052284000
2013-08-14,4049466000
2013-08-15,3980425000
2013-08-16,3894476000
2013-08-19,3867705000
2013-08-20,3959290000
2013-08-21,3970562000
2013-08-22,3983243000
2013-08-23,4005787000
2013-08-26,3962108000
2013-08-27,3957881000
2013-08-28,3911384000
2013-08-29,3901521000
2013-08-30,3878977000
2013-09-03,3838116000
2013-09-04,3895885000
2013-09-05,3850796999
2013-09-06,3905748000
2013-09-09,3973380000
2013-09-10,3973380000
2013-09-11,4007196000
2013-09-12,4011423000
2013-09-13,4024104000
2013-09-16,4052284000
2013-09-17,4012832000
2013-09-18,4194593000
2013-09-19,4176276000
2013-09-20,4087509000
2013-09-23,4008605000
2013-09-24,3960699000
2013-09-25,3974789000
2013-09-26,3988879000
2013-09-27,3971971000
2013-09-30,4068064000
2013-10-01,4114656000
2013-10-02,4088447999
2013-10-03,4022928000
2013-10-04,4041856000
2013-10-07,4056416000
2013-10-08,3985072000
2013-10-09,4015647999
2013-10-10,4110288000
2013-10-11,4178720000
2013-10-14,4171440000
2013-10-15,4171440000
2013-10-16,4236960000
2013-10-17,4283552000
2013-10-18,4271904000
2013-10-21,4241328000
2013-10-22,4264624000
2013-10-23,4283552000
2013-10-24,4204928000
2013-10-25,4276272000
2013-10-28,4257344000
2013-10-29,4171440000
2013-10-30,4104464000
2013-10-31,4073888000
2013-11-01,4025840000
2013-11-04,4053504000
2013-11-05,4009824000
2013-11-06,4006912000
2013-11-07,3870047999
2013-11-08,3858400000
2013-11-11,3855488000
2013-11-12,3843840000
2013-11-13,3848208000
2013-11-14,3827824000
2013-11-15,3820544000
2013-11-18,3771040000
2013-11-19,3762304000
2013-11-20,3712800000
2013-11-21,3744832000
2013-11-22,3727360000
2013-11-25,3718624000
2013-11-26,3663296000
2013-11-27,3688047999
2013-11-29,3656016000
2013-12-02,3640000000
2013-12-03,3640000000
2013-12-04,3760847999
2013-12-05,3750656000
2013-12-06,3763760000
2013-12-09,3791424000
2013-12-10,3797247999
2013-12-11,3715712000
2013-12-12,3705520000
2013-12-13,3737552000
2013-12-16,3744832000
2013-12-17,3755024000
2013-12-18,3794336000
2013-12-19,3741920000
2013-12-20,3769584000
2013-12-23,3752112000
2013-12-24,3766672000
2013-12-26,3772496000
2013-12-27,3794336000
2013-12-30,3803072000
2013-12-31,3655901000
2014-01-02,3655901000
2014-01-03,3655901000
2014-01-06,3661545000
2014-01-07,3646024000
2014-01-08,3633325000
2014-01-09,3629092000
2014-01-10,3726451000
2014-01-13,3709519000
2014-01-14,3765959000
2014-01-15,3770192000
2014-01-16,3794179000
2014-01-17,3828043000
2014-01-21,3833687000
2014-01-22,3856262999
2014-01-23,3816755000
2014-01-24,3771603000
2014-01-27,3754671000
2014-01-28,3820987999
2014-01-29,3853441000
2014-01-30,3926812999
2014-01-31,3946567000
2014-02-03,3911292000
2014-02-04,3953622000
2014-02-05,4001596000
2014-02-06,4056625000
2014-02-07,4165272000
2014-02-10,4255576000
2014-02-11,4256987000
2014-02-12,4197725000
2014-02-13,4231589000
2014-02-14,4196314000
2014-02-18,4201958000
2014-02-19,4199136000
2014-02-20,4131408000
2014-02-21,4158217000
2014-02-24,4172327000
2014-02-25,4204780000
2014-02-26,4199136000
2014-02-27,4206191000
2014-02-28,4217479000
2014-03-03,4289440000
2014-03-04,4386799000
2014-03-05,4385388000
2014-03-06,4328948000
2014-03-07,4323304000
2014-03-10,4288029000
2014-03-11,4292262000
2014-03-12,4275330000
2014-03-13,4254165000
2014-03-14,4292262000
2014-03-17,4299317000
2014-03-18,4280974000
2014-03-19,4186437000
2014-03-20,4261220000
2014-03-21,4279562999
2014-03-24,4230178000
2014-03-25,4304961000
2014-03-26,4211835000
2014-03-27,4210424000
2014-03-28,4223123000
2014-03-31,4330526000
2014-04-01,4300433000
2014-04-02,4304732000
2014-04-03,4321928000
2014-04-04,4327660000
2014-04-07,4300433000
2014-04-08,4329093000
2014-04-09,4297567000
2014-04-10,4241680000
2014-04-11,4171463000
2014-04-14,4181494000
2014-04-15,4188659000
2014-04-16,4267474000
2014-04-17,4245979000
2014-04-21,4281804000
2014-04-22,4349155000
2014-04-23,4306165000
2014-04-24,4370650000
2014-04-25,4360619000
2014-04-28,4395011000
2014-04-29,4402176000
2014-04-30,4417939000
2014-05-01,4463795000
2014-05-02,4495321000
2014-05-05,4509651000
2014-05-06,4501053000
2014-05-07,4555507000
2014-05-08,4554074000
2014-05-09,4513950000
2014-05-12,4522548000
2014-05-13,4478125000
2014-05-14,4433702000
2014-05-15,4430836000
2014-05-16,4485290000
2014-05-19,4465228000
2014-05-20,4472393000
2014-05-21,4455197000
2014-05-22,4449465000
2014-05-23,4476692000
2014-05-27,4505352000
2014-05-28,4489589000
2014-05-29,4501053000
2014-05-30,4511084000
2014-06-02,4508218000
2014-06-03,4518249000
2014-06-04,4528280000
2014-06-05,4575569000
2014-06-06,4556940000
2014-06-09,4491022000
2014-06-10,4512517000
2014-06-11,4522548000
2014-06-12,4519682000
2014-06-13,4595631000
2014-06-16,4565538000
2014-06-17,4525414000
2014-06-18,4554074000
2014-06-19,4584167000
2014-06-20,4594198000
2014-06-23,4592765000
2014-06-24,4598497000
2014-06-25,4621425000
2014-06-26,4619992000
2014-06-27,4662982000
2014-06-30,4559751000
2014-07-01,4559751000
2014-07-02,4575294000
2014-07-03,4562577000
2014-07-07,4583772000
2014-07-08,4634640000
2014-07-09,4647357000
2014-07-10,4669965000
2014-07-11,4682682000
2014-07-14,4716594000
2014-07-15,4751919000
2014-07-16,4770288000
2014-07-17,4757571000
2014-07-18,4798548000
2014-07-21,4771701000
2014-07-22,4784418000
2014-07-23,4799961000
2014-07-24,4794309000
2014-07-25,4757571000
2014-07-28,4788657000
2014-07-29,4788657000
2014-07-30,4849416000
2014-07-31,4829634000
2014-08-01,4740615000
2014-08-04,4798548000
2014-08-05,4744854000
2014-08-06,4716594000
2014-08-07,4686921000
2014-08-08,4696812000
2014-08-11,4712355000
2014-08-12,4698225000
2014-08-13,4725072000
2014-08-14,4699638000
2014-08-15,4709529000
2014-08-18,4760397000
2014-08-19,4788657000
2014-08-20,4826807999
2014-08-21,4823982000
2014-08-22,4807026000
2014-08-25,4778766000
2014-08-26,4822569000
