,ATO
2009-07-16,2383050720
2009-07-17,2376600080
2009-07-20,2397795040
2009-07-21,2422676080
2009-07-22,2412539360
2009-07-23,2448478640
2009-07-24,2487182480
2009-07-27,2481653360
2009-07-28,2502848320
2009-07-29,2482574880
2009-07-30,2504691360
2009-07-31,2502848320
2009-08-03,2544316720
2009-08-04,2551688880
2009-08-05,2543395200
2009-08-06,2521278720
2009-08-07,2553531920
2009-08-10,2565511680
2009-08-11,2563668640
2009-08-12,2571040800
2009-08-13,2580256000
2009-08-14,2557218000
2009-08-17,2542473680
2009-08-18,2546159760
2009-08-19,2563668640
2009-08-20,2568276240
2009-08-21,2571040800
2009-08-24,2595000320
2009-08-25,2570119280
2009-08-26,2567354720
2009-08-27,2570119280
2009-08-28,2536944560
2009-08-31,2510220480
2009-09-01,2493633120
2009-09-02,2495476160
2009-09-03,2503769840
2009-09-04,2509298960
2009-09-08,2548924320
2009-09-09,2549845840
2009-09-10,2548002800
2009-09-11,2572883840
2009-09-14,2583020560
2009-09-15,2616195280
2009-09-16,2653977600
2009-09-17,2632782640
2009-09-18,2627253520
2009-09-21,2619881360
2009-09-22,2597764880
2009-09-23,2602372480
2009-09-24,2597764880
2009-09-25,2589471200
2009-09-28,2608823120
2009-09-29,2605137040
2009-09-30,2596843360
2009-10-01,2559982560
2009-10-02,2550767360
2009-10-05,2621724400
2009-10-06,2628175040
2009-10-07,2648448480
2009-10-08,2664114320
2009-10-09,2663192800
2009-10-12,2691759920
2009-10-13,2672408000
2009-10-14,2655820640
2009-10-15,2673329520
2009-10-16,2663192800
2009-10-19,2700053600
2009-10-20,2703739680
2009-10-21,2677015600
2009-10-22,2682544720
2009-10-23,2642919360
2009-10-26,2643840880
2009-10-27,2657663680
2009-10-28,2634625680
2009-10-29,2661349760
2009-10-30,2566433200
2009-11-02,2553531920
2009-11-03,2593157280
2009-11-04,2592235760
2009-11-05,2670564960
2009-11-06,2653977600
2009-11-09,2688073840
2009-11-10,2694524480
2009-11-11,2641997840
2009-11-12,2591314240
2009-11-13,2603294000
2009-11-16,2655820640
2009-11-17,2681623200
2009-11-18,2656742160
2009-11-19,2573805360
2009-11-20,2587628160
2009-11-23,2579334480
2009-11-24,2601450960
2009-11-25,2605137040
2009-11-27,2566433200
2009-11-30,2524043280
2009-12-01,2536944560
2009-12-02,2547081280
2009-12-03,2582099040
2009-12-04,2602372480
2009-12-07,2651213040
2009-12-08,2622645920
2009-12-09,2604215520
2009-12-10,2639233280
2009-12-11,2671486480
2009-12-14,2700975120
2009-12-15,2706504240
2009-12-16,2706504240
2009-12-17,2699132080
2009-12-18,2704661200
2009-12-21,2720327040
2009-12-22,2735992880
2009-12-23,2747972640
2009-12-24,2767324560
2009-12-28,2770089120
2009-12-29,2770089120
2009-12-30,2753501760
2009-12-31,2720029200
2010-01-04,2731131360
2010-01-05,2702450780
2010-01-06,2703375960
2010-01-07,2677470920
2010-01-08,2633062280
2010-01-11,2648790340
2010-01-12,2647865160
2010-01-13,2670994660
2010-01-14,2672845020
2010-01-15,2651565880
2010-01-19,2692273800
2010-01-20,2669144300
2010-01-21,2641388900
2010-01-22,2602531340
2010-01-25,2630286740
2010-01-26,2615483860
2010-01-27,2594204720
2010-01-28,2592354360
2010-01-29,2555347160
2010-02-01,2553496800
2010-02-02,2559973060
2010-02-03,2554421980
2010-02-04,2531292480
2010-02-05,2522040680
2010-02-08,2470230600
2010-02-09,2475781680
2010-02-10,2453577360
2010-02-11,2493360100
2010-02-12,2497060820
2010-02-16,2518339960
2010-02-17,2534993200
2010-02-18,2533142840
2010-02-19,2570150040
2010-02-22,2590504000
2010-02-23,2542394640
2010-02-24,2536843560
2010-02-25,2528516940
2010-02-26,2540544280
2010-03-01,2584027740
2010-03-02,2595129900
2010-03-03,2618259400
2010-03-04,2613633500
2010-03-05,2646014800
2010-03-08,2646939980
2010-03-09,2632137100
2010-03-10,2649715520
2010-03-11,2657116960
2010-03-12,2664518400
2010-03-15,2664518400
2010-03-16,2674695380
2010-03-17,2689498260
2010-03-18,2684872360
2010-03-19,2678396100
2010-03-22,2678396100
2010-03-23,2682096820
2010-03-24,2667293940
2010-03-25,2625660840
2010-03-26,2619184580
2010-03-29,2647865160
2010-03-30,2670994660
2010-03-31,2646953360
2010-04-01,2682159600
2010-04-05,2722924720
2010-04-06,2746086720
2010-04-07,2736821920
2010-04-08,2698836240
2010-04-09,2717365840
2010-04-12,2707174560
2010-04-13,2690497920
2010-04-14,2687718480
2010-04-15,2702542160
2010-04-16,2707174560
2010-04-19,2703468640
2010-04-20,2722924720
2010-04-21,2723851200
2010-04-22,2735895440
2010-04-23,2777587040
2010-04-26,2771101680
2010-04-27,2729410080
2010-04-28,2757204480
2010-04-29,2759983920
2010-04-30,2740527840
2010-05-03,2764616320
2010-05-04,2713659920
2010-05-05,2667335920
2010-05-06,2572834960
2010-05-07,2532069840
2010-05-10,2606188240
2010-05-11,2645100400
2010-05-12,2673821280
2010-05-13,2664556480
2010-05-14,2604335280
2010-05-17,2638615040
2010-05-18,2638615040
2010-05-19,2628423760
2010-05-20,2517246160
2010-05-21,2482966400
2010-05-24,2478334000
2010-05-25,2446833680
2010-05-26,2459804400
2010-05-27,2513540240
2010-05-28,2512613760
2010-06-01,2451466080
2010-06-02,2510760800
2010-06-03,2539481680
2010-06-04,2455172000
2010-06-07,2475554560
2010-06-08,2520025600
2010-06-09,2495010640
2010-06-10,2584879200
2010-06-11,2583026240
2010-06-14,2581173280
2010-06-15,2607114720
2010-06-16,2629350240
2010-06-17,2639541520
2010-06-18,2656218160
2010-06-21,2648806320
2010-06-22,2603408800
2010-06-23,2567276080
2010-06-24,2558937760
2010-06-25,2584879200
2010-06-28,2594144000
2010-06-29,2520952080
2010-06-30,2435817280
2010-07-01,2419602520
2010-07-02,2415999240
2010-07-06,2429511540
2010-07-07,2506982060
2010-07-08,2559229620
2010-07-09,2557427980
2010-07-12,2562832900
2010-07-13,2599766520
2010-07-14,2587155040
2010-07-15,2589857500
2010-07-16,2524097640
2010-07-19,2563733720
2010-07-20,2586254220
2010-07-21,2561031260
2010-07-22,2601568160
2010-07-23,2610576360
2010-07-26,2656518180
2010-07-27,2685344420
2010-07-28,2650212440
2010-07-29,2631295220
2010-07-30,2612378000
2010-08-02,2639402600
2010-08-03,2643906700
2010-08-04,2660121460
2010-08-05,2666427200
2010-08-06,2661923100
2010-08-09,2644807520
2010-08-10,2626791120
2010-08-11,2603369800
2010-08-12,2579047660
2010-08-13,2583551760
2010-08-16,2589857500
2010-08-17,2612378000
2010-08-18,2614179640
2010-08-19,2573642740
2010-08-20,2585353400
2010-08-23,2565535360
2010-08-24,2551122240
2010-08-25,2572741920
2010-08-26,2570940280
2010-08-27,2601568160
2010-08-30,2544816500
2010-08-31,2549320600
2010-09-01,2608774720
2010-09-02,2606072260
2010-09-03,2624989480
2010-09-07,2579948480
2010-09-08,2563733720
2010-09-09,2589857500
2010-09-10,2593460780
2010-09-13,2615080460
2010-09-14,2602468980
2010-09-15,2590758320
2010-09-16,2572741920
2010-09-17,2566436180
2010-09-20,2589857500
2010-09-21,2576345200
2010-09-22,2585353400
2010-09-23,2574543560
2010-09-24,2606973080
2010-09-27,2615981280
2010-09-28,2617782920
2010-09-29,2613278820
2010-09-30,2634898500
2010-10-01,2648410800
2010-10-04,2648410800
2010-10-05,2651113260
2010-10-06,2645708340
2010-10-07,2648410800
2010-10-08,2643005880
2010-10-11,2638501780
2010-10-12,2623187840
2010-10-13,2633096860
2010-10-14,2628592760
2010-10-15,2628592760
2010-10-18,2636700140
2010-10-19,2628592760
2010-10-20,2639402600
2010-10-21,2624989480
2010-10-22,2622287020
2010-10-25,2621386200
2010-10-26,2630394400
2010-10-27,2640303420
2010-10-28,2656518180
2010-10-29,2652914900
2010-11-01,2660121460
2010-11-02,2683542780
2010-11-03,2685344420
2010-11-04,2737591980
2010-11-05,2739393620
2010-11-08,2730385420
2010-11-09,2715071480
2010-11-10,2733087880
2010-11-11,2721377220
2010-11-12,2717773940
2010-11-15,2734889520
2010-11-16,2706063280
2010-11-17,2716873120
2010-11-18,2751104280
2010-11-19,2746600180
2010-11-22,2759211660
2010-11-23,2699757540
2010-11-24,2733087880
2010-11-26,2717773940
2010-11-29,2723178860
2010-11-30,2708765740
2010-12-01,2754707560
2010-12-02,2826773160
2010-12-03,2857401040
2010-12-06,2845690380
2010-12-07,2811459220
2010-12-08,2784434620
2010-12-09,2775426420
2010-12-10,2801550200
2010-12-13,2809657580
2010-12-14,2836682180
2010-12-15,2797046100
2010-12-16,2820467420
2010-12-17,2823169880
2010-12-20,2807855940
2010-12-21,2812360040
2010-12-22,2824070700
2010-12-23,2816864140
2010-12-27,2823169880
2010-12-28,2824971520
2010-12-29,2834880540
2010-12-30,2832178080
2010-12-31,2815675200
2011-01-03,2844553920
2011-01-04,2843651460
2011-01-05,2853578520
2011-01-06,2861700660
2011-01-07,2864408040
2011-01-10,2851773600
2011-01-11,2882457240
2011-01-12,2905018740
2011-01-13,2941117140
2011-01-14,2990752440
2011-01-18,3030460680
2011-01-19,3019631160
2011-01-20,2973605700
2011-01-21,2977215540
2011-01-24,2978118000
2011-01-25,2980825380
2011-01-26,2979922920
2011-01-27,2975410620
2011-01-28,2943824520
2011-01-31,2942019600
2011-02-01,2994362280
2011-02-02,2987142600
2011-02-03,2988947520
2011-02-04,2984435220
2011-02-07,3000679500
2011-02-08,3022338540
2011-02-09,3012411480
2011-02-10,3043095120
2011-02-11,3023241000
2011-02-14,3023241000
2011-02-15,3032265600
2011-02-16,3047607420
2011-02-17,3062046780
2011-02-18,3080095980
2011-02-22,3074681220
2011-02-23,3011509020
2011-02-24,3001581960
2011-02-25,3043997579
2011-02-28,3052119720
2011-03-01,3055729560
2011-03-02,3094535340
2011-03-03,3145073100
2011-03-04,3136048500
2011-03-07,3143268180
2011-03-08,3156805079
2011-03-09,3139658340
2011-03-10,3061144320
2011-03-11,3069266460
2011-03-14,3044900040
2011-03-15,2984435220
2011-03-16,2973605700
2011-03-17,2979020460
2011-03-18,2998874579
2011-03-21,3059339400
2011-03-22,3038582820
2011-03-23,3026850840
2011-03-24,3029558220
2011-03-25,3038582820
2011-03-28,3025948380
2011-03-29,3023241000
2011-03-30,3054827100
2011-03-31,3073330700
2011-04-01,3116591660
2011-04-04,3104875150
2011-04-05,3105776420
2011-04-06,3097664990
2011-04-07,3051700220
2011-04-08,3046292599
2011-04-11,3020155770
2011-04-12,2968783380
2011-04-13,2975092270
2011-04-14,2991315130
2011-04-15,3022859580
2011-04-18,2969684650
2011-04-19,2971487190
2011-04-20,3017451959
2011-04-21,3012044340
2011-04-25,3014748150
2011-04-26,3064318000
2011-04-27,3102171340
2011-04-28,3127406900
2011-04-29,3144531030
2011-05-02,3119295470
2011-05-03,3120196740
2011-05-04,3084145940
2011-05-05,3059811650
2011-05-06,3082343400
2011-05-09,3119295470
2011-05-10,3149037380
2011-05-11,3101270069
2011-05-12,3095862450
2011-05-13,3068824349
2011-05-16,3032773550
2011-05-17,3007537990
2011-05-18,3024662120
2011-05-19,3049897680
2011-05-20,3048996410
2011-05-23,2981401160
2011-05-24,2965178300
2011-05-25,2967882110
2011-05-26,2973289730
2011-05-27,2982302430
2011-05-31,3005735450
2011-06-01,2965178300
2011-06-02,2929127500
2011-06-03,2875952570
2011-06-06,2864236060
2011-06-07,2860630980
2011-06-08,2871446220
2011-06-09,2858828440
2011-06-10,2846210660
2011-06-13,2834494150
2011-06-14,2853420820
2011-06-15,2824580180
2011-06-16,2839000500
2011-06-17,2875952570
2011-06-20,2899385590
2011-06-21,2912003370
2011-06-22,2910200830
2011-06-23,2907497020
2011-06-24,2911102099
2011-06-27,2915608450
2011-06-28,2939041470
2011-06-29,2983203700
2011-06-30,3000945500
2011-07-01,3055097900
2011-07-05,3037047100
2011-07-06,3067733460
2011-07-07,3068636000
2011-07-08,3064123300
2011-07-11,3037949639
2011-07-12,3043364880
2011-07-13,3046072500
2011-07-14,3031631860
2011-07-15,3056902980
2011-07-18,3001848040
2011-07-19,3016288680
2011-07-20,3057805520
2011-07-21,3093004580
2011-07-22,3083979180
2011-07-25,3088491880
2011-07-26,3064123300
2011-07-27,3049682660
2011-07-28,3030729320
2011-07-29,3017191220
2011-08-01,3060513139
2011-08-02,3037949639
2011-08-03,3041559800
2011-08-04,2887225460
2011-08-05,2827657820
2011-08-08,2605632980
2011-08-09,2795166380
2011-08-10,2704912380
2011-08-11,2816827340
2011-08-12,2815022260
2011-08-15,2906178800
2011-08-16,2913399120
2011-08-17,2931449919
2011-08-18,2882712760
2011-08-19,2865564500
2011-08-22,2843001000
2011-08-23,2906178800
2011-08-24,2993725180
2011-08-25,2926937220
2011-08-26,2910691500
2011-08-29,2981992160
2011-08-30,3015386139
2011-08-31,3027119160
2011-09-01,3082174100
2011-09-02,3019898840
2011-09-06,2975674380
2011-09-07,3060513139
2011-09-08,3097517280
2011-09-09,2984699780
2011-09-12,2985602320
2011-09-13,2971161680
2011-09-14,3016288680
2011-09-15,3037047100
2011-09-16,3023509000
2011-09-19,3020801380
2011-09-20,3037047100
2011-09-21,2917009280
2011-09-22,2805094320
2011-09-23,2827657820
2011-09-26,2837585760
2011-09-27,2889030540
2011-09-28,2802386700
2011-09-29,2973869300
2011-09-30,2928742300
2011-10-03,2795166380
2011-10-04,2816827340
2011-10-05,2889030540
2011-10-06,2932352460
2011-10-07,2882712760
2011-10-10,2944988020
2011-10-11,2931449919
2011-10-12,2939572780
2011-10-13,2985602320
2011-10-14,2992822639
2011-10-17,2963038820
2011-10-18,3008165820
2011-10-19,2998237880
2011-10-20,2992822639
2011-10-21,3034339480
2011-10-24,3068636000
2011-10-25,3014483600
2011-10-26,3037949639
2011-10-27,3156182380
2011-10-28,3148962060
2011-10-31,3097517280
2011-11-01,2981089620
2011-11-02,3050585199
2011-11-03,3148059520
2011-11-04,3167915400
2011-11-07,3170623020
2011-11-08,3194991600
2011-11-09,3097517280
2011-11-10,3117373160
2011-11-11,3190478900
2011-11-14,3151669680
2011-11-15,3160695080
2011-11-16,3159792540
2011-11-17,3148962060
2011-11-18,3154377300
2011-11-21,3077661400
2011-11-22,2988309940
2011-11-23,2936865160
2011-11-25,2931449919
2011-11-28,2958526120
2011-11-29,3005458199
2011-11-30,3087589340
2011-12-01,3081271560
2011-12-02,2935060080
2011-12-05,3003653120
2011-12-06,2999140419
2011-12-07,2965746440
2011-12-08,2919716900
2011-12-09,2966648980
2011-12-12,2917009280
2011-12-13,2897153400
2011-12-14,2887225460
2011-12-15,2925132139
2011-12-16,2955818500
2011-12-19,2900763560
2011-12-20,2954013419
2011-12-21,2981089620
2011-12-22,2991920100
2011-12-23,3000945500
2011-12-27,3027119160
2011-12-28,3018996300
2011-12-29,3037949639
2011-12-30,3009970900
2012-01-03,2984163000
2012-01-04,2968859599
2012-01-05,2957157000
2012-01-06,2939153000
2012-01-09,2914847600
2012-01-10,2904945400
2012-01-11,2924749800
2012-01-12,2920248800
2012-01-13,2906745800
2012-01-17,2911246800
2012-01-18,2924749800
2012-01-19,2894143000
2012-01-20,2931051200
2012-01-23,2931951400
2012-01-24,2900444400
2012-01-25,2934652000
2012-01-26,2971560200
2012-01-27,2911246800
2012-01-30,2891442400
2012-01-31,2917548199
2012-02-01,2936452400
2012-02-02,2936452400
2012-02-03,2952655999
2012-02-06,2934652000
2012-02-07,2958957400
2012-02-08,2914847600
2012-02-09,2894143000
2012-02-10,2841031200
2012-02-13,2858135000
2012-02-14,2839230800
2012-02-15,2831129000
2012-02-16,2848232800
2012-02-17,2862636000
2012-02-21,2888741800
2012-02-22,2879739800
2012-02-23,2885140999
2012-02-24,2851833600
2012-02-27,2824827600
2012-02-28,2780717800
2012-02-29,2766314600
2012-03-01,2794220800
2012-03-02,2786119000
2012-03-05,2811324600
2012-03-06,2768115000
2012-03-07,2767214800
2012-03-08,2783418400
2012-03-09,2798721800
2012-03-12,2808624000
2012-03-13,2832029200
2012-03-14,2800522200
2012-03-15,2774416400
2012-03-16,2764514200
2012-03-19,2770815600
2012-03-20,2757312600
2012-03-21,2754612000
2012-03-22,2755512200
2012-03-23,2772616000
2012-03-26,2789719800
2012-03-27,2800522200
2012-03-28,2779817600
2012-03-29,2807723800
2012-03-30,2832029200
2012-04-02,2839618180
2012-04-03,2865752400
2012-04-04,2858542960
2012-04-05,2833309920
2012-04-09,2808978060
2012-04-10,2794559180
2012-04-11,2785547380
2012-04-12,2804472160
2012-04-13,2789152100
2012-04-16,2834211100
2012-04-17,2854938240
2012-04-18,2830606380
2012-04-19,2840519360
2012-04-20,2883776000
2012-04-23,2858542960
2012-04-24,2882874820
2012-04-25,2903601960
2012-04-26,2909910220
2012-04-27,2920724379
2012-04-30,2936044440
2012-05-01,2959475120
2012-05-02,2932439720
2012-05-03,2950463320
2012-05-04,2922526740
2012-05-07,2919823200
2012-05-08,2945957420
2012-05-09,2936945620
2012-05-10,2959475120
2012-05-11,2963981020
2012-05-14,2942352700
2012-05-15,2945957420
2012-05-16,2960376300
2012-05-17,2984708160
2012-05-18,2945056240
2012-05-21,2950463320
2012-05-22,2975696360
2012-05-23,2918020840
2012-05-24,2965783379
2012-05-25,2944155060
2012-05-29,2964882200
2012-05-30,2930637360
2012-05-31,2986510520
2012-06-01,2977498720
2012-06-04,2977498720
2012-06-05,2993719960
2012-06-06,3050494300
2012-06-07,3043284860
2012-06-08,3059506100
2012-06-11,3048691940
2012-06-12,3056802560
2012-06-13,3068517899
2012-06-14,3087442680
2012-06-15,3095553300
2012-06-18,3112675720
2012-06-19,3104565100
2012-06-20,3069419080
2012-06-21,3042383680
2012-06-22,3060407280
2012-06-25,3036976600
2012-06-26,3033371879
2012-06-27,3087442680
2012-06-28,3134304040
2012-06-29,3160438260
2012-07-02,3242080920
2012-07-03,3241177330
2012-07-05,3223105530
2012-07-06,3225816300
2012-07-09,3230334250
2012-07-10,3262863490
2012-07-11,3262863490
2012-07-12,3297199910
2012-07-13,3332439920
2012-07-16,3327921970
2012-07-17,3328825560
2012-07-18,3335150689
2012-07-19,3306235810
2012-07-20,3306235810
2012-07-23,3280031699
2012-07-24,3232141430
2012-07-25,3210455270
2012-07-26,3223105530
2012-07-27,3254731180
2012-07-30,3243888100
2012-07-31,3239370150
2012-08-01,3265574260
2012-08-02,3233948610
2012-08-03,3273706569
2012-08-06,3273706569
2012-08-07,3270995800
2012-08-08,3288164010
2012-08-09,3308042990
2012-08-10,3337861460
2012-08-13,3309850170
2012-08-14,3326114790
2012-08-15,3327921970
2012-08-16,3328825560
2012-08-17,3317078890
2012-08-20,3253827590
2012-08-21,3246598870
2012-08-22,3219491170
2012-08-23,3176118850
2012-08-24,3183347569
2012-08-27,3201419370
2012-08-28,3181540390
2012-08-29,3180636800
2012-08-30,3164372180
2012-08-31,3157143460
2012-09-04,3214973220
2012-09-05,3185154750
2012-09-06,3225816300
2012-09-07,3190576290
2012-09-10,3235755790
2012-09-11,3203226550
2012-09-12,3186058340
2012-09-13,3242080920
2012-09-14,3195094240
2012-09-17,3185154750
2012-09-18,3195997830
2012-09-19,3211358860
2012-09-20,3222201939
2012-09-21,3225816300
2012-09-24,3280031699
2012-09-25,3260152720
2012-09-26,3235755790
2012-09-27,3213166040
2012-09-28,3233948610
2012-10-01,3190576290
2012-10-02,3192383470
2012-10-03,3201419370
2012-10-04,3245695280
2012-10-05,3260152720
2012-10-08,3270995800
2012-10-09,3242984510
2012-10-10,3246598870
2012-10-11,3248406050
2012-10-12,3224009120
2012-10-15,3222201939
2012-10-16,3283646060
2012-10-17,3330632740
2012-10-18,3300814270
2012-10-19,3248406050
2012-10-22,3247502460
2012-10-23,3194190650
2012-10-24,3184251160
2012-10-25,3221298350
2012-10-26,3234852199
2012-10-31,3250213230
2012-11-01,3255634770
2012-11-02,3186961930
2012-11-05,3187865520
2012-11-06,3214069630
2012-11-07,3128228580
2012-11-08,3115578319
2012-11-09,3155336280
2012-11-12,3088470620
2012-11-13,3092988569
2012-11-14,3040580350
2012-11-15,2999918800
2012-11-16,3036965990
2012-11-19,3073109590
2012-11-20,3115578319
2012-11-21,3096602930
2012-11-23,3090277800
2012-11-26,3131842939
2012-11-27,3142686020
2012-11-28,3130939350
2012-11-29,3146300380
2012-11-30,3163468590
2012-12-03,3201419370
2012-12-04,3206840910
2012-12-05,3225816300
2012-12-06,3242080920
2012-12-07,3222201939
2012-12-10,3221298350
2012-12-11,3242984510
2012-12-12,3218587580
2012-12-13,3195997830
2012-12-14,3195997830
2012-12-17,3271899390
2012-12-18,3261056310
2012-12-19,3259249130
2012-12-20,3274610160
2012-12-21,3254731180
2012-12-24,3233045020
2012-12-26,3175215260
2012-12-27,3158047050
2012-12-28,3129132170
2012-12-31,3179413600
2013-01-02,3238258100
2013-01-03,3221962700
2013-01-04,3253648200
2013-01-07,3178508300
2013-01-08,3184845400
2013-01-09,3207477900
2013-01-10,3231921000
2013-01-11,3216530900
2013-01-14,3236447500
2013-01-15,3265417100
2013-01-16,3269943600
2013-01-17,3294386700
2013-01-18,3347799399
2013-01-22,3389443200
2013-01-23,3368621300
2013-01-24,3349610000
2013-01-25,3358663000
2013-01-28,3377674300
2013-01-29,3401212100
2013-01-30,3372242500
2013-01-31,3382200800
2013-02-01,3409359799
2013-02-04,3399401499
2013-02-05,3396685600
2013-02-06,3402117400
2013-02-07,3415696899
2013-02-08,3422033999
2013-02-11,3427465800
2013-02-12,3441045300
2013-02-13,3449193000
2013-02-14,3426560500
2013-02-15,3431087000
2013-02-19,3446477100
2013-02-20,3422939300
2013-02-21,3412981000
2013-02-22,3438329399
2013-02-25,3415696899
2013-02-26,3426560500
2013-02-27,3473636100
2013-02-28,3455530100
2013-03-01,3517995800
2013-03-04,3574124399
2013-03-05,3631158300
2013-03-06,3650169600
2013-03-07,3664654399
2013-03-08,3698150500
2013-03-11,3750657900
2013-03-12,3713540600
2013-03-13,3725309500
2013-03-14,3721688300
2013-03-15,3736173100
2013-03-18,3704487600
2013-03-19,3732551899
2013-03-20,3769669200
2013-03-21,3758805600
2013-03-22,3778722200
2013-03-25,3774195700
2013-03-26,3811313000
2013-03-27,3810407700
2013-03-28,3864725700
2013-04-01,3830694840
2013-04-02,3830694840
2013-04-03,3771802890
2013-04-04,3805326000
2013-04-05,3816198360
2013-04-08,3881432520
2013-04-09,3890492820
2013-04-10,3934888290
2013-04-11,3936700350
2013-04-12,3921297840
2013-04-15,3827976750
2013-04-16,3909519450
2013-04-17,3891398850
2013-04-18,3892304880
2013-04-19,3991062149
2013-04-22,3985625970
2013-04-23,4007370689
2013-04-24,4001934510
2013-04-25,3996498330
2013-04-26,3959351100
2013-04-29,3997404360
2013-04-30,4020055110
2013-05-01,3952102860
2013-05-02,4012806870
2013-05-03,4030927470
2013-05-06,4022773200
2013-05-07,4055390280
2013-05-08,4042705860
2013-05-09,3993780240
2013-05-10,3992874210
2013-05-13,3990156120
2013-05-14,4024585260
2013-05-15,4033645560
2013-05-16,3998310390
2013-05-17,4042705860
2013-05-20,4065356610
2013-05-21,4052672189
2013-05-22,3976565670
2013-05-23,3906801360
2013-05-24,3869654130
2013-05-28,3897741060
2013-05-29,3820728510
2013-05-30,3848815439
2013-05-31,3825258660
2013-06-03,3837037050
2013-06-04,3777239070
2013-06-05,3727407420
2013-06-06,3756400380
2013-06-07,3752776260
2013-06-10,3744621990
2013-06-11,3712004910
2013-06-12,3691166220
2013-06-13,3702944610
2013-06-14,3676669740
2013-06-17,3691166220
2013-06-18,3723783300
2013-06-19,3630462210
2013-06-20,3522644640
2013-06-21,3505430070
2013-06-24,3496369770
2013-06-25,3563415990
2013-06-26,3638616479
2013-06-27,3683011950
2013-06-28,3720159180
2013-07-01,3695392800
2013-07-02,3679984000
2013-07-03,3670013600
2013-07-05,3677264800
2013-07-08,3719865600
2013-07-09,3755215200
2013-07-10,3773343200
2013-07-11,3803254400
2013-07-12,3843136000
2013-07-15,3936495200
2013-07-16,3936495200
2013-07-17,3926524800
2013-07-18,3984534400
2013-07-19,3989066400
2013-07-22,3983628000
2013-07-23,4000849600
2013-07-24,3971844800
2013-07-25,4020790400
2013-07-26,4013539200
2013-07-29,4038918400
2013-07-30,4028041600
2013-07-31,4009913600
2013-08-01,4096021600
2013-08-02,4057952800
2013-08-05,4028041600
2013-08-06,3997224000
2013-08-07,4009913600
2013-08-08,3998130400
2013-08-09,4009007199
2013-08-12,3987253600
2013-08-13,3939214400
2013-08-14,3902958400
2013-08-15,3834978400
2013-08-16,3772436800
2013-08-19,3747057600
2013-08-20,3776062399
2013-08-21,3757934400
2013-08-22,3723491200
2013-08-23,3791471200
2013-08-26,3795096800
2013-08-27,3763372800
2013-08-28,3748870400
2013-08-29,3728023200
2013-08-30,3657324000
2013-09-03,3592969600
2013-09-04,3592969600
2013-09-05,3571216000
2013-09-06,3579373600
2013-09-09,3594782399
2013-09-10,3637383200
2013-09-11,3625600000
2013-09-12,3670013600
2013-09-13,3680890400
2013-09-16,3667294400
2013-09-17,3708988800
2013-09-18,3786032800
2013-09-19,3796909600
2013-09-20,3782407199
2013-09-23,3862170400
2013-09-24,3854012800
2013-09-25,3835884800
2013-09-26,3859451200
2013-09-27,3834071999
2013-09-30,3868577470
2013-10-01,3873119120
2013-10-02,3825885960
2013-10-03,3765936180
2013-10-04,3780469460
2013-10-07,3731419640
2013-10-08,3745952920
2013-10-09,3739594610
2013-10-10,3806811029
2013-10-11,3844052560
2013-10-14,3834969260
2013-10-15,3743227930
2013-10-16,3793186080
2013-10-17,3862219160
2013-10-18,3900369020
2013-10-21,3910360649
2013-10-22,3954868820
2013-10-23,3974852080
2013-10-24,3970310430
2013-10-25,4026626890
2013-10-28,4050243470
2013-10-29,4038435180
2013-10-30,4041160170
2013-10-31,4021176910
2013-11-01,4048426810
2013-11-04,4038435180
2013-11-05,3998468660
2013-11-06,4058418440
2013-11-07,4069318399
2013-11-08,4131084839
2013-11-11,4167418040
2013-11-12,4157426410
2013-11-13,4244626089
2013-11-14,4274600980
2013-11-15,4250984399
2013-11-18,4218284520
2013-11-19,4157426410
2013-11-20,4118368220
2013-11-21,4082943350
2013-11-22,4091118320
2013-11-25,4069318399
2013-11-26,4057510110
2013-11-27,4038435180
2013-11-29,4037526850
2013-12-02,4015726930
2013-12-03,4031168540
2013-12-04,3991202020
2013-12-05,3997560330
2013-12-06,4099293290
2013-12-09,4078401700
2013-12-10,4016635260
2013-12-11,3981210390
2013-12-12,3998468660
2013-12-13,4001193649
2013-12-16,3980302060
2013-12-17,4027535220
2013-12-18,4080218360
2013-12-19,4022993570
2013-12-20,4106559930
2013-12-23,4089301660
2013-12-24,4106559930
2013-12-26,4088393330
2013-12-27,4102926610
2013-12-30,4105651600
2013-12-31,4368223080
2014-01-02,4296092580
2014-01-03,4302824760
2014-01-06,4249929060
2014-01-07,4345141320
2014-01-08,4368223080
2014-01-09,4390343100
2014-01-10,4405730940
2014-01-13,4350911760
2014-01-14,4387457880
2014-01-15,4395151800
2014-01-16,4408616160
2014-01-17,4446124020
2014-01-21,4527871920
2014-01-22,4545183240
2014-01-23,4572111960
2014-01-24,4509598860
2014-01-27,4478823180
2014-01-28,4498057980
2014-01-29,4481708400
2014-01-30,4572111960
2014-01-31,4617313740
2014-02-03,4492287540
2014-02-04,4500943200
2014-02-05,4450932720
2014-02-06,4527871920
2014-02-07,4538451060
2014-02-10,4559609340
2014-02-11,4373031780
2014-02-12,4335523920
2014-02-13,4410539640
2014-02-14,4378802220
2014-02-18,4391304840
2014-02-19,4322059560
2014-02-20,4356682200
2014-02-21,4381687440
2014-02-24,4391304840
2014-02-25,4407654420
2014-02-26,4372070040
2014-02-27,4396113540
2014-02-28,4433621400
2014-03-03,4415348340
2014-03-04,4469205780
