,MAC
2023-05-24,2005904670
2023-05-25,1997286390
2023-05-26,2020986660
2023-05-30,2046841500
2023-05-31,2077005480
2023-06-01,2044686930
2023-06-02,2189043120
2023-06-05,2212743390
2023-06-06,2333399310
2023-06-07,2451900660
2023-06-08,2391572700
2023-06-09,2415272970
2023-06-12,2421736680
2023-06-13,2419582110
2023-06-14,2417427540
2023-06-15,2415272970
2023-06-16,2438973240
2023-06-20,2348481300
2023-06-21,2354945010
2023-06-22,2322626460
2023-06-23,2247216510
2023-06-26,2320471890
2023-06-27,2391572700
2023-06-28,2359254150
2023-06-29,2445436950
2023-06-30,2430172640
2023-07-03,2462517440
2023-07-05,2447423200
2023-07-06,2432328960
2023-07-07,2445266880
2023-07-10,2481924320
2023-07-11,2611303520
2023-07-12,2615616160
2023-07-13,2578958720
2023-07-14,2535832320
2023-07-17,2559551840
2023-07-18,2654429920
2023-07-19,2762245920
2023-07-20,2749308000
2023-07-21,2699712640
2023-07-24,2736370080
2023-07-25,2684618400
2023-07-26,2706181600
2023-07-27,2654429920
2023-07-28,2723432160
2023-07-31,2749308000
2023-08-01,2781652800
2023-08-02,2781652800
2023-08-03,2714806880
2023-08-04,2719119520
2023-08-07,2760089600
2023-08-08,2766558560
2023-08-09,2729901120
2023-08-10,2697556320
2023-08-11,2723432160
2023-08-14,2721275840
2023-08-15,2647960960
2023-08-16,2570333440
2023-08-17,2481924320
2023-08-18,2507800160
2023-08-21,2436641600
2023-08-22,2389202560
2023-08-23,2415078400
2023-08-24,2395671520
2023-08-25,2380577280
2023-08-28,2443110560
2023-08-29,2533676000
2023-08-30,2518581760
2023-08-31,2520738080
2023-09-01,2548770240
2023-09-05,2509956480
2023-09-06,2557395520
2023-09-07,2548770240
2023-09-08,2533676000
2023-09-11,2546613920
2023-09-12,2561708160
2023-09-13,2525050720
2023-09-14,2619928800
2023-09-15,2637179360
2023-09-18,2553082880
2023-09-19,2587584000
2023-09-20,2555239200
2023-09-21,2471142720
2023-09-22,2440954240
2023-09-25,2421547360
2023-09-26,2365483040
2023-09-27,2365483040
2023-09-28,2447423200
2023-09-29,2352545120
2023-10-02,2335031740
2023-10-03,2272447710
2023-10-04,2302660690
2023-10-05,2268131570
2023-10-06,2272447710
2023-10-09,2289712270
2023-10-10,2324241390
2023-10-11,2376035070
2023-10-12,2354454370
2023-10-13,2343664020
2023-10-16,2380351210
2023-10-17,2438619100
2023-10-18,2367402790
2023-10-19,2300502620
2023-10-20,2278921920
2023-10-23,2229286310
2023-10-24,2240076660
2023-10-25,2138647370
2023-10-26,2181808770
2023-10-27,2095485970
2023-10-30,2106276320
2023-10-31,2097644040
2023-11-01,2117066670
2023-11-02,2253025080
2023-11-03,2421354540
2023-11-06,2281079990
2023-11-07,2281079990
2023-11-08,2205547540
2023-11-09,2147279649
2023-11-10,2229286310
2023-11-13,2177492630
2023-11-14,2458041730
2023-11-15,2514151550
2023-11-16,2417038400
2023-11-17,2442935240
2023-11-20,2451567520
2023-11-21,2369560860
2023-11-22,2365244720
2023-11-24,2371718930
2023-11-27,2382509280
2023-11-28,2449409450
2023-11-29,2451567520
2023-11-30,2475306290
2023-12-01,2617738910
2023-12-04,2693271360
2023-12-05,2697587500
2023-12-06,2755855390
2023-12-07,2842178190
2023-12-08,2889655730
2023-12-11,2937133270
2023-12-12,2913394500
2023-12-13,3146466060
2023-12-14,3539234799
2023-12-15,3452912000
2023-12-18,3373063410
2023-12-19,3377379550
2023-12-20,3299689030
2023-12-21,3370905340
2023-12-22,3325585870
2023-12-26,3379537620
2023-12-27,3388169900
2023-12-28,3439963580
2023-12-29,3329902010
2024-01-02,3359359800
2024-01-03,3216776040
2024-01-04,3229738200
2024-01-05,3229738200
2024-01-08,3324794040
2024-01-09,3333435480
2024-01-10,3393925560
2024-01-11,3363680520
2024-01-12,3389604840
2024-01-16,3359359800
2024-01-17,3318312960
2024-01-18,3298869720
2024-01-19,3383123760
2024-01-22,3460896720
2024-01-23,3519226440
2024-01-24,3523547159
2024-01-25,3592678680
2024-01-26,3603480480
2024-01-29,3618603000
2024-01-30,3482500320
2024-01-31,3411208440
2024-02-01,3415529160
2024-02-02,3344237280
2024-02-05,3398246280
2024-02-06,3588357960
2024-02-07,3663970560
2024-02-08,3700696680
2024-02-09,3657489480
2024-02-12,3698536320
2024-02-13,3614282280
2024-02-14,3625084080
2024-02-15,3774148919
2024-02-16,3720139919
2024-02-20,3726621000
2024-02-21,3717979560
2024-02-22,3707177760
2024-02-23,3616442639
2024-02-26,3568914720
2024-02-27,3536509320
2024-02-28,3538669680
2024-02-29,3545150760
2024-03-01,3568914720
2024-03-04,3607801200
2024-03-05,3450094920
2024-03-06,3454415640
2024-03-07,3512745360
2024-03-08,3517066080
2024-03-11,3443613840
2024-03-12,3434972400
2024-03-13,3540830040
2024-03-14,3445774200
2024-03-15,3484660680
2024-03-18,3549471480
2024-03-19,3581876879
2024-03-20,3676932720
2024-03-21,3724460639
2024-03-22,3672612000
2024-03-25,3609961560
2024-03-26,3601320120
2024-03-27,3692055240
2024-03-28,3722300280
2024-04-01,3627244440
2024-04-02,3504103919
2024-04-03,3495462480
2024-04-04,3439293120
2024-04-05,3480339960
2024-04-08,3508424639
2024-04-09,3540830040
2024-04-10,3406887720
2024-04-11,3504103919
2024-04-12,3473858879
2024-04-15,3447934560
2024-04-16,3411208440
2024-04-17,3320473320
2024-04-18,3277266120
2024-04-19,3303190440
2024-04-22,3389604840
2024-04-23,3486821040
2024-04-24,3378803040
2024-04-25,3322633680
2024-04-26,3385284120
2024-04-29,3458736360
2024-04-30,2972655360
2024-05-01,2907844560
2024-05-02,2981296800
2024-05-03,3087154440
2024-05-06,3171408480
2024-05-07,3294549000
2024-05-08,3422010240
2024-05-09,3346397640
2024-05-10,3301030080
2024-05-13,3350718360
2024-05-14,3564594000
2024-05-15,3441453480
2024-05-16,3471698520
2024-05-17,3357199440
2024-05-20,3288067920
2024-05-21,3378803040
2024-05-22,3279426480
2024-05-23,3218936400
2024-05-24,3231898560
2024-05-28,3182210280
2024-05-29,3128201280
2024-05-30,3203813880
2024-05-31,3266464320
2024-06-03,3296709360
2024-06-04,3283747200
2024-06-05,3346397640
2024-06-06,3277266120
2024-06-07,3223257120
2024-06-10,3184370640
2024-06-11,3158446320
2024-06-12,3199493160
2024-06-13,3203813880
2024-06-14,3128201280
2024-06-17,3126040920
2024-06-18,3199493160
2024-06-20,3214615680
2024-06-21,3169248120
2024-06-24,3214615680
2024-06-25,3154125600
2024-06-26,3197332800
2024-06-27,3272945400
2024-06-28,3335595840
2024-07-01,3164927400
2024-07-02,3156285960
2024-07-03,3229738200
2024-07-05,3151965240
2024-07-08,3208134600
2024-07-09,3212455320
2024-07-10,3288067920
2024-07-11,3348558000
2024-07-12,3339916560
2024-07-15,3385284120
2024-07-16,3480339960
2024-07-17,3456576000
2024-07-18,3493302120
2024-07-19,3478179600
2024-07-22,3555952560
2024-07-23,3599159760
2024-07-24,3426330960
2024-07-25,3378803040
2024-07-26,3506264280
2024-07-29,3517248600
2024-07-30,3616691400
2024-07-31,3461041800
2024-08-01,3352951800
2024-08-02,3223243800
2024-08-05,3100021200
2024-08-06,3201625800
2024-08-07,3160551600
2024-08-08,3231891000
2024-08-09,3244861800
