,BWA
2023-04-13,9879822000
2023-04-14,10003524000
2023-04-17,9933504000
2023-04-18,9952176000
2023-04-19,10019862000
2023-04-20,10033866000
2023-04-21,10054872000
2023-04-24,10092216000
2023-04-25,9926502000
2023-04-26,9893826000
2023-04-27,9779460000
2023-04-28,9882156000
2023-05-01,9814470000
2023-05-02,9711774000
2023-05-03,9539058000
2023-05-04,8787510000
2023-05-05,9158616000
2023-05-08,9244974000
2023-05-09,9137610000
2023-05-10,9097932000
2023-05-11,9165618000
2023-05-12,9055920000
2023-05-15,9144612000
2023-05-16,8953224000
2023-05-17,9116604000
2023-05-18,9233304000
2023-05-19,9473706000
2023-05-22,9779460000
2023-05-23,9592740000
2023-05-24,9485376000
2023-05-25,9620748000
2023-05-26,9683766000
2023-05-30,9590406000
2023-05-31,9100266000
2023-06-01,9293988000
2023-06-02,9788796000
2023-06-05,9639420000
2023-06-06,9644088000
2023-06-07,9592740000
2023-06-08,9378012000
2023-06-09,9413022000
2023-06-12,9399018000
2023-06-13,9583404000
2023-06-14,9814470000
2023-06-15,9912498000
2023-06-16,9977850000
2023-06-20,9522720000
2023-06-21,9506382000
2023-06-22,9424692000
2023-06-23,9284652000
2023-06-26,9286986000
2023-06-27,9515718000
2023-06-28,9795798000
2023-06-29,9893826000
2023-06-30,10040868000
2023-07-03,10248594000
2023-07-05,10078212000
2023-07-06,10477326000
2023-07-07,10491330000
2023-07-10,10458654000
2023-07-11,10636038000
2023-07-12,10829760000
2023-07-13,10958130000
2023-07-14,10647708000
2023-07-17,10596360000
2023-07-18,10654710000
2023-07-19,10720062000
2023-07-20,10769076000
2023-07-21,10769076000
2023-07-24,10771410000
2023-07-25,10736400000
2023-07-26,10829760000
2023-07-27,10682718000
2023-07-28,10785414000
2023-07-31,10853100000
2023-08-01,10846098000
2023-08-02,10031532000
2023-08-03,9662760000
2023-08-04,9924168000
2023-08-07,9893826000
2023-08-08,9781794000
2023-08-09,9879822000
2023-08-10,9679098000
2023-08-11,9513384000
2023-08-14,9637086000
2023-08-15,9513384000
2023-08-16,9300990000
2023-08-17,9202962000
2023-08-18,9251976000
2023-08-21,9305658000
2023-08-22,9205296000
2023-08-23,9298656000
2023-08-24,9263646000
2023-08-25,9312660000
2023-08-28,9424692000
2023-08-29,9508716000
2023-08-30,9497046000
2023-08-31,9511050000
2023-09-01,9637086000
2023-09-05,9464370000
2023-09-06,9452700000
2023-09-07,9277650000
2023-09-08,9343002000
2023-09-11,9375678000
2023-09-12,9648756000
2023-09-13,9431694000
2023-09-14,9415356000
2023-09-15,9581070000
2023-09-18,9546060000
2023-09-19,9623082000
2023-09-20,9611412000
2023-09-21,9359340000
2023-09-22,9513384000
2023-09-25,9634752000
2023-09-26,9303324000
2023-09-27,9289320000
2023-09-28,9497046000
2023-09-29,9422358000
2023-10-02,9230981886
2023-10-03,9001712642
2023-10-04,9082767425
2023-10-05,8953079772
2023-10-06,9235613588
2023-10-09,9140663699
2023-10-10,9207823377
2023-10-11,9256456247
2023-10-12,9089714978
2023-10-13,8962343176
2023-10-16,9138347848
2023-10-17,9140663699
2023-10-18,8916026157
2023-10-19,8825707970
2023-10-20,8941500517
2023-10-23,8853498181
2023-10-24,8892867648
2023-10-25,8830339672
2023-10-26,8860445734
2023-10-27,8494541284
2023-10-30,8501488837
2023-10-31,8545490005
2023-11-01,8594122875
2023-11-02,7470935164
2023-11-03,7725678769
2023-11-06,7602938668
2023-11-07,7556621649
2023-11-08,7494093674
2023-11-09,7415354741
2023-11-10,7496409525
2023-11-13,7531147289
2023-11-14,7762732384
2023-11-15,7903999292
2023-11-16,7832207912
2023-11-17,7971158969
2023-11-20,7994317479
2023-11-21,7878524931
2023-11-22,8015160137
2023-11-24,7952632162
2023-11-27,7922526099
2023-11-28,7799785999
2023-11-29,7910946845
2023-11-30,7802101850
2023-12-01,7862313975
2023-12-04,7948000460
2023-12-05,7637676433
2023-12-06,7579780159
2023-12-07,7651571538
2023-12-08,7619149625
2023-12-11,7704836110
2023-12-12,7628413029
2023-12-13,7751153129
2023-12-14,8297693953
2023-12-15,8073056411
2023-12-18,8042950349
2023-12-19,8188848959
2023-12-20,8084635666
2023-12-21,8316220761
2023-12-22,8297693953
2023-12-26,8337063420
2023-12-27,8300009804
2023-12-28,8334747569
2023-12-29,8302325655
2024-01-02,8183537999
2024-01-03,7748631000
2024-01-04,7812387000
2024-01-05,7967223000
2024-01-08,7989993000
2024-01-09,7734969000
2024-01-10,7716753000
2024-01-11,7757739000
2024-01-12,7466283000
2024-01-16,7539147000
2024-01-17,7448067000
2024-01-18,7457175000
2024-01-19,7484498999
2024-01-22,7564194000
2024-01-23,7616565000
2024-01-24,7575579000
2024-01-25,7693983000
2024-01-26,7773678000
2024-01-29,7803279000
2024-01-30,7837434000
2024-01-31,7719030000
2024-02-01,7851095999
2024-02-02,7762293000
2024-02-05,7623395999
2024-02-06,7757739000
2024-02-07,7703091000
2024-02-08,7167996000
2024-02-09,7240860000
2024-02-12,7359264000
2024-02-13,7070085000
2024-02-14,7090578000
2024-02-15,7170273000
2024-02-16,6969897000
2024-02-20,6867432000
2024-02-21,6892479000
2024-02-22,6947127000
2024-02-23,6924357000
2024-02-26,6869709000
2024-02-27,6985836000
2024-02-28,7008606000
2024-02-29,7088301000
2024-03-01,7092855000
2024-03-04,7019991000
2024-03-05,7131564000
2024-03-06,7272738000
2024-03-07,7350156000
2024-03-08,7295508000
2024-03-11,7316001000
2024-03-12,7409358000
2024-03-13,7393419000
2024-03-14,7293231000
2024-03-15,7313723999
2024-03-18,7302339000
2024-03-19,7236306000
2024-03-20,7450344000
2024-03-21,7605180000
2024-03-22,7559640000
2024-03-25,7552809000
2024-03-26,7662105000
2024-03-27,7901190000
2024-03-28,7910298000
2024-04-01,7978608000
2024-04-02,7910298000
2024-04-03,7923959999
2024-04-04,7839711000
2024-04-05,7880697000
2024-04-08,7999101000
2024-04-09,8108397000
2024-04-10,7930791000
2024-04-11,7855650000
2024-04-12,7627950000
2024-04-15,7543701000
2024-04-16,7386587999
2024-04-17,7254522000
2024-04-18,7311447000
2024-04-19,7468559999
2024-04-22,7534593000
2024-04-23,7591518000
2024-04-24,7662105000
2024-04-25,7473114000
2024-04-26,7557362999
2024-04-29,7680320999
2024-04-30,7461729000
2024-05-01,7484498999
2024-05-02,8112951000
2024-05-03,8297387999
2024-05-06,8411237999
2024-05-07,8379359999
2024-05-08,8541027000
2024-05-09,8588844000
2024-05-10,8538750000
2024-05-13,8566073999
2024-05-14,8559243000
2024-05-15,8538750000
2024-05-16,8568351000
2024-05-17,8445393000
2024-05-20,8395298999
2024-05-21,8311050000
2024-05-22,8163045000
2024-05-23,7987716000
2024-05-24,8126612999
2024-05-28,8183537999
2024-05-29,7921683000
2024-05-30,8019594000
2024-05-31,8119781999
2024-06-03,8176706999
2024-06-04,7905744000
2024-06-05,7880697000
2024-06-06,7942176000
2024-06-07,7880697000
2024-06-10,7814664000
2024-06-11,7678044000
2024-06-12,7796448000
2024-06-13,7675767000
2024-06-14,7368372000
2024-06-17,7557362999
2024-06-18,7516377000
2024-06-20,7543701000
2024-06-21,7543701000
2024-06-24,7650720000
2024-06-25,7484498999
2024-06-26,7420743000
2024-06-27,7286400000
2024-06-28,7341048000
2024-07-01,7170273000
2024-07-02,7231752000
2024-07-03,7261353000
2024-07-05,7131564000
2024-07-08,7156611000
2024-07-09,7208982000
2024-07-10,7306893000
2024-07-11,7545978000
2024-07-12,7541423999
2024-07-15,7555086000
2024-07-16,7857927000
2024-07-17,7782786000
2024-07-18,7705368000
2024-07-19,7427573999
2024-07-22,7434405000
2024-07-23,7411634999
2024-07-24,7279569000
2024-07-25,7327386000
2024-07-26,7470837000
2024-07-29,7397992000
2024-07-30,7336945000
2024-07-31,7983591000
2024-08-01,7694183000
2024-08-02,7470344000
2024-08-05,7318856999
2024-08-06,7203546000
2024-08-07,7156065000
2024-08-08,7264593000
2024-08-09,7187719000
