,EXR
2014-03-21,5541039600
2014-03-24,5494864270
2014-03-25,5530650150
2014-03-26,5489092353
2014-03-27,5494864270
2014-03-28,5541039600
2014-03-31,5610350751
2014-04-01,5719065031
2014-04-02,5657768681
2014-04-03,5595315797
2014-04-04,5580280844
2014-04-07,5551367472
2014-04-08,5553680541
2014-04-09,5579124309
2014-04-10,5569872030
2014-04-11,5513201820
2014-04-14,5611507286
2014-04-15,5697090868
2014-04-16,5758387217
2014-04-17,5779204845
2014-04-21,5813900892
2014-04-22,5859005752
2014-04-23,5833561985
2014-04-24,5877510310
2014-04-25,5840501194
2014-04-28,5890232194
2014-04-29,5951528543
2014-04-30,6052147079
2014-05-01,6026703311
2014-05-02,6030172916
2014-05-05,5978128846
2014-05-06,5950372009
2014-05-07,6010511823
2014-05-08,5948058939
2014-05-09,5963093892
2014-05-12,6019764102
2014-05-13,5936493590
2014-05-14,5920302101
2014-05-15,5926084776
2014-05-16,5998946474
2014-05-19,6029016381
2014-05-20,6015137962
2014-05-21,5993163799
2014-05-22,5970033102
2014-05-23,6009355288
2014-05-27,6096095405
2014-05-28,6044051335
2014-05-29,6049834009
2014-05-30,6054460149
2014-06-02,6071808172
2014-06-03,6056773218
2014-06-04,6092625800
2014-06-05,6259166824
2014-06-06,6202496615
2014-06-09,6200183545
2014-06-10,6185148591
2014-06-11,6151609079
2014-06-12,6108817288
2014-06-13,6145826405
2014-06-16,6070651637
2014-06-17,6114599963
2014-06-18,6165487498
2014-06-19,6277671382
2014-06-20,6264949499
2014-06-23,6187461661
2014-06-24,6173583242
2014-06-25,6151609079
2014-06-26,6155078684
2014-06-27,6170113638
2014-06-30,6162458010
2014-07-01,6185603392
2014-07-02,6184446123
2014-07-03,6149728050
2014-07-07,6140469897
2014-07-08,6136998090
2014-07-09,6130054475
2014-07-10,6135840821
2014-07-11,6133526283
2014-07-14,6196018814
2014-07-15,6164772548
2014-07-16,6154357126
2014-07-17,6118481784
2014-07-18,6220321466
2014-07-21,6164772548
2014-07-22,6190232469
2014-07-23,6197176084
2014-07-24,6204119698
2014-07-25,6134683552
2014-07-28,6158986203
2014-07-29,6126582668
2014-07-30,6138155359
2014-07-31,5986553106
2014-08-01,6016642102
2014-08-04,6023585717
2014-08-05,5988867644
2014-08-06,6020113910
2014-08-07,6036315677
2014-08-08,6094179133
2014-08-11,6155514396
2014-08-12,6170558894
2014-08-13,6237680502
2014-08-14,6242309579
2014-08-15,6231894157
2014-08-18,6289757612
2014-08-19,6299015765
2014-08-20,6317532071
2014-08-21,6257354077
2014-08-22,6182131585
2014-08-25,6091864595
2014-08-26,6101122747
2014-08-27,6103437286
2014-08-28,6101122747
2014-08-29,6098808209
2014-09-02,6176345240
2014-09-03,6229579619
2014-09-04,6215692389
2014-09-05,6286285805
2014-09-08,6285128536
2014-09-09,6244624117
2014-09-10,6153199857
2014-09-11,6087235518
2014-09-12,5867354387
2014-09-15,5821063623
2014-09-16,5925217843
2014-09-17,5988867644
2014-09-18,5957621378
2014-09-19,5954149570
2014-09-22,5911330613
2014-09-23,5895128846
2014-09-24,5887027962
2014-09-25,5861568042
2014-09-26,5964564992
2014-09-29,5991182182
2014-09-30,5983793601
2014-10-01,5966388733
2014-10-02,5997717495
2014-10-03,5998877820
2014-10-06,6036008205
2014-10-07,5984953925
2014-10-08,6128834167
2014-10-09,6170605850
2014-10-10,6194972665
2014-10-13,6219339480
2014-10-14,6395708809
2014-10-15,6374822967
2014-10-16,6407312054
2014-10-17,6360899073
2014-10-20,6436320167
2014-10-21,6526825481
2014-10-22,6531466779
2014-10-23,6568597164
2014-10-24,6521023858
2014-10-27,6583681383
2014-10-28,6610368847
2014-10-29,6576719436
2014-10-30,6595284628
2014-10-31,6748447466
2014-11-03,6825028885
2014-11-04,6786738175
2014-11-05,6793700123
2014-11-06,6762371360
2014-11-07,6755409413
2014-11-10,6805303368
2014-11-11,6776295255
2014-11-12,6718279028
2014-11-13,6783257202
2014-11-14,6707836107
2014-11-17,6705515458
2014-11-18,6757730062
2014-11-19,6637056311
2014-11-20,6620811768
2014-11-21,6717118704
2014-11-24,6749607791
2014-11-25,6802982719
2014-11-26,6879564138
2014-11-28,6877243489
2014-12-01,6856357647
2014-12-02,6910892900
2014-12-03,6975871074
2014-12-04,6975871074
2014-12-05,6896969006
2014-12-08,6921335821
2014-12-09,6954985232
2014-12-10,6890007059
2014-12-11,6841273428
2014-12-12,6762371360
2014-12-15,6666064424
2014-12-16,6648659556
2014-12-17,6802982719
2014-12-18,6840113104
2014-12-19,6829670183
2014-12-22,6936420040
2014-12-23,6896969006
2014-12-24,6874922840
2014-12-26,6886526085
2014-12-29,6950343934
2014-12-30,6942221662
2014-12-31,6809136943
2015-01-02,6843972228
2015-01-05,6994925127
2015-01-06,7147039203
2015-01-07,7250383880
2015-01-08,7359534438
2015-01-09,7331666211
2015-01-12,7436172064
2015-01-13,7444300297
2015-01-14,7522099099
2015-01-15,7596414373
2015-01-16,7745044920
2015-01-20,7696275522
2015-01-21,7680019056
2015-01-22,7774074324
2015-01-23,7721821397
2015-01-26,7748528448
2015-01-27,7763623738
2015-01-28,7806587256
2015-01-29,7825166074
2015-01-30,7663762590
2015-02-02,7681180232
2015-02-03,7741561392
2015-02-04,7741561392
2015-02-05,7892514291
2015-02-06,7683502584
2015-02-09,7599897901
2015-02-10,7573190850
2015-02-11,7534872037
2015-02-12,7623121424
2015-02-13,7585963787
2015-02-17,7512809690
2015-02-18,7599897901
2015-02-19,7403659132
2015-02-20,7613832015
2015-02-23,7671890823
2015-02-24,7589447316
2015-02-25,7703242579
2015-02-26,7599897901
2015-02-27,7638216714
2015-03-02,7720660221
2015-03-03,7690469641
2015-03-04,7583641435
2015-03-05,7646344947
2015-03-06,7457073235
2015-03-09,7469846172
2015-03-10,7425721479
2015-03-11,7432688536
2015-03-12,7538355565
2015-03-13,7510487338
2015-03-16,7554612031
2015-03-17,7560417912
2015-03-18,7727627278
2015-03-19,7771751971
2015-03-20,8037661310
2015-03-23,8046950719
2015-03-24,7944767218
2015-03-25,7796136671
2015-03-26,7808909608
2015-03-27,7777557852
2015-03-30,7926188399
2015-03-31,7896343582
2015-04-01,7869465396
2015-04-02,7931402085
2015-04-06,7993338775
2015-04-07,7915041450
2015-04-08,7971135056
2015-04-09,7819214874
2015-04-10,7839081360
2015-04-13,7816877641
2015-04-14,7826226575
2015-04-15,7725725532
2015-04-16,7737411700
2015-04-17,7691835645
2015-04-20,7738580317
2015-04-21,7815709024
2015-04-22,7826226575
2015-04-23,7868296779
2015-04-24,7901018049
2015-04-27,7805191473
2015-04-28,7812203174
2015-04-29,7606526621
2015-04-30,7704690430
2015-05-01,7774807437
2015-05-04,7797011156
2015-05-05,7673137777
2015-05-06,7662620226
2015-05-07,7828563809
2015-05-08,8006193559
2015-05-11,7952437187
2015-05-12,8052938230
2015-05-13,8010868026
2015-05-14,8246928616
2015-05-15,8439750385
2015-05-18,8369633378
2015-05-19,8313539772
2015-05-20,8298347754
2015-05-21,8234073831
2015-05-22,8271469568
2015-05-26,8251603083
2015-05-27,8292504670
2015-05-28,8255108933
2015-05-29,8183823310
2015-06-01,8216544580
2015-06-02,8083322267
2015-06-03,7969966439
2015-06-04,7902186666
2015-06-05,7781819138
2015-06-08,7763121269
2015-06-09,7693004262
2015-06-10,7775976054
2015-06-11,7841418593
2015-06-12,7853104761
2015-06-15,7841418593
2015-06-16,8001519092
2015-06-17,8021385577
2015-06-18,8127729704
2015-06-19,8051769614
2015-06-22,7964123355
2015-06-23,7848430294
2015-06-24,7742086167
2015-06-25,7643922357
2015-06-26,7670800543
2015-06-29,7600683537
2015-06-30,7998896269
2015-07-01,8196354456
2015-07-02,8267488462
2015-07-06,8256450426
2015-07-07,8406077127
2015-07-08,8439191233
2015-07-09,8450229269
2015-07-10,8533627758
2015-07-13,8548345138
2015-07-14,8532401310
2015-07-15,8532401310
2015-07-16,8630517179
2015-07-17,8605988212
2015-07-20,8680801562
2015-07-21,8619479144
2015-07-22,8696745391
2015-07-23,8689386701
2015-07-24,8705330530
2015-07-27,8728633049
2015-07-28,8706556978
2015-07-29,8726180152
2015-07-30,8932223478
2015-07-31,9016848416
2015-08-03,9127228769
2015-08-04,9113737837
2015-08-05,9160342875
2015-08-06,9240062019
2015-08-07,9284214160
2015-08-10,9235156226
2015-08-11,9334498544
2015-08-12,9406858997
2015-08-13,9474313658
2015-08-14,9621487462
2015-08-17,9652148671
2015-08-18,9631299049
2015-08-19,9621487462
2015-08-20,9551579905
2015-08-21,9386009375
2015-08-24,8857410128
2015-08-25,8588817935
2015-08-26,8843919196
2015-08-27,9056094764
2015-08-28,9091661766
2015-08-31,9011942622
2015-09-01,8890524234
2015-09-02,9022980658
2015-09-03,8989866552
2015-09-04,8759294258
2015-09-08,8962884687
2015-09-09,8818163780
2015-09-10,8826748918
2015-09-11,8949393755
2015-09-14,8959205342
2015-09-15,9176286704
2015-09-16,9079397283
2015-09-17,9230250432
2015-09-18,9257232296
2015-09-21,9394594514
2015-09-22,9274402573
2015-09-23,9363933304
2015-09-24,9273176125
2015-09-25,9354121717
2015-09-28,9256005848
2015-09-29,9395820962
2015-09-30,9531717083
2015-10-01,9439068200
2015-10-02,9495892848
2015-10-05,9663896156
2015-10-06,9477363071
2015-10-07,9424244378
2015-10-08,9555188133
2015-10-09,9524305172
2015-10-12,9644131061
2015-10-13,9515657943
2015-10-14,9398302691
2015-10-15,9541599630
2015-10-16,9550246859
2015-10-19,9825722871
2015-10-20,9969019810
2015-10-21,9980137676
2015-10-22,10053021464
2015-10-23,9978902358
2015-10-26,9972725766
2015-10-27,10049315509
2015-10-28,9975196403
2015-10-29,9982608313
2015-10-30,9788663318
2015-11-02,9940607486
2015-11-03,9777545452
2015-11-04,9777545452
2015-11-05,9775074815
2015-11-06,9574953228
2015-11-09,9420538423
2015-11-10,9544070267
2015-11-11,9660190200
2015-11-12,9768898223
2015-11-13,9742956536
2015-11-16,9804722458
2015-11-17,10045609554
2015-11-18,9996196816
2015-11-19,10002373408
2015-11-20,10245731141
2015-11-23,10225966046
2015-11-24,10182729900
2015-11-25,10307497063
2015-11-27,10368027666
2015-11-30,10345791935
2015-12-01,10587914349
2015-12-02,10508853969
2015-12-03,10421146359
2015-12-04,10597796896
2015-12-07,10654621545
2015-12-08,10691681098
2015-12-09,10576796483
2015-12-10,10490324192
2015-12-11,10533560337
2015-12-14,10648444952
2015-12-15,10747270428
2015-12-16,10954803925
2015-12-17,10917744372
2015-12-18,10828801445
2015-12-21,11005451981
2015-12-22,10998040071
2015-12-23,10896743959
2015-12-24,10899214596
2015-12-28,11001746026
2015-12-29,11145042965
2015-12-30,11051158764
2015-12-31,11004565688
2016-01-04,10955911560
2016-01-05,11277777329
2016-01-06,11371342960
2016-01-07,11250331411
2016-01-08,11216647784
2016-01-11,11328926540
2016-01-12,11291500288
2016-01-13,11171736281
2016-01-14,10881059056
2016-01-15,10732601589
2016-01-19,11040744399
2016-01-20,10585391663
2016-01-21,10569173621
2016-01-22,10897277098
2016-01-25,10928465642
2016-01-26,11285262580
2016-01-27,11070685400
2016-01-28,11145537905
2016-01-29,11313956040
2016-02-01,11164251031
2016-02-02,11365105251
2016-02-03,11023278814
2016-02-04,10741334381
2016-02-05,10193663557
2016-02-08,9783222325
2016-02-09,9890510914
2016-02-10,9962868335
2016-02-11,10090117593
2016-02-12,10153742221
2016-02-16,10352101358
2016-02-17,10595371997
2016-02-18,10547965411
2016-02-19,10753809798
2016-02-22,10727611422
2016-02-23,10716383546
2016-02-24,10251050477
2016-02-25,10546717869
2016-02-26,10368319401
2016-02-29,10248555394
2016-03-01,10509291617
2016-03-02,10765037674
2016-03-03,10582896580
2016-03-04,10476855532
2016-03-07,10429448946
2016-03-08,10410735820
2016-03-09,10597867081
2016-03-10,10624065457
2016-03-11,10863593471
2016-03-14,10888544306
2016-03-15,11009555855
2016-03-16,11224133034
2016-03-17,11386313460
2016-03-18,11179221532
2016-03-21,11041991940
2016-03-22,11058209983
2016-03-23,11149280530
2016-03-24,11237855993
2016-03-28,11368847876
2016-03-29,11599643098
2016-03-30,11541008636
2016-03-31,11674506085
2016-04-01,11680751809
2016-04-04,11678253519
2016-04-05,11570827078
2016-04-06,11677004375
2016-04-07,11579571090
2016-04-08,11689495821
2016-04-11,11485885240
2016-04-12,11508369844
2016-04-13,11428424585
2016-04-14,11149865324
2016-04-15,11266035778
2016-04-18,11312254131
2016-04-19,10998718819
2016-04-20,10933763296
2016-04-21,10666446337
2016-04-22,10742644162
2016-04-25,10798855672
2016-04-26,10893790667
2016-04-27,10746391596
2016-04-28,10760132187
2016-04-29,10611483971
2016-05-02,10851319748
2016-05-03,11102397826
2016-05-04,11296015250
2016-05-05,11333489590
2016-05-06,11545844184
2016-05-09,11660765494
2016-05-10,11746956476
2016-05-11,11464649781
2016-05-12,11667011217
2016-05-13,11613297996
2016-05-16,11688246677
2016-05-17,11502124121
2016-05-18,11390950245
2016-05-19,11211073413
2016-05-20,11370963931
2016-05-23,11385953667
2016-05-24,11488383529
2016-05-25,11524608725
2016-05-26,11572076222
2016-05-27,11608301418
2016-05-31,11613297996
2016-06-01,11617045431
2016-06-02,11668260362
2016-06-03,11686997532
2016-06-06,11480888661
2016-06-07,11488383529
2016-06-08,11367216497
2016-06-09,11201080255
2016-06-10,11068670920
2016-06-13,10951251321
2016-06-14,10760132187
2016-06-15,10906282113
2016-06-16,10981230793
2016-06-17,10882548365
2016-06-20,10905032969
2016-06-21,10907531258
2016-06-22,10926268428
2016-06-23,10872555207
2016-06-24,10851319748
2016-06-27,11281025514
2016-06-28,11427175441
2016-06-29,11412185705
2016-06-30,11637117009
2016-07-01,11399445179
2016-07-05,11726401135
2016-07-06,11627056825
2016-07-07,11574240863
2016-07-08,11726401135
2016-07-11,11779217097
2016-07-12,11756581685
2016-07-13,11868501224
2016-07-14,11834548106
2016-07-15,11658494898
2016-07-18,11615739119
2016-07-19,11599391321
2016-07-20,11674842696
2016-07-21,11681130310
2016-07-22,11772929483
2016-07-25,11551605451
2016-07-26,11368007106
2016-07-27,11305130960
2016-07-28,10812181980
2016-07-29,10817212071
2016-08-01,10886375831
2016-08-02,10710322624
2016-08-03,10443727767
2016-08-04,10310430339
2016-08-05,10372048961
2016-08-08,10348156026
2016-08-09,10424864923
2016-08-10,10533011894
2016-08-11,10506603913
2016-08-12,10492771161
2016-08-15,10451272905
2016-08-16,10382109144
2016-08-17,10384624190
2016-08-18,10282764835
2016-08-19,10159527589
2016-08-22,10229948872
2016-08-23,10208570983
2016-08-24,10131862085
2016-08-25,10184678048
2016-08-26,10045093005
2016-08-29,10133119608
2016-08-30,10110484196
2016-08-31,10129347040
2016-09-01,10187193093
2016-09-02,10294082541
2016-09-06,10320490522
2016-09-07,10394684374
2016-09-08,10295340064
2016-09-09,10050123096
2016-09-12,9875327412
2016-09-13,9578552005
2016-09-14,9699274204
2016-09-15,9778498148
2016-09-16,9708076865
2016-09-19,9753347689
2016-09-20,9723167140
2016-09-21,9764665396
2016-09-22,9988504474
2016-09-23,10062698325
2016-09-26,10233721441
2016-09-27,10170845296
2016-09-28,10262644468
2016-09-29,10175875387
2016-09-30,9968016007
2016-10-03,9748345587
2016-10-04,9626585412
2016-10-05,9305238970
2016-10-06,9302728450
2016-10-07,9473443748
2016-10-10,9489762122
2016-10-11,9404404473
2016-10-12,9509846275
2016-10-13,9550014580
2016-10-14,9531185687
2016-10-17,9576375030
2016-10-18,9563822435
2016-10-19,9576375030
2016-10-20,9573864511
2016-10-21,9391851878
2016-10-24,9425743885
2016-10-25,9449593817
2016-10-26,9567588213
2016-10-27,8860877092
2016-10-28,9049166023
2016-10-31,9182223535
2016-11-01,8944979482
2016-11-02,8977616230
2016-11-03,8839537680
2016-11-04,8995189863
2016-11-07,9300217931
2016-11-08,9462146412
2016-11-09,9538717244
2016-11-10,9218626061
2016-11-11,9258794367
2016-11-14,9395617656
2016-11-15,9212349764
2016-11-16,9021550313
2016-11-17,8850835016
2016-11-18,8863387611
2016-11-21,8633675116
2016-11-22,8762966848
2016-11-23,8741627436
2016-11-25,8796858856
2016-11-28,8906066436
2016-11-29,8893513840
2016-11-30,8806900932
2016-12-01,8687651276
2016-12-02,8809411451
2016-12-05,8840792940
2016-12-06,9025316092
2016-12-07,9314025786
2016-12-08,9438296481
2016-12-09,9415701809
2016-12-12,9381809801
2016-12-13,9306494229
2016-12-14,9214860283
2016-12-15,9085568550
2016-12-16,9314025786
2016-12-19,9406914992
2016-12-20,9326578382
2016-12-21,9236199695
2016-12-22,9334109939
2016-12-23,9384320321
2016-12-27,9462146412
2016-12-28,9331599420
2016-12-29,9488506862
2016-12-30,9695624686
2017-01-03,9677896301
2017-01-04,9729394516
2017-01-05,9856255973
2017-01-06,9947947917
2017-01-09,9829878838
2017-01-10,9625142031
2017-01-11,9376443333
2017-01-12,9270934795
2017-01-13,9125232527
2017-01-17,9174218635
2017-01-18,9190547337
2017-01-19,9181754959
2017-01-20,9221948688
2017-01-23,9420405225
2017-01-24,9437989981
2017-01-25,9265910579
2017-01-26,9292287713
2017-01-27,9194315499
2017-01-30,9081270636
2017-01-31,9049869286
2017-02-01,8998371070
2017-02-02,9101367501
2017-02-03,9170450473
2017-02-06,9195571553
2017-02-07,9259630309
2017-02-08,9318664848
2017-02-09,9358858577
2017-02-10,9420405225
2017-02-13,9401564414
2017-02-14,9231997120
2017-02-15,9237021336
2017-02-16,9404076522
2017-02-17,9703017381
2017-02-21,9843695433
2017-02-22,9787173001
2017-02-23,9940411593
2017-02-24,9984373484
2017-02-27,9986885592
2017-02-28,9946691863
2017-03-01,10025823267
2017-03-02,9975581106
2017-03-03,9932875269
2017-03-06,9980605322
2017-03-07,9921570782
2017-03-08,9875096783
2017-03-09,9574899870
2017-03-10,9387747820
2017-03-13,9200595769
2017-03-14,9311128524
2017-03-15,9483207926
2017-03-16,9380211496
2017-03-17,9465623170
2017-03-20,9466879224
2017-03-21,9459342899
2017-03-22,9479439764
2017-03-23,9483207926
2017-03-24,9425429441
2017-03-27,9352578307
2017-03-28,9390259928
2017-03-29,9302336146
2017-03-30,9294799822
2017-03-31,9348826074
2017-04-03,9493350204
2017-04-04,9568754097
2017-04-05,9724588811
2017-04-06,9763547489
2017-04-07,9811303288
2017-04-10,9900531229
2017-04-11,9887963914
2017-04-12,9793709047
2017-04-13,9815073483
2017-04-17,10107891937
2017-04-18,10154391004
2017-04-19,10112918863
2017-04-20,10131769836
2017-04-21,10112918863
2017-04-24,9920638934
2017-04-25,9875396598
2017-04-26,9924409129
2017-04-27,9557443513
2017-04-28,9492093472
2017-05-01,9479526157
2017-05-02,9242003892
2017-05-03,9152775951
2017-05-04,9213099066
2017-05-05,9223152918
2017-05-08,9200531750
2017-05-09,9191734629
2017-05-10,9192991361
2017-05-11,9112560541
2017-05-12,9101249957
2017-05-15,9205558677
2017-05-16,9022075869
2017-05-17,9459418452
2017-05-18,9538592540
2017-05-19,9612739702
2017-05-22,9744696516
2017-05-23,9787425389
2017-05-24,9889220645
2017-05-25,9933206250
2017-05-26,9802506168
2017-05-30,9698197448
2017-05-31,9735899395
2017-06-01,9522255030
2017-06-02,9608969507
2017-06-05,9510944446
2017-06-06,9360136658
2017-06-07,9529795419
2017-06-08,9446851136
2017-06-09,9365163585
2017-06-12,9482039620
2017-06-13,9450621331
2017-06-14,9475755962
2017-06-15,9650441649
2017-06-16,9865342746
2017-06-19,9792452315
2017-06-20,9838951383
2017-06-21,9813816752
2017-06-22,9715791690
2017-06-23,9896761035
2017-06-26,9898017766
2017-06-27,9841464846
2017-06-28,9796222510
2017-06-29,9743439784
2017-06-30,9805966326
2017-07-03,9867567909
2017-07-05,9729278640
2017-07-06,9543216715
2017-07-07,9621161576
2017-07-10,9398641570
2017-07-11,9319439535
2017-07-12,9482872307
2017-07-13,9500472759
2017-07-14,9640019203
2017-07-17,9730535815
2017-07-18,9740593217
2017-07-19,9905283164
2017-07-20,9834881354
2017-07-21,9927912317
2017-07-24,9886425536
2017-07-25,9992028251
2017-07-26,10095116615
2017-07-27,9617390050
2017-07-28,9795908924
2017-07-31,9994542601
2017-08-01,9968141922
2017-08-02,9964370397
2017-08-03,9707906662
2017-08-04,9774536946
2017-08-07,9789623048
2017-08-08,9680248809
2017-08-09,9628704627
2017-08-10,9583446320
2017-08-11,9593503722
2017-08-14,9663905531
2017-08-15,9629961802
2017-08-16,9538188014
2017-08-17,9578417620
2017-08-18,9396127220
2017-08-21,9494186883
2017-08-22,9531902138
2017-08-23,9763222370
2017-08-24,9746879093
2017-08-25,9667677057
2017-08-28,9714192538
2017-08-29,9816023727
2017-08-30,9754422144
2017-08-31,9759450844
2017-09-01,9778308472
2017-09-05,9856253332
2017-09-06,9980713674
2017-09-07,10213291081
2017-09-08,10340265773
2017-09-11,10023457630
2017-09-12,9739336041
2017-09-13,9765736720
2017-09-14,9852481807
2017-09-15,9940484069
2017-09-18,9981970849
2017-09-19,9986999550
2017-09-20,9989513900
2017-09-21,9974427798
2017-09-22,9917854916
2017-09-25,10018428929
2017-09-26,9978199324
2017-09-27,9810995026
2017-09-28,9941741244
2017-09-29,10047343958
2017-10-02,10030167468
2017-10-03,9957083333
2017-10-04,10030167468
2017-10-05,10138533599
2017-10-06,10128453029
2017-10-09,10083090462
2017-10-10,10105771745
2017-10-11,10152394383
2017-10-12,10283441797
2017-10-13,10422049639
2017-10-16,10316203651
2017-10-17,10356525932
2017-10-18,10322504007
2017-10-19,10294782439
2017-10-20,10303602938
2017-10-23,10316203651
2017-10-24,10132233242
2017-10-25,10162474953
2017-10-26,9916761052
2017-10-27,10118372458
2017-10-30,10217918090
2017-10-31,10280921655
2017-11-01,10282181726
2017-11-02,10473712562
2017-11-03,10715646250
2017-11-06,10839133236
2017-11-07,10796290812
2017-11-08,10837873165
2017-11-09,10767309173
2017-11-10,10836613094
2017-11-13,10946239296
2017-11-14,10879455517
2017-11-15,10795030741
2017-11-16,10987821648
2017-11-17,10987821648
2017-11-20,11006722718
2017-11-21,11045784928
2017-11-22,11015543217
2017-11-24,11010502932
2017-11-27,11013023074
2017-11-28,10737067462
2017-11-29,10718166392
2017-11-30,10755968531
2017-12-01,10735807390
2017-12-04,10691704895
2017-12-05,10694225038
2017-12-06,10766049101
2017-12-07,10742107747
2017-12-08,10871895090
2017-12-11,11065946068
2017-12-12,11070986353
2017-12-13,11038224500
2017-12-14,10912217371
2017-12-15,11033184215
2017-12-18,11035704357
2017-12-19,10861814519
2017-12-20,10793770670
2017-12-21,10732027176
2017-12-22,10851733949
2017-12-26,10937418797
2017-12-27,11014283145
2017-12-28,11058385641
2017-12-29,11019323431
2018-01-02,10776182573
2018-01-03,10798821612
2018-01-04,10602616607
2018-01-05,10552307632
2018-01-08,10712038629
2018-01-09,10452947405
2018-01-10,10358618076
2018-01-11,10344783107
2018-01-12,10344783107
2018-01-16,10402638429
2018-01-17,10496967758
2018-01-18,10401380705
2018-01-19,10519606797
2018-01-22,10709523180
2018-01-23,10906985910
2018-01-24,10758574432
2018-01-25,10690657315
2018-01-26,10591297088
2018-01-29,10412700224
2018-01-30,10427792917
2018-01-31,10499483207
2018-02-01,10320886344
2018-02-02,10293216407
2018-02-05,10045444702
2018-02-06,10027836561
2018-02-07,10114619544
2018-02-08,9754910368
2018-02-09,10110846371
2018-02-12,10162413071
2018-02-13,10386288012
2018-02-14,10205175700
2018-02-15,10377483941
2018-02-16,10338494485
2018-02-20,10156124449
2018-02-21,10250453778
2018-02-22,10618967024
2018-02-23,10891893217
2018-02-26,10899439563
2018-02-27,10675564622
2018-02-28,10696945936
2018-03-01,10798821612
2018-03-02,10696945936
2018-03-05,10844099690
2018-03-06,10847872863
2018-03-07,10840326517
2018-03-08,10948490814
2018-03-09,11091871395
2018-03-12,11012634758
2018-03-13,11056655112
2018-03-14,10836553344
2018-03-15,10845357414
2018-03-16,10813914305
2018-03-19,10703234558
2018-03-20,10756058983
2018-03-21,10714554078
2018-03-22,10603874332
2018-03-23,10436596988
2018-03-26,10610162954
2018-03-27,10759832156
2018-03-28,10987480271
2018-03-29,10987480271
2018-04-02,10794965388
2018-04-03,10883077279
2018-04-04,11039161201
2018-04-05,11049231131
2018-04-06,10928391966
2018-04-09,10934685673
2018-04-10,11024056305
2018-04-11,11011468892
2018-04-12,10760979373
2018-04-13,10961119240
2018-04-16,10995105255
2018-04-17,11219161206
2018-04-18,11273287082
2018-04-19,11001398962
2018-04-20,10836503851
2018-04-23,10813846508
2018-04-24,10913287071
2018-04-25,10860419936
2018-04-26,11136084281
2018-04-27,11299720650
2018-04-30,11277063306
2018-05-01,11380280093
2018-05-02,11273287082
2018-05-03,11547692686
2018-05-04,11604336044
2018-05-07,11761678707
2018-05-08,11773007378
2018-05-09,11871189200
2018-05-10,11978182210
2018-05-11,11989510882
2018-05-14,11874965424
2018-05-15,11645874507
2018-05-16,11604336044
2018-05-17,11582937442
2018-05-18,11577902477
2018-05-21,11703776607
2018-05-22,11653426955
2018-05-23,11799440946
2018-05-24,11970629763
2018-05-25,11976923469
2018-05-29,12039860534
2018-05-30,12202238162
2018-05-31,12115385012
2018-06-01,12160699699
2018-06-04,12440140267
2018-06-05,12294126277
2018-06-06,12271468933
2018-06-07,12301678724
2018-06-08,12338182222
2018-06-11,12318042361
2018-06-12,12389790615
2018-06-13,12204755644
2018-06-14,12276503898
2018-06-15,12173287112
2018-06-18,12232447953
2018-06-19,12252587814
2018-06-20,12360839566
2018-06-21,12548392019
2018-06-22,12495524885
2018-06-25,12588671741
2018-06-26,12708252164
2018-06-27,12543357054
2018-06-28,12600000413
2018-06-29,12563496915
2018-07-02,12501246837
2018-07-03,12555627577
2018-07-05,12731416480
2018-07-06,12742798496
2018-07-09,12559421582
2018-07-10,12549304235
2018-07-11,12506305510
2018-07-12,12477218138
2018-07-13,12243254489
2018-07-16,12230607806
2018-07-17,11973880127
2018-07-18,11937204744
2018-07-19,12029525535
2018-07-20,11959968775
2018-07-23,11885353341
2018-07-24,11838560611
2018-07-25,11919499387
2018-07-26,11976409463
2018-07-27,11748769157
2018-07-30,11825913927
2018-07-31,11884088672
2018-08-01,11714623111
2018-08-02,11502158825
2018-08-03,11660242371
2018-08-06,11814531912
2018-08-07,11843619285
2018-08-08,11834766606
2018-08-09,11799355892
2018-08-10,11748769157
2018-08-13,11736122473
2018-08-14,11705770432
2018-08-15,11755092499
2018-08-16,11922028723
2018-08-17,12037113545
2018-08-20,12000438162
2018-08-21,11843619285
2018-08-22,11593214947
2018-08-23,11572980253
2018-08-24,11701976427
2018-08-27,11589420942
2018-08-28,11681741733
2018-08-29,11641272345
2018-08-30,11614714310
2018-08-31,11661507039
2018-09-04,11622302320
2018-09-05,11683006402
2018-09-06,11724740458
2018-09-07,11398456018
2018-09-10,11497100151
2018-09-11,11426278722
2018-09-12,11428808059
2018-09-13,11385809335
2018-09-14,11180933059
2018-09-17,11296017880
2018-09-18,11118964309
2018-09-19,10982380125
2018-09-20,11050672217
2018-09-21,11089876936
2018-09-24,11006408824
2018-09-25,10989968135
2018-09-26,10930528721
2018-09-27,10816708568
2018-09-28,10957086757
2018-10-01,10843197240
2018-10-02,10852049862
2018-10-03,10749612380
2018-10-04,10725583834
2018-10-05,10788816848
2018-10-08,10881137049
2018-10-09,11015191038
2018-10-10,10916547536
2018-10-11,10700290629
2018-10-12,10731907136
2018-10-15,10816639374
2018-10-16,10970927929
2018-10-17,10883666369
2018-10-18,10922870838
2018-10-19,11025308321
2018-10-22,10867225786
2018-10-23,10931723460
2018-10-24,11096129296
2018-10-25,11163156291
2018-10-26,11089805995
2018-10-29,11457822136
2018-10-30,11504614567
2018-10-31,11389530481
2018-11-01,11429999610
2018-11-02,11030366962
