,SJM
2009-06-15,5158352465
2009-06-16,5113259897
2009-06-17,5178525456
2009-06-18,5679290292
2009-06-19,5633011077
2009-06-22,5648437482
2009-06-23,5688783464
2009-06-24,5745742498
2009-06-25,5769475428
2009-06-26,5740995912
2009-06-29,5796768299
2009-06-30,5774222014
2009-07-01,5812194703
2009-07-02,5720822921
2009-07-06,5799141592
2009-07-07,5723196214
2009-07-08,5750489084
2009-07-09,5680476939
2009-07-10,5701836576
2009-07-13,5764728842
2009-07-14,5799141592
2009-07-15,5915432952
2009-07-16,5901193193
2009-07-17,5840674220
2009-07-20,5883393495
2009-07-21,5922552831
2009-07-22,5907126426
2009-07-23,5956965580
2009-07-24,6003244795
2009-07-27,5983071804
2009-07-28,6005618088
2009-07-29,5998498209
2009-07-30,5962898813
2009-07-31,5951377735
2009-08-03,5960894229
2009-08-04,5903795263
2009-08-05,5884762274
2009-08-06,5894278768
2009-08-07,6026320129
2009-08-10,6125053759
2009-08-11,6157171928
2009-08-12,6129812006
2009-08-13,6195237906
2009-08-14,6178584041
2009-08-17,6048921803
2009-08-18,5988254151
2009-08-19,6050111365
2009-08-20,6171446670
2009-08-21,6435529392
2009-08-24,6323710581
2009-08-25,6241630817
2009-08-26,6173825793
2009-08-27,6176204917
2009-08-28,6173825793
2009-08-31,6217839580
2009-09-01,6106020770
2009-09-02,6121485074
2009-09-03,6136949377
2009-09-04,6153603243
2009-09-08,6305867154
2009-09-09,6318952334
2009-09-10,6357018312
2009-09-11,6404600785
2009-09-14,6345122694
2009-09-15,6277317671
2009-09-16,6248768187
2009-09-17,6197617030
2009-09-18,6320141896
2009-09-21,6367724368
2009-09-22,6335606200
2009-09-23,6397463414
2009-09-24,6360586998
2009-09-25,6364155683
2009-09-28,6456941504
2009-09-29,6421254650
2009-09-30,6305867154
2009-10-01,6327279267
2009-10-02,6380809548
2009-10-05,6399842537
2009-10-06,6448614572
2009-10-07,6437908515
2009-10-08,6456941504
2009-10-09,6471216246
2009-10-12,6443856324
2009-10-13,6391515605
2009-10-14,6411738155
2009-10-15,6443856324
2009-10-16,6461699751
2009-10-19,6505713538
2009-10-20,6473595370
2009-10-21,6409359032
2009-10-22,6355828750
2009-10-23,6285644604
2009-10-26,6233303884
2009-10-27,6283265480
2009-10-28,6195237906
2009-10-29,6265422053
2009-10-30,6272559424
2009-11-02,6215411352
2009-11-03,6178499905
2009-11-04,6196360283
2009-11-05,6290424937
2009-11-06,6272564560
2009-11-09,6378536133
2009-11-10,6455931102
2009-11-11,6445214875
2009-11-12,6394015127
2009-11-13,6407112737
2009-11-16,6440452108
2009-11-17,6451168334
2009-11-18,6390443051
2009-11-19,6367819906
2009-11-20,6709548462
2009-11-23,6919110224
2009-11-24,6956021670
2009-11-25,6996505193
2009-11-27,6964356513
2009-11-30,7034607331
2009-12-01,7110811608
2009-12-02,7134625445
2009-12-03,7051277017
2009-12-04,7112002300
2009-12-07,7084616388
2009-12-08,7019128337
2009-12-09,7072709470
2009-12-10,7126290602
2009-12-11,7210829722
2009-12-14,7248931861
2009-12-15,7277508464
2009-12-16,7300131609
2009-12-17,7137006829
2009-12-18,7187015885
2009-12-21,7219164565
2009-12-22,7262029471
2009-12-23,7281080540
2009-12-24,7351331358
2009-12-28,7394196264
2009-12-29,7440633245
2009-12-30,7441823937
2009-12-31,7352522050
2010-01-04,7403721798
2010-01-05,7369191735
2010-01-06,7395386956
2010-01-07,7375145195
2010-01-08,7391814880
2010-01-11,7375145195
2010-01-12,7459684314
2010-01-13,7457302931
2010-01-14,7395386956
2010-01-15,7370382427
2010-01-19,7434679786
2010-01-20,7337043056
2010-01-21,7212020414
2010-01-22,7140578904
2010-01-25,7188206577
2010-01-26,7228690099
2010-01-27,7279889848
2010-01-28,7262029471
2010-01-29,7152485822
2010-02-01,7026026618
2010-02-02,7167420806
2010-02-03,7112242586
2010-02-04,6931763827
2010-02-05,6840949674
2010-02-08,6826005573
2010-02-09,6901875624
2010-02-10,6863940599
2010-02-11,6862791052
2010-02-12,6784621908
2010-02-16,6880034246
2010-02-17,6936362012
2010-02-18,7000736601
2010-02-19,6960502483
2010-02-22,6942109743
2010-02-23,6909922448
2010-02-24,6744387790
2010-02-25,6827155119
2010-02-26,6860491960
2010-03-01,6840949674
2010-03-02,6880034246
2010-03-03,6846697405
2010-03-04,6862791052
2010-03-05,6858192867
2010-03-08,6801865102
2010-03-09,6805313740
2010-03-10,6804164194
2010-03-11,6776575084
2010-03-12,6803014648
2010-03-15,6826005573
2010-03-16,6874286515
2010-03-17,6923717003
2010-03-18,6897277440
2010-03-19,6873136968
2010-03-22,6955904298
2010-03-23,7013381610
2010-03-24,7012232064
2010-03-25,6966250214
2010-03-26,6882333338
2010-03-29,6904174717
2010-03-30,6937511558
2010-03-31,6927165642
2010-04-01,6935212465
2010-04-05,6942109743
2010-04-06,6977745676
2010-04-07,6986942046
2010-04-08,7016830248
2010-04-09,7108793948
2010-04-12,7155925344
2010-04-13,7182364907
2010-04-14,7173168537
2010-04-15,7155925344
2010-04-16,7131784872
2010-04-19,7176617176
2010-04-20,7272029514
2010-04-21,7247889043
2010-04-22,7243290858
2010-04-23,7269730421
2010-04-26,7198458554
2010-04-27,7055914821
2010-04-28,7092700300
2010-04-29,7093849847
2010-04-30,7285707550
2010-05-03,7284514541
2010-05-04,7228443106
2010-05-05,7232022134
2010-05-06,7025631532
2010-05-07,6970753106
2010-05-10,7029210559
2010-05-11,7000578337
2010-05-12,6927804772
2010-05-13,6944506902
2010-05-14,6894400513
2010-05-17,6948085930
2010-05-18,6934962828
2010-05-19,6911102643
2010-05-20,6717835143
2010-05-21,6674886809
2010-05-24,6633131485
2010-05-25,6575867041
2010-05-26,6609271300
2010-05-27,6713063106
2010-05-28,6587797133
2010-06-01,6531725698
2010-06-02,6652219633
2010-06-03,6708291068
2010-06-04,6594955189
2010-06-07,6572288013
2010-06-08,6594955189
2010-06-09,6606885281
2010-06-10,6721414170
2010-06-11,6689202920
2010-06-14,6783450652
2010-06-15,6864575282
2010-06-16,6889628476
2010-06-17,7342971995
2010-06-18,7408587504
2010-06-21,7381148291
2010-06-22,7375183245
2010-06-23,7332234911
2010-06-24,7470623986
2010-06-25,7399043430
2010-06-28,7401429449
2010-06-29,7239180189
2010-06-30,7184301763
2010-07-01,7146125467
2010-07-02,7119879263
2010-07-06,7265426393
2010-07-07,7421710606
2010-07-08,7461079912
2010-07-09,7439605745
2010-07-12,7441991763
2010-07-13,7445570791
2010-07-14,7451535837
2010-07-15,7487326115
2010-07-16,7338199958
2010-07-19,7352516069
2010-07-20,7370411208
2010-07-21,7329848893
2010-07-22,7458693893
2010-07-23,7489712134
2010-07-26,7541011532
2010-07-27,7597082967
2010-07-28,7407394495
2010-07-29,7288093569
2010-07-30,7328655884
2010-08-02,7136061579
2010-08-03,7110964059
2010-08-04,7119329899
2010-08-05,7028500778
2010-08-06,7027305658
2010-08-09,6997427658
2010-08-10,7009378858
2010-08-11,6910183897
2010-08-12,6923330217
2010-08-13,6949622858
2010-08-16,6974720378
2010-08-17,7070329979
2010-08-18,7047622698
2010-08-19,6935281418
2010-08-20,7128890859
2010-08-23,7145622539
2010-08-24,7030891018
2010-08-25,7028500778
2010-08-26,6972330138
2010-08-27,6971135018
2010-08-30,6949622858
2010-08-31,6989061818
2010-09-01,7140842059
2010-09-02,7126500619
2010-09-03,7216134620
2010-09-07,7198207820
2010-09-08,7243622380
2010-09-09,7303378381
2010-09-10,7324890541
2010-09-13,7290232061
2010-09-14,7219719980
2010-09-15,7251988220
2010-09-16,7262744300
2010-09-17,7298597901
2010-09-20,7360744141
2010-09-21,7387036781
2010-09-22,7401378221
2010-09-23,7248402860
2010-09-24,7311744221
2010-09-27,7296207661
2010-09-28,7322500301
2010-09-29,7260354060
2010-09-30,7234061420
2010-10-01,7202988300
2010-10-04,7261549180
2010-10-05,7382256301
2010-10-06,7407353821
2010-10-07,7414524542
2010-10-08,7397792861
2010-10-11,7409744062
2010-10-12,7414524542
2010-10-13,7508939022
2010-10-14,7525670702
2010-10-15,7523280462
2010-10-18,7542402383
2010-10-19,7428865982
2010-10-20,7508939022
2010-10-21,7537621903
2010-10-22,7532841423
2010-10-25,7549573103
2010-10-26,7522085342
2010-10-27,7476670782
2010-10-28,7589012063
2010-10-29,7682231424
2010-11-01,7497952576
2010-11-02,7507325016
2010-11-03,7489751690
2010-11-04,7561216550
2010-11-05,7545986334
2010-11-08,7551844110
2010-11-09,7437031711
2010-11-10,7387826397
2010-11-11,7391341062
2010-11-12,7367909961
2010-11-15,7364395295
2010-11-16,7392512617
2010-11-17,7380797067
2010-11-18,7281214884
2010-11-19,7290587325
2010-11-22,7372596181
2010-11-23,7349165079
2010-11-24,7380797067
2010-11-26,7384311732
2010-11-29,7363223740
2010-11-30,7410085944
2010-12-01,7538957004
2010-12-02,7632681411
2010-12-03,7609250309
2010-12-06,7584647652
2010-12-07,7619794305
2010-12-08,7657284068
2010-12-09,7650254737
2010-12-10,7673685839
2010-12-13,7679543614
2010-12-14,7677200504
2010-12-15,7667828064
2010-12-16,7677200504
2010-12-17,7715861822
2010-12-20,7688916055
2010-12-21,7677200504
2010-12-22,7690087610
2010-12-23,7713518712
2010-12-27,7713518712
2010-12-28,7676028949
2010-12-29,7660798733
2010-12-30,7677200504
2010-12-31,7691259165
2011-01-03,7681886725
2011-01-04,7414772164
2011-01-05,7410085944
2011-01-06,7310503761
2011-01-07,7351508189
2011-01-10,7401885058
2011-01-11,7471006808
2011-01-12,7519040567
2011-01-13,7503810351
2011-01-14,7427659270
2011-01-18,7469835253
2011-01-19,7406571278
2011-01-20,7433517046
2011-01-21,7421801495
2011-01-24,7468663698
2011-01-25,7393684172
2011-01-26,7303474431
2011-01-27,7232009570
2011-01-28,7244896676
2011-01-31,7103492321
2011-02-01,7052067425
2011-02-02,6993785876
2011-02-03,7113777300
2011-02-04,7135490034
2011-02-07,7184629379
2011-02-08,7276051417
2011-02-09,7196057134
2011-02-10,7144632238
2011-02-11,7168630523
2011-02-14,7182343828
2011-02-15,7189200481
2011-02-16,7308049130
2011-02-17,7616598507
2011-02-18,7694307239
2011-02-22,7704592218
2011-02-23,7706877769
2011-02-24,7712591647
2011-02-25,7829154744
2011-02-28,7866866335
2011-03-01,7750303237
2011-03-02,7793728705
2011-03-03,7965145025
2011-03-04,7977715556
2011-03-07,7943432291
2011-03-08,8042853757
2011-03-09,8090850327
2011-03-10,8024569350
2011-03-11,8159416855
2011-03-14,8022283799
2011-03-15,7952574495
2011-03-16,7919434007
2011-03-17,7901149599
2011-03-18,8048567635
2011-03-21,8251981668
2011-03-22,8195985670
2011-03-23,8219983955
2011-03-24,8206270650
2011-03-25,8279408280
2011-03-28,8274837178
2011-03-29,8206270650
2011-03-30,8143417999
2011-03-31,8158274080
2011-04-01,8278265504
2011-04-04,8357117012
2011-04-05,8353688685
2011-04-06,8389114725
2011-04-07,8351403134
2011-04-08,8350260359
2011-04-11,8345689257
2011-04-12,8437111295
2011-04-13,8494250068
2011-04-14,8504535047
2011-04-15,8507963374
2011-04-18,8422255213
2011-04-19,8370830317
2011-04-20,8480536762
2011-04-21,8409684683
2011-04-25,8338832604
2011-04-26,8494250068
2011-04-27,8568530474
2011-04-28,8568530474
2011-04-29,8578815453
2011-05-02,8597099860
2011-05-03,8583386555
2011-05-04,8573101575
2011-05-05,8443967947
2011-05-06,8461109579
2011-05-09,8531961659
2011-05-10,8615384268
2011-05-11,8539961087
2011-05-12,8670237490
2011-05-13,8621098145
2011-05-16,8595957085
2011-05-17,8766230630
2011-05-18,8721662387
2011-05-19,8825654954
2011-05-20,8891935932
2011-05-23,8789086139
2011-05-24,8841653811
2011-05-25,8721662387
2011-05-26,8835939934
2011-05-27,8943360828
2011-05-31,9059923926
2011-06-01,9066780578
2011-06-02,9022212335
2011-06-03,8934218624
2011-06-06,8835939934
2011-06-07,8891935932
2011-06-08,8729661815
2011-06-09,8928504747
2011-06-10,8800513894
2011-06-13,8786800588
2011-06-14,8893078707
2011-06-15,8733090141
2011-06-16,8695378551
2011-06-17,8803942220
2011-06-20,8899935360
2011-06-21,8962788011
2011-06-22,8872508749
2011-06-23,8711377407
2011-06-24,8559388270
2011-06-27,8625669247
2011-06-28,8680522470
2011-06-29,8718234060
2011-06-30,8735375692
2011-07-01,8783372262
2011-07-05,8745660671
2011-07-06,8719376836
2011-07-07,8808513322
2011-07-08,8713662958
2011-07-11,8699949653
2011-07-12,8742232345
2011-07-13,8735375692
2011-07-14,8680522470
2011-07-15,8719376836
2011-07-18,8760516753
2011-07-19,8977644092
2011-07-20,8969644664
2011-07-21,9104492169
2011-07-22,9142203760
2011-07-25,9080493884
2011-07-26,9011927356
2011-07-27,8987929071
2011-07-28,8971930214
2011-07-29,8904506462
2011-08-01,8827849142
2011-08-02,8582979117
2011-08-03,8631953122
2011-08-04,8355193047
2011-08-05,8414417425
2011-08-08,8027181106
2011-08-09,8160435957
2011-08-10,8184353495
2011-08-11,8448585336
2011-08-12,8522615809
2011-08-15,8645620286
2011-08-16,8529449391
2011-08-17,8605757724
2011-08-18,7974790310
2011-08-19,7724225633
2011-08-22,7717392051
2011-08-23,7871147648
2011-08-24,7826729365
2011-08-25,7708280608
2011-08-26,7881398022
2011-08-29,8057932226
2011-08-30,8081849763
2011-08-31,8210548893
2011-09-01,8183214564
2011-09-02,8118295534
2011-09-06,8026042176
2011-09-07,8229910709
2011-09-08,8191187077
2011-09-09,8059071156
2011-09-12,8070460460
2011-09-13,8160435957
2011-09-14,8245855734
2011-09-15,8385944167
2011-09-16,8382527375
2011-09-19,8404167052
2011-09-20,8399611331
2011-09-21,8328997649
2011-09-22,8303941181
2011-09-23,8455418918
2011-09-26,8530588321
2011-09-27,8554505858
2011-09-28,8395055609
2011-09-29,8416695286
2011-09-30,8301663321
2011-10-03,8131962699
2011-10-04,8136518420
2011-10-05,8089822276
2011-10-06,8245855734
2011-10-07,8295968669
2011-10-10,8369999142
2011-10-11,8426945659
2011-10-12,8479336455
2011-10-13,8563617301
2011-10-14,8587534839
2011-10-17,8474780734
2011-10-18,8606896654
2011-10-19,8512365435
2011-10-20,8595507351
2011-10-21,8715095038
2011-10-24,8774319416
2011-10-25,8664982102
2011-10-26,8691177500
2011-10-27,8757235461
2011-10-28,8750401879
2011-10-31,8737083487
2011-11-01,8764308883
2011-11-02,8850522639
2011-11-03,8974171314
2011-11-04,8915182955
2011-11-07,8961693008
2011-11-08,8889091950
2011-11-09,8614569202
2011-11-10,8726873963
2011-11-11,8720067614
2011-11-14,8615703594
2011-11-15,8580537457
2011-11-16,8301477143
2011-11-17,8150603071
2011-11-18,8427394602
2011-11-21,8409244337
2011-11-22,8347987195
2011-11-23,8222069736
2011-11-25,8284461270
2011-11-28,8399034814
2011-11-29,8409244337
2011-11-30,8619106768
2011-12-01,8517011532
2011-12-02,8496592484
2011-12-05,8622509943
2011-12-06,8697379783
2011-12-07,8688304651
2011-12-08,8638391424
2011-12-09,8782459147
2011-12-12,8675826344
2011-12-13,8653138514
2011-12-14,8665616821
2011-12-15,8680363911
2011-12-16,8707589307
2011-12-19,8691707826
2011-12-20,8892495125
2011-12-21,8928795653
2011-12-22,8904973432
2011-12-23,8939005177
2011-12-27,8929930045
2011-12-28,8889091950
2011-12-29,8919720521
2011-12-30,8867538511
2012-01-03,8768846449
2012-01-04,8766577666
2012-01-05,8811953327
2012-01-06,8782459147
2012-01-09,8843716289
2012-01-10,8939005177
2012-01-11,8940139569
2012-01-12,8970768140
2012-01-13,8942408352
2012-01-17,9103491948
2012-01-18,9194243269
2012-01-19,9193108878
2012-01-20,9118239037
2012-01-23,9195377661
2012-01-24,9188571312
2012-01-25,9210124750
2012-01-26,8963961791
2012-01-27,8915182955
2012-01-30,8884554384
2012-01-31,8776538997
2012-02-01,8867891650
2012-02-02,8883488444
2012-02-03,8863435423
2012-02-06,8858979196
2012-02-07,8836698061
2012-02-08,8778767111
2012-02-09,8824443437
2012-02-10,8783223338
2012-02-13,8833355891
2012-02-14,8847838629
2012-02-15,8706353423
2012-02-16,7976646258
2012-02-17,8140412599
2012-02-21,8069112967
2012-02-22,8095850329
2012-02-23,8215054400
2012-02-24,8326460074
2012-02-27,8332030358
2012-02-28,8288582145
2012-02-29,8391075365
2012-03-01,8450120372
2012-03-02,8505823209
2012-03-05,8520305947
2012-03-06,8340942812
2012-03-07,8374364514
2012-03-08,8418926784
2012-03-09,8404444046
2012-03-12,8406672160
2012-03-13,8499138869
2012-03-14,8465717167
2012-03-15,8662905210
2012-03-16,8698555025
2012-03-19,8750915692
2012-03-20,8814416926
2012-03-21,8822215324
2012-03-22,8856751083
2012-03-23,8912453920
2012-03-26,8933620998
2012-03-27,8983753551
2012-03-28,9024973650
2012-03-29,9033886104
2012-03-30,9063965636
2012-04-02,9072878090
2012-04-03,9070649977
2012-04-04,9039456388
2012-04-05,9037228274
2012-04-09,9000464402
2012-04-10,8946989678
2012-04-11,8889058728
2012-04-12,8842268345
2012-04-13,8828899664
2012-04-16,8779881167
2012-04-17,8896857125
2012-04-18,8853408912
2012-04-19,8828899664
2012-04-20,8909111749
2012-04-23,8692984742
2012-04-24,8728634557
2012-04-25,8770968714
2012-04-26,8845610515
2012-04-27,8842268345
2012-04-30,8788625419
2012-05-01,8795247515
2012-05-02,8717989726
2012-05-03,8540296809
2012-05-04,8386884913
2012-05-07,8408958567
2012-05-08,8405647519
2012-05-09,8364811259
2012-05-10,8498356867
2012-05-11,8472972164
2012-05-14,8504978963
2012-05-15,8486216357
2012-05-16,8568992560
2012-05-17,8530363665
2012-05-18,8422202760
2012-05-21,8452002193
2012-05-22,8501667915
2012-05-23,8509393694
2012-05-24,8546918906
2012-05-25,8562370464
2012-05-29,8627487744
2012-05-30,8534778396
2012-05-31,8449794827
2012-06-01,8257754036
2012-06-04,8323974998
2012-06-05,8241198795
2012-06-06,8393507009
2012-06-07,8397921740
2012-06-08,8360396528
2012-06-11,8339426556
2012-06-12,8363707576
2012-06-13,8362603893
2012-06-14,8354878114
2012-06-15,8362603893
2012-06-18,8408958567
2012-06-19,8447587462
2012-06-20,8442069048
2012-06-21,8370329672
2012-06-22,8343841287
2012-06-25,8182703611
2012-06-26,8145178399
2012-06-27,8128623159
2012-06-28,8194844121
2012-06-29,8335011825
2012-07-02,8431032221
2012-07-03,8390195961
2012-07-05,8382470182
2012-07-06,8311834489
2012-07-09,8257754036
2012-07-10,8294175565
2012-07-11,8251131939
2012-07-12,8296382931
2012-07-13,8434343269
2012-07-16,8460831654
2012-07-17,8385781230
2012-07-18,8383573865
2012-07-19,8492838453
2012-07-20,8449794827
2012-07-23,8374744403
2012-07-24,8275412959
2012-07-25,8279827690
2012-07-26,8379159134
2012-07-27,8427721173
2012-07-30,8524845252
2012-07-31,8388468864
2012-08-01,8268321523
2012-08-02,8183126136
2012-08-03,8273782766
2012-08-06,8364439395
2012-08-07,8388468864
2012-08-08,8391745609
2012-08-09,8391745609
2012-08-10,8377546378
2012-08-13,8509708453
2012-08-14,8502062713
2012-08-15,8625486799
2012-08-16,8625486799
2012-08-17,9061293970
2012-08-20,9202194033
2012-08-21,9187994802
2012-08-22,9165057583
2012-08-23,9163965334
2012-08-24,9218577762
2012-08-27,9279743680
2012-08-28,9238238235
2012-08-29,9287389420
2012-08-30,9221854507
2012-08-31,9280835929
2012-09-04,9397706524
2012-09-05,9392245281
2012-09-06,9461056940
2012-09-07,9404260015
2012-09-10,9376953801
2012-09-11,9394429778
2012-09-12,9407536761
2012-09-13,9506931379
2012-09-14,9405352264
2012-09-17,9504746882
2012-09-18,9461056940
2012-09-19,9456687945
2012-09-20,9509115876
2012-09-21,9397706524
2012-09-24,9534237592
2012-09-25,9403167766
2012-09-26,9380230547
2012-09-27,9387876287
2012-09-28,9429381732
2012-10-01,9516761616
2012-10-02,9520038361
2012-10-03,9536422090
2012-10-04,9553898066
2012-10-05,9442488714
2012-10-08,9338725102
2012-10-09,9180349062
2012-10-10,9133382375
2012-10-11,9126828883
2012-10-12,9114814149
2012-10-15,9139935866
2012-10-16,9165057583
2012-10-17,9305957646
2012-10-18,9324525871
2012-10-19,9257898709
2012-10-22,9269913443
2012-10-23,9300496403
2012-10-24,9287389420
2012-10-25,9367123564
2012-10-26,9287389420
2012-10-31,9289564945
2012-11-01,9264616324
2012-11-02,9226651031
2012-11-05,9204956577
2012-11-06,9303666340
2012-11-07,9175669065
2012-11-08,9092145419
2012-11-09,9147466276
2012-11-12,9259192711
2012-11-13,9442510842
2012-11-14,9296073281
2012-11-15,9261362156
2012-11-16,9096484310
2012-11-19,9164821838
2012-11-20,9184346846
2012-11-21,9173499620
2012-11-23,9334038575
2012-11-26,9331869130
2012-11-27,9342716356
2012-11-28,9454442791
2012-11-29,9504340034
2012-11-30,9595456738
2012-12-03,9624744250
2012-12-04,9645353981
2012-12-05,9577016453
2012-12-06,9541220605
2012-12-07,9523865042
2012-12-10,9521695597
2012-12-11,9516271983
2012-12-12,9527119210
2012-12-13,9473967799
2012-12-14,9432748338
2012-12-17,9493492807
2012-12-18,9475052522
2012-12-19,9324276071
2012-12-20,9429494170
2012-12-21,9394783044
2012-12-24,9364410810
2012-12-26,9251599652
2012-12-27,9277632996
2012-12-28,9247260761
2012-12-31,9354648306
2013-01-02,9725623459
2013-01-03,9673556771
2013-01-04,9784198483
2013-01-07,9750572080
2013-01-08,9663794267
2013-01-09,9718030400
2013-01-10,9745148467
2013-01-11,9569423394
2013-01-14,9578101176
2013-01-15,9584609512
2013-01-16,9609558133
2013-01-17,9718030400
2013-01-18,9714776232
2013-01-22,9749487357
2013-01-23,9736470685
2013-01-24,9777690147
2013-01-25,9682234552
2013-01-28,9632337309
2013-01-29,9616066469
2013-01-30,9641015090
2013-01-31,9500505131
2013-02-01,9624848874
2013-02-04,9525159494
2013-02-05,9591619081
2013-02-06,9549813857
2013-02-07,9529447209
2013-02-08,9557317359
2013-02-11,9513368277
2013-02-12,9745976831
2013-02-13,9682733031
2013-02-14,9878896005
2013-02-15,9904622296
2013-02-19,9834946923
2013-02-20,9829587279
2013-02-21,9851025855
2013-02-22,9967866097
2013-02-25,9809220631
2013-02-26,9985016958
2013-02-27,10196186935
2013-02-28,10215481654
2013-03-01,10319458750
2013-03-04,10359120116
2013-03-05,10408428842
2013-03-06,10367695547
2013-03-07,10407356913
2013-03-08,10423435845
2013-03-11,10439514777
2013-03-12,10448090208
2013-03-13,10459881425
2013-03-14,10487751574
2013-03-15,10440586706
2013-03-18,10331249967
2013-03-19,10333393824
2013-03-20,10371983262
2013-03-21,10290516672
2013-03-22,10337681540
2013-03-25,10331249967
2013-03-26,10441658635
2013-03-27,10430939347
2013-03-28,10629246179
2013-04-01,10606735673
2013-04-02,10630318107
2013-04-03,10488823503
2013-04-04,10609951460
2013-04-05,10517765581
2013-04-08,10537060300
2013-04-09,10526341012
2013-04-10,10612095318
2013-04-11,10697849623
2013-04-12,10837200370
2013-04-15,10667835616
2013-04-16,10960472184
2013-04-17,10907947672
2013-04-18,10883293309
2013-04-19,11051586134
2013-04-22,11047298418
2013-04-23,11255252610
2013-04-24,10988342333
2013-04-25,10958328326
2013-04-26,10925098533
2013-04-29,10959400255
2013-04-30,10938031229
2013-05-01,10819358412
2013-05-02,10902005552
2013-05-03,10972997327
2013-05-06,10865979876
2013-05-07,11005844268
2013-05-08,11002665532
2013-05-09,10832073356
2013-05-10,10980414378
2013-05-13,11032333736
2013-05-14,11075776464
2013-05-15,11020678370
2013-05-16,10947567438
2013-05-17,10869158612
2013-05-20,10800285994
2013-05-21,10819358412
2013-05-22,10861741561
2013-05-23,10857503246
2013-05-24,10936971651
2013-05-28,11074716885
2013-05-29,10915780076
2013-05-30,10876575663
2013-05-31,10697506858
2013-06-03,10826775463
2013-06-04,10875516084
2013-06-05,10846907459
2013-06-06,10424135545
2013-06-07,10743068743
2013-06-10,10621217189
2013-06-11,10649825815
2013-06-12,10683732334
2013-06-13,10825715884
2013-06-14,10914720497
2013-06-17,10939090808
2013-06-18,10983593115
2013-06-19,10847967037
2013-06-20,10593668142
2013-06-21,10671017389
2013-06-24,10575655304
2013-06-25,10691149385
2013-06-26,10769558211
2013-06-27,10897767238
2013-06-28,10929554599
2013-07-01,11028095421
2013-07-02,10929554599
2013-07-03,10870218191
2013-07-05,10926375863
2013-07-08,11058823205
2013-07-09,11085312673
2013-07-10,11075776464
2013-07-11,11224117486
2013-07-12,11232594116
2013-07-15,11301466734
2013-07-16,11354445670
2013-07-17,11292990104
2013-07-18,11378815981
2013-07-19,11460403543
2013-07-22,11527157003
2013-07-23,11621459510
2013-07-24,11603446672
2013-07-25,11731655698
2013-07-26,11818541154
2013-07-29,11872579669
2013-07-30,11908605346
2013-07-31,11829308051
2013-08-01,11950208374
2013-08-02,11981747588
2013-08-05,12022748567
2013-08-06,12009081574
2013-08-07,11939695302
2013-08-08,11886078637
2013-08-09,11911310009
2013-08-12,11933387459
2013-08-13,11975439745
2013-08-14,11834564587
2013-08-15,11609584857
2013-08-16,11598020478
2013-08-19,11465555777
2013-08-20,11469761006
2013-08-21,11332039769
2013-08-22,11300500555
2013-08-23,11402477348
2013-08-26,11301551862
2013-08-27,11203780297
2013-08-28,11072366903
2013-08-29,11122829647
2013-08-30,11158574090
2013-09-03,11079726053
2013-09-04,11170138468
2013-09-05,11225857747
2013-09-06,11142804482
2013-09-09,11368835520
2013-09-10,11449786170
2013-09-11,11330988462
2013-09-12,11277371798
2013-09-13,11340450227
2013-09-16,11345706762
2013-09-17,11385656434
2013-09-18,11404579963
2013-09-19,11320475391
2013-09-20,11263704805
2013-09-23,11202728990
2013-09-24,11184856768
2013-09-25,11129137489
2013-09-26,11111265268
2013-09-27,11016647624
2013-09-30,11042930303
2013-10-01,11081828668
2013-10-02,11033468539
2013-10-03,11035571153
2013-10-04,11136496639
2013-10-07,11120727032
2013-10-08,11099700889
2013-10-09,10973544031
2013-10-10,11197472454
2013-10-11,11206934219
2013-10-14,11220601211
2013-10-15,11140701868
2013-10-16,11301551862
2013-10-17,11400374734
2013-10-18,11341501534
2013-10-21,11234268204
2013-10-22,11430862641
2013-10-23,11443478327
2013-10-24,11522326364
2013-10-25,11602225707
2013-10-28,11795666223
2013-10-29,11869257723
2013-10-30,11722074722
2013-10-31,11653890072
2013-11-01,11632931723
2013-11-04,11592062942
2013-11-05,11599398364
2013-11-06,11723052625
2013-11-07,11276639787
2013-11-08,11381431533
2013-11-11,11279783539
2013-11-12,11255681437
2013-11-13,11310173145
2013-11-14,11414964891
2013-11-15,11458977425
2013-11-18,11412869056
2013-11-19,11379335698
2013-11-20,10635314301
2013-11-21,10795645672
2013-11-22,10893101996
2013-11-25,10930827025
2013-11-26,11068104212
2013-11-27,11067056295
2013-11-29,10923491603
2013-12-02,10945497869
2013-12-03,11001037495
2013-12-04,10976935393
2013-12-05,10719147698
2013-12-06,10931874942
2013-12-09,10990558320
2013-12-10,10814508187
2013-12-11,10897293666
2013-12-12,10623787209
2013-12-13,10522139215
2013-12-16,10646841393
2013-12-17,10594445520
2013-12-18,10674087247
2013-12-19,10683518504
2013-12-20,10701333101
2013-12-23,10651033063
2013-12-24,10726483120
2013-12-26,10792501920
2013-12-27,10812412352
2013-12-30,10861664472
2013-12-31,10858520720
2014-01-02,10691901844
2014-01-03,10637410136
2014-01-06,10573487171
2014-01-07,10638458053
2014-01-08,10287405704
2014-01-09,10267495273
2014-01-10,10313603641
2014-01-13,10205668142
2014-01-14,10410012047
2014-01-15,10341897412
2014-01-16,10327226568
2014-01-17,10185757711
2014-01-21,10185757711
2014-01-22,10316747393
2014-01-23,10277974447
2014-01-24,10266447355
2014-01-27,10335609907
2014-01-28,10406868295
2014-01-29,10176326454
2014-01-30,10254920263
