,D
2009-04-14,17793189000
2009-04-15,18030669000
2009-04-16,17846622000
2009-04-17,17775378000
2009-04-20,17561646000
2009-04-21,17442906000
2009-04-22,17223237000
2009-04-23,17383536000
2009-04-24,17389473000
2009-04-27,17555709000
2009-04-28,17751630000
2009-04-29,17579457000
2009-04-30,17905992000
2009-05-01,18458133000
2009-05-04,18766857000
2009-05-05,18796542000
2009-05-06,18713424000
2009-05-07,18921219000
2009-05-08,18921219000
2009-05-11,18867786000
2009-05-12,18992463000
2009-05-13,18582810000
2009-05-14,18428448000
2009-05-15,18119724000
2009-05-18,18107850000
2009-05-19,18648117000
2009-05-20,18481881000
2009-05-21,18238464000
2009-05-22,18291897000
2009-05-26,18731235000
2009-05-27,18006921000
2009-05-28,18511566000
2009-05-29,18873723000
2009-06-01,19532730000
2009-06-02,19360557000
2009-06-03,18968715000
2009-06-04,19039959000
2009-06-05,19010274000
2009-06-08,18855912000
2009-06-09,18921219000
2009-06-10,19140888000
2009-06-11,19562415000
2009-06-12,19823643000
2009-06-15,19378368000
2009-06-16,19313061000
2009-06-17,19229943000
2009-06-18,19793958000
2009-06-19,19425864000
2009-06-22,19598037000
2009-06-23,19324935000
2009-06-24,19467423000
2009-06-25,19799895000
2009-06-26,19823643000
2009-06-29,20108619000
2009-06-30,19914978000
2009-07-01,20397657000
2009-07-02,19777921000
2009-07-06,19956691000
2009-07-07,19503807000
2009-07-08,19426340000
2009-07-09,19551479000
2009-07-10,19336955000
2009-07-13,19676618000
2009-07-14,19724290000
2009-07-15,19771962000
2009-07-16,19766003000
2009-07-17,19587233000
2009-07-20,19575315000
2009-07-21,19682577000
2009-07-22,19736208000
2009-07-23,20201010000
2009-07-24,20612181000
2009-07-27,20737320000
2009-07-28,20344026000
2009-07-29,20344026000
2009-07-30,20582386000
2009-07-31,20141420000
2009-08-03,20206968999
2009-08-04,20123543000
2009-08-05,20063953000
2009-08-06,20159297000
2009-08-07,20022240000
2009-08-10,20022240000
2009-08-11,19956691000
2009-08-12,20069912000
2009-08-13,20034158000
2009-08-14,19998404000
2009-08-17,19742167000
2009-08-18,19777921000
2009-08-19,19920937000
2009-08-20,20063953000
2009-08-21,20391698000
2009-08-24,20522796000
2009-08-25,20445329000
2009-08-26,19956691000
2009-08-27,19932855000
2009-08-28,19795798000
2009-08-31,19712372000
2009-09-01,19670659000
2009-09-02,19509766000
2009-09-03,19509766000
2009-09-04,19664700000
2009-09-08,19676618000
2009-09-09,19712372000
2009-09-10,19557438000
2009-09-11,19539561000
2009-09-14,19777921000
2009-09-15,19938814000
2009-09-16,20338067000
2009-09-17,20272518000
2009-09-18,20457247000
2009-09-21,20373821000
2009-09-22,20308272000
2009-09-23,20290395000
2009-09-24,20409575000
2009-09-25,20373821000
2009-09-28,20618140000
2009-09-29,20695607000
2009-09-30,20634450000
2009-10-01,20215780000
2009-10-02,20030369000
2009-10-05,20155970000
2009-10-06,20251666000
2009-10-07,20389229000
2009-10-08,20472963000
2009-10-09,20754070000
2009-10-12,20849766000
2009-10-13,20646412000
2009-10-14,20766032000
2009-10-15,20538754000
2009-10-16,20646412000
2009-10-19,20999291000
2009-10-20,20915557000
2009-10-21,20975367000
2009-10-22,21226569000
2009-10-23,21035177000
2009-10-26,20819861000
2009-10-27,20760051000
2009-10-28,20700241000
2009-10-29,20712203000
2009-10-30,20389229000
2009-11-02,20694260000
2009-11-03,20772013000
2009-11-04,20993310000
2009-11-05,21417961000
2009-11-06,21513657000
2009-11-09,21896441000
2009-11-10,21992137000
2009-11-11,21926345999
2009-11-12,21687106000
2009-11-13,21687106000
2009-11-16,22189510000
2009-11-17,22279225000
2009-11-18,22153624000
2009-11-19,22016061000
2009-11-20,21752897000
2009-11-23,21986156000
2009-11-24,22111757000
2009-11-25,21998118000
2009-11-27,21615334000
2009-11-30,21758878000
2009-12-01,22237358000
2009-12-02,22656028000
2009-12-03,22644066000
2009-12-04,22578275000
2009-12-07,22859382000
2009-12-08,22817515000
2009-12-09,22901249000
2009-12-10,23086660000
2009-12-11,23373748000
2009-12-14,23642893000
2009-12-15,23475425000
2009-12-16,23439539000
2009-12-17,23301976000
2009-12-18,23403653000
2009-12-21,23469444000
2009-12-22,23397672000
2009-12-23,23409634000
2009-12-24,23547197000
2009-12-28,23690741000
2009-12-29,23565140000
2009-12-30,23624950000
2009-12-31,23348108000
2010-01-04,23372104000
2010-01-05,23084152000
2010-01-06,23108148000
2010-01-07,23144142000
2010-01-08,23132144000
2010-01-11,23474087000
2010-01-12,23354107000
2010-01-13,23486085000
2010-01-14,23462089000
2010-01-15,23306115000
2010-01-19,23654057000
2010-01-20,23420096000
2010-01-21,23114147000
2010-01-22,22676220000
2010-01-25,22838193000
2010-01-26,22856190000
2010-01-27,22796200000
2010-01-28,22556240000
2010-01-29,22472254000
2010-02-01,22646225000
2010-02-02,22790201000
2010-02-03,22580236000
2010-02-04,22112314000
2010-02-05,22046325000
2010-02-08,21758373000
2010-02-09,21938343000
2010-02-10,21956340000
2010-02-11,22238293000
2010-02-12,22280286000
2010-02-16,22940176000
2010-02-17,23024162000
2010-02-18,23228128000
2010-02-19,23498083000
2010-02-22,23396100000
2010-02-23,23288118000
2010-02-24,23114147000
2010-02-25,23000166000
2010-02-26,22790201000
2010-03-01,22976170000
2010-03-02,23084152000
2010-03-03,23162139000
2010-03-04,23246125000
2010-03-05,23462089000
2010-03-08,23444092000
2010-03-09,23528078000
2010-03-10,23624062000
2010-03-11,23786035000
2010-03-12,23810031000
2010-03-15,23822029000
2010-03-16,23930011000
2010-03-17,24331944000
2010-03-18,24301949000
2010-03-19,24415930000
2010-03-22,24073987000
2010-03-23,24109981000
2010-03-24,24043992000
2010-03-25,24151974000
2010-03-26,24355940000
2010-03-29,24703882000
2010-03-30,24751874000
2010-03-31,24271344000
2010-04-01,24696432000
2010-04-05,24684624000
2010-04-06,24619680000
2010-04-07,24590160000
2010-04-08,24483888000
2010-04-09,24554736000
2010-04-12,24678720000
2010-04-13,24601968000
2010-04-14,24489792000
2010-04-15,24466176000
2010-04-16,24312672000
2010-04-19,24371712000
2010-04-20,24454368000
2010-04-21,24418944000
2010-04-22,24413040000
2010-04-23,24661008000
2010-04-26,24714144000
2010-04-27,24289056000
2010-04-28,24454368000
2010-04-29,24383520000
2010-04-30,24678720000
2010-05-03,25074288000
2010-05-04,24607872000
2010-05-05,24666912000
2010-05-06,23739984000
2010-05-07,23745888000
2010-05-10,24743663999
2010-05-11,24678720000
2010-05-12,24708240000
2010-05-13,24525216000
2010-05-14,24200496000
2010-05-17,24365808000
2010-05-18,24035184000
2010-05-19,23869872000
2010-05-20,23167296000
2010-05-21,23338512000
2010-05-24,23173200000
2010-05-25,23161392000
2010-05-26,22765824000
2010-05-27,23108256000
2010-05-28,23001984000
2010-06-01,22783536000
2010-06-02,23450688000
2010-06-03,23704560000
2010-06-04,23031504000
2010-06-07,23220432000
2010-06-08,23710463999
2010-06-09,23568768000
2010-06-10,24094224000
2010-06-11,23970240000
2010-06-14,23899392000
2010-06-15,24371712000
2010-06-16,24601968000
2010-06-17,24708240000
2010-06-18,24796800000
2010-06-21,24690528000
2010-06-22,24123744000
2010-06-23,23751792000
2010-06-24,23704560000
2010-06-25,23716368000
2010-06-28,23952528000
2010-06-29,23185008000
2010-06-30,22662900000
2010-07-01,22803300000
2010-07-02,22621950000
2010-07-06,22896900000
2010-07-07,23505300000
2010-07-08,23838750000
2010-07-09,23926500000
2010-07-12,23979150000
2010-07-13,24043500000
2010-07-14,24242400000
2010-07-15,24142950000
2010-07-16,23651550000
2010-07-19,24219000000
2010-07-20,24546600000
2010-07-21,24137100000
2010-07-22,24698700000
2010-07-23,24809849999
2010-07-26,24921000000
2010-07-27,25312950000
2010-07-28,25143300000
2010-07-29,24388650000
2010-07-30,24564150000
2010-08-02,25272000000
2010-08-03,25225200000
2010-08-04,25447500000
2010-08-05,25476750000
2010-08-06,25546950000
2010-08-09,25757550000
2010-08-10,25845300000
2010-08-11,25570350000
2010-08-12,25623000000
2010-08-13,25687349999
2010-08-16,25757550000
2010-08-17,26155350000
2010-08-18,25804350000
2010-08-19,25546950000
2010-08-20,25699050000
2010-08-23,25944750000
2010-08-24,25979849999
2010-08-25,25242750000
2010-08-26,25014600000
2010-08-27,25400700000
2010-08-30,24973650000
2010-08-31,24997050000
2010-09-01,25658100000
2010-09-02,25494300000
2010-09-03,25734150000
2010-09-07,25634700000
2010-09-08,25582050000
2010-09-09,25704900000
2010-09-10,25324650000
2010-09-13,25693200000
2010-09-14,25757550000
2010-09-15,25435800000
2010-09-16,25500150000
2010-09-17,25400700000
2010-09-20,25909650000
2010-09-21,25804350000
2010-09-22,25862850000
2010-09-23,25400700000
2010-09-24,25874550000
2010-09-27,25892100000
2010-09-28,25851150000
2010-09-29,25710750000
2010-09-30,25314067999
2010-10-01,25528594000
2010-10-04,25447422000
2010-10-05,25847484000
2010-10-06,25795302000
2010-10-07,25806898000
2010-10-08,25905464000
2010-10-11,25911262000
2010-10-12,25696736000
2010-10-13,25830090000
2010-10-14,25876474000
2010-10-15,25824292000
2010-10-18,26044616000
2010-10-19,25801100000
2010-10-20,25917060000
2010-10-21,25940252000
2010-10-22,25806898000
2010-10-25,25777908000
2010-10-26,25534392000
2010-10-27,25406836000
2010-10-28,25482210000
2010-10-29,25198108000
2010-11-01,24635702000
2010-11-02,24827036000
2010-11-03,24856026000
2010-11-04,25238694000
2010-11-05,25221300000
2010-11-08,24983582000
2010-11-09,24971986000
2010-11-10,24919804000
2010-11-11,24838632000
2010-11-12,24850228000
2010-11-15,25000976000
2010-11-16,24809642000
2010-11-17,24612510000
2010-11-18,24815440000
2010-11-19,24792248000
2010-11-22,24937198000
2010-11-23,24635702000
2010-11-24,24368994000
2010-11-26,24258832000
2010-11-29,24125478000
2010-11-30,24079094000
2010-12-01,24380590000
2010-12-02,24409580000
2010-12-03,24595116000
2010-12-06,24374792000
2010-12-07,24293620000
2010-12-08,24253034000
2010-12-09,24218246000
2010-12-10,24131276000
2010-12-13,24380590000
2010-12-14,24351600000
2010-12-15,24189256000
2010-12-16,24531338000
2010-12-17,24682086000
2010-12-20,24890814000
2010-12-21,24908208000
2010-12-22,24885016000
2010-12-23,24908208000
2010-12-27,24867622000
2010-12-28,24885016000
2010-12-29,24896612000
2010-12-30,24873420000
2010-12-31,24769056000
2011-01-03,24786450000
2011-01-04,25012572000
2011-01-05,24948794000
2011-01-06,25041562000
2011-01-07,25064754000
2011-01-10,24606712000
2011-01-11,24542934000
2011-01-12,24502348000
2011-01-13,24705278000
2011-01-14,24919804000
2011-01-18,24919804000
2011-01-19,24914006000
2011-01-20,25145926000
2011-01-21,25134330000
2011-01-24,25267684000
2011-01-25,25261886000
2011-01-26,25250290000
2011-01-27,25389442000
2011-01-28,25157522000
2011-01-31,25244492000
2011-02-01,25383644000
2011-02-02,25227098000
2011-02-03,25331462000
2011-02-04,25285078000
2011-02-07,25174916000
2011-02-08,25244492000
2011-02-09,25244492000
2011-02-10,25453220000
2011-02-11,25580776000
2011-02-14,25325664000
2011-02-15,25360452000
2011-02-16,25563382000
2011-02-17,25615564000
2011-02-18,25725726000
2011-02-22,25679342000
2011-02-23,25882272000
2011-02-24,25940252000
2011-02-25,26091000000
2011-02-28,26456274000
2011-03-01,26421486000
2011-03-02,25969242000
2011-03-03,26398294000
2011-03-04,26404092000
2011-03-07,26334516000
2011-03-08,26751972000
2011-03-09,26867932000
2011-03-10,26473667999
2011-03-11,26386698000
2011-03-14,26183767999
2011-03-15,25934454000
2011-03-16,25348856000
2011-03-17,25285078000
2011-03-18,25383644000
2011-03-21,25795302000
2011-03-22,25760514000
2011-03-23,25557584000
2011-03-24,25748917999
2011-03-25,25824292000
2011-03-28,25644554000
2011-03-29,25830090000
2011-03-30,26189566000
2011-03-31,25630980000
2011-04-01,25630980000
2011-04-04,25757128000
2011-04-05,25671118000
2011-04-06,25820202000
2011-04-07,25774330000
2011-04-08,25699788000
2011-04-11,25218132000
2011-04-12,25000240000
2011-04-13,24971570000
2011-04-14,25246802000
2011-04-15,25499098000
2011-04-18,25286940000
2011-04-19,25407354000
2011-04-20,25504832000
2011-04-21,25659650000
2011-04-25,25854606000
2011-04-26,26233050000
2011-04-27,26410804000
2011-04-28,26565622000
2011-04-29,26617228000
2011-05-02,26686036000
2011-05-03,26794982000
2011-05-04,26961268000
2011-05-05,26686036000
2011-05-06,26903928000
2011-05-09,26955534000
2011-05-10,27316776000
2011-05-11,27322510000
2011-05-12,27609210000
2011-05-13,27517466000
2011-05-16,27448658000
2011-05-17,27712422000
2011-05-18,27505998000
2011-05-19,27637880000
2011-05-20,27683752000
2011-05-23,27488796000
2011-05-24,27471593999
2011-05-25,27053012000
2011-05-26,27144756000
2011-05-27,27081682000
2011-05-31,27362648000
2011-06-01,27018608000
2011-06-02,27104618000
2011-06-03,27035810000
2011-06-06,26892460000
2011-06-07,27179160000
2011-06-08,27345446000
2011-06-09,27511732000
2011-06-10,27253702000
2011-06-13,27425722000
2011-06-14,27345446000
2011-06-15,27007140000
2011-06-16,27098884000
2011-06-17,27328243999
2011-06-20,27614943999
2011-06-21,27655082000
2011-06-22,27385584000
2011-06-23,27030076000
2011-06-24,27093150000
2011-06-27,27351180000
2011-06-28,27408520000
2011-06-29,27580540000
2011-06-30,27484938000
2011-07-01,27894906000
2011-07-05,27678534000
2011-07-06,27843660000
2011-07-07,27877824000
2011-07-08,27689922000
2011-07-11,27393834000
2011-07-12,27536184000
2011-07-13,27490632000
2011-07-14,27427998000
2011-07-15,27593124000
2011-07-18,27331200000
2011-07-19,27724086000
2011-07-20,28048644000
2011-07-21,28470000000
2011-07-22,28344732000
2011-07-25,28225158000
2011-07-26,28071420000
2011-07-27,27929070000
2011-07-28,27894906000
2011-07-29,27587430000
2011-08-01,27667146000
2011-08-02,27388140000
2011-08-03,27707003999
2011-08-04,27200238000
2011-08-05,27667146000
2011-08-08,26158236000
2011-08-09,26630838000
2011-08-10,26397384000
2011-08-11,27348282000
2011-08-12,27166074000
2011-08-15,28287792000
2011-08-16,28293486000
2011-08-17,28538328000
2011-08-18,27946152000
2011-08-19,27325506000
2011-08-22,27473550000
2011-08-23,27957540000
2011-08-24,28230852000
2011-08-25,27866436000
2011-08-26,27593124000
2011-08-29,27883518000
2011-08-30,27758250000
2011-08-31,27752556000
2011-09-01,27667146000
2011-09-02,27319812000
2011-09-06,27268566000
2011-09-07,27445080000
2011-09-08,27416610000
2011-09-09,26869986000
2011-09-12,27029418000
2011-09-13,27205932000
2011-09-14,27638676000
2011-09-15,28162524000
2011-09-16,28378896000
2011-09-19,28321956000
2011-09-20,28811640000
2011-09-21,28407366000
2011-09-22,28077114000
2011-09-23,28464306000
2011-09-26,28914132000
2011-09-27,28999542000
2011-09-28,28709148000
2011-09-29,29181750000
2011-09-30,28928746000
2011-10-03,28398832000
2011-10-04,28022764000
2011-10-05,28210798000
2011-10-06,28490000000
2011-10-07,28643846000
2011-10-10,29173760000
2011-10-11,28820484000
2011-10-12,28586866000
2011-10-13,28512792000
2011-10-14,28769202000
2011-10-17,28501396000
2011-10-18,28757806000
2011-10-19,29037008000
2011-10-20,29082592000
2011-10-21,29669486000
2011-10-24,29287720000
2011-10-25,28888860000
2011-10-26,29145270000
2011-10-27,29635298000
2011-10-28,29270626000
2011-10-31,29395982000
2011-11-01,28717920000
2011-11-02,29190854000
2011-11-03,29458660000
2011-11-04,29378888000
2011-11-07,29886010000
2011-11-08,29994272000
2011-11-09,29219344000
2011-11-10,29259230000
2011-11-11,29663788000
2011-11-14,29475754000
2011-11-15,29378888000
2011-11-16,29071196000
2011-11-17,28968632000
2011-11-18,29082592000
2011-11-21,28866067999
2011-11-22,28512792000
2011-11-23,28096838000
2011-11-25,28210798000
2011-11-28,28552678000
2011-11-29,28974330000
2011-11-30,29413076000
2011-12-01,29259230000
2011-12-02,28809088000
2011-12-05,28774900000
2011-12-06,28683732000
2011-12-07,28774900000
2011-12-08,28569772000
2011-12-09,28928746000
2011-12-12,28666638000
2011-12-13,28763504000
2011-12-14,28592564000
2011-12-15,28934444000
2011-12-16,28860370000
2011-12-19,28695128000
2011-12-20,29697976000
2011-12-21,30079742000
2011-12-22,30039856000
2011-12-23,30170910000
2011-12-27,30444414000
2011-12-28,30244984000
2011-12-29,30501394000
2011-12-30,30244984000
2012-01-03,29951250000
2012-01-04,29705935000
2012-01-05,29643180000
2012-01-06,29340815000
2012-01-09,29300880000
2012-01-10,29260945000
2012-01-11,29192485000
2012-01-12,29055565000
2012-01-13,28867300000
2012-01-17,28981400000
2012-01-18,28770315000
2012-01-19,28696150000
2012-01-20,28850185000
2012-01-23,28798840000
2012-01-24,28701855000
2012-01-25,29158255000
2012-01-26,29009925000
2012-01-27,28273980000
2012-01-30,28148470000
2012-01-31,28547820000
2012-02-01,28764610000
2012-02-02,28815955000
2012-02-03,28741790000
2012-02-06,28679035000
2012-02-07,28764610000
2012-02-08,28639100000
2012-02-09,28445130000
2012-02-10,28473654999
2012-02-13,28485065000
2012-02-14,28656215000
2012-02-15,28570640000
2012-02-16,28764610000
2012-02-17,28850185000
2012-02-21,28604870000
2012-02-22,28793135000
2012-02-23,29061270000
2012-02-24,29278060000
2012-02-27,29329404999
2012-02-28,29238125000
2012-02-29,28793135000
2012-03-01,28758904999
2012-03-02,28821660000
2012-03-05,28992810000
2012-03-06,28821660000
2012-03-07,28804545000
2012-03-08,28867300000
2012-03-09,28958580000
2012-03-12,29283765000
2012-03-13,29300880000
2012-03-14,28838775000
2012-03-15,28798840000
2012-03-16,28707560000
2012-03-19,28673330000
2012-03-20,28890120000
2012-03-21,28787430000
2012-03-22,28764610000
2012-03-23,28684740000
2012-03-26,28930055000
2012-03-27,29101205000
2012-03-28,28918645000
2012-03-29,28969990000
2012-03-30,29215305000
2012-04-02,29458000000
2012-04-03,29480880000
2012-04-04,29509480000
2012-04-05,29389360000
2012-04-09,29114800000
2012-04-10,28714400000
2012-04-11,28697240000
2012-04-12,28771600000
2012-04-13,28760160000
2012-04-16,29023280000
2012-04-17,29166280000
2012-04-18,28954640000
2012-04-19,28908880000
2012-04-20,29183440000
2012-04-23,29086200000
2012-04-24,29063320000
2012-04-25,29309280000
2012-04-26,29681080000
2012-04-27,29784040000
2012-04-30,29852680000
2012-05-01,29995680000
2012-05-02,29806920000
2012-05-03,29698240000
2012-05-04,29738280000
2012-05-07,29669640000
2012-05-08,29721120000
2012-05-09,29555240000
2012-05-10,29806920000
2012-05-11,29869840000
2012-05-14,29898440000
2012-05-15,29915600000
2012-05-16,30035720000
2012-05-17,29681080000
2012-05-18,29909880000
2012-05-21,29875560000
2012-05-22,30012840000
2012-05-23,29864120000
2012-05-24,30030000000
2012-05-25,30058600000
2012-05-29,30030000000
2012-05-30,29663920000
2012-05-31,29778320000
2012-06-01,29532360000
2012-06-04,29475160000
2012-06-05,29440840000
2012-06-06,29887000000
2012-06-07,30167280000
2012-06-08,30447560000
2012-06-11,30207320000
2012-06-12,30218760000
2012-06-13,30344600000
2012-06-14,30727840000
2012-06-15,30762160000
2012-06-18,31053880000
2012-06-19,31105360000
2012-06-20,30985240000
2012-06-21,30704960000
2012-06-22,30664920000
2012-06-25,30510480000
2012-06-26,30527640000
2012-06-27,30842240000
2012-06-28,30756440000
2012-06-29,30888000000
2012-07-02,31208982000
2012-07-03,31117174000
2012-07-05,30858964000
2012-07-06,30887654000
2012-07-09,30853226000
2012-07-10,30813060000
2012-07-11,31008152000
2012-07-12,30813060000
2012-07-13,31094222000
2012-07-16,31094222000
2012-07-17,31117174000
2012-07-18,31197506000
2012-07-19,31094222000
2012-07-20,30962248000
2012-07-23,30698300000
2012-07-24,30417138000
2012-07-25,30577802000
2012-07-26,31059794000
2012-07-27,31541786000
2012-07-30,31513096000
2012-07-31,31163078000
2012-08-01,30990938000
2012-08-02,30876178000
2012-08-03,31220457999
2012-08-06,31174554000
2012-08-07,30973724000
2012-08-08,30795846000
2012-08-09,30772894000
2012-08-10,30824536000
2012-08-13,30669610000
2012-08-14,30698300000
2012-08-15,30876178000
2012-08-16,30956510000
2012-08-17,30939296000
2012-08-20,31054056000
2012-08-21,30870440000
2012-08-22,30761418000
2012-08-23,30491732000
2012-08-24,30692562000
2012-08-27,31013890000
2012-08-28,30956510000
2012-08-29,30394186000
2012-08-30,30135976000
2012-08-31,30113024000
2012-09-04,30130238000
2012-09-05,30124500000
2012-09-06,30853226000
2012-09-07,30503207999
2012-09-10,30572064000
2012-09-11,30376972000
2012-09-12,30273688000
2012-09-13,30749942000
2012-09-14,30308116000
2012-09-17,30187618000
2012-09-18,29981050000
2012-09-19,30044168000
2012-09-20,30250736000
2012-09-21,30239260000
2012-09-24,30474518000
2012-09-25,30210570000
2012-09-26,30348282000
2012-09-27,30302378000
2012-09-28,30376972000
2012-10-01,30381593000
2012-10-02,30623219000
2012-10-03,30680749000
2012-10-04,30709514000
2012-10-05,30640478000
2012-10-08,30508159000
2012-10-09,30387346000
2012-10-10,30617466000
2012-10-11,30508159000
2012-10-12,30306804000
2012-10-15,30352828000
2012-10-16,30295297999
2012-10-17,30692255000
2012-10-18,30824574000
2012-10-19,30784303000
2012-10-22,30467888000
2012-10-23,30312557000
2012-10-24,30174485000
2012-10-25,29886835000
2012-10-26,29955871000
2012-10-31,30364334000
2012-11-01,29927106000
2012-11-02,29743010000
2012-11-05,29300029000
2012-11-06,29323041000
2012-11-07,28684458000
2012-11-08,28437079000
2012-11-09,28379549000
2012-11-12,28299007000
2012-11-13,28885813000
2012-11-14,28701717000
2012-11-15,28580904000
2012-11-16,28851295000
2012-11-19,28926084000
2012-11-20,28960602000
2012-11-21,28857047999
2012-11-23,28834036000
2012-11-26,29138945000
2012-11-27,29075662000
2012-11-28,29012379000
2012-11-29,29150451000
2012-11-30,29403583000
2012-12-03,29196475000
2012-12-04,28995120000
2012-12-05,29760269000
2012-12-06,29650962000
2012-12-07,29737257000
2012-12-10,29679727000
2012-12-11,29685480000
2012-12-12,29662468000
2012-12-13,29535902000
2012-12-14,29449607000
2012-12-17,29892588000
2012-12-18,30047919000
2012-12-19,29800540000
2012-12-20,30030660000
2012-12-21,29881082000
2012-12-24,29881082000
2012-12-26,29748763000
2012-12-27,29696986000
2012-12-28,29386324000
2012-12-31,29867880000
2013-01-02,30513672000
2013-01-03,30548268000
2013-01-04,30871164000
2013-01-07,30363755999
2013-01-08,30196542000
2013-01-09,30098520000
2013-01-10,30110052000
2013-01-11,30231138000
2013-01-14,30208074000
2013-01-15,30288798000
2013-01-16,30213840000
2013-01-17,30219605999
2013-01-18,30513672000
2013-01-22,30727014000
2013-01-23,30767376000
2013-01-24,31015314000
2013-01-25,31067208000
2013-01-28,30992250000
2013-01-29,31343976000
2013-01-30,31436232000
2013-01-31,31199826000
2013-02-01,31234422000
2013-02-04,31176762000
2013-02-05,31315146000
2013-02-06,31338210000
2013-02-07,31315146000
2013-02-08,31315146000
2013-02-11,31326678000
2013-02-12,31499658000
2013-02-13,31534254000
2013-02-14,31407402000
2013-02-15,31666872000
2013-02-19,32053194000
2013-02-20,32226174000
2013-02-21,32116620000
2013-02-22,32508708000
2013-02-25,32122386000
2013-02-26,31874448000
2013-02-27,32180046000
2013-02-28,32289600000
2013-03-01,32531772000
2013-03-04,32526005999
2013-03-05,32583666000
2013-03-06,32554836000
2013-03-07,32214642000
2013-03-08,32214642000
2013-03-11,32462580000
2013-03-12,32301132000
2013-03-13,32485644000
2013-03-14,32491410000
2013-03-15,32745114000
2013-03-18,32537538000
2013-03-19,32716284000
2013-03-20,32981520000
2013-03-21,32820072000
2013-03-22,32733582000
2013-03-25,32785476000
2013-03-26,33206394000
2013-03-27,33171798000
2013-03-28,33546588000
2013-04-01,33639639000
2013-04-02,33888222000
2013-04-03,33963375000
2013-04-04,34391169000
2013-04-05,34472103000
2013-04-08,34726467000
2013-04-09,34599285000
2013-04-10,34784277000
2013-04-11,34680219000
2013-04-12,34755372000
2013-04-15,34263987000
2013-04-16,34581942000
2013-04-17,34298673000
2013-04-18,34570380000
2013-04-19,35304567000
2013-04-22,35240976000
2013-04-23,35269881000
2013-04-24,35333472000
2013-04-25,35119575000
2013-04-26,35269881000
2013-04-29,35385501000
2013-04-30,35657208000
2013-05-01,35345034000
2013-05-02,35327691000
2013-05-03,35212071000
2013-05-06,34957707000
2013-05-07,35223633000
2013-05-08,34975050000
2013-05-09,34368045000
2013-05-10,34541475000
2013-05-13,34506789000
2013-05-14,34951926000
2013-05-15,35067546000
2013-05-16,34905678000
2013-05-17,35362377000
2013-05-20,35119575000
2013-05-21,35084889000
2013-05-22,34258206000
2013-05-23,34078995000
2013-05-24,33310122000
2013-05-28,33373713000
2013-05-29,32992167000
2013-05-30,33003729000
2013-05-31,32691555000
2013-06-03,32113455000
2013-06-04,32177045999
2013-06-05,31541136000
2013-06-06,31968930000
2013-06-07,32165484000
2013-06-10,32252199000
2013-06-11,31986273000
2013-06-12,31980492000
2013-06-13,32604840000
2013-06-14,32396724000
2013-06-17,32795613000
2013-06-18,32951700000
2013-06-19,32223294000
2013-06-20,31356144000
2013-06-21,31801281000
2013-06-24,31911120000
2013-06-25,32298447000
2013-06-26,32541249000
2013-06-27,32651088000
2013-06-28,32847642000
2013-07-01,32585456000
2013-07-02,32666572000
2013-07-03,32643396000
2013-07-05,32591250000
2013-07-08,32956272000
2013-07-09,33222796000
2013-07-10,33251766000
2013-07-11,33929664000
2013-07-12,34068720000
2013-07-15,34601768000
2013-07-16,34439536000
2013-07-17,34462712000
2013-07-18,34856704000
2013-07-19,34578592000
2013-07-22,34642326000
2013-07-23,34682884000
2013-07-24,34097690000
2013-07-25,34393184000
2013-07-26,34485888000
2013-07-29,34393184000
2013-07-30,34416360000
2013-07-31,34364214000
2013-08-01,34439536000
2013-08-02,34433742000
2013-08-05,34532240000
2013-08-06,34370008000
2013-08-07,34688678000
2013-08-08,34932026000
2013-08-09,34955202000
2013-08-12,34804558000
2013-08-13,34908850000
2013-08-14,34103484000
2013-08-15,33553053999
2013-08-16,33280736000
2013-08-19,33245972000
2013-08-20,33535672000
2013-08-21,33193826000
2013-08-22,33466144000
2013-08-23,34103484000
2013-08-26,33802196000
2013-08-27,33900694000
2013-08-28,34033956000
2013-08-29,33912282000
2013-08-30,33807990000
2013-09-03,33477732000
2013-09-04,33385028000
2013-09-05,33321294000
2013-09-06,33332882000
2013-09-09,33616788000
2013-09-10,33842753999
2013-09-11,33958634000
2013-09-12,34636532000
2013-09-13,35505632000
2013-09-16,35407134000
2013-09-17,35777950000
2013-09-18,36728166000
2013-09-19,36623874000
2013-09-20,36079238000
2013-09-23,36293616000
2013-09-24,36183530000
2013-09-25,36166148000
2013-09-26,36392114000
2013-09-27,36171942000
2013-09-30,36269640000
2013-10-01,36287055000
2013-10-02,36188370000
2013-10-03,35967780000
2013-10-04,36118710000
2013-10-07,35787825000
2013-10-08,35764605000
2013-10-09,35706555000
2013-10-10,36333495000
2013-10-11,36542475000
2013-10-14,36345105000
2013-10-15,35874900000
2013-10-16,36670185000
2013-10-17,37064925000
2013-10-18,36966240000
2013-10-21,36931410000
2013-10-22,37355175000
2013-10-23,37285515000
2013-10-24,37244880000
2013-10-25,37535130000
2013-10-28,37349370000
2013-10-29,37558350000
2013-10-30,37169415000
2013-10-31,37006875000
2013-11-01,37204245000
2013-11-04,37146195000
2013-11-05,37482884999
2013-11-06,38330415000
2013-11-07,37929870000
2013-11-08,37970505000
2013-11-11,38243340000
2013-11-12,38109825000
2013-11-13,38504565000
2013-11-14,38928330000
2013-11-15,39195360000
2013-11-18,39357900000
2013-11-19,39311460000
2013-11-20,38678715000
2013-11-21,38742570000
2013-11-22,38672910000
2013-11-25,38516175000
2013-11-26,38254950000
