,IGT
2023-04-04,5282085600
2023-04-05,5202054000
2023-04-06,5204054790
2023-04-10,5368119570
2023-04-11,5372121150
2023-04-12,5330104560
2023-04-13,5398131420
2023-04-14,5474161440
2023-04-17,5588206470
2023-04-18,5628222270
2023-04-19,5538186720
2023-04-20,5530183560
2023-04-21,5732263350
2023-04-24,5700250710
2023-04-25,5630223060
2023-04-26,5418139320
2023-04-27,5504173290
2023-04-28,5630223060
2023-05-01,5732263350
2023-05-02,5554193040
2023-05-03,5438147220
2023-05-04,5166039780
2023-05-05,5500171710
2023-05-08,5482164600
2023-05-09,5394129840
2023-05-10,5174042940
2023-05-11,5246071380
2023-05-12,5230065060
2023-05-15,5242069800
2023-05-16,5094011340
2023-05-17,5192050050
2023-05-18,5260076910
2023-05-19,5202054000
2023-05-22,5232065850
2023-05-23,4993971840
2023-05-24,4919942610
2023-05-25,4929946560
2023-05-26,4979966310
2023-05-30,4891931550
2023-05-31,4907937870
2023-06-01,5021982900
2023-06-02,5218060320
2023-06-05,5152034250
2023-06-06,5386126680
2023-06-07,5516178030
2023-06-08,6302488500
2023-06-09,6140424510
2023-06-12,6318494820
2023-06-13,6342504300
2023-06-14,6274477440
2023-06-15,6218455320
2023-06-16,6148427670
2023-06-20,6130420560
2023-06-21,6178439520
2023-06-22,6138423720
2023-06-23,6080400810
2023-06-26,6250467960
2023-06-27,6288482970
2023-06-28,6294485340
2023-06-29,6330499560
2023-06-30,6380519310
2023-07-03,6386783040
2023-07-05,6190328320
2023-07-06,6138207680
2023-07-07,6258486080
2023-07-10,6332657760
2023-07-11,6368741280
2023-07-12,6432889760
2023-07-13,6458950080
2023-07-14,6481001120
2023-07-17,6557177440
2023-07-18,6661418719
2023-07-19,6657409440
2023-07-20,6639367679
2023-07-21,6615312000
2023-07-24,6617316640
2023-07-25,6625335199
2023-07-26,6725567199
2023-07-27,6675451199
2023-07-28,6709530080
2023-07-31,6781697120
2023-08-01,6633353760
2023-08-02,6436899040
2023-08-03,6525103199
2023-08-04,6515080000
2023-08-07,6565196000
2023-08-08,6539135679
2023-08-09,6553168160
2023-08-10,6515080000
2023-08-11,6426875840
2023-08-14,6416852640
2023-08-15,6364732000
2023-08-16,6304592800
2023-08-17,6212379360
2023-08-18,6208370080
2023-08-21,6248462880
2023-08-22,6232425760
2023-08-23,6354708800
2023-08-24,6272518560
2023-08-25,6244453600
2023-08-28,6320629920
2023-08-29,6384778400
2023-08-30,6382773760
2023-08-31,6418857280
2023-09-01,6446922239
2023-09-05,6338671680
2023-09-06,6342680960
2023-09-07,6240444320
2023-09-08,6140212320
2023-09-11,6152240160
2023-09-12,6138207680
2023-09-13,6025947840
2023-09-14,6655404800
2023-09-15,6529112480
2023-09-18,6531117120
2023-09-19,6368741280
2023-09-20,6352704160
2023-09-21,6232425760
2023-09-22,6200351520
2023-09-25,6108138080
2023-09-26,6021938560
2023-09-27,6078068480
2023-09-28,6102124160
2023-09-29,6078068480
2023-10-02,6038000000
2023-10-03,6012000000
2023-10-04,6024000000
2023-10-05,6008000000
2023-10-06,6160000000
2023-10-09,6086000000
2023-10-10,6290000000
2023-10-11,6252000000
2023-10-12,6160000000
2023-10-13,6116000000
2023-10-16,6174000000
2023-10-17,6070000000
2023-10-18,5994000000
2023-10-19,6002000000
2023-10-20,5942000000
2023-10-23,5964000000
2023-10-24,6088000000
2023-10-25,5636000000
2023-10-26,5152000000
2023-10-27,5394000000
2023-10-30,5284000000
2023-10-31,5084000000
2023-11-01,5146000000
2023-11-02,5440000000
2023-11-03,5640000000
2023-11-06,5662000000
2023-11-07,5770000000
2023-11-08,5770000000
2023-11-09,5306000000
2023-11-10,5398000000
2023-11-13,5298000000
2023-11-14,5438000000
2023-11-15,5380000000
2023-11-16,5350000000
2023-11-17,5366000000
2023-11-20,5380000000
2023-11-21,5318000000
2023-11-22,5422000000
2023-11-24,5434000000
2023-11-27,5262000000
2023-11-28,5302000000
2023-11-29,5274000000
2023-11-30,5346000000
2023-12-01,5520000000
2023-12-04,5442000000
2023-12-05,5294000000
2023-12-06,5258000000
2023-12-07,5318000000
2023-12-08,5400000000
2023-12-11,5468000000
2023-12-12,5362000000
2023-12-13,5464000000
2023-12-14,5608000000
2023-12-15,5484000000
2023-12-18,5452000000
2023-12-19,5618000000
2023-12-20,5430000000
2023-12-21,5504000000
2023-12-22,5512000000
2023-12-26,5540000000
2023-12-27,5540000000
2023-12-28,5520000000
2023-12-29,5482000000
2024-01-02,5480000000
2024-01-03,5220000000
2024-01-04,5050000000
2024-01-05,5132000000
2024-01-08,5216000000
2024-01-09,5122000000
2024-01-10,5160000000
2024-01-11,5180000000
2024-01-12,5150000000
2024-01-16,5156000000
2024-01-17,5136000000
2024-01-18,5256000000
2024-01-19,5200000000
2024-01-22,5242000000
2024-01-23,5334000000
2024-01-24,5236000000
2024-01-25,5304000000
2024-01-26,5330000000
2024-01-29,5374000000
2024-01-30,5298000000
2024-01-31,5192000000
2024-02-01,5286000000
2024-02-02,5218000000
2024-02-05,5126000000
2024-02-06,5172000000
2024-02-07,5190000000
2024-02-08,5176000000
2024-02-09,5344000000
2024-02-12,5400000000
2024-02-13,5190000000
2024-02-14,5298000000
2024-02-15,5290000000
2024-02-16,5210000000
2024-02-20,5216000000
2024-02-21,5174000000
2024-02-22,5154000000
2024-02-23,5216000000
2024-02-26,5114000000
2024-02-27,5132000000
2024-02-28,5142000000
2024-02-29,5434000000
2024-03-01,5328000000
2024-03-04,4876000000
2024-03-05,4936000000
2024-03-06,4946000000
2024-03-07,5032000000
2024-03-08,5016000000
2024-03-11,5030000000
2024-03-12,4716000000
2024-03-13,4348000000
2024-03-14,4150000000
2024-03-15,4108000000
2024-03-18,4060000000
2024-03-19,4147999999
2024-03-20,4404000000
2024-03-21,4438000000
2024-03-22,4308000000
2024-03-25,4308000000
2024-03-26,4270000000
2024-03-27,4432000000
2024-03-28,4518000000
2024-04-01,4400000000
2024-04-02,4330000000
2024-04-03,4406000000
2024-04-04,4242000000
2024-04-05,4250000000
2024-04-08,4276000000
2024-04-09,4308000000
2024-04-10,4156000000
2024-04-11,4160000000
2024-04-12,3996000000
2024-04-15,3964000000
2024-04-16,4046000000
2024-04-17,3996000000
2024-04-18,4000000000
2024-04-19,4040000000
2024-04-22,4086000000
2024-04-23,4102000000
2024-04-24,4108000000
2024-04-25,4052000000
2024-04-26,4060000000
2024-04-29,4079999999
2024-04-30,3947999999
2024-05-01,3979999999
2024-05-02,3984000000
2024-05-03,4010000000
2024-05-06,3964000000
2024-05-07,4044000000
2024-05-08,4020000000
2024-05-09,4020000000
2024-05-10,4022000000
2024-05-13,4004000000
2024-05-14,4120000000
2024-05-15,4110000000
2024-05-16,4140000000
2024-05-17,4047999999
2024-05-20,4064000000
2024-05-21,4152000000
2024-05-22,4070000000
2024-05-23,3924000000
2024-05-24,3934000000
2024-05-28,3847999999
2024-05-29,3820000000
2024-05-30,3929999999
2024-05-31,3947999999
2024-06-03,4000000000
2024-06-04,4154000000
2024-06-05,4179999999
2024-06-06,4206000000
2024-06-07,4211999999
2024-06-10,4232000000
2024-06-11,4282000000
2024-06-12,4330000000
2024-06-13,4170000000
2024-06-14,4058000000
2024-06-17,4060000000
2024-06-18,4061999999
2024-06-20,4082000000
2024-06-21,4084000000
2024-06-24,4060000000
2024-06-25,4046000000
2024-06-26,4000000000
2024-06-27,4015999999
2024-06-28,4092000000
2024-07-01,3997999999
2024-07-02,4032000000
2024-07-03,3996000000
2024-07-05,4000000000
2024-07-08,4000000000
2024-07-09,3968000000
2024-07-10,4008000000
2024-07-11,4092000000
2024-07-12,4170000000
2024-07-15,4229999999
2024-07-16,4306000000
2024-07-17,4316000000
2024-07-18,4170000000
2024-07-19,4124000000
2024-07-22,4236000000
2024-07-23,4128000000
2024-07-24,4028000000
2024-07-25,4032000000
2024-07-26,4754000000
2024-07-29,4713450000
2024-07-30,4590840000
2024-07-31,4717470000
2024-08-01,4450140000
2024-08-02,4355670000
2024-08-05,4297380000
2024-08-06,4297380000
2024-08-07,4291350000
2024-08-08,4391850000
2024-08-09,4351650000
