,AL
2020-07-27,2960517428
2020-07-28,2928659439
2020-07-29,3087949385
2020-07-30,3037886831
2020-07-31,2983273135
2020-08-03,3084536029
2020-08-04,3134598584
2020-08-05,3226759195
2020-08-06,3223345839
2020-08-07,3392875854
2020-08-10,3506654387
2020-08-11,3571508150
2020-08-12,3598814998
2020-08-13,3530547878
2020-08-14,3514618884
2020-08-17,3442938408
2020-08-18,3424733843
2020-08-19,3429284984
2020-08-20,3387186927
2020-08-21,3310955310
2020-08-24,3522583381
2020-08-25,3518032240
2020-08-26,3409942634
2020-08-27,3573783721
2020-08-28,3676184401
2020-08-31,3536236805
2020-09-01,3594263857
2020-09-02,3582886004
2020-09-03,3557854726
2020-09-04,3656842050
2020-09-08,3628397417
2020-09-09,3562405868
2020-09-10,3512343313
2020-09-11,3596539428
2020-09-14,3714869102
2020-09-15,3621570705
2020-09-16,3759242730
2020-09-17,3710317961
2020-09-18,3535099020
2020-09-21,3395151424
2020-09-22,3384911356
2020-09-23,3196038991
2020-09-24,3087949385
2020-09-25,3185798924
2020-09-28,3396289210
2020-09-29,3330297660
2020-09-30,3347865492
2020-10-01,3519696794
2020-10-02,3533352262
2020-10-05,3583422310
2020-10-06,3407039186
2020-10-07,3486696080
2020-10-08,3496937681
2020-10-09,3549283641
2020-10-12,3523110661
2020-10-13,3386555984
2020-10-14,3356969138
2020-10-15,3401349407
2020-10-16,3396797585
2020-10-19,3463936968
2020-10-20,3535628173
2020-10-21,3465074923
2020-10-22,3639182136
2020-10-23,3652837604
2020-10-26,3493523814
2020-10-27,3326244335
2020-10-28,3116860497
2020-10-29,3190827614
2020-10-30,3099791163
2020-11-02,3281864065
2020-11-03,3379728250
2020-11-04,3296657489
2020-11-05,3501489504
2020-11-06,3481006302
2020-11-09,4117123505
2020-11-10,3849703930
2020-11-11,3941878336
2020-11-12,3924809002
2020-11-13,4016983409
2020-11-16,4385681036
2020-11-17,4488097044
2020-11-18,4504028423
2020-11-19,4392508770
2020-11-20,4242298625
2020-11-23,4468751798
2020-11-24,4530201402
2020-11-25,4395922637
2020-11-27,4321955520
2020-11-30,4161503775
2020-12-01,4303748230
2020-12-02,4346990544
2020-12-03,4640583099
2020-12-04,4861346494
2020-12-07,4667894035
2020-12-08,4658790390
2020-12-09,4680411547
2020-12-10,4846553070
2020-12-11,4843139203
2020-12-14,4777137776
2020-12-15,4779413688
2020-12-16,4754378663
2020-12-17,4816966224
2020-12-18,4729343639
2020-12-21,4764620264
2020-12-22,4636031277
2020-12-23,4868174227
2020-12-24,4914830409
2020-12-28,4929623832
2020-12-29,4931899743
2020-12-30,5040005529
2020-12-31,5062032261
2021-01-04,4830696703
2021-01-05,4984540547
2021-01-06,5055194757
2021-01-07,4982261379
2021-01-08,4936678017
2021-01-11,5122430214
2021-01-12,5202201096
2021-01-13,5034682244
2021-01-14,5154338567
2021-01-15,4932119681
2021-01-19,5028984324
2021-01-20,5089382277
2021-01-21,4919584257
2021-01-22,4843232127
2021-01-25,4877419648
2021-01-26,4774857085
2021-01-27,4613036153
2021-01-28,4793090430
2021-01-29,4516171510
2021-02-01,4611896569
2021-02-02,4754344573
2021-02-03,4919584257
2021-02-04,4942375938
2021-02-05,4919584257
2021-02-08,4958330114
2021-02-09,4926421761
2021-02-10,4961748866
2021-02-11,4861465471
2021-02-12,4911607169
2021-02-16,4855767551
2021-02-17,4957190530
2021-02-18,4910467585
2021-02-19,5125848966
2021-02-22,5297926155
2021-02-23,5333253260
2021-02-24,5417582478
2021-02-25,5140663559
2021-02-26,5226132361
2021-03-01,5217015689
2021-03-02,5114453126
2021-03-03,5378836621
2021-03-04,5433536655
2021-03-05,5468863759
2021-03-08,5756038935
2021-03-09,5562309650
2021-03-10,5554332562
2021-03-11,5926976540
2021-03-12,5921278619
2021-03-15,5867718170
2021-03-16,5732107670
2021-03-17,5784528536
2021-03-18,5619288851
2021-03-19,5479120016
2021-03-22,5525842961
2021-03-23,5244365706
2021-03-24,5318438668
2021-03-25,5556611730
2021-03-26,5696780565
2021-03-29,5630684692
2021-03-30,5699059734
2021-03-31,5592523615
2021-04-01,5665568821
2021-04-05,5618774236
2021-04-06,5638176869
2021-04-07,5630187549
2021-04-08,5621056898
2021-04-09,5592523615
2021-04-12,5567414325
2021-04-13,5510347757
2021-04-14,5552577017
2021-04-15,5633611543
2021-04-16,5540022372
2021-04-19,5472683823
2021-04-20,5295777464
2021-04-21,5356268025
2021-04-22,5285505481
2021-04-23,5391649297
2021-04-26,5495510450
2021-04-27,5561707668
2021-04-28,5509206426
2021-04-29,5455563853
2021-04-30,5331158735
2021-05-03,5398497285
2021-05-04,5387083972
2021-05-05,5543446366
2021-05-06,5571979650
2021-05-07,5038977910
2021-05-10,5191916311
2021-05-11,5121153767
2021-05-12,4931692763
2021-05-13,5100609803
2021-05-14,5293494801
2021-05-17,5277516162
2021-05-18,5198764299
2021-05-19,5221590926
2021-05-20,5170231015
2021-05-21,5187350985
2021-05-24,5219308263
2021-05-25,5210177612
2021-05-26,5376811989
2021-05-27,5373387995
2021-05-28,5371105333
2021-06-01,5501217107
2021-06-02,5414475924
2021-06-03,5331158735
2021-06-04,5327734741
2021-06-07,5333441398
2021-06-08,5397355954
2021-06-09,5258113529
2021-06-10,5211318944
2021-06-11,5278657493
2021-06-14,5223873588
2021-06-15,5271809505
2021-06-16,5172513678
2021-06-17,5002455307
2021-06-18,4838103592
2021-06-21,5027564596
2021-06-22,4973922023
2021-06-23,4959084715
2021-06-24,5064087199
2021-06-25,5075500513
2021-06-28,4864354213
2021-06-29,4762775723
2021-06-30,4763473650
2021-07-01,4841076959
2021-07-02,4818252456
2021-07-06,4684729117
2021-07-07,4695000143
2021-07-08,4650492364
2021-07-09,4820534906
2021-07-12,4806840205
2021-07-13,4712118520
2021-07-14,4704129944
2021-07-15,4736084248
2021-07-16,4596854783
2021-07-19,4445071842
2021-07-20,4702988719
2021-07-21,4787439378
2021-07-22,4713259745
2021-07-23,4696141368
2021-07-26,4739507923
2021-07-27,4720107096
2021-07-28,4796569179
2021-07-29,4853630435
2021-07-30,4834229608
2021-08-02,4804557755
2021-08-03,4851347985
2021-08-04,4805698980
2021-08-05,4931233743
2021-08-06,4855912885
2021-08-09,4763473650
2021-08-10,4854771660
2021-08-11,4964329272
2021-08-12,4965470497
2021-08-13,4964329272
2021-08-16,4918680267
2021-08-17,4844500634
2021-08-18,4724671996
2021-08-19,4577453956
2021-08-20,4569465380
2021-08-23,4555770679
2021-08-24,4673316866
2021-08-25,4712118520
2021-08-26,4519251475
2021-08-27,4607125809
2021-08-30,4544358427
2021-08-31,4535228626
2021-09-01,4503274323
2021-09-02,4577453956
2021-09-03,4632232762
2021-09-07,4522675150
2021-09-08,4451919193
2021-09-09,4504415548
2021-09-10,4384586911
2021-09-13,4472461245
2021-09-14,4423388565
2021-09-15,4465613894
2021-09-16,4416541214
2021-09-17,4314972178
2021-09-20,4308124828
2021-09-21,4192861090
2021-09-22,4265899498
2021-09-23,4423388565
2021-09-24,4426812240
2021-09-27,4530663726
2021-09-28,4550064553
2021-09-29,4556911904
2021-09-30,4484254638
2021-10-01,4758963679
2021-10-04,4632437938
2021-10-05,4691711258
2021-10-06,4761243422
2021-10-07,4776061752
2021-10-08,4770362394
2021-10-11,4736166248
2021-10-12,4753264321
2021-10-13,4764663037
2021-10-14,4788600339
2021-10-15,4817097128
2021-10-18,4777201624
2021-10-19,4719068175
2021-10-20,4781761110
2021-10-21,4743005477
2021-10-22,4757823807
2021-10-25,4770362394
2021-10-26,4821656614
2021-10-27,4662074598
2021-10-28,4673473314
2021-10-29,4565185517
2021-11-01,4856992631
2021-11-02,4975539272
2021-11-03,5072428353
2021-11-04,4894608392
2021-11-05,5584230674
2021-11-08,5656042581
2021-11-09,5659462196
2021-11-10,5602468619
2021-11-11,5444026475
2021-11-12,5407550585
2021-11-15,5358536109
2021-11-16,5287864074
2021-11-17,5251388184
2021-11-18,5186415507
2021-11-19,5050770793
2021-11-22,5132841544
2021-11-23,5206933194
2021-11-24,5144240260
2021-11-26,4686011900
2021-11-29,4720208047
2021-11-30,4626738580
2021-12-01,4503632454
2021-12-02,4755544064
2021-12-03,4662074598
2021-12-06,4851293274
2021-12-07,4965280428
2021-12-08,5095225783
2021-12-09,5072428353
2021-12-10,5071288481
2021-12-13,4923105181
2021-12-14,4801138926
2021-12-15,4815957256
2021-12-16,4769222523
2021-12-17,4735026377
2021-12-20,4651815754
2021-12-21,4933364025
2021-12-22,4991497473
2021-12-23,5002896189
2021-12-27,5071288481
2021-12-28,5062169509
2021-12-29,5032532849
2021-12-30,5014294904
2021-12-31,5036737072
2022-01-03,5130115421
2022-01-04,5179082117
2022-01-05,5138086744
2022-01-06,5214383688
2022-01-07,5259934102
2022-01-10,5278154268
2022-01-11,5212106167
2022-01-12,5185914679
2022-01-13,5097091371
2022-01-14,5067483602
2022-01-18,4987770376
2022-01-19,4873894340
2022-01-20,4777099710
2022-01-21,4632477144
2022-01-24,4647281029
2022-01-25,4531127472
2022-01-26,4468495652
2022-01-27,4384227386
2022-01-28,4443442924
2022-01-31,4533404993
2022-02-01,4598314333
2022-02-02,4570984085
2022-02-03,4452553007
2022-02-04,4465079371
2022-02-07,4523156149
2022-02-08,4716745411
2022-02-09,4839731530
2022-02-10,4808985000
2022-02-11,4695108964
2022-02-14,4714467890
2022-02-15,4942219962
2022-02-16,4998019220
2022-02-17,4867061778
2022-02-18,5124421620
2022-02-22,5100507652
2022-02-23,5045847155
2022-02-24,4993464178
2022-02-25,5125560380
2022-02-28,4755463263
2022-03-01,4459385569
2022-03-02,4650697310
2022-03-03,4453691767
2022-03-04,4162169115
2022-03-07,3826234809
2022-03-08,4057403162
2022-03-09,4090427213
2022-03-10,4089288452
2022-03-11,4262380027
2022-03-14,4375117303
2022-03-15,4542515076
2022-03-16,4712190369
2022-03-17,4729271775
2022-03-18,4797597396
2022-03-21,4795319875
2022-03-22,4927416077
2022-03-23,4894392027
2022-03-24,4990047897
2022-03-25,5090258809
2022-03-28,5131254182
2022-03-29,5148335587
2022-03-30,5068622362
2022-03-31,4950257986
2022-04-01,4919214934
2022-04-04,4878193760
2022-04-05,4773977802
2022-04-06,4716326421
2022-04-07,4683066009
2022-04-08,4630958030
2022-04-11,4655348999
2022-04-12,4613219144
2022-04-13,4747369472
2022-04-14,4802803492
2022-04-18,4822759740
2022-04-19,5024539572
2022-04-20,5047821861
2022-04-21,5020104851
2022-04-22,4915888893
2022-04-25,4851585430
2022-04-26,4606567062
2022-04-27,4531176794
2022-04-28,4623197268
2022-04-29,4465764651
2022-05-02,4436938960
2022-05-03,4500133743
2022-05-04,4562219846
2022-05-05,4474634094
2022-05-06,4260658777
2022-05-09,3826056060
2022-05-10,4026727212
2022-05-11,3903663688
2022-05-12,3757317875
2022-05-13,3996792841
2022-05-16,3933598059
2022-05-17,4150899417
2022-05-18,4015640408
2022-05-19,4000118883
2022-05-20,3989032079
2022-05-23,4030053254
2022-05-24,3888142162
2022-05-25,3960206388
2022-05-26,4108769562
2022-05-27,4220746282
2022-05-31,4169746984
2022-06-01,4120965046
2022-06-02,4269528220
2022-06-03,4160877541
2022-06-06,4168638304
2022-06-07,4214094200
2022-06-08,4143138654
2022-06-09,4036705336
2022-06-10,3785034885
2022-06-13,3572168248
2022-06-14,3513408187
2022-06-15,3609863382
2022-06-16,3341562725
2022-06-17,3421387714
2022-06-21,3489017218
2022-06-22,3461300208
2022-06-23,3358192931
2022-06-24,3660862680
2022-06-27,3625384908
2022-06-28,3636471711
2022-06-29,3653101918
2022-06-30,3707122802
2022-07-01,3719320933
2022-07-05,3652785675
2022-07-06,3580705812
2022-07-07,3669419489
2022-07-08,3723756617
2022-07-11,3642805386
2022-07-12,3719320933
2022-07-13,3621735888
2022-07-14,3597339626
2022-07-15,3734845826
2022-07-18,3778093744
2022-07-19,3890094762
2022-07-20,3953303258
2022-07-21,3948867574
2022-07-22,3890094762
2022-07-25,3875678790
2022-07-26,3823559504
2022-07-27,3928906996
2022-07-28,3984353045
2022-07-29,4115205719
2022-08-01,4118532482
2022-08-02,4073066722
2022-08-03,4157344716
2022-08-04,4203919397
2022-08-05,4243840552
2022-08-08,4210572923
2022-08-09,4191721266
2022-08-10,4266018971
2022-08-11,4354732649
2022-08-12,4441228484
2022-08-15,4468951509
2022-08-16,4559883028
2022-08-17,4461189062
2022-08-18,4446773089
2022-08-19,4293741995
2022-08-22,4142928743
2022-08-23,4175087452
2022-08-24,4213899686
2022-08-25,4314811494
2022-08-26,4155126874
2022-08-29,4128512771
2022-08-30,4094136221
2022-08-31,4032036646
2022-09-01,3978808440
2022-09-02,4010967148
2022-09-06,4042016935
2022-09-07,4094136221
2022-09-08,4104116509
2022-09-09,4191721266
2022-09-12,4257147603
2022-09-13,4042016935
2022-09-14,4022056358
2022-09-15,3997660096
2022-09-16,3775875902
2022-09-19,3903401814
2022-09-20,3841302240
2022-09-21,3721538775
2022-09-22,3597339626
2022-09-23,3497536739
2022-09-26,3338961040
2022-09-27,3426565797
2022-09-28,3537457894
2022-09-29,3488665371
2022-09-30,3438763927
2022-10-03,3547438183
2022-10-04,3738172589
2022-10-05,3681617620
2022-10-06,3645023228
2022-10-07,3588468258
2022-10-10,3585141496
2022-10-11,3457615584
2022-10-12,3500863502
2022-10-13,3581814733
2022-10-14,3504190265
2022-10-17,3627280492
2022-10-18,3699360355
2022-10-19,3630607255
2022-10-20,3636151860
2022-10-21,3755915325
2022-10-24,3724865538
2022-10-25,3827995188
2022-10-26,3814688136
2022-10-27,3859044975
2022-10-28,3883441236
2022-10-31,3913382103
2022-11-01,3955521099
2022-11-02,3844629002
2022-11-03,3844629002
2022-11-04,3895639367
2022-11-07,3937778364
2022-11-08,3957738941
2022-11-09,3857936054
2022-11-10,4053106145
2022-11-11,4182849898
2022-11-14,4168433926
2022-11-15,4151800111
2022-11-16,4055323987
2022-11-17,4074175643
2022-11-18,4111878956
2022-11-21,4079720248
2022-11-22,4193939108
2022-11-23,4240513789
2022-11-25,4261583287
2022-11-28,4159562558
2022-11-29,4207246160
2022-11-30,4282652786
2022-12-01,4313702573
2022-12-02,4333663150
2022-12-05,4259365445
2022-12-06,4260474366
2022-12-07,4202810476
2022-12-08,4215008606
2022-12-09,4236078105
2022-12-12,4275999260
2022-12-13,4308157968
2022-12-14,4331445308
2022-12-15,4183958819
2022-12-16,4165107163
2022-12-19,4061977513
2022-12-20,4131839534
2022-12-21,4186176661
2022-12-22,4096354063
2022-12-23,4142928743
2022-12-27,4228315658
2022-12-28,4135166297
2022-12-29,4251602998
2022-12-30,4260474366
2023-01-03,4334564576
2023-01-04,4525387486
2023-01-05,4518730872
2023-01-06,4565327164
2023-01-09,4723976444
2023-01-10,4782776526
2023-01-11,4704006604
2023-01-12,4813840721
2023-01-13,4826044512
2023-01-17,4802746366
2023-01-18,4776119913
2023-01-19,4766134993
2023-01-20,4883735159
2023-01-23,4915908789
2023-01-24,4891501207
2023-01-25,4900376691
2023-01-26,4952520161
2023-01-27,4952520161
2023-01-30,4903704998
2023-01-31,4989131533
2023-02-01,5044603309
2023-02-02,5035727825
2023-02-03,4962505080
2023-02-06,4893720078
2023-02-07,4959176774
2023-02-08,4880406852
2023-02-09,4814950156
2023-02-10,4814950156
2023-02-13,4865984190
2023-02-14,4921455966
2023-02-15,4968052258
2023-02-16,4933659757
2023-02-17,4757259509
2023-02-21,4661848055
2023-02-22,4737289670
2023-02-23,4789433139
2023-02-24,4751712332
2023-02-27,4747274590
2023-02-28,4801636930
2023-03-01,4813840721
2023-03-02,4810512414
2023-03-03,4834919996
2023-03-06,4699568862
2023-03-07,4665176361
2023-03-08,4604157408
2023-03-09,4406677885
2023-03-10,4354534416
2023-03-13,4252466348
2023-03-14,4342330625
2023-03-15,4199213443
2023-03-16,4228058766
2023-03-17,4050549083
2023-03-20,4125990698
2023-03-21,4218073847
2023-03-22,4121552956
2023-03-23,4061643438
2023-03-24,4062752874
2023-03-27,4141522796
2023-03-28,4148179409
2023-03-29,4185900216
2023-03-30,4284639978
2023-03-31,4370902006
2023-04-03,4316501651
2023-04-04,4274313620
2023-04-05,4252109393
2023-04-06,4317611862
2023-04-10,4360910104
2023-04-11,4329824187
2023-04-12,4406428768
2023-04-13,4417530882
2023-04-14,4388665387
2023-04-17,4420861516
2023-04-18,4440845320
2023-04-19,4415310459
2023-04-20,4335375243
2023-04-21,4369791794
2023-04-24,4327603764
2023-04-25,4256550239
2023-04-26,4278754465
2023-04-27,4406428768
2023-04-28,4465269969
2023-05-01,4461939335
2023-05-02,4312060805
2023-05-03,4214362208
2023-05-04,4047830509
2023-05-05,4201039672
2023-05-08,4169953755
2023-05-09,4233235801
2023-05-10,4218803054
2023-05-11,4237676646
2023-05-12,4229905167
2023-05-15,4278754465
2023-05-16,4205480518
2023-05-17,4320942496
2023-05-18,4338705877
2023-05-19,4309840383
2023-05-22,4324273130
2023-05-23,4352028413
2023-05-24,4243227703
2023-05-25,4316501651
2023-05-26,4317611862
2023-05-30,4286525945
2023-05-31,4221023476
2023-06-01,4342036511
2023-06-02,4469710814
2023-06-05,4446396376
2023-06-06,4514119267
2023-06-07,4665108008
2023-06-08,4629581246
2023-06-09,4616258710
2023-06-12,4699524559
2023-06-13,4689532657
2023-06-14,4629581246
2023-06-15,4699524559
2023-06-16,4605156596
2023-06-20,4547425607
2023-06-21,4546315396
2023-06-22,4554086875
2023-06-23,4460829123
2023-06-26,4532992860
2023-06-27,4602936174
2023-06-28,4610707653
2023-06-29,4576291102
2023-06-30,4646490496
2023-07-03,4657593221
2023-07-05,4619843955
2023-07-06,4537683789
2023-07-07,4589866597
2023-07-10,4658703493
2023-07-11,4727540390
2023-07-12,4805259466
2023-07-13,4841898459
2023-07-14,4713106847
2023-07-17,4778612926
2023-07-18,4916286718
2023-07-19,4934051078
2023-07-20,4995116067
2023-07-21,4818582736
2023-07-24,4757517748
2023-07-25,4630946680
2023-07-26,4608741230
2023-07-27,4517698883
2023-07-28,4626505590
2023-07-31,4700893849
2023-08-01,4688680851
2023-08-02,4640939133
2023-08-03,4558778967
2023-08-04,4598748777
2023-08-07,4677578126
2023-08-08,4682019216
2023-08-09,4579874145
2023-08-10,4576543327
2023-08-11,4612072048
2023-08-14,4605410412
2023-08-15,4536573516
2023-08-16,4504375613
2023-08-17,4441090080
2023-08-18,4477729073
2023-08-21,4459964712
2023-08-22,4467736620
2023-08-23,4487721525
2023-08-24,4435538717
2023-08-25,4441090080
2023-08-28,4527691336
2023-08-29,4563220057
2023-08-30,4497713978
2023-08-31,4525470791
2023-09-01,4575433054
2023-09-05,4481059890
2023-09-06,4549896786
2023-09-07,4472177710
2023-09-08,4499934523
2023-09-11,4386686726
2023-09-12,4318960102
2023-09-13,4343386098
2023-09-14,4370032638
2023-09-15,4415553812
2023-09-18,4468846893
2023-09-19,4449972260
2023-09-20,4472177710
2023-09-21,4452192805
2023-09-22,4372253183
2023-09-25,4423325719
2023-09-26,4360040186
2023-09-27,4385576454
2023-09-28,4384466181
2023-09-29,4375584001
2023-10-02,4237910208
2023-10-03,4098015871
2023-10-04,4149088407
2023-10-05,4192389035
2023-10-06,4192389035
2023-10-09,4056935788
2023-10-10,4061376878
2023-10-11,4140206227
2023-10-12,4050274152
2023-10-13,3968113986
2023-10-16,4029178975
2023-10-17,4080251511
2023-10-18,3885953820
2023-10-19,3843763464
2023-10-20,3813786106
2023-10-23,3824888831
2023-10-24,3823778558
2023-10-25,3763823842
2023-10-26,3763823842
2023-10-27,3749390300
2023-10-30,3786029293
2023-10-31,3844873736
2023-11-01,3859307279
2023-11-02,3923703085
2023-11-03,4089133691
2023-11-06,4126882956
2023-11-07,4041391972
2023-11-08,4079141238
2023-11-09,4046943335
2023-11-10,4147978134
2023-11-13,4084692601
2023-11-14,4181286310
2023-11-15,4255674569
2023-11-16,4194609580
2023-11-17,4305636832
2023-11-20,4277880019
2023-11-21,4260115659
2023-11-22,4252343751
2023-11-24,4250123206
2023-11-27,4237910208
2023-11-28,4225697211
2023-11-29,4244571843
2023-11-30,4306747105
2023-12-01,4405561359
2023-12-04,4374473728
2023-12-05,4305636832
2023-12-06,4323401192
2023-12-07,4367812093
2023-12-08,4415553812
2023-12-11,4407781904
2023-12-12,4345606643
2023-12-13,4452192805
2023-12-14,4608741230
2023-12-15,4531022154
2023-12-18,4497713978
2023-12-19,4567661147
2023-12-20,4501044796
2023-12-21,4593197415
2023-12-22,4674247309
2023-12-26,4663144584
2023-12-27,4658703493
2023-12-28,4667585674
2023-12-29,4656482948
2024-01-02,4567661147
2024-01-03,4376694273
2024-01-04,4425546264
2024-01-05,4468846893
2024-01-08,4498824251
2024-01-09,4444420897
2024-01-10,4501044796
2024-01-11,4512147521
2024-01-12,4428877082
2024-01-16,4414443539
2024-01-17,4425546264
2024-01-18,4415553812
2024-01-19,4488831798
2024-01-22,4556558422
2024-01-23,4603189867
2024-01-24,4569881692
2024-01-25,4709776029
2024-01-26,4736422570
2024-01-29,4786384833
2024-01-30,4789715651
2024-01-31,4642049406
2024-02-01,4757517748
2024-02-02,4774171836
2024-02-05,4695342487
2024-02-06,4719768482
2024-02-07,4725319845
2024-02-08,4646490496
2024-02-09,4665365129
2024-02-12,4724209572
2024-02-13,4593197415
2024-02-14,4695342487
2024-02-15,4788605378
2024-02-16,4559889239
2024-02-20,4501044796
2024-02-21,4426656537
2024-02-22,4422215447
2024-02-23,4437759262
2024-02-26,4414443539
2024-02-27,4419994902
2024-02-28,4415553812
2024-02-29,4452192805
2024-03-01,4429987354
2024-03-04,4648711041
2024-03-05,4743084205
2024-03-06,4818582736
2024-03-07,4869655272
2024-03-08,4862993637
2024-03-11,4918507263
2024-03-12,5059511873
2024-03-13,5173869943
2024-03-14,5150554220
2024-03-15,5232714386
2024-03-18,5172759670
2024-03-19,5146113130
2024-03-20,5179421305
2024-03-21,5224942479
2024-03-22,5361505999
2024-03-25,5451438073
2024-03-26,5585781048
2024-03-27,5635743311
2024-03-28,5711241842
2024-04-01,5682374757
2024-04-02,5566906415
2024-04-03,5600214590
2024-04-04,5570237232
2024-04-05,5611317316
2024-04-08,5595773500
2024-04-09,5500290064
2024-04-10,5417019625
2024-04-11,5458099708
2024-04-12,5390373084
2024-04-15,5353734091
2024-04-16,5380380631
2024-04-17,5400365537
2024-04-18,5410357989
2024-04-19,5443666165
2024-04-22,5501400336
2024-04-23,5663500124
2024-04-24,5706800752
2024-04-25,5724565113
2024-04-26,5735667838
2024-04-29,5775637649
2024-04-30,5578009140
2024-05-01,5583560503
2024-05-02,5637963856
2024-05-03,5707911025
2024-05-06,5723454840
2024-05-07,5313033799
2024-05-08,5443108073
2024-05-09,5534271239
2024-05-10,5458672516
2024-05-13,5434214105
2024-05-14,5492024894
2024-05-15,5577629330
2024-05-16,5494248386
2024-05-17,5477572197
2024-05-20,5439772835
2024-05-21,5421984900
2024-05-22,5358615382
2024-05-23,5305251577
2024-05-24,5397526490
2024-05-28,5320816020
2024-05-29,5175177304
2024-05-30,5232988092
2024-05-31,5296357610
2024-06-03,5256334757
2024-06-04,5140713180
2024-06-05,5220758887
2024-06-06,5136266196
2024-06-07,5107360802
2024-06-10,5108472548
2024-06-11,5025091603
2024-06-12,5127372229
2024-06-13,5049550014
2024-06-14,4971727798
2024-06-17,5038432554
2024-06-18,5149607147
2024-06-20,5157389369
2024-06-21,5222982379
2024-06-24,5250776027
2024-06-25,5353056652
2024-06-26,5320816020
2024-06-27,5330821734
2024-06-28,5284128405
2024-07-01,5186294763
2024-07-02,5208529682
2024-07-03,5306363323
2024-07-05,5283016659
2024-07-08,5296357610
2024-07-09,5297469356
2024-07-10,5102913818
2024-07-11,5343050939
2024-07-12,5311922053
2024-07-15,5421984900
2024-07-16,5545388698
2024-07-17,5552059174
2024-07-18,5338603955
2024-07-19,5286351897
2024-07-22,5375291571
2024-07-23,5419761408
2024-07-24,5295245864
2024-07-25,5370844587
2024-07-26,5499807115
2024-07-29,5452002040
2024-07-30,5425320138
2024-07-31,5526300175
2024-08-01,5313578826
2024-08-02,4578520761
2024-08-05,4536199236
2024-08-06,4717736304
2024-08-07,4711053958
2024-08-08,4757830380
2024-08-09,4787900937
