,CIEN
2023-03-29,7678293120
2023-03-30,7772551200
2023-03-31,7857832320
2023-04-03,7820428320
2023-04-04,7809955200
2023-04-05,7759085760
2023-04-06,7552615680
2023-04-10,7799482080
2023-04-11,7709712480
2023-04-12,7682781600
2023-04-13,7750108800
2023-04-14,7651362240
2023-04-17,7426938240
2023-04-18,7204010400
2023-04-19,7033448160
2023-04-20,6969113280
2023-04-21,7015494240
2023-04-24,6967617120
2023-04-25,6779100960
2023-04-26,6746185440
2023-04-27,6820993440
2023-04-28,6888320640
2023-05-01,6914181100
2023-05-02,6691143000
2023-05-03,6634260800
2023-05-04,6559415800
2023-05-05,6598335200
2023-05-08,6562409600
2023-05-09,6459123500
2023-05-10,6529477800
2023-05-11,6487564600
2023-05-12,6498042899
2023-05-15,6649229800
2023-05-16,6496546000
2023-05-17,6661205000
2023-05-18,6685155399
2023-05-19,6724074800
2023-05-22,6822870200
2023-05-23,6810895000
2023-05-24,6632763900
2023-05-25,6757006600
2023-05-26,7183623100
2023-05-30,7180629300
2023-05-31,6996510600
2023-06-01,7039920700
2023-06-02,7204579700
2023-06-05,7110275000
2023-06-06,6345359100
2023-06-07,6478583200
2023-06-08,6366315700
2023-06-09,6189681500
2023-06-12,6218122600
2023-06-13,6346856000
2023-06-14,6641745300
2023-06-15,6628273200
2023-06-16,6632763900
2023-06-20,6444154500
2023-06-21,6267520300
2023-06-22,6215128800
2023-06-23,6140283800
2023-06-26,6162737300
2023-06-27,6249557500
2023-06-28,6236085399
2023-06-29,6370806400
2023-06-30,6360328100
2023-07-03,6331887000
2023-07-05,6424694800
2023-07-06,6345359100
2023-07-07,6465111100
2023-07-10,6463614200
2023-07-11,6592347600
2023-07-12,6536962300
2023-07-13,6556422000
2023-07-14,6206147400
2023-07-17,6200159800
2023-07-18,6224110200
2023-07-19,6309433500
2023-07-20,6322905600
2023-07-21,6346856000
2023-07-24,6336377700
2023-07-25,6445651400
2023-07-26,6417210300
2023-07-27,6474092500
2023-07-28,6224110200
2023-07-31,6221841400
2023-08-01,6187930890
2023-08-02,6165815340
2023-08-03,6062609440
2023-08-04,6133379200
2023-08-07,6168764080
2023-08-08,6143699790
2023-08-09,6067032550
2023-08-10,6142225419
2023-08-11,6158443490
2023-08-14,6201200220
2023-08-15,6198251480
2023-08-16,5960877910
2023-08-17,6040493890
2023-08-18,6081776250
2023-08-21,6071455660
2023-08-22,6134853570
2023-08-23,6193828370
2023-08-24,6061135070
2023-08-25,6117161130
2023-08-28,6198251480
2023-08-29,6314726710
2023-08-30,6363380919
2023-08-31,7368901260
2023-09-01,7146271390
2023-09-05,7066655410
2023-09-06,7186079380
2023-09-07,7097617180
2023-09-08,7109412140
2023-09-11,7199348710
2023-09-12,7196399970
2023-09-13,7171335680
2023-09-14,7236207960
2023-09-15,7196399970
2023-09-18,7203771820
2023-09-19,7072552890
2023-09-20,7071078520
2023-09-21,6913320930
2023-09-22,6950180180
2023-09-25,6947231440
2023-09-26,6777678890
2023-09-27,6789473850
2023-09-28,6978193210
2023-09-29,6967872620
2023-10-02,6953128919
2023-10-03,6849923020
2023-10-04,6705434760
2023-10-05,6450368750
2023-10-06,6597805750
2023-10-09,6584536419
2023-10-10,6588959530
2023-10-11,6547677169
2023-10-12,6417932610
2023-10-13,6192354000
2023-10-16,6414983870
2023-10-17,6472484300
2023-10-18,6254277540
2023-10-19,6210046440
2023-10-20,6139276680
2023-10-23,6052288850
2023-10-24,6127481720
2023-10-25,6022801450
2023-10-26,5985942200
2023-10-27,6047865740
2023-10-30,5965648460
2023-10-31,6131280200
2023-11-01,6150168030
2023-11-02,6221360620
2023-11-03,6378274900
2023-11-06,6279477020
2023-11-07,6253324640
2023-11-08,6270759559
2023-11-09,6285288660
2023-11-10,6411691830
2023-11-13,6378274900
2023-11-14,6635439970
2023-11-15,6740049490
2023-11-16,6424768020
2023-11-17,6565700290
2023-11-20,6533736270
2023-11-21,6613646320
2023-11-22,6645610340
2023-11-24,6690650550
2023-11-27,6564247380
2023-11-28,6570059020
2023-11-29,6583135210
2023-11-30,6661592350
2023-12-01,6792354250
2023-12-04,6821412450
2023-12-05,6647063250
2023-12-06,6648516160
2023-12-07,6728426210
2023-12-08,6443655850
2023-12-11,6530830450
2023-12-12,6331781780
2023-12-13,6439297120
2023-12-14,6475619870
2023-12-15,6318705590
2023-12-18,6263495010
2023-12-19,6349216700
2023-12-20,6331781780
2023-12-21,6357934160
2023-12-22,6417503470
2023-12-26,6407333100
2023-12-27,6429126750
2023-12-28,6552624100
2023-12-29,6539547910
2024-01-02,6558435740
2024-01-03,6477072780
2024-01-04,6623816690
2024-01-05,6745861130
2024-01-08,6885340490
2024-01-09,6959438900
2024-01-10,7046613500
2024-01-11,7029178580
2024-01-12,7223868520
2024-01-16,7348818780
2024-01-17,7364800790
2024-01-18,7457787030
2024-01-19,7629230410
2024-01-22,7542055809
2024-01-23,7361894970
2024-01-24,7472316130
2024-01-25,7510091790
2024-01-26,7470863220
2024-01-29,7667006070
2024-01-30,7682988080
2024-01-31,7700423000
2024-02-01,7858790190
2024-02-02,7935794420
2024-02-05,7957588070
2024-02-06,7977928809
2024-02-07,8105784890
2024-02-08,8060744680
2024-02-09,8243811340
2024-02-12,8264152080
2024-02-13,7944511880
2024-02-14,8336797580
2024-02-15,8288851550
2024-02-16,8123219809
2024-02-20,7911094950
2024-02-21,7911094950
2024-02-22,8182789120
2024-02-23,8038951030
2024-02-26,8159542559
2024-02-27,8156636740
2024-02-28,8226376420
2024-02-29,8278681180
2024-03-01,8839504440
2024-03-04,9077781680
2024-03-05,8878733010
2024-03-06,9002230360
2024-03-07,7677176440
2024-03-08,7886395480
2024-03-11,7488298140
2024-03-12,7483939410
2024-03-13,7491203960
2024-03-14,7297966930
2024-03-15,7267455820
2024-03-18,7191904500
2024-03-19,7226774340
2024-03-20,7296514020
2024-03-21,7364800790
2024-03-22,7399670630
2024-03-25,7236944710
2024-03-26,7194810320
2024-03-27,7335742590
2024-03-28,7184639950
2024-04-01,7146864290
2024-04-02,7061142600
2024-04-03,7064048420
2024-04-04,6917304510
2024-04-05,6914398690
2024-04-08,6901322500
2024-04-09,6928927790
2024-04-10,6790901340
2024-04-11,6843206100
2024-04-12,6625269600
2024-04-15,6440750030
2024-04-16,6542453730
2024-04-17,6509036800
2024-04-18,6359387070
2024-04-19,6328875960
2024-04-22,6381180720
2024-04-23,6497413520
2024-04-24,6543906640
2024-04-25,6636892880
2024-04-26,6772013510
2024-04-29,6793807160
2024-04-30,6716802930
2024-05-01,6774919330
2024-05-02,6902775410
2024-05-03,6940551070
2024-05-06,7111994450
2024-05-07,7091653710
2024-05-08,7149770110
2024-05-09,7107635720
2024-05-10,7133788100
2024-05-13,7056783870
2024-05-14,7080030430
2024-05-15,7165752120
2024-05-16,7148317200
2024-05-17,7097465350
2024-05-20,7100371170
2024-05-21,7181734130
2024-05-22,7200621960
2024-05-23,7101824080
2024-05-24,7168657940
2024-05-28,7191904500
2024-05-29,7168657940
2024-05-30,6952174350
2024-05-31,6998667470
2024-06-03,6944278880
2024-06-04,6824000260
2024-06-05,6990651360
2024-06-06,7037023840
2024-06-07,6629815500
2024-06-10,6641408620
2024-06-11,6654450880
2024-06-12,7068904920
2024-06-13,7005142760
2024-06-14,6767483800
2024-06-17,6819652840
2024-06-18,6750094120
2024-06-20,6805161440
2024-06-21,7021083300
2024-06-24,6826898540
2024-06-25,6863127040
2024-06-26,6906601239
2024-06-27,6977609100
2024-06-28,6981956520
2024-07-01,6918194360
2024-07-02,6847186500
2024-07-03,6803712300
2024-07-05,6777627780
2024-07-08,6970363400
2024-07-09,6771831220
2024-07-10,6860228760
2024-07-11,6944278880
2024-07-12,7066006640
2024-07-15,7089192880
2024-07-16,7487706380
2024-07-17,7306563880
2024-07-18,7194980100
2024-07-19,7157302460
2024-07-22,7313809580
2024-07-23,7429740780
2024-07-24,7192081820
2024-07-25,7221064620
2024-07-26,7268886239
2024-07-29,7264538820
2024-07-30,7460172720
2024-07-31,7642764360
2024-08-01,7432639060
2024-08-02,6973261680
2024-08-05,6632713780
2024-08-06,6768932940
2024-08-07,6744297560
2024-08-08,7039922120
2024-08-09,7073252340
