,WST
2009-10-16,1347170000
2009-10-19,1374312000
2009-10-20,1340550000
2009-10-21,1330620000
2009-10-22,1359748000
2009-10-23,1361734000
2009-10-26,1358424000
2009-10-27,1367030000
2009-10-28,1339226000
2009-10-29,1325324000
2009-10-30,1306788000
2009-11-02,1319366000
2009-11-03,1241250000
2009-11-04,1213446000
2009-11-05,1257800000
2009-11-06,1263758000
2009-11-09,1283618000
2009-11-10,1280308000
2009-11-11,1278984000
2009-11-12,1254490000
2009-11-13,1263758000
2009-11-16,1293548000
2009-11-17,1308774000
2009-11-18,1298844000
2009-11-19,1284280000
2009-11-20,1292224000
2009-11-23,1321352000
2009-11-24,1307450000
2009-11-25,1298844000
2009-11-27,1278984000
2009-11-30,1275674000
2009-12-01,1280970000
2009-12-02,1290238000
2009-12-03,1269054000
2009-12-04,1306788000
2009-12-07,1292224000
2009-12-08,1284942000
2009-12-09,1281632000
2009-12-10,1290900000
2009-12-11,1308112000
2009-12-14,1320690000
2009-12-15,1323338000
2009-12-16,1316056000
2009-12-17,1285604000
2009-12-18,1290900000
2009-12-21,1302816000
2009-12-22,1298182000
2009-12-23,1310098000
2009-12-24,1307450000
2009-12-28,1317380000
2009-12-29,1320690000
2009-12-30,1319366000
2009-12-31,1297520000
2010-01-04,1306788000
2010-01-05,1290238000
2010-01-06,1277660000
2010-01-07,1281632000
2010-01-08,1280970000
2010-01-11,1275674000
2010-01-12,1271040000
2010-01-13,1273688000
2010-01-14,1275012000
2010-01-15,1263758000
2010-01-19,1284942000
2010-01-20,1273026000
2010-01-21,1248532000
2010-01-22,1229996000
2010-01-25,1214770000
2010-01-26,1202854000
2010-01-27,1208150000
2010-01-28,1190276000
2010-01-29,1202854000
2010-02-01,1198882000
2010-02-02,1214770000
2010-02-03,1205502000
2010-02-04,1175050000
2010-02-05,1188290000
2010-02-08,1175050000
2010-02-09,1196234000
2010-02-10,1184318000
2010-02-11,1202192000
2010-02-12,1208150000
2010-02-16,1217418000
2010-02-17,1224038000
2010-02-18,1290900000
2010-02-19,1265082000
2010-02-22,1259124000
2010-02-23,1274350000
2010-02-24,1278984000
2010-02-25,1295534000
2010-02-26,1289576000
2010-03-01,1328634000
2010-03-02,1341874000
2010-03-03,1339888000
2010-03-04,1340550000
2010-03-05,1352466000
2010-03-08,1343198000
2010-03-09,1347832000
2010-03-10,1355776000
2010-03-11,1345184000
2010-03-12,1347170000
2010-03-15,1365706000
2010-03-16,1382256000
2010-03-17,1389538000
2010-03-18,1386228000
2010-03-19,1389538000
2010-03-22,1412708000
2010-03-23,1431906000
2010-03-24,1384904000
2010-03-25,1373650000
2010-03-26,1374974000
2010-03-29,1384242000
2010-03-30,1392186000
2010-03-31,1388876000
2010-04-01,1405260000
2010-04-05,1409922000
2010-04-06,1415250000
2010-04-07,1421910000
2010-04-08,1417248000
2010-04-09,1419246000
2010-04-12,1425906000
2010-04-13,1419246000
2010-04-14,1453878000
2010-04-15,1467198000
2010-04-16,1447884000
2010-04-19,1447218000
2010-04-20,1484514000
2010-04-21,1475856000
2010-04-22,1424574000
2010-04-23,1413918000
2010-04-26,1393272000
2010-04-27,1378620000
2010-04-28,1389942000
2010-04-29,1421244000
2010-04-30,1393938000
2010-05-03,1421910000
2010-05-04,1399932000
2010-05-05,1392606000
2010-05-06,1365300000
2010-05-07,1345320000
2010-05-10,1386612000
2010-05-11,1383948000
2010-05-12,1409922000
2010-05-13,1405260000
2010-05-14,1369296000
2010-05-17,1385946000
2010-05-18,1395270000
2010-05-19,1367964000
2010-05-20,1314684000
2010-05-21,1322676000
2010-05-24,1306026000
2010-05-25,1291374000
2010-05-26,1288710000
2010-05-27,1328670000
2010-05-28,1310688000
2010-06-01,1282050000
2010-06-02,1315350000
2010-06-03,1322010000
2010-06-04,1258074000
2010-06-07,1234764000
2010-06-08,1231434000
2010-06-09,1236762000
2010-06-10,1252746000
2010-06-11,1260072000
2010-06-14,1262736000
2010-06-15,1280718000
2010-06-16,1274058000
2010-06-17,1264734000
2010-06-18,1259406000
2010-06-21,1259406000
2010-06-22,1242756000
2010-06-23,1237428000
2010-06-24,1232100000
2010-06-25,1232100000
2010-06-28,1236762000
2010-06-29,1209456000
2010-06-30,1219100000
2010-07-01,1215760000
2010-07-02,1204404000
2010-07-06,1211752000
2010-07-07,1212420000
2010-07-08,1215092000
2010-07-09,1226448000
2010-07-12,1218432000
2010-07-13,1235132000
2010-07-14,1215760000
2010-07-15,1211752000
2010-07-16,1178352000
2010-07-19,1171672000
2010-07-20,1183028000
2010-07-21,1155640000
2010-07-22,1169000000
2010-07-23,1182360000
2010-07-26,1211752000
2010-07-27,1225780000
2010-07-28,1203736000
2010-07-29,1197724000
2010-07-30,1213756000
2010-08-02,1229788000
2010-08-03,1171672000
2010-08-04,1206408000
2010-08-05,1193048000
2010-08-06,1177684000
2010-08-09,1194384000
2010-08-10,1170336000
2010-08-11,1140944000
2010-08-12,1153636000
2010-08-13,1120904000
2010-08-16,1124912000
2010-08-17,1169668000
2010-08-18,1180356000
2010-08-19,1132928000
2010-08-20,1130256000
2010-08-23,1117564000
2010-08-24,1118232000
2010-08-25,1141612000
2010-08-26,1125580000
2010-08-27,1146956000
2010-08-30,1123576000
2010-08-31,1122908000
2010-09-01,1146956000
2010-09-02,1162988000
2010-09-03,1177684000
2010-09-07,1118900000
2010-09-08,1120236000
2010-09-09,1119568000
2010-09-10,1123576000
2010-09-13,1133596000
2010-09-14,1121572000
2010-09-15,1132260000
2010-09-16,1118232000
2010-09-17,1116228000
2010-09-20,1135600000
2010-09-21,1124244000
2010-09-22,1122908000
2010-09-23,1103536000
2010-09-24,1104204000
2010-09-27,1103536000
2010-09-28,1122240000
2010-09-29,1142948000
2010-09-30,1149720000
2010-10-01,1143020000
2010-10-04,1121580000
2010-10-05,1146370000
2010-10-06,1155750000
2010-10-07,1164460000
2010-10-08,1176520000
2010-10-11,1181210000
2010-10-12,1185900000
2010-10-13,1207340000
2010-10-14,1212700000
2010-10-15,1206000000
2010-10-18,1205330000
2010-10-19,1189920000
2010-10-20,1201980000
2010-10-21,1212700000
2010-10-22,1209350000
2010-10-25,1206670000
2010-10-26,1207340000
2010-10-27,1196620000
2010-10-28,1205330000
2010-10-29,1195950000
2010-11-01,1201310000
2010-11-02,1239500000
2010-11-03,1274340000
2010-11-04,1314540000
2010-11-05,1315880000
2010-11-08,1305830000
2010-11-09,1295110000
2010-11-10,1313870000
2010-11-11,1301810000
2010-11-12,1280370000
2010-11-15,1284390000
2010-11-16,1257590000
2010-11-17,1262950000
2010-11-18,1288410000
2010-11-19,1285060000
2010-11-22,1280370000
2010-11-23,1269650000
2010-11-24,1299800000
2010-11-26,1291760000
2010-11-29,1288410000
2010-11-30,1270320000
2010-12-01,1302480000
2010-12-02,1301140000
2010-12-03,1299130000
2010-12-06,1298460000
2010-12-07,1299130000
2010-12-08,1292430000
2010-12-09,1285060000
2010-12-10,1327270000
2010-12-13,1346700000
2010-12-14,1372830000
2010-12-15,1373500000
2010-12-16,1400300000
2010-12-17,1406330000
2010-12-20,1378190000
2010-12-21,1392930000
2010-12-22,1399630000
2010-12-23,1407000000
2010-12-27,1414370000
2010-12-28,1410350000
2010-12-29,1410350000
2010-12-30,1413030000
2010-12-31,1380200000
2011-01-03,1402310000
2011-01-04,1376850000
2011-01-05,1382880000
2011-01-06,1372830000
2011-01-07,1366130000
2011-01-10,1367470000
2011-01-11,1372160000
2011-01-12,1353400000
2011-01-13,1356750000
2011-01-14,1367470000
2011-01-18,1369480000
2011-01-19,1335310000
2011-01-20,1315880000
2011-01-21,1300470000
2011-01-24,1323250000
2011-01-25,1330620000
2011-01-26,1362780000
2011-01-27,1370150000
2011-01-28,1336650000
2011-01-31,1340000000
2011-02-01,1364790000
2011-02-02,1364790000
2011-02-03,1365460000
2011-02-04,1348710000
2011-02-07,1356750000
2011-02-08,1356750000
2011-02-09,1343350000
2011-02-10,1341340000
2011-02-11,1356750000
2011-02-14,1358090000
2011-02-15,1361440000
2011-02-16,1389580000
2011-02-17,1374840000
2011-02-18,1410350000
2011-02-22,1368810000
2011-02-23,1344020000
2011-02-24,1350720000
2011-02-25,1379530000
2011-02-28,1377520000
2011-03-01,1353400000
2011-03-02,1353400000
2011-03-03,1376180000
2011-03-04,1375510000
2011-03-07,1362110000
2011-03-08,1397620000
2011-03-09,1408340000
2011-03-10,1388240000
2011-03-11,1394940000
2011-03-14,1394940000
2011-03-15,1381540000
2011-03-16,1373500000
2011-03-17,1384890000
2011-03-18,1425090000
2011-03-21,1444520000
2011-03-22,1445190000
2011-03-23,1443850000
2011-03-24,1451890000
2011-03-25,1455910000
2011-03-28,1468640000
2011-03-29,1483380000
2011-03-30,1491420000
2011-03-31,1504608000
2011-04-01,1516704000
2011-04-04,1528800000
2011-04-05,1530144000
2011-04-06,1539552000
2011-04-07,1524096000
2011-04-08,1504608000
2011-04-11,1507968000
2011-04-12,1503264000
2011-04-13,1503264000
2011-04-14,1515360000
2011-04-15,1520064000
2011-04-18,1503264000
2011-04-19,1488480000
2011-04-20,1517376000
2011-04-21,1525440000
2011-04-25,1516032000
2011-04-26,1545600000
2011-04-27,1553664000
2011-04-28,1591968000
2011-04-29,1587264000
2011-05-02,1593984000
2011-05-03,1589952000
2011-05-04,1570464000
2011-05-05,1559040000
2011-05-06,1561056000
2011-05-09,1575168000
2011-05-10,1593984000
2011-05-11,1585920000
2011-05-12,1592640000
2011-05-13,1575840000
2011-05-16,1560384000
2011-05-17,1546272000
2011-05-18,1559712000
2011-05-19,1560384000
2011-05-20,1542240000
2011-05-23,1516704000
2011-05-24,1511328000
2011-05-25,1511328000
2011-05-26,1523424000
2011-05-27,1538208000
2011-05-31,1561728000
2011-06-01,1522752000
2011-06-02,1503936000
2011-06-03,1478400000
2011-06-06,1475040000
2011-06-07,1462944000
2011-06-08,1465632000
2011-06-09,1471008000
2011-06-10,1454880000
2011-06-13,1448160000
2011-06-14,1464960000
2011-06-15,1435392000
2011-06-16,1444800000
2011-06-17,1434048000
2011-06-20,1444800000
2011-06-21,1456224000
2011-06-22,1443456000
2011-06-23,1423968000
2011-06-24,1430016000
2011-06-27,1432704000
2011-06-28,1454208000
2011-06-29,1452864000
2011-06-30,1479088000
2011-07-01,1503424000
2011-07-05,1511536000
2011-07-06,1524380000
2011-07-07,1539928000
2011-07-08,1536548000
2011-07-11,1523704000
2011-07-12,1532492000
2011-07-13,1554800000
2011-07-14,1537224000
2011-07-15,1546012000
2011-07-18,1533168000
2011-07-19,1555476000
2011-07-20,1539928000
2011-07-21,1566292000
2011-07-22,1570348000
2011-07-25,1550744000
2011-07-26,1520324000
2011-07-27,1496664000
2011-07-28,1473004000
2011-07-29,1483144000
2011-08-01,1452048000
2011-08-02,1422304000
2011-08-03,1431092000
2011-08-04,1406756000
2011-08-05,1416896000
2011-08-08,1371604000
2011-08-09,1447316000
2011-08-10,1363492000
2011-08-11,1400672000
2011-08-12,1383096000
2011-08-15,1410812000
2011-08-16,1378364000
2011-08-17,1363492000
2011-08-18,1304680000
2011-08-19,1297920000
2011-08-22,1306032000
2011-08-23,1343888000
2011-08-24,1343888000
2011-08-25,1319552000
2011-08-26,1330368000
2011-08-29,1367548000
2011-08-30,1350648000
2011-08-31,1356056000
2011-09-01,1350648000
2011-09-02,1291836000
2011-09-06,1292512000
2011-09-07,1337804000
2011-09-08,1299948000
2011-09-09,1276964000
2011-09-12,1289808000
2011-09-13,1312792000
2011-09-14,1348620000
2011-09-15,1353352000
2011-09-16,1354704000
2011-09-19,1330368000
2011-09-20,1321580000
2011-09-21,1287104000
2011-09-22,1258036000
2011-09-23,1272232000
2011-09-26,1284400000
2011-09-27,1308060000
2011-09-28,1247220000
2011-09-29,1270204000
2011-09-30,1257690000
2011-10-03,1211586000
2011-10-04,1272606000
2011-10-05,1289556000
2011-10-06,1282098000
2011-10-07,1255656000
2011-10-10,1292268000
2011-10-11,1284810000
2011-10-12,1297014000
2011-10-13,1285488000
2011-10-14,1301760000
2011-10-17,1255656000
2011-10-18,1275318000
2011-10-19,1274640000
2011-10-20,1270572000
2011-10-21,1311930000
2011-10-24,1347186000
2011-10-25,1307862000
2011-10-26,1322100000
2011-10-27,1394646000
2011-10-28,1383120000
2011-10-31,1317354000
2011-11-01,1268538000
2011-11-02,1289556000
2011-11-03,1329558000
2011-11-04,1313964000
2011-11-07,1323456000
2011-11-08,1343118000
2011-11-09,1278030000
2011-11-10,1304472000
2011-11-11,1328202000
2011-11-14,1305828000
2011-11-15,1318032000
2011-11-16,1288200000
2011-11-17,1275996000
2011-11-18,1276674000
2011-11-21,1255656000
2011-11-22,1251588000
2011-11-23,1217010000
2011-11-25,1206840000
2011-11-28,1240062000
2011-11-29,1244808000
2011-11-30,1306506000
2011-12-01,1294302000
2011-12-02,1280064000
2011-12-05,1288200000
2011-12-06,1286166000
2011-12-07,1288200000
2011-12-08,1244808000
2011-12-09,1267182000
2011-12-12,1254300000
2011-12-13,1244130000
2011-12-14,1227858000
2011-12-15,1233282000
2011-12-16,1229214000
2011-12-19,1223112000
2011-12-20,1244808000
2011-12-21,1258368000
2011-12-22,1265148000
2011-12-23,1272606000
2011-12-27,1288878000
2011-12-28,1278030000
2011-12-29,1286844000
2011-12-30,1286844000
2012-01-03,1292946000
2012-01-04,1280742000
2012-01-05,1282776000
2012-01-06,1286844000
2012-01-09,1289556000
2012-01-10,1306506000
2012-01-11,1311930000
2012-01-12,1320744000
2012-01-13,1297692000
2012-01-17,1305150000
2012-01-18,1327524000
2012-01-19,1345152000
2012-01-20,1351932000
2012-01-23,1349898000
2012-01-24,1355322000
2012-01-25,1380408000
2012-01-26,1372272000
2012-01-27,1376340000
2012-01-30,1368882000
2012-01-31,1372272000
2012-02-01,1406850000
2012-02-02,1407528000
2012-02-03,1433970000
2012-02-06,1414308000
2012-02-07,1406172000
2012-02-08,1411596000
2012-02-09,1391934000
2012-02-10,1379052000
2012-02-13,1390578000
2012-02-14,1393968000
2012-02-15,1397358000
2012-02-16,1446852000
2012-02-17,1446852000
2012-02-21,1438716000
2012-02-22,1442106000
2012-02-23,1450920000
2012-02-24,1440072000
2012-02-27,1433292000
2012-02-28,1423800000
2012-02-29,1410240000
2012-03-01,1418376000
2012-03-02,1380408000
2012-03-05,1379052000
2012-03-06,1353288000
2012-03-07,1362780000
2012-03-08,1374306000
2012-03-09,1393968000
2012-03-12,1381086000
2012-03-13,1418376000
2012-03-14,1399392000
2012-03-15,1408884000
2012-03-16,1406850000
2012-03-19,1419732000
2012-03-20,1411596000
2012-03-21,1405494000
2012-03-22,1399392000
2012-03-23,1410918000
2012-03-26,1450242000
2012-03-27,1446852000
2012-03-28,1446852000
2012-03-29,1450242000
2012-03-30,1442106000
2012-04-02,1459280000
2012-04-03,1450440000
2012-04-04,1413720000
2012-04-05,1402840000
2012-04-09,1372240000
2012-04-10,1352520000
2012-04-11,1362720000
2012-04-12,1377000000
2012-04-13,1347760000
2012-04-16,1357280000
2012-04-17,1532040000
2012-04-18,1475600000
2012-04-19,1455880000
2012-04-20,1457920000
2012-04-23,1429360000
2012-04-24,1436840000
2012-04-25,1459280000
2012-04-26,1480360000
2012-04-27,1508920000
2012-04-30,1526600000
2012-05-01,1521160000
2012-05-02,1523200000
2012-05-03,1504840000
2012-05-04,1462000000
2012-05-07,1485120000
2012-05-08,1504160000
2012-05-09,1500080000
2012-05-10,1505520000
2012-05-11,1500760000
2012-05-14,1505520000
2012-05-15,1536800000
2012-05-16,1543600000
2012-05-17,1551080000
2012-05-18,1521840000
2012-05-21,1564000000
2012-05-22,1552440000
2012-05-23,1565360000
2012-05-24,1597320000
2012-05-25,1598000000
2012-05-29,1634040000
2012-05-30,1627240000
2012-05-31,1625200000
2012-06-01,1611600000
2012-06-04,1613640000
2012-06-05,1634040000
2012-06-06,1646280000
2012-06-07,1646280000
2012-06-08,1635400000
2012-06-11,1621800000
2012-06-12,1644920000
2012-06-13,1679600000
2012-06-14,1675520000
2012-06-15,1678920000
2012-06-18,1675520000
2012-06-19,1695240000
2012-06-20,1689800000
2012-06-21,1667360000
2012-06-22,1664640000
2012-06-25,1651040000
2012-06-26,1649000000
2012-06-27,1674160000
2012-06-28,1678920000
2012-06-29,1717000000
2012-07-02,1738418000
2012-07-03,1738418000
2012-07-05,1720686000
2012-07-06,1711820000
2012-07-09,1719322000
2012-07-10,1729552000
2012-07-11,1743192000
2012-07-12,1718640000
2012-07-13,1760924000
2012-07-16,1737054000
2012-07-17,1744556000
2012-07-18,1747966000
2012-07-19,1731598000
2012-07-20,1711138000
2012-07-23,1704318000
2012-07-24,1714548000
2012-07-25,1729552000
2012-07-26,1708410000
2012-07-27,1729552000
2012-07-30,1719322000
2012-07-31,1697498000
2012-08-01,1655214000
2012-08-02,1640210000
2012-08-03,1697498000
2012-08-06,1689996000
2012-08-07,1676356000
2012-08-08,1659988000
2012-08-09,1640892000
2012-08-10,1636800000
2012-08-13,1630662000
2012-08-14,1610202000
2012-08-15,1626570000
2012-08-16,1630662000
2012-08-17,1665444000
2012-08-20,1642256000
2012-08-21,1638164000
2012-08-22,1635436000
2012-08-23,1624524000
2012-08-24,1627252000
2012-08-27,1616340000
2012-08-28,1629298000
2012-08-29,1633390000
2012-08-30,1617022000
2012-08-31,1614976000
2012-09-04,1636118000
2012-09-05,1631344000
2012-09-06,1634754000
2012-09-07,1636800000
2012-09-10,1635436000
2012-09-11,1636800000
2012-09-12,1636800000
2012-09-13,1672264000
2012-09-14,1685222000
2012-09-17,1698862000
2012-09-18,1709774000
2012-09-19,1716594000
2012-09-20,1724096000
2012-09-21,1752740000
2012-09-24,1777974000
2012-09-25,1775928000
2012-09-26,1784794000
2012-09-27,1822986000
2012-09-28,1810028000
2012-10-01,1850220000
2012-10-02,1851588000
2012-10-03,1846800000
2012-10-04,1847484000
2012-10-05,1837908000
2012-10-08,1839276000
2012-10-09,1813968000
2012-10-10,1814652000
2012-10-11,1811232000
2012-10-12,1800288000
2012-10-15,1818072000
2012-10-16,1846800000
2012-10-17,1842012000
2012-10-18,1834488000
2012-10-19,1835856000
2012-10-22,1837224000
2012-10-23,1833804000
2012-10-24,1816020000
2012-10-25,1826964000
2012-10-26,1826964000
2012-10-31,1842696000
2012-11-01,1829700000
2012-11-02,1800972000
2012-11-05,1842012000
2012-11-06,1850904000
2012-11-07,1817388000
2012-11-08,1835856000
2012-11-09,1829016000
2012-11-12,1832436000
2012-11-13,1809864000
2012-11-14,1764036000
2012-11-15,1757880000
2012-11-16,1746252000
2012-11-19,1766772000
2012-11-20,1796868000
2012-11-21,1809864000
2012-11-23,1835856000
2012-11-26,1865268000
2012-11-27,1843380000
2012-11-28,1842696000
2012-11-29,1856376000
2012-11-30,1848168000
2012-12-03,1831068000
2012-12-04,1859796000
2012-12-05,1881000000
2012-12-06,1870056000
2012-12-07,1871424000
2012-12-10,1879632000
2012-12-11,1906308000
2012-12-12,1894680000
2012-12-13,1878264000
2012-12-14,1876896000
2012-12-17,1885788000
2012-12-18,1874160000
2012-12-19,1855692000
2012-12-20,1876896000
2012-12-21,1856376000
2012-12-24,1850904000
2012-12-26,1837908000
2012-12-27,1856376000
2012-12-28,1850904000
2012-12-31,1889220000
2013-01-02,1905780000
2013-01-03,1911990000
2013-01-04,1918890000
2013-01-07,1907160000
2013-01-08,1902330000
2013-01-09,1908540000
2013-01-10,1903020000
2013-01-11,1900950000
2013-01-14,1899570000
2013-01-15,1896810000
2013-01-16,1890600000
2013-01-17,1894050000
2013-01-18,1905780000
2013-01-22,1932000000
2013-01-23,1931310000
2013-01-24,2012730000
2013-01-25,2029290000
2013-01-28,2047920000
2013-01-29,2063790000
2013-01-30,2048610000
2013-01-31,2043090000
2013-02-01,2063100000
2013-02-04,2047920000
2013-02-05,2059650000
2013-02-06,2067240000
2013-02-07,2063790000
2013-02-08,2061030000
2013-02-11,2057580000
2013-02-12,2067240000
2013-02-13,2056890000
2013-02-14,2059650000
2013-02-15,2040330000
2013-02-19,2039640000
2013-02-20,2027910000
2013-02-21,2072070000
2013-02-22,2094150000
2013-02-25,2073450000
2013-02-26,2077590000
2013-02-27,2087940000
2013-02-28,2084490000
2013-03-01,2099670000
2013-03-04,2099670000
2013-03-05,2092770000
2013-03-06,2106570000
2013-03-07,2096910000
2013-03-08,2131410000
2013-03-11,2132100000
2013-03-12,2143140000
2013-03-13,2150730000
2013-03-14,2179710000
2013-03-15,2190750000
2013-03-18,2169360000
2013-03-19,2178330000
2013-03-20,2199720000
2013-03-21,2199030000
2013-03-22,2217660000
2013-03-25,2203860000
2013-03-26,2221110000
2013-03-27,2221110000
2013-03-28,2240430000
2013-04-01,2197898000
2013-04-02,2197898000
2013-04-03,2160422000
2013-04-04,2181936000
2013-04-05,2161116000
2013-04-08,2165280000
2013-04-09,2160422000
2013-04-10,2209002000
2013-04-11,2200674000
2013-04-12,2202756000
2013-04-15,2147930000
2013-04-16,2203450000
2013-04-17,2183324000
2013-04-18,2188182000
2013-04-19,2213860000
2013-04-22,2203450000
2013-04-23,2222882000
2013-04-24,2202062000
2013-04-25,2207614000
2013-04-26,2187488000
2013-04-29,2206226000
2013-04-30,2215942000
2013-05-01,2202756000
2013-05-02,2220800000
2013-05-03,2228434000
2013-05-06,2203450000
2013-05-07,2252724000
2013-05-08,2258970000
2013-05-09,2264522000
2013-05-10,2272850000
2013-05-13,2287424000
2013-05-14,2308938000
2013-05-15,2327676000
2013-05-16,2349190000
2013-05-17,2374174000
2013-05-20,2385278000
2013-05-21,2374174000
2013-05-22,2336698000
2013-05-23,2346414000
2013-05-24,2338086000
2013-05-28,2358906000
2013-05-29,2336698000
2013-05-30,2375562000
2013-05-31,2379032000
2013-06-03,2399158000
2013-06-04,2386666000
2013-06-05,2349884000
2013-06-06,2324900000
2013-06-07,2324206000
2013-06-10,2309632000
2013-06-11,2306162000
2013-06-12,2302692000
2013-06-13,2338086000
2013-06-14,2333922000
2013-06-17,2347802000
2013-06-18,2365846000
2013-06-19,2342250000
2013-06-20,2312408000
2013-06-21,2355436000
2013-06-24,2368622000
2013-06-25,2402628000
2013-06-26,2413732000
2013-06-27,2438716000
2013-06-28,2438022000
2013-07-01,2495350000
2013-07-02,2487672000
2013-07-03,2484182000
2013-07-05,2537928000
2013-07-08,2533740000
2013-07-09,2518384000
2013-07-10,2517686000
2013-07-11,2529552000
2013-07-12,2542116000
2013-07-15,2528156000
2013-07-16,2529552000
2013-07-17,2530250000
2013-07-18,2566546000
2013-07-19,2579110000
2013-07-22,2593768000
2013-07-23,2590976000
2013-07-24,2549096000
2013-07-25,2577016000
2013-07-26,2540720000
2013-07-29,2514894000
2013-07-30,2538626000
2013-07-31,2574224000
2013-08-01,2650306000
2013-08-02,2662870000
2013-08-05,2739650000
2013-08-06,2736858000
2013-08-07,2733368000
2013-08-08,2736160000
2013-08-09,2734764000
2013-08-12,2739650000
2013-08-13,2759892000
2013-08-14,2748724000
2013-08-15,2665662000
2013-08-16,2651702000
2013-08-19,2651702000
2013-08-20,2671246000
2013-08-21,2662172000
2013-08-22,2683810000
2013-08-23,2693582000
2013-08-26,2690790000
2013-08-27,2674736000
2013-08-28,2667058000
2013-08-29,2646118000
2013-08-30,2581204000
2013-09-03,2604238000
2013-09-04,2608426000
2013-09-05,2630064000
2013-09-06,2635648000
2013-09-09,2717314000
2013-09-10,2756402000
2013-09-11,2798980000
2013-09-12,2754308000
2013-09-13,2757100000
2013-09-16,2756402000
2013-09-17,2798980000
2013-09-18,2831786000
2013-09-19,2865290000
2013-09-20,2831786000
2013-09-23,2822712000
2013-09-24,2832484000
2013-09-25,2808752000
2013-09-26,2833880000
2013-09-27,2856914000
2013-09-30,2884615000
2013-10-01,2904944000
2013-10-02,2874801000
2013-10-03,2837648000
2013-10-04,2824329000
2013-10-07,2795588000
2013-10-08,2916160000
2013-10-09,2984858000
2013-10-10,3025515999
2013-10-11,3073184000
2013-10-14,3140480000
2013-10-15,3091410000
2013-10-16,3169221000
2013-10-17,3187447000
2013-10-18,3203570000
2013-10-21,3217590000
2013-10-22,3207776000
2013-10-23,3230208000
2013-10-24,3244228000
2013-10-25,3232311000
2013-10-28,3288390999
2013-10-29,3282082000
2013-10-30,3275072000
2013-10-31,3389335000
2013-11-01,3294700000
2013-11-04,3295401000
2013-11-05,3277175000
2013-11-06,3264557000
2013-11-07,3217590000
2013-11-08,3273670000
2013-11-11,3277175000
2013-11-12,3284185000
2013-11-13,3292597000
2013-11-14,3310122000
2013-11-15,3343069000
2013-11-18,3317833000
2013-11-19,3305215000
2013-11-20,3317132000
2013-11-21,3420880000
2013-11-22,3383727000
2013-11-25,3397046000
2013-11-26,3432797000
2013-11-27,3510608000
2013-11-29,3499392000
2013-12-02,3448219000
2013-12-03,3465043000
2013-12-04,3410365000
2013-12-05,3426488000
2013-12-06,3469249000
2013-12-09,3489578000
2013-12-10,3428590999
2013-12-11,3319936000
2013-12-12,3329049000
2013-12-13,3341667000
2013-12-16,3425086000
2013-12-17,3343770000
2013-12-18,3425086000
2013-12-19,3353584000
2013-12-20,3462940000
2013-12-23,3485372000
2013-12-24,3451023000
2013-12-26,3468548000
2013-12-27,3432096000
2013-12-30,3428590999
2013-12-31,3463636000
2014-01-02,3436808000
2014-01-03,3467872000
2014-01-06,3448810000
2014-01-07,3474932000
2014-01-08,3525058000
2014-01-09,3499642000
2014-01-10,3508114000
2014-01-13,3478462000
2014-01-14,3546944000
2014-01-15,3563182000
2014-01-16,3601306000
2014-01-17,3546238000
2014-01-21,3541295999
2014-01-22,3516586000
2014-01-23,3503878000
2014-01-24,3403626000
2014-01-27,3341498000
2014-01-28,3402920000
2014-01-29,3347852000
2014-01-30,3400802000
2014-01-31,3349970000
2014-02-03,3270192000
2014-02-04,3241245999
2014-02-05,3236304000
2014-02-06,3265250000
2014-02-07,3321730000
2014-02-10,3352794000
2014-02-11,3378210000
2014-02-12,3361266000
2014-02-13,3423394000
2014-02-14,3396566000
2014-02-18,3437514000
2014-02-19,3370444000
2014-02-20,3418452000
2014-02-21,3397272000
2014-02-24,3342204000
2014-02-25,3277252000
2014-02-26,3261720000
2014-02-27,3233480000
2014-02-28,3217948000
2014-03-03,3184060000
2014-03-04,3291372000
2014-03-05,3291372000
2014-03-06,3304786000
2014-03-07,3284312000
2014-03-10,3268780000
2014-03-11,3215830000
2014-03-12,3241245999
2014-03-13,3211594000
2014-03-14,3159350000
2014-03-17,3191120000
2014-03-18,3213712000
2014-03-19,3192532000
2014-03-20,3185472000
2014-03-21,3139582000
2014-03-24,3070394000
2014-03-25,3091574000
2014-03-26,3025916000
2014-03-27,2999088000
2014-03-28,2942608000
2014-03-31,3118740000
2014-04-01,3173964000
2014-04-02,3201576000
2014-04-03,3186708000
2014-04-04,3150600000
2014-04-07,3108827999
2014-04-08,3127944000
2014-04-09,3218568000
2014-04-10,3108827999
2014-04-11,3031656000
2014-04-14,3047940000
2014-04-15,3046524000
2014-04-16,3046524000
2014-04-17,3098208000
2014-04-21,3080508000
2014-04-22,3084048000
2014-04-23,3030240000
2014-04-24,3011832000
2014-04-25,2977140000
2014-04-28,3038027999
2014-04-29,3039444000
2014-04-30,3071304000
2014-05-01,3028824000
2014-05-02,3085464000
2014-05-05,3079800000
2014-05-06,3051480000
2014-05-07,3057144000
2014-05-08,3005460000
2014-05-09,3047232000
2014-05-12,3120156000
2014-05-13,3040860000
2014-05-14,2973600000
2014-05-15,2968644000
2014-05-16,2980680000
2014-05-19,3034488000
2014-05-20,2952360000
2014-05-21,2992008000
2014-05-22,2988468000
2014-05-23,3035196000
2014-05-27,3099624000
2014-05-28,3043692000
2014-05-29,3014664000
2014-05-30,2979972000
2014-06-02,2987052000
2014-06-03,2955192000
2014-06-04,2970060000
2014-06-05,3028116000
