,HOLX
2009-09-28,4278037919
2009-09-29,4285778640
2009-09-30,4216112160
2009-10-01,4112902560
2009-10-02,4187729520
2009-10-05,4161927119
2009-10-06,4267716960
2009-10-07,4278037919
2009-10-08,4314161280
2009-10-09,4306420560
2009-10-12,4306420560
2009-10-13,4296099600
2009-10-14,4347704400
2009-10-15,4365766080
2009-10-16,4236754080
2009-10-19,4296099600
2009-10-20,4048396560
2009-10-21,4032915120
2009-10-22,4141285200
2009-10-23,4022594160
2009-10-26,4009692960
2009-10-27,3934866000
2009-10-28,3823915680
2009-10-29,3955507920
2009-10-30,3813594720
2009-11-02,3834236640
2009-11-03,3777471360
2009-11-04,3862619280
2009-11-05,3947767200
2009-11-06,3903903120
2009-11-09,3952927680
2009-11-10,4069038480
2009-11-11,4063878000
2009-11-12,3973569600
2009-11-13,4035495360
2009-11-16,4043236080
2009-11-17,3901322880
2009-11-18,3965828880
2009-11-19,3888421680
2009-11-20,3712965360
2009-11-23,3684582720
2009-11-24,3756829440
2009-11-25,3792952800
2009-11-27,3720706080
2009-11-30,3733607280
2009-12-01,3767150400
2009-12-02,3718125840
2009-12-03,3674261760
2009-12-04,3697483920
2009-12-07,3700064160
2009-12-08,3632977920
2009-12-09,3635558160
2009-12-10,3687162960
2009-12-11,3702644400
2009-12-14,3638138400
2009-12-15,3609755760
2009-12-16,3596854560
2009-12-17,3478163520
2009-12-18,3524607840
2009-12-21,3630397680
2009-12-22,3800693520
2009-12-23,3792952800
2009-12-24,3839397120
2009-12-28,3804785630
2009-12-29,3784093390
2009-12-30,3773747270
2009-12-31,3750468500
2010-01-04,3864275820
2010-01-05,3864275820
2010-01-06,3882381530
2010-01-07,3877208470
2010-01-08,3872035410
2010-01-11,3864275820
2010-01-12,3859102760
2010-01-13,3923766010
2010-01-14,3959977430
2010-01-15,3976789875
2010-01-19,4122928820
2010-01-20,4042746390
2010-01-21,4086717400
2010-01-22,4084130870
2010-01-25,4094476990
2010-01-26,4042746390
2010-01-27,3970323550
2010-01-28,3900487240
2010-01-29,3897900710
2010-02-01,3944458250
2010-02-02,4288466739
2010-02-03,4254841850
2010-02-04,4190178600
2010-02-05,4135861470
2010-02-08,4138448000
2010-02-09,4146207590
2010-02-10,4146207590
2010-02-11,4166899830
2010-02-12,4138448000
2010-02-16,4161726770
2010-02-17,4156553710
2010-02-18,4200524719
2010-02-19,4166899830
2010-02-22,4187592070
2010-02-23,4179832480
2010-02-24,4285880210
2010-02-25,4378995290
2010-02-26,4461764250
2010-03-01,4487629550
2010-03-02,4492802610
2010-03-03,4435898950
2010-03-04,4425552830
2010-03-05,4503148730
2010-03-08,4531600560
2010-03-09,4505735260
2010-03-10,4539360150
2010-03-11,4986829840
2010-03-12,4821291920
2010-03-15,5012695140
2010-03-16,4960964540
2010-03-17,4932512710
2010-03-18,5059252680
2010-03-19,4829051510
2010-03-22,4854916810
2010-03-23,4870435990
2010-03-24,4829051510
2010-03-25,4790253560
2010-03-26,4723003780
2010-03-29,4770159870
2010-03-30,4752022380
2010-03-31,4803843780
2010-04-01,4801252710
2010-04-05,4752022380
2010-04-06,4671699210
2010-04-07,4552509990
2010-04-08,4549918920
2010-04-09,4599149250
2010-04-12,4549918920
2010-04-13,4606922460
2010-04-14,4749431310
2010-04-15,4733884890
2010-04-16,4700200980
2010-04-19,4692427770
2010-04-20,4720929540
2010-04-21,4705383120
2010-04-22,4713156330
2010-04-23,4736475960
2010-04-26,4669108140
2010-04-27,4648379580
2010-04-28,4669108140
2010-04-29,4601740320
2010-04-30,4632833160
2010-05-03,4692427770
2010-05-04,4148303070
2010-05-05,4210488750
2010-05-06,4148303070
2010-05-07,4099072740
2010-05-10,4200124470
2010-05-11,4189760190
2010-05-12,4249354799
2010-05-13,4205306610
2010-05-14,4088708460
2010-05-17,4088708460
2010-05-18,4049842410
2010-05-19,4044660270
2010-05-20,3845147880
2010-05-21,3907333560
2010-05-24,3886605000
2010-05-25,3863285370
2010-05-26,3865876440
2010-05-27,3876240720
2010-05-28,3860694300
2010-06-01,3790735410
2010-06-02,3814055040
2010-06-03,3956563890
2010-06-04,3829601460
2010-06-07,3733731870
2010-06-08,3627498000
2010-06-09,3630089070
2010-06-10,3678023865
2010-06-11,3775188990
2010-06-14,3801099690
2010-06-15,3834783600
2010-06-16,3881422860
2010-06-17,3884013930
2010-06-18,3881422860
2010-06-21,3889196070
2010-06-22,3858103230
2010-06-23,3790735410
2010-06-24,3668955120
2010-06-25,3689683680
2010-06-28,3644169220
2010-06-29,3532718810
2010-06-30,3610474910
2010-07-01,3558637510
2010-07-02,3535310680
2010-07-06,3519759460
2010-07-07,3633801740
2010-07-08,3688231010
2010-07-09,3626026130
2010-07-12,3659720440
2010-07-13,3708965970
2010-07-14,3740068410
2010-07-15,3776354590
2010-07-16,3659720440
2010-07-19,3693414750
2010-07-20,3587148080
2010-07-21,3449778970
2010-07-22,3483473280
2010-07-23,3465330190
2010-07-26,3584556210
2010-07-27,3898172480
2010-07-28,3644169220
2010-07-29,3623434260
2010-07-30,3664904180
2010-08-02,3778946460
2010-08-03,4001847280
2010-08-04,4121073300
2010-08-05,4162543219
2010-08-06,4170318830
2010-08-09,4035541590
2010-08-10,4027765980
2010-08-11,3892988740
2010-08-12,3869661910
2010-08-13,3825600120
2010-08-16,3784130200
2010-08-17,3861886300
2010-08-18,3913723700
2010-08-19,3825600120
2010-08-20,3804865160
2010-08-23,3802273290
2010-08-24,3638985480
2010-08-25,3727109060
2010-08-26,3644169220
2010-08-27,3672679790
2010-08-30,3654536700
2010-08-31,3675271660
2010-09-01,3776354590
2010-09-02,3835967600
2010-09-03,3918907440
2010-09-07,3817824510
2010-09-08,3885213130
2010-09-09,3944826140
2010-09-10,3955193620
2010-09-13,4045909070
2010-09-14,4235115580
2010-09-15,4234467612
2010-09-16,4232523709
2010-09-17,4286952980
2010-09-20,4255850540
2010-09-21,4157359480
2010-09-22,3996663540
2010-09-23,4214380620
2010-09-24,4318055420
2010-09-27,4270814800
2010-09-28,4221486240
2010-09-29,4172157680
2010-09-30,4156580240
2010-10-01,4185138880
2010-10-04,4102059200
2010-10-05,4164368960
2010-10-06,4179946400
2010-10-07,4200716320
2010-10-08,4172157680
2010-10-11,4159176480
2010-10-12,4133214080
2010-10-13,4159176480
2010-10-14,4192927599
2010-10-15,4198120080
2010-10-18,4283796000
2010-10-19,4192927599
2010-10-20,4234467439
2010-10-21,4182542640
2010-10-22,4200716320
2010-10-25,4211101279
2010-10-26,4218890000
2010-10-27,4208505040
2010-10-28,4166965200
2010-10-29,4161772720
2010-11-01,4185138880
2010-11-02,4166965200
2010-11-03,4159176480
2010-11-04,4156580240
2010-11-05,4109847920
2010-11-08,4226678720
2010-11-09,4343509520
2010-11-10,4366875680
2010-11-11,4405819280
2010-11-12,4351298240
2010-11-15,4338317040
2010-11-16,4260429840
2010-11-17,4270814800
2010-11-18,4208505040
2010-11-19,4192927599
2010-11-22,4151387760
2010-11-23,4268218560
2010-11-24,4348702000
2010-11-26,4317547120
2010-11-29,4283796000
2010-11-30,4257833599
2010-12-01,4470725280
2010-12-02,4527842560
2010-12-03,4618710960
2010-12-06,4556401200
2010-12-07,4603133520
2010-12-08,4546016240
2010-12-09,4556401200
2010-12-10,4564189920
2010-12-13,4522650080
2010-12-14,4608326000
2010-12-15,4662847040
2010-12-16,4766696640
2010-12-17,4771889120
2010-12-20,4826410160
2010-12-21,4852372560
2010-12-22,4932856000
2010-12-23,4895210520
2010-12-27,4919159500
2010-12-28,4942633750
2010-12-29,4924376000
2010-12-30,4950458500
2010-12-31,4908726500
2011-01-03,4986974000
2011-01-04,4976541000
2011-01-05,4966108000
2011-01-06,4921767750
2011-01-07,4900901750
2011-01-10,4893077000
2011-01-11,4940025500
2011-01-12,4994798750
2011-01-13,4924376000
2011-01-14,5000015250
2011-01-18,5096520500
2011-01-19,5057396750
2011-01-20,5062613250
2011-01-21,5013056500
2011-01-24,5057396750
2011-01-25,5119994750
2011-01-26,5168247375
2011-01-27,5260840250
2011-01-28,5195634000
2011-01-31,5195634000
2011-02-01,5080871000
2011-02-02,5106953500
2011-02-03,5078262750
2011-02-04,5086087500
2011-02-07,5113474125
2011-02-08,5086087500
2011-02-09,5101737000
2011-02-10,5146077250
2011-02-11,5263448500
2011-02-14,5237366000
2011-02-15,5229541250
2011-02-16,5271273250
2011-02-17,5333871250
2011-02-18,5376255312
2011-02-22,5255623750
2011-02-23,5159118500
2011-02-24,5172159750
2011-02-25,5362562000
2011-02-28,5263448500
2011-03-01,5216500000
2011-03-02,5211283500
2011-03-03,5513840500
2011-03-04,5498191000
2011-03-07,5459067250
2011-03-08,5599912750
2011-03-09,5646861250
2011-03-10,5597304500
2011-03-11,5618170500
2011-03-14,5558180750
2011-03-15,5547747750
2011-03-16,5508624000
2011-03-17,5672943750
2011-03-18,5649469500
2011-03-21,5725108750
2011-03-22,5696418000
2011-03-23,5680768500
2011-03-24,5709459250
2011-03-25,5693809750
2011-03-28,5725216080
2011-03-29,5832547520
2011-03-30,5824694000
2011-03-31,5811604800
2011-04-01,5782808560
2011-04-04,5743540960
2011-04-05,5727833920
2011-04-06,5709509040
2011-04-07,5704273360
2011-04-08,5687257400
2011-04-11,5667623600
2011-04-12,5678094960
2011-04-13,5704273360
2011-04-14,5728488380
2011-04-15,5746158800
2011-04-18,5615266800
2011-04-19,5649298720
2011-04-20,5746158800
2011-04-21,5717362560
2011-04-25,5712126880
2011-04-26,5722598240
2011-04-27,5717362560
2011-04-28,5759248000
2011-04-29,5764483680
2011-05-02,5869197280
2011-05-03,5939878960
2011-05-04,5871815120
2011-05-05,5824694000
2011-05-06,5837783200
2011-05-09,5879668640
2011-05-10,5874432960
2011-05-11,5759248000
2011-05-12,5764483680
2011-05-13,5678094960
2011-05-16,5549820800
2011-05-17,5534113760
2011-05-18,5638827360
2011-05-19,5607413280
2011-05-20,5513171040
2011-05-23,5424164480
2011-05-24,5395368240
2011-05-25,5343011440
2011-05-26,5518406720
2011-05-27,5505317520
2011-05-31,5628356000
2011-06-01,5450342880
2011-06-02,5403221760
2011-06-03,5356100640
2011-06-06,5290654640
2011-06-07,5288036800
2011-06-08,5212119440
2011-06-09,5274947600
2011-06-10,5235680000
2011-06-13,5227826480
2011-06-14,5286727880
2011-06-15,5191176720
2011-06-16,5162380480
2011-06-17,5138819920
2011-06-20,5233062160
2011-06-21,5345629280
2011-06-22,5356100640
2011-06-23,5301126000
2011-06-24,5219972960
2011-06-27,5214441960
2011-06-28,5232793440
2011-06-29,5203955400
2011-06-30,5287847880
2011-07-01,5316685920
2011-07-05,5342902320
2011-07-06,5382226920
2011-07-07,5392713480
2011-07-08,5379605280
2011-07-11,5253766560
2011-07-12,5295712800
2011-07-13,5337659040
2011-07-14,5321929200
2011-07-15,5290469520
2011-07-18,5231482620
2011-07-19,5345523960
2011-07-20,5337659040
2011-07-21,5458254480
2011-07-22,5421551520
2011-07-25,5282604600
2011-07-26,5057143560
2011-07-27,4915575000
2011-07-28,4844790720
2011-07-29,4868385480
2011-08-01,4732060200
2011-08-02,4577383440
2011-08-03,4606221480
2011-08-04,4333570920
2011-08-05,4425328320
2011-08-08,3987514440
2011-08-09,4199867280
2011-08-10,3974406240
2011-08-11,4147434480
2011-08-12,4254921720
2011-08-15,4391247000
2011-08-16,4357165680
2011-08-17,4357165680
2011-08-18,4097623320
2011-08-19,4084515120
2011-08-22,4050433800
2011-08-23,4220840400
2011-08-24,4241813520
2011-08-25,4108109880
2011-08-26,4197245640
2011-08-29,4375517160
2011-08-30,4370273880
2011-08-31,4362408960
2011-09-01,4354544040
2011-09-02,4163164320
2011-09-06,4155299400
2011-09-07,4391247000
2011-09-08,4330949280
2011-09-09,4139569560
2011-09-12,4121218080
2011-09-13,4178894160
2011-09-14,4278516480
2011-09-15,4317841080
2011-09-16,4333570920
2011-09-19,4265408280
2011-09-20,4268029920
2011-09-21,4118596440
2011-09-22,3971784600
2011-09-23,4089758400
2011-09-26,4079995010
2011-09-27,4308558800
2011-09-28,4132538410
2011-09-29,4101012370
2011-09-30,3995925570
2011-10-03,3738462910
2011-10-04,3864567070
2011-10-05,3953890850
2011-10-06,3995925570
2011-10-07,3938127830
2011-10-10,4019570100
2011-10-11,4069486330
2011-10-12,4048468970
2011-10-13,4006434250
2011-10-14,4082622180
2011-10-17,3881643675
2011-10-18,3946009340
2011-10-19,3840922540
2011-10-20,3851431220
2011-10-21,4072113500
2011-10-24,4229743700
2011-10-25,4085249350
2011-10-26,4108893880
2011-10-27,4185081810
2011-10-28,4374238050
2011-10-31,4234998040
2011-11-01,4016942930
2011-11-02,4048468970
2011-11-03,4245506720
2011-11-04,4298050120
2011-11-07,4263896910
2011-11-08,4686871280
2011-11-09,4489833530
2011-11-10,4489833530
2011-11-11,4668481090
2011-11-14,4634327880
2011-11-15,4626446370
2011-11-16,4584411650
2011-11-17,4455680320
2011-11-18,4421527110
2011-11-21,4303304460
2011-11-22,4376865220
2011-11-23,4258642570
2011-11-25,4203472000
2011-11-28,4366356540
2011-11-29,4347966350
2011-11-30,4626446370
2011-12-01,4610683350
2011-12-02,4508223720
2011-12-05,4605429010
2011-12-06,4566021460
2011-12-07,4555512780
2011-12-08,4390001070
2011-12-09,4518732400
2011-12-12,4432035790
2011-12-13,4395255410
2011-12-14,4355847860
2011-12-15,4305931630
2011-12-16,4411018430
2011-12-19,4332203330
2011-12-20,4443858055
2011-12-21,4474070510
2011-12-22,4510850890
2011-12-23,4545004100
2011-12-27,4636723000
2011-12-28,4549636000
2011-12-29,4642001000
2011-12-30,4620889000
2012-01-03,4707976000
2012-01-04,4726449000
2012-01-05,4845204000
2012-01-06,4900623000
2012-01-09,4887428000
2012-01-10,4948125000
2012-01-11,5000905000
2012-01-12,5082714000
2012-01-13,5082714000
2012-01-17,5037851000
2012-01-18,5087992000
2012-01-19,5182996000
2012-01-20,5106465000
2012-01-23,5058963000
2012-01-24,5122299000
2012-01-25,5180357000
2012-01-26,5103826000
2012-01-27,5114382000
2012-01-30,5066880000
2012-01-31,5380921000
2012-02-01,5465369000
2012-02-02,5411269500
2012-02-03,5568290000
2012-02-06,5486481000
2012-02-07,5497037000
2012-02-08,5431062000
2012-02-09,5520788000
2012-02-10,5462730000
2012-02-13,5536622000
2012-02-14,5503634500
2012-02-15,5489120000
2012-02-16,5642182000
2012-02-17,5660655000
2012-02-21,5547178000
2012-02-22,5552456000
2012-02-23,5560373000
2012-02-24,5628987000
2012-02-27,5660655000
2012-02-28,5673850000
2012-02-29,5470647000
2012-03-01,5528705000
2012-03-02,5394116000
2012-03-05,5391477000
2012-03-06,5293834000
2012-03-07,5343975000
2012-03-08,5552456000
2012-03-09,5540580500
2012-03-12,5425784000
2012-03-13,5687045000
2012-03-14,5623709000
2012-03-15,5610514000
2012-03-16,5687045000
2012-03-19,5700240000
2012-03-20,5602597000
2012-03-21,5560373000
2012-03-22,5618431000
2012-03-23,5565651000
2012-03-26,5652048240
2012-03-27,5723492670
2012-03-28,5779060560
2012-03-29,5752599660
2012-03-30,5702323950
2012-04-02,5763184020
2012-04-03,5802875370
2012-04-04,5797583190
2012-04-05,5794937100
2012-04-09,5609710800
2012-04-10,5440361040
2012-04-11,5507836335
2012-04-12,5604418620
2012-04-13,5522389830
2012-04-16,5450945400
2012-04-17,5572665540
2012-04-18,5540912460
2012-04-19,5470791075
2012-04-20,5450945400
2012-04-23,5398023600
2012-04-24,5379500970
2012-04-25,5562081180
2012-04-26,5599126440
2012-04-27,5617649070
2012-04-30,5059324080
2012-05-01,4974649200
2012-05-02,4789422900
2012-05-03,4651826220
2012-05-04,4524813900
2012-05-07,4522167810
2012-05-08,4548628710
2012-05-09,4500999090
2012-05-10,4561859160
2012-05-11,4614780960
2012-05-14,4657118400
2012-05-15,4630657500
2012-05-16,4593612240
2012-05-17,4487768640
2012-05-18,4429554660
2012-05-21,4580381790
2012-05-22,4538044350
2012-05-23,4553920890
2012-05-24,4490414730
2012-05-25,4477184280
2012-05-29,4495706910
2012-05-30,4453369470
2012-05-31,4434846840
2012-06-01,4318418880
2012-06-04,4323711060
2012-06-05,4384571130
2012-06-06,4477184280
2012-06-07,4456015560
2012-06-08,4482476460
2012-06-11,4411032030
2012-06-12,4426908570
2012-06-13,4445431200
2012-06-14,4527459990
2012-06-15,4572443520
2012-06-18,4622719230
2012-06-19,4739147190
2012-06-20,4781484630
2012-06-21,4586997015
2012-06-22,4686225390
2012-06-25,4520566410
2012-06-26,4525765451
2012-06-27,4616748674
2012-06-28,4592053228
2012-06-29,4689535252
2012-07-02,4793516078
2012-07-03,4816911764
2012-07-05,4796115599
2012-07-06,4754523268
2012-07-09,4728528062
2012-07-10,4762321830
2012-07-11,4720729500
2012-07-12,4863703136
2012-07-13,5004077251
2012-07-16,4931290673
2012-07-17,4965084441
2012-07-18,5001477730
2012-07-19,5001477730
2012-07-20,4928691152
2012-07-23,4861103615
2012-07-24,4794815838
2012-07-25,4770120392
2012-07-26,4672638368
2012-07-27,4835108409
2012-07-30,4746724706
2012-07-31,4814312243
2012-08-01,4874101218
2012-08-02,4894897383
2012-08-03,5076863829
2012-08-06,5108058077
2012-08-07,5141851845
2012-08-08,5136652804
2012-08-09,5147050887
2012-08-10,5175645614
2012-08-13,5167847052
2012-08-14,5162648010
2012-08-15,5134053283
2012-08-16,5152249928
2012-08-17,5167847052
2012-08-20,5154849448
2012-08-21,5152249928
2012-08-22,5113257118
2012-08-23,5139252325
2012-08-24,5058667184
2012-08-27,5071664788
2012-08-28,5087261912
2012-08-29,5126254721
2012-08-30,5123655201
2012-08-31,5102859035
2012-09-04,5186043696
2012-09-05,5196441779
2012-09-06,5231535308
2012-09-07,5245832671
2012-09-10,5209439382
2012-09-11,5134053283
2012-09-12,5154849448
2012-09-13,5253631233
2012-09-14,5445995761
2012-09-17,5394005348
2012-09-18,5404403431
2012-09-19,5471990968
2012-09-20,5445995761
2012-09-21,5391405828
2012-09-24,5430398637
2012-09-25,5347213977
2012-09-26,5284825481
2012-09-27,5290024522
2012-09-28,5256230754
2012-10-01,5433417600
2012-10-02,5530633160
2012-10-03,5630512160
2012-10-04,5739713200
2012-10-05,5742376640
2012-10-08,5761020720
2012-10-09,5713078800
2012-10-10,5697098160
2012-10-11,5713078800
2012-10-12,5753003765
2012-10-15,5761020720
2012-10-16,5784991680
2012-10-17,5792982000
2012-10-18,5697098160
2012-10-19,5449424874
2012-10-22,5430754160
2012-10-23,5412110080
2012-10-24,5401456320
2012-10-25,5414773520
2012-10-26,5473369200
2012-10-31,5492013280
2012-11-01,5609204640
2012-11-02,5569253040
2012-11-05,5566589600
2012-11-06,5547945520
2012-11-07,5416984175
2012-11-08,5345524080
2012-11-09,5412110080
2012-11-12,5430754160
2012-11-13,5393466000
2012-11-14,5289591840
2012-11-15,5175063920
2012-11-16,5193708000
2012-11-19,5176395640
2012-11-20,5100487600
2012-11-21,5137775760
2012-11-23,5188381120
2012-11-26,5177727360
2012-11-27,5012594080
2012-11-28,5052545680
2012-11-29,5057872560
2012-11-30,5081843520
2012-12-03,4975305920
2012-12-04,5025911280
2012-12-05,5124458560
2012-12-06,5127122000
2012-12-07,5201698320
2012-12-10,5249640240
2012-12-11,5348187520
2012-12-12,5281601520
2012-12-13,5278938080
2012-12-14,5246976800
2012-12-17,5270947760
2012-12-18,5449398240
2012-12-19,5430754160
2012-12-20,5438744480
2012-12-21,5484022960
2012-12-24,5433417600
2012-12-26,5388139120
2012-12-27,5358841280
2012-12-28,5302909040
2012-12-31,5366208567
2013-01-02,5489542250
2013-01-03,5556586000
2013-01-04,5524405000
2013-01-07,5540495500
2013-01-08,5602175750
2013-01-09,5996393000
2013-01-10,6082209000
2013-01-11,5993711250
2013-01-14,6050028000
2013-01-15,6095617750
2013-01-16,6074163750
2013-01-17,6159979750
2013-01-18,6224341750
2013-01-22,6267249750
2013-01-23,6192160750
2013-01-24,6256522750
2013-01-25,6366474500
2013-01-28,6331611750
2013-01-29,6336975250
2013-01-30,6326248250
2013-01-31,6393292000
2013-02-01,6361111000
2013-02-04,6235068750
2013-02-05,6100981250
2013-02-06,5948121500
2013-02-07,5870350750
2013-02-08,5985666000
2013-02-11,6028574000
2013-02-12,5988347750
2013-02-13,5913258750
2013-02-14,5926667500
2013-02-15,5882418625
2013-02-19,5870350750
2013-02-20,5760399000
2013-02-21,5714809250
2013-02-22,5822079250
2013-02-25,5784534750
2013-02-26,5891804750
2013-02-27,5915940500
2013-02-28,5851578500
2013-03-01,5795261750
2013-03-04,5851578500
2013-03-05,6012483500
2013-03-06,5913258750
2013-03-07,5902531750
2013-03-08,5923985750
2013-03-11,5948121500
2013-03-12,6023210500
2013-03-13,5964212000
2013-03-14,6023210500
2013-03-15,5985666000
2013-03-18,5902531750
2013-03-19,5894486500
2013-03-20,5991029500
2013-03-21,5948121500
2013-03-22,5991029500
2013-03-25,6023210500
2013-03-26,6058073250
2013-03-27,6007120000
2013-03-28,6060755000
2013-04-01,6148392600
2013-04-02,6072952200
2013-04-03,5970568800
2013-04-04,5938237200
2013-04-05,5833159500
2013-04-08,5833159500
2013-04-09,5827770900
2013-04-10,5938237200
2013-04-11,5935542900
2013-04-12,5900517000
2013-04-15,5792745000
2013-04-16,5811605100
2013-04-17,5647252800
2013-04-18,5719998900
2013-04-19,5730776100
2013-04-22,5598755400
2013-04-23,5641864200
2013-04-24,5485594800
2013-04-25,5523315000
2013-04-26,5437097400
2013-04-29,5504454900
2013-04-30,5486941950
2013-05-01,5458651800
2013-05-02,5367045600
2013-05-03,5393988600
2013-05-06,5566423800
2013-05-07,5402071500
2013-05-08,5480206200
2013-05-09,5526009300
2013-05-10,5706527400
2013-05-13,5746941900
2013-05-14,5755024800
2013-05-15,5682278700
2013-05-16,5623004100
2013-05-17,5682278700
2013-05-20,5717304600
2013-05-21,5730776100
2013-05-22,5512537800
2013-05-23,5493677700
2013-05-24,5431708800
2013-05-28,5472123300
2013-05-29,5434403100
2013-05-30,5555646600
2013-05-31,5590672500
2013-06-03,5563729500
2013-06-04,5587978200
2013-06-05,5469429000
2013-06-06,5652641400
2013-06-07,5827770900
2013-06-10,5959791600
2013-06-11,5889739800
2013-06-12,5930154300
2013-06-13,5830465200
2013-06-14,5733470400
2013-06-17,5773884900
2013-06-18,5668807200
2013-06-19,5504454900
2013-06-20,5302382400
2013-06-21,5323936800
2013-06-24,5243107800
2013-06-25,5288910900
2013-06-26,5229366870
2013-06-27,5129947200
2013-06-28,5199999000
2013-07-01,5300867190
2013-07-02,5200646400
2013-07-03,5154599010
2013-07-05,5265654480
2013-07-08,5206063740
2013-07-09,5062504230
2013-07-10,5127512310
2013-07-11,5292741180
2013-07-12,5357749260
2013-07-15,5392961970
2013-07-16,5336079900
2013-07-17,5279197830
2013-07-18,5409213990
2013-07-19,5869687890
2013-07-22,6005121390
2013-07-23,6216397650
2013-07-24,6105342180
2013-07-25,6143263560
2013-07-26,6137846220
2013-07-29,6097216170
2013-07-30,6037625430
2013-07-31,6148680900
2013-08-01,6192019620
2013-08-02,6127011540
2013-08-05,6086381490
2013-08-06,6116176860
2013-08-07,6105342180
2013-08-08,6143263560
2013-08-09,6143263560
2013-08-12,6121594200
2013-08-13,6154098240
2013-08-14,6148680900
2013-08-15,6132428880
2013-08-16,6129720210
2013-08-19,6127011540
2013-08-20,6229941000
2013-08-21,6127011540
2013-08-22,6162224250
2013-08-23,6156806910
2013-08-26,6186602280
2013-08-27,5964491340
2013-08-28,5877813900
2013-08-29,5842601190
2013-08-30,5780301780
2013-09-03,5742380400
2013-09-04,5742380400
2013-09-05,5747797740
2013-09-06,5793845130
2013-09-09,5869687890
2013-09-10,5562253845
2013-09-11,5560899510
2013-09-12,5504017440
2013-09-13,5495891430
2013-09-16,5555482170
2013-09-17,5569025520
2013-09-18,5471513400
2013-09-19,5452552710
2013-09-20,5460678720
2013-09-23,5436300690
2013-09-24,5548710495
2013-09-25,5506726110
2013-09-26,5528395470
2013-09-27,5663828970
2013-09-30,5472250000
2013-10-01,5522600000
2013-10-02,5565000000
2013-10-03,5527900000
2013-10-04,5498750000
2013-10-07,5448400000
2013-10-08,5472250000
2013-10-09,5700150000
2013-10-10,5676300000
2013-10-11,5869750000
2013-10-14,5880350000
2013-10-15,5851200000
2013-10-16,5889625000
2013-10-17,5835300000
2013-10-18,5904200000
2013-10-21,5943950000
2013-10-22,5967800000
2013-10-23,5954550000
2013-10-24,5941300000
2013-10-25,5872400000
2013-10-28,5872400000
2013-10-29,5922750000
2013-10-30,5938650000
2013-10-31,5929375000
2013-11-01,5941300000
2013-11-04,5951900000
2013-11-05,5888300000
2013-11-06,5898900000
2013-11-07,5872400000
2013-11-08,5840600000
2013-11-11,6068235000
2013-11-12,5435150000
2013-11-13,5456350000
2013-11-14,5594150000
2013-11-15,5607400000
2013-11-18,5684250000
2013-11-19,5962500000
2013-11-20,5904200000
2013-11-21,6016825000
2013-11-22,5981050000
2013-11-25,5938650000
2013-11-26,5986350000
2013-11-27,6004900000
2013-11-29,5933350000
2013-12-02,5912150000
2013-12-03,5949250000
2013-12-04,5898900000
2013-12-05,5954550000
2013-12-06,5906850000
2013-12-09,5861800000
2013-12-10,5885650000
2013-12-11,5769050000
2013-12-12,5737250000
2013-12-13,5832650000
2013-12-16,5869750000
2013-12-17,5914800000
2013-12-18,5933350000
2013-12-19,5946600000
2013-12-20,5939975000
2013-12-23,5973100000
2013-12-24,5981050000
2013-12-26,5967800000
2013-12-27,5925400000
2013-12-30,6128826480
2013-12-31,6137064150
2014-01-02,6024482660
2014-01-03,6093129910
2014-01-06,5947597740
2014-01-07,6017617935
2014-01-08,6062925120
2014-01-09,6060179230
2014-01-10,6073908680
2014-01-13,5986040200
2014-01-14,6071162790
2014-01-15,6126080590
2014-01-16,6197473730
2014-01-17,6200219620
2014-01-21,6117842920
2014-01-22,5977802530
2014-01-23,6024482660
2014-01-24,5832270360
2014-01-27,5760877220
2014-01-28,5752639550
2014-01-29,5716942980
2014-01-30,5769114890
2014-01-31,5865221040
2014-02-03,5620836830
2014-02-04,5521984790
2014-02-05,5678500520
2014-02-06,5697721750
2014-02-07,5752639550
2014-02-10,5854237480
2014-02-11,5942105960
2014-02-12,5878950490
2014-02-13,5854237480
2014-02-14,5835016250
2014-02-18,5942105960
2014-02-19,5873458710
2014-02-20,5898171720
2014-02-21,5988786090
2014-02-24,5964073080
2014-02-25,5933868290
2014-02-26,5961327190
2014-02-27,5969564860
2014-02-28,5980548420
2014-03-03,5983294310
2014-03-04,5972310750
2014-03-05,5933868290
2014-03-06,6035466220
2014-03-07,6186490170
2014-03-10,6090384020
2014-03-11,6099994635
2014-03-12,6071162790
2014-03-13,5903663500
2014-03-14,5900917610
2014-03-17,5917392950
2014-03-18,5966818970
2014-03-19,5928376510
2014-03-20,5900917610
2014-03-21,5870712820
2014-03-24,5856983370
2014-03-25,5807557350
2014-03-26,5738910100
2014-03-27,5699369284
2014-03-28,5769114890
2014-03-31,5952124500
2014-04-01,6029640540
2014-04-02,6054556410
2014-04-03,6060093270
2014-04-04,6098851290
2014-04-07,6015798390
2014-04-08,5974271940
2014-04-09,6035177400
2014-04-10,5927208630
2014-04-11,5750029110
2014-04-14,5783250270
2014-04-15,5838618870
2014-04-16,5824776720
2014-04-17,5755565970
2014-04-21,5736186960
2014-04-22,5738955390
2014-04-23,5669744640
2014-04-24,5738955390
2014-04-25,5611607610
2014-04-28,5716807950
2014-04-29,5805397710
2014-04-30,5809550355
2014-05-01,6273262380
2014-05-02,6295409820
2014-05-05,6417220740
2014-05-06,6536263230
2014-05-07,6785421930
2014-05-08,6694063740
2014-05-09,6754969200
2014-05-12,6887853840
2014-05-13,6760506060
2014-05-14,6691295310
2014-05-15,6608242410
