,QRVO
2024-04-09,11338890573
2024-04-10,11036169741
2024-04-11,11272700809
2024-04-12,10839547207
2024-04-15,10713981332
2024-04-16,10819106251
2024-04-17,10702300785
2024-04-18,10496917841
2024-04-19,10208797693
2024-04-22,10426834562
2024-04-23,10510545146
2024-04-24,10916444139
2024-04-25,11164655753
2024-04-26,11364198424
2024-04-29,11566661231
2024-04-30,11372958833
2024-05-01,10891136288
2024-05-02,9312315744
2024-05-03,9339570353
2024-05-06,9364878204
2024-05-07,9417440664
2024-05-08,9270582937
2024-05-09,9367131395
2024-05-10,9431818862
2024-05-13,9495540844
2024-05-14,9563124764
2024-05-15,9646156438
2024-05-16,9607537055
2024-05-17,9503264720
2024-05-20,9527401835
2024-05-21,9460783399
2024-05-22,9611398993
2024-05-23,9351683641
2024-05-24,9489747936
2024-05-28,9479127606
2024-05-29,9295685536
2024-05-30,9373889787
2024-05-31,9499402782
2024-06-03,9451128553
2024-06-04,9432784346
2024-06-05,9620088355
2024-06-06,9652914830
2024-06-07,9605606086
2024-06-10,9882700160
2024-06-11,10047798024
2024-06-12,10496748353
2024-06-13,10944733198
2024-06-14,10850115710
2024-06-17,11025833903
2024-06-18,11075073617
2024-06-20,10901286392
2024-06-21,10960180952
2024-06-24,10961146436
2024-06-25,11144588506
2024-06-26,10991076458
2024-06-27,10851081194
2024-06-28,11203483066
2024-07-01,11374373836
2024-07-02,11479611656
2024-07-03,11308720885
2024-07-05,11465129387
2024-07-08,11664984695
2024-07-09,11555884938
2024-07-10,12063729827
2024-07-11,11828151589
2024-07-12,11856150642
2024-07-15,12196001214
2024-07-16,12475026258
2024-07-17,11932423924
2024-07-18,12028972382
2024-07-19,11759602184
2024-07-22,12115865994
2024-07-23,12082074034
2024-07-24,11589676898
2024-07-25,11457405510
2024-07-26,11779877360
2024-07-29,11691843490
2024-07-30,11404487820
2024-07-31,11436946600
2024-08-01,10563423550
2024-08-02,10303753310
2024-08-05,9986802870
2024-08-06,9835010340
2024-08-07,9603980200
2024-08-08,10222606360
2024-08-09,10138595400
