,AME
2009-06-10,3762257310
2009-06-11,3771861030
2009-06-12,3755054520
2009-06-15,3656616390
2009-06-16,3623003370
2009-06-17,3654215460
2009-06-18,3627805230
2009-06-19,3632607090
2009-06-22,3526966170
2009-06-23,3498155010
2009-06-24,3591791280
2009-06-25,3697432200
2009-06-26,3671021970
2009-06-29,3697432200
2009-06-30,3695555115
2009-07-01,3789326520
2009-07-02,3637849635
2009-07-06,3647467215
2009-07-07,3548887020
2009-07-08,3522438675
2009-07-09,3500799120
2009-07-10,3510416700
2009-07-13,3601783710
2009-07-14,3654680400
2009-07-15,3741238620
2009-07-16,3777304545
2009-07-17,3803752890
2009-07-20,3875884740
2009-07-21,3940803405
2009-07-22,3940803405
2009-07-23,4022552835
2009-07-24,4104302265
2009-07-27,4065831945
2009-07-28,3563313390
2009-07-29,3443093640
2009-07-30,3459924405
2009-07-31,3457520010
2009-08-03,3452711220
2009-08-04,3438284850
2009-08-05,3354131025
2009-08-06,3337300260
2009-08-07,3356535420
2009-08-10,3327682680
2009-08-11,3274785990
2009-08-12,3260359620
2009-08-13,3358939815
2009-08-14,3332491470
2009-08-17,3253146435
2009-08-18,3306043125
2009-08-19,3318065100
2009-08-20,3346917840
2009-08-21,3404623320
2009-08-24,3404623320
2009-08-25,3409432110
2009-08-26,3380579370
2009-08-27,3356535420
2009-08-28,3358939815
2009-08-31,3363748605
2009-09-01,3327682680
2009-09-02,3346917840
2009-09-03,3356535420
2009-09-04,3399814530
2009-09-08,3462328800
2009-09-09,3570526575
2009-09-10,3683533140
2009-09-11,3726812250
2009-09-14,3702768300
2009-09-15,3734025435
2009-09-16,3762878175
2009-09-17,3810966075
2009-09-18,3794135310
2009-09-21,3782113335
2009-09-22,3820583655
2009-09-23,3801348495
2009-09-24,3741238620
2009-09-25,3702768300
2009-09-28,3741238620
2009-09-29,3779708940
2009-09-30,3723135480
2009-10-01,3660763365
2009-10-02,3552811627
2009-10-05,3610385887
2009-10-06,3660763365
2009-10-07,3648768727
2009-10-08,3703944060
2009-10-09,3699146205
2009-10-12,3737529045
2009-10-13,3703944060
2009-10-14,3797502232
2009-10-15,3826289362
2009-10-16,3790305450
2009-10-19,3843081855
2009-10-20,3874267912
2009-10-21,3857475419
2009-10-22,3907852897
2009-10-23,3919847535
2009-10-26,3807097942
2009-10-27,3790305450
2009-10-28,3768715102
2009-10-29,3790305450
2009-10-30,3720736552
2009-11-02,3766316175
2009-11-03,3730332262
2009-11-04,3699146205
2009-11-05,3761518320
2009-11-06,3807097942
2009-11-09,3838284000
2009-11-10,3826289362
2009-11-11,3857475419
2009-11-12,3823890435
2009-11-13,3867071130
2009-11-16,3970225012
2009-11-17,4013405707
2009-11-18,3946235737
2009-11-19,3912650752
2009-11-20,3912650752
2009-11-23,3963028230
2009-11-24,3955831447
2009-11-25,3972623939
2009-11-27,3922246462
2009-11-30,3898257187
2009-12-01,3951033592
2009-12-02,3953432520
2009-12-03,3919847535
2009-12-04,3989416432
2009-12-07,4006208925
2009-12-08,4001411070
2009-12-09,4011006779
2009-12-10,4015804634
2009-12-11,4032597127
2009-12-14,4080575677
2009-12-15,4068581040
2009-12-16,4066182112
2009-12-17,4085373532
2009-12-18,4164538140
2009-12-21,4154942430
2009-12-22,4183729560
2009-12-23,4174133849
2009-12-24,4195724197
2009-12-28,4162139212
2009-12-29,4145346720
2009-12-30,4130953154
2009-12-31,4078176750
2010-01-04,4116559590
2010-01-05,4097368169
2010-01-06,4102166025
2010-01-07,4111761735
2010-01-08,4193325270
2010-01-11,4217314544
2010-01-12,4130953154
2010-01-13,4142947792
2010-01-14,4142947792
2010-01-15,4097368169
2010-01-19,4123756372
2010-01-20,4085373532
2010-01-21,4073378895
2010-01-22,3984618577
2010-01-25,3958230375
2010-01-26,3907852897
2010-01-27,3859874347
2010-01-28,3886262550
2010-01-29,3886262550
2010-02-01,3919847535
2010-02-02,3975022867
2010-02-03,3965427157
2010-02-04,3855076492
2010-02-05,3869470057
2010-02-08,3867071130
2010-02-09,3919847535
2010-02-10,3912650752
2010-02-11,3972623939
2010-02-12,4013405707
2010-02-16,4054187474
2010-02-17,4046990692
2010-02-18,4090171387
2010-02-19,4138149937
2010-02-22,4145346720
2010-02-23,4068581040
2010-02-24,4073378895
2010-02-25,4135751009
2010-02-26,4162139212
2010-03-01,4217314544
2010-03-02,4241303820
2010-03-03,4279686660
2010-03-04,4250899529
2010-03-05,4260495240
2010-03-08,4236505965
2010-03-09,4241303820
2010-03-10,4260495240
2010-03-11,4270090950
2010-03-12,4279686660
2010-03-15,4258096312
2010-03-16,4241303820
2010-03-17,4234107037
2010-03-18,4224511327
2010-03-19,4212516689
2010-03-22,4243702747
2010-03-23,4284484515
2010-03-24,4267692022
2010-03-25,4229309182
2010-03-26,4255697384
2010-03-29,4334861992
2010-03-30,4423622310
2010-03-31,4381746322
2010-04-01,4424541457
2010-04-05,4438806502
2010-04-06,4462581577
2010-04-07,4448316532
2010-04-08,4476846622
2010-04-09,4483979145
2010-04-12,4488734160
2010-04-13,4486356652
2010-04-14,4498244190
2010-04-15,4453071547
2010-04-16,4415031427
2010-04-19,4393633860
2010-04-20,4403143890
2010-04-21,4536284310
2010-04-22,4557681877
2010-04-23,4600477012
2010-04-26,4569569415
2010-04-27,4557681877
2010-04-28,4605232027
2010-04-29,4657537192
2010-04-30,4569569415
2010-05-03,4652782177
2010-05-04,4543416832
2010-05-05,4436428995
2010-05-06,4300911067
2010-05-07,4250983410
2010-05-10,4498244190
2010-05-11,4507754220
2010-05-12,4593344490
2010-05-13,4581456952
2010-05-14,4552926862
2010-05-17,4555304370
2010-05-18,4493489175
2010-05-19,4384123830
2010-05-20,4305666082
2010-05-21,4289023530
2010-05-24,4279513500
2010-05-25,4272380977
2010-05-26,4234340857
2010-05-27,4376991307
2010-05-28,4289023530
2010-06-01,4248605902
2010-06-02,4388878845
2010-06-03,4429296472
2010-06-04,4243850887
2010-06-07,4174903169
2010-06-08,4198678245
2010-06-09,4217698304
2010-06-10,4324686142
2010-06-11,4374613800
2010-06-14,4405521397
2010-06-15,4469714100
2010-06-16,4479224130
2010-06-17,4476846622
2010-06-18,4488734160
2010-06-21,4479224130
2010-06-22,4417408935
2010-06-23,4410276412
2010-06-24,4338951187
2010-06-25,4362726262
2010-06-28,4379368815
2010-06-29,4279513500
2010-06-30,4245326820
2010-07-01,4240567485
2010-07-02,4285781167
2010-07-06,4269123495
2010-07-07,4378588200
2010-07-08,4426181550
2010-07-09,4492812240
2010-07-12,4476154567
2010-07-13,4576100602
2010-07-14,4585619272
2010-07-15,4557063262
2010-07-16,4423801882
2010-07-19,4471395232
2010-07-20,4521368250
2010-07-21,4652249962
2010-07-22,4711741650
2010-07-23,4785511342
2010-07-26,4875938707
2010-07-27,4735538325
2010-07-28,4711741650
2010-07-29,4668907635
2010-07-30,4683185640
2010-08-02,4742677327
2010-08-03,4735538325
2010-08-04,4780752007
2010-08-05,4799789347
2010-08-06,4809308017
2010-08-09,4866420037
2010-08-10,4799789347
2010-08-11,4654629630
2010-08-12,4592758275
2010-08-13,4576100602
2010-08-16,4587998940
2010-08-17,4680805972
2010-08-18,4666527967
2010-08-19,4580859937
2010-08-20,4559442930
2010-08-23,4526127585
2010-08-24,4483293570
2010-08-25,4490432572
2010-08-26,4538025922
2010-08-27,4626073620
2010-08-30,4521368250
2010-08-31,4547544592
2010-09-01,4673666970
2010-09-02,4723639987
2010-09-03,4816447020
2010-09-07,4737917992
2010-09-08,4761714667
2010-09-09,4745056995
2010-09-10,4766474002
2010-09-13,4830725025
2010-09-14,4830725025
2010-09-15,4864040370
2010-09-16,4852142032
2010-09-17,4866420037
2010-09-20,4925911725
2010-09-21,4911633720
2010-09-22,4864040370
2010-09-23,4797409680
2010-09-24,4923532057
2010-09-27,4930671060
2010-09-28,5042515432
2010-09-29,5018718757
2010-09-30,5086538160
2010-10-01,5112893280
2010-10-04,5091330000
2010-10-05,5242272960
2010-10-06,5165603520
2010-10-07,5141644320
2010-10-08,5136852480
2010-10-11,5177583120
2010-10-12,5194354560
2010-10-13,5299775040
2010-10-14,5239877040
2010-10-15,5213521920
2010-10-18,5283003600
2010-10-19,5196750480
2010-10-20,5283003600
2010-10-21,5342901600
2010-10-22,5309358720
2010-10-25,5354881200
2010-10-26,5711873280
2010-10-27,5623224240
2010-10-28,5668746720
2010-10-29,5754999840
2010-11-01,5814897840
2010-11-02,5848440720
2010-11-03,5862816240
2010-11-04,5994591840
2010-11-05,6025738800
2010-11-08,5985008160
2010-11-09,5989800000
2010-11-10,6016155120
2010-11-11,5874795840
2010-11-12,5838857040
2010-11-15,5872399920
2010-11-16,5781354960
2010-11-17,5826877440
2010-11-18,5937089760
2010-11-19,5941881600
2010-11-22,6049698000
2010-11-23,6028134720
2010-11-24,6229392000
2010-11-26,6198245040
2010-11-29,6186265440
2010-11-30,6301269600
2010-12-01,6581592240
2010-12-02,6483359520
2010-12-03,6447420720
2010-12-06,6380334960
2010-12-07,6377939040
2010-12-08,6351583920
2010-12-09,6365959440
2010-12-10,6397106400
2010-12-13,6392314560
2010-12-14,6394710480
2010-12-15,6361167600
2010-12-16,6437837040
2010-12-17,6306061440
2010-12-20,6308457360
2010-12-21,6373147200
2010-12-22,6277310400
2010-12-23,6294081840
2010-12-27,6279706320
2010-12-28,6320436960
2010-12-29,6303665520
2010-12-30,6279706320
2010-12-31,6270122640
2011-01-03,6334812480
2011-01-04,6241371600
2011-01-05,6279706320
2011-01-06,6284498160
2011-01-07,6279706320
2011-01-10,6250955280
2011-01-11,6272518560
2011-01-12,6385126800
2011-01-13,6433045200
2011-01-14,6442628880
2011-01-18,6545653440
2011-01-19,6380334960
2011-01-20,6289290000
2011-01-21,6457004400
2011-01-24,6440232960
2011-01-25,6476171760
2011-01-26,6512110560
2011-01-27,6399502320
2011-01-28,6231787920
2011-01-31,6514506480
2011-02-01,6684616800
2011-02-02,6619926960
2011-02-03,6562424880
2011-02-04,6653469840
2011-02-07,6703784160
2011-02-08,6873894480
2011-02-09,6816392400
2011-02-10,7003274160
2011-02-11,6981710880
2011-02-14,6940980240
2011-02-15,6869102640
2011-02-16,6854727120
2011-02-17,6859518960
2011-02-18,6888270000
2011-02-22,6658261680
2011-02-23,6610343280
2011-02-24,6579196320
2011-02-25,6730139280
2011-02-28,6701388240
2011-03-01,6612739200
2011-03-02,6725347440
2011-03-03,6881082240
2011-03-04,6782849520
2011-03-07,6703784160
2011-03-08,6780453600
2011-03-09,6835559760
2011-03-10,6648678000
2011-03-11,6706180080
2011-03-14,6540861600
2011-03-15,6492943200
2011-03-16,6421065600
2011-03-17,6509714640
2011-03-18,6548049360
2011-03-21,6758890320
2011-03-22,6667845360
2011-03-23,6682220880
2011-03-24,6751702560
2011-03-25,6813996480
2011-03-28,6754098480
2011-03-29,6854727120
2011-03-30,6917021040
2011-03-31,7037813250
2011-04-01,7158117750
2011-04-04,7158117750
2011-04-05,7095559410
2011-04-06,7158117750
2011-04-07,7071498510
2011-04-08,6958412280
2011-04-11,6871793040
2011-04-12,6789985980
2011-04-13,6866980860
2011-04-14,6792392070
2011-04-15,7184584740
2011-04-18,7066686330
2011-04-19,7129244670
2011-04-20,7312107510
2011-04-21,7413163290
2011-04-25,7408351110
2011-04-26,7502188620
2011-04-27,7499782530
2011-04-28,7369853670
2011-04-29,7384290210
2011-05-02,7307295330
2011-05-03,7177366470
2011-05-04,7095559410
2011-05-05,7057061970
2011-05-06,7158117750
2011-05-09,7174960380
2011-05-10,7208645640
2011-05-11,7064280240
2011-05-12,7071498510
2011-05-13,6989691450
2011-05-16,6879011310
2011-05-17,6763518990
2011-05-18,6905478300
2011-05-19,6915102660
2011-05-20,6835701690
2011-05-23,6734645910
2011-05-24,6575843970
2011-05-25,6789985980
2011-05-26,6802016430
2011-05-27,6840513870
2011-05-31,6975254910
2011-06-01,6749082450
2011-06-02,6826077330
2011-06-03,6789985980
2011-06-06,6720209370
2011-06-07,6804422520
2011-06-08,6703366740
2011-06-09,6746676360
2011-06-10,6664869300
2011-06-13,6602310960
2011-06-14,6712991100
2011-06-15,6657651030
2011-06-16,6573437880
2011-06-17,6561407430
2011-06-20,6619153590
2011-06-21,6816452970
2011-06-22,6857356500
2011-06-23,6900666120
2011-06-24,6821265150
2011-06-27,6794798160
2011-06-28,6982473180
2011-06-29,7138869030
2011-06-30,7224682980
2011-07-01,7342962120
2011-07-05,7340548260
2011-07-06,7400894760
2011-07-07,7427447220
2011-07-08,7345375980
2011-07-11,7171578060
2011-07-12,7171578060
2011-07-13,7241580000
2011-07-14,7084679100
2011-07-15,7070195940
2011-07-18,6949502940
2011-07-19,7055712780
2011-07-20,7075023660
2011-07-21,7190888940
2011-07-22,7178819640
2011-07-25,7258477020
2011-07-26,7265718600
2011-07-27,7026746460
2011-07-28,6877087140
2011-07-29,6838465380
2011-08-01,6836051520
2011-08-02,6543974460
2011-08-03,6577768500
2011-08-04,6152929140
2011-08-05,5959820340
2011-08-08,5428771140
2011-08-09,5935681740
2011-08-10,5699123460
2011-08-11,6107065800
2011-08-12,6157756860
2011-08-15,6251897400
2011-08-16,6145687560
2011-08-17,6097410360
2011-08-18,5699123460
2011-08-19,5612224500
2011-08-22,5667743280
2011-08-23,5935681740
2011-08-24,5945337180
2011-08-25,5814988740
2011-08-26,5938095600
2011-08-29,6145687560
2011-08-30,6278449860
2011-08-31,6288105300
2011-09-01,6164998440
2011-09-02,5904301560
2011-09-06,5935681740
2011-09-07,6104651940
2011-09-08,6094996500
2011-09-09,5853610500
2011-09-12,5790850140
2011-09-13,5988786660
2011-09-14,6143273700
2011-09-15,6251897400
2011-09-16,6186723180
2011-09-19,6143273700
2011-09-20,5986372800
2011-09-21,5766711540
2011-09-22,5394977100
2011-09-23,5298422700
2011-09-26,5716020480
2011-09-27,5694295740
2011-09-28,5508428520
2011-09-29,5539808700
2011-09-30,5279288280
2011-10-03,5031896700
2011-10-04,5406586860
2011-10-05,5620352400
2011-10-06,5798090040
2011-10-07,5677997040
2011-10-10,5908575600
2011-10-11,5908575600
2011-10-12,6028668600
2011-10-13,6004650000
2011-10-14,6110331840
2011-10-17,5930192340
2011-10-18,6160770900
2011-10-19,6023864880
2011-10-20,6031070460
2011-10-21,6155967180
2011-10-24,6396153180
2011-10-25,6218415540
2011-10-26,6220817400
2011-10-27,6576292680
2011-10-28,6564283380
2011-10-31,6328901100
2011-11-01,6086313240
2011-11-02,6280863900
2011-11-03,6605115000
2011-11-04,6530657340
2011-11-07,6509040600
2011-11-08,6621928020
2011-11-09,6319293660
2011-11-10,6480218280
2011-11-11,6710796840
2011-11-14,6612320580
2011-11-15,6770843340
2011-11-16,6605115000
2011-11-17,6465807120
2011-11-18,6458601540
2011-11-21,6386545740
2011-11-22,6324097380
2011-11-23,6127144860
2011-11-25,6064696500
2011-11-28,6424975500
2011-11-29,6480218280
2011-11-30,6859712160
2011-12-01,6782852640
2011-12-02,6823684260
2011-12-05,6890936340
2011-12-06,6862114020
2011-12-07,6823684260
2011-12-08,6612320580
2011-12-09,6854908440
2011-12-12,6698787540
2011-12-13,6569087100
2011-12-14,6403358760
2011-12-15,6422573640
2011-12-16,6494629440
2011-12-19,6364929000
2011-12-20,6569087100
2011-12-21,6576292680
2011-12-22,6684376380
2011-12-23,6732413580
2011-12-27,6794861940
2011-12-28,6609918720
2011-12-29,6689180100
2011-12-30,6742021020
2012-01-03,6766039620
2012-01-04,6857310300
2012-01-05,6972599580
2012-01-06,6888534480
2012-01-09,6890936340
2012-01-10,7049459100
2012-01-11,7097496300
2012-01-12,7320869280
2012-01-13,7368906480
2012-01-17,7284841380
2012-01-18,7244009760
2012-01-19,7388121360
2012-01-20,7313663700
2012-01-23,7380915780
2012-01-24,7416943680
2012-01-25,7498606920
2012-01-26,7537036680
2012-01-27,7452971580
2012-01-30,7539438540
2012-01-31,7525027380
2012-02-01,7714774319
2012-02-02,7573064580
2012-02-03,7717176180
2012-02-06,7721979900
2012-02-07,7726783620
2012-02-08,7717176180
2012-02-09,7770017100
2012-02-10,7649924100
2012-02-13,7750802220
2012-02-14,7782026400
2012-02-15,7678746420
2012-02-16,7858885920
2012-02-17,7803643140
2012-02-21,7786830120
2012-02-22,7743596640
2012-02-23,7750802220
2012-02-24,7726783620
2012-02-27,7633111080
2012-02-28,7635512940
2012-02-29,7621101780
2012-03-01,7707568740
2012-03-02,7604288760
2012-03-05,7585073880
2012-03-06,7443364140
2012-03-07,7527429240
2012-03-08,7606690620
2012-03-09,7705166880
2012-03-12,7717176180
2012-03-13,7834867319
2012-03-14,7794035700
2012-03-15,7798839420
2012-03-16,7789231980
2012-03-19,7782026400
2012-03-20,7707568740
2012-03-21,7719578040
2012-03-22,7635512940
2012-03-23,7647522240
2012-03-26,7770017100
2012-03-27,7779624540
2012-03-28,7719578040
2012-03-29,7741194779
2012-03-30,7767615240
2012-04-02,7878958560
2012-04-03,7903075360
2012-04-04,7787314720
2012-04-05,7772844639
2012-04-09,7666730720
2012-04-10,7558205120
2012-04-11,7623320480
2012-04-12,7758374560
2012-04-13,7661907360
2012-04-16,7659495680
2012-04-17,7852430080
2012-04-18,7883781919
2012-04-19,7847606720
2012-04-20,7876546879
2012-04-23,7775256320
2012-04-24,7799373120
2012-04-25,7912722080
2012-04-26,8062246240
2012-04-27,8139420000
2012-04-30,8091186399
2012-05-01,8211770399
2012-05-02,8221417120
2012-05-03,8124949919
2012-05-04,8062246240
2012-05-07,8045364480
2012-05-08,8180418560
2012-05-09,8064657919
2012-05-10,8067069600
2012-05-11,8083951360
2012-05-14,7999542560
2012-05-15,7956132320
2012-05-16,7946485600
2012-05-17,7746316159
2012-05-18,7765609600
2012-05-21,7876546879
2012-05-22,7907898720
2012-05-23,7975425760
2012-05-24,7985072480
2012-05-25,7912722080
2012-05-29,8096009760
2012-05-30,8100833120
2012-05-31,8153890080
2012-06-01,7833136639
2012-06-04,7835548320
2012-06-05,7907898720
2012-06-06,8199712000
2012-06-07,8260004000
2012-06-08,8339589440
2012-06-11,8216593760
2012-06-12,8356471200
2012-06-13,8110479840
2012-06-14,8158713440
2012-06-15,8267239040
2012-06-18,8332354399
2012-06-19,8438468320
2012-06-20,8361294560
2012-06-21,8108068159
2012-06-22,8088774720
2012-06-25,7888605280
2012-06-26,7953720639
2012-06-27,7934427200
2012-06-28,7724611040
2012-06-29,8023659360
2012-07-02,8114044379
2012-07-03,8261748559
2012-07-05,8324704440
2012-07-06,8210899579
2012-07-09,8150365079
2012-07-10,8070459540
2012-07-11,8007503660
2012-07-12,7925176739
2012-07-13,8051088500
2012-07-16,8041402980
2012-07-17,8070459540
2012-07-18,8261748559
2012-07-19,8290805120
2012-07-20,8181843020
2012-07-23,8068038160
2012-07-24,7624925620
2012-07-25,7528070420
2012-07-26,7443322120
2012-07-27,7673353220
2012-07-30,7513542140
2012-07-31,7506278000
2012-08-01,7399737280
2012-08-02,7360995200
2012-08-03,7547441460
2012-08-06,7607975960
2012-08-07,7796843600
2012-08-08,7808950500
2012-08-09,7799264980
2012-08-10,7881591899
2012-08-13,7888856040
2012-08-14,7920333980
2012-08-15,8019610559
2012-08-16,8157629219
2012-08-17,8256905800
2012-08-20,8273855460
2012-08-21,8346496860
2012-08-22,8317440300
2012-08-23,8295647879
2012-08-24,8344075480
2012-08-27,8373132040
2012-08-28,8331968579
2012-08-29,8353761000
2012-08-30,8278698219
2012-08-31,8307754780
2012-09-04,8353761000
2012-09-05,8259327180
2012-09-06,8530521739
2012-09-07,8591056240
2012-09-10,8591056240
2012-09-11,8528100360
2012-09-12,8583792100
2012-09-13,8603163140
2012-09-14,8750867320
2012-09-17,8680647300
2012-09-18,8687911440
2012-09-19,8729074900
2012-09-20,8770238360
2012-09-21,8775081120
2012-09-24,8588634860
2012-09-25,8557156920
2012-09-26,8542628640
2012-09-27,8663697640
2012-09-28,8583792100
2012-10-01,8424074069
2012-10-02,8385264630
2012-10-03,8244580410
2012-10-04,8615695680
2012-10-05,8511395310
2012-10-08,8535651209
2012-10-09,8445904380
2012-10-10,8399818170
2012-10-11,8387690220
2012-10-12,8273687490
2012-10-15,8445904380
2012-10-16,8596290960
2012-10-17,8622972450
2012-10-18,8579311829
2012-10-19,8256708360
2012-10-22,8234878050
2012-10-23,8402243760
2012-10-24,8559907110
2012-10-25,8610844500
2012-10-26,8688463380
2012-10-31,8622972450
2012-11-01,9001364490
2012-11-02,8877659400
2012-11-05,8892212940
2012-11-06,8872808220
2012-11-07,8756379900
2012-11-08,8734549590
2012-11-09,8741826360
2012-11-12,8746677540
2012-11-13,8734549590
2012-11-14,8632674810
2012-11-15,8494416180
2012-11-16,8550204750
2012-11-19,8807317290
2012-11-20,8914043250
2012-11-21,8909192070
2012-11-23,9037748340
2012-11-26,9035322750
2012-11-27,8889787350
2012-11-28,8986810950
2012-11-29,9011066850
2012-11-30,9054727470
2012-12-03,9054727470
2012-12-04,9045025110
2012-12-05,9146899890
2012-12-06,9105664860
2012-12-07,9151751070
2012-12-10,9222093180
2012-12-11,9100813680
2012-12-12,9156602250
2012-12-13,9088685730
2012-12-14,9052301880
2012-12-17,9081408960
2012-12-18,9151751070
2012-12-19,9105664860
2012-12-20,9132346350
2012-12-21,9057153060
2012-12-24,9083834550
2012-12-26,8967406230
2012-12-27,9049876290
2012-12-28,8994087720
2012-12-31,9140217450
2013-01-02,9402965250
2013-01-03,9359173950
2013-01-04,9468652200
2013-01-07,9388368150
2013-01-08,9376203900
2013-01-09,9427293750
2013-01-10,9437025150
2013-01-11,9432159450
2013-01-14,9390801000
2013-01-15,9373771050
2013-01-16,9366472500
2013-01-17,9524607750
2013-01-18,9575697600
2013-01-22,9690041550
2013-01-23,9658414500
2013-01-24,9999013500
2013-01-25,9991714950
2013-01-28,9972252150
2013-01-29,10045237650
2013-01-30,9955222200
2013-01-31,9972252150
2013-02-01,10089028950
2013-02-04,9921162300
2013-02-05,9950356500
2013-02-06,10062267600
2013-02-07,10008744900
2013-02-08,10086596100
2013-02-11,10098760350
2013-02-12,10174178700
2013-02-13,10217970000
2013-02-14,10196074350
2013-02-15,10196074350
2013-02-19,10322582550
2013-02-20,10144984500
2013-02-21,10093894650
2013-02-22,10276358400
2013-02-25,9984416400
2013-02-26,10093894650
2013-02-27,10215537150
2013-02-28,10176611550
2013-03-01,10093894650
2013-03-04,10144984500
2013-03-05,10271492700
2013-03-06,10269059850
2013-03-07,10230134250
2013-03-08,10320149700
2013-03-11,10325015400
2013-03-12,10298254050
2013-03-13,10354209600
2013-03-14,10407732300
2013-03-15,10415030850
2013-03-18,10366373850
2013-03-19,10402866600
2013-03-20,10427195100
2013-03-21,10290955500
2013-03-22,10400433750
2013-03-25,10312851150
2013-03-26,10385836650
2013-03-27,10412598000
2013-03-28,10548837600
2013-04-01,10370424960
2013-04-02,10282705200
2013-04-03,10087772400
2013-04-04,10097519040
2013-04-05,9987869340
2013-04-08,9968376060
2013-04-09,9934262820
2013-04-10,10170618840
2013-04-11,10036602540
2013-04-12,9978122700
2013-04-15,9685723500
2013-04-16,9914769540
2013-04-17,9809993160
2013-04-18,9722273400
2013-04-19,9795373200
2013-04-22,9827049780
2013-04-23,9946446120
2013-04-24,10026855900
2013-04-25,9975686040
2013-04-26,9878219640
2013-04-29,9880656300
2013-04-30,9919642860
2013-05-01,9702780120
2013-05-02,9766133280
2013-05-03,9958629420
2013-05-06,9953756100
2013-05-07,10036602540
2013-05-08,10170618840
2013-05-09,10182802140
2013-05-10,10194985440
2013-05-13,10185238800
2013-05-14,10402101540
2013-05-15,10460581380
2013-05-16,10409411520
2013-05-17,10565357760
2013-05-20,10599471000
2013-05-21,10645767540
2013-05-22,10540991160
2013-05-23,10504441260
2013-05-24,10460581380
2013-05-28,10572667740
2013-05-29,10463018040
2013-05-30,10599471000
2013-05-31,10514187900
2013-06-03,10560484440
2013-06-04,10470328020
2013-06-05,10397228220
2013-06-06,10365551640
2013-06-07,10502004600
2013-06-10,10460581380
2013-06-11,10365551640
2013-06-12,10287578520
2013-06-13,10411848180
2013-06-14,10419158160
2013-06-17,10209605400
2013-06-18,10321691760
2013-06-19,10192548780
2013-06-20,9907459560
2013-06-21,9839233080
2013-06-24,9848979720
2013-06-25,9961066080
2013-06-26,10007362620
2013-06-27,10233972000
2013-06-28,10307071800
2013-07-01,10547797780
2013-07-02,10557559740
2013-07-03,10603929050
2013-07-05,10774763350
2013-07-08,10794287270
2013-07-09,10869942460
2013-07-10,10869942460
2013-07-11,10960240590
2013-07-12,11062741170
2013-07-15,11082265090
2013-07-16,11013931370
2013-07-17,11048098230
2013-07-18,11165241750
2013-07-19,11179884690
2013-07-22,11238456450
2013-07-23,11211611060
2013-07-24,11172563220
2013-07-25,11138396360
2013-07-26,11167682240
2013-07-29,11160360770
2013-07-30,11238456450
2013-07-31,11294587720
2013-08-01,11641137300
2013-08-02,11660661220
2013-08-05,11665542200
2013-08-06,11506910350
2013-08-07,11116431950
2013-08-08,11162801260
2013-08-09,11084705580
2013-08-12,11167682240
2013-08-13,11160360770
2013-08-14,10977324020
2013-08-15,10664941300
2013-08-16,10599048070
2013-08-19,10686905710
2013-08-20,10769882370
2013-08-21,10684465220
2013-08-22,10794287270
2013-08-23,10799168250
2013-08-26,10828454130
2013-08-27,10560000230
2013-08-28,10603929050
2013-08-29,10611250520
2013-08-30,10474583080
2013-09-03,10396487400
2013-09-04,10584405130
2013-09-05,10703989140
2013-09-06,10733275020
2013-09-09,10713751100
2013-09-10,10813811190
2013-09-11,10857740010
2013-09-12,11121312930
2013-09-13,11016371860
2013-09-16,11060300680
2013-09-17,11096908030
2013-09-18,11172563220
2013-09-19,11231134980
2013-09-20,11226254000
2013-09-23,11233575470
2013-09-24,11279944780
2013-09-25,11267742330
2013-09-26,11277504290
2013-09-27,11138396360
2013-09-30,11259207180
2013-10-01,11178469710
2013-10-02,11117304960
2013-10-03,10968062970
2013-10-04,11004761820
2013-10-07,10946043660
2013-10-08,10747869870
2013-10-09,10694044890
2013-10-10,11031674310
2013-10-11,11114858370
2013-10-14,11158896990
2013-10-15,10992528870
2013-10-16,11043907260
2013-10-17,11171129940
2013-10-18,11271440130
2013-10-21,11330158290
2013-10-22,11467167330
2013-10-23,11430468480
2013-10-24,11420682120
2013-10-25,11520992310
2013-10-28,11283673080
2013-10-29,11699593380
2013-10-30,11650661580
2013-10-31,11702039970
2013-11-01,11694700200
2013-11-04,11750971770
2013-11-05,11721612690
2013-11-06,11836602420
2013-11-07,11728952460
2013-11-08,11873301270
2013-11-11,11902660350
2013-11-12,11917339890
2013-11-13,12005417130
2013-11-14,12012756900
2013-11-15,12049455750
2013-11-18,11995630770
2013-11-19,11890427400
2013-11-20,11853728550
2013-11-21,12069028470
2013-11-22,12171785250
2013-11-25,12095940960
2013-11-26,12081261420
2013-11-27,12108173910
2013-11-29,12042115980
2013-12-02,11949145560
2013-12-03,11919786480
2013-12-04,12020096670
2013-12-05,11963825100
2013-12-06,12105727320
2013-12-09,12081261420
2013-12-10,12027436440
2013-12-11,11892873990
2013-12-12,11983397820
2013-12-13,12056795520
2013-12-16,12191357970
2013-12-17,12262309080
2013-12-18,12536327160
2013-12-19,12568132830
2013-12-20,12729607770
2013-12-23,12736947540
2013-12-24,12856830450
2013-12-26,12861723630
2013-12-27,12832364550
2013-12-30,12849490680
2013-12-31,12899462370
2014-01-02,12757413990
2014-01-03,12777006870
2014-01-06,12705982680
2014-01-07,12759863100
2014-01-08,12730473780
2014-01-09,12781905090
2014-01-10,12865174830
2014-01-13,12652102260
2014-01-14,12794150640
2014-01-15,12921504360
2014-01-16,12882318600
2014-01-17,12740270220
2014-01-21,12764761320
2014-01-22,12757413990
2014-01-23,12581078070
2014-01-24,12154932930
2014-01-27,12096154290
